scope,pair,landmark,stat,contrast,n,median_delta,wilcoxon_W,p,p_fdr_pass
per_landmark,CA1-V1,1,mi_sig,expert-naive,10,0.0,7.0,0.892738400944348,False
per_landmark,CA1-V1,2,mi_sig,expert-naive,10,0.0,11.0,0.6120898800892568,False
per_landmark,CA1-V1,3,mi_sig,expert-naive,10,0.0,9.0,0.7531523647659145,False
per_landmark,CA1-V1,4,mi_sig,expert-naive,10,0.0,2.0,0.27332167829229814,False
per_landmark,CA1-V1,5,mi_sig,expert-naive,10,0.0,6.0,0.3454475304692257,False
per_landmark,CA1-V1,6,mi_sig,expert-naive,10,-0.03256596623787168,9.0,0.20757844233562428,False
per_landmark,CA1-DG,1,mi_sig,expert-naive,8,0.0,5.0,0.5001842570707944,False
per_landmark,CA1-DG,2,mi_sig,expert-naive,8,0.03441128085821619,8.0,0.3104944343172349,False
per_landmark,CA1-DG,3,mi_sig,expert-naive,8,0.04513194087745734,4.0,0.17295491798842066,False
per_landmark,CA1-DG,4,mi_sig,expert-naive,8,-0.002516982626532646,5.0,0.24886387493792206,False
per_landmark,CA1-DG,5,mi_sig,expert-naive,8,0.0,6.0,0.6858304344516057,False
per_landmark,CA1-DG,6,mi_sig,expert-naive,8,-0.001829283066989859,11.0,0.6120898800892568,False
per_landmark,CA1-CA3,1,mi_sig,expert-naive,6,0.0,3.0,1.0,False
per_landmark,CA1-CA3,2,mi_sig,expert-naive,6,0.06298115621772765,5.0,0.3125,False
per_landmark,CA1-CA3,3,mi_sig,expert-naive,6,-0.011344174775265989,10.0,1.0,False
per_landmark,CA1-CA3,4,mi_sig,expert-naive,6,-0.04196360196980056,6.0,0.4375,False
per_landmark,CA1-CA3,5,mi_sig,expert-naive,6,0.0802241567233688,4.0,0.21875,False
per_landmark,CA1-CA3,6,mi_sig,expert-naive,6,0.06680637748441298,5.0,0.3125,False
per_landmark,CA1-RSC,1,mi_sig,expert-naive,8,0.0,1.0,0.14412703481601533,False
per_landmark,CA1-RSC,2,mi_sig,expert-naive,8,-0.010170843957906725,6.0,0.3454475304692257,False
per_landmark,CA1-RSC,3,mi_sig,expert-naive,8,0.0,3.0,0.4652088184521418,False
per_landmark,CA1-RSC,4,mi_sig,expert-naive,8,0.0,1.0,0.28504940740261275,False
per_landmark,CA1-RSC,5,mi_sig,expert-naive,8,0.0,1.0,0.14412703481601533,False
per_landmark,CA1-RSC,6,mi_sig,expert-naive,8,0.0,3.0,0.4652088184521418,False
per_landmark,CA1-SUB,1,mi_sig,expert-naive,4,0.0,1.0,0.6547208460185769,False
per_landmark,CA1-SUB,2,mi_sig,expert-naive,4,0.018053515883224604,2.0,0.5929800980174267,False
per_landmark,CA1-SUB,3,mi_sig,expert-naive,4,-0.036071766734442005,3.0,1.0,False
per_landmark,CA1-SUB,4,mi_sig,expert-naive,4,0.04588719964836512,3.0,0.625,False
per_landmark,CA1-SUB,5,mi_sig,expert-naive,4,0.0581039090563435,1.0,0.28504940740261275,False
per_landmark,CA1-SUB,6,mi_sig,expert-naive,4,0.20001580442383468,0.0,0.125,False
per_landmark,V1-RSC,1,mi_sig,expert-naive,6,-0.1302517167521594,3.0,0.22491588401596185,False
per_landmark,V1-RSC,2,mi_sig,expert-naive,6,0.04679232488986883,5.0,0.5001842570707944,False
per_landmark,V1-RSC,3,mi_sig,expert-naive,6,0.031046797380090346,2.0,0.27332167829229814,False
per_landmark,V1-RSC,4,mi_sig,expert-naive,6,0.0,0.0,0.17971249487899976,False
