animal,pair,window_bins,window_ms,mean_ifi,n_ccs,wmean_ifi
52,CA1-RSC,4,40,0.18882225266575672,5,0.15914343439163503
52,CA1-RSC,5,50,0.15941640530828935,5,0.13822838147447064
52,CA1-RSC,6,60,0.14372580957681058,5,0.12658610518811084
52,CA1-RSC,7,70,0.1278935381911816,5,0.11673415133838412
52,CA1-RSC,8,80,0.11485847945294254,5,0.11250635992618552
52,CA1-RSC,9,90,0.09496235834630179,5,0.09873240227167634
52,CA1-RSC,10,100,0.07976934545460801,5,0.08798312630638878
52,CA1-RSC,11,110,0.06768730351022194,5,0.07695569627671651
52,CA1-RSC,12,120,0.05179987442173103,5,0.06130694925687296
52,CA1-RSC,13,130,0.05110176043415887,5,0.05846879329104918
52,CA1-RSC,14,140,0.04745493962450718,5,0.05484241960154346
52,CA1-RSC,15,150,0.04347157335996896,5,0.05030255654937031
52,CA1-RSC,16,160,0.04216470245750648,5,0.046906820895354334
52,CA1-RSC,17,170,0.03242652969084079,5,0.03985800301565522
52,CA1-RSC,18,180,0.02667660650785511,5,0.03505155165658847
52,CA1-RSC,19,190,0.03003543005703304,5,0.03633408151581426
52,CA1-RSC,20,200,0.03281607288917336,5,0.037099770427019396
52,CA1-RSC,21,210,0.028014976499816165,5,0.03226022316600977
52,CA1-RSC,22,220,0.026287069870078884,5,0.03103307960511244
52,CA1-RSC,23,230,0.021494508312899913,5,0.026194407455635782
52,CA1-RSC,24,240,0.0137405673624589,5,0.019712904144098358
52,CA1-RSC,25,250,0.001955860675837434,5,0.0111586463304596
52,CA1-V1,1,10,-0.02652578903917537,10,-0.013849563579089919
52,CA1-V1,2,20,-0.013505947661747486,10,-0.008512655904561645
52,CA1-V1,3,30,-0.0036345392604399535,10,-0.004419066496961053
52,CA1-V1,4,40,-0.00424437135154756,10,-0.005662388706412129
52,CA1-V1,5,50,-0.005026977332701977,10,-0.005945778870106771
52,CA1-V1,6,60,-0.003387178354643333,10,-0.006390373111016379
52,CA1-V1,7,70,-0.006046915126116226,10,-0.008822121290285383
52,CA1-V1,8,80,-0.008287375752586342,10,-0.010617045030179073
52,CA1-V1,9,90,-0.014602617631679657,10,-0.01483469239288047
52,CA1-V1,10,100,-0.016969232651469313,10,-0.017248371995746775
52,CA1-V1,11,110,-0.016566534767336598,10,-0.017729813784277557
52,CA1-V1,12,120,-0.017843900699377184,10,-0.01887042238943016
52,CA1-V1,13,130,-0.017898073112683967,10,-0.019585877484331785
52,CA1-V1,14,140,-0.020242690389895537,10,-0.02143265235272119
52,CA1-V1,15,150,-0.02006037289911219,10,-0.022033507287806064
52,CA1-V1,16,160,-0.0201121609534944,10,-0.022740777170761253
52,CA1-V1,17,170,-0.02107303757340745,10,-0.024065728404869462
52,CA1-V1,18,180,-0.02464770587596794,10,-0.026253969755993378
52,CA1-V1,19,190,-0.025831941308222285,10,-0.027209758523247123
52,CA1-V1,20,200,-0.026746017727764006,10,-0.028302787898406036
52,CA1-V1,21,210,-0.028083715044646677,10,-0.029693529658667304
52,CA1-V1,22,220,-0.02872993018712982,10,-0.030896077191407384
52,CA1-V1,23,230,-0.02960436523167117,10,-0.03217001303095508
52,CA1-V1,24,240,-0.030409336850326728,10,-0.033186454022519005
52,CA1-V1,25,250,-0.030181288625702535,10,-0.03381107867424246
52,CA3-DG,1,10,-0.0009689621390971445,10,-0.022132025874586528
52,CA3-DG,2,20,-0.00873466987943496,10,-0.021180989454991438
52,CA3-DG,3,30,-0.014176022525037257,10,-0.024602922710800685
52,CA3-DG,4,40,-0.016399559490843155,10,-0.024306544351724593
52,CA3-DG,5,50,-0.017032844473459558,10,-0.02216226436725023
52,CA3-DG,6,60,-0.013130471641655567,10,-0.018440428272952464
52,CA3-DG,7,70,-0.00974182069949605,10,-0.014106285625063083
52,CA3-DG,8,80,-0.007664177403421348,10,-0.009229070141415002
52,CA3-DG,9,90,-0.004722611282298032,10,-0.005696051204347631
52,CA3-DG,10,100,-0.005276858291410393,10,-0.0036185496209142688
52,CA3-DG,11,110,-0.012350634282685579,10,-0.0042097731694739305
52,CA3-DG,12,120,-0.013115671202178792,10,-0.0028450765974011613
52,CA3-DG,13,130,-0.02024609785190077,10,-0.0037356009190212054
52,CA3-DG,14,140,-0.023563517701381567,10,-0.004676048459543521
52,CA3-DG,15,150,-0.022814155011742315,10,-0.005578907832770087
52,CA3-DG,16,160,-0.02325875498603113,10,-0.006603511428336277
52,CA3-DG,17,170,-0.022010177446872763,10,-0.007294607536832504
52,CA3-DG,18,180,-0.021426107870772423,10,-0.007889687249831271
52,CA3-DG,19,190,-0.020861602970442684,10,-0.008518021970671504
52,CA3-DG,20,200,-0.021395881180486718,10,-0.009027546703828136
52,CA3-DG,21,210,-0.021872373843347816,10,-0.009396358211363608
52,CA3-DG,22,220,-0.02463079750995582,10,-0.009896046357406742
52,CA3-DG,23,230,-0.022257605126094197,10,-0.009129717525686943
52,CA3-DG,24,240,-0.022347930990043542,10,-0.008520250757300509
52,CA3-DG,25,250,-0.022901445486172057,10,-0.007837681403073294
52,V1-RSC,1,10,0.006837601976927681,7,0.01391921958734659
52,V1-RSC,2,20,0.020077862808399894,7,0.021016309628220164
52,V1-RSC,3,30,0.013643715415338082,7,0.01801410135732563
52,V1-RSC,4,40,0.013337413961192186,7,0.018806936776335412
52,V1-RSC,5,50,0.021367695216185676,7,0.02333758722047103
52,V1-RSC,6,60,0.024502677139746163,7,0.027988520500997618
52,V1-RSC,7,70,0.0164867327483841,7,0.025803470741748775
52,V1-RSC,8,80,0.02074675803531855,7,0.027716893211343525
52,V1-RSC,9,90,0.02740988294764573,7,0.03229914258363388
52,V1-RSC,10,100,0.02742146039820873,7,0.03283018046845716
52,V1-RSC,11,110,0.028511458056828705,7,0.03444558061441758
52,V1-RSC,12,120,0.03369844031842823,7,0.03829094000467487
52,V1-RSC,13,130,0.04031775460453794,7,0.0430086023612948
52,V1-RSC,14,140,0.04563954648683799,7,0.04561094114915338
52,V1-RSC,15,150,0.04510931503353623,7,0.04700057022579466
52,V1-RSC,16,160,0.044419742788695434,7,0.0486612026689221
52,V1-RSC,17,170,0.044741681203609426,7,0.05022718579104332
52,V1-RSC,18,180,0.046153038849623795,7,0.051476456927115694
52,V1-RSC,19,190,0.043740631074226655,7,0.050935459919658775
52,V1-RSC,20,200,0.040794122145788765,7,0.05070860654281789
52,V1-RSC,21,210,0.041077485049465894,7,0.05223380987496496
52,V1-RSC,22,220,0.04413057431768956,7,0.05477477053099036
52,V1-RSC,23,230,0.046879085701277294,7,0.05700323233754164
52,V1-RSC,24,240,0.0478324416320461,7,0.05842079436542461
52,V1-RSC,25,250,0.04989894818760732,7,0.060481280290038
61,CA1-CA3,1,10,0.0196836202930139,10,0.007214012345849472
61,CA1-CA3,2,20,-0.005069872320980769,10,0.0035693717747811576
61,CA1-CA3,3,30,-0.004618135996269724,10,0.014870504130987557
61,CA1-CA3,4,40,0.006940913822798508,10,0.031756536505623115
61,CA1-CA3,5,50,0.00442909110293019,10,0.03814559069241797
61,CA1-CA3,6,60,1.376792986238079e-05,10,0.036367031547393715
61,CA1-CA3,7,70,0.0021897402649002445,10,0.035791689791682596
61,CA1-CA3,8,80,0.0031202603452199365,10,0.03185138774264616
61,CA1-CA3,9,90,0.010792318104761871,10,0.02823821134215747
61,CA1-CA3,10,100,0.0075208042997453265,10,0.02115913248056411
61,CA1-CA3,11,110,0.008869250797449865,10,0.018504088661854056
61,CA1-CA3,12,120,0.01238715245165363,10,0.017978377212440996
61,CA1-CA3,13,130,0.005374012770393798,10,0.013745809672756537
61,CA1-CA3,14,140,0.0037944391939525187,10,0.01257842941307289
61,CA1-CA3,15,150,0.00010769485645418832,10,0.008459206484343814
61,CA1-CA3,16,160,-0.0054179578166306174,10,0.004406216110890451
61,CA1-CA3,17,170,-0.007184906176900712,10,0.002731621619752433
61,CA1-CA3,18,180,-0.010303058301538007,10,0.0014137866713273039
61,CA1-CA3,19,190,-0.013353085939331783,10,0.00037458944813504246
61,CA1-CA3,20,200,-0.014092433556488463,10,0.0007119388579118438
61,CA1-CA3,21,210,-0.016431268166750414,10,-0.0010834080887900666
61,CA1-CA3,22,220,-0.014335793698842853,10,-0.0012941216252991272
61,CA1-CA3,23,230,-0.01594197538802431,10,-0.003877181427924172
61,CA1-CA3,24,240,-0.02039634484627852,10,-0.007251191309213759
61,CA1-CA3,25,250,-0.019206825315714215,10,-0.00802370549385862
61,CA1-DG,1,10,-0.08489783426885147,10,-0.026585252448155055
61,CA1-DG,2,20,-0.057193567336075404,10,-0.011945001698810428
61,CA1-DG,3,30,-0.05322637331695553,10,-0.01240827391970886
61,CA1-DG,4,40,-0.04266587349447915,10,-0.018768589234071285
61,CA1-DG,5,50,-0.05502644687274535,10,-0.029651262870945584
61,CA1-DG,6,60,-0.039651793712536194,10,-0.03077839897466331
61,CA1-DG,7,70,-0.030218888572698926,10,-0.02656325820851125
61,CA1-DG,8,80,-0.022429098923105427,10,-0.018393555275767776
61,CA1-DG,9,90,-0.017464570101990363,10,-0.013203427212445289
61,CA1-DG,10,100,-0.018731330287506915,10,-0.010154595057017471
61,CA1-DG,11,110,-0.027407844834752736,10,-0.01466548192165606
61,CA1-DG,12,120,-0.01245060313890028,10,-0.011395254794493553
61,CA1-DG,13,130,-0.01366772625715142,10,-0.009652505253426287
61,CA1-DG,14,140,-0.022337737092703522,10,-0.010997739362142102
61,CA1-DG,15,150,-0.01915229296810796,10,-0.011404274658831749
61,CA1-DG,16,160,-0.019220404128219543,10,-0.011364496056382678
61,CA1-DG,17,170,-0.009679908471233272,10,-0.009198013379805277
61,CA1-DG,18,180,-0.013768989898311337,10,-0.011930260708049992
61,CA1-DG,19,190,-0.015607447498375698,10,-0.013942083156032464
61,CA1-DG,20,200,-0.017280160608927935,10,-0.01463373934268689
61,CA1-DG,21,210,-0.01169354491321702,10,-0.012229864956727758
61,CA1-DG,22,220,-0.005591181485491407,10,-0.009237699583239644
61,CA1-DG,23,230,-0.004941264900924716,10,-0.0076734238295101285
61,CA1-DG,24,240,-0.002567494069351158,10,-0.005950194834394544
61,CA1-DG,25,250,0.0015621318555751906,10,-0.004949522117234234
61,CA1-RSC,1,10,0.048522206423528856,10,0.053108720869482595
61,CA1-RSC,2,20,0.07393727133172145,10,0.07534468212331599
61,CA1-RSC,3,30,0.07722839296178435,10,0.08120053937592955
61,CA1-RSC,4,40,0.08137236740874644,10,0.08392458413882256
61,CA1-RSC,5,50,0.07857579571377309,10,0.08230613295824357
61,CA1-RSC,6,60,0.07615263904727385,10,0.07974639931799558
61,CA1-RSC,7,70,0.07456123510362356,10,0.07646507535560235
61,CA1-RSC,8,80,0.06768797163522451,10,0.0697721722703642
61,CA1-RSC,9,90,0.060227427203738984,10,0.062137074103215395
61,CA1-RSC,10,100,0.052189748746693077,10,0.05482371914016699
61,CA1-RSC,11,110,0.04538423067066921,10,0.04773363211433088
61,CA1-RSC,12,120,0.03880255665578182,10,0.04108325128356771
61,CA1-RSC,13,130,0.032864765761699125,10,0.03575896151801186
61,CA1-RSC,14,140,0.030545187637405758,10,0.03323928086764468
61,CA1-RSC,15,150,0.028457009632520614,10,0.03178659665996497
61,CA1-RSC,16,160,0.028108560879889565,10,0.03157102050218002
61,CA1-RSC,17,170,0.02951892999929248,10,0.032447797726336575
61,CA1-RSC,18,180,0.02941019545926552,10,0.03211928305224194
61,CA1-RSC,19,190,0.028260807251862217,10,0.03104801017977223
61,CA1-RSC,20,200,0.025496544363240774,10,0.02879351977259593
61,CA1-RSC,21,210,0.023653667758684042,10,0.02717975033111773
61,CA1-RSC,22,220,0.022724278940822386,10,0.025746939041302035
61,CA1-RSC,23,230,0.02091243130786459,10,0.02339270185988031
61,CA1-RSC,24,240,0.01911045534003241,10,0.021233155073102365
61,CA1-RSC,25,250,0.01623990943719983,10,0.018542418431408192
61,CA1-V1,1,10,0.020252630300207776,10,0.006575799495184271
61,CA1-V1,2,20,0.019203711256543958,10,0.005063607906412337
61,CA1-V1,3,30,0.012342054043017494,10,-1.554778887764918e-05
61,CA1-V1,4,40,0.002699325996990304,10,-0.006217860654284441
61,CA1-V1,5,50,0.002953122886552556,10,-0.006805432254261033
61,CA1-V1,6,60,-0.002876085229945746,10,-0.010489772471072889
61,CA1-V1,7,70,-0.006202885605494299,10,-0.012738870247269643
61,CA1-V1,8,80,-0.005762099897785279,10,-0.011935805628945688
61,CA1-V1,9,90,-0.004010436724919948,10,-0.011283750516153294
61,CA1-V1,10,100,-0.0033749523632323115,10,-0.01083298043480163
61,CA1-V1,11,110,0.0010589531502789476,10,-0.008313031011659453
61,CA1-V1,12,120,0.00015751667008153113,10,-0.008948782241552287
61,CA1-V1,13,130,0.0013226990907168796,10,-0.008203340430489378
61,CA1-V1,14,140,0.003998489605202363,10,-0.006776022162014267
61,CA1-V1,15,150,0.0032961957776713262,10,-0.007426610685226919
61,CA1-V1,16,160,0.005317747638357883,10,-0.006296973188342417
61,CA1-V1,17,170,0.004372787323113002,10,-0.006670031818406858
61,CA1-V1,18,180,0.003107612999383175,10,-0.007038194378842294
61,CA1-V1,19,190,0.0014565536159241693,10,-0.007472764144715846
61,CA1-V1,20,200,0.0013778571100453243,10,-0.007952971596381888
61,CA1-V1,21,210,0.0012078163142860026,10,-0.007824785213183564
61,CA1-V1,22,220,0.0015093317885816685,10,-0.007842504137467253
61,CA1-V1,23,230,0.0015332625329267373,10,-0.008076471561270953
61,CA1-V1,24,240,0.00277680404314483,10,-0.007641693140731134
61,CA1-V1,25,250,0.0002604141241140018,10,-0.008805646870116672
61,CA3-DG,1,10,-0.1803549682037319,10,-0.10265874288732663
61,CA3-DG,2,20,-0.14576185394241964,10,-0.09047214763948236
61,CA3-DG,3,30,-0.13553863641627778,10,-0.08621214255583096
61,CA3-DG,4,40,-0.11818761618511467,10,-0.08381383389945787
61,CA3-DG,5,50,-0.11483860448216557,10,-0.07934567902264804
61,CA3-DG,6,60,-0.10289348405534349,10,-0.07532648354214039
61,CA3-DG,7,70,-0.09362671434414369,10,-0.0704456027597162
61,CA3-DG,8,80,-0.08924622330412027,10,-0.06544852385434116
61,CA3-DG,9,90,-0.08236170092049847,10,-0.06123954571432302
61,CA3-DG,10,100,-0.07132879995343018,10,-0.056540352991461956
61,CA3-DG,11,110,-0.06221026207961122,10,-0.051652688760972655
61,CA3-DG,12,120,-0.057782800147177314,10,-0.04776993111184534
61,CA3-DG,13,130,-0.05714700884927726,10,-0.046240760451331374
61,CA3-DG,14,140,-0.057431941933956496,10,-0.044862645941818685
61,CA3-DG,15,150,-0.059741155714496605,10,-0.04358116631043307
61,CA3-DG,16,160,-0.062477605437630535,10,-0.041892593739921505
61,CA3-DG,17,170,-0.06800025216088162,10,-0.04166509611857049
61,CA3-DG,18,180,-0.06718734761730484,10,-0.04001674560332633
61,CA3-DG,19,190,-0.06255178510427781,10,-0.03747985566955585
61,CA3-DG,20,200,-0.061361072990108324,10,-0.03577244527495808
61,CA3-DG,21,210,-0.05686009692175471,10,-0.03343188535936107
61,CA3-DG,22,220,-0.05600166961863744,10,-0.0319682083807433
61,CA3-DG,23,230,-0.0555602137679456,10,-0.03134338835625459
61,CA3-DG,24,240,-0.05436042747032079,10,-0.030526398269715913
61,CA3-DG,25,250,-0.050904112783832056,10,-0.029255131248747263
61,V1-RSC,1,10,0.009337782059293373,10,0.007398109274533342
61,V1-RSC,2,20,0.004179238118518378,10,0.003630383293644277
61,V1-RSC,3,30,0.008189861238883555,10,0.006313349998393042
61,V1-RSC,4,40,0.012104578385629217,10,0.008886069862275808
61,V1-RSC,5,50,0.012814497032231836,10,0.00934225677162729
61,V1-RSC,6,60,0.011840554771614737,10,0.008830960944674343
61,V1-RSC,7,70,0.011291141493466597,10,0.008751955037177583
