pair,window_bins,window_ms,n_animals,ifi_naive,ifi_expert,delta,t,p
CA1-V1,11,110,10,-0.020880847724580195,-0.03699041615643617,-0.016109568431855965,-0.35681570818368397,0.7294525690607638
CA1-V1,12,120,10,-0.021242298605287407,-0.03583434808995882,-0.01459204948467141,-0.3305387066882567,0.7485578082685509
CA1-V1,13,130,10,-0.028272088798004757,-0.032764281104582474,-0.004492192306577704,-0.10979853103338427,0.9149784540799584
CA1-V1,14,140,10,-0.03286497802280795,-0.034901236681111135,-0.0020362586583031798,-0.04900571210517143,0.9619850518497113
CA1-V1,15,150,10,-0.03940254507761663,-0.03212926826816133,0.007273276809455295,0.1727044857408056,0.8667051865121552
CA1-V1,16,160,10,-0.040541139337412824,-0.03226970115201776,0.00827143818539507,0.20164072097235433,0.8446814743738191
CA1-V1,17,170,10,-0.04405062797842778,-0.030285292450060043,0.013765335528367737,0.3290013169824608,0.7496813876765914
CA1-V1,18,180,10,-0.042465255538323164,-0.02919370400701183,0.013271551531311338,0.31472148123897564,0.760147092145875
CA1-V1,19,190,10,-0.03881498812115885,-0.02875861479703138,0.010056373324127477,0.23470158370512476,0.8196929617340136
CA1-V1,20,200,10,-0.04067336589150403,-0.03256887965585327,0.00810448623565076,0.19520149884863186,0.8495708670643957
CA1-V1,21,210,10,-0.04811115292664017,-0.03136652283806497,0.016744630088575196,0.417934897321407,0.6857897300941642
CA1-V1,22,220,10,-0.053827060287832594,-0.030452103425240407,0.023374956862592187,0.6243565993827622,0.5478918105540838
CA1-V1,23,230,10,-0.05634516717253376,-0.028878691126873513,0.027466476045660253,0.750019578506202,0.4723932214358182
CA1-V1,24,240,10,-0.058695839765062666,-0.026841642859083366,0.03185419690597929,0.9043038916120817,0.38939875373750166
CA1-V1,25,250,10,-0.05400682720883872,-0.025975487924637032,0.028031339284201696,0.8184390818399402,0.43424073952705267
CA3-DG,1,10,4,-0.12968066572689985,-0.1023825678159491,0.027298097910950773,1.0139009344624275,0.38529408652677555
CA3-DG,2,20,4,-0.1763893777168491,-0.15523627882075852,0.02115309889609058,0.3445621541537821,0.7531637099761607
CA3-DG,3,30,4,-0.18857729087880604,-0.18774614467793746,0.0008311462008685835,0.01334866526729704,0.9901877153628793
CA3-DG,4,40,4,-0.2098073770889992,-0.19433236861801767,0.015475008470981523,0.22969348720516417,0.833099932966253
CA3-DG,5,50,4,-0.22944392385413076,-0.19535642729501268,0.03408749655911808,0.4651246075014634,0.6735239520018872
CA3-DG,6,60,4,-0.22642789329235902,-0.18743810609876146,0.03898978719359755,0.5641538012607933,0.61207475401398
CA3-DG,7,70,4,-0.21726615667228077,-0.17965258756221997,0.03761356911006082,0.6236922200966045,0.5770350731503586
CA3-DG,8,80,4,-0.19846109327843767,-0.17724238206542833,0.021218711213009327,0.4355426159261716,0.6926025917975123
CA3-DG,9,90,4,-0.18247820183869515,-0.18061687563109524,0.0018613262075999198,0.04114130786835641,0.9697681806491274
CA3-DG,10,100,4,-0.1496162706455427,-0.17232451862824646,-0.022708247982703763,-0.6123341064354623,0.5836050744403284
CA3-DG,11,110,4,-0.11810604727769922,-0.15674080971035417,-0.03863476243265496,-1.145484201771873,0.33510456946002914
CA3-DG,12,120,4,-0.08579522181155466,-0.12206312468149455,-0.0362679028699399,-1.1615156245846938,0.32944896327211665
CA3-DG,13,130,4,-0.067831533643753,-0.10282620691660764,-0.034994673272854646,-1.266419708577596,0.2947576306436642
CA3-DG,14,140,4,-0.06895073445087434,-0.09469943684964292,-0.025748702398768593,-1.2148016241387611,0.3113342318185801
CA3-DG,15,150,4,-0.07349324401522332,-0.09402000150511497,-0.02052675748989166,-0.5948687708872566,0.5938137228517241
CA3-DG,16,160,4,-0.07712015720439595,-0.13785250867561202,-0.06073235147121607,-1.9258195606297452,0.1497793305293655
CA3-DG,17,170,4,-0.07983320068091479,-0.13850080388571567,-0.05866760320480091,-1.6630766799136076,0.19488430197775566
CA3-DG,18,180,4,-0.08335026712879434,-0.139158556202445,-0.055808289073650645,-1.536456361017166,0.22201307379572857
CA3-DG,19,190,4,-0.08488680116720747,-0.1441650838527015,-0.059278282685494024,-1.4709552722482,0.2376724847924197
CA3-DG,20,200,4,-0.08737615212140987,-0.14312843800745728,-0.05575228588604743,-1.3838285202734009,0.26039612961643316
CA3-DG,21,210,4,-0.11149936310232202,-0.13848761097233708,-0.026988247870015067,-0.7153448502066057,0.5260433948850466
CA3-DG,22,220,4,-0.11469739318232494,-0.13654871226181564,-0.0218513190794907,-0.6674516375564191,0.5522367159230578
CA3-DG,23,230,4,-0.11280668990660542,-0.13257773638554307,-0.01977104647893764,-0.648049187326815,0.563130812918223
CA3-DG,24,240,4,-0.10402222870589597,-0.13064607210539927,-0.026623843399503296,-0.7762178705740786,0.4941983168313304
CA3-DG,25,250,4,-0.09451791691719816,-0.12411544997468642,-0.029597533057488256,-0.713759045321485,0.5268946953820656
CA1-SUB,1,10,4,-0.027223590439468343,0.24113737082492717,0.2683609612643955,1.708790022383441,0.18602282006993137
