scope,pair,stat,contrast,n,median_delta,wilcoxon_W,p,p_fdr_pass
per_pair,CA1-V1,mi_sig,expert-naive,10,-0.0025236671956952467,14.0,0.3139380937749148,False
per_pair,CA1-DG,mi_sig,expert-naive,8,0.002652200777445718,12.0,0.4609375,False
per_pair,CA1-CA3,mi_sig,expert-naive,6,0.014644391009062037,7.0,0.5625,False
per_pair,CA1-RSC,mi_sig,expert-naive,8,-0.00012934126305373954,8.0,0.6001794871405538,False
per_pair,CA1-SUB,mi_sig,expert-naive,4,0.00428969485461262,2.0,0.375,False
per_pair,V1-RSC,mi_sig,expert-naive,6,-0.0004415625703098275,9.0,0.84375,False
per_pair,RSC-SUB,mi_sig,expert-naive,4,-0.01318098898882331,2.0,0.375,False
per_pair,CA3-DG,mi_sig,expert-naive,4,0.0954494005974291,0.0,0.125,False
per_pair,CA1-V1,mi_sig,expert-intermediate,10,-0.004290107455017135,5.0,0.0687035743228782,False
per_pair,CA1-DG,mi_sig,expert-intermediate,8,0.002306834065510118,14.0,0.640625,False
per_pair,CA1-CA3,mi_sig,expert-intermediate,6,0.0002857119212405111,10.0,1.0,False
per_pair,CA1-RSC,mi_sig,expert-intermediate,8,-0.00041646203370272533,13.0,0.8657723749926214,False
per_pair,CA1-SUB,mi_sig,expert-intermediate,4,0.0039031003740945414,4.0,0.875,False
per_pair,V1-RSC,mi_sig,expert-intermediate,6,0.0048216353639096085,8.0,0.6875,False
per_pair,RSC-SUB,mi_sig,expert-intermediate,4,0.000517453589676646,5.0,1.0,False
per_pair,CA3-DG,mi_sig,expert-intermediate,4,0.09562921809451272,0.0,0.125,False
per_pair,CA1-V1,mi_sig,intermediate-naive,10,-0.0022432779453297924,24.0,0.76953125,False
per_pair,CA1-DG,mi_sig,intermediate-naive,8,0.010004096695715815,7.0,0.1484375,False
per_pair,CA1-CA3,mi_sig,intermediate-naive,6,0.03969824722027659,5.0,0.3125,False
per_pair,CA1-RSC,mi_sig,intermediate-naive,8,0.0014402214281010346,11.0,0.6120898800892568,False
per_pair,CA1-SUB,mi_sig,intermediate-naive,4,0.0033178142022805795,4.0,0.875,False
per_pair,V1-RSC,mi_sig,intermediate-naive,6,0.0009680258624369356,6.0,0.6858304344516057,False
per_pair,RSC-SUB,mi_sig,intermediate-naive,4,-0.009810984165360588,1.0,0.25,False
per_pair,CA3-DG,mi_sig,intermediate-naive,4,-0.03951076164685972,4.0,0.875,False
per_pair,CA1-V1,ifi_weighted,expert-naive,10,-0.009834038829938427,26.0,0.921875,False
per_pair,CA1-DG,ifi_weighted,expert-naive,8,-0.02692395109997356,18.0,1.0,False
per_pair,CA1-CA3,ifi_weighted,expert-naive,6,-0.0892760098887081,10.0,1.0,False
per_pair,CA1-RSC,ifi_weighted,expert-naive,7,-0.061093644576180786,10.0,0.578125,False
per_pair,CA1-SUB,ifi_weighted,expert-naive,4,0.06759341659489078,5.0,1.0,False
per_pair,V1-RSC,ifi_weighted,expert-naive,6,-0.10959077767158502,10.0,1.0,False
per_pair,RSC-SUB,ifi_weighted,expert-naive,4,-0.03892378809557058,2.0,0.375,False
per_pair,CA3-DG,ifi_weighted,expert-naive,4,0.08256465268088377,2.0,0.375,False
per_pair,CA1-V1,ifi_weighted,expert-intermediate,10,0.02497160587334464,23.0,0.6953125,False
per_pair,CA1-DG,ifi_weighted,expert-intermediate,8,0.02106336382918087,17.0,0.9453125,False
per_pair,CA1-CA3,ifi_weighted,expert-intermediate,6,0.011557768379357802,9.0,0.84375,False
per_pair,CA1-RSC,ifi_weighted,expert-intermediate,7,-0.08582142646800753,9.0,0.46875,False
per_pair,CA1-SUB,ifi_weighted,expert-intermediate,4,0.060597336288249704,3.0,0.625,False
per_pair,V1-RSC,ifi_weighted,expert-intermediate,6,-0.0670072389721305,3.0,0.15625,False
per_pair,RSC-SUB,ifi_weighted,expert-intermediate,4,-0.0011603288991290008,4.0,0.875,False
per_pair,CA3-DG,ifi_weighted,expert-intermediate,4,-0.13858012963972455,3.0,0.625,False
per_pair,CA1-V1,ifi_weighted,intermediate-naive,10,0.0573631920341417,22.0,0.625,False
per_pair,CA1-DG,ifi_weighted,intermediate-naive,8,-0.005111955158178184,16.0,0.84375,False
per_pair,CA1-CA3,ifi_weighted,intermediate-naive,6,-0.06367001663659273,10.0,1.0,False
per_pair,CA1-RSC,ifi_weighted,intermediate-naive,8,-0.002416423448670879,18.0,1.0,False
per_pair,CA1-SUB,ifi_weighted,intermediate-naive,4,0.01781618503597021,4.0,0.875,False
per_pair,V1-RSC,ifi_weighted,intermediate-naive,6,-0.05550483670118636,10.0,1.0,False
per_pair,RSC-SUB,ifi_weighted,intermediate-naive,4,-0.011820343136968956,4.0,0.875,False
per_pair,CA3-DG,ifi_weighted,intermediate-naive,4,0.11583244693790498,0.0,0.125,False
