pair,dim,window_bins,window_ms,n_animals,mean_ifi,t,p
CA1-CA3,4,14,140,7,-0.030472285112867696,-1.197179550068134,0.276385659121909
CA1-CA3,4,15,150,7,-0.02587863715132169,-1.2580823922265085,0.2551045210380309
CA1-CA3,4,16,160,7,-0.025234700291113233,-1.2791845734869511,0.24807288399651173
CA1-CA3,4,17,170,7,-0.02377107691051738,-1.1030561966021644,0.3122682751583429
CA1-CA3,4,18,180,7,-0.02826754761490247,-1.11747268619786,0.30653018175517593
CA1-CA3,4,19,190,7,-0.019939462478403697,-0.8348408687762937,0.43578071787712525
CA1-CA3,4,20,200,7,-0.01907817917727935,-0.7851140646195301,0.4622522548499881
CA1-CA3,4,21,210,7,-0.02104327409824545,-0.9212711390856411,0.3924452561991551
CA1-CA3,4,22,220,7,-0.02275962675687845,-0.9801634525060101,0.3648583935433068
CA1-CA3,4,23,230,7,-0.02488869330133423,-1.0983845974214281,0.31414678366831517
CA1-CA3,4,24,240,7,-0.026847144292586334,-1.1312831932840335,0.30111636105355105
CA1-CA3,4,25,250,7,-0.02889468569933148,-1.2365962275827702,0.26244336749994457
CA1-CA3,5,1,10,7,0.05174641245587925,0.779206362229962,0.46547154693078296
CA1-CA3,5,2,20,7,0.08108772911375613,1.289819149499997,0.24459453732269215
CA1-CA3,5,3,30,7,0.05766444892551244,1.3285830376788885,0.23227975269639467
CA1-CA3,5,4,40,7,0.0641592807618498,2.1779551602323672,0.07226478238598634
CA1-CA3,5,5,50,7,0.059484326235891075,1.6117787744189798,0.15813642447800227
CA1-CA3,5,6,60,7,0.05145334453392152,1.2028336370687491,0.2743471652680723
CA1-CA3,5,7,70,7,0.058926387856236655,1.7241698241570553,0.1354418084664331
CA1-CA3,5,8,80,7,0.06082095988245136,1.5177280431645803,0.17987895885188365
CA1-CA3,5,9,90,7,0.049087289912617627,1.3081583442609828,0.2386977142571503
CA1-CA3,5,10,100,7,0.04142129183310566,1.3739274460108934,0.2185820690989297
CA1-CA3,5,11,110,7,0.03876882763410526,1.2580022127561015,0.2551315693753761
CA1-CA3,5,12,120,7,0.03435282503787191,1.3173553070208825,0.23578843986694933
CA1-CA3,5,13,130,7,0.03218353142980022,1.3198277576047515,0.23501174949304507
CA1-CA3,5,14,140,7,0.027133039071677873,1.1273577062771665,0.30264694458805835
CA1-CA3,5,15,150,7,0.022902816771544387,1.0067427257693988,0.3529186476334305
CA1-CA3,5,16,160,7,0.024422306243245987,0.9263797574307439,0.38999012105811914
CA1-CA3,5,17,170,7,0.021154444553560255,0.7564075997500572,0.47804267859508176
CA1-CA3,5,18,180,7,0.01963196469865623,0.7252215359016569,0.49561558001415384
CA1-CA3,5,19,190,7,0.013231122302157467,0.4125360095089163,0.6942818767609424
CA1-CA3,5,20,200,7,0.009324936249810236,0.2926624019185218,0.7796374057816409
CA1-CA3,5,21,210,7,0.006813140717930729,0.1978035952129992,0.8497300320364994
CA1-CA3,5,22,220,7,0.0036845291278018466,0.13156485438818585,0.8996292760340312
CA1-CA3,5,23,230,7,0.00048142840675315595,0.017534889755944374,0.9865784484803781
CA1-CA3,5,24,240,7,0.0017657164050129761,0.06612280941726652,0.9494282557566536
CA1-CA3,5,25,250,7,-0.0008458099222919382,-0.03203203139511518,0.9754854743806531
CA1-CA3,6,1,10,7,0.008753749790185474,0.1281622333372435,0.9022084019805607
CA1-CA3,6,2,20,7,-0.03476042440279199,-0.675147152524249,0.5247320064492056
CA1-CA3,6,3,30,7,-0.03282832120430073,-0.8477106876799426,0.42911250568343834
CA1-CA3,6,4,40,7,-0.013630623712898318,-0.34145976000045264,0.7443984276264736
CA1-CA3,6,5,50,7,-0.013162096524435318,-0.2906666105294903,0.781091662316297
CA1-CA3,6,6,60,7,-0.028139673015464637,-0.7583208283103218,0.47697875540135515
CA1-CA3,6,7,70,7,-0.021014509901459838,-0.5977232655584694,0.5718785788800502
CA1-CA3,6,8,80,7,-0.014603411345300263,-0.3237385647916168,0.757123010822853
CA1-CA3,6,9,90,7,-0.022206075185020047,-0.43899620798284394,0.6760318337015125
CA1-CA3,6,10,100,7,-0.011124673951676675,-0.19633859088398703,0.8508264024551837
CA1-CA3,6,11,110,7,-0.007318651708783795,-0.12160974626748233,0.9071787278954109
CA1-CA3,6,12,120,7,-0.011627008627313038,-0.19098224882327053,0.854838039731846
CA1-CA3,6,13,130,7,-0.034307310866748916,-0.5804894098850396,0.5827136966813335
CA1-CA3,6,14,140,7,-0.02448421442642121,-0.41626557691608995,0.6916955133711973
CA1-CA3,6,15,150,7,-0.024486246743051714,-0.4369699797951262,0.6774210725836951
CA1-CA3,6,16,160,7,-0.022676923514944432,-0.4345917869206056,0.6790534030080608
CA1-CA3,6,17,170,7,-0.03267936645530162,-0.7290135626099247,0.49345568393330874
CA1-CA3,6,18,180,7,-0.03666020736288859,-0.840515305895167,0.43283134761136677
CA1-CA3,6,19,190,7,-0.038451508147012495,-0.9211782318197541,0.3924900158003228
CA1-CA3,6,20,200,7,-0.03729393066758744,-0.8573541294165925,0.424165360779473
CA1-CA3,6,21,210,7,-0.03348343054422044,-0.8187886494159754,0.4442033531469711
CA1-CA3,6,22,220,7,-0.035030426718264056,-0.8517961085730044,0.4270114925830934
CA1-CA3,6,23,230,7,-0.035535835542227556,-0.882202282966362,0.41161316160025996
CA1-CA3,6,24,240,7,-0.035423152512386646,-0.9049801264851369,0.40035360855235874
CA1-CA3,6,25,250,7,-0.03577656247928163,-0.9783779941082065,0.3656717803925279
CA1-DG,1,1,10,11,-0.0460958500265612,-1.1872735447849267,0.26255676150483914
CA1-DG,1,2,20,11,-0.035090901696917136,-0.9049231815682033,0.38678854198114043
CA1-DG,1,3,30,11,-0.028045349048930843,-0.8441127252569611,0.4183418483766158
CA1-DG,1,4,40,11,-0.026726569487698006,-1.0065084418652475,0.33790429124816335
CA1-DG,1,5,50,11,-0.022987591054208504,-1.1018405187072464,0.29634337586491266
CA1-DG,1,6,60,11,-0.01930749807153972,-1.026601503061876,0.32879991411269827
CA1-DG,1,7,70,11,-0.019786408438710275,-1.0740248385340407,0.3080436768686644
CA1-DG,1,8,80,11,-0.018390260255260273,-0.9628107135821113,0.3583463749333745
CA1-DG,1,9,90,11,-0.015434644555165801,-0.80133338410256,0.44156313084767596
CA1-DG,1,10,100,11,-0.013194162772565082,-0.7294733869441894,0.48244876227013445
CA1-DG,1,11,110,11,-0.010847023369321411,-0.6801392339450573,0.5118542484048016
CA1-DG,1,12,120,11,-0.008666861483428302,-0.6063066012173045,0.5578229797071419
CA1-DG,1,13,130,11,-0.008434095389469142,-0.6105725286257909,0.5551047576715624
CA1-DG,1,14,140,11,-0.008437654680372986,-0.6047584336539631,0.5588113111264287
CA1-DG,1,15,150,11,-0.008220534789395257,-0.5689711842568224,0.5819284118978058
CA1-DG,1,16,160,11,-0.007208749140317382,-0.4772462482465687,0.6434456622253678
CA1-DG,1,17,170,11,-0.007041581976606961,-0.4551167409305963,0.65874634248005
CA1-DG,1,18,180,11,-0.007240396044740804,-0.4696725742250705,0.6486630545934848
CA1-DG,1,19,190,11,-0.007239524308168473,-0.48556146516921356,0.6377407530608217
CA1-DG,1,20,200,11,-0.006644229594551546,-0.46545473462417714,0.6515773529489755
CA1-DG,1,21,210,11,-0.006713431222703242,-0.47982896742908643,0.6416710821198137
CA1-DG,1,22,220,11,-0.006349114881755629,-0.4453685431860467,0.6655397251718745
CA1-DG,1,23,230,11,-0.00597917828853822,-0.4071625402177586,0.6924673532135863
CA1-DG,1,24,240,11,-0.005284483148988526,-0.351387645057274,0.7325885752310024
CA1-DG,1,25,250,11,-0.004760559391906684,-0.3182421379112388,0.7568479189599369
CA1-DG,2,1,10,11,-0.0576426200717066,-1.9848644212191826,0.07526115109457514
CA1-DG,2,2,20,11,-0.07277164873963314,-2.579513514888084,0.02743919646298653
CA1-DG,2,3,30,11,-0.07109101987518485,-2.3785820422706387,0.03870600577888059
CA1-DG,2,4,40,11,-0.06688193976698037,-2.3122541338760363,0.04334073855726122
CA1-DG,2,5,50,11,-0.059183820069285215,-2.230794055142984,0.049775407281284975
CA1-DG,2,6,60,11,-0.06034359337286659,-2.041523545051185,0.06847264561896624
CA1-DG,2,7,70,11,-0.056664492446992516,-1.9794952766257607,0.07593636407801205
CA1-DG,2,8,80,11,-0.04982715291072673,-1.9872391588728577,0.07496431475478266
CA1-DG,2,9,90,11,-0.047106344881384696,-2.1766076761332673,0.05455741529527856
CA1-DG,2,10,100,11,-0.0425120753588449,-2.13775051089694,0.05825545101680589
CA1-DG,2,11,110,11,-0.03718850263898102,-2.2264078143824655,0.050146948198207426
CA1-DG,2,12,120,11,-0.032897787464274256,-2.239321235677393,0.049060702340346464
CA1-DG,2,13,130,11,-0.02970394728081964,-2.1150843820767267,0.06052224160506041
CA1-DG,2,14,140,11,-0.0298964799308583,-2.095787484205656,0.06251826294463998
CA1-DG,2,15,150,11,-0.03164233540435001,-2.1105781962982255,0.06098283211871251
CA1-DG,2,16,160,11,-0.03265353227600849,-2.043026461027942,0.06830071562371978
CA1-DG,2,17,170,11,-0.032883404485168556,-2.0016709169037243,0.07318396384811378
CA1-DG,2,18,180,11,-0.032366289106474544,-1.9403554419159592,0.08103322624826494
CA1-DG,2,19,190,11,-0.030474309856350443,-1.7984359334272466,0.10231254653077805
CA1-DG,2,20,200,11,-0.02907146689184739,-1.6775218418390612,0.12437036446123895
CA1-DG,2,21,210,11,-0.02864116533965767,-1.6158045640127825,0.1372093503353711
CA1-DG,2,22,220,11,-0.02785746544027186,-1.592427498759732,0.14237298064793594
CA1-DG,2,23,230,11,-0.02724663796880562,-1.5953375603269622,0.1417209340670373
CA1-DG,2,24,240,11,-0.026467764248802452,-1.6041456565122447,0.1397634470771642
CA1-DG,2,25,250,11,-0.026381027253254582,-1.633246477382031,0.13346594134136625
CA1-DG,3,1,10,11,-0.02887850174410377,-1.1413289152906294,0.2803273101735937
CA1-DG,3,2,20,11,-0.05807814126367978,-1.6169432489831548,0.13696214004332147
CA1-DG,3,3,30,11,-0.05604706377615907,-1.7758215512954496,0.10614487008210469
CA1-DG,3,4,40,11,-0.053026261325439014,-1.8199259453392995,0.09878885338215695
CA1-DG,3,5,50,11,-0.05299062646833647,-1.8114426622943514,0.10016629736093728
CA1-DG,3,6,60,11,-0.043463325107377576,-1.6907225407655604,0.12176847174474245
CA1-DG,3,7,70,11,-0.04468905408141615,-1.8319791646955732,0.09686173833385917
CA1-DG,3,8,80,11,-0.043935257398736924,-2.1015533496780976,0.06191537014088435
CA1-DG,3,9,90,11,-0.042815477678346585,-2.368970268112892,0.03934632809649629
CA1-DG,3,10,100,11,-0.037854820880810665,-2.1459887705861385,0.05745187520117824
CA1-DG,3,11,110,11,-0.03278487048746406,-1.8119591456744881,0.10008193260798798
CA1-DG,3,12,120,11,-0.031302076847167834,-1.8449829677114395,0.09482157079499054
CA1-DG,3,13,130,11,-0.027712118478452584,-1.6727758996556643,0.12531796731117772
CA1-DG,3,14,140,11,-0.029309341652907505,-1.9507087076241643,0.07965465818499222
CA1-DG,3,15,150,11,-0.028494143919951646,-1.9930397805466955,0.0742438802172535
CA1-DG,3,16,160,11,-0.026605840166048833,-1.924995323371044,0.08311966409495544
CA1-DG,3,17,170,11,-0.027620150952851964,-1.941254373942345,0.08091265071532193
CA1-DG,3,18,180,11,-0.026240868316320456,-1.810374444998955,0.10034099240038674
CA1-DG,3,19,190,11,-0.027284172510448877,-1.8045620324548723,0.10129646594208747
CA1-DG,3,20,200,11,-0.028753210438213418,-1.8440831784974556,0.09496145048123046
CA1-DG,3,21,210,11,-0.02952489611779119,-1.8679658107321997,0.09131266131341759
CA1-DG,3,22,220,11,-0.031135975216699384,-1.9643326437043152,0.07787407520136434
CA1-DG,3,23,230,11,-0.031013239214233455,-2.0954851957804412,0.06255002487965781
CA1-DG,3,24,240,11,-0.03190776253920873,-2.167061709111299,0.05544444891841903
CA1-DG,3,25,250,11,-0.031310590078933546,-2.14586912996476,0.05746346881549685
CA1-DG,4,1,10,11,0.03247577961704184,0.7323641494683081,0.480759119907054
CA1-DG,4,2,20,11,0.08230443190716573,1.1102842206584953,0.2928603626701506
CA1-DG,4,3,30,11,0.06129449166050132,0.8446199026721183,0.41807160219676176
CA1-DG,4,4,40,11,0.016306190488063057,0.47198086344179696,0.647070777298837
CA1-DG,4,5,50,11,-0.005363571230925213,-0.1929545693029379,0.8508570872543029
CA1-DG,4,6,60,11,-0.0033252335939651656,-0.12407708535091667,0.903712847292885
CA1-DG,4,7,70,11,0.0030362856489505384,0.10020154366936072,0.9221647354789777
CA1-DG,4,8,80,11,0.010019740072653716,0.27398155993345813,0.7896748828436428
CA1-DG,4,9,90,11,0.020498316551042936,0.4949723244399022,0.6313139565051427
CA1-DG,4,10,100,11,0.023271388135803962,0.574645063246521,0.5782290184877712
CA1-DG,4,11,110,11,0.025469943087539994,0.638089917565159,0.537752209356372
CA1-DG,4,12,120,11,0.016712833531218243,0.5613212481827379,0.5869363680249298
CA1-DG,4,13,130,11,0.013773043192620954,0.555921314238219,0.5904852319098803
CA1-DG,4,14,140,11,0.022572774722586418,0.8327195867785939,0.42444390508624386
CA1-DG,4,15,150,11,0.02210117440734086,0.8417675845803079,0.4195929861640797
CA1-DG,4,16,160,11,0.021118850950557492,0.8449203695597562,0.4179115564290363
CA1-DG,4,17,170,11,0.024011575879309355,0.8746681157098276,0.4022729861515403
CA1-DG,4,18,180,11,0.02141151684156228,0.7851361773839731,0.4505743090922586
CA1-DG,4,19,190,11,0.014671006961004384,0.623223525676386,0.5470878165347195
CA1-DG,4,20,200,11,0.013081584915244915,0.5737973394309627,0.5787809251389675
CA1-DG,4,21,210,11,0.012172958697335189,0.5606846382540083,0.5873541570746752
CA1-DG,4,22,220,11,0.0065182340975581095,0.35828932165170435,0.727574775589117
CA1-DG,4,23,230,11,0.006527338559656436,0.3520104086788647,0.7321356154066383
CA1-DG,4,24,240,11,0.010640022881783022,0.516638613945746,0.6166403334074235
CA1-DG,4,25,250,11,0.01025997133887224,0.5753829769207611,0.5777488362128846
CA1-DG,5,1,10,11,0.06318984692636846,0.6623655307389864,0.5227085966278235
CA1-DG,5,2,20,11,0.0430258281132015,0.4401615522935046,0.6691815024263893
CA1-DG,5,3,30,11,-0.02507252012514135,-0.7503259045813621,0.4703443150346318
CA1-DG,5,4,40,11,-0.023586862981376425,-0.6726916072435534,0.5163858955617684
CA1-DG,5,5,50,11,-0.0027722653656952474,-0.07594664810275617,0.9409594730056147
CA1-DG,5,6,60,11,0.004232457629247259,0.10873207525483182,0.9155658605243548
CA1-DG,5,7,70,11,0.007428959300438609,0.17156558911492506,0.8672011655498654
CA1-DG,5,8,80,11,-0.0011139433497972977,-0.026565849521035224,0.9793286850147411
CA1-DG,5,9,90,11,-0.0046736879238139595,-0.12737741938890013,0.9011666885366921
CA1-DG,5,10,100,11,-0.0027270002025894195,-0.080532375627914,0.9374027774844582
CA1-DG,5,11,110,11,-0.00512857741163794,-0.150558366319237,0.8833177301418137
CA1-DG,5,12,120,11,-0.006053301836149605,-0.17086972308918905,0.8677340512886111
CA1-DG,5,13,130,11,-0.009290000960012812,-0.266726285816717,0.7950993644916498
CA1-DG,5,14,140,11,-0.002244991538110419,-0.059644173507968856,0.9536141554271595
CA1-DG,5,15,150,11,0.0013192320773563985,0.035275046532805186,0.9725546282370684
CA1-DG,5,16,160,11,-0.00027744629090888854,-0.009445139457746778,0.9926497543137813
CA1-DG,5,17,170,11,-0.003755558945300451,-0.16866967470294644,0.8694192775031397
CA1-DG,5,18,180,11,-0.011687612644728118,-0.7095573741166361,0.4941905831729416
CA1-DG,5,19,190,11,-0.012663578614861365,-0.8569326215082005,0.4115473339332222
CA1-DG,5,20,200,11,-0.008597321223292929,-0.5687468510662698,0.582074940549293
CA1-DG,5,21,210,11,-0.012568725605337096,-0.8413123382254496,0.4198361554918737
CA1-DG,5,22,220,11,-0.010961398907768248,-0.67739091087514,0.5135237205117917
CA1-DG,5,23,230,11,-0.008494154290451831,-0.4936239137626664,0.6322328454275081
CA1-DG,5,24,240,11,-0.012041550641569853,-0.7546660032428448,0.4678495181588097
CA1-DG,5,25,250,11,-0.00906982665279233,-0.5319869298121845,0.6063511570168061
CA1-DG,6,1,10,10,-0.056116484771702446,-1.742891002177529,0.11532597161396688
CA1-DG,6,2,20,10,-0.052420481223570556,-1.2012788465272135,0.2603010147245754
CA1-DG,6,3,30,10,-0.04521423194631512,-0.9809490238520149,0.35224998580100386
CA1-DG,6,4,40,10,-0.03306041173114037,-0.7756878335149053,0.45783066012197016
CA1-DG,6,5,50,10,-0.03408014103834356,-0.9699758633654448,0.35740223393682957
CA1-DG,6,6,60,10,-0.043236639772492556,-1.4667356531072158,0.1764993952175737
CA1-DG,6,7,70,10,-0.042458608004711254,-1.4249114469581943,0.18792396575449175
CA1-DG,6,8,80,10,-0.03771380248951666,-1.37462552182706,0.20250147266058394
CA1-DG,6,9,90,10,-0.0341466921964284,-1.271481276582145,0.23543146960689068
CA1-DG,6,10,100,10,-0.02467070861908071,-0.9727850479445989,0.3560779540657587
CA1-DG,6,11,110,10,-0.028124045040715556,-1.2189141609639276,0.2538601774074088
CA1-DG,6,12,120,10,-0.021528061264238306,-0.931633257913035,0.3758412581949354
CA1-DG,6,13,130,10,-0.006842612715897473,-0.2743297113253915,0.7900240019430766
CA1-DG,6,14,140,10,0.0004597355333394924,0.018324298300148693,0.9857799493771029
CA1-DG,6,15,150,10,0.007812575670890045,0.31146100469581006,0.7625440386342114
CA1-DG,6,16,160,10,0.010791530858491698,0.49243871649104143,0.6341985414282685
CA1-DG,6,17,170,10,0.0071900741170460025,0.3556026473554291,0.7303303436585256
CA1-DG,6,18,180,10,0.0090904734608798,0.4479819687123887,0.6647555102687974
CA1-DG,6,19,190,10,0.008988060750458755,0.45305810472517993,0.6612317481114673
CA1-DG,6,20,200,10,0.010249570178713233,0.5450028400083651,0.5989949869518065
CA1-DG,6,21,210,10,0.010414905908088742,0.5938946342656252,0.567208125607865
CA1-DG,6,22,220,10,0.004907610094604704,0.2845574872051529,0.7824221298417022
CA1-DG,6,23,230,10,0.0034451496399072598,0.17202104316937977,0.8672269174674276
CA1-DG,6,24,240,10,0.0027785993860337,0.1403966944603401,0.8914385209411699
CA1-DG,6,25,250,10,-0.005447387463903627,-0.29071833543254405,0.7778547216655252
CA1-RSC,1,1,10,12,0.042761944403132496,2.519794212212892,0.028485942715197603
CA1-RSC,1,2,20,12,0.05820352971466667,2.8396958594495314,0.016090623337195076
CA1-RSC,1,3,30,12,0.07028852380719905,3.35444985863239,0.006426740586220148
CA1-RSC,1,4,40,12,0.07689536854336841,4.0935667465798105,0.001778718778746365
CA1-RSC,1,5,50,12,0.08118431997011212,4.778822172289466,0.0005724973881568051
CA1-RSC,1,6,60,12,0.08015242013870892,5.177362393239846,0.0003049967748581184
CA1-RSC,1,7,70,12,0.07489763135786799,5.29123239728193,0.00025583077113678265
CA1-RSC,1,8,80,12,0.06816965205196647,4.980622715195983,0.000415031041652276
CA1-RSC,1,9,90,12,0.059267155449908814,4.659165161762048,0.000694657319527889
CA1-RSC,1,10,100,12,0.050500571752914836,4.514625761937147,0.000879780944830614
CA1-RSC,1,11,110,12,0.043610458064677775,4.723526093350325,0.000625868742409551
CA1-RSC,1,12,120,12,0.03852433003703251,5.157513024119851,0.0003145465116916636
CA1-RSC,1,13,130,12,0.037121488721521045,5.086434125274862,0.0003514238915314015
CA1-RSC,1,14,140,12,0.03583030254685998,5.024373150180078,0.0003873680303812242
CA1-RSC,1,15,150,12,0.03560509000240744,4.82845869768537,0.0005286683855690535
CA1-RSC,1,16,160,12,0.035837598586094845,4.920890112195607,0.000456215800002518
CA1-RSC,1,17,170,12,0.035042201735206883,4.753606889989031,0.0005962143742248647
CA1-RSC,1,18,180,12,0.03495931114237692,4.756519421832767,0.0005934227891174281
CA1-RSC,1,19,190,12,0.03495350971886692,5.053916944232347,0.0003697950539823541
CA1-RSC,1,20,200,12,0.03401702932506334,5.254363736086713,0.00027075919231696327
CA1-RSC,1,21,210,12,0.033231388856097076,5.279213443896772,0.00026059911008916384
CA1-RSC,1,22,220,12,0.032021307984061186,5.151297319210208,0.000317601648593805
CA1-RSC,1,23,230,12,0.02982614005894492,4.858759845046469,0.0005036640999338889
CA1-RSC,1,24,240,12,0.02710223761031594,4.558718801668436,0.0008183580826951598
CA1-RSC,1,25,250,12,0.025586406385447163,4.059477715087637,0.0018848798484847064
CA1-RSC,2,1,10,12,0.042941427780481635,1.6453405504926721,0.12814422352784183
CA1-RSC,2,2,20,12,0.05785642390247811,2.378246956790151,0.03661438024692863
CA1-RSC,2,3,30,12,0.06762566769595343,2.6016593117692755,0.024621036719471377
CA1-RSC,2,4,40,12,0.06497469198878457,2.7859060318812094,0.017715785959201338
CA1-RSC,2,5,50,12,0.06313255596343377,2.822805995680319,0.01658421623281094
CA1-RSC,2,6,60,12,0.055600239006265297,2.7447929247907927,0.019067351341934435
CA1-RSC,2,7,70,12,0.052054919386318045,2.8661898638370693,0.015345767235131539
CA1-RSC,2,8,80,12,0.05388683563190585,2.9720011670190756,0.012699830569882983
CA1-RSC,2,9,90,12,0.05451623349745007,2.8521064017035216,0.01573731488304993
CA1-RSC,2,10,100,12,0.05111835743608331,2.7113316173082365,0.020242653837144717
CA1-RSC,2,11,110,12,0.04815611099925322,2.6151648597374595,0.024035056493449312
CA1-RSC,2,12,120,12,0.04394286327620305,2.616146612458012,0.023993000232515452
CA1-RSC,2,13,130,12,0.03994170034323798,2.6613681643245544,0.02213256269645382
CA1-RSC,2,14,140,12,0.03688668955330482,2.5367825109669377,0.027637796535401736
CA1-RSC,2,15,150,12,0.03340000997544709,2.506459509922216,0.029169500802232694
CA1-RSC,2,16,160,12,0.031345269789747165,2.4157094676832354,0.03426628353789927
CA1-RSC,2,17,170,12,0.031851698603387185,2.4361783727149438,0.03304584204483848
CA1-RSC,2,18,180,12,0.03039005755305822,2.3289246053591808,0.03994471381830631
CA1-RSC,2,19,190,12,0.028701651674916454,2.2726711618512256,0.04410022452456311
CA1-RSC,2,20,200,12,0.028503196902995326,2.332661280027058,0.0396824802789383
CA1-RSC,2,21,210,12,0.02646546878553606,2.174417740332471,0.0523723643114634
CA1-RSC,2,22,220,12,0.026214922774426202,2.1767207069343915,0.0521625470935827
CA1-RSC,2,23,230,12,0.02500851953636873,2.105571952597416,0.05902798100717635
CA1-RSC,2,24,240,12,0.02331166198630485,1.9630584198959578,0.0754199726071891
CA1-RSC,2,25,250,12,0.022074766774258084,1.8517622598197032,0.09106751733037777
CA1-RSC,3,1,10,12,0.003069399549566387,0.10275455180096085,0.9200071043298722
CA1-RSC,3,2,20,12,0.03751893732289819,1.9164609680981501,0.0816414629644584
CA1-RSC,3,3,30,12,0.0538915268242281,2.6667826140883766,0.021919595440631708
CA1-RSC,3,4,40,12,0.05278293096177062,2.3853162102626078,0.03615965296069633
CA1-RSC,3,5,50,12,0.05605282016831331,2.5163464327991387,0.028661162412982732
CA1-RSC,3,6,60,12,0.05336747754508841,2.5783542977608436,0.025665469163589284
CA1-RSC,3,7,70,12,0.05210260103475286,2.7473846881861244,0.01897919864974477
CA1-RSC,3,8,80,12,0.05392251125457423,3.1854843522051777,0.008676014232116447
CA1-RSC,3,9,90,12,0.050340601859715256,3.5234694990973217,0.004769273530850937
CA1-RSC,3,10,100,12,0.048964069966435285,3.746104262497741,0.003231719109263156
CA1-RSC,3,11,110,12,0.044300441622457616,3.780599158139673,0.00304391316913761
CA1-RSC,3,12,120,12,0.039523161724107476,3.2529374841579917,0.007694951273502666
CA1-RSC,3,13,130,12,0.033946740637423894,2.465435231350917,0.03137464560532415
CA1-RSC,3,14,140,12,0.03179121921436847,2.3290122762164436,0.03993854210094134
CA1-RSC,3,15,150,12,0.02942799450090609,2.09820224896347,0.05978609641100783
CA1-RSC,3,16,160,12,0.031161856614582983,2.341367347246478,0.03907793752928655
CA1-RSC,3,17,170,12,0.032030531678767134,2.53980347842242,0.027489589437945484
CA1-RSC,3,18,180,12,0.03414837424250413,2.822948194525758,0.01657999811323647
CA1-RSC,3,19,190,12,0.03616057862455864,3.212598401823733,0.008267222125077058
CA1-RSC,3,20,200,12,0.03447230224266639,2.9682854554693403,0.012784481153221361
CA1-RSC,3,21,210,12,0.03291891111628776,2.794381871960558,0.017449239897498445
CA1-RSC,3,22,220,12,0.032468265412030906,2.8264819092935904,0.016475519003010888
CA1-RSC,3,23,230,12,0.030857660401247683,2.671720029559322,0.021727159492172854
CA1-RSC,3,24,240,12,0.028722059436154048,2.5742238324756848,0.025855074993879224
CA1-RSC,3,25,250,12,0.025796387264492182,2.2328294186673547,0.047291497096565445
CA1-RSC,4,1,10,12,0.029243942309248896,0.6533335908027134,0.5269615454584398
CA1-RSC,4,2,20,12,0.024509932993083933,0.677172052575433,0.5122867147287603
CA1-RSC,4,3,30,12,0.035971660879566214,1.0671539906223684,0.30876359894952293
CA1-RSC,4,4,40,12,0.057655456367015884,1.7281988119560825,0.11188187524891158
CA1-RSC,4,5,50,12,0.07218876148374101,2.328103302497134,0.040002575360054964
CA1-RSC,4,6,60,12,0.07409048442516054,2.4374868448332982,0.032969281056367004
CA1-RSC,4,7,70,12,0.060421441716126977,2.489073930683855,0.03008486924340274
CA1-RSC,4,8,80,12,0.05146672503443354,2.851970884008228,0.01574113066679366
CA1-RSC,4,9,90,12,0.048455127722732805,2.9861684793900567,0.01238221447735719
CA1-RSC,4,10,100,12,0.0393308541675014,2.555719236379297,0.026721558193448847
CA1-RSC,4,11,110,12,0.034326554650507414,2.0750935832711646,0.06222329264939025
CA1-RSC,4,12,120,12,0.029789430101413272,2.0945852321714327,0.06016153143546394
CA1-RSC,4,13,130,12,0.025791854839982916,2.0244366504864817,0.06789688794816313
CA1-RSC,4,14,140,12,0.0231362853092152,1.8322968413942167,0.09409300269655822
CA1-RSC,4,15,150,12,0.021906493092367835,1.6340846843261543,0.13050827325244008
CA1-RSC,4,16,160,12,0.024041722285016942,1.811556322844203,0.0974174667531355
CA1-RSC,4,17,170,12,0.020100917628871676,1.335004051078086,0.20884638515846426
CA1-RSC,4,18,180,12,0.016998670780097043,1.0428405998902182,0.3193994786836645
CA1-RSC,4,19,190,12,0.015802310105269723,1.00905765328195,0.33462818767811886
CA1-RSC,4,20,200,12,0.014600810294961665,0.9193231455894431,0.3776454731712715
CA1-RSC,4,21,210,12,0.01564330963785336,1.0271091894193722,0.3264255280544137
CA1-RSC,4,22,220,12,0.01571006636727526,1.0380200630454557,0.3215403719503627
CA1-RSC,4,23,230,12,0.01682091084896488,1.151927523100586,0.2737720838844139
CA1-RSC,4,24,240,12,0.013498995922750633,0.8792609384720317,0.39806072061577724
CA1-RSC,4,25,250,12,0.012081278550513783,0.8067360096559878,0.43691391407169033
CA1-RSC,5,1,10,12,0.03469780519684235,0.6847916914889995,0.5076478031519338
CA1-RSC,5,2,20,12,0.08543807110116158,2.0281398438180873,0.06746621631892204
CA1-RSC,5,3,30,12,0.09483533691025768,2.457115362234783,0.03184131526885751
CA1-RSC,5,4,40,12,0.10091511359891138,2.7710538736816974,0.01819267008172583
CA1-RSC,5,5,50,12,0.08103263911583243,2.639383538196013,0.023018506377363534
CA1-RSC,5,6,60,12,0.07909852894161094,2.6349852795266835,0.02319991008238472
CA1-RSC,5,7,70,12,0.08106199466930225,3.0663310578213254,0.010729974763985453
CA1-RSC,5,8,80,12,0.0759319169209298,2.727341411193517,0.019671609415522224
CA1-RSC,5,9,90,12,0.06511152761360477,2.3697478026741625,0.03716842703560473
CA1-RSC,5,10,100,12,0.05769967033734406,2.2007292992296907,0.050022350722922236
CA1-RSC,5,11,110,12,0.057849456283566636,2.310497680915058,0.041262534711017484
