animal,learner,pair,dim,ifi,peak_lag_ms,cc_max,cc_at_zero,sig,n_sig
75,1,CA1-V1,17,0.3292199206698986,140.0,0.0254,0.0036,0,7
75,1,CA1-V1,18,0.07832618025751066,60.0,0.0198,-0.0008,0,7
75,1,CA1-V1,19,0.08577964163171939,240.0,0.025,0.0023,0,7
75,1,CA1-V1,20,0.3238056349530421,20.0,0.0246,-0.0129,0,7
75,1,CA1-V1,21,,,,,0,7
75,1,RSC-SUB,1,0.18521210359279983,0.0,0.1451,0.1451,1,1
75,1,RSC-SUB,2,-0.12642752351638245,0.0,0.1446,0.1446,0,1
75,1,RSC-SUB,3,-0.17863720073664835,0.0,0.0965,0.0965,0,1
75,1,RSC-SUB,4,-0.23814053025799548,90.0,0.0531,0.0251,0,1
75,1,RSC-SUB,5,0.05937633489961564,-200.0,0.0415,0.031,0,1
75,1,RSC-SUB,6,0.07382282521947327,40.0,0.0352,0.0087,0,1
75,1,RSC-SUB,7,0.22845979847830555,20.0,0.0367,-0.0016,0,1
75,1,RSC-SUB,8,-0.06182713011381128,250.0,0.0238,0.0015,0,1
75,1,RSC-SUB,9,0.1402481854366659,-80.0,0.0321,0.0052,0,1
75,1,RSC-SUB,10,0.1247016706443914,70.0,0.0346,-0.0025,0,1
75,1,RSC-SUB,11,-0.05379310344827575,-90.0,0.0262,-0.016,0,1
75,1,RSC-SUB,12,0.048170731707317054,-60.0,0.0229,-0.0024,0,1
75,1,RSC-SUB,13,0.14509068167604758,10.0,0.0337,-0.0018,0,1
75,1,RSC-SUB,14,0.06542583192329386,30.0,0.0217,-0.0114,0,1
75,1,RSC-SUB,15,0.06227709190672154,-40.0,0.025,0.0156,0,1
75,1,RSC-SUB,16,0.06226834692364706,-190.0,0.0195,-0.0004,0,1
75,1,RSC-SUB,17,0.11000709723207938,100.0,0.0392,0.0072,0,1
75,1,RSC-SUB,18,0.12409263740062222,100.0,0.0287,-0.0028,0,1
75,1,RSC-SUB,19,0.07862833391063388,-170.0,0.0259,0.0156,0,1
75,1,RSC-SUB,20,0.11310344827586213,170.0,0.0195,-0.0046,0,1
75,1,RSC-SUB,21,-0.09979959919839684,-30.0,0.0297,0.011,0,1
75,1,RSC-SUB,22,0.10602094240837699,220.0,0.0243,-0.0017,0,1
75,1,RSC-SUB,23,-0.04748732134624251,220.0,0.0215,0.0056,0,1
75,1,RSC-SUB,24,-0.115861479264643,200.0,0.0195,0.0026,0,1
75,1,RSC-SUB,25,-0.12861624259323812,-210.0,0.024,0.0083,0,1
75,1,RSC-SUB,26,0.026998961578400864,-160.0,0.0249,0.0078,0,1
75,1,RSC-SUB,27,-0.26246575342465756,140.0,0.0235,0.0007,0,1
75,1,RSC-SUB,28,-0.21990049751243781,20.0,0.0214,-0.0214,0,1
75,1,RSC-SUB,29,0.0609164420485176,-110.0,0.0187,-0.0049,0,1
75,1,RSC-SUB,30,-0.5164279696714407,-160.0,0.0181,-0.0074,0,1
75,1,V1-RSC,1,0.07128176382660685,0.0,0.1474,0.1474,1,5
75,1,V1-RSC,2,0.3373817437995398,20.0,0.1201,0.1046,1,5
75,1,V1-RSC,3,-0.10904673431470627,0.0,0.0447,0.0447,0,5
75,1,V1-RSC,4,-0.10767287653931168,-100.0,0.0437,0.0215,0,5
75,1,V1-RSC,5,-0.0011235955056179642,30.0,0.0381,0.0041,0,5
75,1,V1-RSC,6,0.10239117106069891,20.0,0.0272,0.0116,0,5
75,1,V1-RSC,7,0.199616122840691,160.0,0.0334,0.013,0,5
75,1,V1-RSC,8,-0.3291284403669725,-90.0,0.032,0.0108,0,5
75,1,V1-RSC,9,-0.2424141380460154,-10.0,0.0242,0.0007,1,5
75,1,V1-RSC,10,0.13238464855541182,60.0,0.0274,0.0123,0,5
75,1,V1-RSC,11,-0.04711717296962183,-250.0,0.0236,-0.0086,0,5
75,1,V1-RSC,12,0.09241379310344836,150.0,0.0286,0.0128,0,5
75,1,V1-RSC,13,0.005833589192508351,-110.0,0.0289,0.012,0,5
75,1,V1-RSC,14,0.3709293089753774,-110.0,0.0235,-0.0048,0,5
75,1,V1-RSC,15,0.24916626965221522,60.0,0.0292,-0.0041,1,5
75,1,V1-RSC,16,0.27279438907345877,10.0,0.0363,0.0093,0,5
75,1,V1-RSC,17,0.08539709649871909,40.0,0.0196,0.0175,0,5
75,1,V1-RSC,18,0.09490084985835678,80.0,0.0246,-0.0046,0,5
75,1,V1-RSC,19,-0.3883029721955896,-50.0,0.0183,0.0017,0,5
75,1,V1-RSC,20,0.11111111111111097,210.0,0.0242,-0.0031,0,5
75,1,V1-RSC,21,-0.12963904422979153,210.0,0.0181,-0.0112,0,5
75,1,V1-RSC,22,0.059912854030501124,150.0,0.0233,0.0029,0,5
75,1,V1-RSC,23,0.10725995316159248,30.0,0.0198,0.0008,0,5
75,1,V1-RSC,24,-0.326890756302521,100.0,0.0253,0.0043,0,5
75,1,V1-RSC,25,0.2870148538572112,-240.0,0.0194,0.0129,0,5
75,1,V1-RSC,26,0.31198995605775265,100.0,0.0221,-0.0007,0,5
75,1,V1-RSC,27,-0.012565869477097775,-40.0,0.0246,0.0021,1,5
75,1,V1-RSC,28,0.19510952623535405,110.0,0.0179,-0.0028,0,5
75,1,V1-RSC,29,-0.21335807050092753,-100.0,0.0245,0.0156,0,5
75,1,V1-RSC,30,0.1327683615819209,-20.0,0.0199,-0.0122,0,5
77,1,CA1-DG,1,-0.2056470588235293,-30.0,0.0668,0.0117,1,1
77,1,CA1-DG,2,0.07949575508103937,210.0,0.0344,0.0194,0,1
77,1,CA1-DG,3,-0.08169727675744147,-180.0,0.0369,-0.0197,0,1
77,1,CA1-DG,4,0.06604034263608734,190.0,0.0321,0.0096,0,1
77,1,CA1-DG,5,0.17665369649805454,240.0,0.038,0.0091,0,1
77,1,CA1-RSC,1,-0.0929447966485003,0.0,0.0987,0.0987,0,0
77,1,CA1-RSC,2,-0.06179241206464447,10.0,0.0616,0.0604,0,0
77,1,CA1-RSC,3,-0.08588186007540846,-120.0,0.0471,-0.0007,0,0
77,1,CA1-RSC,4,0.029900332225913623,20.0,0.044,0.0243,0,0
77,1,CA1-RSC,5,-0.10026187803965574,20.0,0.04,0.0029,0,0
77,1,CA1-RSC,6,0.05556766179995652,150.0,0.0335,0.0177,0,0
77,1,CA1-RSC,7,0.02652106084243374,170.0,0.0361,0.017,0,0
77,1,CA1-RSC,8,0.12649800266311595,170.0,0.0302,0.0012,0,0
77,1,CA1-SUB,1,-0.40890432586043574,-200.0,0.0319,-0.0037,0,0
77,1,CA1-SUB,2,0.18014411529223376,0.0,0.0301,0.0301,0,0
77,1,CA1-SUB,3,0.09338786639400141,100.0,0.0382,-0.0043,0,0
77,1,CA1-SUB,4,-0.19171917191719165,-160.0,0.0267,0.0111,0,0
77,1,CA1-SUB,5,-0.013728720483250939,20.0,0.0251,0.0199,0,0
77,1,CA1-SUB,6,-0.18360914105594955,250.0,0.0311,-0.0008,0,0
77,1,CA1-V1,1,-0.11267605633802823,170.0,0.0347,0.0194,0,3
77,1,CA1-V1,2,-0.06719128329297815,-100.0,0.0328,0.0003,0,3
77,1,CA1-V1,3,-0.02926337033299697,-180.0,0.0393,0.0099,0,3
77,1,CA1-V1,4,0.1951410658307209,220.0,0.0265,0.0135,1,3
77,1,CA1-V1,5,0.005931198102016687,240.0,0.0194,0.0085,1,3
77,1,CA1-V1,6,0.10311540149188238,0.0,0.0269,0.0269,0,3
77,1,CA1-V1,7,-0.21542270958613377,-10.0,0.0282,0.0083,0,3
77,1,CA1-V1,8,0.05944424903271203,30.0,0.0278,0.0125,1,3
77,1,RSC-SUB,1,0.0803605159479736,20.0,0.1615,0.1485,1,1
77,1,RSC-SUB,2,0.13579955088051057,160.0,0.0551,0.006,0,1
77,1,RSC-SUB,3,0.0006017571308218713,-40.0,0.0456,0.0198,0,1
77,1,RSC-SUB,4,0.16096207215541158,90.0,0.05,0.0119,0,1
77,1,RSC-SUB,5,0.19105243857719112,80.0,0.0389,0.0286,0,1
77,1,RSC-SUB,6,-0.046350263669164476,0.0,0.0439,0.0439,0,1
77,1,V1-RSC,1,0.0896500257898838,0.0,0.3785,0.3785,1,2
77,1,V1-RSC,2,0.2507145998240986,0.0,0.2668,0.2668,1,2
77,1,V1-RSC,3,0.006813685984321146,160.0,0.0674,0.0645,0,2
77,1,V1-RSC,4,0.1005764261578214,0.0,0.0894,0.0894,0,2
77,1,V1-RSC,5,0.09966825328140766,0.0,0.0542,0.0542,0,2
77,1,V1-RSC,6,-0.3240490542506756,-60.0,0.0505,0.0327,0,2
77,1,V1-RSC,7,-0.11856287425149706,-250.0,0.0438,0.0016,0,2
77,1,V1-RSC,8,-0.1390324095819634,-10.0,0.0281,0.0167,0,2
77,1,V1-RSC,9,-0.00328272466146901,-110.0,0.0378,0.0175,0,2
77,1,V1-RSC,10,0.343906510851419,90.0,0.0294,0.0115,0,2
77,1,V1-RSC,11,-0.2688927943760985,100.0,0.0278,0.0058,0,2
77,1,V1-RSC,12,0.4762143214822233,120.0,0.0301,0.0102,0,2
98,0,CA1-RSC,1,0.09717276588442246,30.0,0.1028,0.0683,0,0
98,0,CA1-RSC,2,0.132028539634745,-200.0,0.0721,0.0126,0,0
98,0,CA1-RSC,3,0.24744948989797952,80.0,0.0771,0.0271,0,0
98,0,CA1-RSC,4,0.09070087036188723,70.0,0.0455,0.012,0,0
98,0,CA1-RSC,5,0.16233328842785932,60.0,0.0387,0.0188,0,0
98,0,CA1-RSC,6,0.21007111281952723,-190.0,0.0342,0.0206,0,0
98,0,CA1-RSC,7,0.20990764063811929,-190.0,0.0267,0.007,0,0
98,0,CA1-RSC,8,0.0943945644261101,-160.0,0.0278,-0.0052,0,0
98,0,CA1-RSC,9,-0.06756756756756746,-190.0,0.0331,-0.0003,0,0
98,0,CA1-RSC,10,0.047619047619047665,220.0,0.0282,-0.0044,0,0
98,0,CA1-RSC,11,-0.15250422059651103,-80.0,0.0305,0.0003,0,0
98,0,CA1-RSC,12,0.16907642372381246,210.0,0.0265,0.0059,0,0
98,0,CA1-RSC,13,-0.11404473780711402,-170.0,0.0294,-0.0049,0,0
98,0,CA1-RSC,14,-0.15944881889763768,-90.0,0.0365,0.0105,0,0
98,0,CA1-RSC,15,0.09289176090468505,110.0,0.0213,0.018,0,0
98,0,CA1-RSC,16,0.2653594771241829,170.0,0.0313,0.0001,0,0
98,0,CA1-RSC,17,0.07900852052672339,-150.0,0.0215,0.0072,0,0
98,0,CA1-RSC,18,0.2863359442993908,170.0,0.0206,-0.013,0,0
100,0,CA1-DG,1,-0.056661984332853584,0.0,0.3876,0.3876,1,2
100,0,CA1-DG,2,-0.1962758730919844,-30.0,0.1941,0.1841,1,2
100,0,CA1-DG,3,0.27562642369020485,50.0,0.0827,0.0538,0,2
100,0,CA1-DG,4,0.3732767762460233,160.0,0.0464,0.0216,0,2
100,0,CA1-DG,5,0.05687693898655628,0.0,0.0326,0.0326,0,2
100,0,CA1-DG,6,-0.1647693229478729,0.0,0.0355,0.0355,0,2
100,0,CA1-DG,7,-0.1237996366467688,20.0,0.031,0.0271,0,2
100,0,CA1-DG,8,-0.10949298813376482,220.0,0.0245,0.0222,0,2
100,0,CA1-DG,9,0.11314125087842584,-40.0,0.0245,0.0004,0,2
100,0,CA1-DG,10,-0.09178411825369545,-40.0,0.0195,0.0146,0,2
100,0,CA1-DG,11,-0.011028315946348774,-80.0,0.0244,0.0226,0,2
100,0,CA1-DG,12,0.14679231605654228,250.0,0.0221,0.0016,0,2
100,0,CA1-DG,13,0.037817396002160976,-150.0,0.0266,0.0115,0,2
100,0,CA1-DG,14,-0.09283819628647219,-10.0,0.0217,-0.0011,0,2
100,0,CA1-DG,15,0.5064165844027639,100.0,0.0263,-0.0078,0,2
100,0,CA1-DG,16,0.18936635105608152,70.0,0.0214,0.0113,0,2
100,0,CA1-DG,17,0.12443042411496674,230.0,0.031,0.0115,0,2
100,0,CA1-DG,18,0.20645826176571624,-190.0,0.0358,0.0033,0,2
100,0,CA1-DG,19,0.11235170969993015,50.0,0.035,-0.0168,0,2
100,0,CA1-DG,20,0.025333947489636178,240.0,0.0242,-0.0031,0,2
100,0,CA1-DG,21,0.040570999248685374,80.0,0.0237,0.0095,0,2
100,0,CA1-DG,22,-0.25943396226415094,-120.0,0.0237,0.0214,0,2
100,0,CA1-DG,23,0.06242248863166601,-250.0,0.0205,0.0051,0,2
100,0,CA1-DG,24,0.44112149532710276,50.0,0.0346,0.0019,0,2
100,0,CA1-DG,25,0.22071923457604758,50.0,0.018,-0.0087,0,2
100,0,CA1-DG,26,0.28457538994800685,220.0,0.0343,0.0179,0,2
100,0,CA1-DG,27,0.0016778523489933295,30.0,0.0239,-0.0049,0,2
100,0,CA1-DG,28,0.42961944062356716,60.0,0.0221,-0.0003,0,2
100,0,CA1-DG,29,0.2727972297037322,-250.0,0.0378,-0.0016,0,2
100,0,CA1-DG,30,0.599479843953186,120.0,0.021,-0.0025,0,2
100,0,CA1-RSC,1,0.15270764408845539,0.0,0.0874,0.0874,0,0
100,0,CA1-RSC,2,0.0006734006734007628,160.0,0.0396,0.0071,0,0
100,0,CA1-RSC,3,0.004737465455981165,20.0,0.0373,0.0155,0,0
100,0,CA1-RSC,4,0.0819401444788442,-10.0,0.0373,-0.0029,0,0
100,0,CA1-RSC,5,0.020519835841313328,-220.0,0.0372,-0.0033,0,0
100,0,CA1-RSC,6,-0.08574652124858974,-80.0,0.033,0.0057,0,0
100,0,CA1-RSC,7,-0.11687602403058431,20.0,0.0276,0.0179,0,0
100,0,CA1-RSC,8,0.03412234860129111,0.0,0.0253,0.0253,0,0
100,0,CA1-RSC,9,-0.16722689075630245,210.0,0.0252,0.0052,0,0
100,0,CA1-RSC,10,0.13166144200626953,190.0,0.0256,0.0254,0,0
100,0,CA1-RSC,11,-0.19363891487371376,-140.0,0.0299,0.018,0,0
100,0,CA1-RSC,12,-0.02724430549352393,130.0,0.0211,-0.0149,0,0
100,0,CA1-RSC,13,0.003291020216267072,-150.0,0.0187,-0.0066,0,0
100,0,CA1-RSC,14,0.14477211796246642,-160.0,0.024,0.0232,0,0
100,0,CA1-RSC,15,0.46095526914329044,90.0,0.0216,-0.0065,0,0
100,0,CA1-RSC,16,0.1814548361310952,50.0,0.0254,-0.0065,0,0
100,0,CA1-RSC,17,-0.06798739306618655,-100.0,0.0255,-0.0075,0,0
100,0,CA1-RSC,18,-0.2400835073068894,-80.0,0.021,0.0033,0,0
100,0,CA1-RSC,19,0.02191380569758954,250.0,0.0268,-0.0058,0,0
100,0,CA1-RSC,20,0.02797586396050469,-100.0,0.0233,0.014,0,0
100,0,CA1-RSC,21,-0.3513513513513513,-200.0,0.0224,0.0063,0,0
100,0,CA1-RSC,22,0.21415497254423427,-200.0,0.0224,-0.0028,0,0
100,0,CA1-RSC,23,-0.1726427622841965,-200.0,0.0184,0.0181,0,0
100,0,CA1-RSC,24,-0.11932650073206447,-200.0,0.0326,-0.0009,0,0
100,0,CA1-RSC,25,-0.018835616438356066,-140.0,0.0196,-0.0254,0,0
100,0,CA1-RSC,26,0.5060948081264108,90.0,0.0311,0.0079,0,0
100,0,CA1-RSC,27,0.14621676891615548,-180.0,0.0238,-0.0035,0,0
100,0,CA1-RSC,28,-0.04907651715039578,-140.0,0.0147,0.0128,0,0
100,0,CA1-RSC,29,0.21535181236673787,100.0,0.0309,-0.0124,0,0
100,0,CA1-RSC,30,0.20494335736354274,250.0,0.0205,-0.0001,0,0
100,0,CA1-SUB,1,-0.16596273291925454,0.0,0.0876,0.0876,1,1
100,0,CA1-SUB,2,-0.049023090586145526,0.0,0.0911,0.0911,0,1
100,0,CA1-SUB,3,-0.2285213325540619,-110.0,0.044,0.0233,0,1
100,0,CA1-SUB,4,-0.015828350334154025,210.0,0.0428,0.0407,0,1
100,0,CA1-SUB,5,-0.043799772468714464,-140.0,0.0274,0.0142,0,1
100,0,CA1-SUB,6,0.011984659635666377,-130.0,0.0402,0.021,0,1
100,0,CA1-SUB,7,-0.02791262135922332,-130.0,0.0393,-0.004,0,1
100,0,CA1-SUB,8,-0.17099697885196377,-20.0,0.0297,0.0287,0,1
100,0,CA1-SUB,9,0.14829123328380395,40.0,0.0247,-0.0046,0,1
100,0,CA1-SUB,10,0.01432664756446995,100.0,0.027,0.0237,0,1
100,0,CA1-SUB,11,0.2410913140311804,-220.0,0.0292,0.0057,0,1
100,0,CA1-SUB,12,0.16763005780346818,60.0,0.0276,0.0122,0,1
100,0,CA1-SUB,13,0.019170442662948813,70.0,0.028,0.0123,0,1
100,0,CA1-SUB,14,-0.2029491656965464,-190.0,0.0293,0.0062,0,1
100,0,CA1-SUB,15,0.17813267813267813,-130.0,0.0267,0.0064,0,1
100,0,CA1-SUB,16,-0.2135258358662615,-240.0,0.0267,0.0076,0,1
100,0,CA1-SUB,17,0.29829172141918525,170.0,0.026,0.0037,0,1
100,0,CA1-SUB,18,-0.006691449814126396,220.0,0.0282,-0.0076,0,1
100,0,CA1-SUB,19,0.056892778993435596,140.0,0.0196,0.0084,0,1
100,0,CA1-SUB,20,-0.38907363420427554,-130.0,0.0217,-0.0112,0,1
100,0,CA1-SUB,21,0.13963161021984563,40.0,0.0367,-0.006,0,1
100,0,CA1-SUB,22,0.04093567251461985,-10.0,0.0231,-0.0013,0,1
100,0,CA1-SUB,23,0.21059782608695654,50.0,0.0171,-0.0119,0,1
100,0,CA1-SUB,24,0.22424242424242422,160.0,0.0315,-0.0022,0,1
100,0,CA1-SUB,25,0.1992337164750957,-190.0,0.0201,-0.0023,0,1
100,0,CA1-SUB,26,0.13271436373566348,190.0,0.0173,-0.0002,0,1
100,0,CA1-SUB,27,0.3093158660844251,250.0,0.0219,-0.0129,0,1
100,0,CA1-SUB,28,0.26159554730983314,-140.0,0.0214,0.0069,0,1
100,0,CA1-SUB,29,0.19765166340508813,90.0,0.014,0.0064,0,1
100,0,CA1-SUB,30,0.12912087912087908,-140.0,0.0263,0.0071,0,1
100,0,CA1-V1,1,-0.15012851110703124,0.0,0.1753,0.1753,0,3
100,0,CA1-V1,2,-0.30455351862803076,0.0,0.0761,0.0761,0,3
100,0,CA1-V1,3,-0.39564323879983554,0.0,0.0787,0.0787,0,3
100,0,CA1-V1,4,-0.12506782419967452,110.0,0.0406,0.0254,0,3
100,0,CA1-V1,5,-0.20377490387976235,-200.0,0.0375,0.0127,0,3
100,0,CA1-V1,6,-0.1244202460173422,110.0,0.0308,0.0286,1,3
100,0,CA1-V1,7,0.1310929458068422,140.0,0.0273,0.0266,0,3
100,0,CA1-V1,8,0.24359370175980236,210.0,0.0275,0.0235,0,3
100,0,CA1-V1,9,0.07739764441951773,-220.0,0.0252,-0.0036,0,3
100,0,CA1-V1,10,0.18819403857393338,240.0,0.0351,0.0073,0,3
100,0,CA1-V1,11,-0.4450867052023121,-180.0,0.0341,0.0217,1,3
100,0,CA1-V1,12,0.07874015748031492,220.0,0.0185,-0.0021,0,3
100,0,CA1-V1,13,-0.06261272867817572,-30.0,0.0261,0.0028,0,3
100,0,CA1-V1,14,0.06869070208728643,140.0,0.028,0.0139,0,3
100,0,CA1-V1,15,0.22841726618705033,150.0,0.0248,0.0082,0,3
100,0,CA1-V1,16,-0.020859940400170286,60.0,0.0336,-0.0087,0,3
100,0,CA1-V1,17,-0.49608355091383805,-50.0,0.0178,-0.0002,0,3
100,0,CA1-V1,18,-0.1919545255793615,-80.0,0.0243,0.0072,0,3
100,0,CA1-V1,19,0.06561531962827377,-100.0,0.022,-0.0081,0,3
100,0,CA1-V1,20,-0.0471698113207547,-30.0,0.02,0.0164,1,3
100,0,CA1-V1,21,0.17647058823529407,30.0,0.0271,-0.0002,0,3
100,0,CA1-V1,22,-0.27974727974727975,-110.0,0.0363,-0.0041,0,3
100,0,CA1-V1,23,0.10833333333333327,150.0,0.0235,-0.0127,0,3
100,0,CA1-V1,24,0.014858171994596952,-60.0,0.0253,-0.0058,0,3
100,0,CA1-V1,25,-0.30011587485515634,-90.0,0.0224,-0.0133,0,3
100,0,CA1-V1,26,-0.31761164074259907,160.0,0.0255,-0.0065,0,3
100,0,CA1-V1,27,-0.07764156450671342,-70.0,0.027,-0.0042,0,3
100,0,CA1-V1,28,0.025349198137609878,210.0,0.0254,0.0038,0,3
100,0,CA1-V1,29,0.001436781609195515,-60.0,0.0155,0.0083,0,3
100,0,CA1-V1,30,0.13530326594090203,30.0,0.0274,-0.0052,0,3
100,0,RSC-SUB,1,-0.017196313110469073,0.0,0.0922,0.0922,1,1
100,0,RSC-SUB,2,0.06854519550419493,0.0,0.0684,0.0684,0,1
100,0,RSC-SUB,3,-0.08533489552821723,20.0,0.0314,0.0221,0,1
100,0,RSC-SUB,4,-0.4072688401924105,-200.0,0.0322,0.0282,0,1
100,0,RSC-SUB,5,-0.10679145668346535,90.0,0.0283,0.0225,0,1
100,0,RSC-SUB,6,-0.034983853606027966,-30.0,0.0179,0.0105,0,1
100,0,RSC-SUB,7,0.3185811910185486,70.0,0.0297,0.0278,0,1
100,0,RSC-SUB,8,0.23857868020304565,20.0,0.0291,0.0087,0,1
100,0,RSC-SUB,9,-0.08706208810267087,240.0,0.0233,-0.0151,0,1
100,0,RSC-SUB,10,-0.03664921465968575,200.0,0.0259,0.0075,0,1
100,0,RSC-SUB,11,0.4341818181818182,160.0,0.0271,0.0229,0,1
100,0,RSC-SUB,12,-0.33609958506224075,-70.0,0.0274,0.0102,0,1
100,0,RSC-SUB,13,0.05780845556514236,110.0,0.0238,0.0074,0,1
100,0,RSC-SUB,14,0.04693611473272498,210.0,0.0265,0.0063,0,1
100,0,RSC-SUB,15,-0.230716489544052,-140.0,0.0216,0.0036,0,1
100,0,RSC-SUB,16,-0.304437564499484,-80.0,0.0292,0.0119,0,1
100,0,RSC-SUB,17,0.2724858944573515,120.0,0.0231,-0.0087,0,1
100,0,RSC-SUB,18,0.15746753246753242,0.0,0.0311,0.0311,0,1
100,0,RSC-SUB,19,0.4502822405557967,130.0,0.0216,0.0008,0,1
100,0,RSC-SUB,20,0.1219065077910174,-80.0,0.0221,-0.0018,0,1
100,0,RSC-SUB,21,0.04785020804438283,-250.0,0.024,-0.0161,0,1
100,0,RSC-SUB,22,-0.16149732620320856,-200.0,0.0181,-0.0054,0,1
100,0,RSC-SUB,23,0.19887640449438207,100.0,0.0298,-0.0117,0,1
100,0,RSC-SUB,24,0.216803132787469,110.0,0.0175,-0.0123,0,1
100,0,RSC-SUB,25,0.08989212944466637,110.0,0.0212,0.0013,0,1
100,0,RSC-SUB,26,-0.06405124099279422,-160.0,0.0319,-0.0043,0,1
100,0,RSC-SUB,27,-0.2367328103368713,-240.0,0.0224,-0.0099,0,1
100,0,RSC-SUB,28,-0.00588730025231292,-60.0,0.0237,-0.0012,0,1
100,0,RSC-SUB,29,0.045925925925925835,60.0,0.0192,0.0071,0,1
100,0,RSC-SUB,30,-0.2308724832214766,-180.0,0.0144,-0.0129,0,1
100,0,V1-RSC,1,0.02953522607781277,10.0,0.489,0.4603,1,3
100,0,V1-RSC,2,-0.050006486572794405,0.0,0.3237,0.3237,1,3
100,0,V1-RSC,3,-0.016443987667009184,30.0,0.2532,0.2455,1,3
100,0,V1-RSC,4,-0.23254058135145336,0.0,0.1333,0.1333,0,3
100,0,V1-RSC,5,0.20875366091767,70.0,0.0715,0.067,0,3
100,0,V1-RSC,6,0.08174924690973308,220.0,0.0508,0.0347,0,3
100,0,V1-RSC,7,0.10031583696796513,0.0,0.0448,0.0448,0,3
100,0,V1-RSC,8,0.08580918988743313,-10.0,0.0397,0.0047,0,3
100,0,V1-RSC,9,0.03316999623068224,240.0,0.0322,0.0049,0,3
100,0,V1-RSC,10,0.30150068212824016,130.0,0.0354,0.016,0,3
100,0,V1-RSC,11,0.0070294194220256005,-230.0,0.0274,0.0027,0,3
100,0,V1-RSC,12,0.1004725703718923,0.0,0.0322,0.0322,0,3
100,0,V1-RSC,13,0.14569343065693438,90.0,0.0367,-0.0005,0,3
100,0,V1-RSC,14,0.24831031442844542,240.0,0.0242,-0.0219,0,3
100,0,V1-RSC,15,0.04059962523422858,50.0,0.0387,0.0134,0,3
100,0,V1-RSC,16,0.533803644914756,70.0,0.0294,-0.0199,0,3
100,0,V1-RSC,17,-0.21818181818181814,-250.0,0.0262,-0.003,0,3
100,0,V1-RSC,18,0.31344307270233185,80.0,0.0277,0.0064,0,3
100,0,V1-RSC,19,0.02367841409691628,90.0,0.0348,-0.0035,0,3
100,0,V1-RSC,20,0.42733188720173537,90.0,0.026,0.0026,0,3
100,0,V1-RSC,21,0.15977505788951366,80.0,0.026,0.0092,0,3
100,0,V1-RSC,22,-0.37782340862423,-140.0,0.0288,0.0038,0,3
100,0,V1-RSC,23,-0.07622149837133553,-110.0,0.0252,0.0168,0,3
100,0,V1-RSC,24,0.284780578898226,0.0,0.023,0.023,0,3
100,0,V1-RSC,25,0.04569348968863746,-30.0,0.0318,-0.0151,0,3
100,0,V1-RSC,26,0.09472107824784724,70.0,0.027,-0.018,0,3
100,0,V1-RSC,27,0.13803292528493036,180.0,0.0236,0.0131,0,3
100,0,V1-RSC,28,-0.0059660394676457045,80.0,0.0257,0.002,0,3
100,0,V1-RSC,29,-0.035964912280701776,-30.0,0.0292,0.0147,0,3
100,0,V1-RSC,30,0.28276573787409714,130.0,0.0255,-0.004,0,3
