animal,learner,pair,epoch,bin_ms,lag_bins,lag_ms,n_samples,cc1,cc_mean3,n_sig,angle_x,angle_y,angle_x_cc1,angle_y_cc1,floor_x,floor_y,floor_x_cc1,floor_y_cc1,gini_x_conn,gini_y_conn,angle_ff_fb_x,angle_ff_fb_y,angle_ff_fb_cc1
52,1,CA1-DG,intermediate,10,-2,-20,5980,0.0002,0.0211,0,88.25,84.5,64.31,75.53,68.41,83.58,66.11,60.23,0.385,0.2285,89.94,89.99,89.56
52,1,CA1-DG,intermediate,10,3,30,5970,-0.0299,-0.0053,0,77.39,87.1,85.32,74.89,68.41,83.58,66.11,60.23,0.3806,0.2392,89.94,89.99,89.56
52,1,CA1-DG,intermediate,10,-3,-30,5970,0.0392,0.0122,0,89.68,75.49,54.94,83.93,68.41,83.58,66.11,60.23,0.3613,0.2076,89.94,89.99,89.56
52,1,CA1-DG,intermediate,10,4,40,5960,0.0081,0.0187,0,81.42,80.12,55.88,76.0,68.41,83.58,66.11,60.23,0.3728,0.1741,89.94,89.99,89.56
52,1,CA1-DG,intermediate,10,-4,-40,5960,0.0225,0.0273,0,71.48,87.07,50.96,86.1,68.41,83.58,66.11,60.23,0.3607,0.2007,89.94,89.99,89.56
52,1,CA1-DG,intermediate,10,5,50,5950,0.0163,0.0106,0,87.52,81.82,88.28,75.5,68.41,83.58,66.11,60.23,0.3653,0.1917,89.94,89.99,89.56
52,1,CA1-DG,intermediate,10,-5,-50,5950,0.0177,0.0132,0,80.34,80.34,84.77,73.46,68.41,83.58,66.11,60.23,0.3618,0.2039,89.94,89.99,89.56
52,1,CA1-DG,intermediate,10,7,70,5930,0.0239,0.0144,0,85.17,89.34,77.1,68.88,68.41,83.58,66.11,60.23,0.3527,0.1995,89.94,89.99,89.56
52,1,CA1-DG,intermediate,10,-7,-70,5930,0.0146,-0.0019,0,80.23,86.67,76.42,75.09,68.41,83.58,66.11,60.23,0.3689,0.2005,89.94,89.99,89.56
52,1,CA1-DG,intermediate,10,10,100,5900,-0.0078,0.0009,0,85.81,72.25,87.6,80.42,68.41,83.58,66.11,60.23,0.3793,0.1724,89.94,89.99,89.56
52,1,CA1-DG,intermediate,10,-10,-100,5900,0.0066,0.024,0,81.59,89.79,87.28,78.23,68.41,83.58,66.11,60.23,0.4173,0.247,89.94,89.99,89.56
52,1,CA1-DG,intermediate,10,15,150,5850,0.0356,0.0183,0,79.27,74.89,76.11,77.28,68.41,83.58,66.11,60.23,0.368,0.1666,89.94,89.99,89.56
52,1,CA1-DG,intermediate,10,-15,-150,5850,0.0045,-0.0002,0,81.19,86.05,70.37,80.61,68.41,83.58,66.11,60.23,0.3707,0.1887,89.94,89.99,89.56
52,1,CA1-DG,intermediate,10,20,200,5800,0.0127,0.0033,0,85.58,87.66,82.35,62.7,68.41,83.58,66.11,60.23,0.3727,0.2103,89.94,89.99,89.56
52,1,CA1-DG,intermediate,10,-20,-200,5800,0.0091,-0.0024,0,87.92,78.93,66.99,72.98,68.41,83.58,66.11,60.23,0.3935,0.2058,89.94,89.99,89.56
52,1,CA1-DG,intermediate,10,25,250,5750,0.0108,0.0066,0,83.46,89.85,84.37,81.79,68.41,83.58,66.11,60.23,0.3783,0.2183,89.94,89.99,89.56
52,1,CA1-DG,intermediate,10,-25,-250,5750,0.0045,-0.0056,0,80.3,89.11,74.67,76.23,68.41,83.58,66.11,60.23,0.3701,0.1867,89.94,89.99,89.56
52,1,CA1-V1,intermediate,10,0,0,6000,0.2029,0.1411,4,0.0,0.0,0.0,0.0,77.59,88.05,56.47,54.39,0.3843,0.5183,87.71,88.09,32.63
52,1,CA1-V1,intermediate,10,1,10,5990,0.0367,0.0287,4,68.27,74.61,19.24,28.22,77.59,88.05,56.47,54.39,0.3634,0.5137,87.71,88.09,32.63
52,1,CA1-V1,intermediate,10,-1,-10,5990,0.1196,0.0648,4,47.96,52.3,25.38,32.37,77.59,88.05,56.47,54.39,0.3718,0.5087,87.71,88.09,32.63
52,1,CA1-V1,intermediate,10,2,20,5980,0.028,0.0176,4,85.27,83.57,27.21,28.13,77.59,88.05,56.47,54.39,0.3756,0.5255,87.71,88.09,32.63
52,1,CA1-V1,intermediate,10,-2,-20,5980,0.0551,0.0281,4,80.69,88.0,27.74,28.25,77.59,88.05,56.47,54.39,0.3819,0.5118,87.71,88.09,32.63
52,1,CA1-V1,intermediate,10,3,30,5970,0.0386,0.0166,4,87.85,85.5,28.63,32.52,77.59,88.05,56.47,54.39,0.361,0.513,87.71,88.09,32.63
52,1,CA1-V1,intermediate,10,-3,-30,5970,0.0323,0.0343,4,86.44,87.99,68.52,73.66,77.59,88.05,56.47,54.39,0.3893,0.5231,87.71,88.09,32.63
52,1,CA1-V1,intermediate,10,4,40,5960,0.0386,0.0189,4,69.51,74.28,27.04,32.67,77.59,88.05,56.47,54.39,0.3606,0.5124,87.71,88.09,32.63
52,1,CA1-V1,intermediate,10,-4,-40,5960,0.0386,0.0325,4,89.55,87.84,67.46,74.97,77.59,88.05,56.47,54.39,0.3728,0.5279,87.71,88.09,32.63
52,1,CA1-V1,intermediate,10,5,50,5950,0.0366,0.0255,4,76.72,85.02,22.88,34.7,77.59,88.05,56.47,54.39,0.3726,0.4998,87.71,88.09,32.63
52,1,CA1-V1,intermediate,10,-5,-50,5950,0.0712,0.0433,4,68.51,83.93,35.85,38.02,77.59,88.05,56.47,54.39,0.3878,0.502,87.71,88.09,32.63
52,1,CA1-V1,intermediate,10,7,70,5930,0.0404,0.0273,4,80.92,84.24,44.08,54.87,77.59,88.05,56.47,54.39,0.3741,0.5173,87.71,88.09,32.63
52,1,CA1-V1,intermediate,10,-7,-70,5930,0.0611,0.0348,4,63.98,83.63,28.77,36.9,77.59,88.05,56.47,54.39,0.3788,0.5223,87.71,88.09,32.63
52,1,CA1-V1,intermediate,10,10,100,5900,0.0367,0.0113,4,61.27,80.58,34.23,33.66,77.59,88.05,56.47,54.39,0.3909,0.5154,87.71,88.09,32.63
52,1,CA1-V1,intermediate,10,-10,-100,5900,0.06,0.0276,4,77.74,75.18,36.73,46.76,77.59,88.05,56.47,54.39,0.3939,0.5135,87.71,88.09,32.63
52,1,CA1-V1,intermediate,10,15,150,5850,0.0404,0.0122,4,74.47,78.57,38.27,48.11,77.59,88.05,56.47,54.39,0.3761,0.5199,87.71,88.09,32.63
52,1,CA1-V1,intermediate,10,-15,-150,5850,0.0784,0.0166,4,66.01,75.17,42.0,35.47,77.59,88.05,56.47,54.39,0.4124,0.5224,87.71,88.09,32.63
52,1,CA1-V1,intermediate,10,20,200,5800,0.0241,0.0316,4,88.09,78.11,34.11,31.5,77.59,88.05,56.47,54.39,0.3852,0.5222,87.71,88.09,32.63
52,1,CA1-V1,intermediate,10,-20,-200,5800,0.0559,0.0334,4,74.8,70.22,42.89,37.88,77.59,88.05,56.47,54.39,0.3701,0.5148,87.71,88.09,32.63
52,1,CA1-V1,intermediate,10,25,250,5750,0.0408,0.0272,4,89.68,85.94,29.54,37.15,77.59,88.05,56.47,54.39,0.3787,0.5207,87.71,88.09,32.63
52,1,CA1-V1,intermediate,10,-25,-250,5750,0.051,0.0237,4,85.73,81.6,44.82,44.02,77.59,88.05,56.47,54.39,0.3771,0.5268,87.71,88.09,32.63
52,1,CA3-DG,intermediate,10,0,0,6000,0.5403,0.4572,4,0.0,0.0,0.0,0.0,38.99,40.63,27.27,27.04,0.4459,0.3891,84.74,83.34,35.18
52,1,CA3-DG,intermediate,10,1,10,5990,0.331,0.2999,4,35.6,44.74,73.31,66.58,38.99,40.63,27.27,27.04,0.4229,0.3544,84.74,83.34,35.18
52,1,CA3-DG,intermediate,10,-1,-10,5990,0.3044,0.3008,4,26.29,40.63,34.56,56.51,38.99,40.63,27.27,27.04,0.4307,0.3927,84.74,83.34,35.18
52,1,CA3-DG,intermediate,10,2,20,5980,0.2827,0.2168,4,52.65,53.66,87.21,67.47,38.99,40.63,27.27,27.04,0.4212,0.3545,84.74,83.34,35.18
52,1,CA3-DG,intermediate,10,-2,-20,5980,0.2182,0.193,4,48.14,52.12,82.97,69.73,38.99,40.63,27.27,27.04,0.3789,0.3247,84.74,83.34,35.18
52,1,CA3-DG,intermediate,10,3,30,5970,0.2584,0.1807,4,65.4,60.68,70.45,72.38,38.99,40.63,27.27,27.04,0.4194,0.3409,84.74,83.34,35.18
52,1,CA3-DG,intermediate,10,-3,-30,5970,0.2482,0.1804,4,70.21,72.99,66.33,57.41,38.99,40.63,27.27,27.04,0.4159,0.3662,84.74,83.34,35.18
52,1,CA3-DG,intermediate,10,4,40,5960,0.1915,0.1673,4,84.79,79.71,88.05,65.41,38.99,40.63,27.27,27.04,0.4552,0.3589,84.74,83.34,35.18
52,1,CA3-DG,intermediate,10,-4,-40,5960,0.2271,0.1419,4,73.63,72.44,86.6,57.18,38.99,40.63,27.27,27.04,0.3931,0.34,84.74,83.34,35.18
52,1,CA3-DG,intermediate,10,5,50,5950,0.1872,0.1389,4,63.52,73.59,77.49,83.1,38.99,40.63,27.27,27.04,0.4235,0.3641,84.74,83.34,35.18
52,1,CA3-DG,intermediate,10,-5,-50,5950,0.1983,0.1261,4,77.44,64.59,70.46,57.05,38.99,40.63,27.27,27.04,0.4047,0.3556,84.74,83.34,35.18
52,1,CA3-DG,intermediate,10,7,70,5930,0.2102,0.1301,4,71.9,73.06,79.01,79.08,38.99,40.63,27.27,27.04,0.3809,0.3861,84.74,83.34,35.18
52,1,CA3-DG,intermediate,10,-7,-70,5930,0.1822,0.1052,4,82.84,74.97,68.42,63.81,38.99,40.63,27.27,27.04,0.4063,0.3188,84.74,83.34,35.18
52,1,CA3-DG,intermediate,10,10,100,5900,0.1729,0.1218,4,73.86,80.41,78.69,62.97,38.99,40.63,27.27,27.04,0.3824,0.3403,84.74,83.34,35.18
52,1,CA3-DG,intermediate,10,-10,-100,5900,0.1544,0.0906,4,77.66,78.06,79.0,58.18,38.99,40.63,27.27,27.04,0.3778,0.2926,84.74,83.34,35.18
52,1,CA3-DG,intermediate,10,15,150,5850,0.1669,0.1028,4,89.94,87.39,83.18,74.14,38.99,40.63,27.27,27.04,0.3907,0.3215,84.74,83.34,35.18
52,1,CA3-DG,intermediate,10,-15,-150,5850,0.1776,0.1034,4,81.01,78.7,66.25,61.1,38.99,40.63,27.27,27.04,0.4239,0.3517,84.74,83.34,35.18
52,1,CA3-DG,intermediate,10,20,200,5800,0.1087,0.0997,4,88.54,89.4,70.52,81.01,38.99,40.63,27.27,27.04,0.3786,0.3439,84.74,83.34,35.18
52,1,CA3-DG,intermediate,10,-20,-200,5800,0.1012,0.0763,4,69.28,57.27,70.99,71.76,38.99,40.63,27.27,27.04,0.3522,0.2211,84.74,83.34,35.18
52,1,CA3-DG,intermediate,10,25,250,5750,0.1579,0.0955,4,83.82,82.63,57.24,77.98,38.99,40.63,27.27,27.04,0.3822,0.3488,84.74,83.34,35.18
52,1,CA3-DG,intermediate,10,-25,-250,5750,0.0948,0.0561,4,86.63,88.48,80.56,62.81,38.99,40.63,27.27,27.04,0.3581,0.2827,84.74,83.34,35.18
52,1,V1-RSC,intermediate,10,0,0,6000,-0.3617,0.221,3,0.0,0.0,0.0,0.0,85.65,81.59,52.22,29.0,0.5023,0.2366,86.78,55.84,31.25
52,1,V1-RSC,intermediate,10,1,10,5990,0.053,0.0651,3,65.92,47.48,26.54,7.97,85.65,81.59,52.22,29.0,0.5108,0.1709,86.78,55.84,31.25
52,1,V1-RSC,intermediate,10,-1,-10,5990,-0.0245,0.0582,3,86.03,81.18,22.47,9.85,85.65,81.59,52.22,29.0,0.5245,0.2227,86.78,55.84,31.25
52,1,V1-RSC,intermediate,10,2,20,5980,0.1266,0.0705,3,88.2,77.52,34.63,11.99,85.65,81.59,52.22,29.0,0.5138,0.2832,86.78,55.84,31.25
52,1,V1-RSC,intermediate,10,-2,-20,5980,0.0472,0.0419,3,79.78,62.13,30.84,21.64,85.65,81.59,52.22,29.0,0.5202,0.1911,86.78,55.84,31.25
52,1,V1-RSC,intermediate,10,3,30,5970,0.0902,0.0662,3,87.19,82.59,28.61,9.61,85.65,81.59,52.22,29.0,0.4992,0.3217,86.78,55.84,31.25
52,1,V1-RSC,intermediate,10,-3,-30,5970,0.0708,0.0451,3,70.62,64.74,31.89,14.63,85.65,81.59,52.22,29.0,0.5105,0.2283,86.78,55.84,31.25
52,1,V1-RSC,intermediate,10,4,40,5960,0.094,0.0587,3,72.42,56.11,25.96,18.4,85.65,81.59,52.22,29.0,0.5136,0.3202,86.78,55.84,31.25
52,1,V1-RSC,intermediate,10,-4,-40,5960,0.099,0.0506,3,79.99,62.78,33.2,10.8,85.65,81.59,52.22,29.0,0.51,0.3996,86.78,55.84,31.25
52,1,V1-RSC,intermediate,10,5,50,5950,0.0838,0.0388,3,89.71,63.64,28.33,14.11,85.65,81.59,52.22,29.0,0.5446,0.2869,86.78,55.84,31.25
52,1,V1-RSC,intermediate,10,-5,-50,5950,0.1055,0.0585,3,65.45,54.1,32.71,8.66,85.65,81.59,52.22,29.0,0.5068,0.2555,86.78,55.84,31.25
52,1,V1-RSC,intermediate,10,7,70,5930,0.0756,0.0487,3,86.32,88.3,38.68,17.96,85.65,81.59,52.22,29.0,0.5513,0.2917,86.78,55.84,31.25
52,1,V1-RSC,intermediate,10,-7,-70,5930,0.0892,0.0427,3,69.59,54.54,39.63,17.67,85.65,81.59,52.22,29.0,0.5245,0.241,86.78,55.84,31.25
52,1,V1-RSC,intermediate,10,10,100,5900,0.0971,0.0469,3,89.65,75.7,37.05,16.44,85.65,81.59,52.22,29.0,0.5327,0.382,86.78,55.84,31.25
52,1,V1-RSC,intermediate,10,-10,-100,5900,0.0518,0.0365,3,87.96,49.05,42.03,17.81,85.65,81.59,52.22,29.0,0.515,0.2721,86.78,55.84,31.25
52,1,V1-RSC,intermediate,10,15,150,5850,0.1074,0.0599,3,74.26,80.63,37.48,21.02,85.65,81.59,52.22,29.0,0.5456,0.3386,86.78,55.84,31.25
52,1,V1-RSC,intermediate,10,-15,-150,5850,0.048,0.0218,3,79.9,61.82,45.37,21.33,85.65,81.59,52.22,29.0,0.5311,0.3027,86.78,55.84,31.25
52,1,V1-RSC,intermediate,10,20,200,5800,0.105,0.0396,3,88.09,78.15,40.23,25.74,85.65,81.59,52.22,29.0,0.5632,0.4601,86.78,55.84,31.25
52,1,V1-RSC,intermediate,10,-20,-200,5800,-0.0031,0.0019,3,89.54,74.61,64.05,34.16,85.65,81.59,52.22,29.0,0.5575,0.1578,86.78,55.84,31.25
52,1,V1-RSC,intermediate,10,25,250,5750,0.0623,0.0327,3,87.37,42.58,38.9,28.38,85.65,81.59,52.22,29.0,0.5355,0.3928,86.78,55.84,31.25
52,1,V1-RSC,intermediate,10,-25,-250,5750,-0.006,0.0065,3,80.46,53.32,62.56,39.18,85.65,81.59,52.22,29.0,0.5452,0.2297,86.78,55.84,31.25
52,1,CA1-RSC,expert,10,0,0,6000,0.0297,0.014,0,0.0,0.0,0.0,0.0,88.72,66.86,75.96,55.21,0.455,0.1244,85.92,77.87,74.21
52,1,CA1-RSC,expert,10,1,10,5990,0.0226,0.0143,0,89.51,88.31,57.98,67.32,88.72,66.86,75.96,55.21,0.4676,0.2634,85.92,77.87,74.21
52,1,CA1-RSC,expert,10,-1,-10,5990,-0.0177,0.0077,0,84.36,77.62,54.47,61.47,88.72,66.86,75.96,55.21,0.5107,0.1974,85.92,77.87,74.21
52,1,CA1-RSC,expert,10,2,20,5980,0.006,0.0074,0,86.93,62.85,54.29,67.41,88.72,66.86,75.96,55.21,0.4748,0.1634,85.92,77.87,74.21
52,1,CA1-RSC,expert,10,-2,-20,5980,-0.0054,0.0071,0,81.26,88.98,77.63,80.38,88.72,66.86,75.96,55.21,0.4717,0.2481,85.92,77.87,74.21
52,1,CA1-RSC,expert,10,3,30,5970,0.009,0.0041,0,81.94,76.12,74.47,89.08,88.72,66.86,75.96,55.21,0.468,0.1531,85.92,77.87,74.21
52,1,CA1-RSC,expert,10,-3,-30,5970,-0.0116,-0.0093,0,77.68,73.4,59.78,68.91,88.72,66.86,75.96,55.21,0.4492,0.214,85.92,77.87,74.21
52,1,CA1-RSC,expert,10,4,40,5960,0.0429,0.0181,0,87.51,78.27,68.56,61.06,88.72,66.86,75.96,55.21,0.4843,0.2084,85.92,77.87,74.21
52,1,CA1-RSC,expert,10,-4,-40,5960,0.0114,-0.0036,0,84.61,86.9,54.33,56.91,88.72,66.86,75.96,55.21,0.4657,0.222,85.92,77.87,74.21
52,1,CA1-RSC,expert,10,5,50,5950,0.0004,0.0029,0,81.04,85.86,86.26,81.48,88.72,66.86,75.96,55.21,0.4621,0.1758,85.92,77.87,74.21
52,1,CA1-RSC,expert,10,-5,-50,5950,0.0006,0.0035,0,87.58,82.32,85.07,70.57,88.72,66.86,75.96,55.21,0.5145,0.2666,85.92,77.87,74.21
52,1,CA1-RSC,expert,10,7,70,5930,-0.0136,-0.0145,0,86.6,69.55,88.29,80.64,88.72,66.86,75.96,55.21,0.4953,0.166,85.92,77.87,74.21
52,1,CA1-RSC,expert,10,-7,-70,5930,-0.0021,0.0059,0,77.85,53.31,81.74,72.37,88.72,66.86,75.96,55.21,0.4412,0.1551,85.92,77.87,74.21
52,1,CA1-RSC,expert,10,10,100,5900,-0.0002,0.0075,0,77.76,76.56,66.75,89.22,88.72,66.86,75.96,55.21,0.4601,0.1584,85.92,77.87,74.21
52,1,CA1-RSC,expert,10,-10,-100,5900,0.0546,0.027,0,81.73,54.17,52.94,52.05,88.72,66.86,75.96,55.21,0.4958,0.3538,85.92,77.87,74.21
52,1,CA1-RSC,expert,10,15,150,5850,-0.0079,-0.0097,0,85.13,77.23,53.63,48.37,88.72,66.86,75.96,55.21,0.4643,0.1951,85.92,77.87,74.21
52,1,CA1-RSC,expert,10,-15,-150,5850,0.0171,0.0113,0,88.86,88.78,65.01,79.1,88.72,66.86,75.96,55.21,0.4502,0.1501,85.92,77.87,74.21
52,1,CA1-RSC,expert,10,20,200,5800,0.0003,0.0098,0,79.08,85.38,71.21,62.58,88.72,66.86,75.96,55.21,0.4658,0.202,85.92,77.87,74.21
52,1,CA1-RSC,expert,10,-20,-200,5800,0.0466,0.0243,0,83.69,79.64,71.09,74.37,88.72,66.86,75.96,55.21,0.4609,0.3295,85.92,77.87,74.21
52,1,CA1-RSC,expert,10,25,250,5750,0.0355,0.0044,0,75.93,49.27,61.05,44.82,88.72,66.86,75.96,55.21,0.466,0.1503,85.92,77.87,74.21
52,1,CA1-RSC,expert,10,-25,-250,5750,-0.0158,-0.0083,0,82.52,80.55,58.5,41.66,88.72,66.86,75.96,55.21,0.4712,0.2539,85.92,77.87,74.21
52,1,CA1-CA3,expert,10,0,0,6000,0.1801,0.1251,0,0.0,0.0,0.0,0.0,89.16,76.62,83.13,82.07,0.4371,0.3914,87.72,87.01,39.82
52,1,CA1-CA3,expert,10,1,10,5990,0.0645,0.054,0,71.17,81.77,34.2,39.56,89.16,76.62,83.13,82.07,0.4287,0.3786,87.72,87.01,39.82
52,1,CA1-CA3,expert,10,-1,-10,5990,0.1198,0.0668,0,54.11,61.14,19.62,33.6,89.16,76.62,83.13,82.07,0.4584,0.4324,87.72,87.01,39.82
52,1,CA1-CA3,expert,10,2,20,5980,0.0733,0.05,0,80.32,88.44,65.4,86.66,89.16,76.62,83.13,82.07,0.4463,0.4131,87.72,87.01,39.82
52,1,CA1-CA3,expert,10,-2,-20,5980,0.1216,0.0724,0,52.69,75.31,42.78,33.86,89.16,76.62,83.13,82.07,0.4705,0.418,87.72,87.01,39.82
52,1,CA1-CA3,expert,10,3,30,5970,0.0545,0.0244,0,83.69,84.32,74.91,72.07,89.16,76.62,83.13,82.07,0.4511,0.3895,87.72,87.01,39.82
52,1,CA1-CA3,expert,10,-3,-30,5970,0.0456,0.0459,0,68.61,83.01,77.88,33.68,89.16,76.62,83.13,82.07,0.4306,0.3591,87.72,87.01,39.82
52,1,CA1-CA3,expert,10,4,40,5960,0.012,0.0261,0,85.06,84.82,76.19,84.66,89.16,76.62,83.13,82.07,0.4317,0.3621,87.72,87.01,39.82
52,1,CA1-CA3,expert,10,-4,-40,5960,0.0555,0.0538,0,83.43,82.35,46.22,73.02,89.16,76.62,83.13,82.07,0.4389,0.37,87.72,87.01,39.82
52,1,CA1-CA3,expert,10,5,50,5950,0.0296,0.0177,0,73.27,84.05,52.99,80.7,89.16,76.62,83.13,82.07,0.4429,0.3723,87.72,87.01,39.82
52,1,CA1-CA3,expert,10,-5,-50,5950,0.0701,0.0541,0,74.53,84.43,48.94,36.79,89.16,76.62,83.13,82.07,0.4414,0.3605,87.72,87.01,39.82
52,1,CA1-CA3,expert,10,7,70,5930,0.0687,0.0416,0,88.1,84.36,64.38,69.57,89.16,76.62,83.13,82.07,0.4591,0.387,87.72,87.01,39.82
52,1,CA1-CA3,expert,10,-7,-70,5930,0.0892,0.0455,0,72.52,88.55,60.45,62.68,89.16,76.62,83.13,82.07,0.4741,0.382,87.72,87.01,39.82
52,1,CA1-CA3,expert,10,10,100,5900,0.0878,0.0415,0,88.74,79.93,44.55,88.34,89.16,76.62,83.13,82.07,0.4812,0.4128,87.72,87.01,39.82
52,1,CA1-CA3,expert,10,-10,-100,5900,0.095,0.0427,0,84.17,76.92,43.03,62.15,89.16,76.62,83.13,82.07,0.4912,0.4113,87.72,87.01,39.82
52,1,CA1-CA3,expert,10,15,150,5850,0.0326,0.019,0,80.52,74.65,49.49,41.79,89.16,76.62,83.13,82.07,0.4387,0.3881,87.72,87.01,39.82
52,1,CA1-CA3,expert,10,-15,-150,5850,0.04,0.0372,0,88.97,88.08,54.82,81.29,89.16,76.62,83.13,82.07,0.4232,0.3752,87.72,87.01,39.82
52,1,CA1-CA3,expert,10,20,200,5800,0.0289,0.023,0,86.17,81.62,58.57,45.71,89.16,76.62,83.13,82.07,0.4407,0.3639,87.72,87.01,39.82
52,1,CA1-CA3,expert,10,-20,-200,5800,0.0289,0.0207,0,84.74,82.15,64.01,68.82,89.16,76.62,83.13,82.07,0.4467,0.3765,87.72,87.01,39.82
52,1,CA1-CA3,expert,10,25,250,5750,0.0053,0.0234,0,63.82,80.66,69.55,75.67,89.16,76.62,83.13,82.07,0.4609,0.3927,87.72,87.01,39.82
52,1,CA1-CA3,expert,10,-25,-250,5750,0.0171,0.0074,0,78.24,89.25,76.56,60.13,89.16,76.62,83.13,82.07,0.4304,0.3748,87.72,87.01,39.82
52,1,CA1-DG,expert,10,0,0,6000,0.1847,0.0659,1,0.0,0.0,0.0,0.0,87.84,85.03,78.75,84.85,0.4394,0.1743,84.22,86.18,83.83
52,1,CA1-DG,expert,10,1,10,5990,-0.0263,0.0116,1,67.7,61.11,76.45,69.91,87.84,85.03,78.75,84.85,0.4335,0.1568,84.22,86.18,83.83
52,1,CA1-DG,expert,10,-1,-10,5990,0.0004,0.0246,1,85.29,84.3,64.83,65.72,87.84,85.03,78.75,84.85,0.426,0.1312,84.22,86.18,83.83
52,1,CA1-DG,expert,10,2,20,5980,-0.0073,0.0006,1,85.14,87.74,88.3,85.48,87.84,85.03,78.75,84.85,0.4261,0.1313,84.22,86.18,83.83
52,1,CA1-DG,expert,10,-2,-20,5980,0.0519,0.0382,1,82.24,81.61,78.98,78.8,87.84,85.03,78.75,84.85,0.4468,0.1816,84.22,86.18,83.83
52,1,CA1-DG,expert,10,3,30,5970,0.0039,0.0076,1,86.43,85.41,85.82,79.59,87.84,85.03,78.75,84.85,0.4265,0.1421,84.22,86.18,83.83
52,1,CA1-DG,expert,10,-3,-30,5970,0.0358,0.0204,1,88.43,73.14,88.78,87.18,87.84,85.03,78.75,84.85,0.43,0.1545,84.22,86.18,83.83
52,1,CA1-DG,expert,10,4,40,5960,0.0201,0.0011,1,83.26,83.23,83.21,70.92,87.84,85.03,78.75,84.85,0.4541,0.1786,84.22,86.18,83.83
52,1,CA1-DG,expert,10,-4,-40,5960,0.0176,0.0206,1,82.53,85.09,67.27,82.75,87.84,85.03,78.75,84.85,0.4356,0.1267,84.22,86.18,83.83
52,1,CA1-DG,expert,10,5,50,5950,0.0419,0.0105,1,88.31,86.93,62.98,79.75,87.84,85.03,78.75,84.85,0.4182,0.1566,84.22,86.18,83.83
52,1,CA1-DG,expert,10,-5,-50,5950,-0.0022,0.0237,1,79.03,83.18,89.94,73.42,87.84,85.03,78.75,84.85,0.4535,0.1641,84.22,86.18,83.83
52,1,CA1-DG,expert,10,7,70,5930,0.007,0.0085,1,67.33,89.72,78.99,81.95,87.84,85.03,78.75,84.85,0.4309,0.2046,84.22,86.18,83.83
52,1,CA1-DG,expert,10,-7,-70,5930,0.0785,0.0283,1,84.35,80.74,80.82,88.98,87.84,85.03,78.75,84.85,0.4583,0.1805,84.22,86.18,83.83
52,1,CA1-DG,expert,10,10,100,5900,0.0219,0.0188,1,76.34,79.46,81.98,89.04,87.84,85.03,78.75,84.85,0.4242,0.1608,84.22,86.18,83.83
52,1,CA1-DG,expert,10,-10,-100,5900,-0.0027,0.0101,1,89.27,83.19,86.99,82.57,87.84,85.03,78.75,84.85,0.4281,0.1763,84.22,86.18,83.83
52,1,CA1-DG,expert,10,15,150,5850,0.0202,0.0073,1,87.53,84.78,84.37,81.24,87.84,85.03,78.75,84.85,0.4285,0.1565,84.22,86.18,83.83
52,1,CA1-DG,expert,10,-15,-150,5850,0.0307,0.0188,1,83.23,88.57,78.96,78.79,87.84,85.03,78.75,84.85,0.4392,0.1516,84.22,86.18,83.83
52,1,CA1-DG,expert,10,20,200,5800,-0.0037,0.0052,1,71.03,88.47,76.69,86.98,87.84,85.03,78.75,84.85,0.4464,0.1441,84.22,86.18,83.83
52,1,CA1-DG,expert,10,-20,-200,5800,0.0008,-0.0061,1,79.68,85.83,83.7,77.21,87.84,85.03,78.75,84.85,0.4288,0.1734,84.22,86.18,83.83
52,1,CA1-DG,expert,10,25,250,5750,-0.0064,-0.0076,1,86.74,85.59,79.25,78.98,87.84,85.03,78.75,84.85,0.4334,0.1637,84.22,86.18,83.83
52,1,CA1-DG,expert,10,-25,-250,5750,0.0101,0.0082,1,86.53,87.59,85.68,85.29,87.84,85.03,78.75,84.85,0.427,0.1543,84.22,86.18,83.83
52,1,CA1-V1,expert,10,0,0,6000,0.4136,0.318,2,0.0,0.0,0.0,0.0,85.8,73.11,87.98,80.87,0.4482,0.5305,86.9,84.86,36.61
52,1,CA1-V1,expert,10,1,10,5990,0.2594,0.1311,2,64.24,60.14,21.98,31.76,85.8,73.11,87.98,80.87,0.4366,0.5385,86.9,84.86,36.61
52,1,CA1-V1,expert,10,-1,-10,5990,0.2709,0.1374,2,38.75,40.74,16.33,27.14,85.8,73.11,87.98,80.87,0.45,0.5344,86.9,84.86,36.61
52,1,CA1-V1,expert,10,2,20,5980,0.0984,0.0628,2,60.38,64.7,24.57,41.28,85.8,73.11,87.98,80.87,0.4815,0.5451,86.9,84.86,36.61
52,1,CA1-V1,expert,10,-2,-20,5980,0.1052,0.0586,2,51.25,58.03,20.36,41.22,85.8,73.11,87.98,80.87,0.4556,0.5331,86.9,84.86,36.61
52,1,CA1-V1,expert,10,3,30,5970,0.098,0.0564,2,67.08,81.33,25.72,42.5,85.8,73.11,87.98,80.87,0.4708,0.5437,86.9,84.86,36.61
52,1,CA1-V1,expert,10,-3,-30,5970,0.0995,0.0647,2,86.04,67.77,22.66,36.5,85.8,73.11,87.98,80.87,0.4862,0.5379,86.9,84.86,36.61
52,1,CA1-V1,expert,10,4,40,5960,0.1065,0.045,2,80.89,75.75,20.42,30.43,85.8,73.11,87.98,80.87,0.5267,0.5681,86.9,84.86,36.61
