method,pair,stat,contrast,n_animals,n_obs,estimate,p,p_within_pair_fdr_pass,ok,reason
collapsed,CA1-V1,mi_sig,expert-naive,10,180,-0.0016034462884517795,0.5146697234497355,False,True,collapsed
collapsed,CA1-V1,mi_sig,expert-intermediate,10,180,-0.002013322338222427,0.32698934959801507,False,True,collapsed
collapsed,CA1-V1,mi_sig,intermediate-naive,10,180,-0.002242591195916325,0.5939546753269146,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,expert-naive,10,180,0.053271963816932395,0.16015625,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,expert-intermediate,10,180,0.01692281232816364,0.130859375,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,intermediate-naive,10,180,0.009481231010060341,0.76953125,False,True,collapsed
lmm_randslope,CA1-V1,mi_sig,expert-naive,10,180,-0.004247374844774197,0.5626089398379697,False,True,
lmm_randslope,CA1-V1,mi_sig,expert-intermediate,10,180,-0.0019640406611473203,0.7689601964961619,False,True,
lmm_randslope,CA1-V1,mi_sig,intermediate-naive,10,180,-0.0022833341836268764,0.7512596805180951,False,True,
lmm_randslope,CA1-V1,ifi_weighted,expert-naive,10,180,0.03981557148329868,0.20158654849936541,False,True,
lmm_randslope,CA1-V1,ifi_weighted,expert-intermediate,10,180,0.05274142416408298,0.12223176750209688,False,True,
lmm_randslope,CA1-V1,ifi_weighted,intermediate-naive,10,180,-0.0129258526807843,0.7205181355979903,False,True,
collapsed,CA1-DG,mi_sig,expert-naive,8,144,0.03339089707231286,0.0546875,False,True,collapsed
collapsed,CA1-DG,mi_sig,expert-intermediate,8,144,-0.0028508913306167505,0.9453125,False,True,collapsed
collapsed,CA1-DG,mi_sig,intermediate-naive,8,144,0.013721807386933552,0.12819017434510785,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,expert-naive,8,144,-0.035324933803580996,0.9453125,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,expert-intermediate,8,144,-0.06124537375955394,0.640625,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,intermediate-naive,8,144,0.009456066168821855,0.84375,False,True,collapsed
lmm_randslope,CA1-DG,mi_sig,expert-naive,8,144,0.030695263076536465,0.035250484972049655,False,True,
lmm_randslope,CA1-DG,mi_sig,expert-intermediate,8,144,0.008762404127339193,0.611110880359494,False,True,
lmm_randslope,CA1-DG,mi_sig,intermediate-naive,8,144,0.021932858949197272,0.14038356681811018,False,True,
lmm_randslope,CA1-DG,ifi_weighted,expert-naive,8,144,-0.006781241454205978,0.854964499232067,False,True,
lmm_randslope,CA1-DG,ifi_weighted,expert-intermediate,8,144,-0.01725688633134175,0.6193156290576886,False,True,
lmm_randslope,CA1-DG,ifi_weighted,intermediate-naive,8,144,0.010475644877135773,0.7501674198517074,False,True,
collapsed,CA1-CA3,mi_sig,expert-naive,6,108,0.02749858648813905,0.3125,False,True,collapsed
collapsed,CA1-CA3,mi_sig,expert-intermediate,6,108,0.021338322560623405,1.0,False,True,collapsed
collapsed,CA1-CA3,mi_sig,intermediate-naive,6,108,0.028134543322759074,0.4375,False,True,collapsed
collapsed,CA1-CA3,ifi_weighted,expert-naive,6,108,-0.02176830971988942,0.4375,False,True,collapsed
collapsed,CA1-CA3,ifi_weighted,expert-intermediate,6,108,-0.04127456125988136,0.3125,False,True,collapsed
collapsed,CA1-CA3,ifi_weighted,intermediate-naive,6,108,-0.004267568648677007,1.0,False,True,collapsed
lmm_randslope,CA1-CA3,mi_sig,expert-naive,6,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,CA1-CA3,mi_sig,expert-intermediate,6,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,CA1-CA3,mi_sig,intermediate-naive,6,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,CA1-CA3,ifi_weighted,expert-naive,6,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,CA1-CA3,ifi_weighted,expert-intermediate,6,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,CA1-CA3,ifi_weighted,intermediate-naive,6,0,nan,nan,False,False,too_few_animals_for_random_slope
collapsed,CA1-RSC,mi_sig,expert-naive,8,144,-0.013647171318051265,0.3104944343172349,False,True,collapsed
collapsed,CA1-RSC,mi_sig,expert-intermediate,8,144,-0.006478030729002558,0.7353166906373405,False,True,collapsed
collapsed,CA1-RSC,mi_sig,intermediate-naive,8,144,-0.001649596552073149,0.49896229860376107,False,True,collapsed
collapsed,CA1-RSC,ifi_weighted,expert-naive,8,144,-0.06457506449358823,0.0234375,True,True,collapsed
collapsed,CA1-RSC,ifi_weighted,expert-intermediate,8,144,-0.11357995908460507,0.015625,True,True,collapsed
collapsed,CA1-RSC,ifi_weighted,intermediate-naive,8,144,-0.0052002991973700155,0.9453125,False,True,collapsed
lmm_randslope,CA1-RSC,mi_sig,expert-naive,8,144,-0.00267460717088391,0.7734296997293287,False,True,
lmm_randslope,CA1-RSC,mi_sig,expert-intermediate,8,144,0.0010172894116221255,0.9273556818739146,False,True,
lmm_randslope,CA1-RSC,mi_sig,intermediate-naive,8,144,-0.0036918965825060357,0.6841547504837644,False,True,
lmm_randslope,CA1-RSC,ifi_weighted,expert-naive,8,144,-0.11121462995655827,0.0065055030960404015,True,True,
lmm_randslope,CA1-RSC,ifi_weighted,expert-intermediate,8,144,-0.1184296774502992,0.003027296123881308,True,True,
lmm_randslope,CA1-RSC,ifi_weighted,intermediate-naive,8,144,0.007215047493740921,0.8602752053625853,False,True,
collapsed,CA1-SUB,mi_sig,expert-naive,4,72,0.018043251531704108,0.28504940740261275,False,True,collapsed
collapsed,CA1-SUB,mi_sig,expert-intermediate,4,72,0.012949522603740785,0.875,False,True,collapsed
collapsed,CA1-SUB,mi_sig,intermediate-naive,4,72,0.028201189997665608,0.625,False,True,collapsed
collapsed,CA1-SUB,ifi_weighted,expert-naive,4,72,0.03511848654717262,0.625,False,True,collapsed
collapsed,CA1-SUB,ifi_weighted,expert-intermediate,4,72,0.041290971706783454,0.625,False,True,collapsed
