animal,learner,pair,center_trial,trial_frac,performance,lp_rel,n_bins,cc1,n_sig,mi_sig,ifi,optimal_lag,gini_x,gini_y,gini_pearson_x,gini_pearson_y,rot_x,rot_y,jac_x,jac_y,sh_x,sh_y
28,1,CA3-DG,103.0,0.75,0.9333,34.0,6000,-0.0461,3,0.0558,0.011,1,0.2206,0.3984,0.2847,0.2314,72.17,87.08,0.2,0.3333,84.57,63.1
28,1,CA3-DG,108.0,0.7868,0.8565,39.0,6000,0.1671,0,0.0,-0.0103,-1,0.2211,0.3655,0.2686,0.2089,63.18,38.9,0.5,0.6,81.38,74.07
28,1,CA3-DG,113.0,0.8235,0.7989,44.0,8000,0.2183,1,0.0244,-0.0304,-1,0.2236,0.381,0.3312,0.2849,38.62,87.64,0.5,0.6,81.35,63.5
28,1,CA3-DG,118.0,0.8603,0.7434,49.0,8000,0.1844,1,0.0173,0.0038,0,0.3309,0.3675,0.2355,0.2655,77.99,49.76,0.5,0.6,86.79,71.98
28,1,CA3-DG,123.0,0.8971,0.7314,54.0,6000,0.1979,4,0.1201,-0.0143,1,0.3786,0.4613,0.2043,0.2368,85.45,73.82,0.5,1.0,48.61,81.32
28,1,CA3-DG,128.0,0.9338,0.6867,59.0,6000,0.1434,1,0.0104,-0.0273,1,0.319,0.391,0.2958,0.2902,57.08,62.77,0.5,0.3333,89.96,83.92
34,1,CA1-CA3,8.0,0.0933,0.1333,-40.0,6000,0.3821,2,0.134,0.0129,0,0.9012,0.4714,0.4885,0.3934,nan,nan,,,71.75,63.07
34,1,CA1-CA3,13.0,0.16,0.2667,-35.0,6000,0.2558,1,0.0338,0.0264,0,0.3508,0.5067,0.5019,0.5298,87.11,87.12,0.0909,0.3333,87.19,33.15
34,1,CA1-CA3,18.0,0.2267,0.3171,-30.0,6000,0.4406,1,0.1079,0.0219,0,0.2573,0.3245,0.5277,0.5357,68.8,85.94,0.3333,1.0,88.18,61.29
34,1,CA1-CA3,23.0,0.2933,0.3068,-25.0,6000,0.8017,4,0.6135,-0.0035,0,0.9087,0.8831,0.627,0.6036,89.6,90.0,0.3333,0.3333,73.97,14.54
