animal,learner,pair,bin,trial_lo,trial_hi,n_bins,cc1,n_sig,mi_sig,ifi,optimal_lag,gini_x,gini_y
71,0,RSC-SUB,6,26,30,8000,0.0616,4,0.1504,0.0025,0,0.4139,0.1494
71,0,V1-RSC,1,1,5,8000,-0.167,9,0.6572,0.0146,0,0.3104,0.5251
71,0,V1-RSC,2,6,10,8000,0.4375,9,0.5547,-0.0032,0,0.3012,0.5151
71,0,V1-RSC,3,11,15,8000,0.3646,12,0.4995,0.0135,0,0.287,0.473
71,0,V1-RSC,4,16,20,8000,0.3844,13,0.4878,0.0212,0,0.2983,0.4789
71,0,V1-RSC,5,21,25,8000,0.4747,7,0.3522,-0.0248,0,0.2543,0.426
71,0,V1-RSC,6,26,30,8000,0.4332,5,0.2403,-0.0057,0,0.2771,0.4106
73,1,CA1-RSC,1,1,5,8000,0.1347,0,0.0,-0.0004,5,0.5662,0.445
73,1,CA1-RSC,2,6,10,8000,0.0141,0,0.0,0.1387,2,0.3432,0.4497
73,1,CA1-RSC,3,11,15,8000,0.1518,1,0.0116,0.0126,0,0.6244,0.4083
73,1,CA1-RSC,4,16,20,8000,-0.1501,8,0.1418,-0.0584,-5,0.2946,0.4003
73,1,CA1-RSC,5,21,25,8000,0.0003,0,0.0,0.0141,5,0.3758,0.385
73,1,CA1-RSC,6,26,30,8000,0.3137,9,0.2219,0.0226,0,0.6158,0.3769
73,1,CA1-DG,1,1,5,8000,0.7198,5,0.5466,-0.0267,0,0.5515,0.3556
73,1,CA1-DG,2,6,10,8000,-0.0054,1,0.041,-0.1152,-5,0.3494,0.3931
73,1,CA1-DG,3,11,15,8000,-0.0078,0,0.0,0.0821,2,0.824,0.3213
73,1,CA1-DG,4,16,20,8000,0.1358,7,0.1889,-0.0669,-2,0.3034,0.2444
73,1,CA1-DG,5,21,25,8000,0.0232,0,0.0,-0.1017,-1,0.3758,0.2532
73,1,CA1-DG,6,26,30,8000,0.2199,10,0.2205,0.0371,-1,0.6649,0.2044
73,1,CA1-V1,1,1,5,8000,0.7043,6,0.6694,0.0294,0,0.5608,0.3625
73,1,CA1-V1,2,6,10,8000,0.0574,2,0.0598,0.0291,3,0.3205,0.3771
73,1,CA1-V1,3,11,15,8000,0.0334,0,0.0,0.0928,0,0.8328,0.2519
73,1,CA1-V1,4,16,20,8000,-0.0127,1,0.0161,0.0516,2,0.3039,0.2591
73,1,CA1-V1,5,21,25,8000,0.0084,0,0.0,-0.0438,-2,0.3684,0.2857
73,1,CA1-V1,6,26,30,8000,-0.0107,0,0.0,0.028,5,0.6161,0.1862
73,1,CA1-SUB,1,1,5,8000,0.2276,9,0.4584,-0.0257,0,0.572,0.1678
73,1,CA1-SUB,2,6,10,8000,0.0137,5,0.0723,-0.035,4,0.3494,0.1109
73,1,CA1-SUB,3,11,15,8000,-0.0075,0,0.0,0.0419,2,0.8243,0.1089
73,1,CA1-SUB,4,16,20,8000,-0.1673,8,0.1558,-0.0422,-2,0.3035,0.1053
73,1,CA1-SUB,5,21,25,8000,0.0734,0,0.0,0.0058,1,0.3755,0.0863
73,1,CA1-SUB,6,26,30,8000,0.2712,9,0.2143,-0.0399,0,0.665,0.1006
73,1,RSC-SUB,1,1,5,8000,0.0485,0,0.0,-0.0219,-4,0.4348,0.1337
73,1,RSC-SUB,2,6,10,8000,0.1167,0,0.0,0.004,0,0.4498,0.1013
73,1,RSC-SUB,3,11,15,8000,0.056,0,0.0,-0.0268,-2,0.4043,0.096
73,1,RSC-SUB,4,16,20,8000,0.1523,9,0.1535,0.012,1,0.3872,0.1045
73,1,RSC-SUB,5,21,25,8000,0.1158,0,0.0,0.0289,0,0.3762,0.0959
73,1,RSC-SUB,6,26,30,8000,0.2114,1,0.0228,-0.0156,0,0.3787,0.0884
73,1,V1-RSC,1,1,5,8000,0.0551,0,0.0,0.0396,2,0.3793,0.4481
73,1,V1-RSC,2,6,10,8000,0.0587,0,0.0,0.0732,2,0.3595,0.4686
73,1,V1-RSC,3,11,15,8000,0.0729,0,0.0,0.0612,0,0.2513,0.4197
73,1,V1-RSC,4,16,20,8000,0.0749,0,0.0,0.0256,5,0.257,0.3941
73,1,V1-RSC,5,21,25,8000,0.1084,0,0.0,-0.022,-2,0.878,0.3931
73,1,V1-RSC,6,26,30,8000,0.1454,1,0.0107,0.0469,0,0.1869,0.3765
75,1,CA1-RSC,1,1,5,8000,0.5603,9,0.9263,0.0184,2,0.3148,0.6126
75,1,CA1-RSC,2,6,10,8000,0.4393,11,0.5185,0.0246,-3,0.2503,0.6009
75,1,CA1-RSC,3,11,15,8000,0.0115,0,0.0,0.0747,5,0.3734,0.5672
75,1,CA1-RSC,4,16,20,8000,-0.0155,0,0.0,-0.0621,-3,0.2518,0.5515
75,1,CA1-RSC,5,21,25,8000,-0.3711,10,1.1986,0.0263,3,0.2478,0.5648
75,1,CA1-RSC,6,26,30,8000,0.0671,0,0.0,0.0339,0,0.2785,0.5091
75,1,CA1-DG,1,1,5,8000,0.7896,2,0.5248,-0.3171,-4,0.3141,0.4879
75,1,CA1-DG,2,6,10,8000,-0.0337,5,0.2611,-0.0453,0,0.2517,0.4726
75,1,CA1-DG,3,11,15,8000,0.3002,1,0.0472,0.1317,5,0.3733,0.49
75,1,CA1-DG,4,16,20,8000,0.4301,1,0.1023,-0.0472,-1,0.2541,0.516
75,1,CA1-DG,5,21,25,8000,0.6203,3,0.3081,0.0053,0,0.2468,0.4922
75,1,CA1-DG,6,26,30,8000,0.1177,1,0.0203,-0.0348,0,0.2782,0.4637
75,1,CA1-V1,1,1,5,8000,0.3938,4,0.1215,-0.0417,-3,0.3135,0.2727
75,1,CA1-V1,2,6,10,8000,0.0417,8,0.1793,0.0178,5,0.2511,0.2482
75,1,CA1-V1,3,11,15,8000,-0.1386,4,0.0902,-0.0266,-3,0.3728,0.244
75,1,CA1-V1,4,16,20,8000,0.1006,0,0.0,0.0707,4,0.2539,0.2236
75,1,CA1-V1,5,21,25,8000,-0.0221,2,0.0226,0.0105,4,0.2466,0.2545
75,1,CA1-V1,6,26,30,8000,0.2069,3,0.0464,0.0207,0,0.2782,0.2389
75,1,CA1-SUB,1,1,5,8000,0.0908,7,0.2055,-0.0749,-3,0.3134,0.1245
75,1,CA1-SUB,2,6,10,8000,0.1186,5,0.1062,-0.0345,0,0.2507,0.1189
75,1,CA1-SUB,3,11,15,8000,-0.053,8,0.2494,-0.0309,0,0.3728,0.1222
75,1,CA1-SUB,4,16,20,8000,0.0323,1,0.0083,0.0114,0,0.2536,0.1548
75,1,CA1-SUB,5,21,25,8000,0.1598,12,0.4113,0.0069,0,0.247,0.1278
75,1,CA1-SUB,6,26,30,8000,0.0645,6,0.1025,-0.029,0,0.2779,0.1345
75,1,RSC-SUB,1,1,5,8000,0.7004,6,0.4518,-0.0604,0,0.6151,0.1181
75,1,RSC-SUB,2,6,10,8000,0.6145,9,0.7967,-0.0053,0,0.6105,0.0917
75,1,RSC-SUB,3,11,15,8000,0.5009,13,0.6921,0.0063,0,0.5683,0.1038
75,1,RSC-SUB,4,16,20,8000,0.1874,4,0.1367,-0.0059,0,0.559,0.1388
75,1,RSC-SUB,5,21,25,8000,0.7629,7,1.5634,-0.0205,0,0.5661,0.1051
75,1,RSC-SUB,6,26,30,8000,0.0737,4,0.1068,-0.0187,0,0.52,0.1288
75,1,V1-RSC,1,1,5,8000,0.2591,11,0.5751,0.0038,0,0.2623,0.6136
75,1,V1-RSC,2,6,10,8000,0.1489,4,0.337,-0.0001,0,0.2459,0.6075
75,1,V1-RSC,3,11,15,8000,-0.142,9,0.6512,-0.0993,-1,0.2295,0.5658
75,1,V1-RSC,4,16,20,8000,0.1617,3,0.113,0.0156,0,0.2125,0.5574
75,1,V1-RSC,5,21,25,8000,-0.7631,10,0.9877,0.016,0,0.2421,0.5587
75,1,V1-RSC,6,26,30,8000,0.2432,0,0.0,0.0302,0,0.2347,0.514
77,1,CA1-RSC,1,1,5,8000,0.0604,0,0.0,-0.0322,0,0.1643,0.5173
77,1,CA1-RSC,2,6,10,8000,0.2799,5,0.1421,-0.0484,-2,0.2342,0.5188
77,1,CA1-RSC,3,11,15,8000,0.3219,7,0.2108,-0.0268,0,0.2457,0.4915
77,1,CA1-RSC,4,16,20,8000,0.2757,4,0.0935,0.0125,0,0.1928,0.4845
77,1,CA1-RSC,5,21,25,8000,0.2479,6,0.137,0.0237,3,0.1901,0.4547
77,1,CA1-RSC,6,26,30,8000,0.0703,0,0.0,0.0429,2,0.1569,0.4503
77,1,CA1-DG,1,1,5,8000,0.1022,3,0.034,-0.0621,-4,0.2509,0.6331
77,1,CA1-DG,2,6,10,8000,0.0825,2,0.0089,-0.0807,0,0.3116,0.7711
77,1,CA1-DG,3,11,15,8000,0.1944,2,0.0409,-0.0469,-1,0.282,0.4753
77,1,CA1-DG,4,16,20,8000,-0.1841,3,0.0592,-0.121,-1,0.203,0.3872
77,1,CA1-DG,5,21,25,8000,-0.369,1,0.0889,-0.0375,-2,0.276,0.3229
77,1,CA1-DG,6,26,30,8000,-0.0029,0,0.0,-0.1067,3,0.1923,0.2092
77,1,CA1-V1,1,1,5,8000,0.1259,3,0.0389,-0.0142,-3,0.1695,0.1605
77,1,CA1-V1,2,6,10,8000,0.3991,3,0.1016,0.0059,0,0.2331,0.1087
77,1,CA1-V1,3,11,15,8000,0.2082,5,0.1049,-0.0278,-4,0.2582,0.1298
77,1,CA1-V1,4,16,20,8000,0.207,5,0.0858,-0.0045,0,0.1971,0.079
77,1,CA1-V1,5,21,25,8000,-0.3841,2,0.1722,0.0154,2,0.1877,0.0822
77,1,CA1-V1,6,26,30,8000,0.0192,0,0.0,0.0015,0,0.1536,0.0676
77,1,CA1-SUB,1,1,5,8000,0.1387,2,0.0128,0.0083,-1,0.1854,0.3231
77,1,CA1-SUB,2,6,10,8000,0.1778,5,0.0806,-0.1343,-4,0.2679,0.1505
77,1,CA1-SUB,3,11,15,8000,0.0088,0,0.0,0.0677,-2,0.2351,0.1757
77,1,CA1-SUB,4,16,20,8000,0.0004,0,0.0,-0.0611,0,0.2277,0.0713
77,1,CA1-SUB,5,21,25,8000,0.1997,4,0.0704,0.0464,0,0.2445,0.0763
77,1,CA1-SUB,6,26,30,8000,-0.0028,0,0.0,0.0413,2,0.1943,0.0848
77,1,RSC-SUB,1,1,5,8000,0.0508,0,0.0,0.0349,4,0.5252,0.3201
77,1,RSC-SUB,2,6,10,8000,0.0321,0,0.0,0.0034,4,0.4894,0.1497
77,1,RSC-SUB,3,11,15,8000,0.0542,0,0.0,-0.0263,0,0.496,0.1752
77,1,RSC-SUB,4,16,20,8000,0.0451,0,0.0,0.0411,3,0.4731,0.0707
77,1,RSC-SUB,5,21,25,8000,0.054,0,0.0,0.0953,3,0.4649,0.0768
77,1,RSC-SUB,6,26,30,8000,0.0604,0,0.0,0.0549,2,0.4475,0.0841
77,1,V1-RSC,1,1,5,8000,0.1624,0,0.0,0.0192,5,0.1579,0.5156
77,1,V1-RSC,2,6,10,8000,0.4261,1,0.1002,0.0128,2,0.106,0.5087
77,1,V1-RSC,3,11,15,8000,0.4237,3,0.2095,0.0062,0,0.0795,0.4811
77,1,V1-RSC,4,16,20,8000,0.4247,2,0.1354,0.0266,4,0.1077,0.4766
77,1,V1-RSC,5,21,25,8000,0.023,0,0.0,0.0108,5,0.0531,0.4538
77,1,V1-RSC,6,26,30,8000,0.2352,0,0.0,0.0015,0,0.0744,0.432
98,0,CA1-RSC,1,1,5,8000,0.0632,0,0.0,0.065,1,0.3666,0.1823
98,0,CA1-RSC,2,6,10,8000,0.0763,0,0.0,0.0771,1,0.3211,0.157
98,0,CA1-RSC,3,11,15,8000,0.1274,0,0.0,0.0158,1,0.5233,0.1576
98,0,CA1-RSC,4,16,20,8000,0.1409,1,0.01,0.0147,1,0.2411,0.1568
98,0,CA1-RSC,5,21,25,8000,0.0732,0,0.0,0.0491,2,0.1539,0.1273
98,0,CA1-RSC,6,26,30,8000,0.1294,0,0.0,-0.0114,0,0.3304,0.1588
100,0,CA1-RSC,1,1,5,8000,0.4577,16,0.7387,0.0056,0,0.3901,0.4171
100,0,CA1-RSC,2,6,10,8000,0.0011,0,0.0,-0.0097,-3,0.3694,0.4005
100,0,CA1-RSC,3,11,15,8000,-0.0008,0,0.0,0.0107,4,0.3499,0.3998
100,0,CA1-RSC,4,16,20,8000,0.0354,0,0.0,-0.0002,3,0.347,0.3863
100,0,CA1-RSC,5,21,25,8000,0.0146,2,0.0273,-0.0094,-5,0.3404,0.3247
100,0,CA1-RSC,6,26,30,8000,0.1693,19,0.4067,0.0101,0,0.3595,0.3531
100,0,CA1-DG,1,1,5,8000,0.1944,9,0.1958,-0.0427,0,0.3939,0.4274
100,0,CA1-DG,2,6,10,8000,0.4154,2,0.1161,-0.0327,0,0.3628,0.4199
100,0,CA1-DG,3,11,15,8000,0.3516,2,0.0903,-0.0065,0,0.3467,0.4149
100,0,CA1-DG,4,16,20,8000,0.0951,3,0.0831,0.001,0,0.3441,0.428
100,0,CA1-DG,5,21,25,8000,0.3372,1,0.0604,-0.0354,0,0.3441,0.3983
100,0,CA1-DG,6,26,30,8000,0.3817,2,0.0959,-0.0097,0,0.3604,0.3938
100,0,CA1-V1,1,1,5,8000,0.5607,9,0.6896,-0.0121,0,0.3905,0.3819
100,0,CA1-V1,2,6,10,8000,0.2062,1,0.0217,-0.0246,0,0.3626,0.3789
100,0,CA1-V1,3,11,15,8000,0.0481,1,0.0148,-0.0449,0,0.3491,0.3329
100,0,CA1-V1,4,16,20,8000,0.2244,1,0.0258,-0.0235,0,0.3465,0.3222
100,0,CA1-V1,5,21,25,8000,0.2008,2,0.0453,-0.0112,0,0.339,0.3088
100,0,CA1-V1,6,26,30,8000,0.3234,9,0.2299,-0.0253,0,0.3584,0.3325
100,0,CA1-SUB,1,1,5,8000,0.1326,8,0.3823,-0.0247,0,0.3921,0.3722
100,0,CA1-SUB,2,6,10,8000,0.095,0,0.0,-0.014,0,0.3672,0.3731
100,0,CA1-SUB,3,11,15,8000,0.1003,0,0.0,-0.0108,0,0.3505,0.3598
100,0,CA1-SUB,4,16,20,8000,0.1581,1,0.0127,-0.005,0,0.3474,0.326
100,0,CA1-SUB,5,21,25,8000,0.0548,2,0.024,0.0138,0,0.3414,0.3351
100,0,CA1-SUB,6,26,30,8000,0.2402,13,0.2621,-0.0286,-1,0.3598,0.3299
100,0,RSC-SUB,1,1,5,8000,0.5387,11,0.5608,0.0078,0,0.4157,0.3723
100,0,RSC-SUB,2,6,10,8000,0.0105,0,0.0,0.0248,0,0.3993,0.3728
100,0,RSC-SUB,3,11,15,8000,0.1879,2,0.0277,0.0066,0,0.3996,0.3592
100,0,RSC-SUB,4,16,20,8000,0.2733,8,0.1609,0.0093,0,0.3846,0.3259
100,0,RSC-SUB,5,21,25,8000,0.2184,6,0.0807,-0.0054,0,0.3244,0.3337
100,0,RSC-SUB,6,26,30,8000,0.345,8,0.348,-0.0031,0,0.3528,0.3321
100,0,V1-RSC,1,1,5,8000,0.405,7,0.6644,0.0375,0,0.3768,0.4064
100,0,V1-RSC,2,6,10,8000,0.2852,1,0.0424,0.007,0,0.3703,0.3928
100,0,V1-RSC,3,11,15,8000,0.4902,3,0.2127,0.0251,0,0.3306,0.3946
100,0,V1-RSC,4,16,20,8000,0.1244,3,0.1029,0.013,0,0.3211,0.3789
100,0,V1-RSC,5,21,25,8000,0.2871,4,0.138,0.0345,0,0.3058,0.3118
100,0,V1-RSC,6,26,30,8000,-0.0759,4,0.2156,0.0255,0,0.3323,0.3445
