animal,learner,pair,epoch,dim,bin_ms,lag_bins,lag_ms,r,n_bins,n_fit_trials,r_fit
28,1,CA1-CA3,naive,1,10,-25,-250,0.07188,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,-24,-240,0.04772,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,-23,-230,0.04815,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,-22,-220,0.02309,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,-21,-210,0.04802,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,-20,-200,0.06391,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,-19,-190,0.02703,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,-18,-180,0.00095,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,-17,-170,0.04555,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,-16,-160,0.01807,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,-15,-150,0.02897,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,-14,-140,0.04244,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,-13,-130,0.05658,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,-12,-120,0.05004,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,-11,-110,0.06246,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,-10,-100,0.04277,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,-9,-90,0.04919,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,-8,-80,0.0296,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,-7,-70,0.03752,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,-6,-60,0.06424,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,-5,-50,0.0443,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,-4,-40,0.0489,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,-3,-30,0.04082,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,-2,-20,0.04222,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,-1,-10,0.09307,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,0,0,0.2954,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,1,10,0.09875,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,2,20,0.04854,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,3,30,0.0256,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,4,40,0.03035,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,5,50,0.0306,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,6,60,0.04614,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,7,70,0.0427,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,8,80,0.02819,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,9,90,0.01434,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,10,100,0.00379,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,11,110,0.03692,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,12,120,0.04261,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,13,130,0.04245,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,14,140,0.05359,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,15,150,0.02874,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,16,160,0.04352,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,17,170,0.03552,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,18,180,0.04263,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,19,190,0.0418,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,20,200,0.05354,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,21,210,0.06222,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,22,220,0.03174,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,23,230,0.0206,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,24,240,0.01518,6000,30,0.2722
28,1,CA1-CA3,naive,1,10,25,250,0.03101,6000,30,0.2722
28,1,CA1-CA3,naive,2,10,-25,-250,0.03029,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,-24,-240,0.0013,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,-23,-230,-0.04249,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,-22,-220,-0.07221,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,-21,-210,-0.09272,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,-20,-200,-0.08109,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,-19,-190,-0.06048,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,-18,-180,-0.05133,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,-17,-170,-0.00339,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,-16,-160,0.06166,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,-15,-150,0.09647,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,-14,-140,0.11568,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,-13,-130,0.10554,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,-12,-120,0.08471,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,-11,-110,0.02262,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,-10,-100,-0.02743,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,-9,-90,-0.06782,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,-8,-80,-0.11392,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,-7,-70,-0.11458,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,-6,-60,-0.09945,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,-5,-50,-0.08383,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,-4,-40,-0.02715,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,-3,-30,0.04277,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,-2,-20,0.08053,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,-1,-10,0.13756,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,0,0,0.24889,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,1,10,0.13545,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,2,20,0.076,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,3,30,0.0057,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,4,40,-0.05744,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,5,50,-0.08762,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,6,60,-0.0882,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,7,70,-0.07328,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,8,80,-0.06703,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,9,90,-0.07394,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,10,100,-0.02031,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,11,110,0.01231,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,12,120,0.07709,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,13,130,0.11204,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,14,140,0.11382,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,15,150,0.08084,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,16,160,0.05654,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,17,170,0.01841,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,18,180,-0.03252,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,19,190,-0.06575,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,20,200,-0.07704,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,21,210,-0.07198,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,22,220,-0.05075,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,23,230,-0.04449,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,24,240,0.00801,6000,30,0.2389
28,1,CA1-CA3,naive,2,10,25,250,0.04355,6000,30,0.2389
28,1,CA1-CA3,naive,3,10,-25,-250,0.01375,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,-24,-240,-0.0001,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,-23,-230,-0.01571,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,-22,-220,-0.04715,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,-21,-210,-0.05781,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,-20,-200,-0.04916,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,-19,-190,-0.05906,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,-18,-180,-0.04116,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,-17,-170,-0.02137,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,-16,-160,0.02566,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,-15,-150,0.03505,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,-14,-140,0.05252,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,-13,-130,0.05999,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,-12,-120,0.05956,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,-11,-110,0.01162,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,-10,-100,-0.02604,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,-9,-90,-0.04947,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,-8,-80,-0.02961,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,-7,-70,-0.02594,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,-6,-60,-0.0576,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,-5,-50,-0.05284,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,-4,-40,-0.04302,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,-3,-30,-0.01276,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,-2,-20,0.03074,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,-1,-10,0.07603,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,0,0,0.13036,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,1,10,0.08047,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,2,20,0.03137,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,3,30,-0.01482,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,4,40,-0.02799,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,5,50,-0.02674,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,6,60,-0.05208,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,7,70,-0.05415,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,8,80,-0.03614,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,9,90,-0.06033,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,10,100,-0.04807,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,11,110,-0.0058,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,12,120,0.03954,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,13,130,0.07386,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,14,140,0.06577,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,15,150,0.02822,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,16,160,0.03653,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,17,170,0.00046,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,18,180,0.01322,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,19,190,0.00498,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,20,200,-0.05011,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,21,210,-0.06004,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,22,220,-0.06362,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,23,230,-0.04777,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,24,240,0.00074,6000,30,0.1913
28,1,CA1-CA3,naive,3,10,25,250,0.00367,6000,30,0.1913
28,1,CA1-CA3,intermediate,1,10,-25,-250,-0.00014,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,-24,-240,0.00366,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,-23,-230,0.01083,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,-22,-220,0.02288,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,-21,-210,0.02751,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,-20,-200,0.01553,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,-19,-190,0.0284,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,-18,-180,0.02712,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,-17,-170,0.0203,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,-16,-160,0.02035,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,-15,-150,0.03281,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,-14,-140,0.03324,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,-13,-130,0.01455,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,-12,-120,0.00833,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,-11,-110,0.01178,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,-10,-100,0.02635,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,-9,-90,0.02167,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,-8,-80,0.00249,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,-7,-70,-0.00054,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,-6,-60,4e-05,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,-5,-50,0.02752,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,-4,-40,0.03802,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,-3,-30,0.0445,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,-2,-20,0.05557,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,-1,-10,0.09624,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,0,0,0.26788,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,1,10,0.08108,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,2,20,0.03532,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,3,30,0.0354,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,4,40,0.02459,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,5,50,0.03059,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,6,60,0.01473,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,7,70,0.02867,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,8,80,0.00063,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,9,90,0.01703,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,10,100,0.02942,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,11,110,0.0227,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,12,120,0.0405,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,13,130,0.03357,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,14,140,0.04681,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,15,150,0.03887,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,16,160,0.0403,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,17,170,0.03623,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,18,180,0.05001,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,19,190,0.0603,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,20,200,0.03256,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,21,210,0.00383,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,22,220,0.0097,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,23,230,0.02747,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,24,240,0.03001,6000,30,0.2722
28,1,CA1-CA3,intermediate,1,10,25,250,0.03322,6000,30,0.2722
28,1,CA1-CA3,intermediate,2,10,-25,-250,0.00873,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,-24,-240,-0.01369,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,-23,-230,-0.05515,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,-22,-220,-0.07083,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,-21,-210,-0.0719,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,-20,-200,-0.07394,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,-19,-190,-0.05049,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,-18,-180,-0.02775,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,-17,-170,0.018,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,-16,-160,0.07825,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,-15,-150,0.12658,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,-14,-140,0.13328,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,-13,-130,0.12879,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,-12,-120,0.10073,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,-11,-110,0.03212,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,-10,-100,-0.00073,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,-9,-90,-0.03393,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,-8,-80,-0.04512,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,-7,-70,-0.06316,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,-6,-60,-0.08737,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,-5,-50,-0.07929,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,-4,-40,-0.06126,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,-3,-30,-0.02373,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,-2,-20,0.02929,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,-1,-10,0.12447,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,0,0,0.25437,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,1,10,0.14768,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,2,20,0.10648,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,3,30,0.05141,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,4,40,-0.03133,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,5,50,-0.03895,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,6,60,-0.06095,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,7,70,-0.07037,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,8,80,-0.07782,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,9,90,-0.08405,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,10,100,-0.06583,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,11,110,-0.04453,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,12,120,0.01659,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,13,130,0.0729,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,14,140,0.1054,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,15,150,0.11414,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,16,160,0.09044,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,17,170,0.04524,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,18,180,0.02284,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,19,190,0.00922,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,20,200,-0.04222,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,21,210,-0.04473,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,22,220,-0.0572,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,23,230,-0.06022,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,24,240,-0.05066,6000,30,0.2389
28,1,CA1-CA3,intermediate,2,10,25,250,-0.03968,6000,30,0.2389
28,1,CA1-CA3,intermediate,3,10,-25,-250,-0.01921,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,-24,-240,-0.03357,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,-23,-230,-0.05121,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,-22,-220,-0.05411,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,-21,-210,-0.05887,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,-20,-200,-0.01203,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,-19,-190,-0.03501,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,-18,-180,-0.02508,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,-17,-170,0.02652,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,-16,-160,0.06728,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,-15,-150,0.08071,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,-14,-140,0.06058,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,-13,-130,0.07144,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,-12,-120,0.03242,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,-11,-110,-0.02542,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,-10,-100,-0.06113,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,-9,-90,-0.0755,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,-8,-80,-0.07029,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,-7,-70,-0.04658,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,-6,-60,-0.04848,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,-5,-50,-0.03177,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,-4,-40,-0.02339,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,-3,-30,0.02264,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,-2,-20,0.08826,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,-1,-10,0.15604,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,0,0,0.22512,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,1,10,0.09596,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,2,20,0.03716,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,3,30,-0.01173,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,4,40,-0.05607,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,5,50,-0.07869,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,6,60,-0.07954,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,7,70,-0.06849,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,8,80,-0.06969,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,9,90,-0.04751,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,10,100,-0.02795,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,11,110,-8e-05,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,12,120,0.03541,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,13,130,0.04806,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,14,140,0.07594,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,15,150,0.08434,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,16,160,0.04455,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,17,170,0.02852,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,18,180,-0.03664,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,19,190,-0.05369,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,20,200,-0.05114,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,21,210,-0.05118,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,22,220,-0.03048,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,23,230,-0.03074,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,24,240,-0.02945,6000,30,0.1913
28,1,CA1-CA3,intermediate,3,10,25,250,-0.02991,6000,30,0.1913
28,1,CA1-CA3,expert,1,10,-25,-250,0.02756,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,-24,-240,0.0345,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,-23,-230,0.026,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,-22,-220,0.02741,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,-21,-210,-0.01348,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,-20,-200,-0.03027,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,-19,-190,-0.00357,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,-18,-180,0.04323,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,-17,-170,0.04604,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,-16,-160,0.0446,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,-15,-150,0.05429,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,-14,-140,0.05476,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,-13,-130,0.03829,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,-12,-120,0.04071,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,-11,-110,0.02884,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,-10,-100,0.04293,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,-9,-90,0.0362,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,-8,-80,0.04634,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,-7,-70,0.04753,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,-6,-60,0.04669,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,-5,-50,0.0579,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,-4,-40,0.05181,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,-3,-30,-0.01339,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,-2,-20,0.03617,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,-1,-10,0.0935,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,0,0,0.25535,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,1,10,0.09791,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,2,20,0.00713,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,3,30,0.00891,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,4,40,0.03398,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,5,50,0.03319,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,6,60,0.0321,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,7,70,0.03131,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,8,80,0.05428,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,9,90,0.06754,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,10,100,0.05668,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,11,110,0.03236,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,12,120,0.03202,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,13,130,0.03057,6000,30,0.2722
28,1,CA1-CA3,expert,1,10,14,140,0.05903,6000,30,0.2722
