animal,pair,epoch,area,n_units,rho_contrib_conn,rho_contrib_conn_ratepart,rho_contrib,rho_contrib_ratepart,rho_rate_rel,rho_contrib_conn_tune,rho_contrib_conn_tune_ratepart,rho_contrib_tune,rho_contrib_tune_ratepart,rho_rate_tune,rho_contrib_conn_tomrel,rho_contrib_conn_tomrel_ratepart,rho_rate_tomrel,rho_rel_tomrel
66,CA1-RSC,expert,CA1,29,0.5759,0.2679,0.2995,0.0823,0.6261,0.5495,0.1545,0.3519,0.1865,0.7367,0.5429,0.2103,0.6266,0.9236
66,CA1-RSC,expert,RSC,18,0.515,0.5217,0.3024,0.1662,0.4964,0.2425,0.2075,0.2632,0.0601,0.6574,0.4386,0.422,0.3375,0.8679
66,CA1-RSC,intermediate,CA1,28,0.2583,-0.0883,0.0969,-0.0054,0.5813,0.315,-0.0826,0.0836,0.0382,0.7338,0.2818,-0.0691,0.5532,0.9524
66,CA1-RSC,intermediate,RSC,18,0.3375,0.2924,0.1414,0.0476,0.3725,0.1785,0.0462,0.1579,-0.087,0.7895,0.1971,0.1228,0.4778,0.8431
66,CA1-RSC,naive,CA1,27,0.3657,0.3223,0.3681,0.3607,0.1966,0.3415,0.0701,0.3098,0.2665,0.6929,0.5939,0.5285,0.3372,0.7265
66,CA1-RSC,naive,RSC,18,0.3891,0.32,0.2776,0.3081,0.4014,0.2239,-0.0639,0.16,0.4634,0.9298,0.2755,0.1681,0.515,0.8246
66,CA1-SUB,expert,CA1,29,0.5379,0.0728,0.3759,0.045,0.6261,0.6305,0.1264,0.4893,0.202,0.7367,0.5502,0.0987,0.6266,0.9236
66,CA1-SUB,expert,SUB,13,0.8242,0.8233,0.3571,0.3334,0.1374,0.7253,0.7178,0.1923,0.1512,0.1538,0.7692,0.7653,0.1429,0.9396
66,CA1-SUB,intermediate,CA1,28,0.6623,0.4771,0.2255,0.0872,0.5813,0.4524,0.067,0.1062,-0.0456,0.7338,0.6468,0.454,0.5532,0.9524
66,CA1-SUB,intermediate,SUB,13,0.6648,0.6619,0.3681,0.3599,0.0879,0.4011,0.3767,0.1154,0.0409,0.2527,0.4505,0.4295,0.2363,0.8846
66,CA1-SUB,naive,CA1,27,0.5385,0.5113,0.3755,0.3576,0.1966,0.4943,0.2899,0.3437,0.2598,0.6929,0.7209,0.6771,0.3372,0.7265
66,CA1-SUB,naive,SUB,13,0.7033,0.6918,0.0549,-0.0453,0.2637,0.6099,0.5933,0.044,-0.0739,0.3022,0.6813,0.6687,0.2637,0.8681
66,CA1-V1,expert,CA1,29,0.5034,0.105,0.2773,0.0304,0.6261,0.5977,0.1947,0.347,0.1489,0.7367,0.5261,0.1458,0.6266,0.9236
66,CA1-V1,expert,V1,22,0.2626,0.2359,-0.2784,-0.2857,0.2355,0.0152,-0.0438,0.039,0.0429,0.3631,0.1135,0.087,0.1903,0.7945
66,CA1-V1,intermediate,CA1,28,0.6825,0.5176,0.0131,-0.114,0.5813,0.5433,0.2563,0.0177,-0.0658,0.7338,0.6399,0.4506,0.5532,0.9524
66,CA1-V1,intermediate,V1,22,0.4331,0.3995,-0.1146,-0.1067,0.1846,0.2648,0.1384,-0.0085,0.0087,0.3123,0.2208,0.1813,0.1316,0.8046
66,CA1-V1,naive,CA1,27,0.4841,0.4517,0.3895,0.3835,0.1966,0.3257,0.0389,0.3322,0.3026,0.6929,0.5917,0.5251,0.3372,0.7265
66,CA1-V1,naive,V1,22,0.3439,0.2769,0.1146,0.0649,0.2919,0.0841,-0.0663,0.0909,0.0111,0.4421,0.1022,0.022,0.258,0.8453
66,RSC-SUB,expert,RSC,18,0.612,0.4951,0.6698,0.6146,0.4964,0.5191,0.3179,0.3994,0.2503,0.6574,0.5129,0.4268,0.3375,0.8679
66,RSC-SUB,expert,SUB,13,0.6209,0.6113,0.3571,0.3334,0.1374,0.5769,0.5634,0.1923,0.1512,0.1538,0.489,0.4739,0.1429,0.9396
66,RSC-SUB,intermediate,RSC,18,0.1104,0.0373,0.2116,0.1503,0.3725,0.0609,-0.1685,0.1269,-0.0531,0.7895,-0.0258,-0.1441,0.4778,0.8431
66,RSC-SUB,intermediate,SUB,13,0.2802,0.2702,0.3681,0.3599,0.0879,0.4945,0.4735,0.1154,0.0409,0.2527,0.4945,0.4744,0.2363,0.8846
66,RSC-SUB,naive,RSC,18,0.484,0.3947,0.3746,0.3563,0.4014,0.4386,0.2807,0.2838,0.4541,0.9298,0.5542,0.4573,0.515,0.8246
66,RSC-SUB,naive,SUB,13,0.3791,0.3492,0.0549,-0.0453,0.2637,0.3571,0.3225,0.044,-0.0739,0.3022,0.467,0.4419,0.2637,0.8681
66,V1-RSC,expert,RSC,18,0.515,0.5323,0.3024,0.1662,0.4964,-0.063,-0.1828,0.2632,0.0601,0.6574,0.4407,0.4305,0.3375,0.8679
66,V1-RSC,expert,V1,22,0.1067,-0.0846,-0.2072,-0.23,0.2355,0.0028,-0.3797,-0.0525,-0.0827,0.3631,-0.0457,-0.2564,0.1903,0.7945
66,V1-RSC,intermediate,RSC,18,0.6636,0.594,0.1414,0.0476,0.3725,0.3375,-0.1053,0.1579,-0.087,0.7895,0.7399,0.6589,0.4778,0.8431
66,V1-RSC,intermediate,V1,22,0.3574,0.3114,-0.0186,-0.0178,0.1846,0.2468,0.1054,-0.0796,-0.0818,0.3123,0.153,0.1003,0.1316,0.8046
66,V1-RSC,naive,RSC,18,0.5562,0.5593,0.2776,0.3081,0.4014,0.1992,0.2431,0.16,0.4634,0.9298,0.7296,0.7854,0.515,0.8246
66,V1-RSC,naive,V1,22,0.4591,0.3821,0.1417,0.108,0.2919,0.2174,0.0163,-0.0582,-0.1326,0.4421,0.3902,0.3162,0.258,0.8453
68,CA1-CA3,expert,CA1,18,-0.2136,-0.3289,-0.4262,-0.4521,0.0155,0.3891,-0.4186,0.0691,-0.2786,0.7792,-0.3086,-0.3956,-0.0526,0.7234
68,CA1-CA3,expert,CA3,12,0.4615,0.4988,0.049,0.0943,0.2657,0.7972,0.5868,0.1259,0.3129,0.6713,0.5245,0.4884,0.3497,0.9441
68,CA1-CA3,intermediate,CA1,18,-0.2343,-0.2974,-0.1393,-0.1439,-0.0093,0.1827,-0.4864,-0.0547,-0.4113,0.7007,-0.2343,-0.4578,0.1744,0.6099
68,CA1-CA3,intermediate,CA3,12,0.1049,-0.385,-0.1119,-0.1794,0.3077,0.6923,0.3286,0.3287,0.2817,0.6503,0.3147,-0.0933,0.3986,0.8741
68,CA1-CA3,naive,CA1,18,-0.6739,-0.6997,-0.6636,-0.6636,0.0134,-0.3106,-0.443,-0.226,-0.2401,0.3581,-0.4345,-0.4836,0.1207,0.5624
68,CA1-CA3,naive,CA3,11,-0.3273,-0.335,-0.1909,-0.263,-0.2,0.4266,0.2656,-0.1469,0.0882,0.4825,0.3182,-0.1117,0.4091,0.6273
68,CA1-DG,expert,CA1,18,-0.0217,-0.0465,-0.5604,-0.562,0.0155,0.418,-0.3087,-0.2508,-0.2695,0.7792,-0.0052,0.0459,-0.0526,0.7234
68,CA1-DG,expert,DG,24,0.5774,-0.3589,0.1087,-0.3107,0.8183,0.8035,0.2218,0.3678,0.1557,0.8896,0.7296,0.0101,0.8635,0.7957
68,CA1-DG,intermediate,CA1,18,-0.1187,-0.1814,-0.3292,-0.3297,-0.0093,0.4035,-0.3418,-0.3127,-0.5265,0.7007,-0.0836,-0.3661,0.1744,0.6099
68,CA1-DG,intermediate,DG,24,0.3496,-0.1918,0.0183,-0.2018,0.507,0.7652,0.02,0.2452,-0.1645,0.887,0.7357,-0.0094,0.8609,0.6661
68,CA1-DG,naive,CA1,18,-0.6037,-0.7393,-0.5996,-0.6024,0.0134,-0.1971,-0.5162,-0.2074,-0.1772,0.3581,-0.3333,-0.4888,0.1207,0.5624
68,CA1-DG,naive,DG,24,0.48,0.2741,0.1748,0.0582,0.4104,0.4904,0.0985,0.2861,0.1541,0.5357,0.5574,0.3634,0.4539,0.7739
68,CA1-RSC,expert,CA1,18,-0.0052,-0.0109,-0.5604,-0.562,0.0155,0.1723,-0.1422,-0.2508,-0.2695,0.7792,0.0588,0.0808,-0.0526,0.7234
68,CA1-RSC,expert,RSC,22,0.2027,0.2785,-0.2479,-0.2547,-0.0469,0.5008,0.2036,0.2547,-0.0695,0.6623,0.127,0.1992,-0.0649,0.9345
68,CA1-RSC,intermediate,CA1,18,0.1084,0.1155,-0.3292,-0.3297,-0.0093,0.0196,-0.2552,-0.3127,-0.5265,0.7007,-0.0423,-0.0959,0.1744,0.6099
68,CA1-RSC,intermediate,RSC,22,0.3416,0.3928,-0.1767,-0.1443,-0.1203,0.31,0.1783,-0.0062,-0.3368,0.6522,0.3394,0.3428,0.0367,0.9458
68,CA1-RSC,naive,CA1,18,-0.5212,-0.5464,-0.612,-0.614,0.0134,-0.2136,-0.349,-0.2178,-0.1943,0.3581,-0.2363,-0.283,0.1207,0.5624
68,CA1-RSC,naive,RSC,22,-0.0954,-0.0622,-0.3168,-0.2978,-0.2388,-0.3789,-0.4964,-0.2851,-0.3781,0.4297,-0.2547,-0.2331,-0.1892,0.8543
68,CA3-DG,expert,CA3,12,0.4685,0.408,0.0629,0.1028,0.2657,0.6503,0.3525,0.1329,0.3023,0.6713,0.5734,0.4893,0.3497,0.9441
68,CA3-DG,expert,DG,24,0.6687,-0.0873,0.3443,-0.0276,0.8183,0.847,0.3785,0.4661,0.1856,0.8896,0.7748,0.1549,0.8635,0.7957
68,CA3-DG,intermediate,CA3,12,0.1748,-0.0969,-0.1189,-0.216,0.3077,0.5105,0.03,0.3776,0.2853,0.6503,0.4825,0.301,0.3986,0.8741
68,CA3-DG,intermediate,DG,24,0.2887,-0.2932,0.0374,-0.2433,0.507,0.7443,-0.0028,0.4391,0.1088,0.887,0.7165,-0.0239,0.8609,0.6661
68,CA3-DG,naive,CA3,11,-0.2455,-0.1481,-0.1909,-0.263,-0.2,0.4685,0.3716,-0.1469,0.0882,0.4825,0.3091,0.0127,0.4091,0.6273
68,CA3-DG,naive,DG,24,0.4157,0.1483,0.3974,0.2001,0.4104,0.4417,-0.0036,0.4826,0.2277,0.5357,0.5113,0.2712,0.4539,0.7739
73,CA1-DG,expert,CA1,26,0.4106,-0.1265,0.1562,-0.2753,0.7238,0.4516,-0.3281,0.3915,-0.0014,0.8708,0.2807,-0.3945,0.7333,0.7798
73,CA1-DG,expert,DG,29,-0.0744,-0.2266,-0.1635,-0.2474,0.3374,0.136,-0.1139,0.0222,-0.1192,0.6005,0.0961,-0.2041,0.6527,0.5069
73,CA1-DG,intermediate,CA1,26,0.1679,-0.2692,-0.3053,-0.5215,0.4844,0.5904,0.0609,0.1432,-0.1429,0.812,0.3135,-0.2455,0.6444,0.8455
73,CA1-DG,intermediate,DG,29,0.398,-0.0672,0.1054,-0.2537,0.5266,0.7483,0.3979,0.3483,-0.0751,0.7207,0.7034,0.2902,0.7177,0.5404
73,CA1-DG,naive,CA1,26,0.5822,0.2223,0.1583,0.0458,0.6643,0.4846,0.0744,0.0662,0.0112,0.6723,0.4147,-0.1558,0.708,0.8154
73,CA1-DG,naive,DG,29,0.6995,0.4344,0.398,0.0223,0.6138,0.5936,0.244,0.2567,-0.1747,0.5862,0.6438,0.3392,0.5951,0.7906
73,CA1-RSC,expert,CA1,26,0.148,-0.4373,0.1562,-0.2753,0.7238,0.4085,-0.1762,0.3915,-0.0014,0.8708,0.1877,-0.3832,0.7333,0.7798
73,CA1-RSC,expert,RSC,63,0.2177,0.0639,0.2447,0.095,0.4036,0.3368,0.0064,0.3474,0.0152,0.83,0.3004,0.0354,0.6792,0.7862
73,CA1-RSC,intermediate,CA1,26,0.2677,0.0777,-0.2991,-0.5268,0.4844,0.2985,-0.0893,0.148,-0.16,0.812,0.3921,0.1703,0.6444,0.8455
73,CA1-RSC,intermediate,RSC,63,0.4772,0.3296,0.3327,0.246,0.5803,0.3356,0.092,0.2166,0.0989,0.759,0.4042,0.2187,0.6198,0.873
73,CA1-RSC,naive,CA1,26,0.4099,0.1898,0.1446,0.029,0.6643,0.3454,0.1573,0.0815,0.0341,0.6723,0.2903,-0.0151,0.708,0.8154
73,CA1-RSC,naive,RSC,63,0.5996,0.3478,0.4454,0.2392,0.6853,0.5558,0.2212,0.3714,0.0571,0.7994,0.6297,0.3512,0.7463,0.9088
73,CA1-SUB,expert,CA1,26,0.615,0.1365,0.1562,-0.2753,0.7238,0.6403,-0.0848,0.3915,-0.0014,0.8708,0.4995,-0.1427,0.7333,0.7798
73,CA1-SUB,expert,SUB,27,0.4084,0.3618,0.1899,0.1939,0.257,0.3223,0.2382,0.1074,0.1128,0.395,0.2546,0.2189,0.1673,0.8034
73,CA1-SUB,intermediate,CA1,26,0.2499,0.0411,-0.3053,-0.5215,0.4844,0.2971,-0.1303,0.1432,-0.1429,0.812,0.3395,0.0729,0.6444,0.8455
73,CA1-SUB,intermediate,SUB,27,0.6111,0.5675,0.1752,0.1676,0.2772,0.4908,0.3976,0.1264,0.1155,0.3755,0.4035,0.3346,0.2656,0.7961
73,CA1-SUB,naive,CA1,26,0.5077,0.1495,0.1446,0.029,0.6643,0.3977,0.0009,0.0815,0.0341,0.6723,0.4256,-0.0428,0.708,0.8154
73,CA1-SUB,naive,SUB,27,0.3309,0.1485,0.2827,0.1562,0.3498,0.3071,0.1175,0.3254,0.2078,0.3474,0.2668,0.1011,0.301,0.7985
73,CA1-V1,expert,CA1,26,0.1836,-0.1308,0.1487,-0.2802,0.7238,0.2465,-0.1648,0.3545,-0.0744,0.8708,0.0448,-0.3581,0.7333,0.7798
73,CA1-V1,expert,V1,18,0.1909,0.1693,-0.1992,-0.1017,0.4964,0.0918,0.0432,-0.1104,0.057,0.6656,0.1868,0.1655,0.3911,0.9051
73,CA1-V1,intermediate,CA1,26,-0.0728,-0.285,-0.2417,-0.4567,0.4844,0.1672,-0.1901,0.1699,-0.1177,0.812,0.0147,-0.2789,0.6444,0.8455
73,CA1-V1,intermediate,V1,19,0.1386,0.0938,-0.0667,0.0152,0.1912,0.0341,-0.0797,-0.2157,-0.0207,0.6285,0.2912,0.1972,0.4772,0.6737
73,CA1-V1,naive,CA1,26,0.2581,0.1254,0.1344,-0.0817,0.6643,0.0192,-0.1194,0.1415,0.0083,0.6723,0.04,-0.2025,0.708,0.8154
73,CA1-V1,naive,V1,19,0.0228,0.117,-0.3368,-0.0606,0.6088,-0.0702,0.033,-0.3386,0.0832,0.7912,0.014,0.1165,0.6491,0.9333
73,RSC-SUB,expert,RSC,63,0.3279,0.1711,0.2473,0.102,0.4036,0.4185,0.0588,0.3397,0.0154,0.83,0.3849,0.1014,0.6792,0.7862
73,RSC-SUB,expert,SUB,27,0.2283,0.2053,0.2076,0.214,0.257,0.2173,0.1855,0.1233,0.1329,0.395,0.2668,0.2518,0.1673,0.8034
73,RSC-SUB,intermediate,RSC,63,0.4012,0.2652,0.3272,0.2407,0.5803,0.2877,0.0852,0.2121,0.0949,0.759,0.3619,0.2036,0.6198,0.873
73,RSC-SUB,intermediate,SUB,27,0.4982,0.4505,0.1752,0.1676,0.2772,0.4835,0.415,0.1264,0.1155,0.3755,0.5275,0.485,0.2656,0.7961
73,RSC-SUB,naive,RSC,63,0.6142,0.3548,0.4411,0.236,0.6853,0.5638,0.2075,0.3673,0.0555,0.7994,0.616,0.3036,0.7463,0.9088
73,RSC-SUB,naive,SUB,27,0.7772,0.7449,0.265,0.1382,0.3498,0.7283,0.6893,0.3168,0.2003,0.3474,0.7619,0.7345,0.301,0.7985
73,V1-RSC,expert,RSC,63,0.4382,0.3095,0.2625,0.1219,0.4036,0.4658,0.1692,0.342,0.0295,0.83,0.4067,0.1406,0.6792,0.7862
73,V1-RSC,expert,V1,18,0.1847,0.0394,-0.1992,-0.1017,0.4964,0.387,0.2576,-0.1104,0.057,0.6656,0.2714,0.173,0.3911,0.9051
73,V1-RSC,intermediate,RSC,63,0.4087,0.2867,0.3413,0.2534,0.5803,0.3257,0.1675,0.2231,0.1027,0.759,0.3819,0.2442,0.6198,0.873
73,V1-RSC,intermediate,V1,19,0.0719,0.0437,-0.0667,0.0152,0.1912,0.1971,0.1997,-0.2157,-0.0207,0.6285,0.2281,0.1778,0.4772,0.6737
73,V1-RSC,naive,RSC,63,0.5802,0.348,0.4469,0.2276,0.6853,0.5037,0.1939,0.3823,0.0533,0.7994,0.5988,0.3333,0.7463,0.9088
73,V1-RSC,naive,V1,19,-0.0351,0.0015,-0.3368,-0.0606,0.6088,0.0614,0.1779,-0.3386,0.0832,0.7912,-0.0737,-0.046,0.6491,0.9333
75,CA1-DG,expert,CA1,25,0.4815,0.1584,0.1815,0.1081,0.5915,0.3722,-0.1851,-0.0391,-0.1418,0.7513,0.2238,-0.1997,0.5408,0.8492
75,CA1-DG,expert,DG,51,0.6069,0.4379,0.4936,0.4096,0.6963,0.4261,0.1162,0.3046,0.0749,0.8259,0.5699,0.3877,0.739,0.836
75,CA1-DG,intermediate,CA1,24,0.2791,-0.0175,0.1513,0.0634,0.4704,0.4557,0.1314,-0.074,-0.0765,0.7482,0.3861,0.1404,0.4661,0.7896
75,CA1-DG,intermediate,DG,51,0.6543,0.1931,0.4386,0.0218,0.7862,0.8394,0.3973,0.6378,0.3362,0.8943,0.7718,0.3096,0.8349,0.8395
75,CA1-DG,naive,CA1,25,0.4323,0.1422,0.2785,0.1942,0.5838,0.2599,-0.3301,0.1107,-0.1549,0.7925,0.35,-0.0435,0.6508,0.7808
75,CA1-DG,naive,DG,51,0.1699,-0.1364,-0.0007,-0.1835,0.4789,0.3946,0.0381,0.1881,0.0562,0.7402,0.5238,0.2131,0.6591,0.6147
75,CA1-RSC,expert,CA1,25,0.68,0.526,0.1815,0.1081,0.5915,0.353,-0.056,-0.0391,-0.1418,0.7513,0.4623,0.2338,0.5408,0.8492
75,CA1-RSC,expert,RSC,185,0.6158,0.4134,0.5836,0.3889,0.6603,0.455,0.1217,0.443,0.1412,0.7842,0.5774,0.358,0.6487,0.9052
75,CA1-RSC,intermediate,CA1,24,0.6391,0.4956,0.1478,0.0561,0.4704,0.3055,-0.211,-0.0785,-0.0922,0.7482,0.3991,0.1372,0.4661,0.7896
75,CA1-RSC,intermediate,RSC,182,0.5608,0.3688,0.5105,0.328,0.6289,0.4062,0.083,0.3807,0.1085,0.7882,0.5307,0.2943,0.6472,0.9217
75,CA1-RSC,naive,CA1,25,0.4715,0.2004,0.2577,0.1739,0.5838,0.3103,-0.2473,0.1008,-0.1758,0.7925,0.3646,-0.0216,0.6508,0.7808
75,CA1-RSC,naive,RSC,183,0.5212,0.334,0.4717,0.3238,0.7034,0.4028,0.0965,0.3332,0.0479,0.7973,0.4417,0.2047,0.6989,0.8934
75,CA1-SUB,expert,CA1,25,0.6946,0.5064,0.1815,0.1081,0.5915,0.5052,0.0856,-0.0391,-0.1418,0.7513,0.5446,0.3025,0.5408,0.8492
75,CA1-SUB,expert,SUB,38,0.3761,0.3377,0.1485,0.1088,0.34,0.345,0.2969,0.2903,0.2578,0.4422,0.354,0.3099,0.3925,0.7219
75,CA1-SUB,intermediate,CA1,24,0.7252,0.6288,0.1443,0.0535,0.4704,0.4681,0.0073,-0.0807,-0.0918,0.7482,0.4243,0.153,0.4661,0.7896
75,CA1-SUB,intermediate,SUB,38,0.3356,0.2609,0.1513,0.1315,0.2984,0.4691,0.3739,0.069,0.032,0.4632,0.389,0.3196,0.301,0.8567
75,CA1-SUB,naive,CA1,25,0.5462,0.33,0.2577,0.1739,0.5838,0.2856,-0.2144,0.1008,-0.1758,0.7925,0.5623,0.3199,0.6508,0.7808
75,CA1-SUB,naive,SUB,38,0.3737,0.3553,0.147,0.1928,0.129,0.2382,0.1816,-0.0553,0.0226,0.2697,0.2857,0.2559,0.1625,0.756
75,CA1-V1,expert,CA1,25,0.1577,0.1173,0.1815,0.1081,0.5915,-0.0661,-0.113,-0.0391,-0.1418,0.7513,-0.0238,-0.0982,0.5408,0.8492
75,CA1-V1,expert,V1,63,0.1563,-0.0228,0.1565,-0.0507,0.5036,0.1959,-0.0358,0.213,-0.059,0.6993,0.1622,-0.0047,0.4786,0.9018
75,CA1-V1,intermediate,CA1,24,0.2678,0.1686,0.147,0.0561,0.4704,0.2355,0.3049,-0.083,-0.0965,0.7482,0.2748,0.1776,0.4661,0.7896
75,CA1-V1,intermediate,V1,63,-0.0582,-0.2599,-0.1083,-0.2876,0.4957,0.2184,0.0028,0.2014,0.0253,0.6879,-0.0592,-0.2352,0.4466,0.9062
75,CA1-V1,naive,CA1,25,0.5423,0.316,0.2677,0.1764,0.5838,0.4881,0.1997,0.1166,-0.1752,0.7925,0.4931,0.1985,0.6508,0.7808
75,CA1-V1,naive,V1,63,0.0354,0.0629,0.1101,0.1739,0.4189,-0.0916,-0.0796,-0.1768,-0.1406,0.7389,-0.0566,-0.041,0.356,0.9134
75,RSC-SUB,expert,RSC,185,0.6209,0.42,0.5862,0.3881,0.6603,0.4808,0.1697,0.4465,0.1407,0.7842,0.5915,0.3784,0.6487,0.9052
75,RSC-SUB,expert,SUB,38,0.5286,0.4946,0.1122,0.0905,0.34,0.4511,0.4042,0.2301,0.2176,0.4422,0.4513,0.4066,0.3925,0.7219
75,RSC-SUB,intermediate,RSC,182,0.5332,0.3345,0.5095,0.324,0.6289,0.4075,0.1029,0.3814,0.105,0.7882,0.5094,0.2674,0.6472,0.9217
75,RSC-SUB,intermediate,SUB,38,0.4242,0.3776,0.1553,0.1305,0.2984,0.2181,0.1176,0.0695,0.0235,0.4632,0.2809,0.2219,0.301,0.8567
75,RSC-SUB,naive,RSC,183,0.5378,0.3382,0.4734,0.3189,0.7034,0.4228,0.0966,0.3366,0.0419,0.7973,0.4586,0.2103,0.6989,0.8934
75,RSC-SUB,naive,SUB,38,0.2362,0.2393,0.1605,0.2142,0.129,0.0279,0.0312,-0.0402,0.0497,0.2697,0.0483,0.0502,0.1625,0.756
75,V1-RSC,expert,RSC,185,0.6964,0.5035,0.5949,0.3953,0.6603,0.5325,0.1866,0.4392,0.1172,0.7842,0.6662,0.4586,0.6487,0.9052
75,V1-RSC,expert,V1,63,0.541,0.4267,0.1617,-0.0405,0.5036,0.401,0.2088,0.2128,-0.053,0.6993,0.4677,0.3412,0.4786,0.9018
75,V1-RSC,intermediate,RSC,182,0.5482,0.3791,0.5361,0.3621,0.6289,0.3739,0.0908,0.3909,0.121,0.7882,0.5281,0.3198,0.6472,0.9217
75,V1-RSC,intermediate,V1,63,-0.0051,-0.1346,-0.1113,-0.2614,0.4957,0.2228,0.1011,0.1527,-0.0,0.6879,-0.0603,-0.1816,0.4466,0.9062
75,V1-RSC,naive,RSC,183,0.5755,0.3831,0.4929,0.3417,0.7034,0.4535,0.1249,0.3538,0.063,0.7973,0.4932,0.2474,0.6989,0.8934
75,V1-RSC,naive,V1,63,0.2696,0.3251,0.1044,0.1812,0.4189,-0.1157,-0.1062,-0.2018,-0.1478,0.7389,0.2055,0.2431,0.356,0.9134
77,CA1-DG,expert,CA1,9,0.2,0.1021,0.6,0.8001,0.2,0.4,-0.035,0.6333,0.1267,0.7,0.35,0.1868,0.35,0.7
77,CA1-DG,expert,DG,5,-0.5,-0.14,-0.2,0.25,0.6,-0.9,-0.8674,-0.7,-0.4588,0.9,-0.5,-0.14,0.6,1.0
77,CA1-DG,intermediate,CA1,9,0.5333,0.442,0.3333,0.1485,0.3333,0.45,-0.0299,0.4333,-0.1372,0.7167,-0.0333,-0.0011,-0.05,0.5167
77,CA1-DG,intermediate,DG,5,0.3,0.3131,0.2,0.2536,-0.1,-0.2,-0.6687,-0.8,0.0526,0.9,0.2,0.1759,0.6,0.7
77,CA1-DG,naive,CA1,9,-0.0833,-0.4012,0.2167,0.1586,0.65,-0.0333,-0.6504,0.0667,-0.1284,0.8667,0.1167,-0.3052,0.85,0.8333
77,CA1-DG,naive,DG,5,-0.3,0.2724,-0.7,0.0404,1.0,-0.3,0.2724,-0.7,0.0404,1.0,-0.3,0.2724,1.0,1.0
77,CA1-RSC,expert,CA1,9,0.6,0.6274,-0.4833,-0.5882,0.2,-0.3333,-0.4023,0.5333,0.4601,0.7,-0.1,-0.082,0.35,0.7
77,CA1-RSC,expert,RSC,222,0.3578,0.2564,0.4056,0.289,0.4068,0.3556,0.1919,0.4104,0.2133,0.6511,0.3378,0.2207,0.4411,0.9332
77,CA1-RSC,intermediate,CA1,9,0.2167,0.1352,-0.6333,-0.5715,0.3333,0.2167,0.0204,-0.5167,-0.2103,0.7167,0.2,0.2236,-0.05,0.5167
77,CA1-RSC,intermediate,RSC,223,0.5679,0.4619,0.474,0.3581,0.4564,0.4972,0.3169,0.4089,0.2085,0.6293,0.5021,0.3719,0.4637,0.9293
77,CA1-RSC,naive,CA1,9,-0.1667,0.2406,-0.45,0.0299,0.65,-0.3167,0.27,-0.7833,-0.4662,0.8667,-0.2167,0.4567,0.85,0.8333
77,CA1-RSC,naive,RSC,224,0.4693,0.2545,0.4965,0.2843,0.5576,0.4872,0.2292,0.473,0.194,0.6649,0.4761,0.259,0.5605,0.8884
77,CA1-SUB,expert,CA1,9,-0.6167,-0.6056,-0.7167,-0.7467,0.2,-0.1833,-0.1109,-0.25,-0.4163,0.7,-0.3167,-0.2852,0.35,0.7
77,CA1-SUB,expert,SUB,5,0.1,-0.1048,-0.1,-0.3669,0.6,0.1,-0.4088,-0.1,-0.8898,0.9,0.3714,0.19,1.0,0.6
77,CA1-SUB,intermediate,CA1,9,0.1667,0.0386,0.15,-0.0067,0.3333,0.2667,-0.0313,0.2167,-0.1909,0.7167,-0.4667,-0.488,-0.05,0.5167
77,CA1-SUB,intermediate,SUB,6,0.3714,-0.7289,-0.4286,-0.7351,0.9429,0.3,0.0,0.2,0.0,1.0,0.3714,-0.7289,0.9429,1.0
77,CA1-SUB,naive,CA1,9,-0.5667,0.096,-0.1667,0.3674,0.65,-0.8333,-0.195,-0.65,-0.3257,0.8667,-0.7833,-0.0198,0.85,0.8333
77,CA1-SUB,naive,SUB,6,0.4857,0.7555,0.3714,0.4006,0.9429,-0.1,-0.3669,0.1,0.3669,0.6,0.4286,0.3564,0.6571,0.6
77,CA1-V1,expert,CA1,9,-0.9167,-0.956,-0.4167,-0.4977,0.2,-0.35,-0.0187,0.5167,0.4795,0.7,-0.6167,-0.5457,0.35,0.7
77,CA1-V1,expert,V1,12,-0.7692,-0.7586,0.1748,0.328,0.4476,-0.5175,-0.7659,-0.049,0.4746,0.9231,-0.6993,-0.6748,0.3986,0.965
77,CA1-V1,intermediate,CA1,9,0.1167,0.0773,-0.6,-0.5303,0.3333,-0.1,-0.2829,-0.4833,-0.0956,0.7167,0.5833,0.5961,-0.05,0.5167
77,CA1-V1,intermediate,V1,12,0.3706,0.4125,-0.1399,-0.1738,0.2238,0.2517,0.6346,0.3706,0.476,0.8252,0.4266,0.4888,0.2937,0.9441
77,CA1-V1,naive,CA1,9,-0.4667,0.117,-0.45,0.0299,0.65,-0.85,-0.5234,-0.7833,-0.4662,0.8667,-0.7,-0.0633,0.85,0.8333
77,CA1-V1,naive,V1,12,-0.4545,-0.3258,-0.3357,-0.0681,0.4406,-0.3846,-0.0577,-0.4266,0.2568,0.8182,-0.3497,-0.1961,0.4406,0.958
77,RSC-SUB,expert,RSC,222,0.2833,0.1342,0.3908,0.2485,0.4068,0.3268,0.0759,0.4286,0.1858,0.6511,0.2635,0.0914,0.4411,0.9332
77,RSC-SUB,expert,SUB,5,0.3,0.0818,-0.1,-0.3669,0.6,0.2,-0.4005,-0.1,-0.8898,0.9,0.6571,-0.1139,1.0,0.6
77,RSC-SUB,intermediate,RSC,223,0.3961,0.2654,0.4242,0.2838,0.4564,0.3482,0.1416,0.3913,0.1618,0.6293,0.3141,0.1547,0.4637,0.9293
