animal,learner,pair,dim,ordinal,trial_id,matched,r0,sig,p_perdim,r_frozen,n_bins,n_gaps,vel_mean,vel_median,n_fit_trials
28,1,CA1-CA3,7,6,6,0,0.05893,1,0.00498,0.03915,2892,2,20.451,21.406,127
28,1,CA1-CA3,8,6,6,0,0.021,1,0.00498,0.03066,2892,2,20.451,21.406,127
28,1,CA1-CA3,9,6,6,0,0.00416,1,0.00498,0.02517,2892,2,20.451,21.406,127
28,1,CA1-CA3,10,6,6,0,-0.0205,1,0.00498,0.02193,2892,2,20.451,21.406,127
28,1,CA1-CA3,1,6,6,2,0.24336,1,0.00498,0.22234,2612,1,20.622,21.495,127
28,1,CA1-CA3,2,6,6,2,0.18228,1,0.00498,0.17727,2612,1,20.622,21.495,127
28,1,CA1-CA3,3,6,6,2,0.0256,1,0.00498,0.0911,2612,1,20.622,21.495,127
28,1,CA1-CA3,4,6,6,2,0.06282,1,0.00498,0.08305,2612,1,20.622,21.495,127
28,1,CA1-CA3,5,6,6,2,0.0469,1,0.00498,0.04775,2612,1,20.622,21.495,127
28,1,CA1-CA3,6,6,6,2,-0.02914,1,0.00498,0.04194,2612,1,20.622,21.495,127
28,1,CA1-CA3,7,6,6,2,0.05355,1,0.00498,0.03915,2612,1,20.622,21.495,127
28,1,CA1-CA3,8,6,6,2,0.02588,1,0.00498,0.03066,2612,1,20.622,21.495,127
28,1,CA1-CA3,9,6,6,2,0.00357,1,0.00498,0.02517,2612,1,20.622,21.495,127
28,1,CA1-CA3,10,6,6,2,-0.00924,1,0.00498,0.02193,2612,1,20.622,21.495,127
28,1,CA1-CA3,1,7,7,0,0.20102,1,0.00498,0.22234,2785,1,21.995,22.643,127
28,1,CA1-CA3,2,7,7,0,0.23457,1,0.00498,0.17727,2785,1,21.995,22.643,127
28,1,CA1-CA3,3,7,7,0,-0.01758,1,0.00498,0.0911,2785,1,21.995,22.643,127
28,1,CA1-CA3,4,7,7,0,0.03051,1,0.00498,0.08305,2785,1,21.995,22.643,127
28,1,CA1-CA3,5,7,7,0,0.01196,1,0.00498,0.04775,2785,1,21.995,22.643,127
28,1,CA1-CA3,6,7,7,0,-0.05181,1,0.00498,0.04194,2785,1,21.995,22.643,127
28,1,CA1-CA3,7,7,7,0,0.02276,1,0.00498,0.03915,2785,1,21.995,22.643,127
28,1,CA1-CA3,8,7,7,0,0.04018,1,0.00498,0.03066,2785,1,21.995,22.643,127
28,1,CA1-CA3,9,7,7,0,-0.0285,1,0.00498,0.02517,2785,1,21.995,22.643,127
28,1,CA1-CA3,10,7,7,0,-0.00449,1,0.00498,0.02193,2785,1,21.995,22.643,127
28,1,CA1-CA3,1,7,7,2,0.20819,1,0.00498,0.22234,2612,1,22.222,22.773,127
28,1,CA1-CA3,2,7,7,2,0.22984,1,0.00498,0.17727,2612,1,22.222,22.773,127
28,1,CA1-CA3,3,7,7,2,-0.0189,1,0.00498,0.0911,2612,1,22.222,22.773,127
28,1,CA1-CA3,4,7,7,2,0.03925,1,0.00498,0.08305,2612,1,22.222,22.773,127
28,1,CA1-CA3,5,7,7,2,0.00795,1,0.00498,0.04775,2612,1,22.222,22.773,127
28,1,CA1-CA3,6,7,7,2,-0.04427,1,0.00498,0.04194,2612,1,22.222,22.773,127
28,1,CA1-CA3,7,7,7,2,0.01088,1,0.00498,0.03915,2612,1,22.222,22.773,127
28,1,CA1-CA3,8,7,7,2,0.04615,1,0.00498,0.03066,2612,1,22.222,22.773,127
28,1,CA1-CA3,9,7,7,2,-0.03825,1,0.00498,0.02517,2612,1,22.222,22.773,127
28,1,CA1-CA3,10,7,7,2,-0.00263,1,0.00498,0.02193,2612,1,22.222,22.773,127
28,1,CA1-CA3,1,8,8,0,0.19361,1,0.00498,0.22234,2726,2,22.788,24.245,127
28,1,CA1-CA3,2,8,8,0,0.20162,1,0.00498,0.17727,2726,2,22.788,24.245,127
28,1,CA1-CA3,3,8,8,0,-0.01211,1,0.00498,0.0911,2726,2,22.788,24.245,127
28,1,CA1-CA3,4,8,8,0,0.04495,1,0.00498,0.08305,2726,2,22.788,24.245,127
28,1,CA1-CA3,5,8,8,0,0.02811,1,0.00498,0.04775,2726,2,22.788,24.245,127
28,1,CA1-CA3,6,8,8,0,0.01514,1,0.00498,0.04194,2726,2,22.788,24.245,127
28,1,CA1-CA3,7,8,8,0,0.05416,1,0.00498,0.03915,2726,2,22.788,24.245,127
28,1,CA1-CA3,8,8,8,0,-0.00732,1,0.00498,0.03066,2726,2,22.788,24.245,127
28,1,CA1-CA3,9,8,8,0,0.00532,1,0.00498,0.02517,2726,2,22.788,24.245,127
28,1,CA1-CA3,10,8,8,0,-0.00607,1,0.00498,0.02193,2726,2,22.788,24.245,127
28,1,CA1-CA3,1,8,8,2,0.20193,1,0.00498,0.22234,2612,2,22.701,24.162,127
28,1,CA1-CA3,2,8,8,2,0.19814,1,0.00498,0.17727,2612,2,22.701,24.162,127
28,1,CA1-CA3,3,8,8,2,-0.01211,1,0.00498,0.0911,2612,2,22.701,24.162,127
28,1,CA1-CA3,4,8,8,2,0.04469,1,0.00498,0.08305,2612,2,22.701,24.162,127
28,1,CA1-CA3,5,8,8,2,0.03193,1,0.00498,0.04775,2612,2,22.701,24.162,127
28,1,CA1-CA3,6,8,8,2,0.00792,1,0.00498,0.04194,2612,2,22.701,24.162,127
28,1,CA1-CA3,7,8,8,2,0.05601,1,0.00498,0.03915,2612,2,22.701,24.162,127
28,1,CA1-CA3,8,8,8,2,-0.01362,1,0.00498,0.03066,2612,2,22.701,24.162,127
28,1,CA1-CA3,9,8,8,2,0.0037,1,0.00498,0.02517,2612,2,22.701,24.162,127
28,1,CA1-CA3,10,8,8,2,-0.00953,1,0.00498,0.02193,2612,2,22.701,24.162,127
28,1,CA1-CA3,1,9,9,0,0.22499,1,0.00498,0.22234,2612,1,23.327,24.396,127
28,1,CA1-CA3,2,9,9,0,0.22687,1,0.00498,0.17727,2612,1,23.327,24.396,127
28,1,CA1-CA3,3,9,9,0,0.03763,1,0.00498,0.0911,2612,1,23.327,24.396,127
28,1,CA1-CA3,4,9,9,0,0.00341,1,0.00498,0.08305,2612,1,23.327,24.396,127
28,1,CA1-CA3,5,9,9,0,-0.0117,1,0.00498,0.04775,2612,1,23.327,24.396,127
28,1,CA1-CA3,6,9,9,0,-0.01063,1,0.00498,0.04194,2612,1,23.327,24.396,127
28,1,CA1-CA3,7,9,9,0,0.00132,1,0.00498,0.03915,2612,1,23.327,24.396,127
28,1,CA1-CA3,8,9,9,0,0.01528,1,0.00498,0.03066,2612,1,23.327,24.396,127
28,1,CA1-CA3,9,9,9,0,0.0004,1,0.00498,0.02517,2612,1,23.327,24.396,127
28,1,CA1-CA3,10,9,9,0,-0.01732,1,0.00498,0.02193,2612,1,23.327,24.396,127
28,1,CA1-CA3,1,9,9,2,0.22499,1,0.00498,0.22234,2612,1,23.327,24.396,127
28,1,CA1-CA3,2,9,9,2,0.22687,1,0.00498,0.17727,2612,1,23.327,24.396,127
28,1,CA1-CA3,3,9,9,2,0.03763,1,0.00498,0.0911,2612,1,23.327,24.396,127
