animal,area,epoch,n_units,n_partners,rho_pooled,rho_pooled_ratepart,rho_pooled_tune,rho_pooled_tune_ratepart,rho_pooled_tomrel,rho_pooled_tomrel_ratepart
68,CA3,intermediate,12,2,0.3216783216783217,0.11070186069251195,0.6853146853146854,0.3085543120692811,0.5734265734265735,0.5205350437813758
68,CA3,naive,12,2,-0.3272727272727273,-0.3128893238787319,0.44755244755244755,0.30198286046095146,0.30000000000000004,-0.1158816384793466
68,DG,expert,24,2,0.6260869565217391,-0.2614228814382933,0.8234782608695651,0.25334530884979595,0.788695652173913,0.18152280472388724
68,DG,intermediate,24,2,0.2452173913043478,-0.36959725305040825,0.7495652173913043,0.04475965556798667,0.7130434782608696,-0.011872055710878328
68,DG,naive,24,2,0.4669565217391304,0.24426698889645299,0.48173913043478256,0.0331956494808716,0.5643478260869564,0.38711361539389627
68,RSC,expert,22,1,0.20271033314511577,0.2784690404446935,0.5008469791078487,0.20362791864256144,0.12704686617730096,0.19919395562735245
68,RSC,intermediate,22,1,0.34161490683229817,0.3928359434410736,0.30999435347261434,0.1783137409998834,0.339356295878035,0.3427694822501668
68,RSC,naive,22,1,-0.09542631281761718,-0.06216565209730594,-0.3788819875776398,-0.49638970364454976,-0.25465838509316774,-0.23314040172651912
73,CA1,expert,26,4,0.40239316239316236,-0.1121548922986543,0.5097435897435897,-0.12169075885745533,0.3497435897435897,-0.22610844101426059
73,CA1,intermediate,26,4,0.24649572649572649,-0.007247148897298812,0.3682051282051282,-0.10834163735555036,0.3415384615384615,0.009840705358913095
73,CA1,naive,26,4,0.545982905982906,0.2548975731930577,0.43153846153846154,0.11069394250083273,0.40239316239316236,-0.02745783030041815
73,DG,expert,29,1,-0.07438423645320195,-0.22660563685117624,0.13596059113300488,-0.1139107887306941,0.09605911330049259,-0.20409322281703063
73,DG,intermediate,29,1,0.3980295566502462,-0.06721427725127947,0.7482758620689655,0.39791243096040224,0.7034482758620688,0.29022317526913244
73,DG,naive,29,1,0.6995073891625614,0.4344116134111646,0.5935960591133004,0.24400233226273255,0.6438423645320195,0.339230707971738
73,RSC,expert,64,3,0.32214861751152074,0.17452883612604242,0.40082093122812323,0.0721087924900432,0.35464669738863286,0.0810694433948342
73,RSC,intermediate,64,3,0.4562692012288787,0.3296287571777279,0.3370602603812546,0.1502616285109599,0.4013536866359447,0.24823671001532835
73,RSC,naive,64,3,0.6104070660522274,0.357875634835259,0.5549444738233739,0.21313809910470627,0.625091575091575,0.3324432934949053
73,SUB,expert,27,2,0.38095238095238093,0.3329036073076463,0.31440781440781446,0.23077967304146518,0.29242979242979245,0.2594001072932428
73,SUB,intermediate,27,2,0.6398046398046398,0.6016762189073545,0.5854700854700854,0.49707641900985805,0.575091575091575,0.529428404378286
73,SUB,naive,27,2,0.6275946275946276,0.556588870925451,0.572039072039072,0.48775911451886933,0.5714285714285714,0.5093680611688765
73,V1,expert,19,2,0.2631578947368421,0.18077604598476746,0.3168214654282766,0.2324270028062905,0.3168214654282766,0.25634051579060807
73,V1,intermediate,19,2,0.14385964912280702,0.10030377645560594,0.1331269349845201,0.062492322299680776,0.36315789473684207,0.28446872461892103
73,V1,naive,19,2,-0.05263157894736842,-0.004429443466709357,-0.005263157894736842,0.09612433422440196,-0.09649122807017543,-0.05817163442826426
75,CA1,expert,25,4,0.6374302868442322,0.45924060685643775,0.3043478260869565,-0.1518933659167902,0.3830769230769231,0.11619488096018296
75,CA1,intermediate,25,4,0.5182608695652173,0.2869371339844394,0.5798983625070583,0.17117480765801996,0.4591304347826086,0.19235815610540724
75,CA1,naive,25,4,0.6507692307692308,0.39769224647453105,0.4723320158102767,-0.21561815090711384,0.5284615384615384,0.08395951114866276
75,DG,expert,62,1,0.6085658048119728,0.44053027735464745,0.4260747004933051,0.116221338230729,0.5698796209340049,0.38766316295563213
75,DG,intermediate,62,1,0.6544491958506625,0.19352603871069984,0.8393939393939394,0.3973314672795728,0.7718109982260926,0.3095511504588753
75,DG,naive,62,1,0.1656258491714237,-0.14209590665501534,0.3945940078158923,0.03811843659374435,0.5237659615018105,0.21306796023283422
75,RSC,expert,196,3,0.6566670267761818,0.46077226354312845,0.4895444230362081,0.15558766211825004,0.6244020317652856,0.41380678016779493
