animal,learner,pair,bin,dim,cc,sig,ifi
28,1,CA1-V1,6,16,-0.0652,0,-0.014
28,1,CA1-V1,6,17,0.0213,0,0.0195
28,1,CA1-V1,6,18,-0.0367,0,-0.005
28,1,CA1-V1,6,19,0.0217,0,0.0043
28,1,CA1-V1,6,20,0.0318,0,-0.0178
28,1,CA1-V1,6,21,-0.0243,0,0.0115
28,1,CA1-V1,6,22,-0.0477,0,0.0115
28,1,CA1-V1,6,23,-0.0106,0,-0.0292
28,1,CA3-DG,1,1,0.0466,0,-0.0194
28,1,CA3-DG,1,2,0.025,0,-0.1083
28,1,CA3-DG,1,3,-0.0088,0,-0.008
28,1,CA3-DG,1,4,0.0189,0,-0.0209
28,1,CA3-DG,1,5,0.037,0,-0.0765
28,1,CA3-DG,1,6,-0.0681,0,-0.0696
28,1,CA3-DG,1,7,-0.0078,0,-0.0432
28,1,CA3-DG,2,1,0.1385,1,-0.0791
28,1,CA3-DG,2,2,0.0623,0,-0.0351
28,1,CA3-DG,2,3,0.0408,0,0.0086
28,1,CA3-DG,2,4,-0.0515,0,0.0201
28,1,CA3-DG,2,5,-0.055,0,0.0022
28,1,CA3-DG,2,6,-0.0493,0,0.0651
28,1,CA3-DG,3,1,0.1775,1,-0.0638
28,1,CA3-DG,3,2,0.0234,0,0.0156
28,1,CA3-DG,3,3,0.0319,0,0.0296
28,1,CA3-DG,3,4,0.026,0,0.1157
28,1,CA3-DG,3,5,-0.0206,0,0.1142
28,1,CA3-DG,3,6,-0.0068,0,0.0292
28,1,CA3-DG,3,7,0.0333,0,0.03
28,1,CA3-DG,4,1,0.2197,1,-0.1229
28,1,CA3-DG,4,2,0.259,1,-0.053
28,1,CA3-DG,4,3,0.004,0,-0.0153
28,1,CA3-DG,4,4,0.2489,1,-0.0238
28,1,CA3-DG,4,5,0.0091,0,-0.0724
28,1,CA3-DG,4,6,0.0086,0,-0.0757
28,1,CA3-DG,4,7,0.0199,0,-0.0272
28,1,CA3-DG,4,8,-0.0427,0,-0.0328
28,1,CA3-DG,5,1,0.1613,1,-0.0035
28,1,CA3-DG,5,2,0.0379,0,-0.0114
28,1,CA3-DG,5,3,0.0164,0,0.0528
28,1,CA3-DG,5,4,0.0194,0,0.003
28,1,CA3-DG,5,5,0.0224,0,-0.0836
28,1,CA3-DG,5,6,0.0328,0,-0.0897
28,1,CA3-DG,5,7,-0.0108,0,-0.1158
28,1,CA3-DG,5,8,-0.0095,0,-0.1271
28,1,CA3-DG,6,1,0.1308,1,-0.0263
28,1,CA3-DG,6,2,-0.032,0,-0.0396
28,1,CA3-DG,6,3,0.0357,0,-0.0017
28,1,CA3-DG,6,4,-0.0523,0,0.0504
28,1,CA3-DG,6,5,0.0646,0,0.0697
28,1,CA3-DG,6,6,0.0516,0,0.0896
28,1,CA3-DG,6,7,0.0008,0,0.0296
28,1,CA3-DG,6,8,-0.0521,0,0.0728
34,1,CA1-CA3,1,1,0.8833,1,0.045
34,1,CA1-CA3,1,2,0.3068,1,0.0237
34,1,CA1-CA3,1,3,0.0478,0,0.0465
34,1,CA1-CA3,1,4,0.0365,0,0.0546
34,1,CA1-CA3,1,5,0.0126,0,0.0401
34,1,CA1-CA3,1,6,-0.022,0,0.0061
34,1,CA1-CA3,1,7,0.0052,0,0.0807
34,1,CA1-CA3,1,8,0.0213,0,0.0848
34,1,CA1-CA3,2,1,0.2921,1,0.04
34,1,CA1-CA3,2,2,0.0292,0,0.0129
34,1,CA1-CA3,2,3,0.1072,0,-0.0221
34,1,CA1-CA3,2,4,0.0154,0,0.0282
34,1,CA1-CA3,2,5,-0.0023,0,-0.0169
34,1,CA1-CA3,2,6,0.0128,0,-0.1031
34,1,CA1-CA3,3,1,0.3333,1,0.0406
34,1,CA1-CA3,3,2,0.0233,0,0.0003
34,1,CA1-CA3,3,3,0.0102,0,-0.0184
34,1,CA1-CA3,3,4,0.0241,0,-0.0812
34,1,CA1-CA3,3,5,-0.0071,0,-0.0689
34,1,CA1-CA3,3,6,-0.0083,0,-0.0618
34,1,CA1-CA3,3,7,-0.0294,0,-0.1803
34,1,CA1-CA3,4,1,0.8138,1,0.0535
34,1,CA1-CA3,4,2,0.2722,1,-0.009
34,1,CA1-CA3,4,3,0.0993,0,0.0717
34,1,CA1-CA3,4,4,-0.0478,0,0.0223
34,1,CA1-CA3,4,5,0.0863,0,0.0811
34,1,CA1-CA3,4,6,-0.011,0,0.0488
34,1,CA1-CA3,5,1,0.3932,1,0.0066
34,1,CA1-CA3,5,2,0.1637,1,0.0518
34,1,CA1-CA3,5,3,0.129,1,-0.0007
34,1,CA1-CA3,5,4,0.0209,0,0.0173
34,1,CA1-CA3,5,5,0.0111,0,-0.0757
34,1,CA1-CA3,5,6,-0.1049,0,-0.02
34,1,CA1-CA3,5,7,0.0246,0,-0.0283
34,1,CA1-CA3,6,1,0.1758,1,-0.0088
34,1,CA1-CA3,6,2,0.1985,1,-0.0116
34,1,CA1-CA3,6,3,0.1771,1,-0.007
34,1,CA1-CA3,6,4,0.1243,1,0.0212
34,1,CA1-CA3,6,5,0.1328,1,-0.0364
34,1,CA1-CA3,6,6,0.0304,0,-0.0444
34,1,CA1-CA3,6,7,0.0661,0,-0.0291
34,1,CA1-CA3,6,8,0.0102,0,-0.1132
34,1,CA1-V1,1,1,0.0675,0,0.037
34,1,CA1-V1,1,2,0.0619,0,0.0314
34,1,CA1-V1,1,3,0.0276,0,-0.0005
34,1,CA1-V1,1,4,0.0228,0,0.0069
34,1,CA1-V1,1,5,0.0371,0,-0.0045
34,1,CA1-V1,1,6,0.0355,0,0.0
34,1,CA1-V1,1,7,0.0327,0,0.0189
34,1,CA1-V1,1,8,0.0407,0,0.0243
34,1,CA1-V1,1,9,0.0322,0,0.0271
34,1,CA1-V1,1,10,-0.0005,0,0.0279
34,1,CA1-V1,1,11,0.0058,0,0.0289
34,1,CA1-V1,1,12,0.0146,0,0.0041
34,1,CA1-V1,1,13,-0.0042,0,0.0189
34,1,CA1-V1,1,14,-0.0044,0,0.0113
