animal,pair,dim,epoch,window_bins,window_ms,ifi,degenerate,label,sig
28,CA1-CA3,1,naive,19,190,0.05413402745377307,0,FF,1
28,CA1-CA3,1,naive,20,200,0.0541340274537731,0,FF,1
28,CA1-CA3,1,naive,21,210,0.054134027453773104,0,FF,1
28,CA1-CA3,1,naive,22,220,0.05413402745377308,0,FF,1
28,CA1-CA3,1,naive,23,230,0.05413402745377309,0,FF,1
28,CA1-CA3,1,naive,24,240,0.03962074518968798,0,FF,1
28,CA1-CA3,1,naive,25,250,0.020237669002438154,0,FF,1
28,CA1-CA3,2,expert,1,10,-0.39374767398585786,0,FB,1
28,CA1-CA3,2,expert,2,20,-0.598405785191881,0,FB,1
28,CA1-CA3,2,expert,3,30,-0.6629887593959037,0,FB,1
28,CA1-CA3,2,expert,4,40,-0.6894974267742551,0,FB,1
28,CA1-CA3,2,expert,5,50,-0.7105972226334646,0,FB,1
28,CA1-CA3,2,expert,6,60,-0.7237266097574764,0,FB,1
28,CA1-CA3,2,expert,7,70,-0.7237266097574765,0,FB,1
28,CA1-CA3,2,expert,8,80,-0.7166422700146381,0,FB,1
28,CA1-CA3,2,expert,9,90,-0.6570295092658007,0,FB,1
28,CA1-CA3,2,expert,10,100,-0.590724123539232,0,FB,1
28,CA1-CA3,2,expert,11,110,-0.4564604728922856,0,FB,1
28,CA1-CA3,2,expert,12,120,-0.3117892759358076,0,FB,1
28,CA1-CA3,2,expert,13,130,-0.22493891594501608,0,FB,1
28,CA1-CA3,2,expert,14,140,-0.19738707435719255,0,FB,1
28,CA1-CA3,2,expert,15,150,-0.19917782622236063,0,FB,1
28,CA1-CA3,2,expert,16,160,-0.2171392743490553,0,FB,1
28,CA1-CA3,2,expert,17,170,-0.2449626908244529,0,FB,1
28,CA1-CA3,2,expert,18,180,-0.2553617643749297,0,FB,1
28,CA1-CA3,2,expert,19,190,-0.2614532995547024,0,FB,1
28,CA1-CA3,2,expert,20,200,-0.2656168503290387,0,FB,1
28,CA1-CA3,2,expert,21,210,-0.26561685032903865,0,FB,1
28,CA1-CA3,2,expert,22,220,-0.2568298784452452,0,FB,1
28,CA1-CA3,2,expert,23,230,-0.23720980689954432,0,FB,1
28,CA1-CA3,2,expert,24,240,-0.2048724829378579,0,FB,1
28,CA1-CA3,2,expert,25,250,-0.16573309346635037,0,FB,1
28,CA1-CA3,2,intermediate,1,10,-0.25387212605177123,0,FB,1
28,CA1-CA3,2,intermediate,2,20,-0.38432443790712323,0,FB,1
28,CA1-CA3,2,intermediate,3,30,-0.49682294349991407,0,FB,1
28,CA1-CA3,2,intermediate,4,40,-0.5374779657449551,0,FB,1
28,CA1-CA3,2,intermediate,5,50,-0.5593764098451051,0,FB,1
28,CA1-CA3,2,intermediate,6,60,-0.5707169369017386,0,FB,1
28,CA1-CA3,2,intermediate,7,70,-0.5707169369017386,0,FB,1
28,CA1-CA3,2,intermediate,8,80,-0.5707169369017385,0,FB,1
28,CA1-CA3,2,intermediate,9,90,-0.5707169369017386,0,FB,1
28,CA1-CA3,2,intermediate,10,100,-0.4778632969557725,0,FB,1
28,CA1-CA3,2,intermediate,11,110,-0.36493655307049194,0,FB,1
28,CA1-CA3,2,intermediate,12,120,-0.2245693379662825,0,FB,1
28,CA1-CA3,2,intermediate,13,130,-0.1431996284031826,0,FB,1
28,CA1-CA3,2,intermediate,14,140,-0.11246110534894056,0,FB,1
28,CA1-CA3,2,intermediate,15,150,-0.1315718024739626,0,FB,1
28,CA1-CA3,2,intermediate,16,160,-0.16155064408421002,0,FB,1
28,CA1-CA3,2,intermediate,17,170,-0.1912703354868841,0,FB,1
28,CA1-CA3,2,intermediate,18,180,-0.2013413790452763,0,FB,1
28,CA1-CA3,2,intermediate,19,190,-0.20498522224028914,0,FB,1
28,CA1-CA3,2,intermediate,20,200,-0.20498522224028917,0,FB,1
28,CA1-CA3,2,intermediate,21,210,-0.2049852222402892,0,FB,1
28,CA1-CA3,2,intermediate,22,220,-0.2049852222402892,0,FB,1
28,CA1-CA3,2,intermediate,23,230,-0.2017208321807065,0,FB,1
28,CA1-CA3,2,intermediate,24,240,-0.19381769594511353,0,FB,1
28,CA1-CA3,2,intermediate,25,250,-0.1583728713818088,0,FB,1
28,CA1-CA3,2,naive,1,10,-0.015081477331092172,0,FB,1
28,CA1-CA3,2,naive,2,20,-0.037780287143087586,0,FB,1
28,CA1-CA3,2,naive,3,30,-0.11797237748794846,0,FB,1
28,CA1-CA3,2,naive,4,40,-0.11797237748794843,0,FB,1
28,CA1-CA3,2,naive,5,50,-0.11797237748794845,0,FB,1
28,CA1-CA3,2,naive,6,60,-0.11797237748794846,0,FB,1
28,CA1-CA3,2,naive,7,70,-0.11797237748794841,0,FB,1
28,CA1-CA3,2,naive,8,80,-0.11797237748794843,0,FB,1
28,CA1-CA3,2,naive,9,90,-0.11797237748794842,0,FB,1
28,CA1-CA3,2,naive,10,100,-0.11418297571327514,0,FB,1
28,CA1-CA3,2,naive,11,110,-0.03686044379240788,0,FB,1
28,CA1-CA3,2,naive,12,120,0.009383747979339984,0,FB,1
28,CA1-CA3,2,naive,13,130,0.012820321922601565,0,FB,1
28,CA1-CA3,2,naive,14,140,0.005998592775452287,0,FB,1
28,CA1-CA3,2,naive,15,150,-0.005753496964898392,0,FB,1
28,CA1-CA3,2,naive,16,160,-0.03329775004105767,0,FB,1
28,CA1-CA3,2,naive,17,170,-0.033297750041057665,0,FB,1
28,CA1-CA3,2,naive,18,180,-0.033297750041057644,0,FB,1
28,CA1-CA3,2,naive,19,190,-0.03329775004105771,0,FB,1
28,CA1-CA3,2,naive,20,200,-0.03329775004105768,0,FB,1
28,CA1-CA3,2,naive,21,210,-0.033297750041057686,0,FB,1
28,CA1-CA3,2,naive,22,220,-0.03329775004105764,0,FB,1
28,CA1-CA3,2,naive,23,230,-0.033297750041057714,0,FB,1
28,CA1-CA3,2,naive,24,240,-0.008424574513909119,0,FB,1
28,CA1-CA3,2,naive,25,250,0.011036076228761462,0,FB,1
28,CA1-CA3,3,expert,1,10,-0.06427659821324984,0,FB,1
28,CA1-CA3,3,expert,2,20,-0.03290051151669236,0,FB,1
28,CA1-CA3,3,expert,3,30,-0.06044730585537241,0,FB,1
28,CA1-CA3,3,expert,4,40,-0.08875125544024108,0,FB,1
28,CA1-CA3,3,expert,5,50,-0.10039582583663184,0,FB,1
28,CA1-CA3,3,expert,6,60,-0.11097910156946145,0,FB,1
28,CA1-CA3,3,expert,7,70,-0.1128155040353673,0,FB,1
28,CA1-CA3,3,expert,8,80,-0.10037550151026885,0,FB,1
28,CA1-CA3,3,expert,9,90,-0.09515721446621642,0,FB,1
28,CA1-CA3,3,expert,10,100,-0.08620197865217441,0,FB,1
28,CA1-CA3,3,expert,11,110,-0.07885814431599873,0,FB,1
28,CA1-CA3,3,expert,12,120,-0.06015111252617524,0,FB,1
28,CA1-CA3,3,expert,13,130,-0.04872802621651132,0,FB,1
28,CA1-CA3,3,expert,14,140,-0.037351336663670735,0,FB,1
28,CA1-CA3,3,expert,15,150,-0.03319838056680165,0,FB,1
28,CA1-CA3,3,expert,16,160,-0.031765441406321905,0,FB,1
28,CA1-CA3,3,expert,17,170,-0.03082685353792529,0,FB,1
28,CA1-CA3,3,expert,18,180,-0.02640188631523986,0,FB,1
28,CA1-CA3,3,expert,19,190,-0.025157747455969097,0,FB,1
28,CA1-CA3,3,expert,20,200,-0.02354565468860772,0,FB,1
28,CA1-CA3,3,expert,21,210,-0.02598027509365231,0,FB,1
28,CA1-CA3,3,expert,22,220,-0.03093149227053802,0,FB,1
28,CA1-CA3,3,expert,23,230,-0.03351820278153384,0,FB,1
28,CA1-CA3,3,expert,24,240,-0.029061009289480334,0,FB,1
28,CA1-CA3,3,expert,25,250,-0.026649803378465717,0,FB,1
28,CA1-CA3,3,intermediate,1,10,-0.14596739596739594,0,FB,1
28,CA1-CA3,3,intermediate,2,20,-0.11697040902756901,0,FB,1
28,CA1-CA3,3,intermediate,3,30,-0.12739084742524123,0,FB,1
28,CA1-CA3,3,intermediate,4,40,-0.12371118503243672,0,FB,1
28,CA1-CA3,3,intermediate,5,50,-0.10237293267229294,0,FB,1
28,CA1-CA3,3,intermediate,6,60,-0.07550961814527696,0,FB,1
28,CA1-CA3,3,intermediate,7,70,-0.06748822181989135,0,FB,1
28,CA1-CA3,3,intermediate,8,80,-0.061563846365386275,0,FB,1
28,CA1-CA3,3,intermediate,9,90,-0.05125339826875924,0,FB,1
28,CA1-CA3,3,intermediate,10,100,-0.04150829789636091,0,FB,1
28,CA1-CA3,3,intermediate,11,110,-0.03115757336204655,0,FB,1
28,CA1-CA3,3,intermediate,12,120,-0.028361318485081513,0,FB,1
28,CA1-CA3,3,intermediate,13,130,-0.02302286582800992,0,FB,1
28,CA1-CA3,3,intermediate,14,140,-0.020500186179844504,0,FB,1
28,CA1-CA3,3,intermediate,15,150,-0.023295134322750228,0,FB,1
28,CA1-CA3,3,intermediate,16,160,-0.02618226988820268,0,FB,1
28,CA1-CA3,3,intermediate,17,170,-0.027735110137419586,0,FB,1
28,CA1-CA3,3,intermediate,18,180,-0.023279138099902185,0,FB,1
28,CA1-CA3,3,intermediate,19,190,-0.018588140137501194,0,FB,1
28,CA1-CA3,3,intermediate,20,200,-0.012470774445572845,0,FB,1
28,CA1-CA3,3,intermediate,21,210,-0.007155347275652371,0,FB,1
28,CA1-CA3,3,intermediate,22,220,-0.005425260037743687,0,FB,1
28,CA1-CA3,3,intermediate,23,230,-0.0002959493959054939,0,FB,1
28,CA1-CA3,3,intermediate,24,240,0.00849225687591296,0,FB,1
28,CA1-CA3,3,intermediate,25,250,0.011542952058834084,0,FB,1
28,CA1-CA3,3,naive,1,10,1.0,0,FB,1
28,CA1-CA3,3,naive,2,20,1.0,0,FB,1
28,CA1-CA3,3,naive,3,30,1.0,0,FB,1
28,CA1-CA3,3,naive,4,40,1.0,0,FB,1
28,CA1-CA3,3,naive,5,50,1.0,0,FB,1
28,CA1-CA3,3,naive,6,60,1.0,0,FB,1
28,CA1-CA3,3,naive,7,70,1.0,0,FB,1
28,CA1-CA3,3,naive,8,80,1.0,0,FB,1
28,CA1-CA3,3,naive,9,90,1.0,0,FB,1
28,CA1-CA3,3,naive,10,100,1.0,0,FB,1
28,CA1-CA3,3,naive,11,110,1.0,0,FB,1
28,CA1-CA3,3,naive,12,120,1.0,0,FB,1
28,CA1-CA3,3,naive,13,130,1.0,0,FB,1
28,CA1-CA3,3,naive,14,140,1.0,0,FB,1
28,CA1-CA3,3,naive,15,150,1.0,0,FB,1
28,CA1-CA3,3,naive,16,160,1.0,0,FB,1
28,CA1-CA3,3,naive,17,170,1.0,0,FB,1
28,CA1-CA3,3,naive,18,180,1.0,0,FB,1
28,CA1-CA3,3,naive,19,190,1.0,0,FB,1
28,CA1-CA3,3,naive,20,200,1.0,0,FB,1
28,CA1-CA3,3,naive,21,210,1.0,0,FB,1
28,CA1-CA3,3,naive,22,220,1.0,0,FB,1
