animal,learner,pair,center_trial,trial_frac,performance,lp_rel,n_bins,cc1,n_sig,mi_sig,ifi,optimal_lag,gini_x,gini_y,gini_pearson_x,gini_pearson_y,rot_x,rot_y,jac_x,jac_y,sh_x,sh_y
34,1,CA1-V1,23.0,0.2933,0.3068,-25.0,6000,0.1493,0,0.0,0.0012,9,0.4659,0.2818,0.2166,0.1784,60.82,60.39,0.5556,0.3953,82.64,71.7
34,1,CA1-V1,28.0,0.36,0.2905,-20.0,8000,0.0656,0,0.0,0.0022,6,0.9169,0.2654,0.1673,0.1602,89.6,80.95,0.5556,0.3953,77.21,84.61
34,1,CA1-V1,33.0,0.4267,0.386,-15.0,8000,0.1229,0,0.0,-0.0194,-6,0.9262,0.2894,0.1529,0.1773,80.38,67.53,0.4,0.3953,80.16,89.55
34,1,CA1-V1,38.0,0.4933,0.5303,-10.0,8000,0.139,0,0.0,-0.0222,-4,0.8862,0.2792,0.1544,0.1802,88.6,86.93,0.5556,0.4286,84.18,75.68
34,1,CA1-V1,43.0,0.56,0.5344,-5.0,8000,0.1268,0,0.0,-0.063,-2,0.9363,0.2505,0.1721,0.1888,83.36,70.63,0.5556,0.2766,67.0,82.78
34,1,CA1-V1,48.0,0.6267,0.5781,0.0,8000,0.3033,1,0.0483,-0.0181,-10,0.9139,0.3024,0.1857,0.2219,88.37,73.58,0.5556,0.2245,67.93,72.0
34,1,CA1-V1,53.0,0.6933,0.6539,5.0,6000,0.4282,1,0.1013,-0.0078,0,0.9132,0.3422,0.4302,0.4025,49.89,55.48,0.5556,0.3333,78.03,83.1
34,1,CA1-V1,58.0,0.76,0.8361,10.0,6000,0.4279,1,0.1011,-0.0132,0,0.9026,0.3055,0.1932,0.2411,55.6,50.7,0.75,0.4634,64.31,70.76
34,1,CA1-V1,63.0,0.8267,0.908,15.0,6000,0.2407,0,0.0,-0.0156,-7,0.906,0.2907,0.1677,0.2115,60.41,56.81,0.75,0.3953,66.8,73.77
34,1,CA1-V1,68.0,0.8933,0.9141,20.0,6000,0.3589,1,0.069,-0.0078,-8,0.8901,0.3509,0.3121,0.2909,68.29,68.86,0.5556,0.3043,62.81,73.54
36,1,CA1-CA3,8.0,0.0909,0.1331,-20.0,8000,0.4248,3,0.1393,-0.0296,1,0.3767,0.1199,0.4015,0.231,nan,nan,,,48.36,36.16
36,1,CA1-CA3,13.0,0.1558,0.1783,-15.0,6000,0.405,2,0.1276,-0.0368,-2,0.3643,0.0725,0.3749,0.2556,36.34,21.96,0.5385,1.0,57.65,48.14
36,1,CA1-CA3,18.0,0.2208,0.2431,-10.0,6000,0.4352,2,0.138,-0.0224,0,0.3307,0.0507,0.4102,0.2501,40.01,37.45,0.5385,1.0,55.2,41.45
36,1,CA1-CA3,23.0,0.2857,0.363,-5.0,8000,0.4304,3,0.1566,-0.0239,1,0.3314,0.0477,0.405,0.2597,35.4,38.0,0.3333,0.5,45.24,45.28
36,1,CA1-CA3,28.0,0.3506,0.4762,0.0,6000,0.3459,3,0.1405,0.004,1,0.3408,0.0507,0.3663,0.2428,39.83,52.02,0.3333,0.5,85.08,81.38
36,1,CA1-CA3,33.0,0.4156,0.5918,5.0,6000,0.393,2,0.1252,0.0003,1,0.3361,0.0376,0.4034,0.2609,49.64,33.05,0.3333,0.2,82.72,68.6
36,1,CA1-CA3,38.0,0.4805,0.6141,10.0,6000,0.4098,3,0.171,-0.0138,1,0.3285,0.0432,0.3701,0.2681,45.18,37.92,0.25,0.5,58.74,67.37
36,1,CA1-CA3,43.0,0.5455,0.7146,15.0,6000,0.4172,2,0.1461,-0.0049,1,0.2842,0.0332,0.3493,0.2555,38.99,29.79,0.3333,0.2,67.88,71.9
36,1,CA1-CA3,48.0,0.6104,0.7232,20.0,8000,0.3897,2,0.1493,-0.0191,0,0.3456,0.0494,0.3865,0.2589,45.46,38.7,0.6667,0.5,73.42,61.5
