method,pair,stat,contrast,n_animals,n_obs,estimate,p,p_within_pair_fdr_pass,ok,reason
collapsed,CA1-V1,mi_sig,expert-naive,10,180,-0.09912892103859772,0.193359375,False,True,collapsed
collapsed,CA1-V1,mi_sig,expert-intermediate,10,180,0.05793145986643439,0.232421875,False,True,collapsed
collapsed,CA1-V1,mi_sig,intermediate-naive,10,180,-0.32242522586735817,0.16015625,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,expert-naive,10,180,0.003212799435850326,0.6953125,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,expert-intermediate,10,180,-0.02367979955183982,0.275390625,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,intermediate-naive,10,180,0.016251086047534717,0.375,False,True,collapsed
lmm_randslope,CA1-V1,mi_sig,expert-naive,10,180,-0.13833324985060913,0.2921929498014979,False,True,
lmm_randslope,CA1-V1,mi_sig,expert-intermediate,10,180,0.06882300787128692,0.7168510276754618,False,True,
lmm_randslope,CA1-V1,mi_sig,intermediate-naive,10,180,-0.20715625772189605,0.2691628590656774,False,True,
lmm_randslope,CA1-V1,ifi_weighted,expert-naive,10,180,-0.004983799613531221,0.7909885385842381,False,True,
lmm_randslope,CA1-V1,ifi_weighted,expert-intermediate,10,180,-0.02110875512159046,0.27602037628034615,False,True,
lmm_randslope,CA1-V1,ifi_weighted,intermediate-naive,10,180,0.01612495550805924,0.41196478464405595,False,True,
collapsed,CA1-DG,mi_sig,expert-naive,8,144,-0.1586421717550195,0.078125,False,True,collapsed
collapsed,CA1-DG,mi_sig,expert-intermediate,8,144,-0.07170336038224787,0.3828125,False,True,collapsed
collapsed,CA1-DG,mi_sig,intermediate-naive,8,144,-0.09259620562919524,0.4609375,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,expert-naive,8,144,0.020338509435227692,0.640625,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,expert-intermediate,8,144,0.012330269982798051,0.640625,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,intermediate-naive,8,144,-0.0025629465815595175,1.0,False,True,collapsed
lmm_randslope,CA1-DG,mi_sig,expert-naive,8,144,-0.2783999297364646,0.047980092728482915,False,True,
lmm_randslope,CA1-DG,mi_sig,expert-intermediate,8,144,-0.12320133866728461,0.4565224104748903,False,True,
lmm_randslope,CA1-DG,mi_sig,intermediate-naive,8,144,-0.15519859106918,0.32544911131157883,False,True,
lmm_randslope,CA1-DG,ifi_weighted,expert-naive,8,144,0.010233519711650546,0.6391446737027455,False,True,
lmm_randslope,CA1-DG,ifi_weighted,expert-intermediate,8,144,-0.0003753154478245667,0.9849909063153883,False,True,
lmm_randslope,CA1-DG,ifi_weighted,intermediate-naive,8,144,0.010608835159475112,0.6099616301341988,False,True,
collapsed,CA1-CA3,mi_sig,expert-naive,6,108,-0.05304709683668059,0.6875,False,True,collapsed
