method,pair,stat,contrast,n_animals,n_obs,estimate,p,p_within_pair_fdr_pass,ok,reason
collapsed,CA1-V1,mi_sig,expert-naive,10,180,-0.00760418925090908,0.1386406338132186,False,True,collapsed
collapsed,CA1-V1,mi_sig,expert-intermediate,10,180,-0.0064663375955332485,0.44126813332892967,False,True,collapsed
collapsed,CA1-V1,mi_sig,intermediate-naive,10,180,-0.010524874005025256,0.322265625,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,expert-naive,10,180,0.018915869758268394,0.275390625,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,expert-intermediate,10,180,-0.048116133501763934,0.76953125,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,intermediate-naive,10,180,0.06703200326003234,0.556640625,False,True,collapsed
lmm_randslope,CA1-V1,mi_sig,expert-naive,10,180,-0.010224958741883717,0.13780612228785336,False,True,
lmm_randslope,CA1-V1,mi_sig,expert-intermediate,10,180,-0.0036446377587246595,0.577509055493721,False,True,
lmm_randslope,CA1-V1,mi_sig,intermediate-naive,10,180,-0.006580320983159057,0.3779280814917071,False,True,
lmm_randslope,CA1-V1,ifi_weighted,expert-naive,10,180,0.020795907501186536,0.47321198387180674,False,True,
lmm_randslope,CA1-V1,ifi_weighted,expert-intermediate,10,180,-0.007037208696487007,0.8502056109149366,False,True,
lmm_randslope,CA1-V1,ifi_weighted,intermediate-naive,10,180,0.027833116197673542,0.48195872606739376,False,True,
collapsed,CA1-DG,mi_sig,expert-naive,8,144,0.0060270322973239275,0.3125,False,True,collapsed
collapsed,CA1-DG,mi_sig,expert-intermediate,8,144,-0.008392667905059742,0.4609375,False,True,collapsed
collapsed,CA1-DG,mi_sig,intermediate-naive,8,144,0.010870383649272617,0.1484375,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,expert-naive,8,144,-0.008320647315218206,0.7421875,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,expert-intermediate,8,144,-0.04482606918380131,0.1484375,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,intermediate-naive,8,144,0.050834923031678456,0.25,False,True,collapsed
lmm_randslope,CA1-DG,mi_sig,expert-naive,8,144,0.017842191629705035,0.24986918702687544,False,True,
lmm_randslope,CA1-DG,mi_sig,expert-intermediate,8,144,-0.014525673654366422,0.35824427844407924,False,True,
