method,pair,stat,contrast,n_animals,n_obs,estimate,p,p_within_pair_fdr_pass,ok,reason
collapsed,CA1-V1,mi_sig,expert-naive,10,180,0.006909173178169359,0.625,False,True,collapsed
collapsed,CA1-V1,mi_sig,expert-intermediate,10,180,-0.012124399359028834,0.083984375,False,True,collapsed
collapsed,CA1-V1,mi_sig,intermediate-naive,10,180,0.022896705542545186,0.064453125,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,expert-naive,10,180,-0.036774795353800994,0.01953125,True,True,collapsed
collapsed,CA1-V1,ifi_weighted,expert-intermediate,10,180,-0.04048144924586536,0.009765625,True,True,collapsed
collapsed,CA1-V1,ifi_weighted,intermediate-naive,10,180,0.0008933652941502321,1.0,False,True,collapsed
lmm_randslope,CA1-V1,mi_sig,expert-naive,10,180,0.0037466421604525264,0.721721326482672,False,True,
lmm_randslope,CA1-V1,mi_sig,expert-intermediate,10,180,-0.015256260545218092,0.13665085158652734,False,True,
lmm_randslope,CA1-V1,mi_sig,intermediate-naive,10,180,0.019002902705670618,0.06894894582239847,False,True,
lmm_randslope,CA1-V1,ifi_weighted,expert-naive,10,180,-0.04425068163771091,0.02816219025608205,True,True,
lmm_randslope,CA1-V1,ifi_weighted,expert-intermediate,10,180,-0.04552304779911379,0.023942885819584044,True,True,
lmm_randslope,CA1-V1,ifi_weighted,intermediate-naive,10,180,0.0012723661614028818,0.9500107706631246,False,True,
collapsed,CA1-DG,mi_sig,expert-naive,8,144,0.00975331509168665,0.23672357063785732,False,True,collapsed
collapsed,CA1-DG,mi_sig,expert-intermediate,8,144,-0.030720815848656897,0.25,False,True,collapsed
collapsed,CA1-DG,mi_sig,intermediate-naive,8,144,0.0583774224739108,0.109375,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,expert-naive,8,144,-0.017274986175307417,0.4609375,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,expert-intermediate,8,144,0.03973360912169329,0.7421875,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,intermediate-naive,8,144,-0.020637224054568234,0.3125,False,True,collapsed
lmm_randslope,CA1-DG,mi_sig,expert-naive,8,144,0.013376642353233404,0.5142832351493076,False,True,
lmm_randslope,CA1-DG,mi_sig,expert-intermediate,8,144,-0.02276085154811191,0.24359263560830235,False,True,
lmm_randslope,CA1-DG,mi_sig,intermediate-naive,8,144,0.03613749390134531,0.09344923001556579,False,True,
lmm_randslope,CA1-DG,ifi_weighted,expert-naive,8,144,-0.021467985338701874,0.4221876123194078,False,True,
lmm_randslope,CA1-DG,ifi_weighted,expert-intermediate,8,144,0.009044712363308782,0.7088455486302119,False,True,
lmm_randslope,CA1-DG,ifi_weighted,intermediate-naive,8,144,-0.030512697702010656,0.24224124972526662,False,True,
collapsed,CA1-CA3,mi_sig,expert-naive,6,108,0.027179213248181983,0.3125,False,True,collapsed
collapsed,CA1-CA3,mi_sig,expert-intermediate,6,108,0.013043839306615089,0.4375,False,True,collapsed
collapsed,CA1-CA3,mi_sig,intermediate-naive,6,108,0.013964701217756913,0.6875,False,True,collapsed
collapsed,CA1-CA3,ifi_weighted,expert-naive,6,108,0.0401156510748773,0.21875,False,True,collapsed
collapsed,CA1-CA3,ifi_weighted,expert-intermediate,6,108,-0.00656249568762737,1.0,False,True,collapsed
collapsed,CA1-CA3,ifi_weighted,intermediate-naive,6,108,0.04667814676250467,0.4375,False,True,collapsed
lmm_randslope,CA1-CA3,mi_sig,expert-naive,6,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,CA1-CA3,mi_sig,expert-intermediate,6,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,CA1-CA3,mi_sig,intermediate-naive,6,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,CA1-CA3,ifi_weighted,expert-naive,6,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,CA1-CA3,ifi_weighted,expert-intermediate,6,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,CA1-CA3,ifi_weighted,intermediate-naive,6,0,nan,nan,False,False,too_few_animals_for_random_slope
collapsed,CA1-RSC,mi_sig,expert-naive,8,144,-0.017810956623843188,0.3828125,False,True,collapsed
collapsed,CA1-RSC,mi_sig,expert-intermediate,8,144,-0.01250376700736622,0.3125,False,True,collapsed
collapsed,CA1-RSC,mi_sig,intermediate-naive,8,144,-0.0038577289170773337,0.9453125,False,True,collapsed
collapsed,CA1-RSC,ifi_weighted,expert-naive,8,144,0.024090788571013426,0.640625,False,True,collapsed
collapsed,CA1-RSC,ifi_weighted,expert-intermediate,8,144,-0.05988295972594315,0.0234375,False,True,collapsed
collapsed,CA1-RSC,ifi_weighted,intermediate-naive,8,144,0.06714056691096708,0.109375,False,True,collapsed
lmm_randslope,CA1-RSC,mi_sig,expert-naive,8,144,-0.0064010408942822864,0.7067476106514157,False,True,
lmm_randslope,CA1-RSC,mi_sig,expert-intermediate,8,144,-0.012533543704950625,0.37931401327853687,False,True,
lmm_randslope,CA1-RSC,mi_sig,intermediate-naive,8,144,0.006132502810668339,0.7118369220650244,False,True,
lmm_randslope,CA1-RSC,ifi_weighted,expert-naive,8,144,-0.0019344186943625332,0.9422333221122314,False,True,
lmm_randslope,CA1-RSC,ifi_weighted,expert-intermediate,8,144,-0.06510618617690109,0.018319022039538488,True,True,
lmm_randslope,CA1-RSC,ifi_weighted,intermediate-naive,8,144,0.06317176748253855,0.03069412641794831,True,True,
collapsed,CA1-SUB,mi_sig,expert-naive,4,72,0.014781041206916135,0.875,False,True,collapsed
collapsed,CA1-SUB,mi_sig,expert-intermediate,4,72,0.0026219865765754954,1.0,False,True,collapsed
collapsed,CA1-SUB,mi_sig,intermediate-naive,4,72,0.013948772936171312,0.625,False,True,collapsed
collapsed,CA1-SUB,ifi_weighted,expert-naive,4,72,0.02474852118041796,0.125,False,True,collapsed
collapsed,CA1-SUB,ifi_weighted,expert-intermediate,4,72,0.006201177879618136,0.875,False,True,collapsed
collapsed,CA1-SUB,ifi_weighted,intermediate-naive,4,72,0.030245844753485684,0.25,False,True,collapsed
lmm_randslope,CA1-SUB,mi_sig,expert-naive,4,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,CA1-SUB,mi_sig,expert-intermediate,4,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,CA1-SUB,mi_sig,intermediate-naive,4,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,CA1-SUB,ifi_weighted,expert-naive,4,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,CA1-SUB,ifi_weighted,expert-intermediate,4,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,CA1-SUB,ifi_weighted,intermediate-naive,4,0,nan,nan,False,False,too_few_animals_for_random_slope
collapsed,V1-RSC,mi_sig,expert-naive,6,108,-0.01840847009472743,0.5625,False,True,collapsed
collapsed,V1-RSC,mi_sig,expert-intermediate,6,108,0.04156620542125737,0.6875,False,True,collapsed
collapsed,V1-RSC,mi_sig,intermediate-naive,6,108,-0.01553372446294502,0.5625,False,True,collapsed
collapsed,V1-RSC,ifi_weighted,expert-naive,6,108,0.005180536688212587,1.0,False,True,collapsed
collapsed,V1-RSC,ifi_weighted,expert-intermediate,6,108,0.020873811465005263,0.6875,False,True,collapsed
collapsed,V1-RSC,ifi_weighted,intermediate-naive,6,108,0.00205875736565345,1.0,False,True,collapsed
lmm_randslope,V1-RSC,mi_sig,expert-naive,6,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,V1-RSC,mi_sig,expert-intermediate,6,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,V1-RSC,mi_sig,intermediate-naive,6,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,V1-RSC,ifi_weighted,expert-naive,6,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,V1-RSC,ifi_weighted,expert-intermediate,6,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,V1-RSC,ifi_weighted,intermediate-naive,6,0,nan,nan,False,False,too_few_animals_for_random_slope
collapsed,RSC-SUB,mi_sig,expert-naive,4,72,0.01882420796334211,0.25,False,True,collapsed
collapsed,RSC-SUB,mi_sig,expert-intermediate,4,72,-0.009193156605778501,0.625,False,True,collapsed
collapsed,RSC-SUB,mi_sig,intermediate-naive,4,72,0.03538410842921796,0.25,False,True,collapsed
collapsed,RSC-SUB,ifi_weighted,expert-naive,4,72,0.03776049232266976,0.625,False,True,collapsed
collapsed,RSC-SUB,ifi_weighted,expert-intermediate,4,72,-0.008533153686025197,1.0,False,True,collapsed
collapsed,RSC-SUB,ifi_weighted,intermediate-naive,4,72,0.04253027421993269,0.125,False,True,collapsed
lmm_randslope,RSC-SUB,mi_sig,expert-naive,4,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,RSC-SUB,mi_sig,expert-intermediate,4,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,RSC-SUB,mi_sig,intermediate-naive,4,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,RSC-SUB,ifi_weighted,expert-naive,4,0,nan,nan,False,False,too_few_animals_for_random_slope
