pair,n_ff,d_ff,t_ff,p_ff,n_fb,d_fb,t_fb,p_fb,n_asym,d_asym,t_asym,p_asym,n_angle,d_angle,t_angle,p_angle
CA1-RSC,8,-0.011237500000000001,-0.8980614389146905,0.39898765099987266,8,0.008475000000000002,1.0316676572590968,0.3365491545220397,8,-0.0197125,-0.9960235012290718,0.35241502457435603,8,-3.051249999999998,-0.540942273699999,0.6053255610798189
CA1-CA3,6,0.00014999999999999505,0.005317988263412557,0.9959625349943052,6,0.02305,0.9358210733732514,0.39232582236330515,6,-0.022900000000000007,-1.3446987536512862,0.2364980254403727,6,0.6333333333333316,0.08083153488962916,0.9387116846345716
CA1-DG,8,0.021612500000000003,1.8646679424447068,0.10449285685153696,8,0.004350000000000001,0.34436420996235284,0.7406861463954435,8,0.017262500000000004,0.9224841695254472,0.386966876507542,8,1.1787499999999969,0.18119555120323566,0.8613489240777646
CA1-V1,10,-0.006799999999999999,-0.4624642504079178,0.6547254668043115,10,-0.01564,-1.1125944277510953,0.2947160836231427,10,0.008840000000000004,0.3773949742712907,0.7146257118024333,10,-5.616,-0.7333729985373586,0.4819959378133969
CA3-DG,4,0.018000000000000002,0.8261329207507945,0.469299735153048,4,-0.022399999999999993,-1.0000365400553868,0.390987110040533,4,0.0404,2.3508710500665693,0.10022649528707088,4,8.4475,0.5707868560774739,0.6080982627973566
CA1-SUB,4,0.0012000000000000001,0.15175493380061966,0.8890111513551378,4,0.010349999999999998,1.099059959217861,0.3520342601784107,4,-0.009149999999999997,-0.5695170896599495,0.6088580874549556,4,3.150000000000002,0.29119518351140095,0.7898745583342761
RSC-SUB,4,-0.003724999999999999,-0.1875246652576401,0.8632156447914198,4,-0.007825,-0.4151340894878867,0.7059468335573436,4,0.004100000000000001,0.22673687419749988,0.835199809956362,4,15.795000000000002,2.1402123024454967,0.12182861448945959
V1-RSC,6,-0.02651666666666667,-1.3815469076872753,0.22565619718033567,6,-0.02078333333333333,-2.3207441631937704,0.06799051264486519,6,-0.005733333333333338,-0.3019497080914067,0.7748464220626097,6,-18.868333333333336,-1.2290310322723865,0.2737421560337518
