animal,learner,pair,ordinal,trial_id,n_bins,cc1,ifi,optimal_lag,gini_part_x,gini_part_y
98,0,CA1-CA3,2,2,4567,0.429,-0.1006,0,0.6529,0.6188
98,0,CA1-CA3,4,4,4117,0.4503,-0.0245,0,0.6406,0.6893
98,0,CA1-CA3,7,7,4654,0.4249,0.1092,0,0.631,0.6653
98,0,CA1-CA3,10,10,3758,0.4404,0.1366,0,0.5917,0.646
100,0,CA1-RSC,1,1,3924,0.1461,-0.0123,-6,0.4846,0.5504
100,0,CA1-RSC,2,2,2972,0.0923,0.1008,8,0.4799,0.517
100,0,CA1-RSC,4,4,2738,0.114,-0.0452,0,0.4679,0.47
100,0,CA1-RSC,7,7,2341,0.0422,0.1761,4,0.4851,0.4686
100,0,CA1-RSC,10,10,2786,0.0818,0.078,0,0.46,0.4913
100,0,CA1-DG,1,1,3924,0.47,0.0428,0,0.4906,0.5973
100,0,CA1-DG,2,2,2972,0.4449,-0.0794,0,0.5036,0.6182
100,0,CA1-DG,4,4,2738,0.4188,-0.0397,0,0.5335,0.6138
100,0,CA1-DG,7,7,2341,0.4286,0.1646,0,0.5405,0.6063
100,0,CA1-DG,10,10,2786,0.4207,0.1344,0,0.5127,0.6254
100,0,CA1-V1,1,1,3924,0.1958,-0.0301,0,0.5067,0.4588
100,0,CA1-V1,2,2,2972,0.2149,-0.0583,0,0.5512,0.5022
100,0,CA1-V1,4,4,2738,0.2176,-0.0121,0,0.512,0.4791
100,0,CA1-V1,7,7,2341,0.2113,0.0385,8,0.5348,0.5033
100,0,CA1-V1,10,10,2786,0.256,0.016,0,0.501,0.4979
100,0,CA1-SUB,1,1,3924,0.103,-0.3601,0,0.4939,0.6004
100,0,CA1-SUB,2,2,2972,0.0858,-0.0413,-1,0.4747,0.643
100,0,CA1-SUB,4,4,2738,0.1032,-0.6614,-1,0.512,0.5535
100,0,CA1-SUB,7,7,2341,0.1067,-0.6637,0,0.4377,0.6237
100,0,CA1-SUB,10,10,2786,0.1005,-0.69,0,0.476,0.6341
100,0,RSC-SUB,1,1,3924,0.1557,0.0181,0,0.517,0.4333
100,0,RSC-SUB,2,2,2972,0.1181,0.0068,0,0.4951,0.4464
100,0,RSC-SUB,4,4,2738,0.0731,-0.1058,-1,0.4589,0.4695
100,0,RSC-SUB,7,7,2341,0.1144,-0.0629,6,0.4814,0.4431
100,0,RSC-SUB,10,10,2786,0.1383,-0.0226,0,0.4731,0.4619
100,0,V1-RSC,1,1,3924,0.2376,0.0239,0,0.4525,0.5429
100,0,V1-RSC,2,2,2972,0.3079,0.0224,0,0.5036,0.5086
100,0,V1-RSC,4,4,2738,0.3014,0.0393,0,0.5287,0.469
100,0,V1-RSC,7,7,2341,0.1639,-0.0013,0,0.4828,0.454
100,0,V1-RSC,10,10,2786,0.2526,0.1383,0,0.5134,0.4582
