animal,learner,pair,ordinal,trial_id,n_bins,cc1,ifi,optimal_lag,gini_part_x,gini_part_y
77,1,CA1-DG,4,4,3391,0.0779,0.3022,0,0.606,0.7753
77,1,CA1-DG,7,7,3452,0.0621,0.5538,1,0.5462,0.803
77,1,CA1-DG,10,10,3681,0.0819,0.5656,0,0.5817,0.7861
77,1,CA1-V1,1,1,3519,0.0455,0.0446,8,0.5319,0.54
77,1,CA1-V1,2,2,2820,0.0777,0.0931,0,0.5304,0.4998
77,1,CA1-V1,4,4,3391,0.0433,-0.02,-1,0.5191,0.5289
77,1,CA1-V1,7,7,3452,0.0335,-0.0088,-6,0.507,0.5076
77,1,CA1-V1,10,10,3681,0.0463,0.0714,0,0.5216,0.4643
77,1,CA1-SUB,1,1,3519,0.0193,0.4733,-5,0.5719,0.5454
77,1,CA1-SUB,2,2,2820,0.0039,0.1505,2,0.5975,0.6521
77,1,CA1-SUB,4,4,3391,-0.0135,-0.4214,-4,0.6757,0.5421
77,1,CA1-SUB,7,7,3452,0.0313,0.2807,0,0.6539,0.6276
77,1,CA1-SUB,10,10,3681,-0.0033,-0.0746,-2,0.6861,0.5737
77,1,RSC-SUB,1,1,3519,0.1252,-0.0385,0,0.4923,0.4473
77,1,RSC-SUB,2,2,2820,0.0771,0.0106,0,0.4794,0.5352
77,1,RSC-SUB,4,4,3391,0.0792,-0.2532,0,0.4855,0.4699
77,1,RSC-SUB,7,7,3452,0.1201,-0.1068,0,0.5014,0.5599
77,1,RSC-SUB,10,10,3681,0.0989,-0.2683,-2,0.4988,0.4584
77,1,V1-RSC,1,1,3519,0.1066,0.0399,8,0.4848,0.4798
77,1,V1-RSC,2,2,2820,0.2176,0.0437,5,0.4696,0.4782
77,1,V1-RSC,4,4,3391,0.2341,0.0154,0,0.4858,0.4977
77,1,V1-RSC,7,7,3452,0.2781,0.0424,10,0.5137,0.4783
77,1,V1-RSC,10,10,3681,0.3244,0.0333,6,0.4948,0.5127
98,0,CA1-RSC,1,1,5779,0.0661,0.1715,4,0.5495,0.5043
98,0,CA1-RSC,2,2,4567,0.1013,0.2425,5,0.5283,0.4867
98,0,CA1-RSC,4,4,4117,0.0671,0.49,3,0.5255,0.5118
98,0,CA1-RSC,7,7,4654,0.1337,0.2088,2,0.4792,0.5047
98,0,CA1-RSC,10,10,3758,0.1251,0.158,3,0.5128,0.5134
98,0,CA1-CA3,1,1,5779,0.4711,0.0625,0,0.6153,0.6267
