animal,learner,pair,center_trial,trial_frac,performance,lp_rel,n_bins,cc1,n_sig,mi_sig,ifi,optimal_lag,gini_x,gini_y,gini_pearson_x,gini_pearson_y,rot_x,rot_y,rot_x_cc1,rot_y_cc1,jac_x,jac_y,sh_x,sh_y,sh_x_cc1,sh_y_cc1
63,1,CA1-RSC,198.0,0.6215,0.1452,91.0,6000,0.1828,1,0.017,0.0262,0,0.0599,0.2103,0.1973,0.2103,29.43,42.93,14.42,32.77,0.5,0.3684,78.78,87.36,25.17,43.85
63,1,CA1-RSC,203.0,0.6372,0.1995,96.0,6000,0.1762,1,0.0158,0.0102,0,0.0551,0.2474,0.212,0.2148,49.12,54.2,12.55,28.23,0.5,0.4444,85.18,89.96,44.05,56.96
63,1,CA1-RSC,208.0,0.653,0.1796,101.0,6000,0.2013,1,0.0207,0.0213,0,0.061,0.2651,0.2069,0.2075,36.68,46.6,11.06,25.91,0.5,0.3684,69.95,73.32,26.16,40.37
63,1,CA1-RSC,213.0,0.6688,0.1881,106.0,6000,0.2115,1,0.0229,0.0517,0,0.054,0.2261,0.204,0.2127,46.35,56.53,9.58,20.65,0.5,0.4444,87.51,78.03,19.18,46.23
63,1,CA1-RSC,218.0,0.6845,0.1531,111.0,6000,0.2061,1,0.0217,0.0069,0,0.0831,0.2322,0.2087,0.2184,65.05,71.24,10.64,22.79,0.5,0.3684,69.01,85.03,31.14,47.38
63,1,CA1-RSC,223.0,0.7003,0.1371,116.0,6000,0.1751,1,0.0156,0.0215,1,0.0819,0.2338,0.1722,0.2072,42.65,48.3,10.57,28.19,1.0,0.5294,55.5,82.14,33.2,49.63
63,1,CA1-RSC,228.0,0.7161,0.0872,121.0,6000,0.177,1,0.0159,0.0,0,0.0802,0.2367,0.2002,0.2219,49.71,46.23,17.18,22.98,0.2,0.3684,56.75,88.1,25.65,58.59
63,1,CA1-RSC,233.0,0.7319,0.0947,126.0,5844,0.1625,1,0.0134,0.0202,1,0.0698,0.2649,0.1747,0.2221,71.21,76.1,19.23,33.5,1.0,0.3684,54.97,86.84,41.61,47.17
63,1,CA1-RSC,238.0,0.7476,0.0974,131.0,5735,0.1598,1,0.0129,0.0022,1,0.0724,0.2874,0.1691,0.1987,77.29,83.43,15.92,23.38,1.0,0.4444,86.25,84.6,29.78,40.37
63,1,CA1-RSC,243.0,0.7634,0.1424,136.0,5875,0.1659,1,0.0139,-0.0034,1,0.0916,0.2256,0.1874,0.1959,77.27,78.46,16.25,28.94,0.5,0.3684,76.17,72.48,70.08,63.7
63,1,CA1-RSC,248.0,0.7792,0.2306,141.0,6000,0.2047,1,0.0214,-0.0049,0,0.0828,0.2608,0.2144,0.1905,29.09,40.5,17.79,30.39,0.5,0.4444,67.0,81.5,19.93,39.85
63,1,CA1-RSC,253.0,0.795,0.2487,146.0,6000,0.2159,1,0.0239,0.0225,0,0.0768,0.2683,0.2183,0.2031,57.74,55.82,11.34,29.05,0.2,0.3684,88.71,81.34,17.65,42.12
63,1,CA1-RSC,258.0,0.8107,0.2119,151.0,6000,0.1999,1,0.0204,0.0462,0,0.0786,0.2963,0.203,0.1812,62.49,72.2,12.35,21.66,1.0,0.625,57.93,84.94,26.61,45.26
63,1,CA1-RSC,263.0,0.8265,0.1253,156.0,6000,0.1729,1,0.0152,0.0367,1,0.0727,0.2599,0.1639,0.1822,44.2,50.99,13.54,21.55,0.5,0.5294,65.08,89.93,32.21,44.77
63,1,CA1-RSC,268.0,0.8423,0.1065,161.0,6000,0.1552,1,0.0122,0.0174,1,0.0728,0.2667,0.1482,0.173,53.25,68.08,10.77,24.58,0.5,0.2381,85.26,84.39,21.27,54.94
63,1,CA1-RSC,273.0,0.858,0.2043,166.0,6000,0.1688,1,0.0145,0.021,1,0.0904,0.3081,0.1552,0.1942,54.74,58.05,15.56,25.2,1.0,0.3684,88.73,88.58,33.55,41.06
63,1,CA1-RSC,278.0,0.8738,0.236,171.0,6000,0.1901,1,0.0184,0.0177,1,0.1018,0.3022,0.1521,0.1808,35.63,48.36,13.59,24.33,1.0,0.3684,78.0,78.88,31.07,38.37
63,1,CA1-RSC,283.0,0.8896,0.2217,176.0,6000,0.1909,1,0.0186,-0.0083,0,0.0975,0.2558,0.1643,0.1925,76.83,70.14,14.75,28.39,0.5,0.3684,58.01,89.03,32.6,46.88
63,1,CA1-RSC,288.0,0.9054,0.182,181.0,6000,0.2193,1,0.0246,0.0258,0,0.0971,0.2632,0.1832,0.1747,73.05,67.45,11.42,25.75,1.0,0.3684,78.5,83.15,27.19,53.12
63,1,CA1-RSC,293.0,0.9211,0.1605,186.0,6000,0.2195,1,0.0247,0.0449,0,0.1007,0.2705,0.203,0.1777,70.38,80.95,10.92,21.66,1.0,0.5294,67.61,89.05,16.26,40.94
63,1,CA1-RSC,298.0,0.9369,0.2189,191.0,6000,0.1862,1,0.0176,0.0443,1,0.0947,0.2669,0.1985,0.1906,41.47,49.34,8.7,25.09,0.5,0.4444,70.1,88.24,17.45,44.48
63,1,CA1-RSC,303.0,0.9527,0.2119,196.0,6000,0.105,0,0.0,0.0034,1,0.0893,0.2769,0.1694,0.1692,29.56,45.46,19.39,34.95,1.0,0.2381,61.29,77.8,42.71,69.13
63,1,CA1-RSC,308.0,0.9685,0.2146,201.0,6000,0.1376,1,0.0096,-0.0227,1,0.0802,0.3064,0.1598,0.1661,44.0,49.12,21.23,38.62,0.5,0.2381,79.93,84.78,46.27,62.56
66,1,CA1-RSC,8.0,0.04,0.0873,-20.0,6000,0.2492,2,0.059,-0.0177,0,0.353,0.2379,0.2439,0.2091,nan,nan,nan,nan,,,89.58,67.09,24.44,29.61
66,1,CA1-RSC,13.0,0.0686,0.1809,-15.0,6000,0.2718,1,0.0384,-0.0153,0,0.3458,0.1523,0.2167,0.1939,89.57,65.49,81.23,74.53,0.75,0.6,78.59,72.05,45.22,50.13
66,1,CA1-RSC,18.0,0.0971,0.2378,-10.0,6000,0.1892,1,0.0182,-0.0102,0,0.2504,0.1111,0.2069,0.1777,80.5,55.14,48.85,18.71,0.4,0.6,67.68,70.01,68.55,78.08
66,1,CA1-RSC,23.0,0.1257,0.3668,-5.0,6000,0.1536,0,0.0,-0.0305,0,0.2046,0.1143,0.1754,0.1271,78.05,88.83,86.26,80.02,0.75,0.6,69.98,79.91,69.83,58.0
66,1,CA1-RSC,28.0,0.1543,0.5437,0.0,6000,0.2026,1,0.021,-0.0224,0,0.3146,0.131,0.1572,0.1479,67.59,59.9,26.39,28.64,0.5556,0.6,84.36,77.49,60.8,39.59
66,1,CA1-RSC,33.0,0.1829,0.7337,5.0,6000,0.2063,1,0.0217,0.0202,0,0.2368,0.1179,0.1798,0.1579,36.39,37.52,32.27,29.78,0.4,0.6,71.47,72.51,57.66,26.31
66,1,CA1-RSC,38.0,0.2114,0.7044,10.0,6000,0.2016,1,0.0207,0.0154,0,0.185,0.0825,0.1977,0.1711,48.59,50.27,35.26,25.16,0.5556,0.3333,83.52,83.55,40.79,43.37
66,1,CA1-RSC,43.0,0.24,0.7428,15.0,6000,0.1628,0,0.0,0.0248,0,0.1791,0.0974,0.1904,0.162,74.68,80.31,33.2,30.21,1.0,0.3333,76.26,60.29,42.76,46.77
66,1,CA1-RSC,48.0,0.2686,0.8038,20.0,6000,0.1599,0,0.0,0.0001,0,0.1509,0.1099,0.2107,0.1754,37.87,31.35,25.61,24.24,0.5556,0.6,81.04,62.48,54.34,50.38
66,1,CA1-RSC,53.0,0.2971,0.9917,25.0,6000,0.2205,1,0.0249,-0.0198,0,0.2494,0.1119,0.2216,0.1779,54.96,55.73,34.37,33.98,0.2727,0.6,76.27,81.48,43.49,24.37
66,1,CA1-RSC,58.0,0.3257,0.9917,30.0,6000,0.1829,1,0.017,-0.0117,0,0.2406,0.1376,0.1836,0.1658,44.46,43.81,27.06,19.59,0.4,0.6,79.05,83.87,48.53,34.97
66,1,CA1-RSC,63.0,0.3543,0.965,35.0,6000,0.1952,1,0.0194,-0.001,0,0.1915,0.1431,0.1819,0.1849,55.07,42.35,34.52,20.8,0.5556,1.0,65.41,70.17,46.33,34.42
66,1,CA1-RSC,68.0,0.3829,0.915,40.0,6000,0.177,0,0.0,0.0092,0,0.3512,0.161,0.1874,0.15,36.15,43.83,25.5,21.08,0.5556,1.0,68.62,70.17,43.51,80.64
66,1,CA1-RSC,73.0,0.4114,0.7755,45.0,6000,0.1116,0,0.0,0.0121,0,0.3828,0.1484,0.1612,0.153,69.16,52.45,59.12,46.95,0.2727,1.0,81.79,62.91,81.59,71.43
66,1,CA1-RSC,78.0,0.44,0.754,50.0,6000,0.1078,0,0.0,0.013,-2,0.1983,0.1041,0.1469,0.171,57.98,52.91,70.66,51.28,0.4,0.6,89.04,64.2,83.0,66.94
66,1,CA1-RSC,83.0,0.4686,0.722,55.0,6000,0.1292,0,0.0,0.0644,7,0.1325,0.1047,0.1536,0.2016,65.26,60.79,46.1,48.09,0.4,0.6,85.94,89.27,81.61,76.68
66,1,CA1-RSC,88.0,0.4971,0.7711,60.0,6000,0.1608,0,0.0,0.1029,7,0.156,0.1041,0.1537,0.174,58.59,39.58,38.26,23.54,0.75,0.6,85.63,84.95,52.5,42.98
66,1,CA1-RSC,93.0,0.5257,0.8193,65.0,6000,0.182,1,0.0169,0.0948,9,0.3492,0.1219,0.1743,0.209,66.73,69.01,82.03,34.48,0.2727,0.1429,78.65,81.12,18.68,23.19
66,1,CA1-RSC,98.0,0.5543,0.8782,70.0,6000,0.1212,0,0.0,0.048,2,0.1492,0.1081,0.164,0.1452,87.56,85.38,63.98,34.5,0.5556,0.1429,87.82,59.06,74.94,59.27
66,1,CA1-RSC,103.0,0.5829,0.8685,75.0,6000,0.1598,0,0.0,0.0178,0,0.1478,0.1594,0.1962,0.2038,87.68,44.18,50.14,34.98,0.5556,0.3333,89.95,82.36,80.71,83.78
66,1,CA1-RSC,108.0,0.6114,0.7722,80.0,6000,0.1282,0,0.0,0.0584,0,0.1392,0.2246,0.1621,0.1763,33.42,44.19,20.85,28.38,0.5556,0.6,88.71,80.0,73.89,69.35
66,1,CA1-RSC,113.0,0.64,0.6958,85.0,6000,0.068,0,0.0,0.0531,1,0.152,0.2519,0.1384,0.1642,73.93,66.57,47.46,38.9,0.4,0.6,86.74,77.03,79.18,88.18
66,1,CA1-RSC,118.0,0.6686,0.7958,90.0,6000,0.0961,0,0.0,0.0366,1,0.1781,0.1641,0.1217,0.1514,58.35,56.65,42.71,50.29,0.4,1.0,72.09,70.3,81.57,80.3
66,1,CA1-RSC,123.0,0.6971,0.8921,95.0,6000,0.1316,0,0.0,0.0206,0,0.2128,0.1573,0.1572,0.1523,34.33,30.68,75.03,84.06,0.5556,0.6,71.08,77.08,72.47,53.57
66,1,CA1-RSC,128.0,0.7257,0.9333,100.0,6000,0.1319,0,0.0,0.013,0,0.1859,0.1265,0.1229,0.1427,30.9,33.86,51.03,48.81,0.5556,0.6,84.57,65.38,68.81,48.37
66,1,CA1-RSC,133.0,0.7543,0.6667,105.0,6000,0.126,0,0.0,0.0318,10,0.1873,0.1557,0.1621,0.1284,66.64,81.14,29.02,26.75,0.2727,0.3333,68.06,63.82,68.58,74.47
66,1,CA1-RSC,138.0,0.7829,0.5333,110.0,6000,0.1614,0,0.0,0.0198,0,0.2038,0.1992,0.1717,0.1758,42.84,43.17,39.45,32.81,0.4,0.6,74.17,58.14,88.46,85.29
66,1,CA1-RSC,143.0,0.8114,0.4,115.0,6000,0.0984,0,0.0,0.045,0,0.278,0.2247,0.1499,0.1642,31.03,40.37,24.94,23.66,0.75,0.6,88.13,80.28,85.55,41.21
66,1,CA1-RSC,148.0,0.84,0.3333,120.0,6000,0.1179,0,0.0,0.0382,0,0.2188,0.2563,0.1309,0.1684,85.19,89.6,74.35,78.0,0.5556,1.0,81.76,71.34,73.75,81.65
66,1,CA1-RSC,153.0,0.8686,0.2,125.0,6000,0.1116,0,0.0,0.0203,0,0.2048,0.2459,0.1387,0.135,69.81,55.16,46.74,24.97,0.5556,1.0,77.1,85.35,57.56,27.99
66,1,CA1-RSC,158.0,0.8971,0.0667,130.0,6000,0.0941,0,0.0,0.0307,1,0.2247,0.3185,0.1403,0.1438,41.35,42.02,77.8,34.77,0.4,0.6,84.71,82.98,86.04,62.31
66,1,CA1-RSC,163.0,0.9257,0.0667,135.0,6000,0.1751,1,0.0156,0.0585,0,0.2482,0.1942,0.17,0.1628,88.71,81.39,59.93,76.32,1.0,0.6,86.82,85.24,66.64,34.44
66,1,CA1-RSC,168.0,0.9543,0.0667,140.0,6000,0.1483,0,0.0,0.0402,0,0.2822,0.133,0.1991,0.2087,61.53,66.17,37.66,24.56,0.5556,0.6,73.5,80.31,81.2,36.04
66,1,CA1-DG,8.0,0.04,0.0873,-20.0,6000,0.4003,3,0.2053,0.0261,0,0.3924,0.1601,0.3383,0.2761,nan,nan,nan,nan,,,80.39,34.97,54.13,48.04
66,1,CA1-DG,13.0,0.0686,0.1809,-15.0,6000,0.4105,3,0.1493,0.0314,0,0.3662,0.1316,0.3453,0.3014,72.37,34.02,71.24,41.56,0.4,0.5,50.06,70.84,83.0,44.14
66,1,CA1-DG,18.0,0.0971,0.2378,-10.0,6000,0.4121,3,0.1564,0.0368,0,0.2459,0.1336,0.349,0.3283,72.47,88.17,21.36,23.97,0.5556,0.5,52.36,52.38,24.63,30.05
66,1,CA1-DG,23.0,0.1257,0.3668,-5.0,6000,0.3961,2,0.1352,0.0054,0,0.2482,0.1158,0.3499,0.3143,37.99,49.69,26.02,30.96,0.75,0.3846,80.31,56.18,39.66,39.95
66,1,CA1-DG,28.0,0.1543,0.5437,0.0,6000,0.3981,2,0.1443,0.0039,0,0.2817,0.1145,0.3447,0.3119,74.3,56.15,21.12,20.7,0.75,0.6364,73.53,86.72,37.23,32.89
66,1,CA1-DG,33.0,0.1829,0.7337,5.0,6000,0.3795,2,0.1272,-0.0096,0,0.2393,0.1038,0.327,0.319,43.44,48.16,14.32,23.4,0.5556,0.6364,82.12,89.64,50.0,38.81
66,1,CA1-DG,38.0,0.2114,0.7044,10.0,6000,0.3497,2,0.1073,0.0108,0,0.1644,0.1752,0.3112,0.3018,37.2,43.71,11.09,21.86,0.5556,0.3846,74.86,72.67,38.1,62.21
66,1,CA1-DG,43.0,0.24,0.7428,15.0,6000,0.3494,3,0.1228,0.0194,0,0.1631,0.155,0.3138,0.2999,28.14,27.6,16.12,28.48,0.5556,0.3846,84.17,77.09,34.22,58.1
66,1,CA1-DG,48.0,0.2686,0.8038,20.0,6000,0.3242,2,0.0978,0.0626,0,0.1563,0.103,0.3147,0.2862,59.75,66.6,19.41,27.45,0.5556,0.2857,69.35,69.25,41.67,44.74
66,1,CA1-DG,53.0,0.2971,0.9917,25.0,6000,0.2991,4,0.1305,0.0487,0,0.2008,0.1064,0.3129,0.2743,36.89,26.93,14.29,17.86,0.75,0.8,76.55,78.4,75.0,73.93
66,1,CA1-DG,58.0,0.3257,0.9917,30.0,6000,0.3214,4,0.1447,0.0408,0,0.1814,0.1107,0.3058,0.2774,29.34,40.4,14.86,22.59,0.75,0.8,72.85,67.17,47.28,35.89
66,1,CA1-DG,63.0,0.3543,0.965,35.0,6000,0.3228,4,0.1558,0.0439,0,0.2191,0.1195,0.2862,0.2813,26.49,30.59,39.03,39.74,0.5556,0.5,55.85,61.76,51.87,42.28
66,1,CA1-DG,68.0,0.3829,0.915,40.0,6000,0.3267,4,0.1378,0.0487,0,0.3212,0.1302,0.2772,0.2792,36.68,26.96,43.65,30.73,0.4,0.6364,54.7,74.19,59.7,41.5
66,1,CA1-DG,73.0,0.4114,0.7755,45.0,6000,0.2957,3,0.1237,0.0405,0,0.3176,0.122,0.29,0.2747,50.49,41.95,43.82,71.55,0.4,0.5,78.89,46.48,35.91,56.7
66,1,CA1-DG,78.0,0.44,0.754,50.0,6000,0.3137,4,0.1418,0.0246,0,0.2267,0.1059,0.2989,0.2946,31.2,27.57,13.57,18.08,0.75,0.8,55.47,49.12,50.8,65.97
66,1,CA1-DG,83.0,0.4686,0.722,55.0,6000,0.2766,4,0.1459,0.0363,0,0.1469,0.11,0.288,0.2761,47.34,28.17,15.07,19.32,0.75,0.8,48.53,61.25,58.46,72.63
66,1,CA1-DG,88.0,0.4971,0.7711,60.0,6000,0.3424,4,0.1524,0.0324,0,0.1448,0.1104,0.3077,0.2906,47.89,46.03,23.96,32.19,1.0,0.6364,83.32,83.55,29.57,50.81
66,1,CA1-DG,93.0,0.5257,0.8193,65.0,6000,0.3767,2,0.1032,0.0528,0,0.3095,0.1012,0.3011,0.2886,74.79,37.89,22.52,22.59,0.4,0.2857,59.15,70.65,43.36,29.76
66,1,CA1-DG,98.0,0.5543,0.8782,70.0,6000,0.3645,2,0.1014,0.0362,0,0.1433,0.0836,0.3259,0.2911,62.65,30.06,22.6,20.53,0.5556,0.2857,70.38,57.99,35.64,46.85
66,1,CA1-DG,103.0,0.5829,0.8685,75.0,6000,0.3431,2,0.1125,0.0171,0,0.1392,0.122,0.3533,0.2782,35.27,46.59,18.75,27.44,0.75,0.2,72.92,60.58,49.63,39.02
66,1,CA1-DG,108.0,0.6114,0.7722,80.0,6000,0.3543,3,0.1412,0.0234,0,0.1345,0.1305,0.3469,0.2919,31.87,30.33,36.19,33.31,0.75,0.6364,55.79,44.15,51.15,43.71
66,1,CA1-DG,113.0,0.64,0.6958,85.0,6000,0.3851,3,0.145,0.0495,0,0.1393,0.1078,0.3129,0.2782,31.62,36.1,27.17,17.88,0.5556,0.2,37.42,60.94,36.04,33.68
66,1,CA1-DG,118.0,0.6686,0.7958,90.0,6000,0.3376,3,0.1422,0.0689,0,0.1612,0.1169,0.3354,0.2615,26.67,32.68,24.14,20.08,0.5556,0.125,41.22,46.96,33.43,35.71
66,1,CA1-DG,123.0,0.6971,0.8921,95.0,6000,0.3353,3,0.146,0.0667,0,0.2011,0.1416,0.3547,0.2591,36.09,23.04,15.68,19.05,0.75,0.5,48.46,51.09,36.39,51.63
66,1,CA1-DG,128.0,0.7257,0.9333,100.0,6000,0.3459,3,0.1506,0.0597,0,0.199,0.1461,0.3377,0.2675,25.23,20.33,27.89,39.17,0.75,0.6364,43.71,45.5,36.41,54.19
66,1,CA1-DG,133.0,0.7543,0.6667,105.0,6000,0.2962,3,0.1294,0.0401,0,0.2048,0.1241,0.3285,0.2649,29.03,35.4,80.0,87.73,0.5556,0.8,55.9,57.17,38.65,36.67
66,1,CA1-DG,138.0,0.7829,0.5333,110.0,6000,0.3194,3,0.1292,0.049,0,0.2305,0.1298,0.3303,0.2716,27.76,23.57,76.89,56.63,0.75,0.6364,49.76,55.77,64.67,89.56
66,1,CA1-DG,143.0,0.8114,0.4,115.0,6000,0.3636,3,0.1485,0.0711,0,0.256,0.1146,0.3294,0.2737,26.51,36.44,29.69,36.33,0.75,0.5,82.38,88.89,77.16,38.33
66,1,CA1-DG,148.0,0.84,0.3333,120.0,6000,0.3658,3,0.1437,0.035,0,0.2584,0.1163,0.333,0.2848,29.64,33.63,31.13,27.08,0.75,0.6364,57.29,53.04,33.35,34.84
66,1,CA1-DG,153.0,0.8686,0.2,125.0,6000,0.3779,4,0.1885,0.0479,0,0.2347,0.1331,0.3448,0.289,50.4,47.65,16.83,13.81,0.75,0.3846,77.94,61.78,39.56,31.63
66,1,CA1-DG,158.0,0.8971,0.0667,130.0,6000,0.39,4,0.1774,0.0673,0,0.2133,0.1365,0.3462,0.2896,34.01,34.36,15.04,17.23,0.75,0.5,76.08,71.99,38.6,33.63
66,1,CA1-DG,163.0,0.9257,0.0667,135.0,6000,0.3822,3,0.1647,0.0533,0,0.2203,0.1356,0.3349,0.2817,38.61,37.62,20.59,23.71,0.75,0.6364,54.01,56.78,41.29,30.65
66,1,CA1-DG,168.0,0.9543,0.0667,140.0,6000,0.3566,3,0.1493,0.0396,0,0.2451,0.1616,0.3246,0.285,29.52,35.43,21.98,22.37,0.75,0.6364,67.78,60.92,57.99,39.98
66,1,CA1-V1,8.0,0.04,0.0873,-20.0,6000,0.1918,1,0.0187,0.0185,0,0.374,0.0845,0.1832,0.1436,nan,nan,nan,nan,,,74.98,65.22,80.15,69.16
66,1,CA1-V1,13.0,0.0686,0.1809,-15.0,6000,0.1281,0,0.0,-0.0171,0,0.4004,0.06,0.1639,0.1102,77.17,45.76,71.87,48.4,0.75,0.6667,81.09,85.26,32.66,63.96
66,1,CA1-V1,18.0,0.0971,0.2378,-10.0,6000,0.1705,0,0.0,-0.0284,0,0.273,0.0525,0.182,0.1265,77.68,59.39,78.64,67.1,0.4,0.6667,61.4,81.54,54.9,46.16
66,1,CA1-V1,23.0,0.1257,0.3668,-5.0,6000,0.178,0,0.0,-0.0222,0,0.236,0.0509,0.1647,0.1328,53.68,46.74,51.99,31.81,0.4,0.4286,86.77,84.73,77.42,51.14
66,1,CA1-V1,28.0,0.1543,0.5437,0.0,6000,0.1156,0,0.0,-0.0251,0,0.279,0.0592,0.1736,0.1148,35.17,40.15,28.4,20.6,0.75,1.0,68.95,79.11,63.06,74.34
66,1,CA1-V1,33.0,0.1829,0.7337,5.0,6000,0.139,0,0.0,-0.0224,0,0.2265,0.0522,0.1844,0.132,47.07,32.66,50.36,74.84,0.5556,0.6667,87.47,81.61,43.66,50.22
66,1,CA1-V1,38.0,0.2114,0.7044,10.0,6000,0.1606,0,0.0,-0.0151,0,0.1625,0.0484,0.1878,0.1487,75.52,74.94,48.56,27.15,0.5556,0.6667,69.97,69.97,59.49,38.8
66,1,CA1-V1,43.0,0.24,0.7428,15.0,6000,0.1953,1,0.0194,-0.0314,0,0.1476,0.0432,0.1973,0.1317,50.09,44.82,25.37,19.88,0.5556,0.4286,77.12,70.67,60.46,35.16
66,1,CA1-V1,48.0,0.2686,0.8038,20.0,6000,0.1413,0,0.0,-0.039,0,0.1325,0.0477,0.1937,0.1068,49.76,48.37,25.16,20.77,0.4,0.6667,82.08,86.56,56.44,52.35
66,1,CA1-V1,53.0,0.2971,0.9917,25.0,6000,0.1844,0,0.0,-0.007,0,0.2124,0.0653,0.1838,0.1167,70.1,62.19,48.15,44.06,0.4,1.0,85.31,86.21,68.76,66.17
66,1,CA1-V1,58.0,0.3257,0.9917,30.0,6000,0.1461,0,0.0,-0.0111,0,0.1877,0.0794,0.1662,0.1343,55.63,54.15,59.26,48.33,0.4,1.0,76.57,86.46,89.95,86.25
66,1,CA1-V1,63.0,0.3543,0.965,35.0,6000,0.1729,0,0.0,-0.0164,0,0.2294,0.086,0.1703,0.1383,41.58,35.44,39.56,40.12,0.4,1.0,75.41,75.7,89.91,84.28
66,1,CA1-V1,68.0,0.3829,0.915,40.0,6000,0.1855,0,0.0,0.0064,0,0.3592,0.0938,0.1837,0.1297,39.91,47.62,77.79,64.02,0.5556,1.0,73.24,60.88,50.58,64.16
66,1,CA1-V1,73.0,0.4114,0.7755,45.0,6000,0.1839,0,0.0,-0.0356,0,0.3438,0.0766,0.1831,0.12,34.54,26.65,7.53,14.57,0.5556,1.0,62.6,50.41,56.31,53.08
66,1,CA1-V1,78.0,0.44,0.754,50.0,6000,0.1491,0,0.0,-0.0368,0,0.2388,0.0728,0.1711,0.1003,40.31,46.76,26.7,39.66,0.5556,1.0,83.3,78.96,27.6,42.73
66,1,CA1-V1,83.0,0.4686,0.722,55.0,6000,0.1324,0,0.0,-0.0585,0,0.1643,0.0725,0.1852,0.1129,73.72,47.68,53.76,32.36,0.4,0.6667,89.24,69.21,60.12,55.98
66,1,CA1-V1,88.0,0.4971,0.7711,60.0,6000,0.1317,0,0.0,-0.0506,-8,0.1446,0.0588,0.2019,0.1149,73.31,56.6,43.88,38.86,0.4,1.0,86.98,78.16,79.93,71.87
66,1,CA1-V1,93.0,0.5257,0.8193,65.0,6000,0.0605,0,0.0,-0.0883,-10,0.3208,0.0464,0.1589,0.0934,67.31,51.63,46.47,36.11,0.5556,0.6667,86.74,85.36,85.67,88.78
66,1,CA1-V1,98.0,0.5543,0.8782,70.0,6000,0.0467,0,0.0,0.0033,-3,0.1417,0.0444,0.1475,0.0976,84.73,67.56,67.58,81.38,0.4,0.4286,87.7,86.76,88.46,82.98
66,1,CA1-V1,103.0,0.5829,0.8685,75.0,6000,0.0312,0,0.0,-0.0406,-3,0.1495,0.0752,0.145,0.0923,76.11,74.67,79.84,77.0,0.4,0.25,84.13,83.76,89.66,75.66
66,1,CA1-V1,108.0,0.6114,0.7722,80.0,6000,0.0282,0,0.0,-0.0208,0,0.1463,0.0709,0.1322,0.0949,68.93,71.01,85.08,78.22,0.4,1.0,83.94,88.22,88.77,47.62
66,1,CA1-V1,113.0,0.64,0.6958,85.0,6000,0.0175,0,0.0,-0.0212,-4,0.1255,0.0445,0.1253,0.1007,59.37,67.38,70.63,51.26,0.4,0.1111,84.85,83.52,89.62,87.11
66,1,CA1-V1,118.0,0.6686,0.7958,90.0,6000,0.0823,0,0.0,-0.0503,0,0.1233,0.0392,0.1444,0.1163,64.14,58.08,70.61,64.38,0.0769,0.6667,86.72,89.16,82.64,79.63
66,1,CA1-V1,123.0,0.6971,0.8921,95.0,6000,0.0814,0,0.0,-0.035,0,0.1914,0.0427,0.1517,0.1378,53.97,45.98,53.24,50.58,0.5556,0.6667,87.85,79.89,89.56,70.52
66,1,CA1-V1,128.0,0.7257,0.9333,100.0,6000,0.0969,0,0.0,-0.0459,0,0.1973,0.0433,0.1594,0.1125,54.14,58.82,58.81,52.05,0.5556,0.4286,89.93,84.48,83.88,85.45
66,1,CA1-V1,133.0,0.7543,0.6667,105.0,6000,0.1366,0,0.0,-0.0304,0,0.2078,0.0366,0.1671,0.1293,44.88,39.96,39.55,30.57,0.2727,0.4286,85.99,77.97,81.85,77.01
66,1,CA1-V1,138.0,0.7829,0.5333,110.0,6000,0.1053,0,0.0,-0.0166,-8,0.2428,0.048,0.1488,0.1273,88.45,87.61,31.64,29.88,0.4,1.0,86.4,59.42,74.53,68.55
66,1,CA1-V1,143.0,0.8114,0.4,115.0,6000,0.1249,0,0.0,-0.0279,0,0.2573,0.0497,0.1518,0.1177,52.82,44.0,43.33,45.3,0.5556,0.4286,77.94,80.93,79.93,63.68
66,1,CA1-V1,148.0,0.84,0.3333,120.0,6000,0.1513,0,0.0,-0.0567,0,0.2216,0.0473,0.1704,0.1396,84.92,60.07,39.51,37.83,0.5556,0.4286,88.02,72.45,56.66,67.66
66,1,CA1-V1,153.0,0.8686,0.2,125.0,6000,0.1748,1,0.0155,-0.0626,0,0.2093,0.0489,0.1763,0.1428,60.7,56.03,18.81,22.52,0.75,0.4286,85.07,86.36,54.05,58.82
66,1,CA1-V1,158.0,0.8971,0.0667,130.0,6000,0.1043,0,0.0,-0.0295,0,0.2092,0.0542,0.1496,0.1272,51.74,67.3,50.24,37.08,0.5556,0.6667,76.19,82.68,76.88,84.28
66,1,CA1-V1,163.0,0.9257,0.0667,135.0,6000,0.0553,0,0.0,-0.0856,-7,0.2279,0.0492,0.1156,0.1154,44.73,36.13,52.18,35.33,0.75,0.6667,86.1,75.38,85.39,83.3
66,1,CA1-V1,168.0,0.9543,0.0667,140.0,6000,0.0257,0,0.0,-0.0536,-6,0.2834,0.0504,0.117,0.1095,81.95,87.8,88.15,77.56,0.75,0.1111,80.39,88.78,81.82,75.82
66,1,CA1-SUB,8.0,0.04,0.0873,-20.0,6000,0.2959,2,0.0676,0.0164,0,0.3706,0.0645,0.2451,0.2237,nan,nan,nan,nan,,,75.56,58.39,29.56,39.32
66,1,CA1-SUB,13.0,0.0686,0.1809,-15.0,6000,0.2399,2,0.0539,-0.0497,0,0.4323,0.0736,0.2246,0.1874,85.91,75.18,80.35,62.03,0.5556,0.6,43.92,43.56,49.36,47.97
