method,pair,stat,contrast,n_animals,n_obs,estimate,p,p_within_pair_fdr_pass,ok,reason
collapsed,CA1-V1,mi_sig,expert-naive,10,180,0.014531990552198028,0.845703125,False,True,collapsed
collapsed,CA1-V1,mi_sig,expert-intermediate,10,180,0.008720204374366934,0.556640625,False,True,collapsed
collapsed,CA1-V1,mi_sig,intermediate-naive,10,180,-0.006391802761051325,0.232421875,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,expert-naive,10,180,-0.0613097363412226,0.00390625,True,True,collapsed
collapsed,CA1-V1,ifi_weighted,expert-intermediate,10,180,-0.029270136023750042,0.037109375,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,intermediate-naive,10,180,-0.029403550528208887,0.232421875,False,True,collapsed
lmm_randslope,CA1-V1,mi_sig,expert-naive,10,180,0.005102451930140576,0.7135794501943893,False,True,
lmm_randslope,CA1-V1,mi_sig,expert-intermediate,10,180,0.0107382959984644,0.4754946872553024,False,True,
lmm_randslope,CA1-V1,mi_sig,intermediate-naive,10,180,-0.005635844068323824,0.7321490336673311,False,True,
lmm_randslope,CA1-V1,ifi_weighted,expert-naive,10,180,-0.05571440498176902,0.005520391746500553,True,True,
lmm_randslope,CA1-V1,ifi_weighted,expert-intermediate,10,180,-0.03900086519764023,0.04574564989709911,False,True,
lmm_randslope,CA1-V1,ifi_weighted,intermediate-naive,10,180,-0.016713539784128793,0.40625644417037077,False,True,
collapsed,CA1-DG,mi_sig,expert-naive,8,144,0.004313471771362463,0.3104944343172349,False,True,collapsed
collapsed,CA1-DG,mi_sig,expert-intermediate,8,144,-0.033306873768179424,0.3125,False,True,collapsed
collapsed,CA1-DG,mi_sig,intermediate-naive,8,144,0.032168917903802094,0.109375,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,expert-naive,8,144,-0.0007282079632570989,0.9453125,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,expert-intermediate,8,144,-0.002709218353367062,0.640625,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,intermediate-naive,8,144,0.007182584738814571,0.84375,False,True,collapsed
lmm_randslope,CA1-DG,mi_sig,expert-naive,8,144,0.019371511434132488,0.35080922591831065,False,True,
