method,pair,stat,contrast,n_animals,n_obs,estimate,p,p_within_pair_fdr_pass,ok,reason
collapsed,CA1-V1,mi_sig,expert-naive,10,180,-0.0036785079807627394,0.4921875,False,True,collapsed
collapsed,CA1-V1,mi_sig,expert-intermediate,10,180,0.041453620693937876,0.322265625,False,True,collapsed
collapsed,CA1-V1,mi_sig,intermediate-naive,10,180,0.012776351935495513,1.0,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,expert-naive,10,180,0.05068139751473898,0.01953125,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,expert-intermediate,10,180,0.028003057334503978,0.556640625,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,intermediate-naive,10,180,0.02059267231292425,0.375,False,True,collapsed
lmm_randslope,CA1-V1,mi_sig,expert-naive,10,180,0.016804914289570424,0.45500429410991483,False,True,
lmm_randslope,CA1-V1,mi_sig,expert-intermediate,10,180,0.0188244211038519,0.4159958074867488,False,True,
lmm_randslope,CA1-V1,mi_sig,intermediate-naive,10,180,-0.0020195068142814755,0.9272944373148042,False,True,
lmm_randslope,CA1-V1,ifi_weighted,expert-naive,10,180,0.05711124601009776,0.04713506179253113,False,True,
lmm_randslope,CA1-V1,ifi_weighted,expert-intermediate,10,180,0.02064303175807964,0.47469377147553504,False,True,
lmm_randslope,CA1-V1,ifi_weighted,intermediate-naive,10,180,0.03646821425201812,0.25661717435234954,False,True,
collapsed,CA1-DG,mi_sig,expert-naive,8,144,0.014315283926553688,0.84375,False,True,collapsed
collapsed,CA1-DG,mi_sig,expert-intermediate,8,144,-0.025354557826586646,0.1953125,False,True,collapsed
collapsed,CA1-DG,mi_sig,intermediate-naive,8,144,0.02095339535138324,0.3828125,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,expert-naive,8,144,0.0073384641158628465,0.84375,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,expert-intermediate,8,144,-0.03328579348859115,0.3828125,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,intermediate-naive,8,144,0.017652654054514997,0.84375,False,True,collapsed
lmm_randslope,CA1-DG,mi_sig,expert-naive,8,144,0.0037791707350930855,0.8929114818457381,False,True,
lmm_randslope,CA1-DG,mi_sig,expert-intermediate,8,144,-0.020254954369157935,0.45875149514547997,False,True,
lmm_randslope,CA1-DG,mi_sig,intermediate-naive,8,144,0.02403412510425102,0.38998674959510604,False,True,
lmm_randslope,CA1-DG,ifi_weighted,expert-naive,8,144,-0.00651210293229605,0.8492037200524795,False,True,
lmm_randslope,CA1-DG,ifi_weighted,expert-intermediate,8,144,-0.02568574647663708,0.4743298774703365,False,True,
lmm_randslope,CA1-DG,ifi_weighted,intermediate-naive,8,144,0.019173643544341028,0.5721141721785199,False,True,
collapsed,CA1-CA3,mi_sig,expert-naive,6,108,0.03684227823035012,0.3125,False,True,collapsed
collapsed,CA1-CA3,mi_sig,expert-intermediate,6,108,0.0012069225288558472,1.0,False,True,collapsed
collapsed,CA1-CA3,mi_sig,intermediate-naive,6,108,0.015053035702919697,0.5625,False,True,collapsed
collapsed,CA1-CA3,ifi_weighted,expert-naive,6,108,-0.01773695504363203,1.0,False,True,collapsed
