metric,pair,matched,window_bins,mean,sem,count
ifi_cc1,CA1-SUB,0,25,-0.04859412062932502,0.061840460179325395,6
ifi_cc1,CA1-SUB,1,1,0.10719498692886568,0.18404330104073793,6
ifi_cc1,CA1-SUB,1,2,0.17871332243543536,0.1164078399547333,6
ifi_cc1,CA1-SUB,1,3,0.26627492877725456,0.1452174164555101,6
ifi_cc1,CA1-SUB,1,4,0.12435460383349657,0.12750169818387433,6
ifi_cc1,CA1-SUB,1,5,0.0641529542122697,0.15459481809652761,6
ifi_cc1,CA1-SUB,1,6,0.08904872133202468,0.15826552174620823,6
ifi_cc1,CA1-SUB,1,7,0.08757600231384832,0.1541637566239678,6
ifi_cc1,CA1-SUB,1,8,0.09307287253040987,0.16858513325740077,6
ifi_cc1,CA1-SUB,1,9,0.0802583468165584,0.17473138451151563,6
ifi_cc1,CA1-SUB,1,10,0.13790408872407822,0.1505270506094128,6
ifi_cc1,CA1-SUB,1,11,0.11733573256908154,0.14462802488611928,6
ifi_cc1,CA1-SUB,1,12,0.056420846998040765,0.1392078187479301,6
ifi_cc1,CA1-SUB,1,13,-0.0017798978319396909,0.14422257261752774,6
ifi_cc1,CA1-SUB,1,14,-0.005518776541463687,0.13522680454023192,6
ifi_cc1,CA1-SUB,1,15,-0.010468029922122021,0.13674014342756968,6
ifi_cc1,CA1-SUB,1,16,-0.006765581585664007,0.12950217403454536,6
ifi_cc1,CA1-SUB,1,17,-0.008591449883888195,0.12388238850135268,6
ifi_cc1,CA1-SUB,1,18,-0.014168728397822593,0.11169837193997235,6
ifi_cc1,CA1-SUB,1,19,0.027289519909003995,0.10778166329701913,6
ifi_cc1,CA1-SUB,1,20,-0.0002896103556885553,0.10762814535060877,6
ifi_cc1,CA1-SUB,1,21,-0.002513628803999963,0.09911889890215034,6
ifi_cc1,CA1-SUB,1,22,0.013586079954271912,0.089874957285703,6
ifi_cc1,CA1-SUB,1,23,0.01478036187727108,0.09283480667474923,6
ifi_cc1,CA1-SUB,1,24,0.017673562247972282,0.083336827551554,6
ifi_cc1,CA1-SUB,1,25,0.012569770669550286,0.08588286610700435,6
ifi_cc1,CA1-SUB,2,1,0.3700674714752856,0.2783319858343071,6
ifi_cc1,CA1-SUB,2,2,0.39399346454019235,0.17783220778884895,6
ifi_cc1,CA1-SUB,2,3,0.43755304328453937,0.19591451000149118,6
ifi_cc1,CA1-SUB,2,4,0.24790584625121045,0.13919246588110049,6
ifi_cc1,CA1-SUB,2,5,0.1857170809253074,0.1662623646636938,6
ifi_cc1,CA1-SUB,2,6,0.21122768741931527,0.1695664395098609,6
ifi_cc1,CA1-SUB,2,7,0.2154817629683812,0.1541508850409972,6
ifi_cc1,CA1-SUB,2,8,0.20598556043028668,0.14871054837690448,6
ifi_cc1,CA1-SUB,2,9,0.18860773202945666,0.15277826189916827,6
ifi_cc1,CA1-SUB,2,10,0.2218831441638679,0.13279115600387012,6
ifi_cc1,CA1-SUB,2,11,0.17409917764007554,0.12742437181301958,6
ifi_cc1,CA1-SUB,2,12,0.08713245570415055,0.1259240536844579,6
ifi_cc1,CA1-SUB,2,13,0.0037529537245339314,0.11846540533849771,6
ifi_cc1,CA1-SUB,2,14,-0.00017892472877884444,0.09610184954415722,6
ifi_cc1,CA1-SUB,2,15,0.013955362172908561,0.09820480479358457,6
ifi_cc1,CA1-SUB,2,16,0.021139135905229395,0.09662295943545561,6
ifi_cc1,CA1-SUB,2,17,0.013661855005612145,0.10131806917508081,6
ifi_cc1,CA1-SUB,2,18,0.0248287832433659,0.09696117542148877,6
ifi_cc1,CA1-SUB,2,19,0.0748746057764405,0.09597486551816363,6
ifi_cc1,CA1-SUB,2,20,0.051972185055685856,0.10755043592030211,6
ifi_cc1,CA1-SUB,2,21,0.05327778525339977,0.10619536970625919,6
ifi_cc1,CA1-SUB,2,22,0.06869224643186028,0.09431376574959184,6
ifi_cc1,CA1-SUB,2,23,0.07526302926887977,0.09249515346248888,6
ifi_cc1,CA1-SUB,2,24,0.0873059496717143,0.08360517840892882,6
ifi_cc1,CA1-SUB,2,25,0.07988478200223696,0.08539984160963032,6
ifi_cc1,CA1-V1,0,1,-0.26410717620597257,0.26085015041618836,9
ifi_cc1,CA1-V1,0,2,0.20064879143875886,0.1722755984534108,10
