method,pair,stat,contrast,n_animals,n_obs,estimate,p,p_within_pair_fdr_pass,ok,reason
collapsed,CA1-V1,mi_sig,expert-naive,10,180,0.003722578357417409,0.556640625,False,True,collapsed
collapsed,CA1-V1,mi_sig,expert-intermediate,10,180,0.0009303573368392168,0.921875,False,True,collapsed
collapsed,CA1-V1,mi_sig,intermediate-naive,10,180,0.012000588104437842,0.322265625,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,expert-naive,10,180,-0.006062680388726947,1.0,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,expert-intermediate,10,180,-0.04993824517952979,0.275390625,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,intermediate-naive,10,180,0.021630225119231045,0.083984375,False,True,collapsed
lmm_randslope,CA1-V1,mi_sig,expert-naive,10,180,0.00408535338089418,0.6449995332162771,False,True,
lmm_randslope,CA1-V1,mi_sig,expert-intermediate,10,180,-0.002734033168025109,0.7572904508458501,False,True,
lmm_randslope,CA1-V1,mi_sig,intermediate-naive,10,180,0.006819386548919289,0.444747665189149,False,True,
lmm_randslope,CA1-V1,ifi_weighted,expert-naive,10,180,0.012328653105958137,0.6689283851672092,False,True,
lmm_randslope,CA1-V1,ifi_weighted,expert-intermediate,10,180,-0.03675691958266247,0.18362432909226745,False,True,
lmm_randslope,CA1-V1,ifi_weighted,intermediate-naive,10,180,0.049085572688620606,0.09751256113135856,False,True,
collapsed,CA1-DG,mi_sig,expert-naive,8,144,0.001360138044130729,0.84375,False,True,collapsed
collapsed,CA1-DG,mi_sig,expert-intermediate,8,144,-0.02760723678063408,0.25,False,True,collapsed
collapsed,CA1-DG,mi_sig,intermediate-naive,8,144,0.013286314941198151,0.3125,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,expert-naive,8,144,-0.01934599428421792,0.7421875,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,expert-intermediate,8,144,0.0022654066528462317,0.7421875,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,intermediate-naive,8,144,-0.02161140093706415,0.546875,False,True,collapsed
lmm_randslope,CA1-DG,mi_sig,expert-naive,8,144,0.005102867818802884,0.7660650662528747,False,True,
lmm_randslope,CA1-DG,mi_sig,expert-intermediate,8,144,-0.024859920871211888,0.15178354191662297,False,True,
lmm_randslope,CA1-DG,mi_sig,intermediate-naive,8,144,0.02996278869001477,0.15810475207218233,False,True,
lmm_randslope,CA1-DG,ifi_weighted,expert-naive,8,144,-0.01737493792874573,0.551064786686621,False,True,
lmm_randslope,CA1-DG,ifi_weighted,expert-intermediate,8,144,-0.0017746761564012559,0.9529716579961758,False,True,
lmm_randslope,CA1-DG,ifi_weighted,intermediate-naive,8,144,-0.015600261772344474,0.6026925341246538,False,True,
