animal,learner,pair,scope,n_bins,cc_kcca,cc_linear,n_sig,mi_sig,ifi,optimal_lag,gini_x,gini_y
41,1,CA1-CA3,expert,900,0.6268,0.3624,3,0.4457,-0.2787,0,0.5673,0.4157
41,1,CA1-V1,session,900,0.255,0.2561,3,0.0561,-0.2127,0,0.3616,0.3325
41,1,CA1-V1,naive,900,0.2034,0.3367,1,0.0211,-0.2088,0,0.4753,0.3103
41,1,CA1-V1,intermediate,900,0.3051,0.2002,1,0.0489,-0.2199,-1,0.4831,0.3392
41,1,CA1-V1,expert,900,0.2103,0.1656,1,0.0226,-0.0612,6,0.4787,0.3408
52,1,CA1-RSC,session,900,0.059,0.0492,0,0.0,-0.0148,0,0.2877,0.2179
52,1,CA1-RSC,naive,900,0.0438,0.2749,0,0.0,0.4694,4,0.3744,0.2493
52,1,CA1-RSC,intermediate,900,0.1796,0.1753,1,0.0164,-0.2454,0,0.3036,0.2694
52,1,CA1-RSC,expert,900,0.0706,0.1419,0,0.0,-0.1421,-5,0.3557,0.2333
52,1,CA1-CA3,session,900,0.2196,0.232,3,0.036,-0.0135,0,0.3366,0.3904
52,1,CA1-CA3,naive,900,0.1476,0.0366,2,0.0325,0.232,0,0.364,0.3701
52,1,CA1-CA3,intermediate,900,0.1848,0.2092,2,0.0236,-0.1156,0,0.2948,0.4011
52,1,CA1-CA3,expert,900,0.12,0.2488,3,0.0272,-0.7087,0,0.3623,0.4223
52,1,CA1-DG,session,900,0.1636,0.0586,1,0.0136,0.6675,0,0.3418,0.3069
52,1,CA1-DG,naive,900,0.2429,-0.1614,1,0.0304,-0.6867,0,0.3858,0.2868
52,1,CA1-DG,intermediate,900,0.0246,0.0985,0,0.0,0.3137,4,0.3371,0.3269
52,1,CA1-DG,expert,900,0.0807,0.0374,2,0.0077,-0.1706,-5,0.3247,0.375
52,1,CA1-V1,session,900,0.1018,0.1464,3,0.0279,-1.0,0,0.3403,0.332
52,1,CA1-V1,naive,900,0.2312,0.2591,2,0.0354,0.1416,2,0.373,0.3124
52,1,CA1-V1,intermediate,900,0.2627,0.2113,3,0.052,-0.3053,0,0.3792,0.2952
52,1,CA1-V1,expert,900,0.4032,0.3843,3,0.1655,-0.0078,0,0.376,0.2986
52,1,CA3-DG,session,900,0.562,0.3734,3,0.3923,-0.6382,0,0.467,0.3349
52,1,CA3-DG,naive,900,0.5598,0.6111,3,0.4436,0.0887,0,0.4674,0.3483
52,1,CA3-DG,intermediate,900,0.5499,0.8185,3,0.4379,0.3969,0,0.4253,0.3677
52,1,CA3-DG,expert,900,0.5662,0.4138,3,0.3744,0.4903,0,0.466,0.3445
52,1,V1-RSC,session,900,0.1243,0.1295,3,0.0308,0.6375,0,0.3209,0.2508
52,1,V1-RSC,naive,900,0.2277,0.3051,3,0.074,-0.3751,-1,0.2816,0.2923
52,1,V1-RSC,intermediate,900,0.3136,0.3373,2,0.0553,0.0649,0,0.3062,0.2268
52,1,V1-RSC,expert,900,0.1997,0.1804,3,0.0442,-0.0457,7,0.3068,0.2659
61,1,CA1-RSC,session,900,0.2078,0.2418,2,0.0434,0.3349,0,0.3309,0.2762
61,1,CA1-RSC,naive,900,0.2187,0.1792,2,0.0312,0.2697,0,0.4028,0.3025
61,1,CA1-RSC,intermediate,900,0.2698,0.2047,3,0.0566,-0.0961,0,0.4339,0.2243
61,1,CA1-RSC,expert,900,0.2031,0.3341,3,0.0599,0.2951,0,0.381,0.2785
61,1,CA1-CA3,session,900,0.1306,0.1081,3,0.0241,0.0404,0,0.3411,0.389
61,1,CA1-CA3,naive,900,0.255,0.1528,1,0.0336,-0.6912,0,0.3631,0.4371
61,1,CA1-CA3,intermediate,900,0.2826,0.2347,3,0.0702,-0.5825,0,0.4053,0.4962
61,1,CA1-CA3,expert,900,0.2991,-0.0305,2,0.0747,-0.0857,0,0.4109,0.4661
61,1,CA1-DG,session,900,0.2189,0.132,1,0.0246,-0.369,0,0.3636,0.5567
61,1,CA1-DG,naive,900,0.2416,0.2127,2,0.036,0.1086,0,0.3726,0.4297
61,1,CA1-DG,intermediate,900,0.3045,0.3548,1,0.0487,0.0207,0,0.4092,0.5837
61,1,CA1-DG,expert,900,0.2649,0.3865,1,0.0364,0.4867,0,0.3849,0.493
61,1,CA1-V1,session,900,-0.0301,-0.0418,0,0.0,-0.3321,0,0.3123,0.2648
61,1,CA1-V1,naive,900,-0.0222,-0.0287,1,0.0055,-0.1465,-7,0.4042,0.3661
61,1,CA1-V1,intermediate,900,-0.0105,-0.003,0,0.0,-0.2445,-7,0.3774,0.2711
61,1,CA1-V1,expert,900,0.1835,0.3319,1,0.0171,-0.0857,5,0.3787,0.2742
61,1,CA3-DG,session,900,0.3343,0.4144,3,0.1983,-0.7159,0,0.4685,0.564
61,1,CA3-DG,naive,900,0.3288,0.3085,3,0.1381,-0.0695,0,0.4902,0.5466
61,1,CA3-DG,intermediate,900,0.4243,0.6293,3,0.2275,0.403,0,0.4493,0.6318
61,1,CA3-DG,expert,900,0.4951,0.4899,3,0.3041,0.5054,0,0.4912,0.6383
61,1,V1-RSC,session,900,0.427,0.5422,3,0.2498,-0.4104,0,0.3242,0.2963
61,1,V1-RSC,naive,900,0.4718,0.3586,3,0.234,0.0715,0,0.3518,0.3081
61,1,V1-RSC,intermediate,900,0.4617,0.478,3,0.2834,0.0519,0,0.337,0.2841
61,1,V1-RSC,expert,900,0.4174,0.6797,3,0.2714,0.2316,0,0.3444,0.2603
63,1,CA1-RSC,session,900,0.1117,0.0538,1,0.0063,0.3802,6,0.3177,0.2682
63,1,CA1-RSC,naive,900,0.1999,0.1866,2,0.03,-0.0565,0,0.3811,0.3456
63,1,CA1-RSC,intermediate,900,0.2315,0.193,1,0.0275,0.1261,0,0.2264,0.3126
63,1,CA1-RSC,expert,900,0.1861,0.1212,1,0.0176,0.4704,8,0.2901,0.3047
66,1,CA1-RSC,session,900,0.1237,0.0546,1,0.0082,-0.427,0,0.3536,0.2035
66,1,CA1-RSC,naive,900,0.2079,0.3446,2,0.0471,-0.1146,-2,0.3381,0.2822
66,1,CA1-RSC,intermediate,900,0.1845,0.1203,1,0.0173,0.1971,0,0.4037,0.3403
66,1,CA1-RSC,expert,900,0.0656,0.1918,0,0.0,0.8542,5,0.4027,0.2703
66,1,CA1-DG,session,900,0.3248,0.2821,3,0.0829,0.0866,0,0.4056,0.3616
66,1,CA1-DG,naive,900,0.348,0.2341,3,0.1082,-0.0112,0,0.3931,0.3211
66,1,CA1-DG,intermediate,900,0.3674,0.323,3,0.1328,0.6493,0,0.4157,0.3631
66,1,CA1-DG,expert,900,0.3146,0.273,2,0.0775,-0.3083,0,0.3948,0.373
66,1,CA1-V1,session,900,0.028,-0.0133,0,0.0,-0.4526,-6,0.2928,0.2868
66,1,CA1-V1,naive,900,-0.0087,-0.0609,2,0.0067,0.5291,8,0.4138,0.2544
66,1,CA1-V1,intermediate,900,0.1491,0.1259,1,0.0112,0.6857,4,0.3692,0.2374
66,1,CA1-V1,expert,900,0.0673,-0.1406,1,0.0099,-0.6583,-3,0.3042,0.2999
66,1,CA1-SUB,session,900,0.0951,0.135,2,0.015,0.0967,-5,0.3193,0.1194
66,1,CA1-SUB,naive,900,0.1564,-0.0096,1,0.0124,-0.5162,0,0.3488,0.2252
66,1,CA1-SUB,intermediate,900,0.1975,0.1854,2,0.0305,-0.0163,0,0.3699,0.3092
66,1,CA1-SUB,expert,900,0.211,0.0201,2,0.0279,0.282,0,0.293,0.2485
66,1,RSC-SUB,session,900,0.0503,0.0027,0,0.0,0.6847,3,0.2933,0.2265
66,1,RSC-SUB,naive,900,0.0318,0.0577,1,0.0044,-0.3114,-1,0.2614,0.2498
66,1,RSC-SUB,intermediate,900,0.1031,-0.0484,0,0.0,-0.3955,0,0.2427,0.2663
66,1,RSC-SUB,expert,900,0.0177,-0.1285,1,0.0082,-0.242,-8,0.2795,0.2037
66,1,V1-RSC,session,900,0.1666,0.1161,2,0.0224,-0.1836,0,0.2498,0.2365
66,1,V1-RSC,naive,900,0.2902,0.3076,2,0.062,0.0099,0,0.3022,0.3352
66,1,V1-RSC,intermediate,900,0.1905,0.1763,3,0.0537,0.3303,0,0.3185,0.237
66,1,V1-RSC,expert,900,0.2515,0.0573,1,0.0327,-0.2799,0,0.3236,0.2709
68,1,CA1-RSC,session,900,0.1267,0.1098,1,0.0081,-0.1857,0,0.2928,0.2395
68,1,CA1-RSC,naive,900,0.1312,0.1582,2,0.0176,0.3775,3,0.3028,0.3232
68,1,CA1-RSC,intermediate,900,0.0504,0.2559,1,0.0217,0.7688,4,0.2572,0.3393
68,1,CA1-RSC,expert,900,0.0994,0.0486,1,0.0074,-0.0403,0,0.3146,0.2673
68,1,CA1-CA3,session,900,0.4962,0.5187,3,0.1561,-0.411,0,0.3127,0.3788
68,1,CA1-CA3,naive,900,0.5035,0.3372,2,0.1946,0.3921,0,0.3698,0.4392
68,1,CA1-CA3,intermediate,900,0.4994,0.3391,2,0.1553,-0.2885,0,0.3245,0.4147
68,1,CA1-CA3,expert,900,0.5028,0.5305,2,0.1525,-0.096,0,0.3659,0.4289
68,1,CA1-DG,session,900,0.3444,0.3539,2,0.0783,-0.1815,0,0.3959,0.3366
68,1,CA1-DG,naive,900,0.0948,0.1514,0,0.0,0.2958,0,0.3319,0.2461
68,1,CA1-DG,intermediate,900,0.3193,0.3154,1,0.0538,-0.5501,0,0.3542,0.4262
68,1,CA1-DG,expert,900,0.2983,0.3126,2,0.053,0.6578,0,0.3539,0.3101
68,1,CA3-DG,session,900,0.451,0.4575,2,0.2014,-0.0048,0,0.3807,0.3258
68,1,CA3-DG,naive,900,0.3988,0.5161,3,0.1705,0.2577,0,0.3901,0.3492
68,1,CA3-DG,intermediate,900,0.473,0.4876,3,0.2319,0.1411,0,0.3394,0.4189
68,1,CA3-DG,expert,900,0.5368,0.5421,3,0.2653,-0.4053,0,0.3568,0.3823
70,0,CA1-RSC,session,900,0.1041,0.0068,1,0.0054,-0.6871,-8,0.3001,0.2893
70,0,CA1-DG,session,900,0.2848,0.2516,2,0.0502,0.4324,0,0.2948,0.4344
70,0,CA1-V1,session,900,0.1623,0.0693,2,0.0272,-0.3245,0,0.2793,0.2901
70,0,CA1-SUB,session,900,0.0772,0.15,0,0.0,0.337,0,0.2854,0.4959
70,0,RSC-SUB,session,900,0.5576,0.5952,3,0.2973,-0.3284,0,0.3086,0.5005
70,0,V1-RSC,session,900,0.3254,0.4278,3,0.0821,0.1551,0,0.313,0.3009
71,0,CA1-RSC,session,900,-0.0032,0.4463,0,0.0,0.0012,5,0.2957,0.2308
71,0,CA1-CA3,session,900,0.2166,0.0404,3,0.041,0.1867,0,0.2791,0.3138
71,0,CA1-DG,session,900,0.1986,0.3062,2,0.0281,0.0323,0,0.3694,0.3141
71,0,CA1-V1,session,900,0.0107,0.281,0,0.0,0.4482,0,0.2868,0.2412
71,0,CA3-DG,session,900,0.5298,0.5956,3,0.2114,0.9679,0,0.3385,0.3803
71,0,CA1-SUB,session,900,0.1283,-0.2742,1,0.0083,-0.0747,0,0.2686,0.2008
71,0,RSC-SUB,session,900,0.2074,0.6352,1,0.022,-0.5883,0,0.2731,0.2559
71,0,V1-RSC,session,900,0.4089,0.774,3,0.1645,-0.0801,0,0.2935,0.2547
73,1,CA1-RSC,session,900,-0.0024,0.1488,0,0.0,-0.4078,0,0.3169,0.304
73,1,CA1-RSC,naive,900,0.1583,0.2704,2,0.0162,-0.0881,5,0.3979,0.3963
73,1,CA1-RSC,intermediate,900,0.1458,0.0773,1,0.0107,-0.038,5,0.3284,0.3164
73,1,CA1-RSC,expert,900,0.0909,0.0678,1,0.0042,-0.1132,-2,0.3353,0.3603
73,1,CA1-DG,session,900,0.1449,-0.0979,1,0.0106,0.0387,-4,0.2951,0.3624
73,1,CA1-DG,naive,900,0.2806,0.1877,1,0.041,-0.5427,0,0.4859,0.4548
73,1,CA1-DG,intermediate,900,0.1944,-0.1768,2,0.0315,0.2017,0,0.4017,0.3758
73,1,CA1-DG,expert,900,0.0523,0.005,0,0.0,-0.0961,-3,0.3274,0.3007
73,1,CA1-V1,session,900,0.0655,-0.1239,0,0.0,-0.3175,-7,0.2801,0.2286
73,1,CA1-V1,naive,900,0.0124,0.0554,0,0.0,0.7408,3,0.4627,0.4087
73,1,CA1-V1,intermediate,900,0.1472,-0.0512,1,0.011,-0.3894,0,0.335,0.309
73,1,CA1-V1,expert,900,0.192,0.1421,1,0.0188,-0.1861,0,0.3263,0.324
73,1,CA1-SUB,session,900,0.0857,0.3171,3,0.0149,-0.2736,0,0.2542,0.2371
73,1,CA1-SUB,naive,900,0.0614,0.1696,0,0.0,0.0627,8,0.4488,0.2745
73,1,CA1-SUB,intermediate,900,0.2541,-0.0355,2,0.0443,0.0351,0,0.3341,0.2908
73,1,CA1-SUB,expert,900,0.0814,0.0888,0,0.0,-0.5523,0,0.3175,0.2552
73,1,RSC-SUB,session,900,0.1057,0.1029,1,0.0068,0.2802,0,0.2723,0.2584
73,1,RSC-SUB,naive,900,0.2152,0.1788,2,0.0379,0.091,2,0.4118,0.3694
73,1,RSC-SUB,intermediate,900,0.1109,0.1343,2,0.0157,-0.5683,0,0.2891,0.263
73,1,RSC-SUB,expert,900,0.1772,0.2177,3,0.0417,0.2563,-1,0.3741,0.2769
73,1,V1-RSC,session,900,0.286,0.2903,2,0.0684,-0.1868,0,0.4066,0.3113
73,1,V1-RSC,naive,900,0.1848,0.1804,2,0.0401,0.2423,0,0.4054,0.3699
73,1,V1-RSC,intermediate,900,0.2691,0.2222,3,0.0876,0.017,0,0.3829,0.3288
73,1,V1-RSC,expert,900,0.4113,0.3638,3,0.12,0.2496,0,0.3878,0.3332
75,1,CA1-RSC,session,900,0.1356,0.2216,1,0.0093,0.4452,0,0.3012,0.3274
75,1,CA1-RSC,naive,900,0.2244,0.2178,2,0.0372,0.0322,0,0.4434,0.4077
75,1,CA1-RSC,intermediate,900,0.139,0.1284,2,0.0318,0.1806,-8,0.4309,0.3836
75,1,CA1-RSC,expert,900,0.2153,0.4378,3,0.0401,0.7348,0,0.4376,0.3765
75,1,CA1-DG,session,900,0.1626,0.1082,1,0.0134,0.3115,0,0.3532,0.4869
75,1,CA1-DG,naive,900,0.3316,0.4483,2,0.0771,-0.4413,0,0.4203,0.5423
75,1,CA1-DG,intermediate,900,0.3287,0.37,1,0.0572,-0.0595,0,0.4365,0.558
75,1,CA1-DG,expert,900,0.2652,0.236,2,0.0447,0.2944,0,0.3164,0.5251
75,1,CA1-V1,session,900,-0.0207,-0.0278,0,0.0,-0.0237,-8,0.3032,0.2659
75,1,CA1-V1,naive,900,-0.0218,0.0416,1,0.0033,-0.1729,-5,0.3475,0.2447
75,1,CA1-V1,intermediate,900,0.254,0.0709,3,0.0476,-0.2543,0,0.4296,0.2709
75,1,CA1-V1,expert,900,0.1223,0.0369,2,0.015,-0.408,0,0.3926,0.3089
75,1,CA1-SUB,session,900,0.1113,0.066,1,0.0062,0.0971,0,0.2857,0.1681
75,1,CA1-SUB,naive,900,0.0817,0.2363,2,0.0115,0.7028,2,0.4109,0.2319
75,1,CA1-SUB,intermediate,900,0.1448,0.0435,1,0.0106,-0.8927,0,0.4354,0.2443
75,1,CA1-SUB,expert,900,0.1325,0.1314,2,0.0155,0.1772,0,0.3691,0.2433
75,1,RSC-SUB,session,900,0.2495,0.1685,3,0.0719,0.0129,0,0.3722,0.253
75,1,RSC-SUB,naive,900,0.2781,0.184,3,0.0584,0.2739,0,0.3835,0.2169
75,1,RSC-SUB,intermediate,900,0.3063,0.3872,3,0.0845,0.182,0,0.4234,0.2604
75,1,RSC-SUB,expert,900,0.3696,0.1336,3,0.1288,-0.1426,0,0.3958,0.2755
75,1,V1-RSC,session,900,0.4962,0.4761,3,0.2974,-0.0425,0,0.2784,0.4102
75,1,V1-RSC,naive,900,0.513,0.4523,3,0.3251,-0.0665,0,0.2452,0.4287
75,1,V1-RSC,intermediate,900,0.5423,0.4335,3,0.3914,0.3092,0,0.2733,0.4253
75,1,V1-RSC,expert,900,0.6441,0.6684,3,0.5486,0.1192,0,0.3152,0.4054
77,1,CA1-RSC,session,900,0.2552,0.2594,1,0.0337,0.0116,0,0.1831,0.2851
77,1,CA1-RSC,naive,900,0.147,0.0886,2,0.0239,0.0026,-2,0.2585,0.3158
77,1,CA1-RSC,intermediate,900,0.1624,0.2102,2,0.0384,0.2215,0,0.2975,0.3079
77,1,CA1-RSC,expert,900,0.1125,0.2637,3,0.0326,-0.0847,0,0.2794,0.3062
77,1,CA1-DG,session,900,0.0228,-0.0018,0,0.0,0.1178,-6,0.2628,0.1831
77,1,CA1-DG,naive,900,-0.0079,0.1107,0,0.0,-0.5412,-4,0.3891,0.4195
77,1,CA1-DG,intermediate,900,0.0403,0.1762,0,0.0,0.1727,0,0.325,0.2879
77,1,CA1-DG,expert,900,0.0925,0.1748,0,0.0,0.6284,1,0.2568,0.4025
77,1,CA1-V1,session,900,0.0771,0.1074,1,0.003,-0.3738,-4,0.1815,0.2257
77,1,CA1-V1,naive,900,0.0249,-0.3987,0,0.0,-0.4546,0,0.3009,0.2316
77,1,CA1-V1,intermediate,900,0.1324,0.1518,1,0.0088,-0.0866,1,0.1167,0.2807
77,1,CA1-V1,expert,900,0.0568,0.0321,0,0.0,0.4695,0,0.1629,0.3265
77,1,CA1-SUB,session,900,-0.0511,-0.0518,0,0.0,-0.1449,-1,0.2579,0.3974
77,1,CA1-SUB,naive,900,0.034,-0.2949,0,0.0,-0.4765,-3,0.4154,0.2617
77,1,CA1-SUB,intermediate,900,-0.0177,-0.3152,0,0.0,0.6673,7,0.2297,0.3054
77,1,CA1-SUB,expert,900,0.0749,0.1299,0,0.0,-0.3578,0,0.1792,0.2836
77,1,RSC-SUB,session,900,0.1268,0.1188,2,0.0181,-0.5897,0,0.2811,0.5357
77,1,RSC-SUB,naive,900,0.1983,0.1436,3,0.0517,0.1563,0,0.3215,0.4139
77,1,RSC-SUB,intermediate,900,0.2245,0.1853,2,0.0409,0.3259,4,0.2996,0.4567
77,1,RSC-SUB,expert,900,0.1978,0.1223,2,0.0268,0.3647,2,0.3175,0.4209
77,1,V1-RSC,session,900,0.4909,0.4628,3,0.2702,-0.3168,0,0.3361,0.319
77,1,V1-RSC,naive,900,0.4679,0.4569,2,0.2031,0.1751,0,0.306,0.3525
77,1,V1-RSC,intermediate,900,0.4696,0.3976,2,0.2511,-0.028,0,0.2453,0.3292
77,1,V1-RSC,expert,900,0.4712,0.2449,2,0.2492,0.0754,6,0.3223,0.3184
98,0,CA1-RSC,session,900,0.3052,0.1477,3,0.0723,0.316,0,0.2732,0.3167
98,0,CA1-CA3,session,900,0.5943,0.6106,3,0.3258,0.5218,0,0.3858,0.4443
100,0,CA1-RSC,session,900,-0.0167,0.013,0,0.0,0.2125,0,0.2488,0.2538
100,0,CA1-DG,session,900,0.46,0.4961,2,0.1278,-0.3015,0,0.26,0.3982
100,0,CA1-V1,session,900,0.2275,0.2209,1,0.0266,0.0405,0,0.2849,0.2741
100,0,CA1-SUB,session,900,0.0079,-0.0018,0,0.0,0.03,0,0.2431,0.2314
100,0,RSC-SUB,session,900,0.0716,0.0231,0,0.0,-0.5501,-8,0.2633,0.2391
100,0,V1-RSC,session,900,0.235,0.3054,3,0.1049,-0.3055,0,0.2801,0.3028
