animal,learner,pair,center_trial,trial_frac,performance,lp_rel,dim,cc,ifi,lag,sig
28,1,CA1-CA3,23.0,0.1618,0.1389,-46.0,7,0.0109,-0.0071,10,0
28,1,CA1-CA3,23.0,0.1618,0.1389,-46.0,8,-0.0357,-0.0181,2,0
28,1,CA1-CA3,23.0,0.1618,0.1389,-46.0,9,0.1204,0.0066,2,0
28,1,CA1-CA3,23.0,0.1618,0.1389,-46.0,10,-0.0933,0.004,-10,0
28,1,CA1-CA3,23.0,0.1618,0.1389,-46.0,11,0.026,-0.024,-10,0
28,1,CA1-CA3,28.0,0.1985,0.2667,-41.0,0,0.2701,0.0246,0,1
28,1,CA1-CA3,28.0,0.1985,0.2667,-41.0,1,0.1941,0.0129,0,0
28,1,CA1-CA3,28.0,0.1985,0.2667,-41.0,2,0.0204,0.0079,0,0
28,1,CA1-CA3,28.0,0.1985,0.2667,-41.0,3,0.0248,-0.0022,0,0
28,1,CA1-CA3,28.0,0.1985,0.2667,-41.0,4,0.0172,-0.0031,-5,0
28,1,CA1-CA3,28.0,0.1985,0.2667,-41.0,5,0.0217,0.0072,-5,0
28,1,CA1-CA3,28.0,0.1985,0.2667,-41.0,6,-0.0014,-0.0033,-5,0
28,1,CA1-CA3,28.0,0.1985,0.2667,-41.0,7,-0.0022,-0.0049,-7,0
28,1,CA1-CA3,28.0,0.1985,0.2667,-41.0,8,-0.0136,-0.0134,0,0
28,1,CA1-CA3,28.0,0.1985,0.2667,-41.0,9,0.0126,0.0204,2,0
28,1,CA1-CA3,28.0,0.1985,0.2667,-41.0,10,0.0035,0.0081,-7,0
28,1,CA1-CA3,28.0,0.1985,0.2667,-41.0,11,0.0179,-0.0194,-7,0
28,1,CA1-CA3,28.0,0.1985,0.2667,-41.0,12,0.0015,-0.0401,-7,0
28,1,CA1-CA3,33.0,0.2353,0.27,-36.0,0,0.4155,-0.0032,0,1
28,1,CA1-CA3,33.0,0.2353,0.27,-36.0,1,0.1923,-0.0028,0,0
28,1,CA1-CA3,33.0,0.2353,0.27,-36.0,2,-0.1215,0.0006,0,0
28,1,CA1-CA3,33.0,0.2353,0.27,-36.0,3,-0.0158,-0.0046,0,0
28,1,CA1-CA3,33.0,0.2353,0.27,-36.0,4,0.2986,0.0005,0,1
28,1,CA1-CA3,33.0,0.2353,0.27,-36.0,5,-0.1578,0.0126,0,0
28,1,CA1-CA3,33.0,0.2353,0.27,-36.0,6,0.2044,-0.0005,0,0
28,1,CA1-CA3,33.0,0.2353,0.27,-36.0,7,-0.2176,0.0004,0,0
28,1,CA1-CA3,33.0,0.2353,0.27,-36.0,8,-0.2186,-0.0225,0,0
28,1,CA1-CA3,33.0,0.2353,0.27,-36.0,9,-0.1293,-0.0385,-6,0
28,1,CA1-CA3,33.0,0.2353,0.27,-36.0,10,-0.2335,-0.0204,-4,0
28,1,CA1-CA3,33.0,0.2353,0.27,-36.0,11,-0.2965,-0.0024,-4,0
28,1,CA1-CA3,38.0,0.2721,0.3182,-31.0,0,0.3283,0.1049,10,1
28,1,CA1-CA3,38.0,0.2721,0.3182,-31.0,1,0.252,0.0197,0,1
28,1,CA1-CA3,38.0,0.2721,0.3182,-31.0,2,0.0884,0.0343,0,0
28,1,CA1-CA3,38.0,0.2721,0.3182,-31.0,3,0.0689,0.0302,0,0
28,1,CA1-CA3,38.0,0.2721,0.3182,-31.0,4,0.0036,0.0312,-1,0
28,1,CA1-CA3,38.0,0.2721,0.3182,-31.0,5,-0.0766,0.0236,-1,0
28,1,CA1-CA3,38.0,0.2721,0.3182,-31.0,6,-0.0675,0.0336,-1,0
28,1,CA1-CA3,38.0,0.2721,0.3182,-31.0,7,-0.0177,0.0347,-1,0
28,1,CA1-CA3,38.0,0.2721,0.3182,-31.0,8,-0.0286,0.0518,-1,0
28,1,CA1-CA3,38.0,0.2721,0.3182,-31.0,9,0.0028,0.0068,-1,0
28,1,CA1-CA3,43.0,0.3088,0.3746,-26.0,0,0.2865,0.0676,10,1
28,1,CA1-CA3,43.0,0.3088,0.3746,-26.0,1,0.2492,-0.0043,0,1
28,1,CA1-CA3,43.0,0.3088,0.3746,-26.0,2,0.045,0.0032,0,0
28,1,CA1-CA3,43.0,0.3088,0.3746,-26.0,3,-0.0482,0.0007,0,0
28,1,CA1-CA3,43.0,0.3088,0.3746,-26.0,4,0.0276,-0.0204,-2,0
28,1,CA1-CA3,43.0,0.3088,0.3746,-26.0,5,-0.0137,-0.0384,-2,0
28,1,CA1-CA3,43.0,0.3088,0.3746,-26.0,6,0.0568,-0.0189,10,0
28,1,CA1-CA3,43.0,0.3088,0.3746,-26.0,7,0.0457,-0.0216,10,0
28,1,CA1-CA3,43.0,0.3088,0.3746,-26.0,8,0.0403,-0.0242,-2,0
28,1,CA1-CA3,43.0,0.3088,0.3746,-26.0,9,-0.059,-0.0193,-5,0
28,1,CA1-CA3,43.0,0.3088,0.3746,-26.0,10,0.0001,0.0092,-5,0
28,1,CA1-CA3,48.0,0.3456,0.3465,-21.0,0,0.3047,-0.0093,0,1
28,1,CA1-CA3,48.0,0.3456,0.3465,-21.0,1,0.2624,0.029,0,1
28,1,CA1-CA3,48.0,0.3456,0.3465,-21.0,2,0.1008,0.016,0,0
28,1,CA1-CA3,48.0,0.3456,0.3465,-21.0,3,0.0183,0.0147,0,0
28,1,CA1-CA3,48.0,0.3456,0.3465,-21.0,4,0.0286,0.0151,0,0
28,1,CA1-CA3,48.0,0.3456,0.3465,-21.0,5,0.0565,0.0302,0,0
28,1,CA1-CA3,48.0,0.3456,0.3465,-21.0,6,0.0261,0.013,0,0
28,1,CA1-CA3,48.0,0.3456,0.3465,-21.0,7,0.0674,0.0104,0,0
28,1,CA1-CA3,48.0,0.3456,0.3465,-21.0,8,-0.0208,-0.0132,1,0
28,1,CA1-CA3,48.0,0.3456,0.3465,-21.0,9,0.0244,-0.0241,1,0
28,1,CA1-CA3,48.0,0.3456,0.3465,-21.0,10,0.0076,-0.0248,-1,0
28,1,CA1-CA3,53.0,0.3824,0.3593,-16.0,0,0.2933,-0.0179,0,1
28,1,CA1-CA3,53.0,0.3824,0.3593,-16.0,1,0.2431,0.005,0,1
28,1,CA1-CA3,53.0,0.3824,0.3593,-16.0,2,0.2486,-0.0111,0,1
28,1,CA1-CA3,53.0,0.3824,0.3593,-16.0,3,0.1446,-0.0194,0,0
28,1,CA1-CA3,53.0,0.3824,0.3593,-16.0,4,-0.009,-0.0152,0,0
28,1,CA1-CA3,53.0,0.3824,0.3593,-16.0,5,0.0677,-0.0377,0,0
28,1,CA1-CA3,53.0,0.3824,0.3593,-16.0,6,0.0373,-0.0349,0,0
28,1,CA1-CA3,53.0,0.3824,0.3593,-16.0,7,0.0003,-0.0198,-5,0
28,1,CA1-CA3,53.0,0.3824,0.3593,-16.0,8,0.01,-0.053,-9,0
28,1,CA1-CA3,53.0,0.3824,0.3593,-16.0,9,-0.002,-0.0472,-9,0
28,1,CA1-CA3,53.0,0.3824,0.3593,-16.0,10,-0.002,-0.0021,-4,0
28,1,CA1-CA3,58.0,0.4191,0.3158,-11.0,0,0.0243,-0.0135,0,0
28,1,CA1-CA3,58.0,0.4191,0.3158,-11.0,1,0.2245,-0.0176,0,1
28,1,CA1-CA3,58.0,0.4191,0.3158,-11.0,2,0.1612,-0.0232,0,0
28,1,CA1-CA3,58.0,0.4191,0.3158,-11.0,3,0.1304,-0.0386,0,0
28,1,CA1-CA3,58.0,0.4191,0.3158,-11.0,4,0.0936,-0.007,0,0
28,1,CA1-CA3,58.0,0.4191,0.3158,-11.0,5,0.0636,0.001,0,0
28,1,CA1-CA3,58.0,0.4191,0.3158,-11.0,6,-0.0139,0.0189,0,0
28,1,CA1-CA3,58.0,0.4191,0.3158,-11.0,7,-0.0396,0.0025,0,0
28,1,CA1-CA3,58.0,0.4191,0.3158,-11.0,8,0.0128,0.0147,0,0
28,1,CA1-CA3,58.0,0.4191,0.3158,-11.0,9,0.0932,0.0316,0,0
28,1,CA1-CA3,58.0,0.4191,0.3158,-11.0,10,-0.0458,0.0151,0,0
28,1,CA1-CA3,58.0,0.4191,0.3158,-11.0,11,-0.0288,0.0184,0,0
28,1,CA1-CA3,58.0,0.4191,0.3158,-11.0,12,0.0209,0.0418,0,0
28,1,CA1-CA3,63.0,0.4559,0.3796,-6.0,0,-0.0209,0.0379,0,0
28,1,CA1-CA3,63.0,0.4559,0.3796,-6.0,1,0.3792,0.0464,0,1
28,1,CA1-CA3,63.0,0.4559,0.3796,-6.0,2,0.206,-0.0107,0,1
28,1,CA1-CA3,63.0,0.4559,0.3796,-6.0,3,0.0446,-0.0011,0,0
28,1,CA1-CA3,63.0,0.4559,0.3796,-6.0,4,-0.0261,0.0001,0,0
28,1,CA1-CA3,63.0,0.4559,0.3796,-6.0,5,-0.0928,-0.0034,0,0
28,1,CA1-CA3,63.0,0.4559,0.3796,-6.0,6,-0.0379,0.0014,0,0
28,1,CA1-CA3,63.0,0.4559,0.3796,-6.0,7,0.0705,0.0045,0,0
28,1,CA1-CA3,63.0,0.4559,0.3796,-6.0,8,0.0185,-0.0289,-8,0
28,1,CA1-CA3,63.0,0.4559,0.3796,-6.0,9,0.102,-0.0293,-8,0
28,1,CA1-CA3,63.0,0.4559,0.3796,-6.0,10,-0.1813,-0.0043,-6,0
28,1,CA1-CA3,63.0,0.4559,0.3796,-6.0,11,0.1757,0.0158,-6,1
28,1,CA1-CA3,68.0,0.4926,0.476,-1.0,0,0.2198,0.0005,0,1
28,1,CA1-CA3,68.0,0.4926,0.476,-1.0,1,0.2393,0.0216,0,1
28,1,CA1-CA3,68.0,0.4926,0.476,-1.0,2,0.1165,0.0082,0,0
28,1,CA1-CA3,68.0,0.4926,0.476,-1.0,3,0.1443,0.0322,7,0
28,1,CA1-CA3,68.0,0.4926,0.476,-1.0,4,-0.0283,0.0248,5,0
28,1,CA1-CA3,68.0,0.4926,0.476,-1.0,5,-0.0865,-0.0023,0,0
28,1,CA1-CA3,68.0,0.4926,0.476,-1.0,6,0.1174,0.0005,0,0
28,1,CA1-CA3,68.0,0.4926,0.476,-1.0,7,0.0843,-0.0098,1,0
28,1,CA1-CA3,68.0,0.4926,0.476,-1.0,8,0.0854,0.0184,0,0
28,1,CA1-CA3,68.0,0.4926,0.476,-1.0,9,-0.0335,0.0397,4,0
28,1,CA1-CA3,68.0,0.4926,0.476,-1.0,10,0.1119,0.0486,4,0
28,1,CA1-CA3,68.0,0.4926,0.476,-1.0,11,-0.0285,0.0819,8,0
28,1,CA1-CA3,73.0,0.5294,0.5182,4.0,0,0.0408,0.0027,0,0
28,1,CA1-CA3,73.0,0.5294,0.5182,4.0,1,0.258,0.0208,0,1
28,1,CA1-CA3,73.0,0.5294,0.5182,4.0,2,0.1779,0.0007,0,0
28,1,CA1-CA3,73.0,0.5294,0.5182,4.0,3,0.2588,-0.0257,0,1
28,1,CA1-CA3,73.0,0.5294,0.5182,4.0,4,-0.031,-0.0375,0,0
28,1,CA1-CA3,73.0,0.5294,0.5182,4.0,5,0.165,-0.0321,0,0
28,1,CA1-CA3,73.0,0.5294,0.5182,4.0,6,-0.0007,-0.0211,0,0
28,1,CA1-CA3,73.0,0.5294,0.5182,4.0,7,-0.0879,-0.03,-6,0
28,1,CA1-CA3,73.0,0.5294,0.5182,4.0,8,0.196,-0.0439,0,0
28,1,CA1-CA3,73.0,0.5294,0.5182,4.0,9,-0.1531,-0.0439,-6,0
28,1,CA1-CA3,73.0,0.5294,0.5182,4.0,10,0.1989,-0.0566,-6,0
28,1,CA1-CA3,73.0,0.5294,0.5182,4.0,11,0.1959,-0.0689,-7,0
28,1,CA1-CA3,73.0,0.5294,0.5182,4.0,12,0.076,-0.05,-7,0
28,1,CA1-CA3,78.0,0.5662,0.6613,9.0,0,0.0464,-0.005,0,0
28,1,CA1-CA3,78.0,0.5662,0.6613,9.0,1,0.3302,-0.0251,0,1
28,1,CA1-CA3,78.0,0.5662,0.6613,9.0,2,0.0764,-0.0142,0,0
28,1,CA1-CA3,78.0,0.5662,0.6613,9.0,3,0.0897,-0.0361,0,0
28,1,CA1-CA3,78.0,0.5662,0.6613,9.0,4,0.1139,-0.0367,0,0
28,1,CA1-CA3,78.0,0.5662,0.6613,9.0,5,0.2095,-0.0066,0,1
28,1,CA1-CA3,78.0,0.5662,0.6613,9.0,6,-0.1554,-0.0289,-6,0
28,1,CA1-CA3,78.0,0.5662,0.6613,9.0,7,-0.1543,-0.0188,-1,0
28,1,CA1-CA3,78.0,0.5662,0.6613,9.0,8,-0.1614,-0.0155,0,0
28,1,CA1-CA3,78.0,0.5662,0.6613,9.0,9,0.208,0.0074,-6,1
28,1,CA1-CA3,78.0,0.5662,0.6613,9.0,10,-0.2023,0.0195,0,0
28,1,CA1-CA3,78.0,0.5662,0.6613,9.0,11,0.1482,0.0104,-6,0
28,1,CA1-CA3,78.0,0.5662,0.6613,9.0,12,-0.1829,0.038,0,0
28,1,CA1-CA3,83.0,0.6029,0.7651,14.0,0,-0.0267,0.0121,0,0
28,1,CA1-CA3,83.0,0.6029,0.7651,14.0,1,0.2468,0.0237,0,1
28,1,CA1-CA3,83.0,0.6029,0.7651,14.0,2,0.1448,0.0259,0,0
28,1,CA1-CA3,83.0,0.6029,0.7651,14.0,3,-0.1725,0.0144,0,0
28,1,CA1-CA3,83.0,0.6029,0.7651,14.0,4,-0.0612,0.0049,0,0
28,1,CA1-CA3,83.0,0.6029,0.7651,14.0,5,0.0777,-0.0121,0,0
28,1,CA1-CA3,83.0,0.6029,0.7651,14.0,6,0.2011,-0.0126,0,1
28,1,CA1-CA3,83.0,0.6029,0.7651,14.0,7,0.199,-0.0153,0,1
28,1,CA1-CA3,83.0,0.6029,0.7651,14.0,8,0.2141,-0.001,6,1
28,1,CA1-CA3,83.0,0.6029,0.7651,14.0,9,-0.1737,-0.001,10,0
28,1,CA1-CA3,83.0,0.6029,0.7651,14.0,10,0.2007,-0.013,0,1
28,1,CA1-CA3,83.0,0.6029,0.7651,14.0,11,0.218,-0.008,0,1
28,1,CA1-CA3,83.0,0.6029,0.7651,14.0,12,0.146,0.0038,1,0
28,1,CA1-CA3,83.0,0.6029,0.7651,14.0,13,-0.202,-0.0235,-10,0
28,1,CA1-CA3,83.0,0.6029,0.7651,14.0,14,0.1387,-0.0008,-4,0
28,1,CA1-CA3,88.0,0.6397,0.9155,19.0,0,0.2329,0.054,2,1
28,1,CA1-CA3,88.0,0.6397,0.9155,19.0,1,0.1812,0.0432,0,0
28,1,CA1-CA3,88.0,0.6397,0.9155,19.0,2,0.0951,0.0367,0,0
28,1,CA1-CA3,88.0,0.6397,0.9155,19.0,3,0.1377,0.0378,0,0
28,1,CA1-CA3,88.0,0.6397,0.9155,19.0,4,0.063,0.0177,-6,0
28,1,CA1-CA3,88.0,0.6397,0.9155,19.0,5,0.0412,0.0123,-6,0
28,1,CA1-CA3,88.0,0.6397,0.9155,19.0,6,0.0521,0.0202,-6,0
28,1,CA1-CA3,88.0,0.6397,0.9155,19.0,7,0.0127,0.0093,0,0
28,1,CA1-CA3,88.0,0.6397,0.9155,19.0,8,0.0113,0.0055,0,0
28,1,CA1-CA3,88.0,0.6397,0.9155,19.0,9,0.0176,0.0145,-5,0
28,1,CA1-CA3,88.0,0.6397,0.9155,19.0,10,0.0238,0.0063,-6,0
28,1,CA1-CA3,88.0,0.6397,0.9155,19.0,11,0.0082,-0.003,0,0
28,1,CA1-CA3,88.0,0.6397,0.9155,19.0,12,-0.0006,0.0206,-6,0
28,1,CA1-CA3,88.0,0.6397,0.9155,19.0,13,0.0103,0.0519,5,0
28,1,CA1-CA3,93.0,0.6765,0.9833,24.0,0,0.0539,-0.0004,0,0
28,1,CA1-CA3,93.0,0.6765,0.9833,24.0,1,-0.0125,0.0029,0,0
28,1,CA1-CA3,93.0,0.6765,0.9833,24.0,2,0.2279,0.0361,0,1
28,1,CA1-CA3,93.0,0.6765,0.9833,24.0,3,0.1867,0.016,0,0
28,1,CA1-CA3,93.0,0.6765,0.9833,24.0,4,0.2662,0.0108,0,1
28,1,CA1-CA3,93.0,0.6765,0.9833,24.0,5,0.2692,0.02,0,1
28,1,CA1-CA3,93.0,0.6765,0.9833,24.0,6,-0.1287,0.0161,0,0
28,1,CA1-CA3,93.0,0.6765,0.9833,24.0,7,-0.1272,0.0067,0,0
28,1,CA1-CA3,93.0,0.6765,0.9833,24.0,8,0.2083,0.0007,0,0
28,1,CA1-CA3,93.0,0.6765,0.9833,24.0,9,-0.1237,0.003,0,0
28,1,CA1-CA3,93.0,0.6765,0.9833,24.0,10,-0.1058,0.0081,-7,0
28,1,CA1-CA3,93.0,0.6765,0.9833,24.0,11,0.0373,-0.0006,0,0
28,1,CA1-CA3,93.0,0.6765,0.9833,24.0,12,0.0602,0.0158,9,0
28,1,CA1-CA3,93.0,0.6765,0.9833,24.0,13,-0.1707,0.012,9,0
28,1,CA1-CA3,93.0,0.6765,0.9833,24.0,14,-0.0512,-0.0059,-6,0
28,1,CA1-CA3,98.0,0.7132,1.0,29.0,0,0.3221,0.015,0,1
28,1,CA1-CA3,98.0,0.7132,1.0,29.0,1,0.2557,0.0709,0,1
28,1,CA1-CA3,98.0,0.7132,1.0,29.0,2,0.0794,0.0367,1,0
28,1,CA1-CA3,98.0,0.7132,1.0,29.0,3,0.1176,0.018,0,0
28,1,CA1-CA3,98.0,0.7132,1.0,29.0,4,0.124,0.0201,0,0
28,1,CA1-CA3,98.0,0.7132,1.0,29.0,5,0.0924,0.0082,0,0
28,1,CA1-CA3,98.0,0.7132,1.0,29.0,6,0.0657,-0.0128,0,0
28,1,CA1-CA3,98.0,0.7132,1.0,29.0,7,0.0026,-0.0122,-1,0
28,1,CA1-CA3,98.0,0.7132,1.0,29.0,8,0.0574,-0.0041,-1,0
28,1,CA1-CA3,98.0,0.7132,1.0,29.0,9,-0.0139,-0.0077,-1,0
28,1,CA1-CA3,98.0,0.7132,1.0,29.0,10,0.0335,-0.0031,-1,0
28,1,CA1-CA3,98.0,0.7132,1.0,29.0,11,0.0467,-0.0033,-1,0
28,1,CA1-CA3,98.0,0.7132,1.0,29.0,12,0.0153,-0.0249,5,0
28,1,CA1-CA3,98.0,0.7132,1.0,29.0,13,-0.0135,-0.0294,-1,0
28,1,CA1-CA3,98.0,0.7132,1.0,29.0,14,0.0026,-0.0326,-1,0
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,0,0.3831,0.0032,0,1
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,1,0.032,0.0175,0,0
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,2,0.2981,0.0111,0,1
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,3,-0.0895,-0.0009,-1,0
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,4,0.1425,-0.0052,1,0
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,5,-0.1393,-0.0037,0,0
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,6,-0.0675,0.0022,0,0
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,7,-0.1664,-0.0094,0,0
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,8,-0.1022,-0.0003,0,0
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,9,0.2235,0.0338,0,1
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,10,-0.1301,0.0305,0,0
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,11,0.0955,0.0255,0,0
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,12,0.1851,0.0098,1,0
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,13,-0.0943,0.0103,5,0
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,14,-0.1392,-0.0385,5,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,0,0.2248,-0.004,0,1
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,1,0.0979,-0.0235,0,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,2,0.1489,-0.0249,0,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,3,0.121,-0.0233,0,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,4,0.0412,-0.031,0,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,5,0.0519,-0.0203,0,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,6,0.0537,0.0044,0,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,7,0.0552,-0.0241,0,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,8,0.0553,-0.036,0,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,9,0.0282,-0.0294,-1,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,10,0.048,-0.0149,0,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,11,0.0221,-0.0429,-7,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,12,0.0091,-0.0438,-1,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,13,0.023,-0.0107,0,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,14,-0.0473,-0.035,-3,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,0,0.2395,-0.0066,0,1
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,1,0.1519,-0.0081,0,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,2,0.1039,-0.0183,0,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,3,0.0933,-0.0246,0,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,4,0.083,-0.0165,0,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,5,0.0004,-0.0169,0,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,6,0.08,-0.0218,0,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,7,0.0718,-0.025,0,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,8,-0.0043,-0.0401,-1,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,9,0.0242,-0.0284,0,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,10,0.0016,-0.0285,-6,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,11,0.0015,-0.0175,5,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,12,-0.003,0.0001,5,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,13,0.0151,-0.0527,-7,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,14,0.0208,-0.0962,-5,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,0,0.3155,-0.0334,0,1
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,1,0.1521,-0.0101,0,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,2,0.1413,-0.0102,0,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,3,0.0921,-0.0062,0,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,4,0.0825,0.0017,0,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,5,0.0053,-0.0017,0,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,6,0.0416,-0.0057,0,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,7,0.0453,-0.0162,0,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,8,0.0179,-0.0058,0,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,9,0.0133,-0.0197,0,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,10,0.0026,-0.0166,0,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,11,0.0135,-0.0132,-1,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,12,0.01,0.0048,-1,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,13,0.0018,-0.0007,-1,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,14,-0.027,0.0045,-8,0
28,1,CA1-CA3,123.0,0.8971,0.7314,54.0,0,0.3774,-0.0137,0,1
28,1,CA1-CA3,123.0,0.8971,0.7314,54.0,1,-0.0663,-0.0008,0,0
28,1,CA1-CA3,123.0,0.8971,0.7314,54.0,2,0.3086,0.0126,0,1
