animal,pair,dim,epoch,window_bins,window_ms,ifi,degenerate,label,sig
75,CA1-SUB,8,intermediate,1,10,0.06241174809375884,0,FB,1
75,CA1-SUB,8,intermediate,2,20,0.1908602150537634,0,FB,1
75,CA1-SUB,8,intermediate,3,30,0.3244078269824923,0,FB,1
75,CA1-SUB,8,intermediate,4,40,0.25271762029156475,0,FB,1
75,CA1-SUB,8,intermediate,5,50,0.28416789969628525,0,FB,1
75,CA1-SUB,8,intermediate,6,60,0.22574394463667816,0,FB,1
75,CA1-SUB,8,intermediate,7,70,0.1282247276896618,0,FB,1
75,CA1-SUB,8,intermediate,8,80,0.021478136358629808,0,FB,1
75,CA1-SUB,8,intermediate,9,90,0.011654014754624248,0,FB,1
75,CA1-SUB,8,intermediate,10,100,0.005458515283842917,0,FB,1
75,CA1-SUB,8,intermediate,11,110,-0.02801606132505926,0,FB,1
75,CA1-SUB,8,intermediate,12,120,-0.03411947803184483,0,FB,1
75,CA1-SUB,8,intermediate,13,130,-0.02999723527785453,0,FB,1
75,CA1-SUB,8,intermediate,14,140,0.03797785146718392,0,FB,1
75,CA1-SUB,8,intermediate,15,150,0.040755238314529076,0,FB,1
75,CA1-SUB,8,intermediate,16,160,0.06905124709279017,0,FB,1
75,CA1-SUB,8,intermediate,17,170,0.08261269549218035,0,FB,1
75,CA1-SUB,8,intermediate,18,180,0.08515751528133324,0,FB,1
75,CA1-SUB,8,intermediate,19,190,0.102257571716094,0,FB,1
75,CA1-SUB,8,intermediate,20,200,0.10109164296853496,0,FB,1
75,CA1-SUB,8,intermediate,21,210,0.0745732255166217,0,FB,1
75,CA1-SUB,8,intermediate,22,220,0.059382422802850325,0,FB,1
75,CA1-SUB,8,intermediate,23,230,0.05163962305676148,0,FB,1
75,CA1-SUB,8,intermediate,24,240,0.049327354260089745,0,FB,1
75,CA1-SUB,8,intermediate,25,250,0.07179288754440888,0,FB,1
75,CA1-SUB,8,naive,1,10,0.272139303482587,0,FB,1
75,CA1-SUB,8,naive,2,20,0.3000571102227299,0,FB,1
75,CA1-SUB,8,naive,3,30,0.21901680596746653,0,FB,1
75,CA1-SUB,8,naive,4,40,0.1520773971241137,0,FB,1
75,CA1-SUB,8,naive,5,50,0.21336969767306907,0,FB,1
75,CA1-SUB,8,naive,6,60,0.2816915726339331,0,FB,1
