animal,pair,epoch,area,n_units,rho_contrib_conn,rho_contrib_conn_ratepart,rho_contrib,rho_contrib_ratepart,rho_rate_rel,rho_contrib_conn_tune,rho_contrib_conn_tune_ratepart,rho_contrib_tune,rho_contrib_tune_ratepart,rho_rate_tune,rho_contrib_conn_tomrel,rho_contrib_conn_tomrel_ratepart,rho_rate_tomrel,rho_rel_tomrel
66,CA1-SUB,naive,CA1,26,0.5959,0.5705,0.4202,0.3883,0.2226,0.5061,0.2292,0.3333,0.1651,0.7033,0.6844,0.6349,0.3327,0.7381
66,CA1-SUB,naive,SUB,13,0.7418,0.7366,0.0549,-0.0453,0.2637,0.6264,0.6169,0.044,-0.0739,0.3022,0.6978,0.6905,0.2637,0.8681
66,CA1-V1,expert,CA1,28,0.6059,0.2687,0.2529,-0.0156,0.6678,0.6148,0.2274,0.3175,0.1111,0.7717,0.5588,0.1991,0.6508,0.9234
66,CA1-V1,expert,V1,19,0.5772,0.6514,-0.0404,-0.0175,0.0561,0.2649,0.4578,0.0544,0.2399,0.3386,0.4088,0.4628,0.0439,0.7456
66,CA1-V1,intermediate,CA1,27,0.6282,0.4232,0.1966,0.1107,0.6068,0.639,0.4204,0.1036,0.0624,0.7662,0.567,0.3267,0.5698,0.9469
66,CA1-V1,intermediate,V1,19,0.5263,0.5335,-0.0789,-0.0676,0.0684,0.2982,0.3294,-0.0386,0.012,0.2684,0.3386,0.3371,-0.0368,0.7053
66,CA1-V1,naive,CA1,26,0.4455,0.3958,0.455,0.4217,0.2226,0.3498,-0.0564,0.384,0.2167,0.7033,0.5971,0.5258,0.3327,0.7381
66,CA1-V1,naive,V1,19,0.2579,0.2526,-0.0386,-0.0232,0.0737,-0.0035,-0.0492,-0.0316,0.0668,0.4175,-0.0351,-0.0494,0.1386,0.8316
66,RSC-SUB,expert,RSC,16,0.5676,0.5113,0.5324,0.4674,0.4294,0.1735,-0.0431,0.3559,0.2127,0.6912,0.4618,0.3911,0.4118,0.9265
66,RSC-SUB,expert,SUB,13,0.4945,0.4889,0.3571,0.3334,0.1374,0.489,0.4831,0.1923,0.1512,0.1538,0.4341,0.4275,0.1429,0.9396
66,RSC-SUB,intermediate,RSC,16,0.0588,-0.0382,0.2,0.1193,0.2235,0.3353,0.0475,0.2647,-0.0785,0.7382,-0.0176,-0.2514,0.45,0.8382
66,RSC-SUB,intermediate,SUB,13,0.544,0.5461,0.3681,0.3599,0.0879,0.478,0.4941,0.1154,0.0409,0.2527,0.5934,0.6107,0.2363,0.8846
66,RSC-SUB,naive,RSC,16,0.3912,0.3619,0.2794,0.3057,0.2971,0.2088,0.1287,0.1382,0.4025,0.9,0.5,0.4836,0.4794,0.8147
66,RSC-SUB,naive,SUB,13,0.5989,0.5633,0.0549,-0.0453,0.2637,0.5165,0.44,0.044,-0.0739,0.3022,0.5275,0.4747,0.2637,0.8681
66,V1-RSC,expert,RSC,16,0.5794,0.6147,0.3147,0.1905,0.4294,-0.0324,-0.1012,0.2559,0.0117,0.6912,0.5647,0.5941,0.4118,0.9265
66,V1-RSC,expert,V1,19,0.1842,0.1822,-0.114,-0.102,0.0561,0.1368,-0.0517,-0.3404,-0.2655,0.3386,-0.0035,-0.0313,0.0439,0.7456
66,V1-RSC,intermediate,RSC,16,0.2353,0.199,0.1353,0.0696,0.2235,-0.1206,-0.4094,0.1441,-0.1413,0.7382,0.4794,0.4438,0.45,0.8382
66,V1-RSC,intermediate,V1,19,0.1544,0.1597,0.0825,0.0749,0.0684,-0.0965,-0.0818,-0.2211,-0.2652,0.2684,0.107,0.1049,-0.0368,0.7053
66,V1-RSC,naive,RSC,16,0.5324,0.6172,0.2676,0.2943,0.2971,-0.0794,0.1601,0.1588,0.4559,0.9,0.5441,0.7198,0.4794,0.8147
66,V1-RSC,naive,V1,19,0.3544,0.3482,0.086,0.1043,0.0737,0.0965,0.0381,-0.0842,0.005,0.4175,0.2895,0.2745,0.1386,0.8316
68,CA1-CA3,expert,CA1,16,-0.2765,-0.2107,-0.4529,-0.423,-0.1853,0.2412,-0.6443,0.3118,-0.0818,0.7294,-0.3941,-0.3821,-0.1912,0.7265
68,CA1-CA3,expert,CA3,10,0.5636,0.4085,-0.0303,0.0662,0.4424,0.8545,0.494,-0.0182,0.2582,0.8182,0.5515,0.3802,0.4424,0.9758
68,CA1-CA3,intermediate,CA1,16,-0.1353,-0.1593,-0.2647,-0.2884,-0.0235,0.2676,-0.4872,0.1529,-0.3732,0.7647,-0.1529,-0.3139,0.1235,0.5441
68,CA1-CA3,intermediate,CA3,10,0.1879,-0.5817,-0.2485,-0.34,0.4545,0.697,-0.1216,0.1636,0.1205,0.8061,0.4182,-0.2228,0.5515,0.8303
68,CA1-CA3,naive,CA1,16,-0.5676,-0.6235,-0.6353,-0.6331,0.0882,-0.0971,-0.4262,-0.05,-0.0025,0.6824,-0.2676,-0.453,0.4235,0.6029
68,CA1-CA3,naive,CA3,9,-0.5833,-0.706,-0.4333,-0.3777,-0.2833,0.2242,0.1367,0.1879,0.2088,0.2848,0.0333,-0.4113,0.2667,0.6667
68,CA1-DG,expert,CA1,16,-0.0882,-0.0037,-0.4971,-0.5324,-0.1853,0.1941,-0.2312,-0.2559,-0.2473,0.7294,-0.0441,0.05,-0.1912,0.7265
68,CA1-DG,expert,DG,24,0.5322,-0.3151,0.2096,-0.2497,0.8183,0.7504,0.1788,0.4574,0.2109,0.8896,0.6765,-0.0096,0.8635,0.7957
68,CA1-DG,intermediate,CA1,16,-0.0912,-0.1063,-0.3147,-0.314,-0.0235,0.4412,-0.2338,-0.3088,-0.5428,0.7647,-0.0912,-0.2586,0.1235,0.5441
68,CA1-DG,intermediate,DG,24,0.3122,-0.2477,0.0609,-0.2342,0.507,0.7296,-0.0715,0.3409,-0.1894,0.887,0.6852,-0.1466,0.8609,0.6661
68,CA1-DG,naive,CA1,16,-0.5382,-0.6641,-0.6206,-0.6167,0.0882,0.0147,-0.487,-0.2,-0.1297,0.6824,-0.0882,-0.3664,0.4235,0.6029
68,CA1-DG,naive,DG,24,0.4183,0.1683,0.2191,0.0882,0.4104,0.4452,0.043,0.3087,0.153,0.5357,0.4548,0.1763,0.4539,0.7739
68,CA1-RSC,expert,CA1,16,0.4029,0.4084,-0.2471,-0.2768,-0.1853,0.2353,0.3534,-0.3647,-0.4045,0.7294,0.4794,0.4867,-0.1912,0.7265
68,CA1-RSC,expert,RSC,11,0.9182,0.9232,-0.1273,-0.1654,-0.2636,0.1455,0.3405,-0.4818,-0.5628,0.7,0.8455,0.8526,-0.3091,0.9
68,CA1-RSC,intermediate,CA1,16,0.2294,0.2362,0.0147,0.018,-0.0235,0.1412,0.031,0.0971,-0.0065,0.7647,0.1647,0.1481,0.1235,0.5441
68,CA1-RSC,intermediate,RSC,11,0.5909,0.6051,0.0,-0.0023,-0.2455,0.1727,0.2795,-0.2818,-0.4126,0.7455,0.5455,0.5453,-0.0182,0.9273
68,CA1-RSC,naive,CA1,16,-0.4029,-0.397,-0.5529,-0.5499,0.0882,-0.1706,-0.1271,-0.1559,-0.1423,0.6824,-0.1882,-0.1552,0.4235,0.6029
68,CA1-RSC,naive,RSC,11,0.1818,0.1068,-0.0818,-0.1131,-0.1818,-0.3182,0.0069,-0.1909,-0.1208,0.6455,0.2636,0.2836,-0.0364,0.7818
68,CA3-DG,expert,CA3,10,0.7455,0.6697,0.0788,0.1271,0.4424,0.7697,0.6497,0.0909,0.2711,0.8182,0.8061,0.7515,0.4424,0.9758
68,CA3-DG,expert,DG,24,0.7113,0.1149,0.2122,-0.1829,0.8183,0.873,0.5421,0.3504,0.033,0.8896,0.7452,0.1194,0.8635,0.7957
68,CA3-DG,intermediate,CA3,10,0.3333,0.0259,-0.1636,-0.359,0.4545,0.6,0.09,0.3818,0.2357,0.8061,0.6242,0.401,0.5515,0.8303
68,CA3-DG,intermediate,DG,24,0.3409,-0.1218,0.1817,-0.1729,0.507,0.7574,0.1799,0.5913,0.1717,0.887,0.7383,0.1687,0.8609,0.6661
68,CA3-DG,naive,CA3,9,-0.15,0.0134,-0.4667,-0.4399,-0.2833,0.4788,0.4626,0.1515,0.2015,0.2848,0.25,0.1245,0.2667,0.6667
68,CA3-DG,naive,DG,24,0.4009,0.1467,0.487,0.3351,0.4104,0.4,-0.0209,0.493,0.2651,0.5357,0.4913,0.2501,0.4539,0.7739
73,CA1-DG,expert,CA1,22,0.0085,-0.1109,-0.1158,-0.0726,0.5596,0.2795,0.2366,-0.1056,-0.0421,0.8114,0.3597,0.3198,0.5618,0.6612
73,CA1-DG,expert,DG,29,-0.1167,-0.1936,-0.1635,-0.2474,0.3374,0.0094,-0.1292,0.0222,-0.1192,0.6005,-0.0591,-0.2413,0.6527,0.5069
73,CA1-DG,intermediate,CA1,22,-0.0062,-0.2453,-0.3134,-0.2425,0.3653,0.5246,0.2371,-0.1383,0.0946,0.7572,0.118,-0.2615,0.5799,0.8137
73,CA1-DG,intermediate,DG,29,0.3995,0.1029,0.1084,-0.2459,0.5266,0.5379,0.1564,0.3379,-0.0877,0.7207,0.5148,0.1163,0.7177,0.5404
73,CA1-DG,naive,CA1,22,-0.127,-0.1643,-0.5189,-0.3886,0.5347,0.061,0.1577,-0.2714,0.1129,0.5545,-0.4399,-0.5534,0.5754,0.7516
73,CA1-DG,naive,DG,29,0.5739,0.2904,0.4044,0.0308,0.6138,0.4305,0.0789,0.267,-0.1605,0.5862,0.4187,0.0507,0.5951,0.7906
73,CA1-RSC,expert,CA1,22,-0.2196,-0.1785,-0.1158,-0.0726,0.5596,-0.179,-0.1262,-0.1056,-0.0421,0.8114,-0.0164,0.0694,0.5618,0.6612
73,CA1-RSC,expert,RSC,55,0.2642,0.1603,0.2216,0.103,0.2766,0.4462,0.1262,0.4016,-0.0128,0.8174,0.377,0.1326,0.6171,0.732
73,CA1-RSC,intermediate,CA1,22,0.2208,0.219,-0.3134,-0.2425,0.3653,-0.0378,-0.1124,-0.1383,0.0946,0.7572,0.0932,0.0811,0.5799,0.8137
73,CA1-RSC,intermediate,RSC,55,0.387,0.2284,0.374,0.254,0.4778,0.3374,0.0604,0.2589,0.0405,0.7539,0.3788,0.1716,0.5881,0.8475
73,CA1-RSC,naive,CA1,22,-0.1564,-0.1748,-0.5189,-0.3886,0.5347,-0.0935,0.0001,-0.2714,0.1129,0.5545,-0.4884,-0.5857,0.5754,0.7516
73,CA1-RSC,naive,RSC,55,0.4231,0.2165,0.3873,0.1696,0.6481,0.3442,0.0556,0.3025,-0.0597,0.805,0.4407,0.189,0.7153,0.8843
73,CA1-SUB,expert,CA1,22,-0.2276,-0.064,-0.1158,-0.0726,0.5596,-0.2468,0.0185,-0.1056,-0.0421,0.8114,-0.0164,0.2059,0.5618,0.6612
73,CA1-SUB,expert,SUB,27,0.2137,0.1971,0.1935,0.1994,0.257,0.1477,0.1212,0.1032,0.111,0.395,0.265,0.254,0.1673,0.8034
73,CA1-SUB,intermediate,CA1,22,0.2208,0.1956,-0.3134,-0.2425,0.3653,0.1248,0.0651,-0.1383,0.0946,0.7572,0.2117,0.1834,0.5799,0.8137
73,CA1-SUB,intermediate,SUB,27,0.8034,0.7851,0.1691,0.1595,0.2772,0.6093,0.5471,0.1172,0.1031,0.3755,0.5092,0.4592,0.2656,0.7961
73,CA1-SUB,naive,CA1,22,0.022,-0.0694,-0.5189,-0.3886,0.5347,0.0779,0.0789,-0.2714,0.1129,0.5545,-0.1959,-0.3488,0.5754,0.7516
73,CA1-SUB,naive,SUB,27,0.5116,0.4013,0.2827,0.1562,0.3498,0.3742,0.2171,0.3254,0.2078,0.3474,0.3932,0.2766,0.301,0.7985
73,CA1-V1,expert,CA1,22,-0.2598,-0.2583,-0.188,-0.1587,0.5596,-0.2033,-0.2334,-0.1474,-0.1108,0.8114,-0.2491,-0.2456,0.5618,0.6612
73,CA1-V1,expert,V1,17,0.1716,0.2793,-0.2083,-0.0914,0.4681,-0.0319,0.0784,-0.1618,0.0097,0.6054,0.1593,0.2257,0.3309,0.8922
73,CA1-V1,intermediate,CA1,22,-0.1169,-0.092,-0.2648,-0.1964,0.3653,-0.0841,-0.0288,-0.1191,0.0973,0.7572,-0.2388,-0.2326,0.5799,0.8137
73,CA1-V1,intermediate,V1,18,0.2714,0.2199,-0.063,0.0306,0.195,0.1716,0.0203,-0.2647,-0.0809,0.5613,0.3519,0.2244,0.4613,0.6698
73,CA1-V1,naive,CA1,22,-0.3224,-0.178,-0.4726,-0.3657,0.5347,-0.3857,-0.1373,-0.1922,0.1545,0.5545,-0.5754,-0.4947,0.5754,0.7516
73,CA1-V1,naive,V1,18,0.2239,0.284,-0.3478,-0.0151,0.6409,0.1373,0.2135,-0.3664,0.1009,0.7936,0.1104,0.1372,0.6491,0.9319
73,RSC-SUB,expert,RSC,55,0.2402,0.1348,0.2216,0.1031,0.2766,0.3865,0.0329,0.4032,-0.0087,0.8174,0.3141,0.0515,0.6171,0.732
73,RSC-SUB,expert,SUB,27,0.2851,0.2449,0.2039,0.2107,0.257,0.3187,0.2629,0.1337,0.145,0.395,0.395,0.3734,0.1673,0.8034
73,RSC-SUB,intermediate,RSC,55,0.3544,0.2202,0.3727,0.2544,0.4778,0.2361,-0.02,0.2576,0.0436,0.7539,0.3674,0.2031,0.5881,0.8475
73,RSC-SUB,intermediate,SUB,27,0.4707,0.4448,0.1752,0.1676,0.2772,0.4078,0.3725,0.1264,0.1155,0.3755,0.5134,0.4906,0.2656,0.7961
73,RSC-SUB,naive,RSC,55,0.3922,0.1647,0.3928,0.1755,0.6481,0.3279,-0.0307,0.3073,-0.0548,0.805,0.3985,0.1118,0.7153,0.8843
73,RSC-SUB,naive,SUB,27,0.5379,0.4489,0.265,0.1382,0.3498,0.4902,0.3918,0.3168,0.2003,0.3474,0.5971,0.5408,0.301,0.7985
73,V1-RSC,expert,RSC,55,0.3124,0.2184,0.2526,0.1427,0.2766,0.4135,0.0765,0.415,0.0311,0.8174,0.3206,0.0584,0.6171,0.732
73,V1-RSC,expert,V1,17,0.098,0.0464,-0.2083,-0.0914,0.4681,0.1544,0.1016,-0.1618,0.0097,0.6054,0.201,0.1713,0.3309,0.8922
73,V1-RSC,intermediate,RSC,55,0.3312,0.2422,0.3491,0.2393,0.4778,0.2257,0.0879,0.2127,0.0069,0.7539,0.3198,0.2111,0.5881,0.8475
73,V1-RSC,intermediate,V1,18,-0.0423,-0.0458,-0.063,0.0306,0.195,-0.0025,0.0353,-0.2647,-0.0809,0.5613,0.0506,0.05,0.4613,0.6698
73,V1-RSC,naive,RSC,55,0.3964,0.1668,0.4071,0.1856,0.6481,0.347,0.0387,0.3186,-0.0494,0.805,0.4445,0.1821,0.7153,0.8843
73,V1-RSC,naive,V1,18,-0.2033,-0.038,-0.3478,-0.0151,0.6409,-0.1434,0.1257,-0.3664,0.1009,0.7936,-0.2301,-0.0719,0.6491,0.9319
75,CA1-DG,expert,CA1,21,-0.126,-0.3018,-0.3935,-0.1519,0.5558,-0.0135,-0.3921,-0.5053,-0.2938,0.7459,-0.2013,-0.3653,0.5013,0.8078
75,CA1-DG,expert,DG,51,0.5963,0.3788,0.4942,0.4135,0.6963,0.4691,-0.0289,0.3054,0.0715,0.8259,0.5625,0.3204,0.739,0.836
75,CA1-DG,intermediate,CA1,20,-0.3699,-0.469,-0.4135,-0.2892,0.4812,0.2772,0.1096,-0.2895,-0.1297,0.8281,-0.1474,-0.2237,0.5203,0.6767
75,CA1-DG,intermediate,DG,51,0.6506,0.1023,0.4404,0.019,0.7862,0.7854,0.2579,0.6391,0.325,0.8943,0.7432,0.234,0.8349,0.8395
75,CA1-DG,naive,CA1,21,0.0623,-0.1584,-0.2312,-0.0137,0.6078,0.1383,-0.1027,-0.2707,-0.0793,0.8617,0.0727,-0.1787,0.6662,0.761
75,CA1-DG,naive,DG,51,0.1664,-0.1416,0.0012,-0.1788,0.4789,0.4243,0.0972,0.1828,0.0532,0.7402,0.5589,0.2694,0.6591,0.6147
75,CA1-RSC,expert,CA1,21,0.5442,0.4987,-0.4104,-0.1832,0.5558,0.2526,-0.0103,-0.5008,-0.3009,0.7459,0.2532,0.148,0.5013,0.8078
75,CA1-RSC,expert,RSC,167,0.624,0.4174,0.5531,0.3087,0.7043,0.4438,0.0741,0.4304,0.0676,0.8243,0.6106,0.3954,0.7035,0.9005
75,CA1-RSC,intermediate,CA1,20,0.4797,0.4,-0.4241,-0.3056,0.4812,0.0772,-0.1936,-0.293,-0.1492,0.8281,0.2662,0.1338,0.5203,0.6767
75,CA1-RSC,intermediate,RSC,164,0.5237,0.3323,0.4881,0.2795,0.6608,0.3593,0.0412,0.3587,0.0401,0.8276,0.5069,0.2659,0.6933,0.9186
75,CA1-RSC,naive,CA1,21,0.3545,0.3051,-0.2182,-0.0205,0.6078,0.218,0.2498,-0.2451,-0.0689,0.8617,0.374,0.3361,0.6662,0.761
75,CA1-RSC,naive,RSC,165,0.4897,0.2972,0.4376,0.2958,0.7507,0.3682,0.0299,0.3121,0.0246,0.8356,0.4029,0.1453,0.7403,0.8862
75,CA1-SUB,expert,CA1,21,0.1545,-0.0136,-0.4,-0.1679,0.5558,-0.0105,-0.3181,-0.5083,-0.3118,0.7459,0.1325,-0.0201,0.5013,0.8078
75,CA1-SUB,expert,SUB,38,0.1844,0.1208,0.1741,0.1208,0.34,0.1437,0.0549,0.3045,0.2534,0.4422,0.1294,0.0497,0.3925,0.7219
75,CA1-SUB,intermediate,CA1,20,-0.1083,-0.2624,-0.394,-0.2659,0.4812,0.3772,0.0163,-0.2702,-0.0966,0.8281,0.0361,-0.1065,0.5203,0.6767
75,CA1-SUB,intermediate,SUB,38,0.3702,0.3325,0.1568,0.1291,0.2984,0.1397,0.0552,0.0688,0.0174,0.4632,0.215,0.1662,0.301,0.8567
75,CA1-SUB,naive,CA1,21,-0.0442,-0.2467,-0.2182,-0.0205,0.6078,0.194,-0.1128,-0.2451,-0.0689,0.8617,0.2571,0.1341,0.6662,0.761
75,CA1-SUB,naive,SUB,38,0.1316,0.1143,0.1594,0.2099,0.129,-0.0741,-0.121,-0.0404,0.0449,0.2697,-0.017,-0.0428,0.1625,0.756
75,CA1-V1,expert,CA1,21,0.1481,-0.0153,-0.4104,-0.1832,0.5558,0.0722,-0.1605,-0.5008,-0.3009,0.7459,-0.0013,-0.176,0.5013,0.8078
75,CA1-V1,expert,V1,57,0.4121,0.2861,0.1742,-0.0557,0.4807,0.228,0.0006,0.3116,0.0406,0.6718,0.4103,0.2918,0.4526,0.898
75,CA1-V1,intermediate,CA1,20,-0.3865,-0.3632,-0.4135,-0.2892,0.4812,0.0649,0.186,-0.2895,-0.1297,0.8281,-0.2256,-0.1754,0.5203,0.6767
75,CA1-V1,intermediate,V1,57,-0.0281,-0.202,-0.014,-0.2316,0.4676,0.2505,0.0687,0.3383,0.1284,0.6633,0.0635,-0.0797,0.4343,0.8982
75,CA1-V1,naive,CA1,21,-0.1364,0.0033,-0.2182,-0.0205,0.6078,0.0075,0.2416,-0.2451,-0.0689,0.8617,-0.1818,-0.0407,0.6662,0.761
75,CA1-V1,naive,V1,57,0.1528,0.1953,0.173,0.233,0.3717,-0.0889,-0.0503,-0.1294,-0.07,0.7171,0.1387,0.1708,0.3094,0.9093
75,RSC-SUB,expert,RSC,167,0.6029,0.3655,0.5606,0.3178,0.7043,0.4676,0.1048,0.4352,0.0719,0.8243,0.5924,0.3482,0.7035,0.9005
75,RSC-SUB,expert,SUB,38,0.4527,0.4353,0.094,0.0773,0.34,0.4299,0.4148,0.206,0.199,0.4422,0.4163,0.3972,0.3925,0.7219
75,RSC-SUB,intermediate,RSC,164,0.5063,0.3006,0.4918,0.2823,0.6608,0.3668,0.0424,0.361,0.039,0.8276,0.4956,0.2419,0.6933,0.9186
75,RSC-SUB,intermediate,SUB,38,0.3389,0.2915,0.159,0.1357,0.2984,0.2054,0.1157,0.0728,0.0295,0.4632,0.2389,0.1834,0.301,0.8567
75,RSC-SUB,naive,RSC,165,0.4964,0.2811,0.4453,0.3031,0.7507,0.3953,0.043,0.3127,0.0188,0.8356,0.4202,0.15,0.7403,0.8862
75,RSC-SUB,naive,SUB,38,0.3047,0.2867,0.1605,0.2142,0.129,0.0857,0.032,-0.0402,0.0497,0.2697,0.1329,0.103,0.1625,0.756
75,V1-RSC,expert,RSC,167,0.6993,0.4517,0.5796,0.3328,0.7043,0.5628,0.1307,0.4458,0.0617,0.8243,0.6855,0.4268,0.7035,0.9005
75,V1-RSC,expert,V1,57,0.6184,0.504,0.224,-0.0097,0.4807,0.4415,0.2091,0.3223,0.0269,0.6718,0.5869,0.4725,0.4526,0.898
75,V1-RSC,intermediate,RSC,164,0.4687,0.2661,0.523,0.31,0.6608,0.3237,0.0053,0.3899,0.0535,0.8276,0.4569,0.2054,0.6933,0.9186
75,V1-RSC,intermediate,V1,57,0.0386,-0.073,-0.0293,-0.2389,0.4676,0.2461,0.1397,0.3063,0.0976,0.6633,-0.0276,-0.1387,0.4343,0.8982
75,V1-RSC,naive,RSC,165,0.5128,0.3329,0.4549,0.3142,0.7507,0.3894,0.0536,0.3216,0.028,0.8356,0.4174,0.1681,0.7403,0.8862
75,V1-RSC,naive,V1,57,0.2409,0.2599,0.186,0.2507,0.3717,-0.0289,-0.0405,-0.1337,-0.0679,0.7171,0.169,0.1781,0.3094,0.9093
77,CA1-DG,expert,CA1,8,-0.4762,-0.4536,0.5714,0.6047,0.1667,-0.1429,0.1572,0.3571,-0.3123,0.8095,-0.3095,-0.1667,0.6667,0.7857
77,CA1-DG,expert,DG,5,-0.3,0.0,-0.2,0.25,0.6,-0.2,0.6623,-0.7,-0.4588,0.9,-0.3,0.0,0.6,1.0
77,CA1-DG,intermediate,CA1,8,0.4762,0.4519,0.6429,0.7128,0.2381,0.4524,0.4832,0.7619,0.4566,0.7619,0.1429,0.1502,-0.0238,0.4762
77,CA1-DG,intermediate,DG,5,-0.1,-0.1741,0.2,0.2536,-0.1,-0.6,-0.3974,-0.8,0.0526,0.9,-0.4,-0.1443,0.6,0.7
77,CA1-DG,naive,CA1,8,-0.3333,-0.8131,0.4762,0.2972,0.619,0.0476,-0.818,0.4524,0.1679,0.9048,0.0714,-0.4773,0.8095,0.8571
77,CA1-DG,naive,DG,5,-0.5,0.3333,-0.7,0.0404,1.0,-0.5,0.3333,-0.7,0.0404,1.0,-0.5,0.3333,1.0,1.0
77,CA1-RSC,expert,CA1,8,0.619,0.6964,-0.5,-0.5976,0.1667,0.0,0.3742,0.5238,0.4588,0.8095,0.1905,0.5075,0.6667,0.7857
77,CA1-RSC,expert,RSC,200,0.3733,0.2679,0.4592,0.3526,0.4272,0.3545,0.179,0.4547,0.281,0.6927,0.3552,0.2334,0.4668,0.9302
77,CA1-RSC,intermediate,CA1,8,0.119,0.0717,-0.5952,-0.5642,0.2381,0.4762,0.4946,-0.5714,-0.3663,0.7619,0.2857,0.2978,-0.0238,0.4762
77,CA1-RSC,intermediate,RSC,201,0.5701,0.4627,0.5151,0.4094,0.4645,0.4972,0.3036,0.4612,0.2732,0.6831,0.5234,0.3874,0.4981,0.9297
77,CA1-RSC,naive,CA1,8,0.0238,0.3576,-0.4048,0.0399,0.619,-0.3095,0.0893,-0.6905,-0.2134,0.9048,-0.0952,0.3927,0.8095,0.8571
77,CA1-RSC,naive,RSC,202,0.4187,0.1949,0.4687,0.2559,0.5549,0.4574,0.1767,0.468,0.1792,0.7041,0.443,0.2051,0.5906,0.8902
77,CA1-SUB,expert,CA1,8,-0.0714,-0.0566,-0.7143,-0.7046,0.1667,0.0476,0.2134,-0.0952,0.1364,0.8095,-0.0476,0.0214,0.6667,0.7857
77,CA1-SUB,expert,SUB,5,-0.5,-0.4848,-0.1,-0.3669,0.6,-0.4,-0.5151,-0.1,-0.8898,0.9,0.0857,0.189,1.0,0.6
77,CA1-SUB,intermediate,CA1,8,-0.5238,-0.6711,-0.5714,-0.6007,0.2381,0.4048,0.2193,-0.2381,-0.4241,0.7619,-0.2857,-0.2969,-0.0238,0.4762
77,CA1-SUB,intermediate,SUB,6,0.1429,-0.8677,-0.4286,-0.7351,0.9429,0.4,-0.0,0.2,0.0,1.0,0.1429,-0.8677,0.9429,1.0
77,CA1-SUB,naive,CA1,8,-0.5714,-0.1961,-0.3571,0.0949,0.619,-0.7857,-0.3493,-0.6905,-0.275,0.9048,-0.5238,0.2445,0.8095,0.8571
77,CA1-SUB,naive,SUB,6,0.5429,0.7794,0.3714,0.4006,0.9429,-0.2,-0.6001,0.1,0.3669,0.6,0.2571,0.0707,0.6571,0.6
77,CA1-V1,expert,CA1,8,-0.7381,-0.8793,-0.4286,-0.4962,0.1667,0.3571,0.0898,0.5,0.5083,0.8095,-0.2619,-0.7486,0.6667,0.7857
77,CA1-V1,expert,V1,12,-0.4406,-0.6023,0.1678,0.3413,0.4476,0.028,-0.405,0.007,0.7182,0.9231,-0.3427,-0.4678,0.3986,0.965
77,CA1-V1,intermediate,CA1,8,-0.0714,-0.0331,-0.5476,-0.5134,0.2381,-0.1667,-0.0621,-0.5238,-0.1967,0.7619,0.4524,0.4549,-0.0238,0.4762
77,CA1-V1,intermediate,V1,12,0.5105,0.4902,-0.2028,-0.1649,0.2238,0.4615,0.5608,-0.1049,0.1129,0.8252,0.3706,0.3375,0.2937,0.9441
77,CA1-V1,naive,CA1,8,-0.119,-0.0015,-0.4048,0.0399,0.619,-0.1429,0.0705,-0.6905,-0.2134,0.9048,-0.2381,-0.1456,0.8095,0.8571
77,CA1-V1,naive,V1,12,0.0699,0.3704,-0.0839,0.1826,0.4406,-0.1888,0.4356,-0.2587,0.3215,0.8182,0.0909,0.3974,0.4406,0.958
77,RSC-SUB,expert,RSC,200,0.3986,0.2691,0.4715,0.3417,0.4272,0.4398,0.2342,0.5027,0.2858,0.6927,0.3923,0.2438,0.4668,0.9302
77,RSC-SUB,expert,SUB,5,-0.2,-0.875,-0.1,-0.3669,0.6,0.5,-0.1147,-0.1,-0.8898,0.9,0.7714,-0.0244,1.0,0.6
77,RSC-SUB,intermediate,RSC,201,0.3904,0.2877,0.4655,0.3582,0.4645,0.3465,0.1846,0.4144,0.2303,0.6831,0.3202,0.1851,0.4981,0.9297
77,RSC-SUB,intermediate,SUB,6,0.3714,-0.5018,-0.4286,-0.7351,0.9429,0.2,0.0,0.2,0.0,1.0,0.3714,-0.5018,0.9429,1.0
77,RSC-SUB,naive,RSC,202,0.4763,0.2507,0.462,0.2449,0.5549,0.4835,0.1769,0.4646,0.1708,0.7041,0.5009,0.2621,0.5906,0.8902
77,RSC-SUB,naive,SUB,6,0.4857,-0.3001,0.3714,0.4006,0.9429,-0.1,-0.3669,0.1,0.3669,0.6,0.9429,0.9097,0.6571,0.6
77,V1-RSC,expert,RSC,200,0.3964,0.2708,0.4865,0.3736,0.4272,0.4285,0.2261,0.5049,0.3255,0.6927,0.3845,0.2386,0.4668,0.9302
77,V1-RSC,expert,V1,12,-0.3217,-0.5253,-0.4615,-0.4264,0.4476,0.0629,-0.5475,-0.1818,-0.0029,0.9231,-0.2587,-0.4246,0.3986,0.965
77,V1-RSC,intermediate,RSC,201,0.6896,0.5987,0.5488,0.4638,0.4645,0.6045,0.4293,0.4774,0.3316,0.6831,0.6802,0.5731,0.4981,0.9297
77,V1-RSC,intermediate,V1,12,0.5804,0.5495,-0.7483,-0.7438,0.2238,0.7413,0.7959,-0.2448,-0.2413,0.8252,0.6224,0.5764,0.2937,0.9441
77,V1-RSC,naive,RSC,202,0.5792,0.3705,0.4863,0.2821,0.5549,0.6194,0.3526,0.4816,0.2041,0.7041,0.6119,0.3964,0.5906,0.8902
