animal,learner,pair,center_trial,trial_frac,performance,lp_rel,dim,cc,ifi,lag,sig
28,1,CA1-CA3,98.0,0.7132,1.0,29.0,6,0.012,-0.0075,-2,0
28,1,CA1-CA3,98.0,0.7132,1.0,29.0,7,0.0177,-0.0227,-2,0
28,1,CA1-CA3,98.0,0.7132,1.0,29.0,8,0.0173,-0.0476,-2,0
28,1,CA1-CA3,98.0,0.7132,1.0,29.0,9,0.009,-0.0575,-2,0
28,1,CA1-CA3,98.0,0.7132,1.0,29.0,10,0.0048,-0.0803,-2,0
28,1,CA1-CA3,98.0,0.7132,1.0,29.0,11,0.0094,-0.0573,-1,0
28,1,CA1-CA3,98.0,0.7132,1.0,29.0,12,0.0185,-0.0454,-5,0
28,1,CA1-CA3,98.0,0.7132,1.0,29.0,13,-0.0055,-0.0625,-3,0
28,1,CA1-CA3,98.0,0.7132,1.0,29.0,14,-0.0028,-0.0488,-4,0
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,0,0.327,-0.0328,0,1
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,1,-0.0202,-0.0391,0,0
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,2,0.2618,-0.0163,0,1
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,3,-0.035,-0.0496,-1,0
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,4,-0.098,-0.017,-1,0
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,5,-0.153,-0.0127,-1,0
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,6,0.1643,-0.0106,-2,1
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,7,-0.1264,0.0071,0,0
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,8,0.0376,0.0019,0,0
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,9,0.0238,-0.0094,0,0
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,10,0.222,-0.0285,-1,1
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,11,0.171,0.0176,1,1
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,12,0.1144,0.0014,1,0
28,1,CA1-CA3,103.0,0.75,0.9333,34.0,13,-0.1793,-0.0496,-2,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,0,0.1968,-0.0091,0,1
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,1,0.09,-0.0565,0,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,2,0.0804,-0.0911,0,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,3,0.0753,-0.0752,0,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,4,0.0242,-0.0715,-4,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,5,0.0399,-0.0321,0,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,6,0.033,-0.0421,0,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,7,0.0458,-0.0503,0,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,8,0.0354,-0.058,0,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,9,0.0429,-0.0424,0,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,10,0.0076,-0.0136,1,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,11,0.0033,-0.02,1,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,12,0.0007,-0.0025,1,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,13,0.0023,0.018,1,0
28,1,CA1-CA3,108.0,0.7868,0.8565,39.0,14,0.0098,-0.0295,-4,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,0,0.1945,-0.0114,0,1
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,1,0.1231,-0.0134,0,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,2,0.1309,-0.0561,0,1
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,3,0.0746,-0.0576,0,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,4,0.0264,-0.0306,0,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,5,0.0055,-0.034,-1,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,6,-0.0008,-0.0373,-1,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,7,0.0214,-0.0316,-1,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,8,0.0252,-0.0493,0,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,9,-0.0237,-0.0421,0,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,10,0.012,-0.0041,1,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,11,0.0289,0.0209,0,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,12,0.0026,-0.0556,0,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,13,0.0214,-0.0498,1,0
28,1,CA1-CA3,113.0,0.8235,0.7989,44.0,14,0.0127,0.0044,-5,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,0,0.2296,-0.0121,0,1
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,1,0.1365,0.003,0,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,2,0.1231,0.0116,0,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,3,0.0454,0.0077,0,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,4,0.0461,-0.0373,-1,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,5,0.0053,-0.0416,-1,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,6,0.0009,-0.0168,-1,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,7,-0.0017,-0.0285,-1,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,8,0.0256,-0.0503,-1,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,9,0.0062,-0.0227,-4,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,10,0.0072,0.0041,0,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,11,0.0036,-0.0166,-1,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,12,-0.0061,-0.0121,0,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,13,0.0014,-0.0457,0,0
28,1,CA1-CA3,118.0,0.8603,0.7434,49.0,14,-0.0007,-0.0435,0,0
