method,pair,stat,contrast,n_animals,n_obs,estimate,p,p_within_pair_fdr_pass,ok,reason
collapsed,CA1-V1,mi_sig,expert-naive,10,180,0.01537274673895652,1.0,False,True,collapsed
collapsed,CA1-V1,mi_sig,expert-intermediate,10,180,-0.013810255031880447,0.556640625,False,True,collapsed
collapsed,CA1-V1,mi_sig,intermediate-naive,10,180,0.001975304259149921,0.625,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,expert-naive,10,180,0.038666597312021406,0.232421875,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,expert-intermediate,10,180,0.07995209674017,0.16015625,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,intermediate-naive,10,180,0.002088432175242857,1.0,False,True,collapsed
lmm_randslope,CA1-V1,mi_sig,expert-naive,10,180,0.0020798299239977855,0.8993968656995799,False,True,
lmm_randslope,CA1-V1,mi_sig,expert-intermediate,10,180,-0.010370514691672661,0.56820467291481,False,True,
lmm_randslope,CA1-V1,mi_sig,intermediate-naive,10,180,0.012450344615670447,0.5188127174321416,False,True,
lmm_randslope,CA1-V1,ifi_weighted,expert-naive,10,180,0.05799473350546354,0.19925441687804613,False,True,
lmm_randslope,CA1-V1,ifi_weighted,expert-intermediate,10,180,0.06380628210355926,0.1334402926762356,False,True,
lmm_randslope,CA1-V1,ifi_weighted,intermediate-naive,10,180,-0.005811548598095724,0.8929013074885765,False,True,
collapsed,CA1-DG,mi_sig,expert-naive,8,144,0.03194863464127759,0.027991815485665747,False,True,collapsed
collapsed,CA1-DG,mi_sig,expert-intermediate,8,144,-0.007601501968186531,0.546875,False,True,collapsed
collapsed,CA1-DG,mi_sig,intermediate-naive,8,144,0.0471423982975448,0.0546875,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,expert-naive,8,144,-0.06256643914546725,0.078125,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,expert-intermediate,8,144,-0.016202354113232852,0.7421875,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,intermediate-naive,8,144,-0.04029681012662738,0.3125,False,True,collapsed
lmm_randslope,CA1-DG,mi_sig,expert-naive,8,144,0.040969847844613785,0.08639242821983474,False,True,
lmm_randslope,CA1-DG,mi_sig,expert-intermediate,8,144,-0.020786171625010626,0.5045488330746817,False,True,
lmm_randslope,CA1-DG,mi_sig,intermediate-naive,8,144,0.06175601946962441,0.037653390538866516,False,True,
lmm_randslope,CA1-DG,ifi_weighted,expert-naive,8,144,-0.05349685568672876,0.21818807881732116,False,True,
lmm_randslope,CA1-DG,ifi_weighted,expert-intermediate,8,144,-0.010847444255215798,0.8028872140140294,False,True,
lmm_randslope,CA1-DG,ifi_weighted,intermediate-naive,8,144,-0.04264941143151296,0.3574981140226049,False,True,
collapsed,CA1-CA3,mi_sig,expert-naive,6,108,0.0503698261694223,0.21875,False,True,collapsed
collapsed,CA1-CA3,mi_sig,expert-intermediate,6,108,0.016194490779441136,0.84375,False,True,collapsed
collapsed,CA1-CA3,mi_sig,intermediate-naive,6,108,0.05942694758671053,0.21875,False,True,collapsed
