pair,n_animals,ifi_cc1,ifi_tail,delta,t,p,n_agree,sign_agree,t_agree,p_agree,lmm_slope,lmm_p,lmm_n_obs,lmm_reason
CA1-RSC,12,0.025586406385447163,0.024487149480926996,0.001099256904520161,0.09811703744669628,0.9236044284404697,12,0.6216931216931216,1.8879130846754864,0.08568404724888377,0.0010872259894330997,0.5978168615709119,110,
CA1-CA3,7,-0.013392447922988432,-0.028634851557035195,0.015242403634046766,0.7729519626183394,0.4688969161140887,7,0.5952380952380951,0.8547838271285361,0.42547980454953643,-0.0016957639705505174,0.7855863950524647,60,
CA1-DG,11,-0.004760559391906684,-0.027956066900269607,0.023195507508362925,1.6555993590024725,0.12880201761452043,11,0.48863636363636365,-0.18482402178380425,0.8570616602426484,-0.005951773024177169,0.021872154873336606,101,
CA1-V1,13,-0.01834769964457382,-0.03404760843083458,0.015699908786260763,1.240701366818094,0.23842555933077011,13,0.513888888888889,0.18042798312667183,0.8598278037151577,-0.003016690912237196,0.36832435526566665,123,
CA3-DG,5,0.02102059986664429,-0.025244326839238395,0.046264926705882684,3.027671726961481,0.038869257785082566,5,0.5361111111111111,0.6204561478743519,0.5685600575986756,-0.007323062114003873,0.06129618138545195,46,
CA1-SUB,7,0.01671134745555164,0.014646705407087854,0.002064642048463789,0.08076759376937506,0.9382534959516415,7,0.6666666666666666,1.6671567906786338,0.14653053888456322,0.0016836478381768993,0.6150316806498046,63,
RSC-SUB,7,0.014929638518618837,-0.007618222612667918,0.022547861131286758,2.0829810490663143,0.08239431241477209,7,0.4253968253968254,-0.9820122601891565,0.36401765441668005,-0.0028016753486040983,0.3603064612547565,66,
V1-RSC,9,0.013833688023169914,0.03880922998337437,-0.02497554196020445,-1.5078667806428903,0.17001903681769204,9,0.6049382716049383,1.1089577241908513,0.29966975086995545,0.001872176156042568,0.5084409833117376,87,
