animal,learner,pair,ordinal,trial_id,n_bins,cc1,ifi,optimal_lag,gini_part_x,gini_part_y
73,1,CA1-DG,10,10,825,0.2657,-0.0322,0,0.6561,0.6481
73,1,CA1-V1,1,1,1130,0.0977,0.0749,0,0.4712,0.6128
73,1,CA1-V1,4,4,885,0.0507,-1.0,0,0.421,0.5796
73,1,CA1-V1,7,7,830,0.0918,-0.0615,0,0.42,0.5913
73,1,CA1-V1,10,10,825,0.1277,-0.0948,0,0.462,0.6015
73,1,CA1-SUB,1,1,1130,0.1733,0.1535,0,0.5773,0.5504
73,1,CA1-SUB,4,4,885,0.1329,-0.1421,0,0.5491,0.53
73,1,CA1-SUB,7,7,830,0.0565,-1.0,0,0.616,0.5303
73,1,CA1-SUB,10,10,825,0.183,0.2733,0,0.608,0.5117
73,1,RSC-SUB,1,1,1130,0.1917,-0.0202,0,0.4092,0.5312
73,1,RSC-SUB,4,4,885,0.2983,0.0424,0,0.4631,0.5486
73,1,RSC-SUB,7,7,830,0.2959,-0.0279,0,0.5001,0.5699
73,1,RSC-SUB,10,10,825,0.2461,0.0162,0,0.46,0.5462
73,1,V1-RSC,1,1,1130,0.2617,-0.194,0,0.5144,0.4798
73,1,V1-RSC,4,4,885,0.2819,-0.0897,0,0.5453,0.4669
73,1,V1-RSC,7,7,830,0.2422,0.0426,0,0.6001,0.4946
73,1,V1-RSC,10,10,825,0.264,-0.0125,0,0.5533,0.4596
75,1,CA1-RSC,1,1,581,0.1771,0.2853,0,0.647,0.4804
75,1,CA1-RSC,4,4,513,0.2091,0.0469,0,0.6103,0.4958
75,1,CA1-RSC,7,7,443,0.1986,0.2266,0,0.6105,0.4285
75,1,CA1-RSC,10,10,626,0.2335,-0.0882,0,0.6495,0.4437
75,1,CA1-DG,1,1,581,0.3806,0.0393,0,0.5853,0.6271
75,1,CA1-DG,4,4,513,0.3965,-0.1083,0,0.615,0.6326
75,1,CA1-DG,7,7,443,0.3495,-0.187,0,0.5501,0.586
75,1,CA1-DG,10,10,626,0.3925,-0.0648,0,0.5389,0.6154
75,1,CA1-V1,1,1,581,-0.0389,-1.0,-9,0.5422,0.4379
75,1,CA1-V1,4,4,513,0.0394,-0.4103,-5,0.5694,0.4024
75,1,CA1-V1,7,7,443,0.0333,0.6447,7,0.6251,0.4209
75,1,CA1-V1,10,10,626,0.0344,-0.4551,10,0.5972,0.3714
75,1,CA1-SUB,1,1,581,0.1048,-0.7215,-10,0.5674,0.4553
75,1,CA1-SUB,4,4,513,0.0628,-0.7319,-9,0.6085,0.4659
75,1,CA1-SUB,7,7,443,0.1571,0.0982,0,0.6265,0.4539
75,1,CA1-SUB,10,10,626,0.1203,0.1988,0,0.6384,0.4472
75,1,RSC-SUB,1,1,581,0.1784,-0.2076,0,0.4505,0.4337
75,1,RSC-SUB,4,4,513,0.3256,-0.2033,0,0.4805,0.4621
75,1,RSC-SUB,7,7,443,0.2901,0.2131,0,0.448,0.4466
75,1,RSC-SUB,10,10,626,0.3326,-0.0535,0,0.46,0.4378
75,1,V1-RSC,1,1,581,0.4006,0.1569,0,0.427,0.4869
75,1,V1-RSC,4,4,513,0.6004,0.1032,0,0.3992,0.4997
75,1,V1-RSC,7,7,443,0.6109,0.1059,0,0.4093,0.5121
75,1,V1-RSC,10,10,626,0.5614,0.1467,0,0.3965,0.5122
77,1,CA1-RSC,1,1,702,0.2041,-0.0801,0,0.4279,0.4801
77,1,CA1-RSC,4,4,676,0.1176,-0.1915,-3,0.3763,0.4576
77,1,CA1-RSC,7,7,690,0.1236,-0.1147,-3,0.4224,0.4746
77,1,CA1-RSC,10,10,735,0.1491,-0.2731,0,0.4594,0.4609
77,1,CA1-DG,1,1,702,0.0528,0.3334,0,0.4384,0.6276
77,1,CA1-DG,4,4,676,0.1176,1.0,0,0.5492,0.7886
77,1,CA1-DG,7,7,690,0.0994,0.321,7,0.4283,0.8071
77,1,CA1-DG,10,10,735,0.0984,0.1341,0,0.5356,0.7478
77,1,CA1-V1,1,1,702,-0.0014,-0.31,9,0.5793,0.6397
77,1,CA1-V1,4,4,676,0.1232,0.2917,0,0.4432,0.608
77,1,CA1-V1,7,7,690,0.091,0.0371,-1,0.5086,0.5867
77,1,CA1-V1,10,10,735,0.0953,-0.2907,0,0.4378,0.577
