animal,area,epoch,partner1,partner2,n_units,rho_conn,rho_intr,rho_resid,jaccard,jaccard_excess
36,CA1,naive,CA1-CA3,CA1-V1,39,0.7637651821862348,0.9410931174089069,0.09193633793407649,0.25,0.1029411764705882
41,CA1,expert,CA1-CA3,CA1-V1,22,0.3269339356295879,0.9672501411631848,0.2790260829755406,0.2,0.04210526315789473
41,CA1,intermediate,CA1-CA3,CA1-V1,22,0.3777526821005082,0.9909655561829477,0.3237065771767499,0.09090909090909091,-0.06698564593301437
41,CA1,naive,CA1-CA3,CA1-V1,22,0.43647656691134956,0.9853190287972897,0.3090303072553586,0.2,0.04210526315789473
52,CA1,expert,CA1-CA3,CA1-DG,57,0.8305677988073632,0.9985092040445944,-0.11878199655022476,0.42857142857142855,0.27705627705627706
52,CA1,expert,CA1-CA3,CA1-RSC,57,0.9108115115374644,0.9463961628208453,0.039841691918004365,0.5789473684210527,0.42743221690590116
52,CA1,expert,CA1-CA3,CA1-V1,57,0.9263676432460461,0.995851698211045,0.13562654073393982,0.7647058823529411,0.6131907308377896
52,CA1,expert,CA1-DG,CA1-RSC,57,0.8110578169561836,0.9449053668654395,-0.09207506579286011,0.36363636363636365,0.21212121212121215
52,CA1,expert,CA1-DG,CA1-V1,57,0.85908737360643,0.9963702359346644,-0.011623692749888701,0.5,0.3484848484848485
52,CA1,expert,CA1-RSC,CA1-V1,57,0.919626652838994,0.9436090225563911,0.052772831340359774,0.5789473684210527,0.42743221690590116
52,CA1,intermediate,CA1-CA3,CA1-DG,57,0.8524112004148303,0.9997407311381903,0.8107729244228554,0.6666666666666666,0.5151515151515151
52,CA1,intermediate,CA1-CA3,CA1-RSC,57,0.7037853253824217,0.9414700544464611,0.42141755943662274,0.25,0.09848484848484851
52,CA1,intermediate,CA1-CA3,CA1-V1,57,0.6385143894218306,0.9979258491055225,0.3920786631178028,0.30434782608695654,0.15283267457180505
52,CA1,intermediate,CA1-DG,CA1-RSC,57,0.5204174228675137,0.9418589577391756,0.30181336372554207,0.15384615384615385,0.002331002331002363
52,CA1,intermediate,CA1-DG,CA1-V1,57,0.529491833030853,0.997990666320975,0.3325844104217304,0.36363636363636365,0.21212121212121215
52,CA1,intermediate,CA1-RSC,CA1-V1,57,0.7905107596577652,0.9401088929219602,0.38732663405895584,0.42857142857142855,0.27705627705627706
52,CA1,naive,CA1-CA3,CA1-DG,57,0.8067150635208713,0.9989629245527615,0.5015622440367822,0.36363636363636365,0.21212121212121215
52,CA1,naive,CA1-CA3,CA1-RSC,57,0.6401348198081411,0.9719989629245529,-0.0530939024163421,0.15384615384615385,0.002331002331002363
52,CA1,naive,CA1-CA3,CA1-V1,57,0.7788436608763287,0.998898107337309,0.4049640540981022,0.36363636363636365,0.21212121212121215
52,CA1,naive,CA1-DG,CA1-RSC,57,0.8642079336271714,0.9712211563391236,0.38045116470526824,0.42857142857142855,0.27705627705627706
52,CA1,naive,CA1-DG,CA1-V1,57,0.902644542390459,0.999675913922738,0.3615326993688601,0.6666666666666666,0.5151515151515151
52,CA1,naive,CA1-RSC,CA1-V1,57,0.8587632875291678,0.9722582317863624,0.1063350193224495,0.30434782608695654,0.15283267457180505
52,CA3,expert,CA1-CA3,CA3-DG,61,0.7114225277630882,0.9864621893178211,0.40355824838818233,0.28,0.1290566037735849
52,CA3,intermediate,CA1-CA3,CA3-DG,61,0.7740349021681648,0.9616604970914858,0.6672976122963677,0.23076923076923078,0.07982583454281567
52,CA3,naive,CA1-CA3,CA3-DG,61,0.7392844868921437,0.9721840296139608,0.3576411969655377,0.45454545454545453,0.3036020583190394
52,DG,expert,CA1-DG,CA3-DG,33,0.438836898395722,0.9816176470588236,0.25100942413893196,0.2857142857142857,0.12781954887218042
52,DG,intermediate,CA1-DG,CA3-DG,33,0.6296791443850268,0.9251336898395723,0.6350899245341495,0.38461538461538464,0.22672064777327935
52,DG,naive,CA1-DG,CA3-DG,33,0.4237967914438503,0.9177807486631017,0.29382275033648736,0.2,0.04210526315789473
52,RSC,expert,CA1-RSC,V1-RSC,10,0.05454545454545454,0.9999999999999999,0.061325072418250456,0.2,0.023529411764705882
52,RSC,intermediate,CA1-RSC,V1-RSC,10,0.6363636363636362,0.9999999999999999,0.660986090650357,0.5,0.32352941176470584
