scope,pair,landmark,stat,contrast,n,median_delta,wilcoxon_W,p,p_fdr_pass
per_landmark,CA1-V1,1,mi_sig,expert-naive,10,0.0,2.0,0.27332167829229814,False
per_landmark,CA1-V1,2,mi_sig,expert-naive,10,-0.0064880629255607,9.0,0.39802471950693785,False
per_landmark,CA1-V1,3,mi_sig,expert-naive,10,0.0,12.0,0.40081416938293446,False
per_landmark,CA1-V1,4,mi_sig,expert-naive,10,0.0,6.0,0.6858304344516057,False
per_landmark,CA1-V1,5,mi_sig,expert-naive,10,-0.007237963859242247,9.0,0.39802471950693785,False
per_landmark,CA1-V1,6,mi_sig,expert-naive,10,0.0,12.0,0.7353166906373405,False
per_landmark,CA1-DG,1,mi_sig,expert-naive,8,0.0,4.0,0.34523107177184,False
per_landmark,CA1-DG,2,mi_sig,expert-naive,8,0.0,8.0,0.6001794871405538,False
per_landmark,CA1-DG,3,mi_sig,expert-naive,8,0.03615286133042711,14.0,0.640625,False
per_landmark,CA1-DG,4,mi_sig,expert-naive,8,-0.08130402426924303,5.0,0.12819017434510785,False
per_landmark,CA1-DG,5,mi_sig,expert-naive,8,0.006239227766961231,11.0,0.6120898800892568,False
per_landmark,CA1-DG,6,mi_sig,expert-naive,8,0.0,10.0,0.916511907863894,False
per_landmark,CA1-CA3,1,mi_sig,expert-naive,6,0.26294949596306627,3.0,0.15625,False
per_landmark,CA1-CA3,2,mi_sig,expert-naive,6,-0.07459619609430193,9.0,0.84375,False
per_landmark,CA1-CA3,3,mi_sig,expert-naive,6,0.0736999576611036,6.0,0.4375,False
per_landmark,CA1-CA3,4,mi_sig,expert-naive,6,0.0879621403135005,5.0,0.5001842570707944,False
per_landmark,CA1-CA3,5,mi_sig,expert-naive,6,0.050508103120676745,9.0,0.84375,False
per_landmark,CA1-CA3,6,mi_sig,expert-naive,6,0.17002351245183336,1.0,0.0625,False
per_landmark,CA1-RSC,1,mi_sig,expert-naive,8,0.0,7.0,0.892738400944348,False
per_landmark,CA1-RSC,2,mi_sig,expert-naive,8,0.03419099122029888,17.0,0.9453125,False
per_landmark,CA1-RSC,3,mi_sig,expert-naive,8,-0.1667248365438243,6.0,0.109375,False
per_landmark,CA1-RSC,4,mi_sig,expert-naive,8,-0.06260603502105495,9.0,0.7531523647659145,False
per_landmark,CA1-RSC,5,mi_sig,expert-naive,8,-0.008461893832200425,12.0,0.7353166906373405,False
per_landmark,CA1-RSC,6,mi_sig,expert-naive,8,-0.09088603370904313,6.0,0.17629637444051116,False
per_landmark,CA1-SUB,1,mi_sig,expert-naive,4,0.0,1.0,0.6547208460185769,False
per_landmark,CA1-SUB,2,mi_sig,expert-naive,4,-0.11434270924614569,2.0,0.375,False
per_landmark,CA1-SUB,3,mi_sig,expert-naive,4,0.06158187450793895,0.0,0.17971249487899976,False
per_landmark,CA1-SUB,4,mi_sig,expert-naive,4,-0.17774685599842094,0.0,0.10880943004054568,False
per_landmark,CA1-SUB,5,mi_sig,expert-naive,4,-0.0977414661534376,1.0,0.28504940740261275,False
per_landmark,CA1-SUB,6,mi_sig,expert-naive,4,-0.03715808724965519,4.0,0.875,False
per_landmark,V1-RSC,1,mi_sig,expert-naive,6,-0.03662665615605265,7.0,0.892738400944348,False
per_landmark,V1-RSC,2,mi_sig,expert-naive,6,0.051764074343484144,1.0,0.14412703481601533,False
per_landmark,V1-RSC,3,mi_sig,expert-naive,6,-0.0847309804235461,4.0,0.21875,False
per_landmark,V1-RSC,4,mi_sig,expert-naive,6,0.06896302618861212,0.0,0.10880943004054568,False
per_landmark,V1-RSC,5,mi_sig,expert-naive,6,-0.06773138775548429,2.0,0.27332167829229814,False
per_landmark,V1-RSC,6,mi_sig,expert-naive,6,0.05496018933895379,8.0,0.6875,False
per_landmark,RSC-SUB,1,mi_sig,expert-naive,4,0.07052063643352906,1.0,0.28504940740261275,False
per_landmark,RSC-SUB,2,mi_sig,expert-naive,4,0.05469219693849209,4.0,0.875,False
per_landmark,RSC-SUB,3,mi_sig,expert-naive,4,0.13689676572933335,0.0,0.125,False
per_landmark,RSC-SUB,4,mi_sig,expert-naive,4,-0.12686548044554463,1.0,0.28504940740261275,False
per_landmark,RSC-SUB,5,mi_sig,expert-naive,4,0.0,1.0,0.6547208460185769,False
per_landmark,RSC-SUB,6,mi_sig,expert-naive,4,0.0,1.0,0.6547208460185769,False
per_landmark,CA3-DG,1,mi_sig,expert-naive,4,0.25598722173162136,2.0,0.375,False
per_landmark,CA3-DG,2,mi_sig,expert-naive,4,0.24950350178479958,3.0,0.625,False
per_landmark,CA3-DG,3,mi_sig,expert-naive,4,0.15853797811279063,3.0,0.625,False
per_landmark,CA3-DG,4,mi_sig,expert-naive,4,0.05431867652345522,5.0,1.0,False
per_landmark,CA3-DG,5,mi_sig,expert-naive,4,0.34561174696098307,0.0,0.125,False
per_landmark,CA3-DG,6,mi_sig,expert-naive,4,0.19170867871540703,0.0,0.125,False
per_landmark,CA1-V1,1,mi_sig,expert-intermediate,10,0.0,4.0,0.34523107177184,False
per_landmark,CA1-V1,2,mi_sig,expert-intermediate,10,-0.011631148320133317,18.0,0.5939546753269146,False
per_landmark,CA1-V1,3,mi_sig,expert-intermediate,10,0.04565364695417767,13.0,0.4838398513935682,False
per_landmark,CA1-V1,4,mi_sig,expert-intermediate,10,0.0,3.0,0.22491588401596185,False
per_landmark,CA1-V1,5,mi_sig,expert-intermediate,10,0.05874556501540181,15.0,0.6744240722352938,False
per_landmark,CA1-V1,6,mi_sig,expert-intermediate,10,0.0,7.0,0.23672357063785732,False
per_landmark,CA1-DG,1,mi_sig,expert-intermediate,8,0.0,10.0,0.916511907863894,False
per_landmark,CA1-DG,2,mi_sig,expert-intermediate,8,-0.06925692287013459,8.0,0.1953125,False
per_landmark,CA1-DG,3,mi_sig,expert-intermediate,8,-0.18308718174047922,4.0,0.0546875,False
per_landmark,CA1-DG,4,mi_sig,expert-intermediate,8,-0.044990146752952445,12.0,0.4609375,False
per_landmark,CA1-DG,5,mi_sig,expert-intermediate,8,-0.012795374574218837,13.0,0.8657723749926214,False
per_landmark,CA1-DG,6,mi_sig,expert-intermediate,8,0.0,10.0,0.916511907863894,False
per_landmark,CA1-CA3,1,mi_sig,expert-intermediate,6,0.2920198297512248,1.0,0.0625,False
per_landmark,CA1-CA3,2,mi_sig,expert-intermediate,6,0.07335152816050776,9.0,0.84375,False
per_landmark,CA1-CA3,3,mi_sig,expert-intermediate,6,0.039887910159921186,9.0,0.84375,False
per_landmark,CA1-CA3,4,mi_sig,expert-intermediate,6,-0.10541634535911323,9.0,0.84375,False
per_landmark,CA1-CA3,5,mi_sig,expert-intermediate,6,0.12088740434904593,1.0,0.0625,False
per_landmark,CA1-CA3,6,mi_sig,expert-intermediate,6,0.23252179683040752,1.0,0.0625,False
per_landmark,CA1-RSC,1,mi_sig,expert-intermediate,8,0.0,7.0,0.892738400944348,False
per_landmark,CA1-RSC,2,mi_sig,expert-intermediate,8,0.0064301646743556845,14.0,0.640625,False
per_landmark,CA1-RSC,3,mi_sig,expert-intermediate,8,0.03235908867757933,16.0,0.84375,False
per_landmark,CA1-RSC,4,mi_sig,expert-intermediate,8,-0.0691520847193702,0.0,0.027707849358079864,False
per_landmark,CA1-RSC,5,mi_sig,expert-intermediate,8,0.0,5.0,0.5001842570707944,False
per_landmark,CA1-RSC,6,mi_sig,expert-intermediate,8,0.013562998244089956,9.0,0.39802471950693785,False
per_landmark,CA1-SUB,1,mi_sig,expert-intermediate,4,0.08384176374998302,1.0,0.28504940740261275,False
per_landmark,CA1-SUB,2,mi_sig,expert-intermediate,4,-0.03115529970298672,3.0,1.0,False
per_landmark,CA1-SUB,3,mi_sig,expert-intermediate,4,-0.05781890459983402,1.0,0.28504940740261275,False
per_landmark,CA1-SUB,4,mi_sig,expert-intermediate,4,0.006536899463186183,3.0,1.0,False
per_landmark,CA1-SUB,5,mi_sig,expert-intermediate,4,-0.07509560062482705,0.0,0.10880943004054568,False
per_landmark,CA1-SUB,6,mi_sig,expert-intermediate,4,0.01565574790503979,5.0,1.0,False
per_landmark,V1-RSC,1,mi_sig,expert-intermediate,6,0.05442805821057621,9.0,0.84375,False
per_landmark,V1-RSC,2,mi_sig,expert-intermediate,6,-0.0495949771510588,5.0,0.5001842570707944,False
per_landmark,V1-RSC,3,mi_sig,expert-intermediate,6,-0.011818407057985252,3.0,0.4652088184521418,False
per_landmark,V1-RSC,4,mi_sig,expert-intermediate,6,0.06896302618861212,0.0,0.10880943004054568,False
per_landmark,V1-RSC,5,mi_sig,expert-intermediate,6,0.0,2.0,0.5929800980174267,False
per_landmark,V1-RSC,6,mi_sig,expert-intermediate,6,0.14036387928732946,0.0,0.043114446783075355,False
per_landmark,RSC-SUB,1,mi_sig,expert-intermediate,4,0.10698864968974722,1.0,0.28504940740261275,False
per_landmark,RSC-SUB,2,mi_sig,expert-intermediate,4,-0.06734990298895668,5.0,1.0,False
per_landmark,RSC-SUB,3,mi_sig,expert-intermediate,4,0.1406632864139938,0.0,0.125,False
per_landmark,RSC-SUB,4,mi_sig,expert-intermediate,4,-0.10054388315278848,1.0,0.28504940740261275,False
per_landmark,RSC-SUB,5,mi_sig,expert-intermediate,4,-0.02474761947758991,0.0,0.17971249487899976,False
per_landmark,RSC-SUB,6,mi_sig,expert-intermediate,4,-0.04642677072848614,0.0,0.17971249487899976,False
per_landmark,CA3-DG,1,mi_sig,expert-intermediate,4,0.23813681187380292,1.0,0.25,False
per_landmark,CA3-DG,2,mi_sig,expert-intermediate,4,0.03357244539147783,1.0,0.25,False
per_landmark,CA3-DG,3,mi_sig,expert-intermediate,4,0.08462944181724799,2.0,0.375,False
per_landmark,CA3-DG,4,mi_sig,expert-intermediate,4,-0.11513587885383797,1.0,0.25,False
per_landmark,CA3-DG,5,mi_sig,expert-intermediate,4,0.41133073125721664,0.0,0.125,False
per_landmark,CA3-DG,6,mi_sig,expert-intermediate,4,0.24996496147541364,0.0,0.125,False
per_landmark,CA1-V1,1,mi_sig,intermediate-naive,10,0.0,7.0,0.892738400944348,False
