animal,learner,pair,block,n_trials,n_bins,cc1,n_sig,mi_sig,ifi,optimal_lag,gini_x,gini_y,sh_x,sh_y,angle_x,angle_y,cc_kcca,gini_kcca_x,gini_kcca_y
73,1,CA1-SUB,t1-5,5,23508,0.5136,11,0.5557,0.0222,0,0.5587,0.1519,84.13,83.04,82.42,81.26,,,
73,1,CA1-SUB,t1-7,7,31824,0.2986,13,0.2795,0.0317,0,0.3653,0.1426,84.86,56.68,81.26,85.89,,,
73,1,CA1-SUB,t1-10,10,43845,0.1819,3,0.0232,0.0009,0,0.3128,0.132,83.32,57.5,76.61,88.04,,,
73,1,CA1-SUB,late,10,22845,-0.0922,13,0.2181,-0.0397,-2,0.1936,0.0646,87.51,87.26,,,,,
73,1,RSC-SUB,t1-5,5,23508,0.1389,1,0.0097,0.0077,0,0.4657,0.1473,65.99,67.26,82.18,81.38,,,
73,1,RSC-SUB,t1-7,7,31824,0.1694,1,0.0146,-0.0003,0,0.4628,0.1401,64.29,72.4,83.04,79.26,,,
73,1,RSC-SUB,t1-10,10,43845,0.1633,2,0.0182,0.0037,0,0.4773,0.1261,69.03,64.4,83.53,78.04,,,
73,1,RSC-SUB,late,10,22845,0.0553,0,0.0,-0.0513,-7,0.4417,0.0598,84.12,74.58,,,,,
73,1,V1-RSC,t1-5,5,23508,0.1346,1,0.0091,0.0632,4,0.434,0.4717,87.77,81.15,81.9,87.48,,,
73,1,V1-RSC,t1-7,7,31824,0.1241,1,0.0078,0.0687,4,0.4198,0.4621,61.76,70.21,76.78,85.53,,,
73,1,V1-RSC,t1-10,10,43845,0.1427,3,0.0179,0.0782,6,0.3697,0.4844,78.09,63.34,77.71,85.97,,,
73,1,V1-RSC,late,10,22845,0.1368,2,0.0195,0.192,6,0.1404,0.4438,58.13,52.55,,,,,
75,1,CA1-RSC,t1-5,5,12490,0.7101,10,1.2917,0.0481,-2,0.2979,0.6047,79.04,88.34,70.41,87.24,,,
75,1,CA1-RSC,t1-7,7,17129,0.7119,9,1.2007,0.0696,3,0.3293,0.6152,80.61,76.76,86.2,85.69,,,
75,1,CA1-RSC,t1-10,10,25623,0.554,17,1.0485,0.0906,3,0.2331,0.6135,80.31,78.03,73.84,86.48,,,
75,1,CA1-RSC,late,10,27884,0.8167,9,1.6722,0.1075,2,0.121,0.5769,78.62,87.4,,,,,
75,1,CA1-DG,t1-5,5,12490,0.8292,7,0.8802,-0.1446,-7,0.2974,0.4769,89.29,83.71,89.86,87.3,,,
75,1,CA1-DG,t1-7,7,17129,0.6919,10,0.7467,-0.1744,-7,0.3288,0.4666,80.21,83.44,89.01,88.32,,,
75,1,CA1-DG,t1-10,10,25623,0.8248,13,1.4668,-0.1006,-7,0.2329,0.4405,75.93,79.4,89.12,88.41,,,
75,1,CA1-DG,late,10,27884,0.2531,11,0.9337,-0.0002,0,0.1211,0.4151,86.27,84.21,,,,,
75,1,CA1-V1,t1-5,5,12490,0.5691,4,0.2841,0.0002,0,0.2967,0.2904,80.78,85.38,78.22,85.61,,,
75,1,CA1-V1,t1-7,7,17129,0.4735,3,0.1521,-0.0245,0,0.3282,0.2874,80.2,80.34,82.91,89.42,,,
75,1,CA1-V1,t1-10,10,25623,0.6952,10,1.1276,0.013,0,0.2322,0.2844,84.13,88.79,87.09,87.13,,,
75,1,CA1-V1,late,10,27884,-0.6215,5,0.104,-0.0044,0,0.1215,0.2656,79.86,76.14,,,,,
75,1,CA1-SUB,t1-5,5,12490,0.4521,10,0.4277,-0.0337,-5,0.2969,0.1271,86.23,88.97,80.42,85.64,,,
75,1,CA1-SUB,t1-7,7,17129,0.4285,11,0.8899,0.0037,0,0.3284,0.1452,77.59,86.69,74.37,85.9,,,
75,1,CA1-SUB,t1-10,10,25623,0.754,12,1.6153,-0.0099,0,0.2324,0.1227,87.49,81.03,71.23,82.92,,,
75,1,CA1-SUB,late,10,27884,0.824,10,1.1119,-0.0199,0,0.1213,0.1364,69.17,71.78,,,,,
75,1,RSC-SUB,t1-5,5,12490,0.7662,10,0.763,-0.0235,0,0.6046,0.1149,71.01,70.89,83.23,80.59,,,
75,1,RSC-SUB,t1-7,7,17129,0.6429,11,0.5955,-0.024,0,0.6109,0.1284,84.02,83.91,85.38,81.19,,,
75,1,RSC-SUB,t1-10,10,25623,0.6582,16,0.7302,-0.0057,0,0.6135,0.1146,76.51,84.98,84.18,79.6,,,
75,1,RSC-SUB,late,10,27884,0.7834,8,2.1248,-0.0131,0,0.5764,0.1289,81.29,83.75,,,,,
75,1,V1-RSC,t1-5,5,12490,0.4479,10,0.9589,0.0065,0,0.279,0.5957,43.67,57.49,65.91,80.11,,,
75,1,V1-RSC,t1-7,7,17129,0.4113,9,0.5685,0.0063,0,0.2794,0.6015,36.15,53.21,65.3,79.33,,,
75,1,V1-RSC,t1-10,10,25623,0.726,12,1.3578,0.007,0,0.2821,0.6121,46.64,46.86,61.32,77.45,,,
75,1,V1-RSC,late,10,27884,-0.6977,10,2.3292,0.0288,0,0.2637,0.5693,63.79,68.66,,,,,
77,1,CA1-RSC,t1-5,5,16606,0.0969,1,0.0047,0.0003,0,0.1387,0.5118,62.61,89.12,77.3,85.44,,,
77,1,CA1-RSC,t1-7,7,24058,0.116,1,0.0068,-0.0272,0,0.1508,0.531,72.24,73.43,75.81,84.13,,,
77,1,CA1-RSC,t1-10,10,34692,0.1215,1,0.0074,-0.0293,0,0.1678,0.5202,72.94,88.62,66.72,84.52,,,
77,1,CA1-RSC,late,10,25586,0.3316,6,0.1743,0.0345,2,0.1112,0.4826,56.81,74.4,,,,,
77,1,CA1-DG,t1-5,5,16606,-0.1389,3,0.0489,-0.0391,-4,0.1893,0.6236,65.47,85.02,75.31,79.59,,,
77,1,CA1-DG,t1-7,7,24058,-0.0631,2,0.0498,-0.0596,0,0.2515,0.6122,53.44,60.88,66.97,79.2,,,
77,1,CA1-DG,t1-10,10,34692,-0.0421,3,0.0753,-0.0608,0,0.2417,0.6526,57.97,35.53,68.11,74.24,,,
77,1,CA1-DG,late,10,25586,-0.0881,2,0.0455,0.028,0,0.1922,0.2074,51.91,83.33,,,,,
77,1,CA1-V1,t1-5,5,16606,0.1525,5,0.0252,0.0037,-9,0.1427,0.1228,79.48,85.52,63.79,76.76,,,
77,1,CA1-V1,t1-7,7,24058,-0.172,6,0.1228,0.0304,0,0.1523,0.1268,76.97,86.12,50.01,74.99,,,
77,1,CA1-V1,t1-10,10,34692,-0.1637,5,0.1037,0.0564,0,0.1692,0.1742,81.26,81.3,51.4,81.07,,,
77,1,CA1-V1,late,10,25586,0.2173,4,0.067,-0.0121,0,0.1111,0.0909,83.23,87.24,,,,,
77,1,CA1-SUB,t1-5,5,16606,-0.1677,1,0.0012,0.0272,2,0.2109,0.298,59.91,78.51,82.38,86.37,,,
77,1,CA1-SUB,t1-7,7,24058,-0.2048,1,0.0179,0.0401,-4,0.1649,0.229,88.21,89.88,76.7,77.86,,,
77,1,CA1-SUB,t1-10,10,34692,-0.216,2,0.0399,0.0305,-4,0.1493,0.2219,84.54,71.98,81.72,78.53,,,
77,1,CA1-SUB,late,10,25586,0.0132,0,0.0,-0.003,-9,0.2114,0.2078,80.02,62.44,,,,,
77,1,RSC-SUB,t1-5,5,16606,0.0629,1,0.0046,0.0346,3,0.5049,0.2961,77.7,21.7,86.39,40.57,,,
77,1,RSC-SUB,t1-7,7,24058,0.0568,0,0.0,0.0412,3,0.5199,0.2275,70.1,27.57,85.88,37.79,,,
77,1,RSC-SUB,t1-10,10,34692,0.0662,3,0.0074,-0.021,-3,0.5074,0.2213,73.47,89.39,87.24,38.91,,,
77,1,RSC-SUB,late,10,25586,0.0433,0,0.0,0.0254,5,0.4983,0.2085,82.13,87.61,,,,,
77,1,V1-RSC,t1-5,5,16606,0.2134,1,0.0233,0.0135,5,0.1353,0.5095,49.49,59.41,55.98,84.75,,,
77,1,V1-RSC,t1-7,7,24058,0.2043,2,0.0452,0.0131,5,0.1244,0.5298,48.74,48.18,51.56,86.99,,,
77,1,V1-RSC,t1-10,10,34692,0.2507,2,0.0583,0.0106,0,0.1261,0.5256,28.62,42.08,54.18,86.27,,,
77,1,V1-RSC,late,10,25586,-0.0517,4,0.1051,0.0006,-3,0.0719,0.4855,16.05,53.86,,,,,
98,0,CA1-RSC,t1-5,5,23437,0.1117,1,0.0063,0.1826,3,0.3386,0.2339,88.12,89.43,68.7,85.86,,,
98,0,CA1-RSC,t1-7,7,32598,-0.0905,11,0.2175,0.1921,3,0.3421,0.2156,89.95,52.27,67.03,89.04,,,
98,0,CA1-RSC,t1-10,10,44698,0.1193,1,0.0072,0.1831,3,0.3086,0.1736,61.39,54.14,70.9,87.84,,,
98,0,CA1-RSC,late,10,31435,0.0872,1,0.0038,0.0872,3,0.1254,0.2056,70.82,76.85,,,,,
98,0,CA1-CA3,t1-5,5,23437,0.3466,4,0.2251,-0.0188,0,0.4781,0.9584,67.42,11.85,87.92,87.82,,,
98,0,CA1-CA3,t1-7,7,32598,0.3589,3,0.0965,-0.0193,0,0.3444,0.1348,83.98,81.45,30.88,12.18,,,
98,0,CA1-CA3,t1-10,10,44698,0.4454,3,0.155,-0.0092,0,0.4163,0.1415,35.1,19.88,23.1,10.98,,,
98,0,CA1-CA3,late,10,31435,0.4697,3,0.1549,0.0393,0,0.2822,0.1388,25.39,7.91,,,,,
100,0,CA1-RSC,t1-5,5,14955,0.6188,8,0.7392,0.0252,0,0.405,0.4526,87.36,81.89,85.67,88.07,,,
100,0,CA1-RSC,t1-7,7,19795,0.4622,6,0.2221,0.0505,0,0.3776,0.4606,88.88,84.64,87.68,89.54,,,
100,0,CA1-RSC,t1-10,10,28064,0.1089,1,0.006,0.0477,0,0.4025,0.4607,84.32,82.8,88.04,89.83,,,
100,0,CA1-RSC,late,10,24146,0.2624,10,0.1401,-0.0168,0,0.3779,0.3978,79.66,85.05,,,,,
100,0,CA1-DG,t1-5,5,14955,0.4379,2,0.136,-0.0505,0,0.4007,0.4509,67.3,57.01,82.46,71.72,,,
100,0,CA1-DG,t1-7,7,19795,0.4384,2,0.1336,-0.0422,0,0.3716,0.4548,74.05,78.4,80.33,70.3,,,
100,0,CA1-DG,t1-10,10,28064,0.4411,2,0.138,-0.04,0,0.3976,0.4614,68.52,64.59,81.95,69.4,,,
100,0,CA1-DG,late,10,24146,0.3733,2,0.0958,-0.0075,0,0.376,0.4334,60.35,59.91,,,,,
100,0,CA1-V1,t1-5,5,14955,0.6356,12,0.6558,-0.0226,0,0.4014,0.3819,85.63,78.93,84.59,87.52,,,
100,0,CA1-V1,t1-7,7,19795,0.4621,10,0.4382,-0.012,0,0.3738,0.3836,86.02,71.81,79.85,79.89,,,
100,0,CA1-V1,t1-10,10,28064,0.2074,1,0.022,-0.0268,0,0.4003,0.3864,78.64,86.01,78.91,74.74,,,
100,0,CA1-V1,late,10,24146,-0.065,11,0.1694,-0.0006,0,0.3761,0.3523,71.74,83.03,,,,,
100,0,CA1-SUB,t1-5,5,14955,0.2163,13,0.8799,-0.038,0,0.4069,0.3871,85.33,85.29,89.8,86.67,,,
100,0,CA1-SUB,t1-7,7,19795,0.4416,12,0.6149,-0.0227,0,0.3776,0.3866,85.32,84.88,88.25,89.38,,,
100,0,CA1-SUB,t1-10,10,28064,0.1212,1,0.0074,-0.0371,0,0.4024,0.3765,86.44,89.22,80.45,88.28,,,
100,0,CA1-SUB,late,10,24146,0.1579,10,0.1339,0.045,0,0.3779,0.3406,80.56,80.65,,,,,
100,0,RSC-SUB,t1-5,5,14955,0.6513,11,0.856,0.0128,0,0.4538,0.3866,82.52,84.2,88.06,75.49,,,
100,0,RSC-SUB,t1-7,7,19795,0.482,10,0.5027,0.0176,0,0.4593,0.386,87.56,85.01,89.98,80.58,,,
100,0,RSC-SUB,t1-10,10,28064,0.1416,1,0.0101,0.0096,0,0.4605,0.3752,76.2,85.75,84.54,79.48,,,
100,0,RSC-SUB,late,10,24146,-0.1202,13,0.2197,-0.009,0,0.3978,0.3478,88.39,84.7,,,,,
100,0,V1-RSC,t1-5,5,14955,0.7011,9,1.1159,0.0359,0,0.3777,0.4385,52.96,55.62,69.29,87.91,,,
100,0,V1-RSC,t1-7,7,19795,0.5644,9,0.6977,0.0287,0,0.3786,0.4466,61.52,59.51,68.23,89.79,,,
100,0,V1-RSC,t1-10,10,28064,0.2686,3,0.0954,0.0245,0,0.38,0.4426,71.3,72.69,67.64,88.55,,,
100,0,V1-RSC,late,10,24146,0.1054,13,0.2527,0.0245,0,0.3496,0.3848,72.13,76.77,,,,,
