pair,dim,n_animals,mean_ifi,t,p,cc_peak,fdr_pass
RSC-SUB,25,5,-0.012911054017064128,-0.08857147249877485,0.9336797404678808,0.007600000000000001,False
RSC-SUB,26,5,0.13093327904863528,0.9240108035416548,0.4077760780259607,0.00784,False
RSC-SUB,27,5,0.14061164790102418,0.5928513525966143,0.5851741098139889,0.00574,False
RSC-SUB,28,4,0.04941975607881623,0.3708230103566974,0.7354066563321149,0.006450000000000001,False
RSC-SUB,29,4,-0.046207054812483626,-0.2710252221676627,0.8039500354394875,0.00515,False
RSC-SUB,30,4,-0.26569051863169507,-2.281567828319402,0.1067810793549843,0.005125,False
V1-RSC,1,9,0.023735877915172315,3.384143632210216,0.009582672088693364,0.2824555555555555,False
V1-RSC,2,9,0.02668794258949402,2.431461271926412,0.04110842618584492,0.21337777777777778,False
V1-RSC,3,9,0.04815713860057415,1.6052104422056137,0.14711490053695847,0.17484444444444444,False
V1-RSC,4,9,0.03573879902884008,3.9614969245858465,0.004168281143483534,0.1340111111111111,False
V1-RSC,5,9,0.04054529885608018,2.853031034272293,0.021379196816060583,0.10665555555555556,False
V1-RSC,6,9,0.02188508615199468,1.2219350246213032,0.25651263250937073,0.08762222222222223,False
V1-RSC,7,9,0.04022405619077116,2.7779612580491784,0.02399994783609135,0.07422222222222223,False
V1-RSC,8,9,0.04639786175897412,1.5687427705002304,0.1553460125030834,0.06272222222222222,False
V1-RSC,9,9,0.030386694641932308,0.43621314425989377,0.6742145426112168,0.05121111111111111,False
V1-RSC,10,9,-0.010922833391375557,-0.43013038057160796,0.6784528710588522,0.04482222222222222,False
V1-RSC,11,8,0.0006804658266855619,0.025912229479643254,0.9800505777278075,0.039825,False
V1-RSC,12,8,0.0624499232952984,0.9908684014520931,0.35475704059224594,0.0333,False
V1-RSC,13,7,0.02462636246814115,0.38168503957767635,0.7158466419978693,0.032728571428571426,False
V1-RSC,14,7,-0.032839379935873034,-0.8324438047018163,0.43703102529901694,0.02811428571428572,False
V1-RSC,15,7,-0.017394087821020254,-0.32124594250473365,0.7589196474051354,0.023657142857142856,False
V1-RSC,16,7,0.017637533955076647,0.4712550533337941,0.6541053620196824,0.021557142857142858,False
V1-RSC,17,7,-0.0651762055585614,-1.0730665699079844,0.32449126681325363,0.01852857142857143,False
V1-RSC,18,7,-0.025540085020730054,-0.21361509346425564,0.8379210888504224,0.017714285714285714,False
V1-RSC,19,6,0.024248045573787905,0.7773756157273665,0.4720969446146311,0.01675,False
V1-RSC,20,5,0.13172410840785279,1.2397516577653822,0.28282956479055216,0.01726,False
V1-RSC,21,5,-0.02484813260377419,-0.32596198696570994,0.7607932939882718,0.015819999999999997,False
V1-RSC,22,5,-0.02333941551466729,-0.2493049804180343,0.8154035118134457,0.013500000000000002,False
V1-RSC,23,5,-0.08122418860116314,-1.3161633899003728,0.2584747636052527,0.0127,False
V1-RSC,24,5,0.0031317505589157912,0.041187942835905,0.969119955692672,0.010539999999999999,False
V1-RSC,25,5,-0.01267042326908221,-0.2193833903322726,0.8370916790086154,0.010239999999999999,False
V1-RSC,26,5,0.18128932795617547,1.3021311403561788,0.26279012065633733,0.00904,False
V1-RSC,27,5,0.0011462545368314202,0.024149837702819327,0.9818898220953061,0.00784,False
V1-RSC,28,5,0.2381289883925624,2.5200538272517363,0.06535302383061133,0.007279999999999999,False
V1-RSC,29,5,0.24706094020049388,3.871446643622332,0.017971369365933257,0.00762,False
V1-RSC,30,5,0.013304157365115143,0.05780037264893522,0.9566798666210128,0.00854,False
