animal,learner,pair,dim,bin_ms,lag_bins,lag_ms,cos_same_x,cos_best_x,best_dim_x,cos_same_y,cos_best_y,best_dim_y,cos_split_x,cos_split_y,split_best_x,split_best_y,r_lag,sig,p_perdim,r_zero,n_pairs
52,1,V1-RSC,1,10,-16,-160,0.83682,0.83682,1,0.88642,0.88642,1,0.72396,0.82229,0.72396,0.82229,0.21831,1,0.00498,0.32359,11680
52,1,V1-RSC,2,10,-16,-160,0.53318,0.53318,2,0.77593,0.77593,2,0.16501,0.22214,0.42746,0.58798,0.10017,1,0.00995,0.13178,11680
52,1,V1-RSC,3,10,-16,-160,0.00332,0.38173,1,0.523,0.523,3,0.17565,0.50277,0.2907,0.50277,0.08182,1,0.00498,0.12219,11680
52,1,V1-RSC,4,10,-16,-160,0.13711,0.38762,5,0.11872,0.49029,9,0.21266,0.10281,0.40977,0.49423,0.07128,1,0.00498,0.08896,11680
52,1,V1-RSC,5,10,-16,-160,0.25654,0.27621,9,0.2406,0.54148,4,0.03638,0.40472,0.22193,0.43015,0.06551,1,0.00995,0.07334,11680
52,1,V1-RSC,6,10,-16,-160,0.08237,0.30218,8,0.47184,0.71234,9,0.14663,0.38798,0.28267,0.55351,0.06025,0,0.11443,0.05908,11680
52,1,V1-RSC,7,10,-16,-160,0.17685,0.23614,6,0.30923,0.74518,9,0.05044,0.05915,0.36756,0.66423,0.05399,0,0.06468,0.05337,11680
52,1,V1-RSC,8,10,-16,-160,0.34178,0.45056,5,0.34751,0.73138,10,0.14672,0.5216,0.38302,0.77372,0.04511,1,0.02985,0.04789,11680
52,1,V1-RSC,9,10,-16,-160,0.05175,0.32875,10,0.36321,0.87354,6,0.45264,0.39664,0.45264,0.80704,0.03953,0,0.1791,0.03796,11680
52,1,V1-RSC,10,10,-16,-160,0.01567,0.31917,3,0.49575,0.74678,8,0.16917,0.14078,0.25895,0.6069,0.02786,0,0.0995,0.03341,11680
52,1,V1-RSC,1,10,-15,-150,0.82521,0.82521,1,0.94774,0.94774,1,0.63395,0.9195,0.63395,0.9195,0.21884,1,0.00498,0.32359,11700
52,1,V1-RSC,2,10,-15,-150,0.60436,0.60436,2,0.83461,0.83461,2,0.17856,0.16915,0.50819,0.63603,0.11147,1,0.00995,0.13178,11700
52,1,V1-RSC,3,10,-15,-150,0.00284,0.44938,4,0.72958,0.72958,3,0.23545,0.02477,0.39059,0.60706,0.07773,1,0.00498,0.12219,11700
52,1,V1-RSC,4,10,-15,-150,0.33333,0.33333,4,0.25417,0.5526,8,0.06987,0.7308,0.29379,0.7308,0.07172,1,0.00498,0.08896,11700
52,1,V1-RSC,5,10,-15,-150,0.08888,0.22432,2,0.05518,0.59775,7,0.14446,0.21652,0.57512,0.55538,0.06646,1,0.00995,0.07334,11700
52,1,V1-RSC,6,10,-15,-150,0.15931,0.30814,8,0.33127,0.67011,10,0.06971,0.31364,0.30582,0.6365,0.05371,0,0.11443,0.05908,11700
52,1,V1-RSC,7,10,-15,-150,0.04546,0.41914,8,0.12243,0.87304,4,0.36437,0.48614,0.36437,0.65353,0.04889,0,0.06468,0.05337,11700
52,1,V1-RSC,8,10,-15,-150,0.1413,0.47693,5,0.32973,0.69827,10,0.06923,0.77398,0.2137,0.77398,0.04457,1,0.02985,0.04789,11700
52,1,V1-RSC,9,10,-15,-150,0.0921,0.21912,4,0.46394,0.71645,4,0.04116,0.21388,0.28668,0.65554,0.04002,0,0.1791,0.03796,11700
52,1,V1-RSC,10,10,-15,-150,0.36988,0.36988,10,0.53362,0.9141,6,0.10863,0.25762,0.27488,0.95752,0.03159,0,0.0995,0.03341,11700
52,1,V1-RSC,1,10,-14,-140,0.79142,0.79142,1,0.92626,0.92626,1,0.67049,0.92654,0.67049,0.92654,0.22501,1,0.00498,0.32359,11720
52,1,V1-RSC,2,10,-14,-140,0.57035,0.57035,2,0.87242,0.87242,2,0.03365,0.35669,0.48962,0.56162,0.10093,1,0.00995,0.13178,11720
52,1,V1-RSC,3,10,-14,-140,0.01814,0.42907,7,0.707,0.707,3,0.17196,0.22115,0.58402,0.53313,0.08749,1,0.00498,0.12219,11720
52,1,V1-RSC,4,10,-14,-140,0.25958,0.41196,9,0.30203,0.47082,5,0.25692,0.29175,0.25692,0.6412,0.06515,1,0.00498,0.08896,11720
52,1,V1-RSC,5,10,-14,-140,0.20275,0.22871,2,0.13429,0.52699,8,0.16324,0.17596,0.36921,0.66461,0.06025,1,0.00995,0.07334,11720
52,1,V1-RSC,6,10,-14,-140,0.35674,0.35674,6,0.35766,0.72043,7,0.09667,0.11202,0.25092,0.629,0.05695,0,0.11443,0.05908,11720
52,1,V1-RSC,7,10,-14,-140,0.30516,0.36132,10,0.72661,0.72661,7,0.35879,0.31054,0.35879,0.59365,0.04963,0,0.06468,0.05337,11720
52,1,V1-RSC,8,10,-14,-140,0.29086,0.42605,3,0.6358,0.76613,10,0.05813,0.49486,0.28984,0.72626,0.04541,1,0.02985,0.04789,11720
52,1,V1-RSC,9,10,-14,-140,0.14247,0.18927,8,0.22738,0.67925,5,0.06333,0.37324,0.43102,0.63761,0.03933,0,0.1791,0.03796,11720
52,1,V1-RSC,10,10,-14,-140,0.08679,0.29074,3,0.52565,0.88558,4,0.17,0.23595,0.44311,0.62427,0.03414,0,0.0995,0.03341,11720
52,1,V1-RSC,1,10,-13,-130,0.85718,0.85718,1,0.95833,0.95833,1,0.68307,0.94402,0.68307,0.94402,0.23401,1,0.00498,0.32359,11740
52,1,V1-RSC,2,10,-13,-130,0.72164,0.72164,2,0.8695,0.8695,2,0.33155,0.45795,0.42593,0.68008,0.09702,1,0.00995,0.13178,11740
52,1,V1-RSC,3,10,-13,-130,0.20472,0.3497,1,0.38175,0.57796,5,0.17462,0.8346,0.26788,0.8346,0.08657,1,0.00498,0.12219,11740
52,1,V1-RSC,4,10,-13,-130,0.12937,0.4005,7,0.10343,0.75415,8,0.08038,0.12926,0.62587,0.43508,0.07258,1,0.00498,0.08896,11740
52,1,V1-RSC,5,10,-13,-130,0.03489,0.28423,9,0.17592,0.64387,6,0.04076,0.19056,0.35502,0.80696,0.07018,1,0.00995,0.07334,11740
52,1,V1-RSC,6,10,-13,-130,0.08877,0.29939,5,0.22031,0.81275,10,0.28389,0.16614,0.35593,0.60626,0.0549,0,0.11443,0.05908,11740
52,1,V1-RSC,7,10,-13,-130,0.12474,0.39815,3,0.69403,0.69403,7,0.02658,0.3857,0.31239,0.80821,0.04937,0,0.06468,0.05337,11740
52,1,V1-RSC,8,10,-13,-130,0.19166,0.51527,3,0.00847,0.68779,9,0.02197,0.24398,0.48875,0.77336,0.04094,1,0.02985,0.04789,11740
52,1,V1-RSC,9,10,-13,-130,0.49755,0.49755,9,0.05475,0.83313,7,0.05753,0.34746,0.35056,0.76314,0.03609,0,0.1791,0.03796,11740
52,1,V1-RSC,10,10,-13,-130,0.07286,0.37867,6,0.45149,0.83274,9,0.00248,0.38291,0.28221,0.71497,0.02297,0,0.0995,0.03341,11740
52,1,V1-RSC,1,10,-12,-120,0.87024,0.87024,1,0.96905,0.96905,1,0.74126,0.94527,0.74126,0.94527,0.23925,1,0.00498,0.32359,11760
52,1,V1-RSC,2,10,-12,-120,0.58317,0.58317,2,0.76696,0.76696,2,0.25685,0.12302,0.43862,0.58755,0.09988,1,0.00995,0.13178,11760
52,1,V1-RSC,3,10,-12,-120,0.02778,0.36488,1,0.66512,0.66512,3,0.05519,0.53642,0.2726,0.53642,0.08958,1,0.00498,0.12219,11760
52,1,V1-RSC,4,10,-12,-120,0.30579,0.30579,4,0.64952,0.64952,4,0.26213,0.16561,0.27816,0.57045,0.06858,1,0.00498,0.08896,11760
52,1,V1-RSC,5,10,-12,-120,0.1459,0.44398,10,0.12784,0.73342,6,0.08198,0.34865,0.23854,0.6424,0.06308,1,0.00995,0.07334,11760
52,1,V1-RSC,6,10,-12,-120,0.20744,0.29758,7,0.20841,0.75518,10,0.04214,0.24055,0.20247,0.65978,0.05586,0,0.11443,0.05908,11760
52,1,V1-RSC,7,10,-12,-120,0.16001,0.49618,5,0.3373,0.92075,5,0.06235,0.66424,0.44264,0.66424,0.04919,0,0.06468,0.05337,11760
52,1,V1-RSC,8,10,-12,-120,0.34891,0.46864,9,0.19101,0.7634,9,0.10582,0.33332,0.44422,0.76475,0.04688,1,0.02985,0.04789,11760
52,1,V1-RSC,9,10,-12,-120,0.22989,0.30515,2,0.34169,0.75094,7,0.11398,0.21068,0.3688,0.71222,0.04598,0,0.1791,0.03796,11760
52,1,V1-RSC,10,10,-12,-120,0.07673,0.33066,9,0.01614,0.90542,9,0.23049,0.02738,0.33041,0.72783,0.03597,0,0.0995,0.03341,11760
52,1,V1-RSC,1,10,-11,-110,0.91102,0.91102,1,0.96533,0.96533,1,0.80056,0.90642,0.80056,0.90642,0.2437,1,0.00498,0.32359,11780
52,1,V1-RSC,2,10,-11,-110,0.6568,0.6568,2,0.94484,0.94484,2,0.04385,0.71717,0.40704,0.71717,0.10411,1,0.00995,0.13178,11780
52,1,V1-RSC,3,10,-11,-110,0.19566,0.36635,5,0.70967,0.70967,3,0.297,0.41154,0.34698,0.48031,0.08603,1,0.00498,0.12219,11780
52,1,V1-RSC,4,10,-11,-110,0.34734,0.43104,3,0.48976,0.48976,4,0.07891,0.1226,0.41337,0.5115,0.07176,1,0.00498,0.08896,11780
52,1,V1-RSC,5,10,-11,-110,0.42086,0.42086,5,0.45055,0.52407,9,0.21761,0.09826,0.32964,0.57766,0.06391,1,0.00995,0.07334,11780
52,1,V1-RSC,6,10,-11,-110,0.15006,0.25251,4,0.35372,0.72652,8,0.14364,0.1533,0.36328,0.89975,0.05333,0,0.11443,0.05908,11780
52,1,V1-RSC,7,10,-11,-110,0.26457,0.3521,6,0.29532,0.6732,6,0.13202,0.68296,0.3415,0.68296,0.04494,0,0.06468,0.05337,11780
52,1,V1-RSC,8,10,-11,-110,0.04352,0.44325,10,0.13379,0.74088,10,0.09887,0.77429,0.28404,0.77429,0.0434,1,0.02985,0.04789,11780
52,1,V1-RSC,9,10,-11,-110,0.01166,0.30417,7,0.7821,0.7821,9,0.08304,0.31733,0.22072,0.69121,0.04096,0,0.1791,0.03796,11780
52,1,V1-RSC,10,10,-11,-110,0.01764,0.28526,4,0.8202,0.8202,10,0.18918,0.18976,0.30296,0.86772,0.02947,0,0.0995,0.03341,11780
52,1,V1-RSC,1,10,-10,-100,0.90952,0.90952,1,0.96686,0.96686,1,0.87162,0.93807,0.87162,0.93807,0.23708,1,0.00498,0.32359,11800
52,1,V1-RSC,2,10,-10,-100,0.57109,0.57109,2,0.96728,0.96728,2,0.39594,0.05106,0.51744,0.67871,0.10665,1,0.00995,0.13178,11800
52,1,V1-RSC,3,10,-10,-100,0.08898,0.39333,1,0.58245,0.59454,4,0.10355,0.16202,0.40444,0.59716,0.08637,1,0.00498,0.12219,11800
52,1,V1-RSC,4,10,-10,-100,0.29918,0.33933,5,0.54234,0.66163,3,0.12649,0.07229,0.30163,0.447,0.07246,1,0.00498,0.08896,11800
52,1,V1-RSC,5,10,-10,-100,0.19824,0.49971,8,0.58074,0.58074,5,0.16323,0.34541,0.42742,0.67048,0.06816,1,0.00995,0.07334,11800
52,1,V1-RSC,6,10,-10,-100,0.20532,0.30644,7,0.16832,0.82391,7,0.02826,0.3351,0.27962,0.56254,0.05533,0,0.11443,0.05908,11800
52,1,V1-RSC,7,10,-10,-100,0.32895,0.32895,7,0.76855,0.76855,7,0.01546,0.07501,0.30726,0.90319,0.04938,0,0.06468,0.05337,11800
52,1,V1-RSC,8,10,-10,-100,0.09712,0.49014,3,0.35655,0.65647,9,0.02595,0.6597,0.26061,0.70234,0.04612,1,0.02985,0.04789,11800
52,1,V1-RSC,9,10,-10,-100,0.14908,0.32542,8,0.25226,0.72689,8,0.26275,0.10494,0.39633,0.69969,0.03198,0,0.1791,0.03796,11800
52,1,V1-RSC,10,10,-10,-100,0.02015,0.28697,2,0.04553,0.75524,9,0.34271,0.58057,0.34271,0.66134,0.02733,0,0.0995,0.03341,11800
52,1,V1-RSC,1,10,-9,-90,0.92266,0.92266,1,0.96442,0.96442,1,0.86953,0.85948,0.86953,0.85948,0.23533,1,0.00498,0.32359,11820
52,1,V1-RSC,2,10,-9,-90,0.7032,0.7032,2,0.87525,0.87525,2,0.59299,0.60166,0.59299,0.62334,0.12594,1,0.00995,0.13178,11820
52,1,V1-RSC,3,10,-9,-90,0.1866,0.36403,1,0.30346,0.64718,4,0.01705,0.43687,0.3172,0.58787,0.08397,1,0.00498,0.12219,11820
52,1,V1-RSC,4,10,-9,-90,0.21762,0.32331,3,0.33179,0.78636,3,0.04336,0.13214,0.38926,0.55637,0.07482,1,0.00498,0.08896,11820
52,1,V1-RSC,5,10,-9,-90,0.09121,0.20602,3,0.2584,0.56295,6,0.47668,0.07182,0.47668,0.75658,0.06425,1,0.00995,0.07334,11820
52,1,V1-RSC,6,10,-9,-90,0.03908,0.30611,10,0.16369,0.78081,9,0.11098,0.09768,0.31088,0.55985,0.05663,0,0.11443,0.05908,11820
52,1,V1-RSC,7,10,-9,-90,0.09471,0.26287,3,0.32947,0.81574,10,0.07397,0.80712,0.5054,0.80712,0.05292,0,0.06468,0.05337,11820
52,1,V1-RSC,8,10,-9,-90,0.00893,0.52194,7,0.54431,0.54431,8,0.08778,0.08173,0.22566,0.66107,0.04232,1,0.02985,0.04789,11820
52,1,V1-RSC,9,10,-9,-90,0.04722,0.39827,10,0.59665,0.63642,5,0.48273,0.36844,0.48273,0.72432,0.03297,0,0.1791,0.03796,11820
52,1,V1-RSC,10,10,-9,-90,0.07266,0.14531,6,0.0828,0.93498,8,0.08265,0.03753,0.27688,0.84556,0.02489,0,0.0995,0.03341,11820
52,1,V1-RSC,1,10,-8,-80,0.94278,0.94278,1,0.95912,0.95912,1,0.75117,0.90286,0.75117,0.90286,0.23507,1,0.00498,0.32359,11840
52,1,V1-RSC,2,10,-8,-80,0.73142,0.73142,2,0.86925,0.86925,2,0.51911,0.78394,0.51911,0.78394,0.11231,1,0.00995,0.13178,11840
52,1,V1-RSC,3,10,-8,-80,0.37322,0.37322,3,0.73093,0.73093,3,0.00595,0.70314,0.31079,0.70314,0.08484,1,0.00498,0.12219,11840
52,1,V1-RSC,4,10,-8,-80,0.16808,0.49732,10,0.42833,0.56016,3,0.13387,0.13615,0.55278,0.53019,0.07398,1,0.00498,0.08896,11840
52,1,V1-RSC,5,10,-8,-80,0.14439,0.57905,7,0.16401,0.8038,7,0.16358,0.44192,0.40609,0.53867,0.06946,1,0.00995,0.07334,11840
52,1,V1-RSC,6,10,-8,-80,0.24119,0.43366,9,0.22548,0.76828,10,0.05931,0.39645,0.34504,0.76408,0.05628,0,0.11443,0.05908,11840
52,1,V1-RSC,7,10,-8,-80,0.04584,0.29649,10,0.58336,0.84481,6,0.25183,0.02698,0.28964,0.65372,0.05059,0,0.06468,0.05337,11840
52,1,V1-RSC,8,10,-8,-80,0.21381,0.3539,10,0.03781,0.85971,5,0.04744,0.07874,0.58033,0.75183,0.04947,1,0.02985,0.04789,11840
52,1,V1-RSC,9,10,-8,-80,0.03785,0.35808,5,0.46886,0.6719,8,0.19863,0.40492,0.21843,0.72811,0.03785,0,0.1791,0.03796,11840
52,1,V1-RSC,10,10,-8,-80,0.11088,0.16648,7,0.26731,0.94145,9,0.08982,0.61165,0.28198,0.61165,0.0277,0,0.0995,0.03341,11840
52,1,V1-RSC,1,10,-7,-70,0.93855,0.93855,1,0.97043,0.97043,1,0.75418,0.93957,0.75418,0.93957,0.24892,1,0.00498,0.32359,11860
52,1,V1-RSC,2,10,-7,-70,0.71786,0.71786,2,0.80999,0.80999,2,0.34043,0.41987,0.3955,0.62961,0.11249,1,0.00995,0.13178,11860
52,1,V1-RSC,3,10,-7,-70,0.27656,0.30217,1,0.72,0.72,3,0.04708,0.57278,0.28405,0.57278,0.08828,1,0.00498,0.12219,11860
52,1,V1-RSC,4,10,-7,-70,0.34421,0.35328,9,0.66986,0.66986,4,0.49807,0.50721,0.49807,0.50721,0.07933,1,0.00498,0.08896,11860
52,1,V1-RSC,5,10,-7,-70,0.60594,0.60594,5,0.65614,0.65614,5,0.4851,0.37639,0.4851,0.64321,0.07354,1,0.00995,0.07334,11860
52,1,V1-RSC,6,10,-7,-70,0.37665,0.37665,6,0.52212,0.78196,10,0.11242,0.20532,0.29129,0.63446,0.06434,0,0.11443,0.05908,11860
52,1,V1-RSC,7,10,-7,-70,0.30365,0.38275,6,0.59264,0.59264,7,0.35212,0.58059,0.35212,0.76565,0.05698,0,0.06468,0.05337,11860
52,1,V1-RSC,8,10,-7,-70,0.03154,0.51063,7,0.3827,0.70465,6,0.0192,0.54987,0.30988,0.67895,0.04107,1,0.02985,0.04789,11860
52,1,V1-RSC,9,10,-7,-70,0.25348,0.25348,9,0.22829,0.83781,8,0.1371,0.02457,0.40231,0.847,0.03428,0,0.1791,0.03796,11860
52,1,V1-RSC,10,10,-7,-70,0.2167,0.43688,8,0.56531,0.80257,9,0.21805,0.38483,0.28349,0.87568,0.02522,0,0.0995,0.03341,11860
52,1,V1-RSC,1,10,-6,-60,0.97039,0.97039,1,0.98035,0.98035,1,0.79427,0.96581,0.79427,0.96581,0.25483,1,0.00498,0.32359,11880
52,1,V1-RSC,2,10,-6,-60,0.75974,0.75974,2,0.8645,0.8645,2,0.28633,0.77098,0.35581,0.77098,0.11415,1,0.00995,0.13178,11880
52,1,V1-RSC,3,10,-6,-60,0.39553,0.39553,3,0.48964,0.48964,3,0.14171,0.32457,0.3931,0.58997,0.08389,1,0.00498,0.12219,11880
52,1,V1-RSC,4,10,-6,-60,0.3552,0.38946,8,0.0239,0.85965,6,0.35266,0.12274,0.48244,0.59376,0.06966,1,0.00498,0.08896,11880
52,1,V1-RSC,5,10,-6,-60,0.09479,0.33999,7,0.57062,0.67851,8,0.09349,0.05305,0.3395,0.74016,0.06553,1,0.00995,0.07334,11880
52,1,V1-RSC,6,10,-6,-60,0.10085,0.28602,3,0.14959,0.80978,8,0.26011,0.43372,0.40526,0.78194,0.06006,0,0.11443,0.05908,11880
52,1,V1-RSC,7,10,-6,-60,0.35928,0.35928,7,0.70139,0.91914,10,0.1302,0.18319,0.42941,0.55416,0.05498,0,0.06468,0.05337,11880
52,1,V1-RSC,8,10,-6,-60,0.25705,0.30623,5,0.29821,0.79521,4,0.19757,0.00883,0.31477,0.87912,0.04635,1,0.02985,0.04789,11880
52,1,V1-RSC,9,10,-6,-60,0.00881,0.30627,6,0.55375,0.7433,7,0.01387,0.49986,0.39551,0.64399,0.02899,0,0.1791,0.03796,11880
52,1,V1-RSC,10,10,-6,-60,0.07988,0.33399,9,0.14581,0.94359,9,0.32844,0.87418,0.32844,0.87418,0.02318,0,0.0995,0.03341,11880
52,1,V1-RSC,1,10,-5,-50,0.95702,0.95702,1,0.98581,0.98581,1,0.79519,0.92351,0.79519,0.92351,0.25892,1,0.00498,0.32359,11900
52,1,V1-RSC,2,10,-5,-50,0.79826,0.79826,2,0.79414,0.79414,2,0.21395,0.33345,0.37143,0.56594,0.12196,1,0.00995,0.13178,11900
52,1,V1-RSC,3,10,-5,-50,0.66981,0.66981,3,0.87983,0.87983,3,0.20337,0.49984,0.48317,0.49984,0.10035,1,0.00498,0.12219,11900
52,1,V1-RSC,4,10,-5,-50,0.43551,0.49413,6,0.71772,0.71772,4,0.21706,0.2666,0.38396,0.41698,0.0726,1,0.00498,0.08896,11900
52,1,V1-RSC,5,10,-5,-50,0.01729,0.3993,8,0.31153,0.64924,7,0.02674,0.37703,0.24291,0.50161,0.06843,1,0.00995,0.07334,11900
52,1,V1-RSC,6,10,-5,-50,0.07341,0.39085,8,0.18901,0.74413,10,0.01964,0.10571,0.32985,0.6046,0.05579,0,0.11443,0.05908,11900
52,1,V1-RSC,7,10,-5,-50,0.00887,0.46331,10,0.72833,0.74203,10,0.20026,0.42134,0.24712,0.7148,0.04782,0,0.06468,0.05337,11900
52,1,V1-RSC,8,10,-5,-50,0.16665,0.19263,2,0.23014,0.82613,6,0.08719,0.21875,0.27984,0.64635,0.04204,1,0.02985,0.04789,11900
52,1,V1-RSC,9,10,-5,-50,0.29668,0.29668,9,0.16012,0.71983,10,0.0159,0.15713,0.24042,0.78054,0.03808,0,0.1791,0.03796,11900
52,1,V1-RSC,10,10,-5,-50,0.15237,0.37797,6,0.30033,0.80966,9,0.06938,0.80105,0.30637,0.80105,0.02917,0,0.0995,0.03341,11900
52,1,V1-RSC,1,10,-4,-40,0.92541,0.92541,1,0.98514,0.98514,1,0.80282,0.96282,0.80282,0.96282,0.26145,1,0.00498,0.32359,11920
52,1,V1-RSC,2,10,-4,-40,0.60692,0.60692,2,0.67544,0.67544,2,0.43155,0.40988,0.43155,0.45188,0.11497,1,0.00995,0.13178,11920
52,1,V1-RSC,3,10,-4,-40,0.43535,0.43874,2,0.7484,0.7484,3,0.40409,0.51167,0.40409,0.5291,0.10365,1,0.00498,0.12219,11920
52,1,V1-RSC,4,10,-4,-40,0.22011,0.50989,6,0.70682,0.70682,4,0.19138,0.54294,0.3774,0.54294,0.08689,1,0.00498,0.08896,11920
52,1,V1-RSC,5,10,-4,-40,0.17723,0.23201,10,0.44914,0.69156,8,0.01915,0.23339,0.31464,0.62648,0.07234,1,0.00995,0.07334,11920
52,1,V1-RSC,6,10,-4,-40,0.09105,0.2351,5,0.12613,0.75419,10,0.16096,0.07071,0.29279,0.60708,0.06339,0,0.11443,0.05908,11920
52,1,V1-RSC,7,10,-4,-40,0.22455,0.46116,8,0.72161,0.72161,7,0.26885,0.41591,0.30832,0.84844,0.04757,0,0.06468,0.05337,11920
52,1,V1-RSC,8,10,-4,-40,0.16567,0.48194,9,0.27585,0.77935,6,0.13688,0.71083,0.41079,0.71083,0.0438,1,0.02985,0.04789,11920
52,1,V1-RSC,9,10,-4,-40,0.23769,0.23769,9,0.11468,0.86658,7,0.15033,0.76069,0.32083,0.76069,0.0363,0,0.1791,0.03796,11920
52,1,V1-RSC,10,10,-4,-40,0.3952,0.3952,10,0.63077,0.81534,9,0.06494,0.66513,0.22185,0.66513,0.0259,0,0.0995,0.03341,11920
52,1,V1-RSC,1,10,-3,-30,0.95184,0.95184,1,0.99051,0.99051,1,0.73458,0.95021,0.73458,0.95021,0.26305,1,0.00498,0.32359,11940
52,1,V1-RSC,2,10,-3,-30,0.8552,0.8552,2,0.93385,0.93385,2,0.54777,0.50691,0.54777,0.53261,0.12348,1,0.00995,0.13178,11940
52,1,V1-RSC,3,10,-3,-30,0.64345,0.64345,3,0.87401,0.87401,3,0.11994,0.27701,0.75994,0.65328,0.10687,1,0.00498,0.12219,11940
52,1,V1-RSC,4,10,-3,-30,0.64345,0.64345,4,0.6616,0.6616,4,0.09115,0.10437,0.44536,0.55989,0.08954,1,0.00498,0.08896,11940
52,1,V1-RSC,5,10,-3,-30,0.17752,0.38948,6,0.7175,0.7175,5,0.18734,0.32889,0.28694,0.57606,0.06497,1,0.00995,0.07334,11940
52,1,V1-RSC,6,10,-3,-30,0.03236,0.23817,3,0.21167,0.81889,10,0.0116,0.56897,0.39826,0.56897,0.05902,0,0.11443,0.05908,11940
52,1,V1-RSC,7,10,-3,-30,0.03569,0.51009,8,0.60139,0.78929,10,0.31102,0.22406,0.4683,0.82869,0.04717,0,0.06468,0.05337,11940
52,1,V1-RSC,8,10,-3,-30,0.12244,0.4702,7,0.58366,0.68613,6,0.13983,0.3004,0.47735,0.67994,0.04073,1,0.02985,0.04789,11940
52,1,V1-RSC,9,10,-3,-30,0.18789,0.31452,5,0.71972,0.71972,9,0.28477,0.18767,0.3231,0.85999,0.03885,0,0.1791,0.03796,11940
52,1,V1-RSC,10,10,-3,-30,0.31398,0.31779,7,0.26538,0.82897,8,0.20409,0.80756,0.20409,0.80756,0.02795,0,0.0995,0.03341,11940
52,1,V1-RSC,1,10,-2,-20,0.9665,0.9665,1,0.98922,0.98922,1,0.77388,0.92887,0.77388,0.92887,0.266,1,0.00498,0.32359,11960
52,1,V1-RSC,2,10,-2,-20,0.81116,0.81116,2,0.96694,0.96694,2,0.52015,0.65338,0.52015,0.65338,0.12964,1,0.00995,0.13178,11960
52,1,V1-RSC,3,10,-2,-20,0.6502,0.6502,3,0.94431,0.94431,3,0.09009,0.00636,0.48853,0.84851,0.09787,1,0.00498,0.12219,11960
52,1,V1-RSC,4,10,-2,-20,0.49987,0.49987,4,0.53281,0.53281,4,0.2468,0.02563,0.40232,0.63857,0.07997,1,0.00498,0.08896,11960
52,1,V1-RSC,5,10,-2,-20,0.41869,0.41869,5,0.17083,0.72142,7,0.02949,0.27593,0.35668,0.77943,0.06461,1,0.00995,0.07334,11960
52,1,V1-RSC,6,10,-2,-20,0.03,0.28963,8,0.19509,0.72602,10,0.12484,0.44383,0.31973,0.59413,0.05361,0,0.11443,0.05908,11960
52,1,V1-RSC,7,10,-2,-20,0.12009,0.52232,8,0.52142,0.79392,9,0.01123,0.47998,0.36334,0.68688,0.04791,0,0.06468,0.05337,11960
52,1,V1-RSC,8,10,-2,-20,0.01659,0.30263,2,0.71072,0.71072,8,0.08436,0.0601,0.42355,0.82716,0.03939,1,0.02985,0.04789,11960
52,1,V1-RSC,9,10,-2,-20,0.13992,0.29011,2,0.6038,0.6962,10,0.17316,0.68257,0.41936,0.68257,0.03527,0,0.1791,0.03796,11960
52,1,V1-RSC,10,10,-2,-20,0.12427,0.36989,9,0.39306,0.81786,8,0.30886,0.94764,0.30886,0.94764,0.02596,0,0.0995,0.03341,11960
52,1,V1-RSC,1,10,-1,-10,0.98293,0.98293,1,0.99144,0.99144,1,0.82398,0.94212,0.82398,0.94212,0.27347,1,0.00498,0.32359,11980
52,1,V1-RSC,2,10,-1,-10,0.80158,0.80158,2,0.94251,0.94251,2,0.41078,0.26696,0.44359,0.67418,0.123,1,0.00995,0.13178,11980
52,1,V1-RSC,3,10,-1,-10,0.85665,0.85665,3,0.96296,0.96296,3,0.26135,0.4102,0.28055,0.4693,0.09756,1,0.00498,0.12219,11980
52,1,V1-RSC,4,10,-1,-10,0.67438,0.67438,4,0.87578,0.87578,4,0.16436,0.65309,0.26287,0.65309,0.07882,1,0.00498,0.08896,11980
52,1,V1-RSC,5,10,-1,-10,0.06774,0.46399,8,0.41751,0.60242,8,0.14487,0.16786,0.2793,0.70975,0.06178,1,0.00995,0.07334,11980
52,1,V1-RSC,6,10,-1,-10,0.02472,0.59289,5,0.17581,0.75465,9,0.14308,0.3262,0.39737,0.67349,0.05395,0,0.11443,0.05908,11980
52,1,V1-RSC,7,10,-1,-10,0.35097,0.35097,7,0.43405,0.8602,9,0.3285,0.11944,0.35372,0.82451,0.05325,0,0.06468,0.05337,11980
52,1,V1-RSC,8,10,-1,-10,0.01184,0.42326,7,0.27848,0.61274,10,0.24944,0.57634,0.44484,0.80862,0.04876,1,0.02985,0.04789,11980
52,1,V1-RSC,9,10,-1,-10,0.26704,0.4376,7,0.67091,0.67091,9,0.14428,0.2847,0.23631,0.83107,0.03597,0,0.1791,0.03796,11980
52,1,V1-RSC,10,10,-1,-10,0.02323,0.17225,4,0.94378,0.94378,10,0.09242,0.10541,0.39282,0.67637,0.02945,0,0.0995,0.03341,11980
52,1,V1-RSC,1,10,0,0,1.0,1.0,1,1.0,1.0,1,0.85685,0.95709,0.85685,0.95709,0.32359,1,0.00498,0.32359,12000
52,1,V1-RSC,2,10,0,0,1.0,1.0,2,1.0,1.0,2,0.27925,0.78532,0.27975,0.78532,0.13178,1,0.00995,0.13178,12000
52,1,V1-RSC,3,10,0,0,1.0,1.0,3,1.0,1.0,3,0.55818,0.48031,0.55818,0.4887,0.12219,1,0.00498,0.12219,12000
