animal,learner,pair,dim,bin_ms,lag_bins,lag_ms,cos_same_x,cos_best_x,best_dim_x,cos_same_y,cos_best_y,best_dim_y,cos_split_x,cos_split_y,split_best_x,split_best_y,r_lag,sig,p_perdim,r_zero,n_pairs
66,1,RSC-SUB,3,10,-8,-80,0.07279,0.58865,2,0.46053,0.63231,11,0.03947,0.20686,0.43448,0.66553,0.06666,1,0.00498,0.08105,11840
66,1,RSC-SUB,4,10,-8,-80,0.35978,0.73603,6,0.21209,0.62639,9,0.06673,0.15972,0.41279,0.46062,0.06123,1,0.00498,0.07455,11840
66,1,RSC-SUB,5,10,-8,-80,0.07738,0.69854,3,0.27034,0.47035,4,0.29481,0.091,0.61031,0.6904,0.05642,0,0.27363,0.04856,11840
66,1,RSC-SUB,6,10,-8,-80,0.25723,0.64948,9,0.13152,0.54448,12,0.15014,0.13432,0.65489,0.57393,0.04642,0,0.05473,0.04603,11840
66,1,RSC-SUB,7,10,-8,-80,0.34503,0.62447,11,0.28564,0.5433,5,0.25263,0.28322,0.5448,0.42697,0.04064,0,0.03483,0.04257,11840
66,1,RSC-SUB,8,10,-8,-80,0.00721,0.72781,5,0.26686,0.55404,11,0.30387,0.23634,0.56275,0.57418,0.0336,0,0.03483,0.03655,11840
66,1,RSC-SUB,9,10,-8,-80,0.37753,0.47658,3,0.14003,0.73877,13,0.26886,0.48186,0.53632,0.5251,0.03087,0,0.20398,0.02871,11840
66,1,RSC-SUB,10,10,-8,-80,0.66864,0.66864,10,0.27988,0.42877,8,0.24872,0.01442,0.78976,0.68142,0.02169,0,0.56219,0.02207,11840
66,1,RSC-SUB,1,10,-7,-70,0.14257,0.3817,4,0.39796,0.66571,3,0.07938,0.27962,0.46131,0.54906,0.11401,1,0.00498,0.21218,11860
66,1,RSC-SUB,2,10,-7,-70,0.19898,0.73075,11,0.19263,0.82553,1,0.23257,0.16453,0.69349,0.7183,0.07679,1,0.00498,0.14583,11860
66,1,RSC-SUB,3,10,-7,-70,0.19556,0.33389,2,0.56391,0.56391,3,0.08269,0.19922,0.4136,0.70126,0.06794,1,0.00498,0.08105,11860
66,1,RSC-SUB,4,10,-7,-70,0.10976,0.61123,7,0.4325,0.45373,13,0.14364,0.37147,0.57519,0.59078,0.05753,1,0.00498,0.07455,11860
66,1,RSC-SUB,5,10,-7,-70,0.00231,0.77527,3,0.45432,0.50633,12,0.31513,0.26407,0.52336,0.68669,0.04747,0,0.27363,0.04856,11860
66,1,RSC-SUB,6,10,-7,-70,0.27283,0.47814,13,0.45035,0.47369,9,0.33172,0.25507,0.40113,0.58623,0.04693,0,0.05473,0.04603,11860
66,1,RSC-SUB,7,10,-7,-70,0.46756,0.51273,10,0.16682,0.61223,12,0.47137,0.07632,0.55519,0.56683,0.03951,0,0.03483,0.04257,11860
66,1,RSC-SUB,8,10,-7,-70,0.03058,0.79764,3,0.01872,0.51719,11,0.14514,0.25761,0.37747,0.48946,0.03563,0,0.03483,0.03655,11860
66,1,RSC-SUB,9,10,-7,-70,0.17849,0.44963,3,0.03855,0.54094,7,0.49005,0.37921,0.49005,0.72468,0.02661,0,0.20398,0.02871,11860
66,1,RSC-SUB,10,10,-7,-70,0.50907,0.72008,2,0.21009,0.39403,5,0.41289,0.07437,0.78079,0.80981,0.02075,0,0.56219,0.02207,11860
66,1,RSC-SUB,1,10,-6,-60,0.01652,0.25676,8,0.33718,0.56347,2,0.14938,0.35601,0.3752,0.57008,0.11914,1,0.00498,0.21218,11880
66,1,RSC-SUB,2,10,-6,-60,0.2868,0.79575,13,0.22482,0.89516,1,0.0091,0.05557,0.76525,0.75057,0.08182,1,0.00498,0.14583,11880
66,1,RSC-SUB,3,10,-6,-60,0.06181,0.31175,7,0.34515,0.66401,13,0.18982,0.08311,0.38497,0.64177,0.06071,1,0.00498,0.08105,11880
66,1,RSC-SUB,4,10,-6,-60,0.1749,0.66598,13,0.0283,0.50627,12,0.19584,0.09917,0.45451,0.59597,0.05795,1,0.00498,0.07455,11880
66,1,RSC-SUB,5,10,-6,-60,0.2767,0.59802,2,0.16228,0.78693,6,0.10195,0.19171,0.71681,0.67312,0.04788,0,0.27363,0.04856,11880
66,1,RSC-SUB,6,10,-6,-60,0.11589,0.55668,9,0.16039,0.51136,2,0.08309,0.16697,0.52322,0.44406,0.04308,0,0.05473,0.04603,11880
66,1,RSC-SUB,7,10,-6,-60,0.21659,0.48368,12,0.08855,0.60734,10,0.35021,0.2406,0.73589,0.72894,0.03812,0,0.03483,0.04257,11880
66,1,RSC-SUB,8,10,-6,-60,0.11165,0.78325,9,0.59608,0.59608,8,0.30381,0.29739,0.56076,0.67728,0.0321,0,0.03483,0.03655,11880
66,1,RSC-SUB,9,10,-6,-60,0.39922,0.62916,6,0.07727,0.67705,3,0.4052,0.06353,0.4052,0.55775,0.03073,0,0.20398,0.02871,11880
66,1,RSC-SUB,10,10,-6,-60,0.57534,0.59821,9,0.4754,0.4754,10,0.52814,0.08435,0.7874,0.57613,0.01948,0,0.56219,0.02207,11880
66,1,RSC-SUB,1,10,-5,-50,0.03709,0.31501,5,0.38252,0.62514,5,0.01368,0.45527,0.26906,0.45591,0.10746,1,0.00498,0.21218,11900
66,1,RSC-SUB,2,10,-5,-50,0.63546,0.69692,8,0.08251,0.85342,1,0.56476,0.15727,0.7254,0.72503,0.08369,1,0.00498,0.14583,11900
66,1,RSC-SUB,3,10,-5,-50,0.07529,0.40623,6,0.06246,0.72722,5,0.00037,0.40638,0.51573,0.77391,0.07022,1,0.00498,0.08105,11900
66,1,RSC-SUB,4,10,-5,-50,0.10602,0.67097,8,0.28618,0.41416,6,0.0531,0.15405,0.4928,0.47683,0.06324,1,0.00498,0.07455,11900
66,1,RSC-SUB,5,10,-5,-50,0.44495,0.60663,6,0.4048,0.59079,3,0.21875,0.21771,0.64101,0.62659,0.05437,0,0.27363,0.04856,11900
66,1,RSC-SUB,6,10,-5,-50,0.18344,0.64203,11,0.35984,0.7355,9,0.22591,0.04798,0.51822,0.60713,0.04409,0,0.05473,0.04603,11900
66,1,RSC-SUB,7,10,-5,-50,0.05562,0.56715,13,0.09473,0.66302,8,0.21081,0.00459,0.6025,0.59221,0.04278,0,0.03483,0.04257,11900
66,1,RSC-SUB,8,10,-5,-50,0.6057,0.81879,10,0.10123,0.5138,13,0.32025,0.2016,0.64865,0.57589,0.03235,0,0.03483,0.03655,11900
66,1,RSC-SUB,9,10,-5,-50,0.31965,0.60428,5,0.31138,0.54008,2,0.13844,0.04238,0.31964,0.51733,0.02864,0,0.20398,0.02871,11900
66,1,RSC-SUB,10,10,-5,-50,0.38646,0.75383,13,0.0376,0.62992,11,0.13674,0.00491,0.86671,0.76603,0.02549,0,0.56219,0.02207,11900
66,1,RSC-SUB,1,10,-4,-40,0.17241,0.26048,7,0.1972,0.71523,2,0.19285,0.17925,0.44877,0.70251,0.10072,1,0.00498,0.21218,11920
66,1,RSC-SUB,2,10,-4,-40,0.23868,0.69369,6,0.2829,0.87228,1,0.23778,0.17379,0.81308,0.6303,0.07112,1,0.00498,0.14583,11920
66,1,RSC-SUB,3,10,-4,-40,0.09176,0.43672,12,0.08944,0.62866,2,0.14404,0.682,0.36795,0.682,0.06986,1,0.00498,0.08105,11920
66,1,RSC-SUB,4,10,-4,-40,0.12942,0.7981,6,0.20663,0.48566,11,0.58624,0.06543,0.58624,0.65827,0.06295,1,0.00498,0.07455,11920
66,1,RSC-SUB,5,10,-4,-40,0.10632,0.60901,9,0.49312,0.61944,10,0.22571,0.56605,0.51978,0.56605,0.05619,0,0.27363,0.04856,11920
66,1,RSC-SUB,6,10,-4,-40,0.37192,0.68583,8,0.10232,0.65312,13,0.06617,0.16576,0.45492,0.65153,0.04602,0,0.05473,0.04603,11920
66,1,RSC-SUB,7,10,-4,-40,0.37218,0.39604,10,0.06254,0.5856,8,0.39229,0.17157,0.56795,0.44268,0.04378,0,0.03483,0.04257,11920
66,1,RSC-SUB,8,10,-4,-40,0.74823,0.85924,11,0.39813,0.58727,3,0.42298,0.2056,0.55836,0.68641,0.03691,0,0.03483,0.03655,11920
66,1,RSC-SUB,9,10,-4,-40,0.21911,0.51756,2,0.41785,0.5499,7,0.59069,0.21673,0.59069,0.65764,0.02975,0,0.20398,0.02871,11920
66,1,RSC-SUB,10,10,-4,-40,0.50247,0.65546,7,0.00352,0.74073,6,0.82708,0.03793,0.82708,0.52585,0.02148,0,0.56219,0.02207,11920
66,1,RSC-SUB,1,10,-3,-30,0.18556,0.44731,2,0.40559,0.87768,2,0.04253,0.30735,0.46564,0.617,0.10833,1,0.00498,0.21218,11940
66,1,RSC-SUB,2,10,-3,-30,0.50033,0.77172,1,0.37246,0.84446,1,0.21341,0.26787,0.86049,0.6289,0.0896,1,0.00498,0.14583,11940
66,1,RSC-SUB,3,10,-3,-30,0.36787,0.57928,10,0.34102,0.73484,8,0.0302,0.44075,0.40305,0.61722,0.07011,1,0.00498,0.08105,11940
66,1,RSC-SUB,4,10,-3,-30,0.17486,0.63996,8,0.07411,0.53935,7,0.53679,0.1497,0.59877,0.55465,0.06187,1,0.00498,0.07455,11940
66,1,RSC-SUB,5,10,-3,-30,0.11839,0.5588,8,0.04635,0.60237,3,0.28135,0.01236,0.60598,0.51379,0.05233,0,0.27363,0.04856,11940
66,1,RSC-SUB,6,10,-3,-30,0.18939,0.54771,2,0.44256,0.55771,7,0.35534,0.12036,0.51689,0.56329,0.04591,0,0.05473,0.04603,11940
66,1,RSC-SUB,7,10,-3,-30,0.28013,0.51402,5,0.07757,0.57831,9,0.04931,0.10315,0.49838,0.56589,0.04057,0,0.03483,0.04257,11940
66,1,RSC-SUB,8,10,-3,-30,0.84131,0.84131,8,0.41709,0.5543,12,0.5178,0.05922,0.54382,0.62949,0.02831,0,0.03483,0.03655,11940
66,1,RSC-SUB,9,10,-3,-30,0.39569,0.55706,7,0.47631,0.47631,9,0.05101,0.32988,0.46051,0.73263,0.02444,0,0.20398,0.02871,11940
66,1,RSC-SUB,10,10,-3,-30,0.35541,0.84898,13,0.05806,0.58147,12,0.67336,0.18507,0.82136,0.6168,0.0214,0,0.56219,0.02207,11940
66,1,RSC-SUB,1,10,-2,-20,0.56173,0.56173,1,0.61452,0.74255,2,0.3133,0.26592,0.33838,0.48566,0.12427,1,0.00498,0.21218,11960
66,1,RSC-SUB,2,10,-2,-20,0.44004,0.53842,6,0.47368,0.68865,1,0.56082,0.21633,0.76831,0.81475,0.10293,1,0.00498,0.14583,11960
66,1,RSC-SUB,3,10,-2,-20,0.05405,0.52465,12,0.15298,0.78996,11,0.13102,0.24199,0.30799,0.77214,0.06392,1,0.00498,0.08105,11960
66,1,RSC-SUB,4,10,-2,-20,0.00038,0.62781,5,0.24575,0.771,5,0.07431,0.03571,0.43742,0.59032,0.06292,1,0.00498,0.07455,11960
66,1,RSC-SUB,5,10,-2,-20,0.61782,0.67348,6,0.25337,0.53406,7,0.51943,0.17388,0.53191,0.59194,0.04833,0,0.27363,0.04856,11960
66,1,RSC-SUB,6,10,-2,-20,0.10062,0.57574,3,0.39292,0.46715,3,0.00286,0.07742,0.54767,0.50327,0.04449,0,0.05473,0.04603,11960
66,1,RSC-SUB,7,10,-2,-20,0.11238,0.65456,11,0.6513,0.6513,7,0.25056,0.19778,0.52783,0.54237,0.04013,0,0.03483,0.04257,11960
66,1,RSC-SUB,8,10,-2,-20,0.45217,0.72477,6,0.5402,0.55535,4,0.29726,0.6595,0.59108,0.6595,0.03325,0,0.03483,0.03655,11960
66,1,RSC-SUB,9,10,-2,-20,0.21765,0.44947,13,0.18974,0.46326,10,0.10677,0.37296,0.53266,0.443,0.03092,0,0.20398,0.02871,11960
66,1,RSC-SUB,10,10,-2,-20,0.72615,0.72615,10,0.10757,0.47902,9,0.64614,0.43003,0.77948,0.56304,0.02244,0,0.56219,0.02207,11960
66,1,RSC-SUB,1,10,-1,-10,0.8418,0.8418,1,0.98175,0.98175,1,0.47885,0.58606,0.47885,0.58606,0.15299,1,0.00498,0.21218,11980
66,1,RSC-SUB,2,10,-1,-10,0.85398,0.85398,2,0.92282,0.92282,2,0.43253,0.45952,0.4351,0.58481,0.11616,1,0.00498,0.14583,11980
66,1,RSC-SUB,3,10,-1,-10,0.6345,0.6345,3,0.73477,0.73477,3,0.58984,0.78005,0.58984,0.78005,0.07358,1,0.00498,0.08105,11980
66,1,RSC-SUB,4,10,-1,-10,0.23319,0.73237,5,0.25195,0.62949,5,0.06134,0.30268,0.56503,0.48709,0.06269,1,0.00498,0.07455,11980
66,1,RSC-SUB,5,10,-1,-10,0.52675,0.64087,10,0.42619,0.58746,13,0.22802,0.05677,0.58544,0.69252,0.05297,0,0.27363,0.04856,11980
66,1,RSC-SUB,6,10,-1,-10,0.2803,0.54418,7,0.47005,0.54762,11,0.47581,0.4242,0.47581,0.59326,0.04679,0,0.05473,0.04603,11980
66,1,RSC-SUB,7,10,-1,-10,0.2624,0.74217,9,0.24264,0.56631,9,0.54899,0.32888,0.54899,0.44127,0.04172,0,0.03483,0.04257,11980
66,1,RSC-SUB,8,10,-1,-10,0.40619,0.71859,7,0.10786,0.58452,12,0.13592,0.56375,0.38993,0.56375,0.0345,0,0.03483,0.03655,11980
66,1,RSC-SUB,9,10,-1,-10,0.22984,0.5375,4,0.23771,0.51749,7,0.28032,0.01847,0.5983,0.78127,0.02698,0,0.20398,0.02871,11980
66,1,RSC-SUB,10,10,-1,-10,0.24139,0.46458,7,0.4937,0.53769,7,0.63408,0.00304,0.76408,0.52109,0.0246,0,0.56219,0.02207,11980
66,1,RSC-SUB,1,10,0,0,1.0,1.0,1,1.0,1.0,1,0.62902,0.81446,0.62902,0.81446,0.21218,1,0.00498,0.21218,12000
66,1,RSC-SUB,2,10,0,0,1.0,1.0,2,1.0,1.0,2,0.81083,0.71582,0.81083,0.71582,0.14583,1,0.00498,0.14583,12000
66,1,RSC-SUB,3,10,0,0,1.0,1.0,3,1.0,1.0,3,0.15265,0.25733,0.49163,0.66523,0.08105,1,0.00498,0.08105,12000
66,1,RSC-SUB,4,10,0,0,1.0,1.0,4,1.0,1.0,4,0.58406,0.24282,0.58406,0.59744,0.07455,1,0.00498,0.07455,12000
66,1,RSC-SUB,5,10,0,0,1.0,1.0,5,1.0,1.0,5,0.14481,0.33367,0.64526,0.66801,0.04856,0,0.27363,0.04856,12000
66,1,RSC-SUB,6,10,0,0,1.0,1.0,6,1.0,1.0,6,0.18046,0.15606,0.56403,0.53863,0.04603,0,0.05473,0.04603,12000
66,1,RSC-SUB,7,10,0,0,1.0,1.0,7,1.0,1.0,7,0.22337,0.01545,0.66748,0.39179,0.04257,0,0.03483,0.04257,12000
66,1,RSC-SUB,8,10,0,0,1.0,1.0,8,1.0,1.0,8,0.20177,0.15049,0.53317,0.52097,0.03655,0,0.03483,0.03655,12000
66,1,RSC-SUB,9,10,0,0,1.0,1.0,9,1.0,1.0,9,0.21588,0.33312,0.55509,0.48486,0.02871,0,0.20398,0.02871,12000
66,1,RSC-SUB,10,10,0,0,1.0,1.0,10,1.0,1.0,10,0.45676,0.0799,0.81674,0.46441,0.02207,0,0.56219,0.02207,12000
66,1,RSC-SUB,1,10,1,10,0.8488,0.8488,1,0.96282,0.96282,1,0.59488,0.92535,0.59488,0.92535,0.22907,1,0.00498,0.21218,11980
66,1,RSC-SUB,2,10,1,10,0.81222,0.81222,2,0.94089,0.94089,2,0.72072,0.76455,0.77668,0.76455,0.11622,1,0.00498,0.14583,11980
66,1,RSC-SUB,3,10,1,10,0.38414,0.38414,3,0.30654,0.76804,12,0.24849,0.24442,0.35861,0.81801,0.07433,1,0.00498,0.08105,11980
66,1,RSC-SUB,4,10,1,10,0.16409,0.82824,6,0.27525,0.77993,6,0.19997,0.15404,0.406,0.5412,0.0516,1,0.00498,0.07455,11980
66,1,RSC-SUB,5,10,1,10,0.35316,0.65309,12,0.49048,0.60899,10,0.15797,0.21748,0.48403,0.70356,0.04745,0,0.27363,0.04856,11980
66,1,RSC-SUB,6,10,1,10,0.37206,0.68202,10,0.10614,0.5391,5,0.14363,0.06569,0.59786,0.70755,0.04696,0,0.05473,0.04603,11980
66,1,RSC-SUB,7,10,1,10,0.45461,0.7102,4,0.2125,0.71547,10,0.23658,0.00367,0.6123,0.4496,0.04348,0,0.03483,0.04257,11980
66,1,RSC-SUB,8,10,1,10,0.49671,0.76702,12,0.13673,0.60062,3,0.54031,0.08344,0.54031,0.6048,0.03741,0,0.03483,0.03655,11980
66,1,RSC-SUB,9,10,1,10,0.35884,0.57952,10,0.53134,0.53294,11,0.2941,0.31112,0.47772,0.55079,0.031,0,0.20398,0.02871,11980
66,1,RSC-SUB,10,10,1,10,0.62165,0.62165,10,0.01357,0.63178,5,0.56705,0.06652,0.81187,0.56631,0.02412,0,0.56219,0.02207,11980
66,1,RSC-SUB,1,10,2,20,0.4116,0.42356,10,0.9818,0.9818,1,0.39133,0.94688,0.39133,0.94688,0.24818,1,0.00498,0.21218,11960
66,1,RSC-SUB,2,10,2,20,0.77102,0.77102,2,0.95157,0.95157,2,0.77058,0.741,0.83981,0.741,0.12145,1,0.00498,0.14583,11960
66,1,RSC-SUB,3,10,2,20,0.17208,0.29382,6,0.18078,0.82706,8,0.02214,0.41765,0.29012,0.64917,0.07523,1,0.00498,0.08105,11960
66,1,RSC-SUB,4,10,2,20,0.11209,0.71817,9,0.16903,0.7154,11,0.27155,0.45334,0.43613,0.55024,0.06216,1,0.00498,0.07455,11960
66,1,RSC-SUB,5,10,2,20,0.02224,0.51042,10,0.32225,0.84455,6,0.04567,0.72775,0.73373,0.72775,0.05996,0,0.27363,0.04856,11960
66,1,RSC-SUB,6,10,2,20,0.5161,0.58228,12,0.34085,0.68909,4,0.26364,0.33755,0.70188,0.63299,0.04447,0,0.05473,0.04603,11960
66,1,RSC-SUB,7,10,2,20,0.33767,0.57941,13,0.13865,0.85266,9,0.27567,0.01468,0.67247,0.39622,0.03743,0,0.03483,0.04257,11960
66,1,RSC-SUB,8,10,2,20,0.42802,0.61555,11,0.34169,0.51061,12,0.14598,0.01949,0.51132,0.51423,0.02863,0,0.03483,0.03655,11960
66,1,RSC-SUB,9,10,2,20,0.52294,0.52294,9,0.22662,0.56724,12,0.23355,0.46825,0.3914,0.53833,0.02392,0,0.20398,0.02871,11960
66,1,RSC-SUB,10,10,2,20,0.00959,0.65205,11,0.39853,0.53074,4,0.05663,0.11002,0.88197,0.59907,0.02269,0,0.56219,0.02207,11960
66,1,RSC-SUB,1,10,3,30,0.28766,0.3859,11,0.98788,0.98788,1,0.1679,0.9232,0.40683,0.9232,0.20049,1,0.00498,0.21218,11940
66,1,RSC-SUB,2,10,3,30,0.65289,0.65289,2,0.91037,0.91037,2,0.69242,0.72811,0.69242,0.72811,0.12531,1,0.00498,0.14583,11940
66,1,RSC-SUB,3,10,3,30,0.19548,0.42727,6,0.55489,0.72042,6,0.10353,0.23947,0.4173,0.57659,0.07078,1,0.00498,0.08105,11940
66,1,RSC-SUB,4,10,3,30,0.44385,0.58947,5,0.22422,0.49013,12,0.17391,0.72335,0.55478,0.72335,0.06491,1,0.00498,0.07455,11940
66,1,RSC-SUB,5,10,3,30,0.32454,0.43392,11,0.21203,0.78299,4,0.12028,0.22204,0.66658,0.71957,0.05613,0,0.27363,0.04856,11940
66,1,RSC-SUB,6,10,3,30,0.03224,0.54478,13,0.48811,0.48811,6,0.74652,0.27,0.74652,0.52354,0.05381,0,0.05473,0.04603,11940
66,1,RSC-SUB,7,10,3,30,0.45135,0.77039,9,0.29051,0.67308,8,0.07385,0.09344,0.69995,0.44112,0.03961,0,0.03483,0.04257,11940
66,1,RSC-SUB,8,10,3,30,0.07166,0.82771,13,0.39298,0.55983,11,0.4324,0.12946,0.48655,0.52411,0.03419,0,0.03483,0.03655,11940
66,1,RSC-SUB,9,10,3,30,0.32716,0.43023,5,0.26337,0.63131,13,0.04165,0.05259,0.5776,0.7209,0.03194,0,0.20398,0.02871,11940
66,1,RSC-SUB,10,10,3,30,0.69015,0.69015,10,0.01858,0.52436,12,0.79618,0.34471,0.79618,0.60191,0.02605,0,0.56219,0.02207,11940
66,1,RSC-SUB,1,10,4,40,0.12894,0.26376,10,0.97747,0.97747,1,0.17096,0.78706,0.31359,0.78706,0.15287,1,0.00498,0.21218,11920
66,1,RSC-SUB,2,10,4,40,0.78378,0.78378,2,0.85327,0.85327,2,0.59754,0.52559,0.65236,0.52559,0.09737,1,0.00498,0.14583,11920
66,1,RSC-SUB,3,10,4,40,0.22043,0.52145,13,0.54139,0.60954,13,0.05355,0.10825,0.39117,0.72762,0.06799,1,0.00498,0.08105,11920
66,1,RSC-SUB,4,10,4,40,0.10983,0.77608,5,0.23039,0.60829,5,0.08641,0.53881,0.51968,0.53881,0.063,1,0.00498,0.07455,11920
66,1,RSC-SUB,5,10,4,40,0.66358,0.66358,5,0.00355,0.63058,11,0.01621,0.24721,0.58278,0.61212,0.04992,0,0.27363,0.04856,11920
66,1,RSC-SUB,6,10,4,40,0.19182,0.57294,3,0.0292,0.6715,7,0.19351,0.01442,0.58212,0.48595,0.0469,0,0.05473,0.04603,11920
66,1,RSC-SUB,7,10,4,40,0.46053,0.59044,9,0.27524,0.54224,6,0.44864,0.52976,0.48883,0.52976,0.04061,0,0.03483,0.04257,11920
66,1,RSC-SUB,8,10,4,40,0.14465,0.72936,5,0.21895,0.54134,4,0.00669,0.01723,0.69218,0.64139,0.03451,0,0.03483,0.03655,11920
66,1,RSC-SUB,9,10,4,40,0.46805,0.46805,9,0.18809,0.60862,4,0.25567,0.6169,0.40307,0.6169,0.02629,0,0.20398,0.02871,11920
66,1,RSC-SUB,10,10,4,40,0.1654,0.70455,11,0.31102,0.48517,6,0.74585,0.19686,0.74585,0.51451,0.02537,0,0.56219,0.02207,11920
66,1,RSC-SUB,1,10,5,50,0.07311,0.58603,3,0.42016,0.83911,2,0.03454,0.42587,0.37838,0.70404,0.10487,1,0.00498,0.21218,11900
66,1,RSC-SUB,2,10,5,50,0.27042,0.79683,1,0.29383,0.81115,1,0.26248,0.18663,0.71998,0.78085,0.08013,1,0.00498,0.14583,11900
66,1,RSC-SUB,3,10,5,50,0.36674,0.47181,4,0.42559,0.74609,12,0.32959,0.08942,0.53466,0.84303,0.0678,1,0.00498,0.08105,11900
66,1,RSC-SUB,4,10,5,50,0.16235,0.65971,8,0.33158,0.50665,8,0.18372,0.5157,0.61751,0.5157,0.05803,1,0.00498,0.07455,11900
66,1,RSC-SUB,5,10,5,50,0.51591,0.58544,10,0.1762,0.60988,6,0.16979,0.16552,0.69725,0.58365,0.05092,0,0.27363,0.04856,11900
66,1,RSC-SUB,6,10,5,50,0.13906,0.53838,7,0.08331,0.73589,10,0.29237,0.37102,0.4937,0.56991,0.04526,0,0.05473,0.04603,11900
66,1,RSC-SUB,7,10,5,50,0.43269,0.66834,5,0.07957,0.62825,13,0.56996,0.06728,0.56996,0.6785,0.03909,0,0.03483,0.04257,11900
66,1,RSC-SUB,8,10,5,50,0.87274,0.87274,8,0.04593,0.58081,3,0.32335,0.53478,0.43833,0.53478,0.02952,0,0.03483,0.03655,11900
66,1,RSC-SUB,9,10,5,50,0.63182,0.63182,9,0.10006,0.61994,7,0.10071,0.11904,0.51983,0.7683,0.02708,0,0.20398,0.02871,11900
66,1,RSC-SUB,10,10,5,50,0.02341,0.61614,9,0.39963,0.44228,9,0.16161,0.05769,0.83752,0.68213,0.02404,0,0.56219,0.02207,11900
66,1,RSC-SUB,1,10,6,60,0.05349,0.38765,2,0.16281,0.64385,13,0.21797,0.03239,0.35468,0.46182,0.09781,1,0.00498,0.21218,11880
66,1,RSC-SUB,2,10,6,60,0.09842,0.65043,1,0.31076,0.82949,1,0.3923,0.54758,0.77621,0.54775,0.08721,1,0.00498,0.14583,11880
66,1,RSC-SUB,3,10,6,60,0.177,0.54377,7,0.39409,0.67669,8,0.08405,0.22691,0.33343,0.73257,0.06523,1,0.00498,0.08105,11880
66,1,RSC-SUB,4,10,6,60,0.28141,0.47895,10,0.12695,0.56641,6,0.01499,0.39968,0.48707,0.55995,0.05625,1,0.00498,0.07455,11880
66,1,RSC-SUB,5,10,6,60,0.39565,0.55438,4,0.2004,0.63784,3,0.31874,0.03237,0.48446,0.70475,0.05251,0,0.27363,0.04856,11880
66,1,RSC-SUB,6,10,6,60,0.65565,0.65565,6,0.48374,0.55028,9,0.49745,0.28678,0.49745,0.56555,0.04772,0,0.05473,0.04603,11880
66,1,RSC-SUB,7,10,6,60,0.34527,0.59352,6,0.54146,0.54146,7,0.33811,0.04321,0.59832,0.56739,0.04639,0,0.03483,0.04257,11880
66,1,RSC-SUB,8,10,6,60,0.62277,0.62277,8,0.42428,0.51483,9,0.1269,0.01058,0.6687,0.48053,0.03655,0,0.03483,0.03655,11880
66,1,RSC-SUB,9,10,6,60,0.099,0.42751,7,0.10662,0.55446,5,0.00954,0.17345,0.51248,0.68983,0.02984,0,0.20398,0.02871,11880
66,1,RSC-SUB,10,10,6,60,0.4173,0.56413,9,0.16202,0.548,4,0.47248,0.10068,0.70347,0.44905,0.02455,0,0.56219,0.02207,11880
66,1,RSC-SUB,1,10,7,70,0.1015,0.45482,2,0.08393,0.6063,13,0.19985,0.05553,0.32103,0.68536,0.0989,1,0.00498,0.21218,11860
66,1,RSC-SUB,2,10,7,70,0.1963,0.79517,11,0.33681,0.81011,1,0.11723,0.33553,0.64026,0.71521,0.07742,1,0.00498,0.14583,11860
66,1,RSC-SUB,3,10,7,70,0.36642,0.3807,9,0.31674,0.68391,6,0.1913,0.00071,0.51744,0.80601,0.07493,1,0.00498,0.08105,11860
66,1,RSC-SUB,4,10,7,70,0.00144,0.83412,11,0.36125,0.51159,12,0.29024,0.55559,0.42536,0.69964,0.05975,1,0.00498,0.07455,11860
66,1,RSC-SUB,5,10,7,70,0.42462,0.61937,4,0.17123,0.5195,11,0.08382,0.29217,0.47275,0.5972,0.0526,0,0.27363,0.04856,11860
66,1,RSC-SUB,6,10,7,70,0.12014,0.70195,10,0.36698,0.65048,5,0.08844,0.01299,0.68913,0.46088,0.04937,0,0.05473,0.04603,11860
66,1,RSC-SUB,7,10,7,70,0.35609,0.67048,10,0.24536,0.57079,6,0.06589,0.31504,0.76257,0.46547,0.04469,0,0.03483,0.04257,11860
66,1,RSC-SUB,8,10,7,70,0.38624,0.73145,11,0.4553,0.48093,9,0.09446,0.34013,0.62829,0.49836,0.04054,0,0.03483,0.03655,11860
66,1,RSC-SUB,9,10,7,70,0.32042,0.51755,11,0.07032,0.53822,7,0.23351,0.03632,0.52658,0.54895,0.02831,0,0.20398,0.02871,11860
66,1,RSC-SUB,10,10,7,70,0.43559,0.71705,9,0.51092,0.51092,10,0.75695,0.24487,0.75695,0.45315,0.02583,0,0.56219,0.02207,11860
66,1,RSC-SUB,1,10,8,80,0.25541,0.50036,2,0.05434,0.48821,11,0.16447,0.29916,0.39986,0.73115,0.11108,1,0.00498,0.21218,11840
66,1,RSC-SUB,2,10,8,80,0.24452,0.89972,1,0.03417,0.94299,1,0.46036,0.00113,0.73856,0.68559,0.07213,1,0.00498,0.14583,11840
66,1,RSC-SUB,3,10,8,80,0.10019,0.41991,4,0.04633,0.68675,8,0.08574,0.27769,0.34158,0.82189,0.06402,1,0.00498,0.08105,11840
66,1,RSC-SUB,4,10,8,80,0.52746,0.66328,13,0.14171,0.58992,3,0.14498,0.69662,0.63399,0.69662,0.05801,1,0.00498,0.07455,11840
66,1,RSC-SUB,5,10,8,80,0.32169,0.50127,9,0.15602,0.64541,7,0.29651,0.17914,0.40873,0.68794,0.05343,0,0.27363,0.04856,11840
66,1,RSC-SUB,6,10,8,80,0.23442,0.57523,9,0.53353,0.53353,6,0.28794,0.30713,0.54323,0.73184,0.04817,0,0.05473,0.04603,11840
