method,pair,stat,contrast,n_animals,n_obs,estimate,p,p_within_pair_fdr_pass,ok,reason
collapsed,CA1-V1,mi_sig,expert-naive,10,180,0.04146561315433564,0.037109375,False,True,collapsed
collapsed,CA1-V1,mi_sig,expert-intermediate,10,180,0.03846820637676598,0.009765625,True,True,collapsed
collapsed,CA1-V1,mi_sig,intermediate-naive,10,180,-0.0136525321861377,0.4921875,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,expert-naive,10,180,-0.042848010032116246,0.064453125,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,expert-intermediate,10,180,-0.04778790612512521,0.02734375,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,intermediate-naive,10,180,-0.0017474744624757042,0.845703125,False,True,collapsed
lmm_randslope,CA1-V1,mi_sig,expert-naive,10,180,0.030817619434324855,0.026738663577062702,True,True,
lmm_randslope,CA1-V1,mi_sig,expert-intermediate,10,180,0.03741037913882464,0.0034162213027834577,True,True,
lmm_randslope,CA1-V1,mi_sig,intermediate-naive,10,180,-0.0065927597044997885,0.6239427093645888,False,True,
lmm_randslope,CA1-V1,ifi_weighted,expert-naive,10,180,-0.035364617921002935,0.053669164634943485,False,True,
lmm_randslope,CA1-V1,ifi_weighted,expert-intermediate,10,180,-0.05093417586076717,0.004431037353993179,True,True,
lmm_randslope,CA1-V1,ifi_weighted,intermediate-naive,10,180,0.015569557939764236,0.40388108169490866,False,True,
collapsed,CA1-DG,mi_sig,expert-naive,8,144,0.019091116539295738,0.09096894797535775,False,True,collapsed
collapsed,CA1-DG,mi_sig,expert-intermediate,8,144,-0.015866070024046993,0.7421875,False,True,collapsed
collapsed,CA1-DG,mi_sig,intermediate-naive,8,144,0.04235188594212602,0.109375,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,expert-naive,8,144,0.010602090862791983,0.9453125,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,expert-intermediate,8,144,0.00979107861125136,0.546875,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,intermediate-naive,8,144,-0.001977598982632991,0.9453125,False,True,collapsed
lmm_randslope,CA1-DG,mi_sig,expert-naive,8,144,0.0295001397526112,0.14301380380438397,False,True,
lmm_randslope,CA1-DG,mi_sig,expert-intermediate,8,144,-0.013755549204990048,0.5579612983257113,False,True,
lmm_randslope,CA1-DG,mi_sig,intermediate-naive,8,144,0.04325568895760125,0.08376975593141647,False,True,
lmm_randslope,CA1-DG,ifi_weighted,expert-naive,8,144,-0.002100545029492238,0.9312179027195359,False,True,
lmm_randslope,CA1-DG,ifi_weighted,expert-intermediate,8,144,-0.0022242989524713158,0.9142716666491248,False,True,
lmm_randslope,CA1-DG,ifi_weighted,intermediate-naive,8,144,0.00012375392297907765,0.9956074919054635,False,True,
collapsed,CA1-CA3,mi_sig,expert-naive,6,108,0.02545406483113185,0.4375,False,True,collapsed
collapsed,CA1-CA3,mi_sig,expert-intermediate,6,108,-0.009315869945471955,1.0,False,True,collapsed
collapsed,CA1-CA3,mi_sig,intermediate-naive,6,108,-0.005075763508761738,0.84375,False,True,collapsed
collapsed,CA1-CA3,ifi_weighted,expert-naive,6,108,0.010489320491321398,0.6875,False,True,collapsed
collapsed,CA1-CA3,ifi_weighted,expert-intermediate,6,108,-0.025819193826514198,0.5625,False,True,collapsed
collapsed,CA1-CA3,ifi_weighted,intermediate-naive,6,108,0.04667814676250467,0.5625,False,True,collapsed
lmm_randslope,CA1-CA3,mi_sig,expert-naive,6,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,CA1-CA3,mi_sig,expert-intermediate,6,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,CA1-CA3,mi_sig,intermediate-naive,6,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,CA1-CA3,ifi_weighted,expert-naive,6,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,CA1-CA3,ifi_weighted,expert-intermediate,6,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,CA1-CA3,ifi_weighted,intermediate-naive,6,0,nan,nan,False,False,too_few_animals_for_random_slope
