pair,dims,lag_ms,n_animals,angle_minus_floor,t,p,p_bonf,mean_angle,mean_floor,estimable
V1-RSC,1,-50,9,0.607222222222221,0.06847263931365956,0.9470899036963993,1.0,40.575,39.967777777777776,True
V1-RSC,1,-40,9,2.5744444444444436,0.2721103175322788,0.7924281496916088,1.0,42.54222222222222,39.967777777777776,True
V1-RSC,1,-30,9,-3.0405555555555575,-0.3549599072216971,0.73179566344114,1.0,36.92722222222223,39.967777777777776,True
V1-RSC,1,-20,9,-3.6727777777777786,-0.4593466032988361,0.658209468360065,1.0,36.294999999999995,39.967777777777776,True
V1-RSC,1,-10,9,-15.19222222222222,-2.090372120090346,0.06997756932591984,0.6997756932591983,24.775555555555556,39.967777777777776,True
V1-RSC,1,10,9,-12.384444444444446,-2.444594545129501,0.04027484476173072,0.40274844761730716,27.583333333333336,39.967777777777776,True
V1-RSC,1,20,9,-4.876111111111111,-0.9084150080386453,0.3902038315359244,1.0,35.09166666666667,39.967777777777776,True
V1-RSC,1,30,9,6.1899999999999995,0.7438718920125715,0.4782304653316132,1.0,46.15777777777778,39.967777777777776,True
V1-RSC,1,40,9,7.205555555555555,0.8100213220165439,0.4413544659975118,1.0,47.17333333333333,39.967777777777776,True
V1-RSC,1,50,9,2.5494444444444433,0.28174442596385496,0.7852902934321183,1.0,42.517222222222216,39.967777777777776,True
V1-RSC,1,70,9,5.586111111111111,0.5603680572007395,0.5905714890558754,1.0,45.55388888888889,39.967777777777776,True
V1-RSC,1,100,9,9.297777777777776,0.8520294503262105,0.4189717629272155,1.0,49.26555555555555,39.967777777777776,True
V1-RSC,1,150,9,9.188333333333333,0.9158079474789401,0.38654054344733446,1.0,49.156111111111116,39.967777777777776,True
V1-RSC,1,200,9,11.191666666666666,1.1077423317307844,0.30016400156301337,1.0,51.159444444444446,39.967777777777776,True
V1-RSC,1,250,9,14.950555555555553,1.5272521230497897,0.16521666228964993,1.0,54.91833333333333,39.967777777777776,True
CA1-RSC,3,-250,12,-2.5783333333333327,-0.8858669423453989,0.39464293013611174,1.0,78.01083333333334,80.58916666666667,False
CA1-RSC,3,-200,12,-1.938333333333332,-0.6291066147904418,0.542123440198121,1.0,78.65083333333334,80.58916666666667,False
CA1-RSC,3,-150,12,-4.81125,-2.1679475732615434,0.05296615105966273,0.5296615105966272,75.77791666666667,80.58916666666667,False
CA1-RSC,3,-100,12,-3.7279166666666668,-1.3565554904963626,0.20211041656769302,1.0,76.86125,80.58916666666667,False
CA1-RSC,3,-70,12,-4.746249999999999,-2.4743714711850058,0.030880838744033138,0.3088083874403314,75.84291666666665,80.58916666666667,False
CA1-RSC,3,-50,12,-2.0941666666666676,-0.7194777497790115,0.48685149303199715,1.0,78.495,80.58916666666667,False
CA1-RSC,3,-40,12,-2.682499999999999,-1.0998214647774756,0.2948968908776068,1.0,77.90666666666667,80.58916666666667,False
CA1-RSC,3,-30,12,-2.695833333333333,-1.0807868570223111,0.30291787703277795,1.0,77.89333333333335,80.58916666666667,False
CA1-RSC,3,-20,12,-5.043333333333332,-1.699343243109077,0.11732284567383577,1.0,75.54583333333333,80.58916666666667,False
CA1-RSC,3,-10,12,-7.907083333333332,-2.0793923894418618,0.06176293388869692,0.6176293388869692,72.68208333333334,80.58916666666667,False
CA1-RSC,3,10,12,-12.742083333333332,-2.7862548238581284,0.017704737617387344,0.17704737617387345,67.84708333333333,80.58916666666667,False
CA1-RSC,3,20,12,-4.588333333333333,-1.7289405504817645,0.11174505034622104,1.0,76.00083333333333,80.58916666666667,False
CA1-RSC,3,30,12,-5.695416666666664,-1.6716791866509533,0.12276013735659465,1.0,74.89374999999998,80.58916666666667,False
CA1-RSC,3,40,12,-5.924166666666667,-2.6199711021462844,0.023829857958752827,0.23829857958752826,74.66499999999999,80.58916666666667,False
CA1-RSC,3,50,12,-3.592499999999998,-0.991701107945531,0.3426569988113365,1.0,76.99666666666667,80.58916666666667,False
CA1-RSC,3,70,12,-3.0154166666666655,-0.9473564140714079,0.3638046291193545,1.0,77.57375000000002,80.58916666666667,False
CA1-RSC,3,100,12,-0.3054166666666669,-0.12263159914698502,0.9046106496870636,1.0,80.28375000000001,80.58916666666667,False
CA1-RSC,3,150,12,-3.9704166666666656,-1.6299722231452558,0.13138157956351998,1.0,76.61875,80.58916666666667,False
CA1-RSC,3,200,12,-2.1195833333333325,-0.6288269245242502,0.5422999194536147,1.0,78.46958333333333,80.58916666666667,False
CA1-RSC,3,250,12,1.9766666666666666,0.7904269800775011,0.4459849329504023,1.0,82.56583333333333,80.58916666666667,False
CA1-CA3,3,-250,9,-1.5266666666666664,-0.1997311332351969,0.8466743235155347,1.0,71.48166666666665,73.00833333333333,False
CA1-CA3,3,-200,9,2.354999999999999,0.44614554148482166,0.6673204617608595,1.0,75.36333333333333,73.00833333333333,False
CA1-CA3,3,-150,9,-2.133888888888889,-0.35576781861386736,0.7312133485789402,1.0,70.87444444444444,73.00833333333333,False
CA1-CA3,3,-100,9,-0.3355555555555555,-0.06849465359207846,0.9470729227405368,1.0,72.67277777777778,73.00833333333333,False
CA1-CA3,3,-70,9,-2.011111111111113,-0.3490682336939601,0.7360477509992848,1.0,70.9972222222222,73.00833333333333,False
CA1-CA3,3,-50,9,-2.108333333333332,-0.2939317223880549,0.7762917501735451,1.0,70.9,73.00833333333333,False
CA1-CA3,3,-40,9,2.3633333333333333,0.65959595892723,0.528040658639822,1.0,75.37166666666667,73.00833333333333,False
CA1-CA3,3,-30,9,-5.694444444444445,-0.9242726012287926,0.38237711285765386,1.0,67.3138888888889,73.00833333333333,False
CA1-CA3,3,-20,9,-4.183888888888889,-0.5863069454942262,0.5738355259674487,1.0,68.82444444444445,73.00833333333333,False
CA1-CA3,3,-10,9,-19.452777777777776,-3.543066131183597,0.007585820083668081,0.07585820083668081,53.55555555555556,73.00833333333333,False
CA1-CA3,3,10,9,-18.878888888888888,-2.7030017716568606,0.02694848512769875,0.2694848512769875,54.129444444444445,73.00833333333333,False
CA1-CA3,3,20,9,-12.99,-2.2350785137532108,0.05585268687028765,0.5585268687028765,60.01833333333334,73.00833333333333,False
CA1-CA3,3,30,9,-5.617222222222224,-0.9606433373227743,0.36486274850956696,1.0,67.3911111111111,73.00833333333333,False
CA1-CA3,3,40,9,-3.3105555555555575,-0.5465256872569713,0.5996117540832675,1.0,69.69777777777777,73.00833333333333,False
CA1-CA3,3,50,9,-4.30777777777778,-0.7858757118490997,0.4545848947934539,1.0,68.70055555555555,73.00833333333333,False
CA1-CA3,3,70,9,-2.7500000000000004,-0.7869436408905439,0.4539941207846093,1.0,70.25833333333333,73.00833333333333,False
CA1-CA3,3,100,9,3.357777777777776,0.577639176686732,0.5793980726388814,1.0,76.36611111111111,73.00833333333333,False
CA1-CA3,3,150,9,-0.3805555555555544,-0.0513232617412452,0.9603262833272384,1.0,72.6277777777778,73.00833333333333,False
CA1-CA3,3,200,9,4.2444444444444445,0.7638670528701594,0.466875116128737,1.0,77.25277777777778,73.00833333333333,False
CA1-CA3,3,250,9,2.569444444444444,0.5189661679183951,0.6178311017089586,1.0,75.57777777777778,73.00833333333333,False
CA1-DG,3,-250,11,0.1600000000000011,0.0430750287383634,0.9664896892223318,1.0,77.28636363636363,77.12636363636364,False
CA1-DG,3,-200,11,5.869545454545453,1.6741068975695177,0.12505155923126585,1.0,82.9959090909091,77.12636363636364,False
CA1-DG,3,-150,11,-0.43636363636363545,-0.09685870017560341,0.9247523442682783,1.0,76.69,77.12636363636364,False
CA1-DG,3,-100,11,0.820909090909091,0.21298146119173186,0.8356205364875834,1.0,77.94727272727273,77.12636363636364,False
CA1-DG,3,-70,11,1.985909090909093,0.5157256067449275,0.6172551768546691,1.0,79.11227272727272,77.12636363636364,False
CA1-DG,3,-50,11,0.3472727272727273,0.06784544004340862,0.9472460567464942,1.0,77.47363636363636,77.12636363636364,False
CA1-DG,3,-40,11,-3.825454545454544,-0.8360538595353734,0.4226519006697088,1.0,73.3009090909091,77.12636363636364,False
CA1-DG,3,-30,11,-8.748181818181818,-1.8732318462173332,0.09052579350085299,0.9052579350085299,68.37818181818182,77.12636363636364,False
CA1-DG,3,-20,11,-3.968181818181816,-0.9169454392256138,0.38075358866954756,1.0,73.15818181818182,77.12636363636364,False
CA1-DG,3,-10,11,-17.46636363636364,-3.867386855532121,0.0031224279433730785,0.031224279433730785,59.66,77.12636363636364,False
CA1-DG,3,10,11,-5.735454545454545,-1.5938077237430408,0.1420633880718246,1.0,71.39090909090909,77.12636363636364,False
CA1-DG,3,20,11,0.016818181818182187,0.005079107835447151,0.9960473718103154,1.0,77.14318181818183,77.12636363636364,False
CA1-DG,3,30,11,-4.713636363636362,-1.9160597349677926,0.0843564152623021,0.843564152623021,72.41272727272727,77.12636363636364,False
CA1-DG,3,40,11,2.244090909090909,0.806960759455715,0.4384604692872637,1.0,79.37045454545455,77.12636363636364,False
CA1-DG,3,50,11,3.8700000000000006,0.9854198229361845,0.34765958178327205,1.0,80.99636363636364,77.12636363636364,False
CA1-DG,3,70,11,1.2754545454545452,0.2939128714075148,0.774834395469962,1.0,78.40181818181819,77.12636363636364,False
