animal,learner,pair,bin,trial_lo,trial_hi,n_bins,cc1,n_sig,mi_sig,ifi,optimal_lag,gini_x,gini_y
71,0,CA1-SUB,2,6,10,8000,0.4131,5,0.2638,-0.0022,0,0.3558,0.1582
71,0,CA1-SUB,3,11,15,8000,0.3386,8,0.5332,0.0068,0,0.2251,0.1674
71,0,CA1-SUB,4,16,20,8000,0.0915,9,0.733,-0.0104,0,0.2528,0.1642
71,0,CA1-SUB,5,21,25,8000,-0.196,5,0.1848,0.0032,0,0.1996,0.1565
71,0,CA1-SUB,6,26,30,8000,0.0369,6,0.0731,0.037,0,0.2131,0.1588
71,0,RSC-SUB,1,1,5,8000,0.275,10,0.5732,-0.0472,0,0.5131,0.186
71,0,RSC-SUB,2,6,10,8000,-0.0369,8,0.9687,-0.0041,0,0.4963,0.1542
71,0,RSC-SUB,3,11,15,8000,0.0313,13,0.4598,0.0064,0,0.4651,0.1613
71,0,RSC-SUB,4,16,20,8000,-0.1521,12,0.3265,-0.0339,0,0.469,0.1513
71,0,RSC-SUB,5,21,25,8000,0.3015,12,0.5681,-0.0151,0,0.4183,0.1293
71,0,RSC-SUB,6,26,30,8000,0.0423,8,0.1909,-0.0024,0,0.407,0.1496
71,0,V1-RSC,1,1,5,8000,-0.2359,10,0.9968,0.0332,0,0.3081,0.5101
71,0,V1-RSC,2,6,10,8000,0.6265,8,0.8988,0.0165,0,0.2965,0.4971
71,0,V1-RSC,3,11,15,8000,0.0338,11,0.3801,0.0625,0,0.29,0.4626
71,0,V1-RSC,4,16,20,8000,0.456,11,0.4512,0.0562,0,0.2888,0.4644
71,0,V1-RSC,5,21,25,8000,0.2665,4,0.231,0.0383,0,0.2671,0.415
71,0,V1-RSC,6,26,30,8000,0.4092,5,0.1755,0.0659,0,0.2806,0.4008
73,1,CA1-RSC,1,1,5,8000,0.1558,1,0.0123,0.0247,0,0.5481,0.445
73,1,CA1-RSC,2,6,10,8000,0.0968,0,0.0,0.0799,2,0.3366,0.4334
73,1,CA1-RSC,3,11,15,8000,0.1332,0,0.0,0.0937,0,0.6004,0.4379
73,1,CA1-RSC,4,16,20,8000,-0.1303,9,0.1526,0.0317,2,0.279,0.437
73,1,CA1-RSC,5,21,25,8000,0.0707,0,0.0,0.0909,2,0.3544,0.3785
73,1,CA1-RSC,6,26,30,8000,-0.0437,12,0.2311,0.1091,0,0.5922,0.3795
73,1,CA1-DG,1,1,5,8000,0.4413,7,0.4809,-0.0177,0,0.536,0.3548
73,1,CA1-DG,2,6,10,8000,0.2798,2,0.0843,-0.1039,-5,0.3423,0.3981
73,1,CA1-DG,3,11,15,8000,0.1726,0,0.0,0.0486,0,0.8052,0.3152
73,1,CA1-DG,4,16,20,8000,0.2551,8,0.1868,-0.0486,0,0.2872,0.253
73,1,CA1-DG,5,21,25,8000,0.1599,0,0.0,-0.0547,0,0.3545,0.258
73,1,CA1-DG,6,26,30,8000,-0.0448,13,0.2733,0.0331,0,0.6443,0.2248
73,1,CA1-V1,1,1,5,8000,0.2923,9,0.5272,0.0245,0,0.5561,0.3513
73,1,CA1-V1,2,6,10,8000,0.0278,1,0.0111,0.0093,3,0.3084,0.3664
73,1,CA1-V1,3,11,15,8000,0.0307,0,0.0,0.0828,0,0.8234,0.2457
73,1,CA1-V1,4,16,20,8000,-0.0023,1,0.0129,0.0513,2,0.2904,0.2528
73,1,CA1-V1,5,21,25,8000,0.0223,0,0.0,-0.0412,-2,0.3655,0.2768
73,1,CA1-V1,6,26,30,8000,-0.0115,0,0.0,0.0285,5,0.5614,0.1819
73,1,CA1-SUB,1,1,5,8000,0.1091,13,0.5654,-0.0056,0,0.5548,0.1469
73,1,CA1-SUB,2,6,10,8000,0.3056,3,0.0905,0.0066,0,0.3422,0.0994
73,1,CA1-SUB,3,11,15,8000,0.1444,0,0.0,0.0251,0,0.8055,0.098
73,1,CA1-SUB,4,16,20,8000,-0.1604,6,0.1261,-0.0427,0,0.2872,0.0979
73,1,CA1-SUB,5,21,25,8000,0.135,1,0.0092,-0.016,0,0.3541,0.0941
73,1,CA1-SUB,6,26,30,8000,0.26,17,0.404,-0.0174,0,0.6444,0.0916
73,1,RSC-SUB,1,1,5,8000,0.1187,0,0.0,-0.0017,0,0.445,0.1337
73,1,RSC-SUB,2,6,10,8000,0.1753,1,0.0156,0.0049,0,0.4321,0.1012
73,1,RSC-SUB,3,11,15,8000,0.1089,0,0.0,-0.0073,0,0.4334,0.0961
73,1,RSC-SUB,4,16,20,8000,0.313,8,0.1745,-0.0216,0,0.4377,0.1045
73,1,RSC-SUB,5,21,25,8000,0.1273,0,0.0,-0.0084,0,0.3773,0.0959
73,1,RSC-SUB,6,26,30,8000,0.2211,1,0.0251,-0.016,0,0.3844,0.0883
73,1,V1-RSC,1,1,5,8000,0.0982,0,0.0,0.0309,2,0.3666,0.4515
73,1,V1-RSC,2,6,10,8000,0.1052,0,0.0,0.0385,2,0.35,0.4375
73,1,V1-RSC,3,11,15,8000,0.1011,0,0.0,0.04,0,0.2455,0.447
73,1,V1-RSC,4,16,20,8000,0.064,0,0.0,0.0201,4,0.2512,0.4419
73,1,V1-RSC,5,21,25,8000,0.1859,2,0.0346,0.0271,0,0.8743,0.3872
73,1,V1-RSC,6,26,30,8000,0.1552,1,0.0122,0.0282,0,0.1828,0.3806
75,1,CA1-RSC,1,1,5,8000,0.6937,12,1.0698,0.0492,1,0.2988,0.5907
75,1,CA1-RSC,2,6,10,8000,0.0818,5,0.4409,0.0475,0,0.2253,0.5885
75,1,CA1-RSC,3,11,15,8000,0.4664,6,0.381,0.0886,0,0.374,0.5436
75,1,CA1-RSC,4,16,20,8000,-0.1178,1,0.0378,-0.0209,-3,0.2425,0.5493
75,1,CA1-RSC,5,21,25,8000,0.6226,11,1.0772,0.0299,3,0.4437,0.5402
75,1,CA1-RSC,6,26,30,8000,0.0959,0,0.0,0.0237,0,0.258,0.4931
75,1,CA1-DG,1,1,5,8000,0.8026,2,0.5797,-0.272,-4,0.2975,0.4842
75,1,CA1-DG,2,6,10,8000,0.4673,5,0.3318,-0.032,0,0.2265,0.4676
75,1,CA1-DG,3,11,15,8000,0.2329,0,0.0,0.1621,5,0.3735,0.4841
75,1,CA1-DG,4,16,20,8000,0.2824,2,0.0664,-0.0461,-1,0.2442,0.5084
75,1,CA1-DG,5,21,25,8000,0.0657,1,0.0332,0.0364,0,0.442,0.4855
75,1,CA1-DG,6,26,30,8000,0.2486,4,0.139,0.0187,0,0.2573,0.4645
75,1,CA1-V1,1,1,5,8000,0.5542,5,0.2769,-0.0462,-3,0.2969,0.2788
75,1,CA1-V1,2,6,10,8000,0.218,13,0.6344,0.0278,4,0.2255,0.2522
75,1,CA1-V1,3,11,15,8000,-0.1348,3,0.0765,-0.0129,-3,0.373,0.2531
75,1,CA1-V1,4,16,20,8000,0.0697,0,0.0,0.0979,4,0.244,0.2286
75,1,CA1-V1,5,21,25,8000,0.113,3,0.0499,0.022,4,0.4419,0.2527
75,1,CA1-V1,6,26,30,8000,0.2034,1,0.0211,0.0302,2,0.2574,0.2535
75,1,CA1-SUB,1,1,5,8000,0.1866,11,0.6512,-0.0705,-3,0.2968,0.1239
75,1,CA1-SUB,2,6,10,8000,0.3318,9,0.3575,-0.0217,0,0.2253,0.1128
75,1,CA1-SUB,3,11,15,8000,0.1533,9,0.2122,-0.0098,0,0.3731,0.1228
75,1,CA1-SUB,4,16,20,8000,-0.0394,1,0.0086,0.0292,0,0.2438,0.1474
75,1,CA1-SUB,5,21,25,8000,0.122,8,0.3389,-0.0131,0,0.442,0.1207
75,1,CA1-SUB,6,26,30,8000,0.0379,3,0.0411,-0.0293,0,0.2571,0.131
75,1,RSC-SUB,1,1,5,8000,0.6996,7,0.5147,-0.0526,0,0.5906,0.119
75,1,RSC-SUB,2,6,10,8000,0.3026,7,0.4627,-0.0056,0,0.5942,0.0922
75,1,RSC-SUB,3,11,15,8000,0.5346,7,0.5063,0.0133,0,0.5433,0.1036
75,1,RSC-SUB,4,16,20,8000,0.2675,4,0.1943,0.0016,0,0.5505,0.1387
75,1,RSC-SUB,5,21,25,8000,0.6677,6,1.6257,-0.0214,0,0.5432,0.1056
75,1,RSC-SUB,6,26,30,8000,0.1451,4,0.1032,-0.0165,0,0.4983,0.1288
75,1,V1-RSC,1,1,5,8000,0.5764,8,0.6473,0.0128,0,0.2754,0.5867
75,1,V1-RSC,2,6,10,8000,0.5322,11,1.278,-0.0002,0,0.255,0.5873
75,1,V1-RSC,3,11,15,8000,0.0113,5,0.4344,-0.0598,-1,0.2465,0.5458
75,1,V1-RSC,4,16,20,8000,0.2656,1,0.042,0.0002,0,0.2245,0.5495
75,1,V1-RSC,5,21,25,8000,-0.7527,8,1.1767,0.022,0,0.2503,0.5414
75,1,V1-RSC,6,26,30,8000,0.3249,1,0.0558,0.0199,0,0.2478,0.4939
77,1,CA1-RSC,1,1,5,8000,0.062,0,0.0,-0.0003,0,0.1506,0.4924
77,1,CA1-RSC,2,6,10,8000,0.286,7,0.1881,-0.0261,-2,0.2196,0.4982
77,1,CA1-RSC,3,11,15,8000,0.3493,5,0.1557,-0.0097,0,0.2296,0.4634
77,1,CA1-RSC,4,16,20,8000,0.269,5,0.1224,0.0321,0,0.185,0.4636
77,1,CA1-RSC,5,21,25,8000,0.2678,7,0.1525,0.0335,3,0.1851,0.4334
77,1,CA1-RSC,6,26,30,8000,0.0753,0,0.0,0.0423,2,0.1478,0.4204
77,1,CA1-DG,1,1,5,8000,-0.0432,2,0.0257,-0.0341,0,0.256,0.6328
77,1,CA1-DG,2,6,10,8000,-0.0242,2,0.0878,-0.0867,0,0.3454,0.7772
77,1,CA1-DG,3,11,15,8000,-0.155,1,0.0183,-0.1174,-5,0.3069,0.4752
77,1,CA1-DG,4,16,20,8000,0.2372,3,0.0714,-0.1047,-5,0.214,0.3868
77,1,CA1-DG,5,21,25,8000,-0.3449,0,0.0,-0.0117,-5,0.2287,0.3224
77,1,CA1-DG,6,26,30,8000,0.0383,0,0.0,0.0178,1,0.2377,0.2089
77,1,CA1-V1,1,1,5,8000,0.0723,4,0.0382,-0.024,-3,0.1556,0.1857
77,1,CA1-V1,2,6,10,8000,-0.1416,2,0.1374,0.0222,0,0.2186,0.1153
77,1,CA1-V1,3,11,15,8000,-0.1828,6,0.1238,-0.0241,-4,0.2413,0.1221
77,1,CA1-V1,4,16,20,8000,-0.0382,4,0.0693,-0.013,0,0.1886,0.0772
77,1,CA1-V1,5,21,25,8000,-0.3895,3,0.2357,-0.004,2,0.1826,0.0636
77,1,CA1-V1,6,26,30,8000,0.0102,0,0.0,0.0033,0,0.1446,0.0868
77,1,CA1-SUB,1,1,5,8000,-0.1887,1,0.0261,0.0136,-2,0.1903,0.3229
77,1,CA1-SUB,2,6,10,8000,0.1727,4,0.0718,-0.1193,-4,0.2759,0.1498
77,1,CA1-SUB,3,11,15,8000,-0.0075,0,0.0,0.0675,-2,0.2214,0.1761
77,1,CA1-SUB,4,16,20,8000,0.0042,0,0.0,-0.0396,0,0.184,0.0712
77,1,CA1-SUB,5,21,25,8000,0.1843,5,0.0938,0.0587,0,0.2693,0.0762
77,1,CA1-SUB,6,26,30,8000,-0.0028,0,0.0,0.0321,4,0.1696,0.085
77,1,RSC-SUB,1,1,5,8000,0.0736,0,0.0,0.041,4,0.4974,0.32
77,1,RSC-SUB,2,6,10,8000,0.0336,0,0.0,-0.0081,4,0.4753,0.1497
77,1,RSC-SUB,3,11,15,8000,0.0506,0,0.0,-0.0225,-2,0.4623,0.1752
77,1,RSC-SUB,4,16,20,8000,0.0508,0,0.0,0.0007,-1,0.4568,0.0707
77,1,RSC-SUB,5,21,25,8000,0.0488,0,0.0,0.0886,0,0.4393,0.0768
77,1,RSC-SUB,6,26,30,8000,0.0802,0,0.0,0.0369,0,0.4321,0.0842
77,1,V1-RSC,1,1,5,8000,0.1941,0,0.0,0.0159,5,0.1579,0.4885
77,1,V1-RSC,2,6,10,8000,0.4325,6,0.3153,0.0166,4,0.1061,0.4903
77,1,V1-RSC,3,11,15,8000,0.4442,1,0.1099,0.0053,0,0.0795,0.4628
77,1,V1-RSC,4,16,20,8000,0.4493,2,0.1522,-0.0028,4,0.1077,0.4557
77,1,V1-RSC,5,21,25,8000,0.0478,1,0.0444,0.0143,5,0.0531,0.4276
77,1,V1-RSC,6,26,30,8000,0.2627,1,0.0358,-0.005,0,0.0744,0.4125
98,0,CA1-RSC,1,1,5,8000,0.1062,0,0.0,0.091,1,0.3361,0.2225
98,0,CA1-RSC,2,6,10,8000,0.1019,0,0.0,0.0631,1,0.293,0.1753
98,0,CA1-RSC,3,11,15,8000,0.1329,0,0.0,0.0467,2,0.4904,0.2147
98,0,CA1-RSC,4,16,20,8000,0.3402,15,0.338,0.0388,2,0.2217,0.1971
98,0,CA1-RSC,5,21,25,8000,0.0879,0,0.0,0.0467,2,0.1392,0.1759
98,0,CA1-RSC,6,26,30,8000,0.1369,0,0.0,0.0534,1,0.3004,0.2019
98,0,CA1-CA3,1,1,5,8000,0.3265,4,0.2009,-0.019,0,0.4599,0.9583
98,0,CA1-CA3,2,6,10,8000,0.4421,2,0.1414,0.0125,0,0.392,0.0561
98,0,CA1-CA3,3,11,15,8000,0.4519,2,0.1415,0.01,0,0.4759,0.126
98,0,CA1-CA3,4,16,20,8000,0.3887,2,0.0978,0.0287,0,0.4311,0.0221
98,0,CA1-CA3,5,21,25,8000,0.4244,3,0.1214,-0.0017,0,0.306,0.0541
98,0,CA1-CA3,6,26,30,8000,0.4171,2,0.1166,0.0266,0,0.3159,0.0159
100,0,CA1-RSC,1,1,5,8000,0.3343,12,0.7808,0.0178,0,0.3964,0.4517
100,0,CA1-RSC,2,6,10,8000,-0.0203,0,0.0,-0.0079,-3,0.3707,0.4129
100,0,CA1-RSC,3,11,15,8000,0.0027,0,0.0,0.0019,4,0.3483,0.4011
100,0,CA1-RSC,4,16,20,8000,0.0358,0,0.0,-0.0002,3,0.3474,0.3915
100,0,CA1-RSC,5,21,25,8000,-0.0284,3,0.0474,0.0078,0,0.3479,0.3368
100,0,CA1-RSC,6,26,30,8000,0.0436,14,0.2662,-0.005,0,0.3546,0.3601
100,0,CA1-DG,1,1,5,8000,0.4668,8,0.2935,-0.0531,0,0.398,0.4277
100,0,CA1-DG,2,6,10,8000,0.4519,2,0.1376,-0.0339,0,0.367,0.4194
100,0,CA1-DG,3,11,15,8000,0.4069,2,0.1161,-0.0164,0,0.3482,0.4146
100,0,CA1-DG,4,16,20,8000,0.1466,3,0.0716,-0.0039,0,0.3409,0.43
100,0,CA1-DG,5,21,25,8000,0.3944,2,0.1054,-0.0328,0,0.3508,0.3985
100,0,CA1-DG,6,26,30,8000,0.4373,2,0.1328,-0.0178,0,0.3542,0.3938
100,0,CA1-V1,1,1,5,8000,0.5249,10,0.5295,-0.0254,0,0.3959,0.3785
100,0,CA1-V1,2,6,10,8000,0.2067,1,0.0218,-0.0225,0,0.363,0.3714
100,0,CA1-V1,3,11,15,8000,0.1284,1,0.0147,-0.0703,0,0.3452,0.3196
100,0,CA1-V1,4,16,20,8000,0.2216,1,0.0252,-0.0202,0,0.3461,0.3145
100,0,CA1-V1,5,21,25,8000,0.2142,2,0.0444,-0.0137,0,0.3479,0.3032
100,0,CA1-V1,6,26,30,8000,0.3588,8,0.2278,-0.0135,0,0.3524,0.3224
100,0,CA1-SUB,1,1,5,8000,0.1458,9,0.3949,-0.0172,0,0.3984,0.3722
100,0,CA1-SUB,2,6,10,8000,0.0881,0,0.0,-0.0083,0,0.3696,0.3744
100,0,CA1-SUB,3,11,15,8000,0.0817,0,0.0,-0.0081,0,0.3472,0.3605
100,0,CA1-SUB,4,16,20,8000,0.1662,1,0.014,0.0033,0,0.347,0.3274
100,0,CA1-SUB,5,21,25,8000,0.0183,3,0.0335,0.0259,0,0.3499,0.3342
100,0,CA1-SUB,6,26,30,8000,0.236,12,0.2421,-0.0321,-1,0.3536,0.3291
100,0,RSC-SUB,1,1,5,8000,0.6145,9,0.5068,0.0187,0,0.4522,0.3722
100,0,RSC-SUB,2,6,10,8000,0.1156,0,0.0,0.0235,0,0.4123,0.3734
100,0,RSC-SUB,3,11,15,8000,0.2786,5,0.0938,0.0167,0,0.4007,0.3597
100,0,RSC-SUB,4,16,20,8000,0.2799,12,0.1975,-0.0021,0,0.3913,0.3283
100,0,RSC-SUB,5,21,25,8000,0.2373,5,0.0792,0.0086,0,0.337,0.3329
100,0,RSC-SUB,6,26,30,8000,0.3999,10,0.4593,-0.0086,0,0.3602,0.332
100,0,V1-RSC,1,1,5,8000,0.6679,5,0.6798,0.0422,0,0.3732,0.4406
100,0,V1-RSC,2,6,10,8000,0.3008,2,0.0908,-0.0014,0,0.3635,0.4044
100,0,V1-RSC,3,11,15,8000,0.3594,4,0.2623,0.0151,0,0.3174,0.396
100,0,V1-RSC,4,16,20,8000,0.3565,2,0.1642,0.0005,0,0.3123,0.3826
100,0,V1-RSC,5,21,25,8000,0.22,3,0.1206,0.0274,0,0.2978,0.3243
100,0,V1-RSC,6,26,30,8000,-0.2227,5,0.3686,0.0242,0,0.3185,0.3514
