animal,learner,pair,scope,n_bins,cc_kcca,cc_linear,n_sig,mi_sig,ifi,optimal_lag,gini_x,gini_y
61,1,V1-RSC,session,900,0.2382,0.1514,3,0.0723,-0.2051,0,0.37,0.2932
61,1,V1-RSC,naive,900,0.2512,0.2017,2,0.0427,0.2543,0,0.366,0.3074
61,1,V1-RSC,intermediate,900,0.3426,0.2833,3,0.0918,0.0862,0,0.3261,0.3087
61,1,V1-RSC,expert,900,0.2135,0.3228,3,0.0715,-0.0241,1,0.3776,0.2981
63,1,CA1-RSC,session,900,0.0979,0.0871,1,0.0048,0.3824,5,0.2154,0.2379
63,1,CA1-RSC,naive,900,0.1708,0.1436,1,0.0148,0.1739,0,0.3192,0.3123
63,1,CA1-RSC,intermediate,900,0.0296,-0.0012,0,0.0,0.162,3,0.4244,0.3107
63,1,CA1-RSC,expert,900,0.1018,0.0591,0,0.0,0.3432,2,0.3668,0.2929
66,1,CA1-RSC,session,900,0.048,0.022,0,0.0,-0.0863,-1,0.3517,0.2954
66,1,CA1-RSC,naive,900,-0.0123,0.1138,0,0.0,-0.5585,-5,0.4249,0.3043
66,1,CA1-RSC,intermediate,900,0.2737,0.087,2,0.0436,0.5624,8,0.3538,0.3172
66,1,CA1-RSC,expert,900,0.0404,0.1076,0,0.0,0.0808,-1,0.4033,0.3844
66,1,CA1-DG,session,900,0.1949,0.0894,2,0.0428,0.1001,0,0.3794,0.3843
66,1,CA1-DG,naive,900,0.338,0.2453,2,0.0728,-0.0732,0,0.3473,0.3522
66,1,CA1-DG,intermediate,900,0.3028,0.2739,2,0.0623,-0.0037,0,0.3706,0.3726
66,1,CA1-DG,expert,900,0.2969,0.2963,3,0.0696,0.0262,0,0.3921,0.3887
66,1,CA1-V1,session,900,0.0979,-0.0368,1,0.0048,0.103,0,0.3073,0.1804
66,1,CA1-V1,naive,900,0.0102,0.1148,0,0.0,-0.009,-8,0.4282,0.2119
66,1,CA1-V1,intermediate,900,0.0093,0.0256,0,0.0,-0.1176,-2,0.3135,0.1813
66,1,CA1-V1,expert,900,0.0677,0.0943,0,0.0,0.3579,7,0.3854,0.2998
66,1,CA1-SUB,session,900,0.0412,0.0586,0,0.0,0.2987,1,0.3321,0.2458
66,1,CA1-SUB,naive,900,0.0981,0.0348,2,0.0128,-0.4309,0,0.4422,0.2623
66,1,CA1-SUB,intermediate,900,0.086,-0.0714,1,0.0103,0.3141,6,0.3557,0.2795
66,1,CA1-SUB,expert,900,0.0352,-0.0059,0,0.0,-0.0557,0,0.3004,0.3405
66,1,RSC-SUB,session,900,-0.0428,-0.1103,0,0.0,-0.335,-3,0.2543,0.2368
66,1,RSC-SUB,naive,900,0.0918,0.0779,1,0.0042,-0.2631,-6,0.2091,0.2093
66,1,RSC-SUB,intermediate,900,0.1388,0.1317,1,0.0097,0.4112,0,0.2754,0.1746
66,1,RSC-SUB,expert,900,0.0619,0.2484,0,0.0,-0.2649,-3,0.3574,0.2383
66,1,V1-RSC,session,900,0.0817,0.0432,0,0.0,-0.147,0,0.2012,0.2298
66,1,V1-RSC,naive,900,0.2047,0.0699,1,0.0214,0.4843,0,0.2996,0.3228
66,1,V1-RSC,intermediate,900,0.0405,0.1341,0,0.0,-0.2183,0,0.1519,0.2229
66,1,V1-RSC,expert,900,0.1008,-0.0538,0,0.0,-0.3509,-7,0.2454,0.2756
68,1,CA1-RSC,session,900,-0.0345,-0.0565,0,0.0,-0.0035,2,0.2384,0.298
68,1,CA1-RSC,naive,900,0.0244,-0.0151,0,0.0,0.1767,-3,0.239,0.2824
68,1,CA1-RSC,intermediate,900,0.0283,0.0194,0,0.0,0.152,5,0.3057,0.278
68,1,CA1-RSC,expert,900,0.0224,0.173,0,0.0,-0.0237,-6,0.3309,0.1907
68,1,CA1-CA3,session,900,0.4055,0.4303,2,0.1116,-0.1747,0,0.4319,0.4787
68,1,CA1-CA3,naive,900,0.4238,0.4741,2,0.1046,-0.0275,0,0.3577,0.4697
68,1,CA1-CA3,intermediate,900,0.4631,0.4101,2,0.1453,-0.493,0,0.4035,0.394
68,1,CA1-CA3,expert,900,0.4114,0.4457,1,0.0927,0.0717,0,0.3276,0.4033
68,1,CA1-DG,session,900,0.3595,0.3883,2,0.0791,-0.1216,0,0.3272,0.4533
68,1,CA1-DG,naive,900,0.2463,0.2319,2,0.047,0.0721,0,0.3334,0.2376
68,1,CA1-DG,intermediate,900,0.1855,0.1532,3,0.0325,-0.0803,0,0.2943,0.3157
68,1,CA1-DG,expert,900,0.3197,0.3143,1,0.0539,0.3295,0,0.3813,0.4429
68,1,CA3-DG,session,900,0.3192,0.3157,3,0.0836,0.5102,0,0.3369,0.2918
68,1,CA3-DG,naive,900,0.283,0.2923,2,0.0472,0.663,0,0.53,0.2627
68,1,CA3-DG,intermediate,900,0.3886,0.3604,3,0.1217,-0.1448,0,0.3468,0.3783
68,1,CA3-DG,expert,900,0.4285,0.4003,2,0.119,-0.4791,0,0.4591,0.3771
70,0,CA1-RSC,session,900,0.1495,0.015,1,0.0113,-0.1976,-5,0.3136,0.2971
70,0,CA1-DG,session,900,0.0934,0.0778,0,0.0,-0.8885,-1,0.3206,0.5412
70,0,CA1-V1,session,900,0.059,-0.0021,0,0.0,0.3902,5,0.3716,0.311
70,0,CA1-SUB,session,900,-0.0075,-0.0039,1,0.0026,-0.055,5,0.3126,0.5563
70,0,RSC-SUB,session,900,0.1322,0.1311,3,0.0163,0.142,4,0.2732,0.5492
70,0,V1-RSC,session,900,0.1806,0.0406,1,0.0166,-0.1731,0,0.3144,0.2822
71,0,CA1-RSC,session,900,-0.0225,0.0078,0,0.0,0.0748,-1,0.2297,0.2692
71,0,CA1-CA3,session,900,0.1997,0.201,1,0.0203,-0.141,0,0.28,0.3246
71,0,CA1-DG,session,900,0.0365,0.0315,0,0.0,0.6714,6,0.2975,0.313
71,0,CA1-V1,session,900,-0.0261,-0.0373,0,0.0,0.1321,1,0.2576,0.3123
71,0,CA3-DG,session,900,0.4096,0.4074,3,0.1537,0.125,0,0.3849,0.4085
71,0,CA1-SUB,session,900,-0.0109,-0.0183,0,0.0,0.038,0,0.2443,0.2189
71,0,RSC-SUB,session,900,-0.0087,-0.0072,0,0.0,0.1691,8,0.283,0.231
71,0,V1-RSC,session,900,0.1032,0.0411,3,0.0172,-0.0933,0,0.3106,0.2848
73,1,CA1-RSC,session,900,-0.0262,-0.1185,1,0.0052,1.0,3,0.3087,0.3131
73,1,CA1-RSC,naive,900,-0.0103,-0.032,0,0.0,-0.0411,-5,0.5188,0.4203
73,1,CA1-RSC,intermediate,900,-0.0282,0.1699,0,0.0,-0.014,-6,0.3687,0.3319
73,1,CA1-RSC,expert,900,0.0846,-0.1329,0,0.0,-0.1756,-4,0.3695,0.418
73,1,CA1-DG,session,900,0.0094,0.0697,0,0.0,-0.1615,-2,0.2445,0.2447
73,1,CA1-DG,naive,900,0.0683,0.0015,0,0.0,-0.1548,-7,0.5048,0.4659
73,1,CA1-DG,intermediate,900,0.1009,0.0179,1,0.0051,-0.2817,-8,0.3915,0.3735
73,1,CA1-DG,expert,900,0.0224,0.0757,1,0.0101,-0.2412,-2,0.3921,0.2858
73,1,CA1-V1,session,900,0.124,0.0689,1,0.0077,0.0048,0,0.3043,0.2616
73,1,CA1-V1,naive,900,0.0089,-0.0059,0,0.0,-0.433,-7,0.3961,0.3661
73,1,CA1-V1,intermediate,900,0.1276,0.0405,1,0.0082,0.0419,-2,0.3605,0.3284
73,1,CA1-V1,expert,900,0.0334,0.057,0,0.0,-0.2147,-1,0.3264,0.3243
73,1,CA1-SUB,session,900,0.0492,-0.1486,0,0.0,-0.6539,0,0.3184,0.2694
73,1,CA1-SUB,naive,900,0.0425,0.0304,0,0.0,0.8706,5,0.5241,0.2863
73,1,CA1-SUB,intermediate,900,0.03,0.078,0,0.0,0.1429,0,0.3737,0.2948
73,1,CA1-SUB,expert,900,0.0314,-0.0616,0,0.0,0.6939,6,0.3588,0.3096
73,1,RSC-SUB,session,900,0.0409,-0.1256,0,0.0,-0.443,-3,0.3012,0.3135
73,1,RSC-SUB,naive,900,-0.0364,-0.0549,0,0.0,-0.5317,-4,0.4734,0.3426
73,1,RSC-SUB,intermediate,900,-0.0299,0.0134,0,0.0,0.143,1,0.3774,0.294
73,1,RSC-SUB,expert,900,0.0504,0.0331,0,0.0,0.5025,4,0.3456,0.2885
73,1,V1-RSC,session,900,-0.0169,-0.0176,0,0.0,0.1266,1,0.275,0.3059
73,1,V1-RSC,naive,900,0.023,-0.0014,0,0.0,0.4432,-3,0.3394,0.4423
73,1,V1-RSC,intermediate,900,0.1752,0.0357,1,0.0156,0.1352,0,0.361,0.4038
73,1,V1-RSC,expert,900,0.1802,0.0825,1,0.0165,-0.2535,0,0.4075,0.3617
75,1,CA1-RSC,session,900,0.1156,0.1829,1,0.0067,-0.0985,4,0.3257,0.3613
75,1,CA1-RSC,naive,900,0.0629,-0.1285,0,0.0,-0.1564,0,0.4812,0.4479
75,1,CA1-RSC,intermediate,900,0.0927,0.0089,0,0.0,0.4466,8,0.4828,0.4147
75,1,CA1-RSC,expert,900,0.0137,-0.0235,0,0.0,-0.3911,-1,0.5055,0.3897
75,1,CA1-DG,session,900,0.2177,0.1426,1,0.0243,-0.419,0,0.3086,0.5309
75,1,CA1-DG,naive,900,0.1477,-0.0039,1,0.011,0.3542,6,0.3971,0.552
75,1,CA1-DG,intermediate,900,0.2498,-0.0166,1,0.0322,-0.2781,0,0.4219,0.5981
75,1,CA1-DG,expert,900,0.1846,0.0625,2,0.0227,0.2899,0,0.4285,0.5622
75,1,CA1-V1,session,900,0.1174,0.1012,1,0.0069,0.4297,3,0.3256,0.2521
75,1,CA1-V1,naive,900,0.1211,0.0145,1,0.0074,-0.1253,4,0.5171,0.2362
75,1,CA1-V1,intermediate,900,0.1568,-0.001,1,0.0124,-0.0115,0,0.4018,0.2432
75,1,CA1-V1,expert,900,0.1021,-0.002,0,0.0,0.4722,8,0.3676,0.2946
75,1,CA1-SUB,session,900,-0.0011,0.0127,0,0.0,0.4977,0,0.319,0.2445
75,1,CA1-SUB,naive,900,0.1084,-0.0355,2,0.01,-0.2383,0,0.4148,0.2224
75,1,CA1-SUB,intermediate,900,-0.0028,0.1116,0,0.0,-0.1051,6,0.3839,0.2456
75,1,CA1-SUB,expert,900,0.0449,-0.0647,1,0.0071,-0.0314,1,0.433,0.287
75,1,RSC-SUB,session,900,0.2131,0.2281,3,0.045,0.1384,0,0.3941,0.2472
75,1,RSC-SUB,naive,900,0.152,0.2648,1,0.0117,0.6392,1,0.4397,0.2138
75,1,RSC-SUB,intermediate,900,0.2642,0.2325,3,0.0548,-0.3828,0,0.4322,0.259
75,1,RSC-SUB,expert,900,0.1983,0.1541,3,0.0447,-0.0631,0,0.4087,0.2867
75,1,V1-RSC,session,900,0.4133,0.3426,3,0.1449,0.2352,0,0.305,0.4497
75,1,V1-RSC,naive,900,0.321,0.3655,3,0.0992,0.1712,-1,0.2449,0.4734
75,1,V1-RSC,intermediate,900,0.4473,0.4176,3,0.1805,0.0058,0,0.2461,0.4671
75,1,V1-RSC,expert,900,0.5035,0.4571,3,0.2464,0.1355,0,0.3158,0.4384
77,1,CA1-RSC,session,900,-0.0086,0.0317,0,0.0,-0.0265,-5,0.1816,0.2588
77,1,CA1-RSC,naive,900,0.0196,0.084,0,0.0,-0.6817,-4,0.2132,0.3617
77,1,CA1-RSC,intermediate,900,0.0549,0.0241,0,0.0,0.637,7,0.3153,0.3283
77,1,CA1-RSC,expert,900,0.0886,0.0966,1,0.0039,-0.3406,0,0.2634,0.2907
77,1,CA1-DG,session,900,0.1039,0.3101,0,0.0,-0.3108,-2,0.2479,0.2562
77,1,CA1-DG,naive,900,0.0185,-0.3687,0,0.0,-0.1225,1,0.2106,0.2637
77,1,CA1-DG,intermediate,900,0.0037,-0.0408,0,0.0,-0.3703,-1,0.2904,0.3177
77,1,CA1-DG,expert,900,-0.0019,-0.0341,0,0.0,-0.3002,-4,0.2718,0.1795
77,1,CA1-V1,session,900,-0.0045,-0.1425,0,0.0,-0.2625,3,0.3064,0.3667
77,1,CA1-V1,naive,900,-0.0611,0.0732,0,0.0,0.0902,-4,0.3686,0.3362
77,1,CA1-V1,intermediate,900,0.0597,0.1838,0,0.0,-0.5514,-3,0.2365,0.2671
77,1,CA1-V1,expert,900,-0.0175,0.0395,1,0.004,0.0715,1,0.3615,0.2362
77,1,CA1-SUB,session,900,-0.0356,-0.4119,0,0.0,-0.0182,5,0.3437,0.4605
77,1,CA1-SUB,naive,900,0.0675,-0.3963,0,0.0,0.4165,5,0.3033,0.401
77,1,CA1-SUB,intermediate,900,0.0332,0.0471,0,0.0,0.41,7,0.3138,0.3945
77,1,CA1-SUB,expert,900,-0.0607,-0.0142,0,0.0,0.0222,-4,0.3429,0.465
77,1,RSC-SUB,session,900,0.0503,0.0654,1,0.0087,0.1247,2,0.2871,0.3501
77,1,RSC-SUB,naive,900,0.0474,0.0515,2,0.026,-0.616,-5,0.3369,0.3777
77,1,RSC-SUB,intermediate,900,0.0223,-0.0048,0,0.0,0.0214,-2,0.3064,0.3844
77,1,RSC-SUB,expert,900,0.1819,0.1759,2,0.0263,0.4374,6,0.2856,0.512
77,1,V1-RSC,session,900,0.3085,0.0371,2,0.0767,0.3842,0,0.3708,0.2717
77,1,V1-RSC,naive,900,0.3404,0.2704,1,0.0616,0.4257,0,0.3292,0.3654
77,1,V1-RSC,intermediate,900,0.3723,0.2911,2,0.1041,-0.0765,-2,0.3028,0.3152
77,1,V1-RSC,expert,900,0.1826,0.209,1,0.0426,-0.1204,-3,0.353,0.3307
98,0,CA1-RSC,session,900,0.06,0.0005,0,0.0,0.4873,3,0.2261,0.3274
100,0,CA1-RSC,session,900,0.1004,0.1728,0,0.0,-0.1329,0,0.2515,0.2473
100,0,CA1-DG,session,900,0.3724,0.1461,2,0.0827,-0.1539,0,0.2455,0.4152
100,0,CA1-V1,session,900,0.2147,0.1725,1,0.0236,-0.4768,0,0.2874,0.2645
100,0,CA1-SUB,session,900,0.0923,0.1963,3,0.0147,-0.3231,0,0.2561,0.2349
100,0,RSC-SUB,session,900,0.1111,0.0291,1,0.0062,-0.0466,0,0.2859,0.2268
100,0,V1-RSC,session,900,0.2569,0.3863,2,0.0495,0.1094,0,0.3179,0.2806
