pair,dim,window_bins,window_ms,n_animals,mean_ifi,t,p
RSC-SUB,1,23,230,7,0.04840522532792946,1.287609305434079,0.24531375507315822
RSC-SUB,1,24,240,7,0.04924818542196356,1.2911288682053221,0.2441691579387917
RSC-SUB,1,25,250,7,0.04341904342643784,1.1909443685515115,0.27864877359146145
RSC-SUB,2,1,10,7,0.03618966198940597,0.2394109340761246,0.8187556220403944
RSC-SUB,2,2,20,7,-0.020150093007706045,-0.14619353083537853,0.8885567197383275
RSC-SUB,2,3,30,7,-0.07718338794047742,-0.7703866900685087,0.4703069435823505
RSC-SUB,2,4,40,7,-0.04056868876833048,-0.35700973804569486,0.7333050761928885
RSC-SUB,2,5,50,7,0.023615069222640363,0.2341971590463617,0.8226187326418878
RSC-SUB,2,6,60,7,0.03598464679752428,0.3288697319864281,0.7534298022345804
RSC-SUB,2,7,70,7,0.04678612852207572,0.46155630763147276,0.6606593498173392
RSC-SUB,2,8,80,7,0.038072400371082435,0.35870063236974836,0.7321029755542493
RSC-SUB,2,9,90,7,0.03573379737422429,0.3650485570905282,0.7275975262268302
RSC-SUB,2,10,100,7,0.013258984587900372,0.14812024863872006,0.887100363984536
RSC-SUB,2,11,110,7,0.021807967798954518,0.2547471727726683,0.8074250361773088
RSC-SUB,2,12,120,7,0.01607146145439222,0.17673200026331817,0.8655336202154609
RSC-SUB,2,13,130,7,0.00837786544728116,0.08489124067336698,0.9351095890758212
RSC-SUB,2,14,140,7,0.02234474181488877,0.22250648865848344,0.8313005226372499
RSC-SUB,2,15,150,7,0.03229870809399331,0.33467442982210893,0.7492604198223043
RSC-SUB,2,16,160,7,0.05217206045770208,0.6019338835847267,0.5692498248662583
RSC-SUB,2,17,170,7,0.04240098842835951,0.47702481382924206,0.650222326841856
RSC-SUB,2,18,180,7,0.04132073477405313,0.4392636302150387,0.6758485857074406
RSC-SUB,2,19,190,7,0.026468925873397324,0.2831671397463369,0.7865648691482218
RSC-SUB,2,20,200,7,0.02976274462829214,0.3585810630340449,0.7321879531817912
RSC-SUB,2,21,210,7,0.03418866244426506,0.45222825514873316,0.6669941077534031
RSC-SUB,2,22,220,7,0.027918327804577297,0.38543634796509213,0.713208568203453
RSC-SUB,2,23,230,7,0.018884135475507182,0.2561905117399,0.8063612624577825
RSC-SUB,2,24,240,7,0.026092617271226543,0.35719433375635845,0.73317380193116
RSC-SUB,2,25,250,7,0.024938650043293216,0.36202178857466283,0.7297443057576105
RSC-SUB,3,1,10,7,-0.05086016600636124,-0.3473731729893697,0.7401716949795354
RSC-SUB,3,2,20,7,0.024076607296374775,0.14825016243641734,0.8870021828474165
RSC-SUB,3,3,30,7,-0.04900848041252183,-0.4891869102270784,0.6420766699823501
