animal,learner,pair,center_trial,trial_frac,performance,lp_rel,n_bins,cc1,n_sig,mi_sig,ifi,optimal_lag,gini_x,gini_y,gini_x_conn,gini_y_conn,gini_x_sig,gini_y_sig,gini_pearson_x,gini_pearson_y,rot_x,rot_y,rot_x_cc1,rot_y_cc1,jac_x,jac_y,sh_x,sh_y,sh_x_cc1,sh_y_cc1
75,1,CA1-RSC,23.0,0.2136,0.3267,-8.0,14000,0.0155,2,0.0621,0.0466,4,0.2282,0.5619,0.2697,0.5557,0.3568,0.606,0.14,0.2358,83.56,80.12,61.45,58.74,0.75,0.4,86.4,73.17,75.62,84.03
75,1,CA1-RSC,28.0,0.2621,0.503,-3.0,14000,0.4216,5,0.3596,0.0423,3,0.2736,0.5508,0.3462,0.5294,0.374,0.5352,0.1836,0.2303,64.35,80.94,72.44,67.61,0.5556,0.2405,85.77,81.16,72.97,88.41
75,1,CA1-RSC,33.0,0.3107,0.588,2.0,14000,0.2535,1,0.0332,0.0485,0,0.2208,0.5137,0.2474,0.5032,0.5271,0.5751,0.1463,0.2288,64.8,73.95,88.55,83.39,0.5556,0.4627,87.37,87.11,86.28,78.61
75,1,CA1-RSC,38.0,0.3592,0.6407,7.0,14000,0.3007,6,0.1613,0.0868,0,0.1818,0.4884,0.2505,0.4959,0.279,0.5002,0.1199,0.2445,87.17,87.28,71.41,66.12,0.75,0.3067,85.65,86.27,58.02,59.91
75,1,CA1-RSC,43.0,0.4078,0.544,12.0,14000,0.2525,4,0.0856,0.0456,0,0.1641,0.4715,0.2131,0.4696,0.3329,0.492,0.1347,0.2295,74.41,83.54,44.0,50.27,0.4,0.4,77.1,70.4,58.47,53.06
75,1,CA1-RSC,48.0,0.4563,0.5135,17.0,14000,0.6868,10,0.9552,0.0838,0,0.1677,0.5038,0.2543,0.5049,0.203,0.5141,0.1483,0.2261,43.05,57.83,27.52,46.83,0.4,0.3803,71.53,71.23,84.42,85.12
75,1,CA1-RSC,53.0,0.5049,0.5378,22.0,16000,0.3069,6,0.137,0.0852,0,0.0997,0.5035,0.1703,0.4728,0.2159,0.4766,0.1197,0.2015,56.13,75.35,84.07,78.17,0.2727,0.3803,81.56,89.73,78.26,71.95
75,1,CA1-RSC,58.0,0.5534,0.6868,27.0,14000,0.104,6,0.263,0.1088,4,0.1385,0.519,0.2993,0.5538,0.2514,0.5649,0.1121,0.2076,71.44,75.64,54.23,65.11,0.2727,0.1951,74.71,85.15,83.66,87.21
75,1,CA1-RSC,63.0,0.6019,0.7177,32.0,12000,-0.034,5,0.1227,0.0149,0,0.1662,0.511,0.2217,0.5126,0.247,0.5187,0.1262,0.2245,65.82,66.26,57.49,69.47,0.4,0.3243,82.68,86.41,63.68,70.06
75,1,CA1-RSC,68.0,0.6505,0.6889,37.0,12000,-0.1071,8,0.5017,0.1419,4,0.183,0.5709,0.1802,0.5807,0.206,0.6014,0.1277,0.2305,89.55,79.58,48.69,56.52,0.75,0.5077,66.4,71.9,51.41,47.92
75,1,CA1-RSC,73.0,0.699,0.6881,42.0,14000,0.1552,7,0.306,0.0313,3,0.1127,0.5227,0.169,0.5446,0.1613,0.5206,0.1111,0.2016,85.12,82.27,83.58,89.29,0.75,0.3803,75.83,74.59,73.18,83.44
75,1,CA1-RSC,78.0,0.7476,0.7021,47.0,14000,0.1457,9,0.3049,0.0597,0,0.1349,0.5377,0.2191,0.5565,0.2173,0.545,0.1223,0.2316,53.06,75.9,59.28,71.1,0.4,0.4412,79.03,86.31,69.48,87.52
75,1,CA1-RSC,83.0,0.7961,0.7263,52.0,12000,0.2351,6,0.1629,0.073,3,0.1467,0.5408,0.2374,0.5179,0.2466,0.5254,0.1247,0.2239,49.59,61.47,81.7,83.04,0.2727,0.4,78.35,79.58,84.75,80.63
75,1,CA1-RSC,88.0,0.8447,0.5737,57.0,14000,0.0515,2,0.0255,0.0575,0,0.2254,0.5391,0.211,0.5357,0.3017,0.5734,0.1137,0.2274,53.3,63.39,72.1,79.52,0.5556,0.5077,88.81,89.2,68.67,68.77
75,1,CA1-RSC,93.0,0.8932,0.4496,62.0,14000,-0.1576,9,0.2562,0.0179,-5,0.11,0.5199,0.1602,0.4973,0.1357,0.5186,0.1023,0.2071,73.14,67.55,44.9,59.84,0.2727,0.4,85.57,88.2,73.09,79.31
75,1,CA1-DG,8.0,0.068,0.1592,-23.0,14000,0.9275,6,1.3806,0.0044,0,0.3083,0.4821,0.3925,0.5136,0.3704,0.4955,0.3444,0.4452,nan,nan,nan,nan,,,80.93,86.47,64.34,29.31
75,1,CA1-DG,13.0,0.1165,0.1579,-18.0,14000,0.4819,7,0.3078,-0.0213,0,0.2182,0.453,0.2697,0.4872,0.2438,0.4975,0.3464,0.3984,88.44,83.22,15.34,22.54,0.4,0.3913,75.04,89.73,40.35,39.35
75,1,CA1-DG,18.0,0.165,0.2708,-13.0,14000,0.1702,1,0.0147,0.0087,0,0.4004,0.4985,0.3993,0.5338,0.58,0.7233,0.3513,0.4397,78.63,86.31,32.09,26.9,0.5556,0.3913,83.67,87.5,69.01,32.79
75,1,CA1-DG,23.0,0.2136,0.3267,-8.0,14000,0.3009,1,0.0475,-0.0588,0,0.2284,0.5179,0.2516,0.5908,0.5926,0.7364,0.3179,0.4689,89.3,86.71,19.7,21.83,0.75,0.5238,84.33,81.79,49.88,30.71
75,1,CA1-DG,28.0,0.2621,0.503,-3.0,14000,0.1731,2,0.0289,-0.0189,0,0.2721,0.5004,0.4506,0.5895,0.5452,0.6578,0.3415,0.39,86.66,87.25,22.62,25.83,0.5556,0.6,80.38,68.38,47.95,26.64
75,1,CA1-DG,33.0,0.3107,0.588,2.0,14000,0.1641,2,0.0411,-0.0735,0,0.2195,0.476,0.2809,0.5051,0.3697,0.5813,0.3086,0.4377,82.2,80.86,21.07,29.64,0.5556,0.3333,80.96,74.88,36.97,32.74
75,1,CA1-DG,38.0,0.3592,0.6407,7.0,14000,-0.0015,8,0.1675,-0.126,-3,0.1813,0.4943,0.2465,0.5181,0.2578,0.5295,0.2773,0.3947,78.78,81.82,20.8,29.7,0.75,0.28,82.3,67.31,34.32,43.58
75,1,CA1-DG,43.0,0.4078,0.544,12.0,14000,0.111,0,0.0,-0.038,0,0.1637,0.4587,0.2165,0.4583,nan,nan,0.2694,0.4052,84.74,82.31,24.74,31.86,0.4,0.3913,89.28,80.16,28.55,40.8
75,1,CA1-DG,48.0,0.4563,0.5135,17.0,14000,0.0955,5,0.1325,-0.0572,0,0.168,0.4701,0.2514,0.4982,0.2617,0.5203,0.303,0.3938,89.19,86.04,20.43,30.22,0.4,0.4545,89.68,74.72,33.71,33.35
75,1,CA1-DG,53.0,0.5049,0.5378,22.0,16000,-0.0901,6,0.205,0.0213,0,0.1004,0.4365,0.1487,0.4799,0.1584,0.4831,0.2981,0.3934,70.26,84.38,18.66,26.95,0.1667,0.3333,87.52,87.74,26.51,40.45
75,1,CA1-DG,58.0,0.5534,0.6868,27.0,14000,0.52,15,0.9319,-0.0473,0,0.1387,0.4411,0.1908,0.4314,0.1745,0.4471,0.2471,0.3779,82.7,83.64,17.81,35.72,0.2727,0.28,81.13,76.76,27.93,36.08
75,1,CA1-DG,63.0,0.6019,0.7177,32.0,12000,0.2785,4,0.096,-0.0624,0,0.1657,0.495,0.2635,0.5009,0.3597,0.5333,0.2842,0.3979,76.59,82.88,22.23,30.64,0.4,0.3913,68.38,83.74,38.63,46.17
75,1,CA1-DG,68.0,0.6505,0.6889,37.0,12000,0.4736,10,0.4878,-0.0224,0,0.1829,0.5168,0.2698,0.5189,0.2599,0.5263,0.2398,0.3878,83.93,85.31,21.25,33.53,0.75,0.4545,80.49,87.49,30.88,36.33
75,1,CA1-DG,73.0,0.699,0.6881,42.0,14000,-0.0794,6,0.3215,-0.0056,0,0.1122,0.4158,0.2153,0.4788,0.2006,0.4529,0.2639,0.3475,84.17,71.62,28.65,32.07,0.75,0.28,86.01,86.62,31.04,41.02
75,1,CA1-DG,78.0,0.7476,0.7021,47.0,14000,0.0894,1,0.0118,0.1296,0,0.1344,0.4379,0.2267,0.4853,0.4399,0.5924,0.2756,0.3455,88.22,89.4,23.27,29.33,0.4,0.3913,89.28,89.77,37.71,41.55
75,1,CA1-DG,83.0,0.7961,0.7263,52.0,12000,-0.1014,5,0.1717,0.0193,0,0.1458,0.4243,0.2672,0.4895,0.2799,0.4879,0.2653,0.3973,59.21,84.34,21.34,27.63,0.2727,0.3913,73.0,86.89,42.14,38.64
75,1,CA1-DG,88.0,0.8447,0.5737,57.0,14000,0.0772,6,0.1816,-0.0372,0,0.2269,0.4391,0.2888,0.4843,0.3252,0.4919,0.2503,0.3863,67.27,75.0,28.81,32.62,0.5556,0.4545,87.49,82.84,46.73,59.81
75,1,CA1-DG,93.0,0.8932,0.4496,62.0,14000,0.0149,9,0.2729,-0.0153,0,0.1095,0.445,0.1971,0.4965,0.161,0.489,0.2514,0.3856,45.84,67.43,26.13,38.33,0.2727,0.1034,69.92,89.45,19.22,37.23
75,1,CA1-V1,8.0,0.068,0.1592,-23.0,14000,0.5877,4,0.3707,-0.0329,0,0.3077,0.2922,0.4246,0.3396,0.4264,0.3319,0.115,0.1,nan,nan,nan,nan,,,84.72,85.52,88.13,81.68
75,1,CA1-V1,13.0,0.1165,0.1579,-18.0,14000,0.0711,8,0.1575,0.0016,-5,0.2174,0.2692,0.2513,0.3084,0.2765,0.2832,0.0957,0.1144,82.67,87.77,84.94,76.15,0.4,0.2308,84.3,87.35,86.18,85.45
75,1,CA1-V1,18.0,0.165,0.2708,-13.0,14000,-0.0314,7,0.1438,-0.0201,-5,0.4,0.2585,0.5371,0.3083,0.5242,0.3053,0.1294,0.1274,88.14,89.04,72.61,75.65,0.5556,0.4545,75.81,88.54,71.88,81.48
75,1,CA1-V1,23.0,0.2136,0.3267,-8.0,14000,0.0936,0,0.0,0.0224,0,0.2286,0.2393,0.3391,0.2638,nan,nan,0.1405,0.1345,86.89,84.94,84.65,70.12,0.75,0.3333,76.04,88.65,76.0,66.73
75,1,CA1-V1,28.0,0.2621,0.503,-3.0,14000,0.0443,6,0.2128,0.0491,5,0.2724,0.2659,0.3383,0.2911,0.3523,0.2946,0.1926,0.1366,80.71,88.12,74.61,72.32,0.5556,0.28,82.6,86.57,85.42,87.34
75,1,CA1-V1,33.0,0.3107,0.588,2.0,14000,0.017,0,0.0,0.0302,0,0.2199,0.2487,0.2066,0.3237,nan,nan,0.1965,0.1596,86.32,85.63,54.2,69.01,0.5556,0.4545,89.9,87.37,79.17,72.59
75,1,CA1-V1,38.0,0.3592,0.6407,7.0,14000,-0.3138,10,0.2371,-0.0139,0,0.1809,0.2596,0.2149,0.3053,0.2001,0.2977,0.1425,0.1245,77.64,79.38,43.61,58.09,0.75,0.3913,89.57,87.62,88.7,85.74
75,1,CA1-V1,43.0,0.4078,0.544,12.0,14000,0.0959,3,0.025,0.0097,0,0.1635,0.2653,0.1866,0.2857,0.2568,0.3655,0.0946,0.1272,89.54,70.1,80.45,79.53,0.4,0.28,85.36,77.01,84.18,88.24
75,1,CA1-V1,48.0,0.4563,0.5135,17.0,14000,0.4495,10,0.4554,0.0123,0,0.1679,0.2724,0.2284,0.2835,0.2191,0.2681,0.1382,0.1276,89.37,78.24,63.55,57.07,0.4,0.4545,73.02,76.13,49.23,56.74
75,1,CA1-V1,53.0,0.5049,0.5378,22.0,16000,0.2738,10,0.2252,-0.0466,-4,0.0997,0.248,0.1293,0.287,0.1345,0.2878,0.107,0.1183,78.89,78.91,59.02,68.08,0.2727,0.3913,80.44,89.97,87.51,83.98
75,1,CA1-V1,58.0,0.5534,0.6868,27.0,14000,0.0905,4,0.1291,-0.0213,0,0.1384,0.2369,0.2241,0.2508,0.2366,0.2765,0.127,0.1103,81.34,89.07,76.82,89.58,0.2727,0.1852,83.22,88.47,75.19,71.56
75,1,CA1-V1,63.0,0.6019,0.7177,32.0,12000,0.0023,2,0.0207,-0.0496,-1,0.1652,0.2055,0.2952,0.2771,0.4002,0.341,0.1058,0.1126,72.39,82.61,73.39,70.88,0.4,0.1852,87.18,77.98,71.76,74.93
75,1,CA1-V1,68.0,0.6505,0.6889,37.0,12000,0.1582,9,0.1542,-0.017,0,0.1828,0.2744,0.2494,0.3113,0.2343,0.3163,0.125,0.1316,84.1,66.26,55.61,48.69,0.75,0.3913,82.61,87.1,59.49,62.64
75,1,CA1-V1,73.0,0.699,0.6881,42.0,14000,-0.2648,9,0.2308,0.0156,0,0.1119,0.2493,0.1666,0.2716,0.1387,0.2679,0.1002,0.1324,86.33,84.47,64.94,56.94,0.75,0.2308,88.61,85.03,68.76,70.14
75,1,CA1-V1,78.0,0.7476,0.7021,47.0,14000,0.009,5,0.0738,-0.0232,0,0.1346,0.2605,0.2073,0.3208,0.2628,0.3489,0.1094,0.1386,82.63,86.77,52.43,50.82,0.4,0.2308,87.67,84.56,55.85,62.49
75,1,CA1-V1,83.0,0.7961,0.7263,52.0,12000,-0.094,1,0.0421,-0.0299,0,0.1461,0.2828,0.2341,0.3413,0.441,0.4456,0.1267,0.1465,81.21,85.32,40.26,41.0,0.2727,0.5238,86.75,78.16,55.57,45.97
75,1,CA1-V1,88.0,0.8447,0.5737,57.0,14000,0.0337,7,0.1573,0.0254,0,0.2266,0.284,0.2907,0.2819,0.2954,0.281,0.1372,0.1051,84.32,75.1,44.42,47.67,0.5556,0.3913,89.86,84.04,56.12,73.65
75,1,CA1-V1,93.0,0.8932,0.4496,62.0,14000,-0.0257,7,0.1738,-0.0088,0,0.1098,0.2535,0.1917,0.2793,0.1671,0.2683,0.0821,0.1225,83.4,80.53,61.37,54.56,0.2727,0.4545,83.69,86.49,63.35,78.61
75,1,CA1-SUB,8.0,0.068,0.1592,-23.0,14000,0.4735,11,0.8913,0.0023,0,0.3078,0.132,0.3287,0.1541,0.3048,0.1551,0.1953,0.1207,nan,nan,nan,nan,,,88.11,86.31,41.33,43.12
75,1,CA1-SUB,13.0,0.1165,0.1579,-18.0,14000,0.2359,5,0.1649,-0.041,0,0.2176,0.1202,0.2127,0.1766,0.1857,0.1869,0.1808,0.1363,88.85,75.29,49.4,39.03,0.4,0.4286,81.89,76.14,70.44,49.6
75,1,CA1-SUB,18.0,0.165,0.2708,-13.0,14000,0.3326,8,0.1787,-0.0462,0,0.4001,0.11,0.2742,0.1907,0.2781,0.181,0.1747,0.0969,85.93,83.53,46.18,55.32,0.5556,0.1765,88.88,83.15,74.96,57.31
75,1,CA1-SUB,23.0,0.2136,0.3267,-8.0,14000,0.121,2,0.014,-0.0672,0,0.2283,0.155,0.2339,0.1915,0.4384,0.352,0.1434,0.1309,65.76,84.86,59.05,53.58,0.75,0.4286,71.24,87.36,63.29,56.89
75,1,CA1-SUB,28.0,0.2621,0.503,-3.0,14000,-0.0007,8,0.3663,-0.031,0,0.2726,0.1248,0.2405,0.2493,0.2053,0.1967,0.216,0.1324,73.22,77.48,82.31,87.83,0.5556,0.1765,89.52,77.28,70.28,77.24
75,1,CA1-SUB,33.0,0.3107,0.588,2.0,14000,0.0916,2,0.0284,-0.043,0,0.2195,0.1519,0.2688,0.2095,0.4223,0.3316,0.1413,0.1059,80.26,84.54,32.97,41.63,0.5556,0.1765,88.38,77.53,72.75,67.34
75,1,CA1-SUB,38.0,0.3592,0.6407,7.0,14000,-0.1295,9,0.2104,-0.0364,0,0.1813,0.1309,0.226,0.1899,0.2247,0.1775,0.1676,0.1226,80.4,85.9,52.12,56.72,0.75,0.3333,87.34,82.23,74.48,50.98
75,1,CA1-SUB,43.0,0.4078,0.544,12.0,14000,0.1369,2,0.019,-0.0331,0,0.1637,0.1443,0.2401,0.2247,0.3621,0.3259,0.1628,0.1392,74.08,72.27,50.21,54.43,0.4,0.1765,71.97,73.16,55.64,85.31
75,1,CA1-SUB,48.0,0.4563,0.5135,17.0,14000,0.5496,12,0.693,-0.0255,0,0.1679,0.1799,0.2364,0.2468,0.2211,0.218,0.1857,0.137,72.93,65.67,62.34,68.24,0.4,0.1765,66.08,79.19,54.7,64.25
75,1,CA1-SUB,53.0,0.5049,0.5378,22.0,16000,-0.1812,10,0.1905,-0.0398,0,0.0996,0.1505,0.1885,0.2177,0.1791,0.2064,0.1396,0.1125,83.65,82.69,45.38,44.43,0.2727,0.3333,75.0,86.73,82.15,85.83
75,1,CA1-SUB,58.0,0.5534,0.6868,27.0,14000,0.0655,9,0.4867,-0.0593,0,0.1385,0.1234,0.1838,0.1746,0.189,0.1663,0.174,0.1449,68.61,73.69,54.63,60.03,0.2727,0.25,82.12,89.91,58.07,50.13
75,1,CA1-SUB,63.0,0.6019,0.7177,32.0,12000,-0.0049,2,0.017,-0.0503,0,0.1652,0.1759,0.1757,0.2443,0.3265,0.3463,0.1421,0.1411,68.83,75.71,52.33,44.02,0.4,0.25,84.64,79.62,48.38,52.17
75,1,CA1-SUB,68.0,0.6505,0.6889,37.0,12000,0.0281,12,0.3412,-0.035,0,0.1829,0.139,0.186,0.1792,0.2042,0.1903,0.158,0.1318,72.29,65.5,73.05,53.07,0.75,0.3333,76.58,86.47,89.3,89.53
75,1,CA1-SUB,73.0,0.699,0.6881,42.0,14000,0.5135,8,0.2549,-0.0658,0,0.1119,0.1329,0.2395,0.2323,0.1385,0.1746,0.1238,0.1167,65.39,57.16,49.56,56.0,0.75,0.3333,82.91,88.17,74.86,84.81
75,1,CA1-SUB,78.0,0.7476,0.7021,47.0,14000,0.0362,5,0.1057,-0.0088,0,0.1346,0.1386,0.233,0.2271,0.2089,0.2248,0.164,0.1358,78.38,83.03,64.97,63.95,0.4,0.25,84.38,74.47,80.15,57.09
75,1,CA1-SUB,83.0,0.7961,0.7263,52.0,12000,0.1428,4,0.0319,-0.0629,0,0.146,0.1398,0.2172,0.2174,0.2796,0.272,0.1845,0.1524,83.96,84.23,69.85,73.12,0.2727,0.1765,84.73,89.98,36.04,48.21
75,1,CA1-SUB,88.0,0.8447,0.5737,57.0,14000,0.3586,3,0.0825,-0.0489,0,0.2262,0.1745,0.368,0.3251,0.3183,0.3378,0.1464,0.1371,89.35,84.0,53.8,35.65,0.5556,0.25,68.06,79.07,67.23,56.11
75,1,CA1-SUB,93.0,0.8932,0.4496,62.0,14000,0.4876,7,0.3358,-0.0969,0,0.1098,0.1138,0.2963,0.2096,0.2221,0.1847,0.1495,0.1212,88.44,88.14,41.55,44.35,0.2727,0.25,89.67,85.58,50.53,57.25
75,1,RSC-SUB,8.0,0.068,0.1592,-23.0,14000,0.5939,7,0.423,-0.0504,0,0.6036,0.1182,0.5521,0.215,0.5619,0.1798,0.2196,0.138,nan,nan,nan,nan,,,84.93,88.05,59.8,54.09
75,1,RSC-SUB,13.0,0.1165,0.1579,-18.0,14000,0.4902,10,0.5021,-0.0482,0,0.6008,0.1073,0.5709,0.1842,0.587,0.1975,0.2239,0.1282,84.79,84.55,48.0,40.8,0.3243,0.5385,67.47,56.04,38.41,39.05
75,1,RSC-SUB,18.0,0.165,0.2708,-13.0,14000,0.858,11,1.2254,-0.01,0,0.57,0.1013,0.5336,0.1936,0.5449,0.1629,0.2146,0.1322,77.91,59.94,61.83,61.66,0.4203,0.3333,78.27,60.0,59.89,45.99
75,1,RSC-SUB,23.0,0.2136,0.3267,-8.0,14000,0.4137,6,0.3333,-0.0254,0,0.5619,0.1389,0.4915,0.2028,0.4983,0.2114,0.2319,0.1247,71.4,60.66,43.0,34.63,0.4,0.4286,59.33,46.85,59.82,46.75
75,1,RSC-SUB,28.0,0.2621,0.503,-3.0,14000,0.2794,10,0.8168,-0.0607,0,0.5565,0.1149,0.5005,0.1945,0.513,0.1784,0.233,0.1436,81.35,76.55,44.53,26.98,0.225,0.25,54.12,50.7,46.69,40.18
75,1,RSC-SUB,33.0,0.3107,0.588,2.0,14000,0.2118,5,0.1278,-0.0411,0,0.5188,0.1358,0.4658,0.24,0.4685,0.2904,0.237,0.1419,51.12,37.52,37.44,27.76,0.4627,0.25,77.59,71.62,65.26,53.72
75,1,RSC-SUB,38.0,0.3592,0.6407,7.0,14000,0.2234,7,0.2857,-0.0206,0,0.4894,0.1222,0.459,0.2043,0.4649,0.194,0.2501,0.143,75.77,66.43,32.99,23.79,0.2895,0.4286,66.09,72.1,52.14,46.1
75,1,RSC-SUB,43.0,0.4078,0.544,12.0,14000,0.3192,6,0.1485,-0.0172,0,0.4759,0.1298,0.4422,0.1881,0.4447,0.1971,0.2381,0.1387,56.06,48.18,31.92,19.73,0.4412,0.5385,87.0,79.19,38.62,31.82
75,1,RSC-SUB,48.0,0.4563,0.5135,17.0,14000,0.1403,7,0.164,-0.0087,0,0.513,0.1605,0.5082,0.2136,0.5344,0.2341,0.232,0.138,56.2,49.33,30.19,22.18,0.3803,0.1765,74.95,68.51,47.52,41.7
75,1,RSC-SUB,53.0,0.5049,0.5378,22.0,16000,0.0273,5,0.0983,-0.0422,0,0.5064,0.1401,0.5395,0.2071,0.5753,0.2695,0.2216,0.1354,79.24,85.41,47.21,31.84,0.3611,0.5385,68.09,69.12,50.28,43.48
75,1,RSC-SUB,58.0,0.5534,0.6868,27.0,14000,0.2163,10,0.3869,-0.0169,0,0.5212,0.1175,0.5269,0.1787,0.5274,0.1828,0.2108,0.1245,69.32,45.46,66.97,61.52,0.1807,0.4286,83.91,83.63,83.82,83.83
75,1,RSC-SUB,63.0,0.6019,0.7177,32.0,12000,0.2041,4,0.1013,-0.0275,0,0.5118,0.1561,0.4772,0.2304,0.4699,0.3049,0.2306,0.1434,64.79,68.21,67.55,58.89,0.3803,0.4286,63.31,69.13,54.86,42.95
75,1,RSC-SUB,68.0,0.6505,0.6889,37.0,12000,0.286,9,0.3468,-0.0377,0,0.572,0.1347,0.5524,0.2102,0.5377,0.2059,0.2313,0.1432,67.48,69.59,55.97,53.68,0.5077,0.4286,79.13,74.22,86.97,78.79
75,1,RSC-SUB,73.0,0.699,0.6881,42.0,14000,0.3907,8,0.3606,-0.0723,0,0.527,0.1164,0.5001,0.2247,0.513,0.2073,0.2081,0.1369,68.52,62.52,32.94,25.55,0.4,0.1765,68.23,60.06,60.86,51.41
75,1,RSC-SUB,78.0,0.7476,0.7021,47.0,14000,-0.0444,11,0.3692,-0.0466,0,0.5407,0.1248,0.5812,0.2001,0.5824,0.1956,0.2459,0.1398,54.97,34.89,34.49,30.35,0.4412,0.4286,72.27,67.14,43.93,57.76
75,1,RSC-SUB,83.0,0.7961,0.7263,52.0,12000,0.0525,5,0.0873,-0.0592,0,0.5414,0.1259,0.5607,0.2095,0.5856,0.2368,0.2204,0.1318,77.89,82.74,34.35,30.55,0.3803,0.3333,87.41,76.31,49.17,48.12
75,1,RSC-SUB,88.0,0.8447,0.5737,57.0,14000,-0.0008,2,0.0292,-0.0651,0,0.5417,0.1547,0.5736,0.2067,0.5963,0.2986,0.2211,0.1432,64.23,76.28,37.03,34.19,0.4848,0.4286,88.37,83.12,53.3,40.77
75,1,RSC-SUB,93.0,0.8932,0.4496,62.0,14000,0.0878,11,0.3372,-0.0245,0,0.5209,0.1078,0.4919,0.1702,0.5051,0.1753,0.2158,0.1369,62.49,49.0,51.26,35.95,0.3803,0.3333,83.95,88.17,45.07,38.42
75,1,V1-RSC,8.0,0.068,0.1592,-23.0,14000,0.4262,4,0.2739,0.0003,0,0.2831,0.5991,0.2505,0.5574,0.2847,0.5659,0.195,0.2983,nan,nan,nan,nan,,,44.33,62.35,28.45,34.68
75,1,V1-RSC,13.0,0.1165,0.1579,-18.0,14000,0.0979,2,0.0895,0.0103,0,0.2681,0.5977,0.2926,0.5924,0.4176,0.6169,0.2018,0.3214,52.77,53.49,30.55,38.27,0.5238,0.3611,43.21,48.95,43.57,43.11
75,1,V1-RSC,18.0,0.165,0.2708,-13.0,14000,-0.3181,8,1.6976,-0.0455,-2,0.2559,0.5682,0.2668,0.5385,0.272,0.5587,0.2032,0.3273,44.3,42.13,26.38,34.2,0.4545,0.4627,36.81,47.53,31.56,32.12
75,1,V1-RSC,23.0,0.2136,0.3267,-8.0,14000,0.1071,0,0.0,0.0059,0,0.2326,0.5597,0.2373,0.526,nan,nan,0.2058,0.3254,38.3,44.05,25.67,31.47,0.3913,0.3803,82.99,75.29,35.72,37.11
75,1,V1-RSC,28.0,0.2621,0.503,-3.0,14000,-0.45,6,0.5517,0.0145,0,0.2545,0.5552,0.2615,0.5268,0.283,0.5347,0.231,0.3482,48.76,55.84,28.37,28.79,0.3333,0.225,39.58,42.41,34.9,27.88
75,1,V1-RSC,33.0,0.3107,0.588,2.0,14000,0.29,1,0.0439,0.0171,0,0.2486,0.5171,0.2544,0.4548,0.4474,0.5842,0.2231,0.3336,33.76,45.86,23.15,27.47,0.4545,0.4848,37.38,56.65,25.82,30.41
75,1,V1-RSC,38.0,0.3592,0.6407,7.0,14000,0.0566,0,0.0,0.0004,0,0.2453,0.4848,0.252,0.4685,nan,nan,0.2201,0.3388,32.57,42.33,28.66,29.13,0.5238,0.3067,88.98,80.2,34.46,35.35
75,1,V1-RSC,43.0,0.4078,0.544,12.0,14000,0.3049,1,0.0488,0.0044,0,0.2633,0.4759,0.259,0.4363,0.5019,0.5702,0.2325,0.3501,26.32,36.09,21.54,25.75,0.4545,0.4203,41.94,45.67,26.3,33.75
75,1,V1-RSC,48.0,0.4563,0.5135,17.0,14000,0.5965,2,0.2722,-0.0003,0,0.2636,0.5094,0.2607,0.4714,0.4328,0.5005,0.2313,0.3331,28.18,33.63,22.06,27.49,0.5238,0.3611,33.98,39.95,24.65,27.55
75,1,V1-RSC,53.0,0.5049,0.5378,22.0,16000,0.5532,5,0.3936,0.0072,0,0.2369,0.5034,0.2146,0.4274,0.2563,0.4418,0.2188,0.3164,40.32,46.95,25.13,31.25,0.3913,0.3425,46.96,57.2,32.46,46.82
75,1,V1-RSC,58.0,0.5534,0.6868,27.0,14000,0.2273,0,0.0,0.0102,0,0.2365,0.5112,0.2689,0.496,nan,nan,0.2281,0.307,41.45,54.37,29.01,39.17,0.1852,0.1529,59.27,63.11,28.18,33.27
75,1,V1-RSC,63.0,0.6019,0.7177,32.0,12000,0.5786,4,0.4069,0.0086,0,0.2029,0.5089,0.2306,0.4458,0.2849,0.4613,0.2143,0.3221,41.8,59.2,25.29,32.46,0.2308,0.3425,40.86,47.05,27.66,29.46
75,1,V1-RSC,68.0,0.6505,0.6889,37.0,12000,-0.1881,5,0.5141,0.0047,0,0.2695,0.5669,0.2814,0.5309,0.3107,0.5303,0.2327,0.3322,37.42,44.53,23.6,29.29,0.28,0.4848,36.42,39.74,24.55,25.99
75,1,V1-RSC,73.0,0.699,0.6881,42.0,14000,-0.0494,5,0.437,0.0069,0,0.2498,0.5239,0.2682,0.5044,0.2919,0.4903,0.2143,0.2969,38.56,42.5,26.14,28.54,0.28,0.4203,48.11,55.87,24.04,34.07
75,1,V1-RSC,78.0,0.7476,0.7021,47.0,14000,0.6277,6,0.5286,0.0009,0,0.2615,0.5377,0.2867,0.5242,0.3265,0.5516,0.2155,0.3305,45.36,49.44,23.66,27.63,0.4545,0.4412,37.13,44.61,26.51,30.89
75,1,V1-RSC,83.0,0.7961,0.7263,52.0,12000,0.5543,1,0.1835,0.0015,0,0.2728,0.5392,0.26,0.5025,0.5132,0.5997,0.2004,0.3181,35.19,39.65,20.24,28.8,0.4545,0.3803,50.54,51.96,26.82,25.41
75,1,V1-RSC,88.0,0.8447,0.5737,57.0,14000,0.3501,2,0.0904,-0.0008,0,0.2761,0.5394,0.2977,0.4904,0.4041,0.5318,0.2155,0.3028,35.59,41.1,18.93,24.12,0.3913,0.5077,41.24,53.85,25.23,36.51
