animal,learner,pair,center_trial,trial_frac,performance,lp_rel,n_bins,cc1,n_sig,mi_sig,ifi,optimal_lag,gini_x,gini_y,gini_x_conn,gini_y_conn,gini_x_sig,gini_y_sig,gini_pearson_x,gini_pearson_y,rot_x,rot_y,rot_x_cc1,rot_y_cc1,jac_x,jac_y,sh_x,sh_y,sh_x_cc1,sh_y_cc1
66,1,CA1-SUB,38.0,0.2114,0.7044,10.0,12000,0.1248,1,0.0078,-0.0763,0,0.2651,0.0462,0.3272,0.2544,0.553,0.5388,0.2352,0.2092,61.46,56.75,41.14,22.95,0.2308,0.6,56.69,80.16,63.57,38.93
66,1,CA1-SUB,43.0,0.24,0.7428,15.0,12000,-0.0786,1,0.0194,-0.1112,-3,0.2354,0.0516,0.3286,0.2627,0.5259,0.4838,0.2276,0.1929,60.2,43.83,41.22,27.38,0.6,0.6,76.55,86.54,73.98,35.94
66,1,CA1-SUB,48.0,0.2686,0.8038,20.0,12000,-0.1083,6,0.0684,-0.093,0,0.1487,0.0405,0.1889,0.1141,0.1862,0.1032,0.1885,0.1726,84.7,80.88,53.13,43.07,0.4545,0.6,89.63,88.27,86.89,75.58
66,1,CA1-SUB,53.0,0.2971,0.9917,25.0,12000,0.1468,1,0.0109,-0.0732,0,0.6861,0.0431,0.7912,0.2435,0.8909,0.5172,0.2865,0.2112,75.44,89.45,88.4,71.0,0.4545,0.6,72.85,50.14,77.31,51.56
66,1,CA1-SUB,58.0,0.3257,0.9917,30.0,12000,0.1712,2,0.0274,-0.0414,0,0.1762,0.0266,0.2945,0.2998,0.4118,0.4594,0.2889,0.2311,66.44,31.52,79.06,61.08,0.6,0.6,87.43,73.69,45.02,23.21
66,1,CA1-SUB,63.0,0.3543,0.965,35.0,12000,0.1938,5,0.114,-0.097,0,0.1811,0.0489,0.193,0.1885,0.215,0.2316,0.2344,0.1852,83.36,71.01,68.6,59.78,0.4545,1.0,72.16,59.35,57.29,47.1
66,1,CA1-SUB,68.0,0.3829,0.915,40.0,12000,0.1168,0,0.0,-0.0589,0,0.2457,0.04,0.2496,0.1793,nan,nan,0.2003,0.1537,46.42,40.19,48.28,23.81,0.3333,0.6,58.78,39.66,68.14,57.31
66,1,CA1-SUB,73.0,0.4114,0.7755,45.0,12000,0.1154,0,0.0,-0.0592,0,0.6452,0.0317,0.7391,0.2448,nan,nan,0.2261,0.2022,71.25,31.82,84.79,30.07,0.6,0.6,68.44,69.14,7.89,41.67
66,1,CA1-SUB,78.0,0.44,0.754,50.0,12000,0.1044,0,0.0,-0.0528,0,0.1603,0.017,0.2106,0.2633,nan,nan,0.1752,0.1867,74.85,77.94,78.32,33.0,0.4545,0.6,80.69,76.25,75.59,38.06
66,1,CA1-SUB,83.0,0.4686,0.722,55.0,12000,-0.2296,3,0.1483,-0.0997,-3,0.228,0.0305,0.3994,0.2226,0.3751,0.1847,0.1712,0.152,64.09,61.31,83.91,83.51,0.3333,0.6,88.65,69.61,62.86,83.98
66,1,CA1-SUB,88.0,0.4971,0.7711,60.0,12000,0.0836,0,0.0,-0.0731,0,0.1578,0.0255,0.177,0.1922,nan,nan,0.2094,0.1673,74.17,48.99,62.59,56.16,0.3333,0.3333,86.04,56.66,85.12,60.44
66,1,CA1-SUB,93.0,0.5257,0.8193,65.0,12000,0.0699,0,0.0,-0.1057,-1,0.2468,0.0429,0.3118,0.1895,nan,nan,0.2039,0.1636,72.09,53.65,73.29,55.23,0.3333,0.3333,72.34,81.67,84.47,59.32
66,1,CA1-SUB,98.0,0.5543,0.8782,70.0,14000,-0.12,3,0.0576,-0.0797,0,0.65,0.037,0.5629,0.1488,0.4535,0.1509,0.1977,0.1962,61.35,62.49,82.83,21.64,0.2308,0.6,74.35,73.37,15.87,59.28
66,1,CA1-SUB,103.0,0.5829,0.8685,75.0,12000,0.0702,0,0.0,-0.055,1,0.1749,0.0334,0.181,0.1732,nan,nan,0.1651,0.1345,89.65,56.91,89.93,89.56,0.2308,0.3333,84.24,85.9,75.89,76.33
66,1,CA1-SUB,108.0,0.6114,0.7722,80.0,16000,0.0696,0,0.0,-0.0082,0,0.134,0.0398,0.2042,0.1919,nan,nan,0.1843,0.1738,62.39,57.57,89.78,82.86,0.4545,0.3333,87.25,88.76,78.04,43.9
66,1,CA1-SUB,113.0,0.64,0.6958,85.0,14000,0.1418,1,0.0102,-0.1183,0,0.1945,0.0609,0.2478,0.2022,0.4314,0.4842,0.2037,0.1767,77.55,64.24,45.95,29.47,0.3333,0.1429,88.17,86.87,54.96,27.34
66,1,CA1-SUB,118.0,0.6686,0.7958,90.0,12000,0.1164,1,0.0068,-0.0778,0,0.1761,0.0687,0.2699,0.1937,0.471,0.3719,0.2287,0.1901,66.11,89.86,42.16,25.38,0.2308,0.6,86.1,61.04,71.11,55.35
66,1,CA1-SUB,123.0,0.6971,0.8921,95.0,12000,0.102,0,0.0,-0.0619,0,0.1853,0.053,0.3483,0.2885,nan,nan,0.2128,0.1869,72.04,65.5,38.78,24.49,0.3333,0.3333,81.42,67.97,57.98,58.32
66,1,CA1-SUB,128.0,0.7257,0.9333,100.0,14000,0.0671,1,0.0052,-0.0564,0,0.1853,0.11,0.2666,0.3438,0.5112,0.5863,0.1967,0.2258,74.03,73.65,68.99,49.76,0.6,0.6,83.96,89.07,78.27,70.47
66,1,CA1-SUB,133.0,0.7543,0.6667,105.0,12000,0.1013,0,0.0,-0.063,0,0.1921,0.063,0.2674,0.1812,nan,nan,0.2259,0.1869,88.94,87.6,73.88,66.64,0.4545,0.6,87.59,85.32,82.86,36.18
66,1,CA1-SUB,138.0,0.7829,0.5333,110.0,12000,-0.0008,5,0.113,-0.0592,0,0.1982,0.0568,0.282,0.1224,0.2956,0.1434,0.1965,0.1525,89.28,86.43,69.56,58.61,0.3333,0.6,81.65,44.29,88.63,84.42
66,1,CA1-SUB,143.0,0.8114,0.4,115.0,14000,0.2198,6,0.1185,-0.0523,0,0.1924,0.042,0.2506,0.1406,0.2537,0.1321,0.1986,0.1741,87.69,66.89,67.02,53.49,0.3333,0.6,77.51,70.75,79.74,76.11
66,1,CA1-SUB,148.0,0.84,0.3333,120.0,10000,0.0891,1,0.0131,-0.0254,0,0.8146,0.0466,0.8291,0.1911,0.8869,0.523,0.1934,0.1894,85.65,55.53,81.56,33.82,0.3333,1.0,68.25,58.4,5.43,59.0
66,1,CA1-SUB,153.0,0.8686,0.2,125.0,12000,-0.0533,2,0.0175,-0.0002,0,0.22,0.0722,0.215,0.1705,0.2522,0.3106,0.196,0.1625,63.26,67.31,89.49,37.91,0.3333,1.0,85.49,68.22,68.84,54.1
66,1,CA1-SUB,158.0,0.8971,0.0667,130.0,14000,0.085,3,0.0411,-0.0794,-2,0.2195,0.0511,0.2693,0.1543,0.3246,0.2461,0.1996,0.1764,73.82,59.15,45.66,39.33,0.3333,0.6,87.38,85.64,89.91,78.42
66,1,CA1-SUB,163.0,0.9257,0.0667,135.0,14000,-0.0718,6,0.1114,-0.1231,0,0.1817,0.0392,0.1876,0.1973,0.1873,0.1872,0.2009,0.2013,82.37,81.94,40.04,24.35,0.4545,0.3333,85.74,62.39,61.4,39.87
66,1,CA1-SUB,168.0,0.9543,0.0667,140.0,14000,0.0698,0,0.0,0.031,0,0.2226,0.0498,0.2713,0.178,nan,nan,0.1655,0.1111,83.49,68.15,85.94,88.45,0.4545,0.6,87.34,71.85,86.02,56.72
66,1,RSC-SUB,8.0,0.04,0.0873,-20.0,16000,0.0808,1,0.0033,-0.0325,0,0.2961,0.0565,0.4147,0.2818,0.5584,0.5102,0.1579,0.1923,nan,nan,nan,nan,,,79.04,87.96,63.61,85.44
66,1,RSC-SUB,13.0,0.0686,0.1809,-15.0,14000,0.112,2,0.0124,0.0581,3,0.195,0.0759,0.2144,0.1515,0.32,0.3179,0.1188,0.1235,75.23,83.82,61.59,40.15,0.4286,0.6,87.19,82.87,72.24,79.83
66,1,RSC-SUB,18.0,0.0971,0.2378,-10.0,16000,0.0237,0,0.0,0.0172,3,0.1539,0.0497,0.2038,0.2093,nan,nan,0.1428,0.0904,76.41,78.39,55.09,51.92,0.4286,0.6,77.41,67.22,63.39,75.48
66,1,RSC-SUB,23.0,0.1257,0.3668,-5.0,14000,0.0259,0,0.0,0.0476,3,0.1272,0.0463,0.1988,0.1359,nan,nan,0.1315,0.1255,87.6,79.73,74.1,66.25,0.4286,0.6,86.22,87.85,80.55,82.35
66,1,RSC-SUB,28.0,0.1543,0.5437,0.0,12000,0.0467,0,0.0,0.021,-1,0.1216,0.0372,0.2615,0.2135,nan,nan,0.1555,0.1361,72.63,86.29,55.04,56.75,0.6667,1.0,84.9,88.68,59.24,55.46
66,1,RSC-SUB,33.0,0.1829,0.7337,5.0,12000,0.0392,3,0.0231,0.1686,2,0.2036,0.0422,0.3441,0.1431,0.3821,0.1894,0.1267,0.1146,85.43,69.55,69.68,79.35,0.4286,0.6,72.97,80.64,85.27,84.28
66,1,RSC-SUB,38.0,0.2114,0.7044,10.0,12000,0.0024,1,0.0096,0.0526,1,0.1382,0.0468,0.303,0.2925,0.5226,0.4271,0.1443,0.1669,86.33,78.64,57.43,66.71,0.6667,0.6,77.28,87.89,80.31,55.47
66,1,RSC-SUB,43.0,0.24,0.7428,15.0,12000,0.0337,1,0.0181,0.0583,3,0.134,0.0515,0.2425,0.1995,0.362,0.2636,0.1752,0.1528,87.26,72.2,79.14,84.75,0.6667,0.6,86.13,87.52,55.07,76.8
66,1,RSC-SUB,48.0,0.2686,0.8038,20.0,12000,-0.0973,3,0.0506,0.0167,2,0.1244,0.0406,0.2457,0.2424,0.2735,0.3107,0.116,0.0799,77.59,77.85,42.1,46.99,0.25,0.6,86.11,68.85,73.53,70.4
66,1,RSC-SUB,53.0,0.2971,0.9917,25.0,12000,0.0258,0,0.0,0.0551,3,0.1099,0.0436,0.1401,0.1016,nan,nan,0.1364,0.0934,83.14,89.83,71.95,62.78,0.25,0.6,78.42,80.31,81.78,77.74
66,1,RSC-SUB,58.0,0.3257,0.9917,30.0,12000,0.0278,0,0.0,-0.0189,5,0.1431,0.0271,0.2138,0.1832,nan,nan,0.1519,0.1169,80.03,72.65,76.09,74.71,0.25,0.6,81.49,82.56,66.38,89.75
66,1,RSC-SUB,63.0,0.3543,0.965,35.0,12000,-0.1077,4,0.0367,-0.0116,-3,0.1007,0.0491,0.2045,0.2194,0.2048,0.1941,0.1621,0.1317,59.05,64.58,86.13,68.74,0.1111,1.0,80.21,85.68,89.3,89.34
66,1,RSC-SUB,68.0,0.3829,0.915,40.0,12000,0.047,0,0.0,0.0174,3,0.1504,0.0403,0.2187,0.1836,nan,nan,0.1653,0.1371,89.74,88.27,52.12,66.78,0.25,0.6,74.82,85.19,83.61,72.81
66,1,RSC-SUB,73.0,0.4114,0.7755,45.0,12000,0.0597,1,0.0053,-0.0318,0,0.214,0.0321,0.2319,0.1735,0.5017,0.4648,0.1332,0.0922,76.43,86.1,86.38,87.81,0.6667,0.6,85.82,84.56,84.28,57.18
66,1,RSC-SUB,78.0,0.44,0.754,50.0,12000,0.0241,0,0.0,0.0339,3,0.1214,0.0171,0.2273,0.138,nan,nan,0.1246,0.1272,80.33,78.23,75.71,53.92,0.25,0.6,73.51,77.92,85.34,83.12
66,1,RSC-SUB,83.0,0.4686,0.722,55.0,12000,0.1875,4,0.0762,0.0373,0,0.1378,0.0304,0.2462,0.2588,0.2384,0.2231,0.1557,0.1316,89.31,85.67,51.49,34.5,0.25,0.6,81.7,78.22,53.67,59.53
66,1,RSC-SUB,88.0,0.4971,0.7711,60.0,12000,0.0299,0,0.0,0.035,4,0.12,0.0259,0.1758,0.1375,nan,nan,0.1578,0.1313,81.64,82.6,56.24,53.67,0.4286,0.3333,89.59,74.69,80.66,80.8
66,1,RSC-SUB,93.0,0.5257,0.8193,65.0,12000,-0.0169,0,0.0,-0.0182,-3,0.1367,0.0432,0.1979,0.2355,nan,nan,0.174,0.1258,72.7,85.13,61.86,69.82,0.4286,0.3333,88.08,85.19,86.73,88.19
66,1,RSC-SUB,98.0,0.5543,0.8782,70.0,14000,0.0326,1,0.0045,0.0446,0,0.1926,0.0374,0.2192,0.1771,0.4279,0.4679,0.1487,0.1327,89.28,74.89,71.15,52.5,0.4286,0.6,78.96,83.96,53.77,58.34
66,1,RSC-SUB,103.0,0.5829,0.8685,75.0,12000,0.0308,2,0.0183,0.0136,1,0.1104,0.0339,0.1779,0.175,0.2853,0.2514,0.1224,0.1151,88.27,66.75,38.67,45.98,0.4286,0.3333,88.45,86.95,75.77,79.93
66,1,RSC-SUB,108.0,0.6114,0.7722,80.0,16000,0.2383,4,0.0682,0.0142,0,0.1762,0.0398,0.3525,0.1811,0.3529,0.1712,0.1479,0.0962,77.19,73.56,80.06,85.45,0.4286,0.3333,88.01,86.41,79.33,73.15
66,1,RSC-SUB,113.0,0.64,0.6958,85.0,14000,-0.0144,7,0.1036,-0.0116,-5,0.3669,0.0607,0.4134,0.1406,0.4213,0.1428,0.1137,0.1439,87.89,80.04,84.9,68.32,0.4286,0.1429,70.55,85.14,63.09,77.04
66,1,RSC-SUB,118.0,0.6686,0.7958,90.0,12000,0.0257,0,0.0,-0.0411,-3,0.1922,0.068,0.2513,0.2208,nan,nan,0.1693,0.1262,83.27,86.17,82.47,53.97,0.6667,0.6,89.96,82.85,78.45,64.19
66,1,RSC-SUB,123.0,0.6971,0.8921,95.0,12000,0.0908,4,0.0295,0.0418,3,0.2245,0.0529,0.3132,0.1255,0.3857,0.1755,0.1666,0.1412,86.39,88.89,65.48,83.37,0.4286,0.3333,74.62,72.08,66.03,74.4
66,1,RSC-SUB,128.0,0.7257,0.9333,100.0,14000,0.1459,6,0.0605,0.0617,3,0.1597,0.1092,0.231,0.229,0.2161,0.2187,0.1741,0.1429,72.74,68.65,57.6,69.48,0.25,0.6,82.69,78.84,80.27,79.17
66,1,RSC-SUB,133.0,0.7543,0.6667,105.0,12000,0.0511,0,0.0,0.007,0,0.1567,0.0627,0.2072,0.1461,nan,nan,0.1646,0.1143,85.09,84.17,87.39,79.07,0.4286,0.6,76.89,84.53,78.24,45.28
66,1,RSC-SUB,138.0,0.7829,0.5333,110.0,12000,-0.1609,5,0.0562,0.0298,0,0.1529,0.0565,0.242,0.1834,0.2144,0.1557,0.1193,0.1361,72.66,66.61,82.93,82.96,0.6667,0.3333,87.8,85.65,86.01,80.03
66,1,RSC-SUB,143.0,0.8114,0.4,115.0,14000,-0.0746,2,0.0232,-0.021,0,0.2398,0.0417,0.2958,0.2713,0.32,0.3561,0.1699,0.1537,77.67,75.68,69.48,49.5,1.0,0.6,77.85,87.44,85.11,49.19
66,1,RSC-SUB,148.0,0.84,0.3333,120.0,10000,0.1602,4,0.0557,-0.0014,1,0.8367,0.0464,0.8956,0.1511,0.9009,0.1608,0.136,0.1595,81.24,72.3,72.25,66.4,0.6667,0.6,89.53,78.45,29.98,80.29
66,1,RSC-SUB,153.0,0.8686,0.2,125.0,12000,-0.0987,8,0.0674,0.0,3,0.1631,0.0719,0.1909,0.1615,0.1761,0.1359,0.153,0.1332,64.41,88.98,58.44,66.07,1.0,0.6,88.07,88.87,73.86,83.86
66,1,RSC-SUB,158.0,0.8971,0.0667,130.0,14000,0.0673,5,0.0711,0.0025,0,0.3699,0.0507,0.3944,0.164,0.332,0.1901,0.1744,0.0841,84.48,85.07,64.98,81.36,0.6667,0.6,89.5,87.69,62.85,78.15
66,1,RSC-SUB,163.0,0.9257,0.0667,135.0,14000,0.2465,7,0.2222,-0.006,2,0.3089,0.0392,0.3432,0.1132,0.3583,0.1001,0.1678,0.1465,62.32,57.21,19.86,67.66,0.6667,0.3333,84.17,74.15,62.89,80.48
66,1,RSC-SUB,168.0,0.9543,0.0667,140.0,14000,0.0234,0,0.0,-0.001,0,0.2792,0.0497,0.3433,0.2097,nan,nan,0.192,0.1244,87.4,62.86,74.23,69.73,0.6667,1.0,79.85,74.25,72.23,74.88
66,1,V1-RSC,8.0,0.04,0.0873,-20.0,16000,0.1289,1,0.0084,0.0448,3,0.0776,0.2821,0.1744,0.3111,0.4205,0.506,0.2017,0.2099,nan,nan,nan,nan,,,63.47,88.85,49.86,42.41
66,1,V1-RSC,13.0,0.0686,0.1809,-15.0,14000,-0.0333,0,0.0,0.0628,2,0.0736,0.1981,0.2563,0.311,nan,nan,0.2025,0.1511,48.03,68.74,83.77,50.78,0.5,0.4286,88.47,89.07,86.54,89.58
66,1,V1-RSC,18.0,0.0971,0.2378,-10.0,16000,0.09,1,0.0066,0.0285,1,0.0592,0.1093,0.1891,0.2173,0.4666,0.5902,0.2164,0.2002,71.78,53.01,60.19,35.53,0.3333,0.6667,89.87,77.35,73.61,38.84
66,1,V1-RSC,23.0,0.1257,0.3668,-5.0,14000,0.1505,1,0.0115,0.0258,0,0.0722,0.1129,0.2381,0.2047,0.4124,0.345,0.2291,0.1427,56.49,48.25,37.9,37.42,0.5,0.4286,58.3,69.51,49.26,32.34
66,1,V1-RSC,28.0,0.1543,0.5437,0.0,12000,0.0918,0,0.0,0.0167,5,0.0704,0.1182,0.3037,0.2547,nan,nan,0.2258,0.1801,55.1,57.64,86.18,79.61,0.0909,0.4286,75.63,65.74,68.79,76.66
66,1,V1-RSC,33.0,0.1829,0.7337,5.0,12000,-0.0647,3,0.0414,-0.0371,0,0.0843,0.1646,0.1325,0.2628,0.2045,0.3073,0.2253,0.1581,66.54,71.69,71.64,77.12,0.2,0.4286,76.62,72.31,65.08,48.49
66,1,V1-RSC,38.0,0.2114,0.7044,10.0,12000,0.1116,0,0.0,-0.0536,-4,0.0837,0.1176,0.1974,0.1814,nan,nan,0.1984,0.1583,56.66,43.91,39.84,22.78,0.0909,1.0,62.01,84.84,59.36,50.12
66,1,V1-RSC,43.0,0.24,0.7428,15.0,12000,0.1398,3,0.0285,0.0029,0,0.0684,0.0972,0.1948,0.2307,0.2541,0.3185,0.2075,0.1811,65.2,64.55,42.38,44.54,0.3333,0.25,87.75,86.3,63.81,75.24
66,1,V1-RSC,48.0,0.2686,0.8038,20.0,12000,-0.099,5,0.0986,0.0184,-3,0.0459,0.1237,0.1099,0.1773,0.1323,0.1892,0.1892,0.1746,55.49,55.67,70.33,73.76,0.3333,0.6667,79.22,83.77,72.29,69.57
66,1,V1-RSC,53.0,0.2971,0.9917,25.0,12000,0.075,1,0.0098,0.0193,0,0.0689,0.0935,0.1817,0.2322,0.4043,0.5291,0.1858,0.2274,79.85,60.9,83.35,88.75,0.2,0.6667,65.68,64.94,38.09,33.99
66,1,V1-RSC,58.0,0.3257,0.9917,30.0,12000,0.1037,0,0.0,0.0345,0,0.0617,0.1269,0.2424,0.2538,nan,nan,0.2061,0.1918,57.62,44.2,84.11,89.3,0.5,0.4286,65.99,65.64,68.42,61.36
66,1,V1-RSC,63.0,0.3543,0.965,35.0,12000,0.1939,6,0.1012,0.0061,0,0.086,0.1166,0.1688,0.1806,0.1973,0.1751,0.1482,0.1349,60.98,71.65,31.21,22.52,0.5,0.6667,78.5,87.59,44.57,41.43
66,1,V1-RSC,68.0,0.3829,0.915,40.0,12000,0.1032,0,0.0,0.0224,0,0.1087,0.1524,0.1477,0.1769,nan,nan,0.1405,0.1513,61.5,59.13,59.37,49.75,0.7143,0.6667,60.38,54.02,74.9,89.78
66,1,V1-RSC,73.0,0.4114,0.7755,45.0,12000,0.0944,1,0.0122,0.0209,0,0.0869,0.202,0.26,0.2914,0.4631,0.4291,0.1839,0.2093,52.93,40.13,50.13,56.34,1.0,0.6667,65.53,66.0,56.56,61.5
66,1,V1-RSC,78.0,0.44,0.754,50.0,12000,0.0685,0,0.0,0.052,2,0.0848,0.1219,0.2017,0.2062,nan,nan,0.1521,0.1773,68.19,65.89,46.2,52.34,0.7143,0.6667,71.78,87.85,76.97,76.19
66,1,V1-RSC,83.0,0.4686,0.722,55.0,12000,0.3849,8,0.2012,0.0221,0,0.1055,0.1006,0.1746,0.2233,0.1311,0.157,0.1742,0.1758,88.68,76.59,51.33,55.26,0.5,0.6667,85.47,86.32,87.66,71.26
66,1,V1-RSC,88.0,0.4971,0.7711,60.0,12000,0.0575,0,0.0,0.0354,0,0.0819,0.1163,0.1735,0.2239,nan,nan,0.1638,0.1526,86.74,86.88,50.18,56.95,0.5,0.25,80.91,64.92,52.25,67.13
66,1,V1-RSC,93.0,0.5257,0.8193,65.0,12000,-0.0007,0,0.0,-0.0192,-4,0.095,0.1747,0.2069,0.2452,nan,nan,0.1713,0.1502,59.81,77.64,49.01,40.52,0.7143,0.4286,85.92,77.13,64.26,81.6
66,1,V1-RSC,98.0,0.5543,0.8782,70.0,14000,0.2592,3,0.0513,0.022,0,0.0691,0.1534,0.2209,0.2431,0.3011,0.2922,0.1888,0.1959,78.78,80.26,48.11,54.19,0.2,0.4286,69.86,83.21,46.6,46.31
66,1,V1-RSC,103.0,0.5829,0.8685,75.0,12000,-0.0646,4,0.065,-0.0359,-2,0.0982,0.1079,0.1755,0.2511,0.186,0.2619,0.1408,0.1427,74.68,74.24,50.14,52.73,0.2,0.25,66.11,80.77,72.03,69.89
66,1,V1-RSC,108.0,0.6114,0.7722,80.0,16000,0.245,6,0.0844,-0.0318,-1,0.1087,0.197,0.2673,0.2479,0.2136,0.2435,0.2068,0.2424,60.23,79.01,56.44,61.73,0.3333,0.6667,73.56,88.6,58.76,63.11
66,1,V1-RSC,113.0,0.64,0.6958,85.0,14000,-0.1406,6,0.0712,-0.0396,-5,0.0681,0.3547,0.1547,0.4055,0.1606,0.3946,0.1983,0.2436,85.2,83.43,59.68,52.63,0.3333,0.25,60.28,87.97,51.62,84.77
66,1,V1-RSC,118.0,0.6686,0.7958,90.0,12000,0.0842,0,0.0,-0.0056,0,0.0795,0.2215,0.1932,0.2466,nan,nan,0.1737,0.1892,51.4,65.59,85.64,78.99,0.5,0.4286,78.54,88.54,55.23,74.73
66,1,V1-RSC,123.0,0.6971,0.8921,95.0,12000,-0.0464,2,0.0233,0.0233,0,0.0653,0.2359,0.198,0.3089,0.3049,0.3018,0.2181,0.2392,55.15,72.54,63.97,66.73,0.3333,0.6667,62.35,79.31,39.85,37.47
66,1,V1-RSC,128.0,0.7257,0.9333,100.0,14000,0.1382,4,0.0699,0.0304,0,0.0619,0.1481,0.1872,0.2171,0.2067,0.2506,0.1953,0.1963,73.62,63.66,61.39,57.48,0.3333,0.4286,75.63,72.65,71.86,71.54
66,1,V1-RSC,133.0,0.7543,0.6667,105.0,12000,0.1334,1,0.009,0.0013,0,0.0539,0.1607,0.2584,0.2575,0.5652,0.5203,0.1813,0.2025,67.69,64.89,56.02,53.16,0.3333,0.25,71.22,85.64,46.42,55.48
66,1,V1-RSC,138.0,0.7829,0.5333,110.0,12000,0.0318,4,0.0808,0.0251,0,0.0879,0.1519,0.255,0.2221,0.2692,0.2312,0.1582,0.1916,43.78,60.69,46.05,54.95,0.3333,0.6667,71.28,78.49,73.75,49.73
66,1,V1-RSC,143.0,0.8114,0.4,115.0,14000,0.1456,4,0.0467,0.0113,1,0.088,0.244,0.1838,0.2183,0.2401,0.2848,0.2028,0.2747,48.38,55.97,24.4,27.17,0.5,1.0,77.28,64.66,37.93,36.22
66,1,V1-RSC,148.0,0.84,0.3333,120.0,10000,0.2734,8,0.1583,0.0126,0,0.0896,0.8218,0.1681,0.8697,0.1512,0.8599,0.1794,0.233,77.0,70.84,38.52,83.49,0.3333,0.6667,87.22,80.91,37.8,7.64
66,1,V1-RSC,153.0,0.8686,0.2,125.0,12000,0.1869,5,0.0565,-0.0401,0,0.0898,0.1723,0.1649,0.3056,0.1531,0.3275,0.1595,0.1936,80.84,74.51,36.11,73.9,0.5,1.0,75.56,87.21,42.96,65.98
66,1,V1-RSC,158.0,0.8971,0.0667,130.0,14000,-0.2064,4,0.1276,0.0255,0,0.0883,0.3392,0.2366,0.5608,0.2601,0.5364,0.1835,0.209,72.87,70.39,33.15,27.74,0.7143,0.6667,46.13,75.03,85.48,83.45
66,1,V1-RSC,163.0,0.9257,0.0667,135.0,14000,-0.2774,6,0.1855,0.021,0,0.0857,0.2861,0.2123,0.2456,0.1759,0.2507,0.1647,0.2231,49.4,65.23,35.9,77.7,0.5,0.6667,74.72,79.86,88.3,77.29
66,1,V1-RSC,168.0,0.9543,0.0667,140.0,14000,0.1356,1,0.0093,-0.001,0,0.1094,0.2416,0.3269,0.3784,0.5405,0.4865,0.2031,0.1722,69.78,74.5,39.37,88.47,0.5,0.4286,86.5,68.74,58.17,84.28
68,1,CA1-RSC,8.0,0.028,0.0849,-34.0,14000,0.0672,0,0.0,0.105,1,0.3626,0.0888,0.3139,0.218,nan,nan,0.1586,0.1499,nan,nan,nan,nan,,,85.26,65.86,72.89,63.97
68,1,CA1-RSC,13.0,0.048,0.082,-29.0,12000,0.0909,0,0.0,0.0242,0,0.1749,0.1287,0.2397,0.2176,nan,nan,0.1638,0.1811,87.55,77.77,65.43,60.6,0.6667,0.5,77.32,88.22,51.15,56.53
68,1,CA1-RSC,18.0,0.068,0.0907,-24.0,14000,0.0427,0,0.0,0.0372,0,0.1677,0.1374,0.2389,0.2372,nan,nan,0.154,0.2095,89.05,80.67,69.23,58.06,0.6667,0.3333,78.53,89.09,82.34,83.59
68,1,CA1-RSC,23.0,0.088,0.1449,-19.0,12000,0.047,0,0.0,0.0067,-1,0.1369,0.1127,0.1698,0.2259,nan,nan,0.1455,0.1436,72.86,86.63,72.7,65.5,0.6667,0.5,62.68,72.48,83.1,79.79
68,1,CA1-RSC,28.0,0.108,0.2127,-14.0,14000,0.0662,0,0.0,0.0472,3,0.1274,0.0893,0.1919,0.1987,nan,nan,0.1629,0.1425,60.77,59.77,57.34,58.7,1.0,0.5,77.15,66.15,49.37,81.06
68,1,CA1-RSC,33.0,0.128,0.3598,-9.0,14000,0.0872,0,0.0,0.0845,5,0.1397,0.0766,0.257,0.2248,nan,nan,0.1599,0.1711,82.73,60.53,33.76,36.75,0.4286,0.3333,86.24,61.82,56.58,55.19
68,1,CA1-RSC,38.0,0.148,0.4977,-4.0,14000,0.1026,1,0.0053,0.0768,5,0.1426,0.0825,0.2858,0.268,0.5159,0.5062,0.1626,0.1853,73.6,86.76,26.63,37.11,0.6667,0.5,88.26,85.41,48.78,53.53
68,1,CA1-RSC,43.0,0.168,0.6618,1.0,12000,0.1221,1,0.0075,0.0844,4,0.0807,0.0963,0.2918,0.3306,0.5706,0.5242,0.1745,0.178,87.85,80.1,37.5,36.66,0.4286,0.3333,87.36,82.21,51.37,57.32
68,1,CA1-RSC,48.0,0.188,0.7524,6.0,12000,0.0586,0,0.0,0.0269,3,0.0834,0.1204,0.147,0.1829,nan,nan,0.1097,0.1415,87.12,85.05,36.08,37.65,0.4286,0.5,84.09,82.76,59.94,77.8
68,1,CA1-RSC,53.0,0.208,0.8476,11.0,12000,0.0878,0,0.0,0.0485,0,0.1152,0.0962,0.2382,0.227,nan,nan,0.136,0.1696,89.78,75.07,32.94,44.5,0.6667,0.5,80.38,87.15,53.76,44.84
68,1,CA1-RSC,58.0,0.228,0.7862,16.0,12000,0.0585,0,0.0,-0.006,5,0.0929,0.0854,0.2442,0.1621,nan,nan,0.1371,0.1346,88.03,89.52,78.5,68.83,1.0,0.5,82.35,71.57,83.8,85.73
68,1,CA1-RSC,63.0,0.248,0.8254,21.0,12000,0.0563,0,0.0,0.0459,5,0.0672,0.0536,0.1664,0.1879,nan,nan,0.1264,0.1487,88.53,84.01,55.2,56.89,0.4286,0.5,63.77,79.63,62.34,69.85
68,1,CA1-RSC,68.0,0.268,0.8268,26.0,12000,0.0997,0,0.0,0.0674,5,0.0744,0.0997,0.252,0.3132,nan,nan,0.1468,0.1973,83.92,85.24,72.85,83.31,0.4286,0.5,83.74,87.76,80.55,74.81
