pair,n_animals,cc1_ff,cc1_fb,d_cc1,t_cc1,p_cc1,d_gini_conn,t_gini,p_gini,n_angle,ff_fb_angle_minus_floor,t_angle,p_angle
CA1-RSC,12,0.032108333333333336,0.029383333333333334,0.002725,0.30766935419119223,0.7640809928490826,0.00013749999999999873,0.016328952919426414,0.9872643686455724,12,0.6533333333333324,0.08059832682855672,0.9372091145865706
CA1-CA3,7,0.08901428571428571,0.12315714285714285,-0.03414285714285715,-1.3954010847741571,0.21235404265408148,-0.0031714285714285633,-0.10004655367184383,0.9235665238581241,7,15.33285714285714,1.7164718244900559,0.13689004907694424
CA1-DG,11,0.11165454545454545,0.12269999999999999,-0.011045454545454546,-0.7487891184916957,0.4712297304489762,-0.012995454545454537,-1.5193234730403833,0.15964568928099596,11,-7.118181818181819,-0.7709529868619868,0.4585631772843426
CA1-V1,13,0.03414615384615385,0.04169230769230769,-0.007546153846153846,-1.5250017894133538,0.1531723009970948,0.013615384615384597,0.7852753088483153,0.447519516071625,13,-8.666923076923077,-1.2348870023649101,0.24050622562142915
CA3-DG,5,0.11326,0.12076,-0.007499999999999998,-0.37235038010525057,0.7285204793401865,-0.01605000000000001,-0.512545879118342,0.6352738289768816,5,9.546000000000005,0.6727198124367142,0.53798908535388
CA1-SUB,7,0.029371428571428573,0.01807142857142857,0.0113,1.4642901546208058,0.19345400571504853,0.002850000000000003,0.1591283888287805,0.8787890446002424,7,7.4185714285714255,0.7225191888777623,0.49715870106125293
RSC-SUB,7,0.06507142857142857,0.053014285714285715,0.01205714285714286,2.530013454341234,0.04467888558291707,0.0107142857142857,1.1336926112636554,0.30018013767631235,7,-9.141428571428571,-1.288154991554187,0.24513598155986285
V1-RSC,9,0.1411888888888889,0.12205555555555556,0.019133333333333336,1.4197714329827136,0.1934463218077911,0.007833333333333322,1.2511820375474376,0.24621655157774122,9,-4.2588888888888885,-0.39003791755269834,0.7066876725021208
