animal,area,epoch,partner1,partner2,n_units,rho_conn,rho_intr,rho_resid,jaccard,jaccard_excess
75,CA1,expert,CA1-SUB,CA1-V1,21,0.01948051948051948,0.9987012987012988,-0.015132222143084934,0.3333333333333333,0.16666666666666666
75,CA1,intermediate,CA1-DG,CA1-RSC,21,-0.14415584415584418,0.9974025974025975,-0.23942238883298667,0.2,0.033333333333333354
75,CA1,intermediate,CA1-DG,CA1-SUB,21,0.7896103896103897,0.9974025974025975,0.6474069970235655,0.5,0.33333333333333337
75,CA1,intermediate,CA1-DG,CA1-V1,21,0.5805194805194805,1.0,0.33338276333410005,0.3333333333333333,0.16666666666666666
75,CA1,intermediate,CA1-RSC,CA1-SUB,21,0.10259740259740259,0.996103896103896,0.08066511366873544,0.2,0.033333333333333354
75,CA1,intermediate,CA1-RSC,CA1-V1,21,0.1155844155844156,0.9974025974025975,0.09690811871903485,0.3333333333333333,0.16666666666666666
75,CA1,intermediate,CA1-SUB,CA1-V1,21,0.44285714285714284,0.9974025974025975,0.11180465170646081,0.2,0.033333333333333354
75,CA1,naive,CA1-DG,CA1-RSC,21,0.6883116883116883,0.9974025974025975,0.626454928779168,0.3333333333333333,0.16666666666666666
75,CA1,naive,CA1-DG,CA1-SUB,21,0.3675324675324675,0.9974025974025975,0.3315549305081401,0.5,0.33333333333333337
75,CA1,naive,CA1-DG,CA1-V1,21,0.42727272727272725,0.9974025974025975,0.23132329995814924,0.3333333333333333,0.16666666666666666
75,CA1,naive,CA1-RSC,CA1-SUB,21,0.3649350649350649,1.0,0.33295627647898535,0.3333333333333333,0.16666666666666666
75,CA1,naive,CA1-RSC,CA1-V1,21,0.4194805194805195,1.0,0.19451615781089648,0.3333333333333333,0.16666666666666666
75,CA1,naive,CA1-SUB,CA1-V1,21,0.14155844155844155,1.0,0.04766360472207078,0.2,0.033333333333333354
75,RSC,expert,CA1-RSC,RSC-SUB,178,0.9554540642482114,0.9991977639532152,0.37389076700145696,0.7647058823529411,0.6200113485908832
75,RSC,expert,CA1-RSC,V1-RSC,178,0.9323908655743915,0.9938119299096794,0.34944427826361374,0.6981132075471698,0.5534186737851119
75,RSC,expert,RSC-SUB,V1-RSC,178,0.9374537503758487,0.9941566573356189,0.257629176177282,0.6981132075471698,0.5534186737851119
