animal,learner,pair,ordinal,trial_id,n_bins,cc1,ifi,optimal_lag,gini_part_x,gini_part_y
77,1,CA1-SUB,7,7,3452,-0.0152,-0.0129,-9,0.1505,0.5668
77,1,CA1-SUB,10,10,3681,-0.0028,-0.2677,-3,0.1742,0.5221
77,1,RSC-SUB,1,1,3519,0.133,0.0076,0,0.4895,0.4678
77,1,RSC-SUB,2,2,2820,0.0688,-0.0652,0,0.4878,0.5648
77,1,RSC-SUB,4,4,3391,0.0772,-0.0959,0,0.479,0.5041
77,1,RSC-SUB,7,7,3452,0.1068,-0.0813,-3,0.5114,0.5815
77,1,RSC-SUB,10,10,3681,0.0878,-0.1528,-3,0.4971,0.5114
77,1,V1-RSC,1,1,3519,0.1035,0.0286,8,0.4894,0.4712
77,1,V1-RSC,2,2,2820,0.1932,0.0531,5,0.4687,0.4863
77,1,V1-RSC,4,4,3391,0.2096,0.0316,0,0.4925,0.4993
77,1,V1-RSC,7,7,3452,0.2602,0.0417,10,0.5229,0.4656
77,1,V1-RSC,10,10,3681,0.3064,0.0451,6,0.501,0.5072
98,0,CA1-RSC,1,1,5779,0.0662,0.1329,4,0.5704,0.5187
98,0,CA1-RSC,2,2,4567,0.0707,0.1923,4,0.5749,0.4612
98,0,CA1-RSC,4,4,4117,0.0552,0.4521,3,0.5402,0.4638
98,0,CA1-RSC,7,7,4654,0.1068,0.2009,4,0.5206,0.4865
98,0,CA1-RSC,10,10,3758,0.1113,0.1742,2,0.5632,0.4938
100,0,CA1-RSC,1,1,3924,0.1051,-0.0567,-3,0.4856,0.5216
100,0,CA1-RSC,2,2,2972,0.0159,0.2924,8,0.4876,0.501
100,0,CA1-RSC,4,4,2738,0.0672,0.2393,0,0.4827,0.4663
100,0,CA1-RSC,7,7,2341,0.0139,0.214,4,0.4913,0.4425
100,0,CA1-RSC,10,10,2786,0.0415,0.1379,0,0.4707,0.4851
100,0,CA1-DG,1,1,3924,0.4061,0.0831,0,0.4958,0.601
100,0,CA1-DG,2,2,2972,0.402,-0.0643,0,0.5023,0.6188
