animal,learner,pair,bin,dim,cc,sig,ifi
61,1,CA1-DG,6,13,-0.0327,0,-0.0422
61,1,CA1-DG,6,14,0.0027,0,-0.0297
61,1,CA1-DG,6,15,-0.0108,0,-0.0167
61,1,CA1-DG,6,16,-0.0025,0,-0.0124
61,1,CA1-DG,6,17,-0.0018,0,-0.0109
61,1,CA1-DG,6,18,0.0087,0,-0.031
61,1,CA1-DG,6,19,-0.0,0,-0.0015
61,1,CA1-DG,6,20,-0.0183,0,0.0272
61,1,CA1-DG,6,21,-0.006,0,-0.0034
61,1,CA1-DG,6,22,0.028,0,-0.0286
61,1,CA1-DG,6,23,-0.0035,0,-0.0101
61,1,CA1-V1,1,1,0.0822,0,0.0604
61,1,CA1-V1,1,2,-0.0008,0,0.032
61,1,CA1-V1,1,3,0.0336,0,0.0041
61,1,CA1-V1,1,4,0.008,0,0.0071
61,1,CA1-V1,1,5,0.0105,0,0.0164
61,1,CA1-V1,1,6,-0.0103,0,0.0033
61,1,CA1-V1,1,7,0.0116,0,0.0111
61,1,CA1-V1,1,8,0.0041,0,0.0087
61,1,CA1-V1,1,9,0.0051,0,0.0133
61,1,CA1-V1,1,10,0.0136,0,0.0054
61,1,CA1-V1,1,11,0.0035,0,0.0011
61,1,CA1-V1,1,12,0.0113,0,0.0024
61,1,CA1-V1,1,13,-0.053,0,0.0151
61,1,CA1-V1,1,14,0.0587,0,0.0106
61,1,CA1-V1,1,15,-0.0277,0,0.0118
61,1,CA1-V1,1,16,0.0195,0,0.0023
61,1,CA1-V1,1,17,0.0569,0,-0.0055
61,1,CA1-V1,1,18,-0.0378,0,-0.0108
61,1,CA1-V1,1,19,0.0405,0,-0.0046
61,1,CA1-V1,1,20,-0.0137,0,-0.0073
61,1,CA1-V1,1,21,-0.0109,0,0.0448
61,1,CA1-V1,1,22,0.001,0,0.0245
61,1,CA1-V1,1,23,-0.0297,0,-0.01
61,1,CA1-V1,1,24,0.0049,0,-0.0528
61,1,CA1-V1,1,25,-0.0262,0,-0.0051
61,1,CA1-V1,1,26,-0.0097,0,-0.0735
61,1,CA1-V1,1,27,0.0249,0,-0.0638
61,1,CA1-V1,1,28,0.038,0,-0.0584
61,1,CA1-V1,1,29,-0.0042,0,-0.1252
61,1,CA1-V1,1,30,-0.0148,0,-0.2393
61,1,CA1-V1,2,1,0.1783,1,0.0281
61,1,CA1-V1,2,2,0.1676,1,0.0026
61,1,CA1-V1,2,3,0.1776,1,0.0091
61,1,CA1-V1,2,4,0.049,0,-0.0099
61,1,CA1-V1,2,5,-0.0316,0,-0.0016
61,1,CA1-V1,2,6,-0.0018,0,-0.0133
61,1,CA1-V1,2,7,-0.1509,0,-0.0155
61,1,CA1-V1,2,8,0.0869,0,0.0058
61,1,CA1-V1,2,9,0.0617,0,0.0129
61,1,CA1-V1,2,10,0.0425,0,0.0081
61,1,CA1-V1,2,11,-0.007,0,0.0059
61,1,CA1-V1,2,12,0.036,0,-0.0052
61,1,CA1-V1,2,13,-0.0237,0,0.0068
61,1,CA1-V1,2,14,-0.1244,0,-0.021
61,1,CA1-V1,2,15,-0.037,0,-0.0049
61,1,CA1-V1,2,16,0.0121,0,0.0081
61,1,CA1-V1,2,17,0.0237,0,-0.0079
61,1,CA1-V1,2,18,-0.0203,0,0.0068
61,1,CA1-V1,2,19,0.0197,0,0.0038
61,1,CA1-V1,2,20,-0.0797,0,-0.0017
61,1,CA1-V1,2,21,-0.0117,0,0.0152
61,1,CA1-V1,2,22,-0.0032,0,0.006
61,1,CA1-V1,2,23,0.1459,0,0.0356
61,1,CA1-V1,2,24,0.0568,0,0.0189
61,1,CA1-V1,2,25,0.028,0,0.0145
61,1,CA1-V1,2,26,0.0336,0,0.0091
61,1,CA1-V1,2,27,0.0143,0,-0.0018
61,1,CA1-V1,2,28,0.092,0,0.074
61,1,CA1-V1,2,29,0.052,0,0.146
61,1,CA1-V1,2,30,0.0071,0,0.1527
61,1,CA1-V1,3,1,0.1631,1,0.0142
61,1,CA1-V1,3,2,0.0175,0,-0.0098
61,1,CA1-V1,3,3,0.0328,0,-0.0181
61,1,CA1-V1,3,4,-0.0176,0,-0.0107
61,1,CA1-V1,3,5,0.0312,0,-0.0048
61,1,CA1-V1,3,6,-0.0214,0,-0.0125
61,1,CA1-V1,3,7,-0.1081,0,-0.0219
61,1,CA1-V1,3,8,-0.0468,0,-0.0063
61,1,CA1-V1,3,9,-0.0662,0,-0.008
61,1,CA1-V1,3,10,-0.0372,0,-0.0082
61,1,CA1-V1,3,11,-0.0521,0,-0.0154
61,1,CA1-V1,3,12,-0.1642,0,-0.0103
61,1,CA1-V1,3,13,0.1389,0,-0.0005
61,1,CA1-V1,3,14,-0.0153,0,0.0012
61,1,CA1-V1,3,15,0.059,0,0.0226
61,1,CA1-V1,3,16,0.0863,0,0.0247
61,1,CA1-V1,3,17,0.0412,0,0.0414
61,1,CA1-V1,3,18,-0.0132,0,0.037
61,1,CA1-V1,3,19,0.075,0,0.0334
61,1,CA1-V1,3,20,-0.0998,0,0.0314
61,1,CA1-V1,3,21,0.0155,0,0.034
61,1,CA1-V1,3,22,-0.0461,0,0.028
61,1,CA1-V1,3,23,0.1467,0,0.0504
61,1,CA1-V1,3,24,0.0179,0,0.0252
61,1,CA1-V1,3,25,-0.0278,0,0.028
61,1,CA1-V1,3,26,-0.0196,0,0.057
61,1,CA1-V1,3,27,0.1385,0,0.0759
61,1,CA1-V1,3,28,0.0186,0,0.0887
61,1,CA1-V1,3,29,0.0682,0,0.1381
61,1,CA1-V1,3,30,0.0322,0,0.5438
61,1,CA1-V1,4,1,0.2013,1,-0.0102
61,1,CA1-V1,4,2,0.0782,0,0.0046
61,1,CA1-V1,4,3,0.0355,0,0.0
61,1,CA1-V1,4,4,0.0587,0,0.0049
61,1,CA1-V1,4,5,-0.0135,0,-0.0002
61,1,CA1-V1,4,6,-0.0905,0,-0.0118
61,1,CA1-V1,4,7,-0.0104,0,-0.0074
61,1,CA1-V1,4,8,0.0078,0,-0.0039
61,1,CA1-V1,4,9,0.0126,0,-0.013
61,1,CA1-V1,4,10,-0.0009,0,-0.0095
61,1,CA1-V1,4,11,0.0177,0,-0.0106
61,1,CA1-V1,4,12,0.0393,0,-0.0298
61,1,CA1-V1,4,13,-0.0576,0,-0.0343
61,1,CA1-V1,4,14,0.0389,0,-0.0355
61,1,CA1-V1,4,15,-0.0496,0,-0.053
61,1,CA1-V1,4,16,-0.0809,0,-0.0358
61,1,CA1-V1,4,17,0.1096,0,-0.0408
61,1,CA1-V1,4,18,-0.0013,0,-0.0418
61,1,CA1-V1,4,19,0.0621,0,-0.0454
61,1,CA1-V1,4,20,0.0216,0,-0.0519
61,1,CA1-V1,4,21,-0.1156,0,-0.0625
61,1,CA1-V1,4,22,0.0457,0,-0.067
61,1,CA1-V1,4,23,0.1157,0,-0.0654
61,1,CA1-V1,4,24,0.0667,0,-0.0842
61,1,CA1-V1,4,25,-0.0558,0,-0.0986
61,1,CA1-V1,4,26,0.0154,0,-0.0374
61,1,CA1-V1,4,27,0.0885,0,-0.1551
61,1,CA1-V1,4,28,0.0173,0,-0.1483
61,1,CA1-V1,4,29,0.0208,0,-0.0669
61,1,CA1-V1,4,30,0.0014,0,0.2934
61,1,CA1-V1,5,1,0.3044,1,-0.0398
61,1,CA1-V1,5,2,0.2057,1,-0.0062
61,1,CA1-V1,5,3,-0.092,0,-0.0301
61,1,CA1-V1,5,4,-0.1788,0,-0.0175
61,1,CA1-V1,5,5,-0.1766,0,-0.0106
61,1,CA1-V1,5,6,0.1965,1,-0.0252
61,1,CA1-V1,5,7,0.1568,0,-0.0245
61,1,CA1-V1,5,8,-0.1666,0,-0.026
61,1,CA1-V1,5,9,-0.1397,0,-0.0178
61,1,CA1-V1,5,10,0.1891,1,0.0073
61,1,CA1-V1,5,11,0.1944,1,0.0083
61,1,CA1-V1,5,12,-0.1261,0,0.0226
61,1,CA1-V1,5,13,-0.1249,0,0.0367
61,1,CA1-V1,5,14,-0.0765,0,0.0071
61,1,CA1-V1,5,15,-0.1493,0,0.0184
61,1,CA1-V1,5,16,-0.0743,0,0.0133
61,1,CA1-V1,5,17,0.0179,0,0.0124
61,1,CA1-V1,5,18,-0.2022,0,0.0211
61,1,CA1-V1,5,19,-0.0803,0,0.0168
61,1,CA1-V1,5,20,-0.1992,0,0.0381
61,1,CA1-V1,5,21,-0.0419,0,-0.0033
61,1,CA1-V1,5,22,-0.1887,0,0.0283
61,1,CA1-V1,5,23,0.1916,1,0.0072
61,1,CA1-V1,5,24,-0.1627,0,0.0305
61,1,CA1-V1,5,25,0.2002,1,0.0773
61,1,CA1-V1,5,26,-0.1426,0,0.0309
61,1,CA1-V1,5,27,-0.0677,0,0.0091
61,1,CA1-V1,5,28,0.0074,0,0.0434
61,1,CA1-V1,5,29,-0.0133,0,0.0558
61,1,CA1-V1,5,30,0.1784,1,-0.3403
61,1,CA1-V1,6,1,0.2132,1,-0.0188
61,1,CA1-V1,6,2,0.1411,0,0.0236
61,1,CA1-V1,6,3,0.0294,0,0.0124
61,1,CA1-V1,6,4,-0.1434,0,0.0077
61,1,CA1-V1,6,5,0.1233,0,0.0181
61,1,CA1-V1,6,6,-0.1414,0,0.007
61,1,CA1-V1,6,7,0.1306,0,-0.0031
61,1,CA1-V1,6,8,-0.2522,0,0.0089
61,1,CA1-V1,6,9,-0.0858,0,0.0118
61,1,CA1-V1,6,10,-0.3334,0,0.0072
61,1,CA1-V1,6,11,-0.2902,0,0.026
61,1,CA1-V1,6,12,-0.0366,0,0.0107
61,1,CA1-V1,6,13,0.1891,1,0.0128
61,1,CA1-V1,6,14,-0.1823,0,0.0033
61,1,CA1-V1,6,15,-0.3424,0,-0.0055
61,1,CA1-V1,6,16,0.103,0,0.0128
61,1,CA1-V1,6,17,0.1424,0,0.0259
61,1,CA1-V1,6,18,0.057,0,0.024
61,1,CA1-V1,6,19,0.0563,0,0.0298
61,1,CA1-V1,6,20,0.2519,1,0.0177
61,1,CA1-V1,6,21,0.0752,0,0.01
61,1,CA1-V1,6,22,-0.1928,0,-0.0087
61,1,CA1-V1,6,23,0.2543,1,0.011
61,1,CA1-V1,6,24,0.4496,1,0.0126
61,1,CA1-V1,6,25,0.1719,1,0.0604
61,1,CA1-V1,6,26,-0.0066,0,-0.0018
61,1,CA1-V1,6,27,-0.1183,0,0.0986
61,1,CA1-V1,6,28,-0.0028,0,0.0838
61,1,CA1-V1,6,29,0.0957,0,0.0997
61,1,CA1-V1,6,30,0.2356,1,-0.2396
61,1,CA3-DG,1,1,0.3241,1,-0.0207
61,1,CA3-DG,1,2,0.3057,1,-0.0367
61,1,CA3-DG,1,3,0.2432,1,-0.0239
61,1,CA3-DG,1,4,0.1038,0,-0.021
61,1,CA3-DG,1,5,0.1922,0,-0.0196
61,1,CA3-DG,1,6,0.0395,0,0.002
61,1,CA3-DG,1,7,0.0518,0,-0.0068
61,1,CA3-DG,1,8,0.0023,0,-0.0052
61,1,CA3-DG,1,9,-0.0043,0,-0.0195
61,1,CA3-DG,1,10,0.0013,0,-0.0178
61,1,CA3-DG,1,11,-0.0109,0,-0.0137
61,1,CA3-DG,1,12,0.0076,0,-0.0072
61,1,CA3-DG,1,13,-0.0147,0,-0.0426
61,1,CA3-DG,1,14,0.0185,0,-0.0219
61,1,CA3-DG,1,15,0.0123,0,-0.0125
61,1,CA3-DG,1,16,0.0124,0,0.017
61,1,CA3-DG,1,17,0.0269,0,0.0003
61,1,CA3-DG,1,18,0.0274,0,-0.0312
61,1,CA3-DG,1,19,0.0039,0,-0.055
61,1,CA3-DG,1,20,-0.0311,0,-0.0361
61,1,CA3-DG,1,21,-0.0247,0,-0.0343
61,1,CA3-DG,1,22,0.0187,0,0.0144
61,1,CA3-DG,2,1,0.1128,0,-0.0219
61,1,CA3-DG,2,2,0.0444,0,-0.023
61,1,CA3-DG,2,3,0.3758,1,-0.0256
61,1,CA3-DG,2,4,0.3111,1,0.0009
61,1,CA3-DG,2,5,-0.1174,0,0.0142
61,1,CA3-DG,2,6,0.2341,1,0.0029
61,1,CA3-DG,2,7,-0.1218,0,0.0099
61,1,CA3-DG,2,8,-0.0005,0,-0.0001
61,1,CA3-DG,2,9,-0.1972,0,0.0058
61,1,CA3-DG,2,10,-0.1519,0,0.021
61,1,CA3-DG,2,11,0.0629,0,0.0213
61,1,CA3-DG,2,12,-0.1425,0,-0.0091
61,1,CA3-DG,2,13,0.1514,0,-0.0266
61,1,CA3-DG,2,14,0.0694,0,0.0023
61,1,CA3-DG,2,15,-0.1522,0,0.0216
61,1,CA3-DG,2,16,-0.0011,0,0.0008
61,1,CA3-DG,2,17,-0.0946,0,0.0212
61,1,CA3-DG,2,18,0.0996,0,0.0208
61,1,CA3-DG,2,19,-0.101,0,0.021
61,1,CA3-DG,2,20,-0.1864,0,-0.0409
61,1,CA3-DG,2,21,-0.2282,0,-0.0527
61,1,CA3-DG,2,22,-0.165,0,-0.0771
61,1,CA3-DG,3,1,0.394,1,-0.0058
61,1,CA3-DG,3,2,0.2322,0,-0.0213
61,1,CA3-DG,3,3,0.4418,1,-0.0093
61,1,CA3-DG,3,4,0.4501,1,0.0299
61,1,CA3-DG,3,5,-0.1243,0,0.0277
61,1,CA3-DG,3,6,0.2718,0,0.0221
61,1,CA3-DG,3,7,0.0194,0,0.0092
61,1,CA3-DG,3,8,0.0999,0,-0.0003
61,1,CA3-DG,3,9,-0.2819,0,-0.0106
61,1,CA3-DG,3,10,0.0647,0,-0.0274
61,1,CA3-DG,3,11,-0.0806,0,-0.0053
61,1,CA3-DG,3,12,-0.3623,0,-0.0308
61,1,CA3-DG,3,13,-0.0986,0,-0.0038
61,1,CA3-DG,3,14,0.0318,0,-0.0011
61,1,CA3-DG,3,15,-0.0493,0,-0.0081
61,1,CA3-DG,3,16,0.1951,0,0.0048
61,1,CA3-DG,3,17,0.0056,0,-0.0035
61,1,CA3-DG,3,18,-0.0959,0,-0.0048
61,1,CA3-DG,3,19,-0.2164,0,0.0176
61,1,CA3-DG,3,20,0.0597,0,-0.022
61,1,CA3-DG,3,21,0.2558,0,0.0
61,1,CA3-DG,3,22,0.0025,0,-0.0057
61,1,CA3-DG,3,23,0.1694,0,0.0438
61,1,CA3-DG,4,1,0.2779,1,-0.0202
61,1,CA3-DG,4,2,0.3602,1,-0.0354
61,1,CA3-DG,4,3,0.176,0,-0.0391
61,1,CA3-DG,4,4,0.1077,0,-0.029
61,1,CA3-DG,4,5,-0.0673,0,-0.0006
61,1,CA3-DG,4,6,0.0979,0,-0.0044
61,1,CA3-DG,4,7,0.1388,0,0.0018
61,1,CA3-DG,4,8,-0.1146,0,0.0046
61,1,CA3-DG,4,9,-0.0052,0,0.0081
61,1,CA3-DG,4,10,0.0496,0,0.0105
61,1,CA3-DG,4,11,-0.1627,0,0.0257
61,1,CA3-DG,4,12,-0.1001,0,0.0265
61,1,CA3-DG,4,13,0.0485,0,0.0214
61,1,CA3-DG,4,14,-0.1488,0,0.0255
61,1,CA3-DG,4,15,-0.0798,0,0.0194
61,1,CA3-DG,4,16,-0.0025,0,0.0177
61,1,CA3-DG,4,17,-0.0433,0,0.0671
61,1,CA3-DG,4,18,0.012,0,0.0712
61,1,CA3-DG,4,19,0.0527,0,0.0784
61,1,CA3-DG,4,20,0.014,0,0.1032
61,1,CA3-DG,4,21,0.0366,0,0.0889
61,1,CA3-DG,4,22,-0.0627,0,0.0556
61,1,CA3-DG,4,23,0.039,0,0.0432
61,1,CA3-DG,5,1,0.3318,1,0.0017
61,1,CA3-DG,5,2,0.2437,1,-0.0133
61,1,CA3-DG,5,3,0.2452,1,-0.0075
61,1,CA3-DG,5,4,0.1967,1,-0.0102
61,1,CA3-DG,5,5,0.1392,0,-0.0305
61,1,CA3-DG,5,6,0.0149,0,-0.0141
61,1,CA3-DG,5,7,0.0446,0,-0.0275
61,1,CA3-DG,5,8,-0.0432,0,-0.0196
61,1,CA3-DG,5,9,-0.068,0,-0.0284
61,1,CA3-DG,5,10,0.1156,0,-0.0402
61,1,CA3-DG,5,11,-0.018,0,-0.0738
61,1,CA3-DG,5,12,-0.0074,0,-0.0466
61,1,CA3-DG,5,13,0.0778,0,-0.0575
61,1,CA3-DG,5,14,-0.1822,0,-0.0247
61,1,CA3-DG,5,15,0.1172,0,-0.004
61,1,CA3-DG,5,16,0.0335,0,-0.0432
61,1,CA3-DG,5,17,-0.2246,0,-0.0468
61,1,CA3-DG,5,18,0.2306,1,-0.0146
61,1,CA3-DG,5,19,-0.0637,0,-0.0031
61,1,CA3-DG,5,20,-0.0768,0,-0.0083
61,1,CA3-DG,6,1,0.2339,1,-0.1027
61,1,CA3-DG,6,2,0.2825,1,-0.083
61,1,CA3-DG,6,3,0.2447,1,-0.0373
61,1,CA3-DG,6,4,0.139,0,-0.0367
61,1,CA3-DG,6,5,0.0728,0,-0.0209
61,1,CA3-DG,6,6,0.0643,0,-0.045
61,1,CA3-DG,6,7,0.0295,0,-0.037
61,1,CA3-DG,6,8,0.0367,0,-0.0287
61,1,CA3-DG,6,9,-0.0094,0,-0.0184
61,1,CA3-DG,6,10,-0.0001,0,-0.0211
61,1,CA3-DG,6,11,0.0227,0,-0.0326
61,1,CA3-DG,6,12,0.0302,0,-0.0471
61,1,CA3-DG,6,13,0.0268,0,-0.0487
61,1,CA3-DG,6,14,0.0206,0,-0.069
61,1,CA3-DG,6,15,0.0408,0,-0.0486
61,1,CA3-DG,6,16,0.0317,0,-0.0158
61,1,CA3-DG,6,17,0.0174,0,-0.0382
61,1,CA3-DG,6,18,-0.0088,0,-0.0296
61,1,CA3-DG,6,19,0.021,0,-0.0224
61,1,CA3-DG,6,20,-0.0265,0,-0.0167
61,1,CA3-DG,6,21,-0.0152,0,-0.0607
61,1,CA3-DG,6,22,-0.0171,0,-0.0818
61,1,CA3-DG,6,23,-0.0063,0,-0.1095
61,1,V1-RSC,1,1,0.3658,1,0.0215
61,1,V1-RSC,1,2,0.1499,0,0.04
61,1,V1-RSC,1,3,0.1832,0,-0.0095
61,1,V1-RSC,1,4,0.0854,0,0.0016
61,1,V1-RSC,1,5,0.0595,0,-0.0006
61,1,V1-RSC,1,6,0.1548,0,0.0179
61,1,V1-RSC,1,7,0.0623,0,0.0118
61,1,V1-RSC,1,8,0.0602,0,0.0023
61,1,V1-RSC,1,9,0.0748,0,0.0123
61,1,V1-RSC,1,10,-0.0143,0,-0.0022
61,1,V1-RSC,1,11,0.0302,0,0.0024
61,1,V1-RSC,1,12,0.0386,0,0.0223
61,1,V1-RSC,1,13,0.008,0,0.023
61,1,V1-RSC,1,14,0.0257,0,0.0119
61,1,V1-RSC,1,15,0.0293,0,0.0287
61,1,V1-RSC,1,16,0.022,0,0.0293
61,1,V1-RSC,1,17,-0.0042,0,0.029
61,1,V1-RSC,1,18,-0.0218,0,0.0473
61,1,V1-RSC,1,19,0.0243,0,0.0427
61,1,V1-RSC,1,20,-0.0567,0,0.0056
61,1,V1-RSC,1,21,-0.0056,0,0.0247
61,1,V1-RSC,1,22,0.0198,0,0.0296
61,1,V1-RSC,1,23,-0.026,0,-0.0082
61,1,V1-RSC,1,24,0.0117,0,0.0228
61,1,V1-RSC,1,25,-0.0643,0,-0.0242
61,1,V1-RSC,1,26,0.0164,0,0.0354
61,1,V1-RSC,1,27,-0.0299,0,0.0114
61,1,V1-RSC,1,28,-0.0327,0,0.02
61,1,V1-RSC,1,29,0.0941,0,-0.1101
61,1,V1-RSC,1,30,0.0046,0,0.2192
61,1,V1-RSC,2,1,0.3811,1,0.0239
61,1,V1-RSC,2,2,0.3345,1,0.0211
61,1,V1-RSC,2,3,-0.044,0,0.0211
61,1,V1-RSC,2,4,0.2538,0,0.0572
61,1,V1-RSC,2,5,0.1056,0,0.0322
61,1,V1-RSC,2,6,0.0169,0,0.0121
61,1,V1-RSC,2,7,0.1729,0,0.0188
61,1,V1-RSC,2,8,0.0363,0,0.014
61,1,V1-RSC,2,9,0.1081,0,0.0259
61,1,V1-RSC,2,10,-0.0956,0,0.0129
61,1,V1-RSC,2,11,0.0875,0,0.0014
61,1,V1-RSC,2,12,0.1623,0,0.0174
61,1,V1-RSC,2,13,0.0186,0,-0.0058
61,1,V1-RSC,2,14,0.0121,0,0.0038
61,1,V1-RSC,2,15,0.0224,0,0.0066
61,1,V1-RSC,2,16,-0.0316,0,-0.001
61,1,V1-RSC,2,17,-0.0016,0,0.0175
61,1,V1-RSC,2,18,0.0884,0,0.0205
61,1,V1-RSC,2,19,-0.0154,0,0.0179
61,1,V1-RSC,2,20,-0.1737,0,0.0323
61,1,V1-RSC,2,21,-0.0482,0,0.0363
61,1,V1-RSC,2,22,-0.0771,0,0.0632
61,1,V1-RSC,2,23,-0.018,0,0.0512
61,1,V1-RSC,2,24,0.0021,0,0.0168
61,1,V1-RSC,2,25,0.0085,0,0.0192
61,1,V1-RSC,2,26,0.0117,0,0.0104
61,1,V1-RSC,2,27,0.0234,0,-0.0001
61,1,V1-RSC,2,28,0.0686,0,0.1144
61,1,V1-RSC,2,29,0.1181,0,0.0731
61,1,V1-RSC,2,30,-0.0238,0,-0.03
61,1,V1-RSC,3,1,0.3589,1,0.0344
61,1,V1-RSC,3,2,0.1167,0,0.0091
61,1,V1-RSC,3,3,0.3358,1,0.0257
61,1,V1-RSC,3,4,0.0738,0,0.0235
61,1,V1-RSC,3,5,0.1148,0,0.0555
61,1,V1-RSC,3,6,0.4602,1,0.029
61,1,V1-RSC,3,7,-0.221,0,0.0085
61,1,V1-RSC,3,8,0.2115,0,0.0159
61,1,V1-RSC,3,9,-0.0687,0,0.0158
61,1,V1-RSC,3,10,0.0312,0,0.0046
61,1,V1-RSC,3,11,-0.1099,0,-0.0042
61,1,V1-RSC,3,12,-0.0562,0,-0.0047
61,1,V1-RSC,3,13,-0.0991,0,-0.0177
61,1,V1-RSC,3,14,-0.0432,0,-0.0123
61,1,V1-RSC,3,15,0.0701,0,0.0047
61,1,V1-RSC,3,16,0.0742,0,-0.0106
61,1,V1-RSC,3,17,-0.0521,0,-0.0017
61,1,V1-RSC,3,18,-0.1476,0,0.0187
61,1,V1-RSC,3,19,0.0955,0,0.0075
61,1,V1-RSC,3,20,0.0522,0,-0.0004
61,1,V1-RSC,3,21,0.0096,0,0.0163
61,1,V1-RSC,3,22,-0.1076,0,0.0051
61,1,V1-RSC,3,23,-0.0286,0,0.012
61,1,V1-RSC,3,24,-0.0617,0,0.0116
61,1,V1-RSC,3,25,-0.0515,0,0.0112
61,1,V1-RSC,3,26,-0.0508,0,-0.008
61,1,V1-RSC,3,27,-0.0167,0,-0.0723
61,1,V1-RSC,3,28,-0.0008,0,0.0265
61,1,V1-RSC,3,29,0.0361,0,0.0768
61,1,V1-RSC,3,30,0.0016,0,-0.0859
61,1,V1-RSC,4,1,0.3331,1,0.0077
61,1,V1-RSC,4,2,0.2045,0,0.0203
61,1,V1-RSC,4,3,0.3781,1,0.0043
61,1,V1-RSC,4,4,0.2452,0,0.0276
61,1,V1-RSC,4,5,0.3709,1,0.0243
61,1,V1-RSC,4,6,0.1007,0,0.0181
61,1,V1-RSC,4,7,-0.0521,0,0.0344
61,1,V1-RSC,4,8,0.066,0,-0.0152
61,1,V1-RSC,4,9,0.0895,0,0.0176
61,1,V1-RSC,4,10,0.0424,0,0.0195
61,1,V1-RSC,4,11,0.0902,0,0.0033
61,1,V1-RSC,4,12,0.111,0,0.0142
61,1,V1-RSC,4,13,-0.0018,0,0.0219
61,1,V1-RSC,4,14,0.0384,0,0.0053
61,1,V1-RSC,4,15,-0.0051,0,0.0103
61,1,V1-RSC,4,16,-0.098,0,0.0263
61,1,V1-RSC,4,17,0.0647,0,0.0116
61,1,V1-RSC,4,18,-0.0405,0,0.0014
61,1,V1-RSC,4,19,0.1193,0,-0.0064
61,1,V1-RSC,4,20,-0.1339,0,-0.0104
61,1,V1-RSC,4,21,-0.0071,0,0.0255
61,1,V1-RSC,4,22,-0.0076,0,0.0179
61,1,V1-RSC,4,23,0.1675,0,-0.0011
61,1,V1-RSC,4,24,0.0377,0,0.0017
61,1,V1-RSC,4,25,-0.0763,0,-0.0087
61,1,V1-RSC,4,26,-0.0538,0,0.0074
61,1,V1-RSC,4,27,0.0469,0,0.0807
61,1,V1-RSC,4,28,-0.06,0,0.0567
61,1,V1-RSC,4,29,-0.019,0,-0.0332
61,1,V1-RSC,4,30,0.0104,0,-0.0338
61,1,V1-RSC,5,1,-0.2154,0,0.0064
61,1,V1-RSC,5,2,0.5397,1,0.0066
61,1,V1-RSC,5,3,0.5026,1,0.0185
61,1,V1-RSC,5,4,-0.14,0,-0.0219
61,1,V1-RSC,5,5,0.162,0,0.0268
61,1,V1-RSC,5,6,0.3628,1,0.0225
61,1,V1-RSC,5,7,0.2104,0,0.0196
61,1,V1-RSC,5,8,-0.3037,0,0.0247
61,1,V1-RSC,5,9,0.0824,0,0.023
61,1,V1-RSC,5,10,-0.4106,0,0.0304
61,1,V1-RSC,5,11,0.1185,0,0.0297
61,1,V1-RSC,5,12,0.1175,0,0.0243
61,1,V1-RSC,5,13,-0.2194,0,0.0317
61,1,V1-RSC,5,14,0.1188,0,0.0206
61,1,V1-RSC,5,15,0.1059,0,0.0134
61,1,V1-RSC,5,16,0.4889,1,0.0311
61,1,V1-RSC,5,17,0.1993,0,0.0102
61,1,V1-RSC,5,18,-0.2227,0,0.0033
61,1,V1-RSC,5,19,0.0242,0,0.0314
61,1,V1-RSC,5,20,-0.2945,0,0.0238
61,1,V1-RSC,5,21,-0.1633,0,0.0225
61,1,V1-RSC,5,22,-0.0007,0,0.0237
61,1,V1-RSC,5,23,0.09,0,0.0074
61,1,V1-RSC,5,24,-0.079,0,0.0332
61,1,V1-RSC,5,25,0.0228,0,0.0211
61,1,V1-RSC,5,26,-0.0184,0,0.0837
61,1,V1-RSC,5,27,0.0265,0,0.0528
61,1,V1-RSC,5,28,-0.3643,0,0.0888
61,1,V1-RSC,5,29,-0.0325,0,0.0872
61,1,V1-RSC,5,30,0.1614,0,0.1301
61,1,V1-RSC,6,1,0.1747,0,0.0184
61,1,V1-RSC,6,2,0.4826,1,0.012
61,1,V1-RSC,6,3,0.1739,0,0.0249
61,1,V1-RSC,6,4,0.1934,0,0.0107
61,1,V1-RSC,6,5,0.2239,1,-0.0245
61,1,V1-RSC,6,6,0.1201,0,0.0174
61,1,V1-RSC,6,7,-0.1148,0,-0.0071
61,1,V1-RSC,6,8,0.1225,0,-0.0044
61,1,V1-RSC,6,9,0.0216,0,-0.0152
61,1,V1-RSC,6,10,0.1304,0,-0.0094
61,1,V1-RSC,6,11,0.0367,0,-0.0054
61,1,V1-RSC,6,12,-0.114,0,-0.0025
61,1,V1-RSC,6,13,0.0592,0,-0.0056
61,1,V1-RSC,6,14,-0.005,0,-0.0095
61,1,V1-RSC,6,15,0.1254,0,-0.0062
61,1,V1-RSC,6,16,0.0448,0,-0.0117
61,1,V1-RSC,6,17,0.0831,0,0.0041
61,1,V1-RSC,6,18,0.2006,0,0.0362
61,1,V1-RSC,6,19,0.0266,0,0.0082
61,1,V1-RSC,6,20,0.1155,0,0.0299
61,1,V1-RSC,6,21,0.1422,0,0.0453
61,1,V1-RSC,6,22,0.1108,0,0.0283
61,1,V1-RSC,6,23,-0.0326,0,0.047
61,1,V1-RSC,6,24,-0.1124,0,0.0119
61,1,V1-RSC,6,25,-0.2127,0,0.072
61,1,V1-RSC,6,26,0.2638,1,0.0445
61,1,V1-RSC,6,27,0.1064,0,0.0811
61,1,V1-RSC,6,28,-0.0636,0,-0.0635
61,1,V1-RSC,6,29,0.2428,1,-0.0418
61,1,V1-RSC,6,30,-0.2015,0,0.5745
63,1,CA1-RSC,1,1,0.0483,0,0.0807
