animal,learner,pair,cond,area,unit,contrib
61,1,CA1-RSC,cued,RSC,28,0.014199
61,1,CA1-RSC,cued,RSC,29,0.727506
61,1,CA1-RSC,cued,RSC,30,0.251002
61,1,CA1-RSC,cued,RSC,31,0.094511
61,1,CA1-RSC,cued,RSC,32,0.348061
61,1,CA1-RSC,cued,RSC,33,0.014403
61,1,CA1-RSC,cued,RSC,34,0.192284
61,1,CA1-RSC,cued,RSC,35,0.34744
61,1,CA1-RSC,cued,RSC,36,0.372698
61,1,CA1-RSC,cued,RSC,37,0.203373
61,1,CA1-RSC,cued,RSC,38,0.357441
61,1,CA1-RSC,cued,RSC,39,0.762011
61,1,CA1-RSC,cued,RSC,40,0.404581
61,1,CA1-RSC,cued,RSC,41,0.390884
61,1,CA1-RSC,cued,RSC,42,0.164266
61,1,CA1-RSC,cued,RSC,43,0.104092
61,1,CA1-RSC,cued,RSC,44,0.067026
61,1,CA1-RSC,cued,RSC,45,0.100259
61,1,CA1-RSC,cued,RSC,46,0.068704
61,1,CA1-RSC,cued,RSC,47,0.110953
61,1,CA1-RSC,cued,RSC,48,0.223725
61,1,CA1-RSC,cued,RSC,49,0.108792
61,1,CA1-RSC,cued,RSC,50,0.221212
61,1,CA1-RSC,cued,RSC,51,0.174773
61,1,CA1-RSC,cued,RSC,52,0.437713
61,1,CA1-RSC,cued,RSC,53,0.214881
61,1,CA1-RSC,cued,RSC,54,0.017907
61,1,CA1-RSC,cued,RSC,55,0.102734
61,1,CA1-RSC,cued,RSC,56,0.186949
61,1,CA1-RSC,cued,RSC,57,0.059373
61,1,CA1-RSC,cued,RSC,58,0.107983
61,1,CA1-RSC,cued,RSC,59,0.100257
61,1,CA1-RSC,cued,RSC,60,0.282567
61,1,CA1-RSC,cued,RSC,61,0.173423
61,1,CA1-RSC,cued,RSC,62,0.082652
61,1,CA1-RSC,cued,RSC,63,0.147493
61,1,CA1-RSC,cued,RSC,64,0.039762
61,1,CA1-RSC,cued,RSC,65,0.075031
61,1,CA1-RSC,cued,RSC,66,0.007686
61,1,CA1-RSC,cued,RSC,67,0.092586
61,1,CA1-RSC,cued,RSC,68,0.113959
61,1,CA1-RSC,cued,RSC,69,0.185272
61,1,CA1-RSC,cued,RSC,70,0.240813
61,1,CA1-RSC,cued,RSC,71,0.115746
61,1,CA1-RSC,cued,RSC,72,0.053871
61,1,CA1-RSC,cued,RSC,73,0.215105
61,1,CA1-RSC,cued,RSC,74,0.158663
61,1,CA1-RSC,cued,RSC,75,0.168002
61,1,CA1-RSC,cued,RSC,76,0.059454
61,1,CA1-RSC,cued,RSC,77,0.051261
61,1,CA1-RSC,cued,RSC,78,0.103952
61,1,CA1-RSC,cued,RSC,79,0.379047
61,1,CA1-RSC,cued,RSC,80,0.604702
61,1,CA1-RSC,cued,RSC,81,0.108089
61,1,CA1-RSC,cued,RSC,82,0.021994
61,1,CA1-RSC,cued,RSC,83,0.628188
61,1,CA1-RSC,cued,RSC,84,0.268668
61,1,CA1-RSC,cued,RSC,85,0.04743
61,1,CA1-RSC,cued,RSC,86,0.365543
61,1,CA1-RSC,cued,RSC,87,0.626675
61,1,CA1-RSC,cued,RSC,88,0.390693
61,1,CA1-RSC,cued,RSC,89,0.047451
61,1,CA1-RSC,cued,RSC,90,0.743971
61,1,CA1-RSC,cued,RSC,91,0.070698
61,1,CA1-RSC,cued,RSC,92,0.706659
61,1,CA1-RSC,cued,RSC,93,0.079669
61,1,CA1-RSC,cued,RSC,94,0.059316
61,1,CA1-RSC,cued,RSC,95,0.061522
61,1,CA1-RSC,cued,RSC,96,0.737746
61,1,CA1-RSC,cued,RSC,97,0.547773
61,1,CA1-RSC,cued,RSC,98,0.399071
61,1,CA1-RSC,cued,RSC,99,0.090175
61,1,CA1-RSC,cued,RSC,100,0.069479
61,1,CA1-CA3,uncued,CA1,0,0.085283
61,1,CA1-CA3,uncued,CA1,1,0.127991
61,1,CA1-CA3,uncued,CA1,2,0.024947
61,1,CA1-CA3,uncued,CA1,3,0.026091
61,1,CA1-CA3,uncued,CA1,4,0.685115
61,1,CA1-CA3,uncued,CA1,5,0.588066
61,1,CA1-CA3,uncued,CA1,6,0.019162
61,1,CA1-CA3,uncued,CA1,7,0.54837
61,1,CA1-CA3,uncued,CA1,8,0.058147
61,1,CA1-CA3,uncued,CA1,9,0.006429
61,1,CA1-CA3,uncued,CA1,10,0.644454
61,1,CA1-CA3,uncued,CA1,11,0.162704
61,1,CA1-CA3,uncued,CA1,12,0.042265
61,1,CA1-CA3,uncued,CA1,13,0.032749
61,1,CA1-CA3,uncued,CA1,14,0.121959
61,1,CA1-CA3,uncued,CA1,15,0.042341
61,1,CA1-CA3,uncued,CA1,16,0.019318
61,1,CA1-CA3,uncued,CA1,17,0.007264
61,1,CA1-CA3,uncued,CA1,18,0.024727
61,1,CA1-CA3,uncued,CA1,19,0.046847
61,1,CA1-CA3,uncued,CA1,20,0.016864
61,1,CA1-CA3,uncued,CA1,21,0.024922
61,1,CA1-CA3,uncued,CA1,22,0.075755
61,1,CA1-CA3,uncued,CA1,23,0.030812
61,1,CA1-CA3,uncued,CA1,24,0.58419
61,1,CA1-CA3,uncued,CA1,25,0.022718
61,1,CA1-CA3,uncued,CA1,26,0.685812
61,1,CA1-CA3,uncued,CA1,27,0.64732
61,1,CA1-CA3,uncued,CA1,28,0.507822
61,1,CA1-CA3,uncued,CA1,29,0.50379
61,1,CA1-CA3,uncued,CA1,30,0.057015
61,1,CA1-CA3,uncued,CA1,31,0.04406
61,1,CA1-CA3,uncued,CA1,32,0.528504
61,1,CA1-CA3,uncued,CA1,33,0.503278
61,1,CA1-CA3,uncued,CA1,34,0.021492
61,1,CA1-CA3,uncued,CA1,35,0.66801
61,1,CA1-CA3,uncued,CA1,36,0.018508
61,1,CA1-CA3,uncued,CA1,37,0.045578
61,1,CA1-CA3,uncued,CA1,38,0.401146
61,1,CA1-CA3,uncued,CA1,39,0.014254
61,1,CA1-CA3,uncued,CA1,40,0.006063
61,1,CA1-CA3,uncued,CA1,41,0.0
61,1,CA1-CA3,uncued,CA1,42,0.025448
61,1,CA1-CA3,uncued,CA1,43,0.015303
61,1,CA1-CA3,uncued,CA1,44,0.012893
61,1,CA1-CA3,uncued,CA1,45,0.067357
61,1,CA1-CA3,uncued,CA1,46,0.012235
61,1,CA1-CA3,uncued,CA1,47,0.015761
61,1,CA1-CA3,uncued,CA1,48,0.016616
61,1,CA1-CA3,uncued,CA1,49,0.001458
61,1,CA1-CA3,uncued,CA1,50,0.142711
61,1,CA1-CA3,uncued,CA1,51,0.032253
61,1,CA1-CA3,uncued,CA1,52,0.012223
61,1,CA1-CA3,uncued,CA1,53,0.023291
61,1,CA1-CA3,uncued,CA1,54,0.033918
61,1,CA1-CA3,uncued,CA1,55,0.66529
61,1,CA1-CA3,uncued,CA1,56,0.023147
61,1,CA1-CA3,uncued,CA1,57,0.567978
61,1,CA1-CA3,uncued,CA3,0,0.206904
61,1,CA1-CA3,uncued,CA3,1,0.075672
61,1,CA1-CA3,uncued,CA3,2,0.65493
61,1,CA1-CA3,uncued,CA3,3,0.70441
61,1,CA1-CA3,uncued,CA3,4,0.146347
61,1,CA1-CA3,uncued,CA3,5,0.010205
61,1,CA1-CA3,uncued,CA3,6,0.79821
61,1,CA1-CA3,uncued,CA3,7,0.680582
61,1,CA1-CA3,uncued,CA3,8,0.049514
61,1,CA1-CA3,uncued,CA3,9,0.686269
61,1,CA1-CA3,uncued,CA3,10,0.886754
61,1,CA1-CA3,uncued,CA3,11,0.582005
61,1,CA1-CA3,uncued,CA3,12,0.020499
61,1,CA1-CA3,uncued,CA3,13,0.343704
61,1,CA1-CA3,uncued,CA3,14,0.879401
61,1,CA1-CA3,uncued,CA3,15,0.171303
61,1,CA1-CA3,uncued,CA3,16,0.81787
61,1,CA1-CA3,uncued,CA3,17,0.904882
61,1,CA1-CA3,uncued,CA3,18,0.0
61,1,CA1-CA3,uncued,CA3,19,0.199127
61,1,CA1-CA3,uncued,CA3,20,0.72961
61,1,CA1-CA3,uncued,CA3,21,0.047836
61,1,CA1-CA3,uncued,CA3,22,0.178171
61,1,CA1-CA3,uncued,CA3,23,0.053688
61,1,CA1-CA3,uncued,CA3,24,0.799292
61,1,CA1-CA3,uncued,CA3,25,0.0
61,1,CA1-CA3,uncued,CA3,26,0.641674
61,1,CA1-CA3,uncued,CA3,27,0.185893
61,1,CA1-CA3,uncued,CA3,28,0.0
61,1,CA1-CA3,uncued,CA3,29,0.676657
61,1,CA1-CA3,cued,CA1,0,0.092606
61,1,CA1-CA3,cued,CA1,1,0.062446
61,1,CA1-CA3,cued,CA1,2,0.072468
61,1,CA1-CA3,cued,CA1,3,0.048115
61,1,CA1-CA3,cued,CA1,4,0.312773
61,1,CA1-CA3,cued,CA1,5,0.64089
61,1,CA1-CA3,cued,CA1,6,0.030597
61,1,CA1-CA3,cued,CA1,7,0.041606
61,1,CA1-CA3,cued,CA1,8,0.068622
61,1,CA1-CA3,cued,CA1,9,0.005572
61,1,CA1-CA3,cued,CA1,10,0.644562
61,1,CA1-CA3,cued,CA1,11,0.570677
61,1,CA1-CA3,cued,CA1,12,0.024692
61,1,CA1-CA3,cued,CA1,13,0.037319
61,1,CA1-CA3,cued,CA1,14,0.092161
61,1,CA1-CA3,cued,CA1,15,0.022874
61,1,CA1-CA3,cued,CA1,16,0.044823
61,1,CA1-CA3,cued,CA1,17,0.01594
61,1,CA1-CA3,cued,CA1,18,0.247782
61,1,CA1-CA3,cued,CA1,19,0.639521
61,1,CA1-CA3,cued,CA1,20,0.01826
61,1,CA1-CA3,cued,CA1,21,0.01276
61,1,CA1-CA3,cued,CA1,22,0.058343
61,1,CA1-CA3,cued,CA1,23,0.022678
61,1,CA1-CA3,cued,CA1,24,0.074371
61,1,CA1-CA3,cued,CA1,25,0.175929
61,1,CA1-CA3,cued,CA1,26,0.05462
61,1,CA1-CA3,cued,CA1,27,0.476571
61,1,CA1-CA3,cued,CA1,28,0.010351
61,1,CA1-CA3,cued,CA1,29,0.494596
61,1,CA1-CA3,cued,CA1,30,0.042149
61,1,CA1-CA3,cued,CA1,31,0.629097
61,1,CA1-CA3,cued,CA1,32,0.626284
61,1,CA1-CA3,cued,CA1,33,0.536554
61,1,CA1-CA3,cued,CA1,34,0.649277
61,1,CA1-CA3,cued,CA1,35,0.336085
61,1,CA1-CA3,cued,CA1,36,0.567579
61,1,CA1-CA3,cued,CA1,37,0.024298
61,1,CA1-CA3,cued,CA1,38,0.394502
61,1,CA1-CA3,cued,CA1,39,0.014607
61,1,CA1-CA3,cued,CA1,40,0.010019
61,1,CA1-CA3,cued,CA1,41,0.0
61,1,CA1-CA3,cued,CA1,42,0.030754
61,1,CA1-CA3,cued,CA1,43,0.018636
61,1,CA1-CA3,cued,CA1,44,0.027694
61,1,CA1-CA3,cued,CA1,45,0.033076
61,1,CA1-CA3,cued,CA1,46,0.425177
61,1,CA1-CA3,cued,CA1,47,0.026029
61,1,CA1-CA3,cued,CA1,48,0.006102
61,1,CA1-CA3,cued,CA1,49,0.353771
61,1,CA1-CA3,cued,CA1,50,0.012165
61,1,CA1-CA3,cued,CA1,51,0.01036
61,1,CA1-CA3,cued,CA1,52,0.083749
61,1,CA1-CA3,cued,CA1,53,0.016494
61,1,CA1-CA3,cued,CA1,54,0.622786
61,1,CA1-CA3,cued,CA1,55,0.303778
61,1,CA1-CA3,cued,CA1,56,0.030129
61,1,CA1-CA3,cued,CA1,57,0.014227
61,1,CA1-CA3,cued,CA3,0,0.2524
61,1,CA1-CA3,cued,CA3,1,0.055615
61,1,CA1-CA3,cued,CA3,2,0.590546
61,1,CA1-CA3,cued,CA3,3,0.688192
61,1,CA1-CA3,cued,CA3,4,0.361496
61,1,CA1-CA3,cued,CA3,5,0.006916
61,1,CA1-CA3,cued,CA3,6,0.808866
61,1,CA1-CA3,cued,CA3,7,0.630346
61,1,CA1-CA3,cued,CA3,8,0.05544
61,1,CA1-CA3,cued,CA3,9,0.767241
61,1,CA1-CA3,cued,CA3,10,0.721377
61,1,CA1-CA3,cued,CA3,11,0.428959
61,1,CA1-CA3,cued,CA3,12,0.010701
61,1,CA1-CA3,cued,CA3,13,0.215011
61,1,CA1-CA3,cued,CA3,14,0.869227
61,1,CA1-CA3,cued,CA3,15,0.494527
61,1,CA1-CA3,cued,CA3,16,0.825098
61,1,CA1-CA3,cued,CA3,17,0.016728
61,1,CA1-CA3,cued,CA3,18,0.716255
61,1,CA1-CA3,cued,CA3,19,0.011684
61,1,CA1-CA3,cued,CA3,20,0.854278
61,1,CA1-CA3,cued,CA3,21,0.037793
61,1,CA1-CA3,cued,CA3,22,0.385182
61,1,CA1-CA3,cued,CA3,23,0.021195
61,1,CA1-CA3,cued,CA3,24,0.812237
61,1,CA1-CA3,cued,CA3,25,0.749205
61,1,CA1-CA3,cued,CA3,26,0.863748
61,1,CA1-CA3,cued,CA3,27,0.183432
61,1,CA1-CA3,cued,CA3,28,0.0
61,1,CA1-CA3,cued,CA3,29,0.704853
61,1,CA1-DG,uncued,CA1,0,0.078081
61,1,CA1-DG,uncued,CA1,1,0.134456
61,1,CA1-DG,uncued,CA1,2,0.025128
61,1,CA1-DG,uncued,CA1,3,0.026933
61,1,CA1-DG,uncued,CA1,4,0.686451
61,1,CA1-DG,uncued,CA1,5,0.589015
61,1,CA1-DG,uncued,CA1,6,0.020928
61,1,CA1-DG,uncued,CA1,7,0.548713
61,1,CA1-DG,uncued,CA1,8,0.062463
61,1,CA1-DG,uncued,CA1,9,0.006582
61,1,CA1-DG,uncued,CA1,10,0.644911
61,1,CA1-DG,uncued,CA1,11,0.136289
61,1,CA1-DG,uncued,CA1,12,0.041872
61,1,CA1-DG,uncued,CA1,13,0.033089
61,1,CA1-DG,uncued,CA1,14,0.134748
61,1,CA1-DG,uncued,CA1,15,0.04325
61,1,CA1-DG,uncued,CA1,16,0.019386
61,1,CA1-DG,uncued,CA1,17,0.007111
61,1,CA1-DG,uncued,CA1,18,0.024514
61,1,CA1-DG,uncued,CA1,19,0.046947
61,1,CA1-DG,uncued,CA1,20,0.019324
61,1,CA1-DG,uncued,CA1,21,0.025452
61,1,CA1-DG,uncued,CA1,22,0.076937
61,1,CA1-DG,uncued,CA1,23,0.032941
61,1,CA1-DG,uncued,CA1,24,0.584412
61,1,CA1-DG,uncued,CA1,25,0.023036
61,1,CA1-DG,uncued,CA1,26,0.686729
61,1,CA1-DG,uncued,CA1,27,0.648507
61,1,CA1-DG,uncued,CA1,28,0.50831
61,1,CA1-DG,uncued,CA1,29,0.504166
61,1,CA1-DG,uncued,CA1,30,0.059154
61,1,CA1-DG,uncued,CA1,31,0.044195
61,1,CA1-DG,uncued,CA1,32,0.528777
61,1,CA1-DG,uncued,CA1,33,0.503766
61,1,CA1-DG,uncued,CA1,34,0.022101
61,1,CA1-DG,uncued,CA1,35,0.666421
61,1,CA1-DG,uncued,CA1,36,0.018221
61,1,CA1-DG,uncued,CA1,37,0.045222
61,1,CA1-DG,uncued,CA1,38,0.401742
61,1,CA1-DG,uncued,CA1,39,0.013758
61,1,CA1-DG,uncued,CA1,40,0.006137
61,1,CA1-DG,uncued,CA1,41,0.0
61,1,CA1-DG,uncued,CA1,42,0.025699
61,1,CA1-DG,uncued,CA1,43,0.015151
61,1,CA1-DG,uncued,CA1,44,0.012758
61,1,CA1-DG,uncued,CA1,45,0.064732
61,1,CA1-DG,uncued,CA1,46,0.012347
61,1,CA1-DG,uncued,CA1,47,0.0157
61,1,CA1-DG,uncued,CA1,48,0.017777
61,1,CA1-DG,uncued,CA1,49,0.001645
61,1,CA1-DG,uncued,CA1,50,0.139151
61,1,CA1-DG,uncued,CA1,51,0.030878
61,1,CA1-DG,uncued,CA1,52,0.012426
61,1,CA1-DG,uncued,CA1,53,0.022858
61,1,CA1-DG,uncued,CA1,54,0.033812
61,1,CA1-DG,uncued,CA1,55,0.665606
61,1,CA1-DG,uncued,CA1,56,0.022898
61,1,CA1-DG,uncued,CA1,57,0.568061
61,1,CA1-DG,uncued,DG,0,0.938612
61,1,CA1-DG,uncued,DG,1,0.837939
61,1,CA1-DG,uncued,DG,2,0.580253
61,1,CA1-DG,uncued,DG,3,1.047651
61,1,CA1-DG,uncued,DG,4,0.564335
61,1,CA1-DG,uncued,DG,5,0.79096
61,1,CA1-DG,uncued,DG,6,0.875062
61,1,CA1-DG,uncued,DG,7,0.904997
61,1,CA1-DG,uncued,DG,8,0.837393
61,1,CA1-DG,uncued,DG,9,0.092282
61,1,CA1-DG,uncued,DG,10,0.829536
61,1,CA1-DG,uncued,DG,11,0.474048
61,1,CA1-DG,uncued,DG,12,1.011435
61,1,CA1-DG,uncued,DG,13,0.508771
61,1,CA1-DG,uncued,DG,14,0.764523
61,1,CA1-DG,uncued,DG,15,0.118985
61,1,CA1-DG,uncued,DG,16,0.02525
61,1,CA1-DG,uncued,DG,17,0.026339
61,1,CA1-DG,uncued,DG,18,0.0
61,1,CA1-DG,uncued,DG,19,0.0
61,1,CA1-DG,uncued,DG,20,0.0
61,1,CA1-DG,uncued,DG,21,0.638912
61,1,CA1-DG,uncued,DG,22,0.96723
61,1,CA1-DG,uncued,DG,23,0.0
61,1,CA1-DG,uncued,DG,24,0.005316
61,1,CA1-DG,cued,CA1,0,0.081832
61,1,CA1-DG,cued,CA1,1,0.060056
61,1,CA1-DG,cued,CA1,2,0.071534
61,1,CA1-DG,cued,CA1,3,0.053085
61,1,CA1-DG,cued,CA1,4,0.314526
61,1,CA1-DG,cued,CA1,5,0.63996
61,1,CA1-DG,cued,CA1,6,0.030601
61,1,CA1-DG,cued,CA1,7,0.042854
61,1,CA1-DG,cued,CA1,8,0.069478
61,1,CA1-DG,cued,CA1,9,0.005413
61,1,CA1-DG,cued,CA1,10,0.644755
61,1,CA1-DG,cued,CA1,11,0.570792
61,1,CA1-DG,cued,CA1,12,0.024744
61,1,CA1-DG,cued,CA1,13,0.038421
61,1,CA1-DG,cued,CA1,14,0.092289
61,1,CA1-DG,cued,CA1,15,0.023116
61,1,CA1-DG,cued,CA1,16,0.043972
61,1,CA1-DG,cued,CA1,17,0.016077
61,1,CA1-DG,cued,CA1,18,0.241804
61,1,CA1-DG,cued,CA1,19,0.639165
61,1,CA1-DG,cued,CA1,20,0.017794
61,1,CA1-DG,cued,CA1,21,0.012466
61,1,CA1-DG,cued,CA1,22,0.057369
61,1,CA1-DG,cued,CA1,23,0.021852
61,1,CA1-DG,cued,CA1,24,0.073203
61,1,CA1-DG,cued,CA1,25,0.17966
61,1,CA1-DG,cued,CA1,26,0.056786
61,1,CA1-DG,cued,CA1,27,0.46777
61,1,CA1-DG,cued,CA1,28,0.010238
61,1,CA1-DG,cued,CA1,29,0.494633
61,1,CA1-DG,cued,CA1,30,0.041076
61,1,CA1-DG,cued,CA1,31,0.629038
61,1,CA1-DG,cued,CA1,32,0.626001
61,1,CA1-DG,cued,CA1,33,0.537001
61,1,CA1-DG,cued,CA1,34,0.648906
61,1,CA1-DG,cued,CA1,35,0.345692
61,1,CA1-DG,cued,CA1,36,0.568013
61,1,CA1-DG,cued,CA1,37,0.024174
61,1,CA1-DG,cued,CA1,38,0.394776
61,1,CA1-DG,cued,CA1,39,0.014819
61,1,CA1-DG,cued,CA1,40,0.011364
61,1,CA1-DG,cued,CA1,41,0.0
61,1,CA1-DG,cued,CA1,42,0.031111
61,1,CA1-DG,cued,CA1,43,0.018636
61,1,CA1-DG,cued,CA1,44,0.027822
61,1,CA1-DG,cued,CA1,45,0.033257
61,1,CA1-DG,cued,CA1,46,0.425295
61,1,CA1-DG,cued,CA1,47,0.026077
61,1,CA1-DG,cued,CA1,48,0.006053
61,1,CA1-DG,cued,CA1,49,0.353863
61,1,CA1-DG,cued,CA1,50,0.012791
61,1,CA1-DG,cued,CA1,51,0.009981
61,1,CA1-DG,cued,CA1,52,0.081325
61,1,CA1-DG,cued,CA1,53,0.016212
61,1,CA1-DG,cued,CA1,54,0.624674
61,1,CA1-DG,cued,CA1,55,0.316614
61,1,CA1-DG,cued,CA1,56,0.029076
61,1,CA1-DG,cued,CA1,57,0.014523
61,1,CA1-DG,cued,DG,0,0.645599
61,1,CA1-DG,cued,DG,1,0.261287
61,1,CA1-DG,cued,DG,2,0.059145
61,1,CA1-DG,cued,DG,3,0.007231
61,1,CA1-DG,cued,DG,4,0.92788
61,1,CA1-DG,cued,DG,5,0.796535
61,1,CA1-DG,cued,DG,6,0.772134
61,1,CA1-DG,cued,DG,7,0.606829
61,1,CA1-DG,cued,DG,8,0.758609
61,1,CA1-DG,cued,DG,9,0.06095
61,1,CA1-DG,cued,DG,10,0.710543
61,1,CA1-DG,cued,DG,11,0.230726
61,1,CA1-DG,cued,DG,12,0.784524
61,1,CA1-DG,cued,DG,13,0.787008
61,1,CA1-DG,cued,DG,14,0.894995
61,1,CA1-DG,cued,DG,15,0.750252
61,1,CA1-DG,cued,DG,16,0.048895
61,1,CA1-DG,cued,DG,17,0.977514
61,1,CA1-DG,cued,DG,18,0.0
61,1,CA1-DG,cued,DG,19,0.0
61,1,CA1-DG,cued,DG,20,0.587253
61,1,CA1-DG,cued,DG,21,0.670132
61,1,CA1-DG,cued,DG,22,0.796742
61,1,CA1-DG,cued,DG,23,0.003634
61,1,CA1-DG,cued,DG,24,0.967125
61,1,CA1-V1,uncued,CA1,0,0.074535
61,1,CA1-V1,uncued,CA1,1,0.12672
61,1,CA1-V1,uncued,CA1,2,0.02516
61,1,CA1-V1,uncued,CA1,3,0.025267
61,1,CA1-V1,uncued,CA1,4,0.673988
61,1,CA1-V1,uncued,CA1,5,0.586791
61,1,CA1-V1,uncued,CA1,6,0.019206
61,1,CA1-V1,uncued,CA1,7,0.547926
61,1,CA1-V1,uncued,CA1,8,0.061654
61,1,CA1-V1,uncued,CA1,9,0.006544
61,1,CA1-V1,uncued,CA1,10,0.643327
61,1,CA1-V1,uncued,CA1,11,0.191543
61,1,CA1-V1,uncued,CA1,12,0.043311
61,1,CA1-V1,uncued,CA1,13,0.031972
61,1,CA1-V1,uncued,CA1,14,0.130499
61,1,CA1-V1,uncued,CA1,15,0.042804
61,1,CA1-V1,uncued,CA1,16,0.018709
61,1,CA1-V1,uncued,CA1,17,0.007427
61,1,CA1-V1,uncued,CA1,18,0.024026
61,1,CA1-V1,uncued,CA1,19,0.046787
61,1,CA1-V1,uncued,CA1,20,0.018814
61,1,CA1-V1,uncued,CA1,21,0.025359
61,1,CA1-V1,uncued,CA1,22,0.081877
61,1,CA1-V1,uncued,CA1,23,0.031444
61,1,CA1-V1,uncued,CA1,24,0.583645
61,1,CA1-V1,uncued,CA1,25,0.022745
61,1,CA1-V1,uncued,CA1,26,0.685391
61,1,CA1-V1,uncued,CA1,27,0.646662
61,1,CA1-V1,uncued,CA1,28,0.507109
61,1,CA1-V1,uncued,CA1,29,0.503259
61,1,CA1-V1,uncued,CA1,30,0.058925
61,1,CA1-V1,uncued,CA1,31,0.044455
61,1,CA1-V1,uncued,CA1,32,0.527144
61,1,CA1-V1,uncued,CA1,33,0.501885
61,1,CA1-V1,uncued,CA1,34,0.021589
61,1,CA1-V1,uncued,CA1,35,0.665725
61,1,CA1-V1,uncued,CA1,36,0.017312
61,1,CA1-V1,uncued,CA1,37,0.046648
61,1,CA1-V1,uncued,CA1,38,0.400768
61,1,CA1-V1,uncued,CA1,39,0.014051
61,1,CA1-V1,uncued,CA1,40,0.005951
61,1,CA1-V1,uncued,CA1,41,0.0
61,1,CA1-V1,uncued,CA1,42,0.025486
61,1,CA1-V1,uncued,CA1,43,0.014894
61,1,CA1-V1,uncued,CA1,44,0.012362
61,1,CA1-V1,uncued,CA1,45,0.067512
61,1,CA1-V1,uncued,CA1,46,0.01215
61,1,CA1-V1,uncued,CA1,47,0.01577
61,1,CA1-V1,uncued,CA1,48,0.016518
61,1,CA1-V1,uncued,CA1,49,0.001518
61,1,CA1-V1,uncued,CA1,50,0.142041
61,1,CA1-V1,uncued,CA1,51,0.030778
61,1,CA1-V1,uncued,CA1,52,0.011867
61,1,CA1-V1,uncued,CA1,53,0.023352
61,1,CA1-V1,uncued,CA1,54,0.033152
61,1,CA1-V1,uncued,CA1,55,0.664667
61,1,CA1-V1,uncued,CA1,56,0.022545
61,1,CA1-V1,uncued,CA1,57,0.567188
61,1,CA1-V1,uncued,V1,0,0.001602
61,1,CA1-V1,uncued,V1,1,0.085321
61,1,CA1-V1,uncued,V1,2,0.801114
61,1,CA1-V1,uncued,V1,3,0.78403
61,1,CA1-V1,uncued,V1,4,0.828092
61,1,CA1-V1,uncued,V1,5,0.012748
61,1,CA1-V1,uncued,V1,6,0.03882
61,1,CA1-V1,uncued,V1,7,0.006672
61,1,CA1-V1,uncued,V1,8,0.028158
61,1,CA1-V1,uncued,V1,9,0.076229
61,1,CA1-V1,uncued,V1,10,0.588119
61,1,CA1-V1,uncued,V1,11,0.003671
61,1,CA1-V1,uncued,V1,12,0.059818
61,1,CA1-V1,uncued,V1,13,0.062846
61,1,CA1-V1,uncued,V1,14,0.01598
61,1,CA1-V1,uncued,V1,15,0.010704
61,1,CA1-V1,uncued,V1,16,0.017168
61,1,CA1-V1,uncued,V1,17,0.018499
61,1,CA1-V1,uncued,V1,18,0.036688
61,1,CA1-V1,uncued,V1,19,0.196294
61,1,CA1-V1,uncued,V1,20,0.720221
61,1,CA1-V1,uncued,V1,21,0.003992
61,1,CA1-V1,uncued,V1,22,0.054959
61,1,CA1-V1,uncued,V1,23,0.428546
61,1,CA1-V1,uncued,V1,24,0.037436
61,1,CA1-V1,uncued,V1,25,0.008732
61,1,CA1-V1,uncued,V1,26,0.019865
61,1,CA1-V1,uncued,V1,27,0.028069
61,1,CA1-V1,uncued,V1,28,0.818211
61,1,CA1-V1,uncued,V1,29,0.162179
61,1,CA1-V1,uncued,V1,30,0.30206
61,1,CA1-V1,uncued,V1,31,0.250964
61,1,CA1-V1,uncued,V1,32,0.79038
61,1,CA1-V1,uncued,V1,33,0.049265
61,1,CA1-V1,uncued,V1,34,0.209315
61,1,CA1-V1,uncued,V1,35,0.599831
61,1,CA1-V1,uncued,V1,36,0.077042
61,1,CA1-V1,uncued,V1,37,0.216757
61,1,CA1-V1,uncued,V1,38,0.097495
61,1,CA1-V1,uncued,V1,39,0.077735
61,1,CA1-V1,uncued,V1,40,0.021746
61,1,CA1-V1,uncued,V1,41,0.024284
61,1,CA1-V1,uncued,V1,42,0.004324
61,1,CA1-V1,uncued,V1,43,0.792898
61,1,CA1-V1,uncued,V1,44,0.055293
61,1,CA1-V1,uncued,V1,45,0.018901
61,1,CA1-V1,uncued,V1,46,0.119453
61,1,CA1-V1,uncued,V1,47,0.623742
61,1,CA1-V1,uncued,V1,48,0.005383
61,1,CA1-V1,uncued,V1,49,0.052212
61,1,CA1-V1,uncued,V1,50,0.007895
61,1,CA1-V1,uncued,V1,51,0.017199
61,1,CA1-V1,uncued,V1,52,0.747037
61,1,CA1-V1,uncued,V1,53,0.009429
61,1,CA1-V1,uncued,V1,54,0.0
61,1,CA1-V1,uncued,V1,55,0.011361
61,1,CA1-V1,uncued,V1,56,0.004321
61,1,CA1-V1,uncued,V1,57,0.006915
61,1,CA1-V1,uncued,V1,58,0.016023
61,1,CA1-V1,uncued,V1,59,0.619135
61,1,CA1-V1,uncued,V1,60,0.005954
61,1,CA1-V1,uncued,V1,61,0.074635
61,1,CA1-V1,uncued,V1,62,0.837474
61,1,CA1-V1,uncued,V1,63,0.083392
61,1,CA1-V1,uncued,V1,64,0.719214
61,1,CA1-V1,uncued,V1,65,0.009092
61,1,CA1-V1,uncued,V1,66,0.027217
61,1,CA1-V1,uncued,V1,67,0.670842
61,1,CA1-V1,uncued,V1,68,0.01509
