animal,pair,dim,epoch,label,label_loo,ifi_fit,cc_heldout,peak_r,ifi,peak_lag_ms
34,CA1-V1,3,intermediate,FF,FF,0.01156,0.09616,0.06828,0.009764575762363621,30.0
34,CA1-V1,3,naive,FF,FF,0.01156,0.09616,0.0401,0.04068851858633941,200.0
34,CA1-V1,4,expert,FB,FB,-0.01297,0.08536,0.12659,-0.014135751962815316,-90.0
34,CA1-V1,4,intermediate,FB,FB,-0.01297,0.08536,0.10461,0.0027241817213550794,-30.0
34,CA1-V1,4,naive,FB,FB,-0.01297,0.08536,0.07564,-0.014489537095751398,250.0
34,CA1-V1,5,expert,FF,FF,0.01786,0.0721,0.08521,0.027675118177911417,120.0
34,CA1-V1,5,intermediate,FF,FF,0.01786,0.0721,0.08201,0.014047468906390541,50.0
34,CA1-V1,5,naive,FF,FF,0.01786,0.0721,0.09045,-0.01307594834326394,-210.0
34,CA1-V1,6,expert,FB,FB,-0.0118,0.05934,0.04043,-0.1809023789991797,-90.0
34,CA1-V1,6,intermediate,FB,FB,-0.0118,0.05934,0.03891,0.12451706660050328,30.0
34,CA1-V1,6,naive,FB,FB,-0.0118,0.05934,0.08085,0.01335617881269058,-190.0
34,CA1-V1,7,expert,FB,FB,-0.01722,0.05394,0.06853,0.01945963624470815,-210.0
34,CA1-V1,7,intermediate,FB,FF,-0.01722,0.05394,0.07232,-0.1444090332750763,-10.0
34,CA1-V1,7,naive,FB,FB,-0.01722,0.05394,0.06666,-0.06239673779308886,-120.0
34,CA1-V1,8,expert,FF,FF,0.01462,0.04924,0.03616,-0.0405702208777092,-20.0
34,CA1-V1,8,intermediate,FF,FF,0.01462,0.04924,0.04884,-0.15390106548925267,-40.0
34,CA1-V1,8,naive,FF,FF,0.01462,0.04924,0.06643,0.008351573623477857,-160.0
34,CA1-V1,9,expert,FB,FB,-0.0151,0.0371,0.05764,-0.05885725205427095,-70.0
34,CA1-V1,9,intermediate,FB,FF,-0.0151,0.0371,0.04816,-0.13401457953657903,0.0
34,CA1-V1,9,naive,FB,FB,-0.0151,0.0371,0.05137,0.03392099342086509,-90.0
34,CA1-V1,10,expert,FB,FF,-0.01021,0.03013,0.05216,-0.0719265431049141,120.0
34,CA1-V1,10,intermediate,FB,FB,-0.01021,0.03013,0.03963,-0.0030989067745545705,0.0
34,CA1-V1,10,naive,FB,FB,-0.01021,0.03013,0.01637,0.36614234542906093,-200.0
36,CA1-CA3,1,expert,FF,FF,0.42023,0.31011,0.31156,0.34126544744818016,0.0
36,CA1-CA3,1,intermediate,FF,FF,0.42023,0.31011,0.28965,0.4496042774577591,0.0
36,CA1-CA3,1,naive,FF,FF,0.42023,0.31011,0.30304,0.5544753632698168,0.0
36,CA1-CA3,2,expert,FF,FF,0.15355,0.22486,0.22333,0.271687810485692,0.0
36,CA1-CA3,2,intermediate,FF,FF,0.15355,0.22486,0.21582,0.18818373348054832,0.0
36,CA1-CA3,2,naive,FF,FF,0.15355,0.22486,0.17235,0.21505817422434367,0.0
36,CA1-CA3,3,expert,FB,FB,-0.42423,0.09688,0.08544,-0.8246647826348386,-20.0
36,CA1-CA3,3,intermediate,FB,FB,-0.42423,0.09688,0.06764,-0.6836969232630347,-10.0
