animal,pair,epoch,area,unit,contrib,contrib_conn
52,CA1-DG,intermediate,DG,13,0.825801,0.015651
52,CA1-DG,intermediate,DG,14,0.899816,0.037056
52,CA1-DG,intermediate,DG,15,0.548811,0.025563
52,CA1-DG,intermediate,DG,16,0.891967,0.010114
52,CA1-DG,intermediate,DG,17,0.965186,0.010582
52,CA1-DG,intermediate,DG,18,0.536863,0.026649
52,CA1-DG,intermediate,DG,19,0.805675,0.056258
52,CA1-DG,intermediate,DG,20,0.95401,0.021487
52,CA1-DG,intermediate,DG,21,0.733332,0.042002
52,CA1-DG,intermediate,DG,22,0.511736,0.059276
52,CA1-DG,intermediate,DG,23,0.972932,0.005267
52,CA1-DG,intermediate,DG,24,0.469951,0.019689
52,CA1-DG,intermediate,DG,25,0.786324,0.030417
52,CA1-DG,intermediate,DG,26,0.907842,0.01699
52,CA1-DG,intermediate,DG,27,0.230946,0.008927
52,CA1-DG,intermediate,DG,28,0.296205,0.013082
52,CA1-DG,intermediate,DG,29,0.730017,0.020168
52,CA1-DG,intermediate,DG,30,0.915681,0.017821
52,CA1-DG,intermediate,DG,31,0.80129,0.078131
52,CA1-DG,intermediate,DG,32,0.98085,0.020788
52,CA1-DG,expert,CA1,0,0.238795,0.090464
52,CA1-DG,expert,CA1,1,0.038163,0.007418
52,CA1-DG,expert,CA1,2,0.835924,0.148225
52,CA1-DG,expert,CA1,3,0.091274,0.021291
52,CA1-DG,expert,CA1,4,0.838146,0.17828
52,CA1-DG,expert,CA1,5,0.720163,0.112722
52,CA1-DG,expert,CA1,6,0.073007,0.014125
52,CA1-DG,expert,CA1,7,0.644236,0.178454
52,CA1-DG,expert,CA1,8,0.156819,0.032631
52,CA1-DG,expert,CA1,9,0.455971,0.078839
52,CA1-DG,expert,CA1,10,0.847157,0.175533
52,CA1-DG,expert,CA1,11,0.257517,0.059886
52,CA1-DG,expert,CA1,12,0.023122,0.0042
52,CA1-DG,expert,CA1,13,0.129944,0.046855
52,CA1-DG,expert,CA1,14,0.291175,0.101371
52,CA1-DG,expert,CA1,15,0.142807,0.04362
52,CA1-DG,expert,CA1,16,0.790028,0.13458
52,CA1-DG,expert,CA1,17,0.172093,0.0313
52,CA1-DG,expert,CA1,18,0.825819,0.207205
52,CA1-DG,expert,CA1,19,0.767172,0.22436
52,CA1-DG,expert,CA1,20,0.701186,0.146279
52,CA1-DG,expert,CA1,21,0.276054,0.061714
52,CA1-DG,expert,CA1,22,0.05284,0.013385
52,CA1-DG,expert,CA1,23,0.416498,0.172357
52,CA1-DG,expert,CA1,24,0.036791,0.00869
52,CA1-DG,expert,CA1,25,0.069667,0.019806
52,CA1-DG,expert,CA1,26,0.013291,0.002897
52,CA1-DG,expert,CA1,27,0.062443,0.011886
52,CA1-DG,expert,CA1,28,0.782453,0.105919
52,CA1-DG,expert,CA1,29,0.820413,0.168447
52,CA1-DG,expert,CA1,30,0.499142,0.176632
52,CA1-DG,expert,CA1,31,0.820928,0.171783
52,CA1-DG,expert,CA1,32,0.154497,0.035515
52,CA1-DG,expert,CA1,33,0.28639,0.130098
52,CA1-DG,expert,CA1,34,0.14618,0.051424
52,CA1-DG,expert,CA1,35,0.317263,0.134418
52,CA1-DG,expert,CA1,36,0.249712,0.095984
52,CA1-DG,expert,CA1,37,0.344456,0.140643
52,CA1-DG,expert,CA1,38,0.164544,0.021894
52,CA1-DG,expert,CA1,39,0.089,0.024418
52,CA1-DG,expert,CA1,40,0.228231,0.038066
52,CA1-DG,expert,CA1,41,0.50692,0.048373
52,CA1-DG,expert,CA1,42,0.866257,0.229938
52,CA1-DG,expert,CA1,43,0.806011,0.246278
52,CA1-DG,expert,CA1,44,0.774991,0.230819
52,CA1-DG,expert,CA1,45,0.514583,0.089814
52,CA1-DG,expert,CA1,46,0.792735,0.16321
52,CA1-DG,expert,CA1,47,0.788431,0.23448
52,CA1-DG,expert,CA1,48,0.627748,0.093945
52,CA1-DG,expert,CA1,49,0.819159,0.163608
52,CA1-DG,expert,CA1,50,0.202827,0.0522
52,CA1-DG,expert,CA1,51,0.04773,0.007608
52,CA1-DG,expert,CA1,52,0.051981,0.012195
52,CA1-DG,expert,CA1,53,0.150471,0.023547
52,CA1-DG,expert,DG,0,0.613341,0.194983
52,CA1-DG,expert,DG,1,0.935308,0.203253
52,CA1-DG,expert,DG,2,0.124792,0.030782
52,CA1-DG,expert,DG,3,0.489002,0.127482
52,CA1-DG,expert,DG,4,0.761977,0.157173
52,CA1-DG,expert,DG,5,0.460386,0.177347
52,CA1-DG,expert,DG,6,0.238054,0.049117
52,CA1-DG,expert,DG,7,0.941345,0.13912
52,CA1-DG,expert,DG,8,0.586716,0.158077
52,CA1-DG,expert,DG,9,0.471139,0.092742
52,CA1-DG,expert,DG,10,0.478299,0.169999
52,CA1-DG,expert,DG,11,0.930003,0.220996
52,CA1-DG,expert,DG,12,0.761955,0.215981
52,CA1-DG,expert,DG,13,0.043923,0.010718
52,CA1-DG,expert,DG,14,0.917087,0.227509
52,CA1-DG,expert,DG,15,0.526785,0.089699
52,CA1-DG,expert,DG,16,0.914842,0.152456
52,CA1-DG,expert,DG,17,0.883813,0.281119
52,CA1-DG,expert,DG,18,0.507382,0.090337
52,CA1-DG,expert,DG,19,0.829702,0.219332
52,CA1-DG,expert,DG,20,0.960451,0.204387
52,CA1-DG,expert,DG,21,0.788992,0.202437
52,CA1-DG,expert,DG,22,0.349777,0.079137
52,CA1-DG,expert,DG,23,1.007178,0.208936
52,CA1-DG,expert,DG,24,0.955988,0.204274
52,CA1-DG,expert,DG,25,0.517013,0.125544
52,CA1-DG,expert,DG,26,0.993265,0.198681
52,CA1-DG,expert,DG,27,0.79119,0.169123
52,CA1-DG,expert,DG,28,0.74598,0.172836
52,CA1-DG,expert,DG,29,0.714344,0.11874
52,CA1-DG,expert,DG,30,0.851719,0.192559
52,CA1-DG,expert,DG,31,0.287981,0.068201
52,CA1-DG,expert,DG,32,0.219977,0.039474
52,CA1-V1,naive,CA1,0,0.268294,0.038241
52,CA1-V1,naive,CA1,1,0.763233,0.104436
52,CA1-V1,naive,CA1,2,0.893876,0.114089
52,CA1-V1,naive,CA1,3,0.025164,0.004488
52,CA1-V1,naive,CA1,4,0.003333,0.000668
52,CA1-V1,naive,CA1,5,0.035674,0.005165
52,CA1-V1,naive,CA1,6,0.802956,0.105634
52,CA1-V1,naive,CA1,7,0.08206,0.014656
52,CA1-V1,naive,CA1,8,0.194004,0.030377
52,CA1-V1,naive,CA1,9,0.019339,0.003062
52,CA1-V1,naive,CA1,10,0.764996,0.115765
52,CA1-V1,naive,CA1,11,0.804783,0.093064
52,CA1-V1,naive,CA1,12,0.072112,0.013998
52,CA1-V1,naive,CA1,13,0.211638,0.037018
52,CA1-V1,naive,CA1,14,0.551041,0.110686
52,CA1-V1,naive,CA1,15,0.381012,0.046774
52,CA1-V1,naive,CA1,16,0.047371,0.008453
52,CA1-V1,naive,CA1,17,0.863656,0.137405
52,CA1-V1,naive,CA1,18,0.034053,0.005213
52,CA1-V1,naive,CA1,19,0.077857,0.013874
52,CA1-V1,naive,CA1,20,0.121684,0.021228
52,CA1-V1,naive,CA1,21,0.310077,0.063243
52,CA1-V1,naive,CA1,22,0.853085,0.127354
52,CA1-V1,naive,CA1,23,0.47265,0.087833
52,CA1-V1,naive,CA1,24,0.908853,0.104523
52,CA1-V1,naive,CA1,25,0.743874,0.081374
52,CA1-V1,naive,CA1,26,0.223797,0.037127
52,CA1-V1,naive,CA1,27,0.846531,0.065458
52,CA1-V1,naive,CA1,28,0.025071,0.003509
52,CA1-V1,naive,CA1,29,0.883936,0.141423
52,CA1-V1,naive,CA1,30,0.672717,0.127054
52,CA1-V1,naive,CA1,31,0.046392,0.004751
52,CA1-V1,naive,CA1,32,0.811172,0.113101
52,CA1-V1,naive,CA1,33,0.297455,0.047732
52,CA1-V1,naive,CA1,34,0.869727,0.086953
52,CA1-V1,naive,CA1,35,0.52898,0.095593
52,CA1-V1,naive,CA1,36,0.084789,0.01492
52,CA1-V1,naive,CA1,37,0.529714,0.068259
52,CA1-V1,naive,CA1,38,0.243354,0.037188
52,CA1-V1,naive,CA1,39,0.853653,0.128218
52,CA1-V1,naive,CA1,40,0.875605,0.08841
52,CA1-V1,naive,CA1,41,0.029681,0.004642
52,CA1-V1,naive,CA1,42,0.433221,0.062434
52,CA1-V1,naive,CA1,43,0.474205,0.077148
52,CA1-V1,naive,CA1,44,0.069312,0.010919
52,CA1-V1,naive,CA1,45,0.22619,0.035526
52,CA1-V1,naive,CA1,46,0.492851,0.077295
52,CA1-V1,naive,CA1,47,0.846897,0.184877
52,CA1-V1,naive,CA1,48,0.617676,0.070655
52,CA1-V1,naive,CA1,49,0.106536,0.019253
52,CA1-V1,naive,CA1,50,0.243389,0.037285
52,CA1-V1,naive,CA1,51,0.66234,0.120499
52,CA1-V1,naive,CA1,52,0.343027,0.052453
52,CA1-V1,naive,CA1,53,0.026394,0.003743
52,CA1-V1,naive,V1,0,0.095989,0.017726
52,CA1-V1,naive,V1,1,0.327079,0.05913
52,CA1-V1,naive,V1,2,0.350572,0.070619
52,CA1-V1,naive,V1,3,0.625358,0.071128
52,CA1-V1,naive,V1,4,0.183066,0.031991
52,CA1-V1,naive,V1,5,0.250572,0.034949
52,CA1-V1,naive,V1,6,0.356022,0.064952
52,CA1-V1,naive,V1,7,0.204381,0.041778
52,CA1-V1,naive,V1,8,0.079069,0.012725
52,CA1-V1,naive,V1,9,0.066445,0.0124
52,CA1-V1,naive,V1,10,0.229238,0.032911
52,CA1-V1,naive,V1,11,0.37091,0.071516
52,CA1-V1,naive,V1,12,0.199577,0.0251
52,CA1-V1,naive,V1,13,0.153368,0.022501
52,CA1-V1,naive,V1,14,0.210909,0.046627
52,CA1-V1,naive,V1,15,0.107769,0.02021
52,CA1-V1,naive,V1,16,0.3351,0.068187
52,CA1-V1,naive,V1,17,0.168306,0.026
52,CA1-V1,naive,V1,18,0.199751,0.035282
52,CA1-V1,naive,V1,19,0.28489,0.052169
52,CA1-V1,naive,V1,20,0.17415,0.033902
52,CA1-V1,naive,V1,21,0.442549,0.062592
52,CA1-V1,naive,V1,22,0.298037,0.033362
52,CA1-V1,naive,V1,23,0.03764,0.005619
52,CA1-V1,naive,V1,24,0.195956,0.028564
52,CA1-V1,naive,V1,25,0.211931,0.019648
52,CA1-V1,naive,V1,26,0.300502,0.033508
52,CA1-V1,naive,V1,27,0.290355,0.036148
52,CA1-V1,naive,V1,28,0.504265,0.061477
52,CA1-V1,naive,V1,29,0.205681,0.034748
52,CA1-V1,naive,V1,30,0.320724,0.062949
52,CA1-V1,naive,V1,31,0.180664,0.036236
52,CA1-V1,naive,V1,32,0.563653,0.057759
52,CA1-V1,naive,V1,33,0.211328,0.041025
52,CA1-V1,naive,V1,34,0.32151,0.05837
52,CA1-V1,naive,V1,35,0.126784,0.018121
52,CA1-V1,naive,V1,36,0.219676,0.042081
52,CA1-V1,naive,V1,37,0.285848,0.039354
52,CA1-V1,naive,V1,38,0.137592,0.024058
52,CA1-V1,naive,V1,39,0.663936,0.074198
52,CA1-V1,naive,V1,40,0.090059,0.013277
52,CA1-V1,naive,V1,41,0.754011,0.102564
52,CA1-V1,naive,V1,42,0.213526,0.041203
52,CA1-V1,naive,V1,43,0.387204,0.065633
52,CA1-V1,naive,V1,44,0.228125,0.031448
52,CA1-V1,naive,V1,45,0.2146,0.02383
52,CA1-V1,naive,V1,46,0.715957,0.075207
52,CA1-V1,naive,V1,47,0.215935,0.036552
52,CA1-V1,naive,V1,48,0.066813,0.014205
52,CA1-V1,naive,V1,49,0.227139,0.02763
52,CA1-V1,naive,V1,50,0.804411,0.083241
52,CA1-V1,naive,V1,51,0.228562,0.03554
52,CA1-V1,naive,V1,52,0.750263,0.100813
52,CA1-V1,naive,V1,53,0.235081,0.038934
52,CA1-V1,naive,V1,54,0.101709,0.018615
52,CA1-V1,naive,V1,55,0.692093,0.101151
52,CA1-V1,naive,V1,56,0.18562,0.025573
52,CA1-V1,naive,V1,57,0.042277,0.007984
52,CA1-V1,naive,V1,58,0.16791,0.027992
52,CA1-V1,naive,V1,59,0.182295,0.029651
52,CA1-V1,naive,V1,60,0.177169,0.022056
52,CA1-V1,naive,V1,61,0.265538,0.042194
52,CA1-V1,naive,V1,62,0.27971,0.025067
52,CA1-V1,naive,V1,63,0.110659,0.019482
52,CA1-V1,naive,V1,64,0.228366,0.031388
52,CA1-V1,naive,V1,65,0.210197,0.032612
52,CA1-V1,naive,V1,66,0.224686,0.022595
52,CA1-V1,naive,V1,67,0.083486,0.013001
52,CA1-V1,naive,V1,68,0.056021,0.008711
52,CA1-V1,naive,V1,69,0.116292,0.023241
52,CA1-V1,naive,V1,70,0.060567,0.011448
52,CA1-V1,naive,V1,71,0.174343,0.022651
52,CA1-V1,naive,V1,72,0.74384,0.100121
52,CA1-V1,naive,V1,73,0.198725,0.032121
52,CA1-V1,naive,V1,74,0.70558,0.06808
52,CA1-V1,naive,V1,75,0.228835,0.035654
52,CA1-V1,naive,V1,76,0.292042,0.051523
52,CA1-V1,naive,V1,77,0.198269,0.044582
52,CA1-V1,naive,V1,78,0.221598,0.036128
52,CA1-V1,naive,V1,79,0.320697,0.056682
52,CA1-V1,naive,V1,80,0.229924,0.027038
52,CA1-V1,naive,V1,81,0.224076,0.041271
52,CA1-V1,naive,V1,82,0.222051,0.0297
52,CA1-V1,naive,V1,83,0.178821,0.022491
52,CA1-V1,naive,V1,84,0.160077,0.035352
52,CA1-V1,naive,V1,85,0.227256,0.032843
52,CA1-V1,naive,V1,86,0.289691,0.038167
52,CA1-V1,naive,V1,87,0.502316,0.083939
52,CA1-V1,naive,V1,88,0.217367,0.024727
52,CA1-V1,naive,V1,89,0.44412,0.058465
52,CA1-V1,naive,V1,90,0.160679,0.035997
52,CA1-V1,naive,V1,91,0.284732,0.050806
52,CA1-V1,naive,V1,92,0.2415,0.042221
52,CA1-V1,naive,V1,93,0.16775,0.030232
52,CA1-V1,naive,V1,94,0.289438,0.057012
52,CA1-V1,naive,V1,95,0.090287,0.015097
52,CA1-V1,naive,V1,96,0.190393,0.036081
52,CA1-V1,naive,V1,97,0.314517,0.049879
52,CA1-V1,naive,V1,98,0.088421,0.014177
52,CA1-V1,naive,V1,99,0.202171,0.025653
52,CA1-V1,naive,V1,100,0.230582,0.026483
52,CA1-V1,naive,V1,101,0.688128,0.088848
52,CA1-V1,naive,V1,102,0.661085,0.07669
52,CA1-V1,intermediate,CA1,0,0.187028,0.012085
52,CA1-V1,intermediate,CA1,1,0.210815,0.011674
52,CA1-V1,intermediate,CA1,2,0.107927,0.011258
52,CA1-V1,intermediate,CA1,3,0.872911,0.017884
52,CA1-V1,intermediate,CA1,4,0.879553,0.022147
52,CA1-V1,intermediate,CA1,5,0.734466,0.114879
52,CA1-V1,intermediate,CA1,6,0.311704,0.016528
52,CA1-V1,intermediate,CA1,7,0.746301,0.007236
52,CA1-V1,intermediate,CA1,8,0.350759,0.036267
52,CA1-V1,intermediate,CA1,9,0.258762,0.012359
52,CA1-V1,intermediate,CA1,10,0.817151,0.028751
52,CA1-V1,intermediate,CA1,11,0.037229,0.002424
52,CA1-V1,intermediate,CA1,12,0.048941,0.002503
52,CA1-V1,intermediate,CA1,13,0.09277,0.007237
52,CA1-V1,intermediate,CA1,14,0.138179,0.008451
52,CA1-V1,intermediate,CA1,15,0.079917,0.005316
52,CA1-V1,intermediate,CA1,16,0.83813,0.059749
52,CA1-V1,intermediate,CA1,17,0.085802,0.006871
52,CA1-V1,intermediate,CA1,18,0.161759,0.013117
52,CA1-V1,intermediate,CA1,19,0.223139,0.020609
52,CA1-V1,intermediate,CA1,20,0.770214,0.034634
52,CA1-V1,intermediate,CA1,21,0.629147,0.067475
52,CA1-V1,intermediate,CA1,22,0.095246,0.007351
52,CA1-V1,intermediate,CA1,23,0.312886,0.038063
52,CA1-V1,intermediate,CA1,24,0.857675,0.011463
52,CA1-V1,intermediate,CA1,25,0.814756,0.05163
52,CA1-V1,intermediate,CA1,26,0.015857,0.001121
52,CA1-V1,intermediate,CA1,27,0.869338,0.011438
52,CA1-V1,intermediate,CA1,28,0.24647,0.033087
52,CA1-V1,intermediate,CA1,29,0.708142,0.039071
52,CA1-V1,intermediate,CA1,30,0.529866,0.031449
52,CA1-V1,intermediate,CA1,31,0.837311,0.012257
52,CA1-V1,intermediate,CA1,32,0.081123,0.005421
52,CA1-V1,intermediate,CA1,33,0.275295,0.016335
52,CA1-V1,intermediate,CA1,34,0.198457,0.013151
52,CA1-V1,intermediate,CA1,35,0.298798,0.018727
52,CA1-V1,intermediate,CA1,36,0.099302,0.008455
52,CA1-V1,intermediate,CA1,37,0.477795,0.024355
52,CA1-V1,intermediate,CA1,38,0.152401,0.019528
52,CA1-V1,intermediate,CA1,39,0.208233,0.016914
52,CA1-V1,intermediate,CA1,40,0.299546,0.020757
52,CA1-V1,intermediate,CA1,41,0.273162,0.009544
52,CA1-V1,intermediate,CA1,42,0.074588,0.007493
52,CA1-V1,intermediate,CA1,43,0.835418,0.028276
52,CA1-V1,intermediate,CA1,44,0.489805,0.050703
52,CA1-V1,intermediate,CA1,45,0.701526,0.067322
52,CA1-V1,intermediate,CA1,46,0.876385,0.036152
52,CA1-V1,intermediate,CA1,47,0.809961,0.049948
52,CA1-V1,intermediate,CA1,48,0.773903,0.021026
52,CA1-V1,intermediate,CA1,49,0.118228,0.011961
52,CA1-V1,intermediate,CA1,50,0.126847,0.00719
52,CA1-V1,intermediate,CA1,51,0.208766,0.020054
52,CA1-V1,intermediate,CA1,52,0.16015,0.008023
52,CA1-V1,intermediate,CA1,53,0.670138,0.0143
52,CA1-V1,intermediate,V1,0,0.283254,0.026341
52,CA1-V1,intermediate,V1,1,0.187174,0.013099
52,CA1-V1,intermediate,V1,2,0.404069,0.015828
52,CA1-V1,intermediate,V1,3,0.85928,0.013419
52,CA1-V1,intermediate,V1,4,0.308782,0.022549
52,CA1-V1,intermediate,V1,5,0.317928,0.018326
52,CA1-V1,intermediate,V1,6,0.428014,0.012587
52,CA1-V1,intermediate,V1,7,0.338103,0.024502
52,CA1-V1,intermediate,V1,8,0.673244,0.01159
52,CA1-V1,intermediate,V1,9,0.781237,0.016229
52,CA1-V1,intermediate,V1,10,0.335334,0.021765
52,CA1-V1,intermediate,V1,11,0.388964,0.019731
52,CA1-V1,intermediate,V1,12,0.206646,0.022725
52,CA1-V1,intermediate,V1,13,0.254931,0.012827
52,CA1-V1,intermediate,V1,14,0.44793,0.026047
52,CA1-V1,intermediate,V1,15,0.737579,0.02511
52,CA1-V1,intermediate,V1,16,0.272283,0.025912
52,CA1-V1,intermediate,V1,17,0.25492,0.013461
52,CA1-V1,intermediate,V1,18,0.311789,0.021058
52,CA1-V1,intermediate,V1,19,0.391279,0.032131
52,CA1-V1,intermediate,V1,20,0.241685,0.025931
52,CA1-V1,intermediate,V1,21,0.351057,0.022887
52,CA1-V1,intermediate,V1,22,0.320763,0.031463
52,CA1-V1,intermediate,V1,23,0.022506,0.001061
52,CA1-V1,intermediate,V1,24,0.258614,0.010646
52,CA1-V1,intermediate,V1,25,0.218849,0.010216
52,CA1-V1,intermediate,V1,26,0.305979,0.011098
52,CA1-V1,intermediate,V1,27,0.300547,0.012998
52,CA1-V1,intermediate,V1,28,0.368766,0.010701
52,CA1-V1,intermediate,V1,29,0.252382,0.015539
52,CA1-V1,intermediate,V1,30,0.236141,0.0266
52,CA1-V1,intermediate,V1,31,0.44235,0.021304
52,CA1-V1,intermediate,V1,32,0.279909,0.022879
52,CA1-V1,intermediate,V1,33,0.304983,0.010779
52,CA1-V1,intermediate,V1,34,0.354986,0.034039
52,CA1-V1,intermediate,V1,35,0.346007,0.010163
52,CA1-V1,intermediate,V1,36,0.499073,0.040122
52,CA1-V1,intermediate,V1,37,0.418281,0.015918
52,CA1-V1,intermediate,V1,38,0.167166,0.009818
52,CA1-V1,intermediate,V1,39,0.077522,0.004665
52,CA1-V1,intermediate,V1,40,0.051347,0.001752
52,CA1-V1,intermediate,V1,41,0.316477,0.010364
52,CA1-V1,intermediate,V1,42,0.206745,0.014244
52,CA1-V1,intermediate,V1,43,0.291743,0.020687
52,CA1-V1,intermediate,V1,44,0.451917,0.028686
52,CA1-V1,intermediate,V1,45,0.06402,0.004833
52,CA1-V1,intermediate,V1,46,0.172828,0.00544
52,CA1-V1,intermediate,V1,47,0.394568,0.014912
52,CA1-V1,intermediate,V1,48,0.031009,0.001937
52,CA1-V1,intermediate,V1,49,0.215016,0.006795
52,CA1-V1,intermediate,V1,50,0.079773,0.006656
52,CA1-V1,intermediate,V1,51,0.238644,0.018133
52,CA1-V1,intermediate,V1,52,0.832768,0.013067
52,CA1-V1,intermediate,V1,53,0.105471,0.00566
52,CA1-V1,intermediate,V1,54,0.38298,0.013984
52,CA1-V1,intermediate,V1,55,0.2538,0.019979
52,CA1-V1,intermediate,V1,56,0.053119,0.00442
52,CA1-V1,intermediate,V1,57,0.075808,0.005394
52,CA1-V1,intermediate,V1,58,0.06432,0.005366
52,CA1-V1,intermediate,V1,59,0.232076,0.018969
52,CA1-V1,intermediate,V1,60,0.525137,0.014498
52,CA1-V1,intermediate,V1,61,0.401423,0.028921
52,CA1-V1,intermediate,V1,62,0.18142,0.012418
52,CA1-V1,intermediate,V1,63,0.208366,0.006371
52,CA1-V1,intermediate,V1,64,0.24268,0.021518
52,CA1-V1,intermediate,V1,65,0.096218,0.005082
52,CA1-V1,intermediate,V1,66,0.13861,0.013911
52,CA1-V1,intermediate,V1,67,0.767171,0.035032
52,CA1-V1,intermediate,V1,68,0.584797,0.013323
52,CA1-V1,intermediate,V1,69,0.336177,0.040234
52,CA1-V1,intermediate,V1,70,0.68807,0.02186
52,CA1-V1,intermediate,V1,71,0.427111,0.013889
52,CA1-V1,intermediate,V1,72,0.77411,0.01854
52,CA1-V1,intermediate,V1,73,0.398526,0.035169
52,CA1-V1,intermediate,V1,74,0.109676,0.010068
52,CA1-V1,intermediate,V1,75,0.460774,0.018451
52,CA1-V1,intermediate,V1,76,0.316702,0.021275
52,CA1-V1,intermediate,V1,77,0.258095,0.025962
52,CA1-V1,intermediate,V1,78,0.241822,0.028643
52,CA1-V1,intermediate,V1,79,0.27746,0.024941
52,CA1-V1,intermediate,V1,80,0.328349,0.012514
52,CA1-V1,intermediate,V1,81,0.2323,0.016111
52,CA1-V1,intermediate,V1,82,0.225544,0.022443
52,CA1-V1,intermediate,V1,83,0.222921,0.01228
52,CA1-V1,intermediate,V1,84,0.222319,0.012174
52,CA1-V1,intermediate,V1,85,0.398814,0.020962
52,CA1-V1,intermediate,V1,86,0.451721,0.009943
52,CA1-V1,intermediate,V1,87,0.211388,0.012939
52,CA1-V1,intermediate,V1,88,0.191778,0.008476
52,CA1-V1,intermediate,V1,89,0.226635,0.010183
52,CA1-V1,intermediate,V1,90,0.249514,0.017124
52,CA1-V1,intermediate,V1,91,0.319712,0.01963
52,CA1-V1,intermediate,V1,92,0.324565,0.026975
52,CA1-V1,intermediate,V1,93,0.120745,0.004138
52,CA1-V1,intermediate,V1,94,0.470347,0.019374
52,CA1-V1,intermediate,V1,95,0.54106,0.033871
52,CA1-V1,intermediate,V1,96,0.376748,0.023018
52,CA1-V1,intermediate,V1,97,0.28126,0.009226
52,CA1-V1,intermediate,V1,98,0.083644,0.004738
52,CA1-V1,intermediate,V1,99,0.252903,0.012101
52,CA1-V1,intermediate,V1,100,0.225881,0.01481
52,CA1-V1,intermediate,V1,101,0.318667,0.018582
52,CA1-V1,intermediate,V1,102,0.244773,0.009438
52,CA1-V1,expert,CA1,0,0.254423,0.019032
52,CA1-V1,expert,CA1,1,0.037893,0.007028
52,CA1-V1,expert,CA1,2,0.834363,0.102631
52,CA1-V1,expert,CA1,3,0.095285,0.017243
52,CA1-V1,expert,CA1,4,0.837185,0.060475
52,CA1-V1,expert,CA1,5,0.691525,0.139236
52,CA1-V1,expert,CA1,6,0.068516,0.008758
52,CA1-V1,expert,CA1,7,0.643967,0.070073
52,CA1-V1,expert,CA1,8,0.162558,0.029035
52,CA1-V1,expert,CA1,9,0.489091,0.096897
52,CA1-V1,expert,CA1,10,0.841785,0.073029
52,CA1-V1,expert,CA1,11,0.266344,0.030578
52,CA1-V1,expert,CA1,12,0.023371,0.003637
52,CA1-V1,expert,CA1,13,0.132051,0.013335
52,CA1-V1,expert,CA1,14,0.286591,0.029933
52,CA1-V1,expert,CA1,15,0.140498,0.019519
52,CA1-V1,expert,CA1,16,0.785764,0.12562
52,CA1-V1,expert,CA1,17,0.233505,0.043159
52,CA1-V1,expert,CA1,18,0.81705,0.100748
52,CA1-V1,expert,CA1,19,0.763861,0.114442
52,CA1-V1,expert,CA1,20,0.700722,0.07655
52,CA1-V1,expert,CA1,21,0.277253,0.027984
52,CA1-V1,expert,CA1,22,0.058052,0.002951
52,CA1-V1,expert,CA1,23,0.424177,0.027667
52,CA1-V1,expert,CA1,24,0.036614,0.005256
52,CA1-V1,expert,CA1,25,0.07314,0.008626
52,CA1-V1,expert,CA1,26,0.01336,0.001625
52,CA1-V1,expert,CA1,27,0.059829,0.008223
52,CA1-V1,expert,CA1,28,0.771277,0.114186
52,CA1-V1,expert,CA1,29,0.816616,0.069878
52,CA1-V1,expert,CA1,30,0.518085,0.109077
52,CA1-V1,expert,CA1,31,0.819824,0.095113
52,CA1-V1,expert,CA1,32,0.16554,0.013371
52,CA1-V1,expert,CA1,33,0.241426,0.042862
52,CA1-V1,expert,CA1,34,0.137931,0.028431
52,CA1-V1,expert,CA1,35,0.31857,0.03119
52,CA1-V1,expert,CA1,36,0.220944,0.031463
52,CA1-V1,expert,CA1,37,0.349199,0.064096
52,CA1-V1,expert,CA1,38,0.199873,0.044471
52,CA1-V1,expert,CA1,39,0.093469,0.009681
52,CA1-V1,expert,CA1,40,0.26551,0.065161
52,CA1-V1,expert,CA1,41,0.514047,0.101145
52,CA1-V1,expert,CA1,42,0.862019,0.149808
52,CA1-V1,expert,CA1,43,0.809051,0.08192
52,CA1-V1,expert,CA1,44,0.768537,0.080703
52,CA1-V1,expert,CA1,45,0.499741,0.085178
52,CA1-V1,expert,CA1,46,0.767588,0.149985
52,CA1-V1,expert,CA1,47,0.783909,0.103146
52,CA1-V1,expert,CA1,48,0.59148,0.097993
52,CA1-V1,expert,CA1,49,0.809382,0.149584
52,CA1-V1,expert,CA1,50,0.205401,0.020402
52,CA1-V1,expert,CA1,51,0.048323,0.006433
52,CA1-V1,expert,CA1,52,0.049749,0.004785
52,CA1-V1,expert,CA1,53,0.144662,0.028644
52,CA1-V1,expert,V1,0,0.187146,0.019173
52,CA1-V1,expert,V1,1,0.657405,0.088136
52,CA1-V1,expert,V1,2,0.351486,0.039799
52,CA1-V1,expert,V1,3,0.04272,0.004694
52,CA1-V1,expert,V1,4,0.238168,0.038915
52,CA1-V1,expert,V1,5,0.461625,0.04823
52,CA1-V1,expert,V1,6,0.380243,0.059816
52,CA1-V1,expert,V1,7,0.622768,0.091854
52,CA1-V1,expert,V1,8,0.27461,0.044589
52,CA1-V1,expert,V1,9,0.074499,0.010657
52,CA1-V1,expert,V1,10,0.328673,0.039856
52,CA1-V1,expert,V1,11,0.415402,0.071324
52,CA1-V1,expert,V1,12,0.263677,0.058458
52,CA1-V1,expert,V1,13,0.257696,0.01402
52,CA1-V1,expert,V1,14,0.268837,0.031443
52,CA1-V1,expert,V1,15,0.164794,0.027337
52,CA1-V1,expert,V1,16,0.299242,0.045464
52,CA1-V1,expert,V1,17,0.271438,0.040358
52,CA1-V1,expert,V1,18,0.316231,0.051538
52,CA1-V1,expert,V1,19,0.337443,0.037839
52,CA1-V1,expert,V1,20,0.308292,0.048214
