animal,learner,pair,block,n_trials,n_bins,cc1,n_sig,mi_sig,ifi,optimal_lag,gini_x,gini_y,sh_x,sh_y,angle_x,angle_y,cc_kcca,gini_kcca_x,gini_kcca_y
77,1,CA1-DG,t1-7,7,4802,-0.0536,3,0.0774,0.0015,0,0.2092,0.604,80.41,84.82,72.32,88.31,-0.0384,0.2427,0.338
77,1,CA1-DG,t1-10,10,6927,-0.0183,3,0.0724,0.0121,0,0.1971,0.6447,86.87,71.99,87.76,82.7,0.063,0.4606,0.4206
77,1,CA1-DG,late,10,5113,-0.0071,2,0.0433,0.058,0,0.1433,0.1811,61.43,70.08,,,0.0741,0.1863,0.4078
77,1,CA1-V1,t1-5,5,3313,-0.025,4,0.0438,-0.021,0,0.1636,0.1484,79.64,76.62,88.34,77.86,0.0982,0.2017,0.2249
77,1,CA1-V1,t1-7,7,4802,-0.1273,5,0.1139,-0.0266,0,0.1678,0.1176,86.2,81.58,80.9,70.7,-0.0151,0.1952,0.2952
77,1,CA1-V1,t1-10,10,6927,-0.1464,1,0.0228,-0.0485,0,0.1836,0.1063,85.22,81.5,66.59,88.43,-0.0205,0.2723,0.2429
77,1,CA1-V1,late,10,5113,0.1781,5,0.0957,-0.0252,0,0.1151,0.1472,78.33,64.79,,,0.0743,0.2564,0.1796
77,1,CA1-SUB,t1-5,5,3313,-0.1443,0,0.0,0.0011,-9,0.2185,0.326,75.16,80.78,65.17,83.22,0.0056,0.1367,0.4572
77,1,CA1-SUB,t1-7,7,4802,-0.2122,2,0.0365,0.0029,-7,0.2152,0.2388,86.94,86.0,84.33,89.89,0.1021,0.1922,0.452
77,1,CA1-SUB,t1-10,10,6927,0.207,5,0.0859,-0.0241,-4,0.2517,0.2523,77.25,87.11,80.52,79.74,0.0529,0.3491,0.2212
77,1,CA1-SUB,late,10,5113,-0.0122,0,0.0,-0.0021,6,0.1171,0.2281,70.3,86.5,,,-0.0107,0.2476,0.4665
77,1,RSC-SUB,t1-5,5,3313,0.1483,0,0.0,-0.0271,0,0.4137,0.3194,74.98,30.5,89.98,54.7,0.0677,0.3173,0.4103
77,1,RSC-SUB,t1-7,7,4802,0.1337,0,0.0,0.02,0,0.4139,0.2326,77.35,26.9,87.31,41.61,0.0359,0.3272,0.4015
77,1,RSC-SUB,t1-10,10,6927,0.1649,3,0.0384,0.0384,0,0.4054,0.2482,78.16,82.67,85.34,41.22,0.1923,0.3321,0.4513
77,1,RSC-SUB,late,10,5113,0.1204,0,0.0,0.0115,0,0.3593,0.2329,75.72,85.2,,,0.0417,0.2966,0.4654
77,1,V1-RSC,t1-5,5,3313,0.4321,1,0.1033,0.0493,0,0.1334,0.401,53.91,66.76,67.86,89.12,0.3612,0.2711,0.3521
77,1,V1-RSC,t1-7,7,4802,0.438,2,0.179,0.0454,0,0.1221,0.4099,39.68,52.32,58.94,85.7,0.3953,0.3661,0.3498
77,1,V1-RSC,t1-10,10,6927,0.4993,2,0.2277,0.0427,0,0.1278,0.4087,64.3,68.0,61.41,89.19,0.4798,0.2899,0.3615
77,1,V1-RSC,late,10,5113,0.5079,3,0.3699,0.0265,10,0.0888,0.3388,30.34,52.18,,,0.3201,0.2455,0.3469
98,0,CA1-RSC,t1-5,5,4682,0.1286,0,0.0,0.0662,1,0.3786,0.199,84.98,76.96,71.51,82.17,0.0124,0.4149,0.2924
98,0,CA1-RSC,t1-7,7,6511,0.1678,0,0.0,0.068,1,0.3868,0.1831,89.99,71.28,68.83,81.78,0.2255,0.367,0.2957
98,0,CA1-RSC,t1-10,10,8928,0.2286,1,0.0268,0.074,1,0.3535,0.1746,75.84,70.14,76.27,87.29,0.196,0.398,0.2562
98,0,CA1-RSC,late,10,6276,0.2294,1,0.027,-0.0088,0,0.1483,0.1538,57.29,77.68,,,0.1098,0.2806,0.2799
100,0,CA1-RSC,t1-5,5,2992,0.6048,6,0.6164,0.0056,0,0.2748,0.333,84.4,89.3,87.93,88.22,0.171,0.3409,0.3741
100,0,CA1-RSC,t1-7,7,3958,0.5152,9,0.6255,0.003,0,0.2769,0.3345,84.8,87.17,89.59,84.11,0.0546,0.3466,0.3295
100,0,CA1-RSC,t1-10,10,5612,0.1941,1,0.0192,0.0107,0,0.2911,0.3298,88.07,80.81,87.73,84.77,-0.0817,0.3004,0.3393
100,0,CA1-RSC,late,10,4819,0.0415,7,0.1408,0.0226,0,0.306,0.2754,81.11,88.81,,,0.0887,0.3105,0.2728
100,0,CA1-DG,t1-5,5,2992,0.5624,2,0.2485,-0.0474,0,0.2713,0.3844,84.46,61.26,80.01,72.51,0.449,0.31,0.4007
100,0,CA1-DG,t1-7,7,3958,0.5645,2,0.2428,-0.0386,0,0.2664,0.3953,83.83,74.62,72.52,72.41,0.4433,0.2979,0.4009
100,0,CA1-DG,t1-10,10,5612,0.5707,2,0.2535,-0.0437,0,0.2902,0.4006,76.25,68.65,73.43,72.67,0.4235,0.276,0.4511
100,0,CA1-DG,late,10,4819,0.4329,3,0.1606,-0.0382,0,0.2965,0.377,52.14,59.74,,,0.3383,0.3007,0.4386
100,0,CA1-V1,t1-5,5,2992,0.2739,8,0.3489,-0.0067,0,0.2824,0.3005,83.88,89.55,89.24,79.19,0.0945,0.3667,0.2804
100,0,CA1-V1,t1-7,7,3958,-0.2116,2,0.1415,-0.028,0,0.2738,0.2976,76.37,87.19,89.08,77.68,0.1879,0.3468,0.3062
100,0,CA1-V1,t1-10,10,5612,0.2766,2,0.0685,-0.0532,0,0.2907,0.2991,82.15,70.12,81.45,78.73,0.1868,0.3242,0.3455
100,0,CA1-V1,late,10,4819,0.0151,6,0.1523,-0.0872,0,0.3055,0.2594,75.69,81.78,,,0.2072,0.3559,0.3244
100,0,CA1-SUB,t1-5,5,2992,-0.0607,10,0.9449,0.0082,0,0.2806,0.3163,84.45,89.43,89.35,80.75,0.1259,0.3609,0.3464
100,0,CA1-SUB,t1-7,7,3958,0.4571,10,0.5727,0.0131,0,0.2714,0.3255,88.25,87.97,82.31,87.51,0.1163,0.3318,0.3758
100,0,CA1-SUB,t1-10,10,5612,0.1437,0,0.0,0.0071,0,0.2972,0.3178,89.42,74.27,81.47,83.74,-0.1038,0.366,0.3437
100,0,CA1-SUB,late,10,4819,0.3174,11,0.274,0.0142,0,0.3042,0.283,82.14,81.66,,,0.032,0.3284,0.312
100,0,RSC-SUB,t1-5,5,2992,0.6438,10,1.1325,0.023,0,0.331,0.3159,86.01,69.14,86.97,84.8,0.1189,0.3425,0.3527
100,0,RSC-SUB,t1-7,7,3958,0.5091,9,0.6595,0.0244,0,0.3318,0.3234,89.15,86.03,81.86,89.76,0.0608,0.2861,0.3073
100,0,RSC-SUB,t1-10,10,5612,0.1789,1,0.0163,0.0364,0,0.3282,0.3178,73.0,88.35,83.42,88.16,0.1808,0.3245,0.3421
100,0,RSC-SUB,late,10,4819,-0.0846,11,0.1997,-0.0032,0,0.2754,0.2853,85.35,85.95,,,0.0156,0.3248,0.2991
100,0,V1-RSC,t1-5,5,2992,0.1745,11,1.0534,0.051,0,0.2923,0.3143,63.73,58.3,71.4,76.65,0.3464,0.2829,0.3215
100,0,V1-RSC,t1-7,7,3958,0.2879,8,0.5019,0.0354,0,0.2891,0.3171,62.56,51.23,70.86,77.14,0.3057,0.3026,0.311
100,0,V1-RSC,t1-10,10,5612,0.4144,5,0.3504,0.0266,0,0.2881,0.3123,57.34,55.34,67.88,74.08,0.3901,0.2884,0.279
100,0,V1-RSC,late,10,4819,0.5694,7,0.5367,0.0066,0,0.2583,0.2642,83.88,82.38,,,0.3904,0.2957,0.3073
