pair,dims,lag_ms,n_animals,n_areas_used,angle_minus_floor,t,p,p_bonf,mean_angle,mean_floor,estimable
CA1-DG,3,200,3,4,8.331666666666667,0.71920368244146,0.546697214231494,1.0,71.235,57.2975,True
CA1-DG,3,250,3,4,20.886666666666667,1.6168339296266996,0.24730424291873843,1.0,82.015,57.2975,True
CA1-V1,3,-250,0,0,,,,,,,False
CA1-V1,3,-200,0,0,,,,,,,False
CA1-V1,3,-150,0,0,,,,,,,False
CA1-V1,3,-100,0,0,,,,,,,False
CA1-V1,3,-70,0,0,,,,,,,False
CA1-V1,3,-50,0,0,,,,,,,False
CA1-V1,3,-40,0,0,,,,,,,False
CA1-V1,3,-30,0,0,,,,,,,False
CA1-V1,3,-20,0,0,,,,,,,False
CA1-V1,3,-10,0,0,,,,,,,False
CA1-V1,3,10,0,0,,,,,,,False
CA1-V1,3,20,0,0,,,,,,,False
CA1-V1,3,30,0,0,,,,,,,False
CA1-V1,3,40,0,0,,,,,,,False
CA1-V1,3,50,0,0,,,,,,,False
CA1-V1,3,70,0,0,,,,,,,False
CA1-V1,3,100,0,0,,,,,,,False
CA1-V1,3,150,0,0,,,,,,,False
CA1-V1,3,200,0,0,,,,,,,False
CA1-V1,3,250,0,0,,,,,,,False
CA3-DG,3,-250,4,6,27.8175,3.1567315797366575,0.050999569162226754,0.5099956916222675,76.32666666666667,49.70166666666666,True
CA3-DG,3,-200,4,6,20.2075,3.0710745666240054,0.05451634023693956,0.5451634023693956,71.50500000000001,49.70166666666666,True
CA3-DG,3,-150,4,6,16.35,1.1320813344501381,0.339907392653774,1.0,66.97666666666667,49.70166666666666,True
CA3-DG,3,-100,4,6,22.755000000000003,1.7920824741215602,0.17103137181057976,1.0,70.89666666666666,49.70166666666666,True
CA3-DG,3,-70,4,6,24.961249999999996,2.512873818294006,0.08671809605999652,0.8671809605999652,75.63666666666667,49.70166666666666,True
CA3-DG,3,-50,4,6,11.13625,1.3698472588609323,0.26425549305656376,1.0,59.25666666666666,49.70166666666666,True
CA3-DG,3,-40,4,6,24.042499999999997,1.8666908478921507,0.15877316159606117,1.0,72.14833333333333,49.70166666666666,True
CA3-DG,3,-30,4,6,18.713749999999997,2.3832445604656365,0.09733240977343588,0.9733240977343588,66.88333333333334,49.70166666666666,True
CA3-DG,3,-20,4,6,6.619999999999999,0.5623604825962294,0.6131529327936771,1.0,53.06,49.70166666666666,True
CA3-DG,3,-10,4,6,4.858749999999997,0.32851690793683125,0.7641159573156627,1.0,47.75,49.70166666666666,True
CA3-DG,3,10,4,6,3.254999999999997,0.6366211585292908,0.5696230324920981,1.0,50.34833333333333,49.70166666666666,True
CA3-DG,3,20,4,6,13.98,1.5468234788255621,0.21964045315828132,1.0,63.06666666666666,49.70166666666666,True
CA3-DG,3,30,4,6,11.96125,1.6572311593385214,0.196051535288248,1.0,61.41166666666666,49.70166666666666,True
CA3-DG,3,40,4,6,10.725000000000001,1.0034331423923526,0.38958506143797933,1.0,57.38,49.70166666666666,True
CA3-DG,3,50,4,6,12.9375,4.455227453000003,0.021048015541679312,0.21048015541679313,61.154999999999994,49.70166666666666,True
CA3-DG,3,70,4,6,29.4425,2.972460901055612,0.05895175432536809,0.5895175432536809,77.77666666666667,49.70166666666666,True
CA3-DG,3,100,4,6,24.18125,2.2364368738576803,0.11132902822290056,1.0,71.68499999999999,49.70166666666666,True
CA3-DG,3,150,4,6,17.33375,3.2280945861932704,0.04828576641009105,0.4828576641009105,65.19666666666666,49.70166666666666,True
CA3-DG,3,200,4,6,32.25,5.625909905338817,0.011106465846795002,0.11106465846795002,83.76333333333334,49.70166666666666,True
CA3-DG,3,250,4,6,23.56125,2.2556184165200555,0.10936805605364967,1.0,69.665,49.70166666666666,True
CA1-SUB,3,-250,0,0,,,,,,,False
CA1-SUB,3,-200,0,0,,,,,,,False
CA1-SUB,3,-150,0,0,,,,,,,False
CA1-SUB,3,-100,0,0,,,,,,,False
CA1-SUB,3,-70,0,0,,,,,,,False
CA1-SUB,3,-50,0,0,,,,,,,False
CA1-SUB,3,-40,0,0,,,,,,,False
CA1-SUB,3,-30,0,0,,,,,,,False
CA1-SUB,3,-20,0,0,,,,,,,False
CA1-SUB,3,-10,0,0,,,,,,,False
CA1-SUB,3,10,0,0,,,,,,,False
CA1-SUB,3,20,0,0,,,,,,,False
CA1-SUB,3,30,0,0,,,,,,,False
CA1-SUB,3,40,0,0,,,,,,,False
CA1-SUB,3,50,0,0,,,,,,,False
CA1-SUB,3,70,0,0,,,,,,,False
CA1-SUB,3,100,0,0,,,,,,,False
CA1-SUB,3,150,0,0,,,,,,,False
CA1-SUB,3,200,0,0,,,,,,,False
CA1-SUB,3,250,0,0,,,,,,,False
RSC-SUB,3,-250,2,3,22.36,2.454445664105379,0.2463017751502058,1.0,68.83666666666666,49.51333333333334,True
RSC-SUB,3,-200,2,3,19.6125,1.2973375227385477,0.41805971811166415,1.0,64.08666666666666,49.51333333333334,True
RSC-SUB,3,-150,2,3,19.525,0.6537753222836096,0.6313814597814079,1.0,59.083333333333336,49.51333333333334,True
RSC-SUB,3,-100,2,3,22.3575,1.0670564371793343,0.4793549478616435,1.0,64.88666666666667,49.51333333333334,True
RSC-SUB,3,-70,2,3,22.210000000000004,0.8730345911949687,0.5430879543869247,1.0,63.24333333333334,49.51333333333334,True
RSC-SUB,3,-50,2,3,15.829999999999998,0.7914999999999999,0.5737598367766106,1.0,58.67666666666667,49.51333333333334,True
RSC-SUB,3,-40,2,3,10.897500000000004,0.43778246459777054,0.7373004411811042,1.0,52.11333333333334,49.51333333333334,True
RSC-SUB,3,-30,2,3,-1.4099999999999984,-1.02919708029197,0.49084063532394273,1.0,47.64666666666667,49.51333333333334,True
RSC-SUB,3,-20,2,3,22.915,0.7326938449240608,0.5974444012287514,1.0,62.00333333333333,49.51333333333334,True
RSC-SUB,3,-10,2,3,-11.975,-0.7177105184297272,0.6036955398230041,1.0,31.97666666666667,49.51333333333334,True
RSC-SUB,3,10,2,3,5.9125,0.25878104825473247,0.8387913522137607,1.0,47.81,49.51333333333334,True
RSC-SUB,3,20,2,3,10.2925,4.770567786790261,0.13154278761567048,1.0,59.086666666666666,49.51333333333334,True
RSC-SUB,3,30,2,3,9.615,24.341772151898653,0.02613868822938341,0.2613868822938341,59.25999999999999,49.51333333333334,True
RSC-SUB,3,40,2,3,12.430000000000001,8.513698630136993,0.0744348757136347,0.7443487571363471,61.45666666666667,49.51333333333334,True
RSC-SUB,3,50,2,3,23.002500000000005,1.0710045396345014,0.478181991403277,1.0,65.35666666666667,49.51333333333334,True
RSC-SUB,3,70,2,3,17.7275,0.744774708539019,0.5924687910703141,1.0,59.30666666666667,49.51333333333334,True
RSC-SUB,3,100,2,3,21.9775,0.7293619845681573,0.598826782732278,1.0,61.446666666666665,49.51333333333334,True
RSC-SUB,3,150,2,3,21.1725,0.8480024031240612,0.5522441703335735,1.0,62.36333333333334,49.51333333333334,True
RSC-SUB,3,200,2,3,20.685000000000002,1.098804780876494,0.47005215923643073,1.0,63.92333333333334,49.51333333333334,True
RSC-SUB,3,250,2,3,6.544999999999998,2.732776617954071,0.22332219229081954,1.0,55.25999999999999,49.51333333333334,True
V1-RSC,3,-250,6,7,15.477500000000001,2.986863722291037,0.030557428061072978,0.3055742806107298,74.89428571428573,57.85857142857143,True
V1-RSC,3,-200,6,7,5.824999999999998,0.6290853384311574,0.5569118619950291,1.0,64.95714285714284,57.85857142857143,True
V1-RSC,3,-150,6,7,10.87,1.3326470638338688,0.2401482761704084,1.0,69.20714285714286,57.85857142857143,True
V1-RSC,3,-100,6,7,3.3999999999999986,0.5072041976847069,0.6335838457591892,1.0,64.06142857142858,57.85857142857143,True
V1-RSC,3,-70,6,7,7.595,1.0826724178515053,0.3283807559849579,1.0,67.80428571428571,57.85857142857143,True
V1-RSC,3,-50,6,7,7.275833333333337,0.7418225957777045,0.4915481417934683,1.0,65.68857142857144,57.85857142857143,True
V1-RSC,3,-40,6,7,-0.8208333333333332,-0.09856669021212065,0.9253119184258543,1.0,58.66428571428572,57.85857142857143,True
V1-RSC,3,-30,6,7,1.7266666666666657,0.19643199862540137,0.8520065190817074,1.0,60.50285714285714,57.85857142857143,True
V1-RSC,3,-20,6,7,-1.529166666666667,-0.1925812683417944,0.854864671660312,1.0,56.50142857142857,57.85857142857143,True
V1-RSC,3,-10,6,7,-10.925833333333335,-1.1971176408341289,0.2849168597845833,1.0,46.26,57.85857142857143,True
V1-RSC,3,10,6,7,-10.4275,-0.9160419130098455,0.40166652666770486,1.0,46.20714285714285,57.85857142857143,True
V1-RSC,3,20,6,7,-0.17749999999999902,-0.023562428151803778,0.9821130753673764,1.0,55.65714285714285,57.85857142857143,True
V1-RSC,3,30,6,7,-4.873333333333334,-0.7518445322547314,0.48600793887971383,1.0,51.56714285714286,57.85857142857143,True
V1-RSC,3,40,6,7,-1.7808333333333337,-0.16567186503823905,0.8749056472261716,1.0,61.537142857142854,57.85857142857143,True
V1-RSC,3,50,6,7,6.731666666666662,0.7149217403521507,0.5066398129434639,1.0,68.53857142857143,57.85857142857143,True
V1-RSC,3,70,6,7,4.181666666666668,0.3669954163166449,0.7286425360102808,1.0,67.62285714285714,57.85857142857143,True
V1-RSC,3,100,6,7,11.542499999999997,1.0953374964355962,0.3233030461982508,1.0,73.66571428571429,57.85857142857143,True
V1-RSC,3,150,6,7,9.437500000000002,1.119550903683729,0.3137834665269692,1.0,72.02142857142857,57.85857142857143,True
V1-RSC,3,200,6,7,11.305833333333332,1.241007574387805,0.26965132639271794,1.0,73.67142857142858,57.85857142857143,True
V1-RSC,3,250,6,7,17.1675,2.160297942311495,0.08315567844130364,0.8315567844130365,78.58857142857143,57.85857142857143,True
