scope,pair,stat,contrast,n,median_delta,wilcoxon_W,p,p_fdr_pass
per_pair,CA1-V1,mi_sig,expert-naive,10,-0.0024827050103927127,20.0,0.4921875,False
per_pair,CA1-DG,mi_sig,expert-naive,8,0.01956039064035297,2.0,0.0234375,False
per_pair,CA1-CA3,mi_sig,expert-naive,6,0.04756568864079366,5.0,0.3125,False
per_pair,CA1-RSC,mi_sig,expert-naive,8,-0.002990983802287235,7.0,0.23672357063785732,False
per_pair,CA1-SUB,mi_sig,expert-naive,4,-0.016131812277020475,3.0,0.625,False
per_pair,V1-RSC,mi_sig,expert-naive,6,-0.0010411947485432964,10.0,1.0,False
per_pair,RSC-SUB,mi_sig,expert-naive,4,-0.02106043718028716,0.0,0.125,False
per_pair,CA3-DG,mi_sig,expert-naive,4,0.15818449173922047,0.0,0.125,False
per_pair,CA1-V1,mi_sig,expert-intermediate,10,0.001590377278565632,24.0,0.76953125,False
per_pair,CA1-DG,mi_sig,expert-intermediate,8,0.0081903053833868,11.0,0.3828125,False
per_pair,CA1-CA3,mi_sig,expert-intermediate,6,-0.015472016898038135,10.0,1.0,False
per_pair,CA1-RSC,mi_sig,expert-intermediate,8,-0.0010566892285290242,11.0,0.6120898800892568,False
per_pair,CA1-SUB,mi_sig,expert-intermediate,4,-0.012076537364212204,1.0,0.25,False
per_pair,V1-RSC,mi_sig,expert-intermediate,6,2.50376337028067e-06,9.0,0.84375,False
per_pair,RSC-SUB,mi_sig,expert-intermediate,4,0.00017456520446522059,3.0,1.0,False
per_pair,CA3-DG,mi_sig,expert-intermediate,4,0.08499523968595245,0.0,0.125,False
per_pair,CA1-V1,mi_sig,intermediate-naive,10,-0.00053092859381259,23.0,0.6953125,False
per_pair,CA1-DG,mi_sig,intermediate-naive,8,0.019366248651056572,3.0,0.0390625,False
per_pair,CA1-CA3,mi_sig,intermediate-naive,6,0.04621271459805881,4.0,0.21875,False
per_pair,CA1-RSC,mi_sig,intermediate-naive,8,-0.0009691873352495745,10.0,0.49896229860376107,False
per_pair,CA1-SUB,mi_sig,intermediate-naive,4,-0.006800496240892184,1.0,0.28504940740261275,False
per_pair,V1-RSC,mi_sig,intermediate-naive,6,0.00536534986607962,5.0,0.3125,False
per_pair,RSC-SUB,mi_sig,intermediate-naive,4,-0.021235002384752382,3.0,0.625,False
per_pair,CA3-DG,mi_sig,intermediate-naive,4,0.07811099868060187,0.0,0.125,False
per_pair,CA1-V1,ifi_weighted,expert-naive,10,-0.022443992446651795,27.0,1.0,False
per_pair,CA1-DG,ifi_weighted,expert-naive,8,-0.02922591788372462,17.0,0.9453125,False
per_pair,CA1-CA3,ifi_weighted,expert-naive,6,-0.08698692265777282,5.0,0.3125,False
per_pair,CA1-RSC,ifi_weighted,expert-naive,7,-0.12799028771495655,0.0,0.015625,False
per_pair,CA1-SUB,ifi_weighted,expert-naive,4,0.012153781042520177,5.0,1.0,False
per_pair,V1-RSC,ifi_weighted,expert-naive,6,0.028121792577406282,8.0,0.6875,False
per_pair,RSC-SUB,ifi_weighted,expert-naive,4,-0.07505765985113422,3.0,0.625,False
per_pair,CA3-DG,ifi_weighted,expert-naive,4,-0.005563961389495262,5.0,1.0,False
per_pair,CA1-V1,ifi_weighted,expert-intermediate,10,0.11785792559259219,19.0,0.431640625,False
per_pair,CA1-DG,ifi_weighted,expert-intermediate,8,-0.02289813514507347,16.0,0.84375,False
per_pair,CA1-CA3,ifi_weighted,expert-intermediate,6,0.020055693841996586,10.0,1.0,False
per_pair,CA1-RSC,ifi_weighted,expert-intermediate,7,-0.03551334805082666,9.0,0.46875,False
per_pair,CA1-SUB,ifi_weighted,expert-intermediate,4,-0.030588163930148925,3.0,0.625,False
per_pair,V1-RSC,ifi_weighted,expert-intermediate,6,0.0037398866493937727,10.0,1.0,False
per_pair,RSC-SUB,ifi_weighted,expert-intermediate,4,-0.10543938104567492,0.0,0.125,False
per_pair,CA3-DG,ifi_weighted,expert-intermediate,4,-0.03395660975751626,0.0,0.125,False
per_pair,CA1-V1,ifi_weighted,intermediate-naive,10,0.034552705710743994,25.0,0.845703125,False
per_pair,CA1-DG,ifi_weighted,intermediate-naive,8,-0.0845095435207977,11.0,0.3828125,False
per_pair,CA1-CA3,ifi_weighted,intermediate-naive,6,-0.09514334940871347,6.0,0.4375,False
per_pair,CA1-RSC,ifi_weighted,intermediate-naive,8,-0.13925434385146038,9.0,0.25,False
per_pair,CA1-SUB,ifi_weighted,intermediate-naive,4,-0.011479022386403241,5.0,1.0,False
per_pair,V1-RSC,ifi_weighted,intermediate-naive,6,0.08939346570313243,9.0,0.84375,False
per_pair,RSC-SUB,ifi_weighted,intermediate-naive,4,0.05159618279722717,3.0,0.625,False
per_pair,CA3-DG,ifi_weighted,intermediate-naive,4,0.05705102706628841,3.0,0.625,False
