animal,learner,pair,ordinal,trial_id,n_bins,cc1,ifi,optimal_lag,gini_part_x,gini_part_y
75,1,CA1-RSC,4,4,513,0.1324,0.2188,3,0.6476,0.4806
75,1,CA1-RSC,7,7,443,0.1211,0.2518,0,0.5805,0.4088
75,1,CA1-RSC,10,10,626,0.2154,-0.0571,0,0.6053,0.4814
75,1,CA1-DG,1,1,581,0.2758,-0.1104,0,0.5812,0.5675
75,1,CA1-DG,4,4,513,0.3074,-0.1605,0,0.5914,0.6366
75,1,CA1-DG,7,7,443,0.3737,-0.0857,0,0.5311,0.5957
75,1,CA1-DG,10,10,626,0.2613,-0.0116,0,0.608,0.622
75,1,CA1-V1,1,1,581,0.046,-0.8486,-1,0.4795,0.4369
75,1,CA1-V1,4,4,513,0.0491,-0.6512,0,0.5315,0.3854
75,1,CA1-V1,7,7,443,0.1159,-0.4477,0,0.5452,0.452
75,1,CA1-V1,10,10,626,0.0819,-0.3653,-3,0.5809,0.4358
75,1,CA1-SUB,1,1,581,0.0798,-0.8091,0,0.5401,0.4656
75,1,CA1-SUB,4,4,513,0.0809,0.1684,0,0.6096,0.446
75,1,CA1-SUB,7,7,443,0.1171,0.3584,6,0.6341,0.4536
75,1,CA1-SUB,10,10,626,0.1786,0.0525,0,0.5948,0.4764
75,1,RSC-SUB,1,1,581,0.162,-0.1956,0,0.464,0.4499
75,1,RSC-SUB,4,4,513,0.2943,-0.2436,0,0.4835,0.4603
75,1,RSC-SUB,7,7,443,0.2787,0.1342,0,0.4708,0.4266
75,1,RSC-SUB,10,10,626,0.3171,-0.0942,0,0.4626,0.4413
75,1,V1-RSC,1,1,581,0.3414,0.0966,0,0.4312,0.4885
75,1,V1-RSC,4,4,513,0.5853,0.0654,0,0.4204,0.4933
75,1,V1-RSC,7,7,443,0.5812,0.0775,0,0.4172,0.4983
75,1,V1-RSC,10,10,626,0.5017,0.1451,0,0.415,0.5027
77,1,CA1-RSC,1,1,702,0.2062,-0.0242,0,0.4039,0.4725
77,1,CA1-RSC,4,4,676,0.1377,-0.1726,-3,0.397,0.4673
77,1,CA1-RSC,7,7,690,0.117,-0.0598,-3,0.4463,0.4806
77,1,CA1-RSC,10,10,735,0.1662,-0.2893,0,0.4836,0.4488
77,1,CA1-DG,1,1,702,-0.0166,1.0,4,0.3902,0.6966
77,1,CA1-DG,4,4,676,0.0157,-0.2546,2,0.4244,0.7329
77,1,CA1-DG,7,7,690,0.0366,-0.1676,-3,0.3804,0.7804
77,1,CA1-DG,10,10,735,0.0304,0.0762,5,0.4415,0.7912
77,1,CA1-V1,1,1,702,0.0228,-0.1662,-6,0.5997,0.6149
77,1,CA1-V1,4,4,676,0.124,0.2456,0,0.4541,0.6212
77,1,CA1-V1,7,7,690,0.101,0.1242,8,0.5097,0.585
77,1,CA1-V1,10,10,735,0.1074,0.5143,0,0.4013,0.5881
77,1,CA1-SUB,1,1,702,0.0001,-0.2619,-1,0.4635,0.4033
77,1,CA1-SUB,4,4,676,0.0164,-0.3433,-9,0.4218,0.4199
77,1,CA1-SUB,7,7,690,0.0221,0.1309,-8,0.431,0.5451
77,1,CA1-SUB,10,10,735,-0.0741,1.0,9,0.4309,0.4504
77,1,RSC-SUB,1,1,702,0.2747,-0.0963,1,0.4426,0.5356
77,1,RSC-SUB,4,4,676,0.1913,0.0414,0,0.4363,0.6617
77,1,RSC-SUB,7,7,690,0.2328,0.0962,-1,0.491,0.5891
77,1,RSC-SUB,10,10,735,0.231,0.1329,0,0.4828,0.5511
77,1,V1-RSC,1,1,702,0.2995,0.2555,0,0.4638,0.4426
77,1,V1-RSC,4,4,676,0.3915,0.1374,5,0.3915,0.4653
77,1,V1-RSC,7,7,690,0.5172,0.174,2,0.5251,0.4307
77,1,V1-RSC,10,10,735,0.5635,0.102,2,0.4763,0.4568
98,0,CA1-RSC,1,1,1156,0.2105,0.0334,1,0.6284,0.4616
98,0,CA1-RSC,4,4,823,0.191,0.2423,1,0.5888,0.4691
98,0,CA1-RSC,7,7,929,0.2717,0.1071,1,0.5235,0.4329
98,0,CA1-RSC,10,10,751,0.2875,0.1627,3,0.5774,0.4357
100,0,CA1-RSC,1,1,787,0.221,-0.0096,0,0.466,0.4675
100,0,CA1-RSC,4,4,549,0.104,0.7901,0,0.4998,0.5215
100,0,CA1-RSC,7,7,467,0.1302,0.1722,1,0.4983,0.4724
100,0,CA1-RSC,10,10,556,0.0767,-0.6032,0,0.4347,0.4375
100,0,CA1-DG,1,1,787,0.5328,-0.0121,0,0.4539,0.5537
100,0,CA1-DG,4,4,549,0.5684,-0.066,0,0.501,0.5522
100,0,CA1-DG,7,7,467,0.5584,-0.0309,0,0.4625,0.5445
100,0,CA1-DG,10,10,556,0.5261,0.0684,0,0.5008,0.5765
100,0,CA1-V1,1,1,787,0.1895,-0.0515,0,0.4948,0.4791
100,0,CA1-V1,4,4,549,0.3336,-0.0098,0,0.4888,0.4626
100,0,CA1-V1,7,7,467,0.3047,0.1303,0,0.4953,0.4717
100,0,CA1-V1,10,10,556,0.3319,-0.0057,0,0.5157,0.5145
100,0,CA1-SUB,1,1,787,0.1596,0.2511,0,0.4699,0.3778
100,0,CA1-SUB,4,4,549,0.0988,-0.2587,0,0.4538,0.4134
100,0,CA1-SUB,7,7,467,0.2006,0.3113,0,0.4313,0.3943
100,0,CA1-SUB,10,10,556,0.1268,0.2683,0,0.4109,0.3746
100,0,RSC-SUB,1,1,787,0.2811,-0.0434,0,0.4521,0.3883
100,0,RSC-SUB,4,4,549,0.1837,0.2093,0,0.4472,0.4603
100,0,RSC-SUB,7,7,467,0.2182,0.1325,0,0.4643,0.4115
100,0,RSC-SUB,10,10,556,0.206,-0.0952,0,0.4644,0.3809
100,0,V1-RSC,1,1,787,0.2176,0.3021,0,0.46,0.4953
100,0,V1-RSC,4,4,549,0.4758,0.2517,0,0.5223,0.4779
100,0,V1-RSC,7,7,467,0.3232,0.2995,0,0.432,0.4364
100,0,V1-RSC,10,10,556,0.4695,0.469,0,0.4508,0.443
