animal,learner,pair,dim,window_bins,window_ms,ifi,degenerate,cc_peak,sig
52,1,V1-RSC,4,24,240,0.30357315774184174,0,0.0656,0
52,1,V1-RSC,4,25,250,0.31932614045050167,0,0.0656,0
52,1,V1-RSC,5,1,10,1.0,0,0.039,0
52,1,V1-RSC,5,2,20,0.896838602329451,0,0.039,0
52,1,V1-RSC,5,3,30,0.8181818181818182,0,0.039,0
52,1,V1-RSC,5,4,40,0.186264308012487,0,0.039,0
52,1,V1-RSC,5,5,50,0.09228650137741035,0,0.039,0
52,1,V1-RSC,5,6,60,0.03634232121922616,0,0.039,0
52,1,V1-RSC,5,7,70,0.023650156180276608,0,0.039,0
52,1,V1-RSC,5,8,80,0.020903010033444778,0,0.039,0
52,1,V1-RSC,5,9,90,0.10551724137931041,0,0.039,0
52,1,V1-RSC,5,10,100,0.08659049909801565,0,0.039,0
52,1,V1-RSC,5,11,110,0.053337219469542466,0,0.039,0
52,1,V1-RSC,5,12,120,0.0858179932590097,0,0.039,0
52,1,V1-RSC,5,13,130,0.01601164483260559,0,0.039,0
52,1,V1-RSC,5,14,140,0.054545454545454675,0,0.039,0
52,1,V1-RSC,5,15,150,0.008470798038341608,0,0.039,0
52,1,V1-RSC,5,16,160,0.04233827638082962,0,0.039,0
52,1,V1-RSC,5,17,170,-0.018280824581874792,0,0.039,0
52,1,V1-RSC,5,18,180,0.0434782608695653,0,0.039,0
52,1,V1-RSC,5,19,190,0.015466666666666717,0,0.039,0
52,1,V1-RSC,5,20,200,0.018259173905335987,0,0.039,0
52,1,V1-RSC,5,21,210,0.01701388888888891,0,0.039,0
52,1,V1-RSC,5,22,220,0.03162189731383895,0,0.039,0
52,1,V1-RSC,5,23,230,0.004635761589404015,0,0.039,0
52,1,V1-RSC,5,24,240,0.04796013702896303,0,0.039,0
52,1,V1-RSC,5,25,250,0.06314684265786709,0,0.039,0
52,1,V1-RSC,6,1,10,1.0,0,0.0307,0
52,1,V1-RSC,6,2,20,1.0,0,0.0307,0
52,1,V1-RSC,6,3,30,0.5729646697388633,0,0.0307,0
52,1,V1-RSC,6,4,40,0.2352231604342581,0,0.0307,0
52,1,V1-RSC,6,5,50,0.18942731277533034,0,0.0307,0
52,1,V1-RSC,6,6,60,0.12941176470588234,0,0.0307,0
52,1,V1-RSC,6,7,70,-0.015384615384615469,0,0.0307,0
52,1,V1-RSC,6,8,80,0.08488862131246229,0,0.0307,0
52,1,V1-RSC,6,9,90,0.08488862131246243,0,0.0307,0
52,1,V1-RSC,6,10,100,0.13488901536710302,0,0.0307,0
52,1,V1-RSC,6,11,110,0.21971252566735108,0,0.0307,0
52,1,V1-RSC,6,12,120,0.2197125256673511,0,0.0307,0
52,1,V1-RSC,6,13,130,0.21224489795918375,0,0.0307,0
52,1,V1-RSC,6,14,140,0.1722810394610202,0,0.0307,0
52,1,V1-RSC,6,15,150,0.2696390658174099,0,0.0307,0
52,1,V1-RSC,6,16,160,0.2327180600796236,0,0.0307,0
52,1,V1-RSC,6,17,170,0.12511999999999998,0,0.0307,0
52,1,V1-RSC,6,18,180,0.07687595712098011,0,0.0307,0
52,1,V1-RSC,6,19,190,0.04807421984818675,0,0.0307,0
52,1,V1-RSC,6,20,200,0.0919817645481362,0,0.0307,0
52,1,V1-RSC,6,21,210,0.09198176454813627,0,0.0307,0
52,1,V1-RSC,6,22,220,0.08873538788522857,0,0.0307,0
52,1,V1-RSC,6,23,230,0.08994428230299822,0,0.0307,0
52,1,V1-RSC,6,24,240,0.13178294573643412,0,0.0307,0
52,1,V1-RSC,6,25,250,0.07886290692342965,0,0.0307,0
52,1,V1-RSC,7,1,10,0.7551020408163266,0,0.0463,0
52,1,V1-RSC,7,2,20,0.7551020408163266,0,0.0463,0
52,1,V1-RSC,7,3,30,0.8645598194130927,0,0.0463,0
52,1,V1-RSC,7,4,40,0.5454545454545454,0,0.0463,0
52,1,V1-RSC,7,5,50,0.4675159235668791,0,0.0463,0
52,1,V1-RSC,7,6,60,0.17283120376597175,0,0.0463,0
52,1,V1-RSC,7,7,70,0.13458445040214484,0,0.0463,0
52,1,V1-RSC,7,8,80,0.19097744360902258,0,0.0463,0
52,1,V1-RSC,7,9,90,0.1665852467024916,0,0.0463,0
52,1,V1-RSC,7,10,100,0.1754470758820687,0,0.0463,0
52,1,V1-RSC,7,11,110,0.2605114867793672,0,0.0463,0
52,1,V1-RSC,7,12,120,0.308191403081914,0,0.0463,0
52,1,V1-RSC,7,13,130,0.33124264994119956,0,0.0463,0
52,1,V1-RSC,7,14,140,0.33124264994119956,0,0.0463,0
52,1,V1-RSC,7,15,150,0.3510840623811335,0,0.0463,0
52,1,V1-RSC,7,16,160,0.36697588126159564,0,0.0463,0
52,1,V1-RSC,7,17,170,0.3655213270142181,0,0.0463,0
52,1,V1-RSC,7,18,180,0.353891336270191,0,0.0463,0
52,1,V1-RSC,7,19,190,0.3597206053550641,0,0.0463,0
52,1,V1-RSC,7,20,200,0.32014693416219275,0,0.0463,0
52,1,V1-RSC,7,21,210,0.2902513117923226,0,0.0463,0
52,1,V1-RSC,7,22,220,0.267842605156038,0,0.0463,0
52,1,V1-RSC,7,23,230,0.27119078104993605,0,0.0463,0
52,1,V1-RSC,7,24,240,0.2926998841251448,0,0.0463,0
52,1,V1-RSC,7,25,250,0.29722589167767494,0,0.0463,0
52,1,V1-RSC,8,1,10,-0.5022222222222221,0,0.0338,0
52,1,V1-RSC,8,2,20,-0.5684007707129094,0,0.0338,0
52,1,V1-RSC,8,3,30,-0.5555555555555555,0,0.0338,0
52,1,V1-RSC,8,4,40,-0.47773766546329727,0,0.0338,0
52,1,V1-RSC,8,5,50,-0.5079365079365079,0,0.0338,0
52,1,V1-RSC,8,6,60,-0.45681211041852177,0,0.0338,0
52,1,V1-RSC,8,7,70,-0.3656093489148581,0,0.0338,0
52,1,V1-RSC,8,8,80,-0.49668874172185423,0,0.0338,0
52,1,V1-RSC,8,9,90,-0.3536299765807962,0,0.0338,0
52,1,V1-RSC,8,10,100,-0.3718411552346571,0,0.0338,0
52,1,V1-RSC,8,11,110,-0.24183006535947718,0,0.0338,0
52,1,V1-RSC,8,12,120,-0.24183006535947715,0,0.0338,0
52,1,V1-RSC,8,13,130,-0.26482571299230423,0,0.0338,0
52,1,V1-RSC,8,14,140,-0.3541749109616145,0,0.0338,0
52,1,V1-RSC,8,15,150,-0.3279006596818005,0,0.0338,0
52,1,V1-RSC,8,16,160,-0.2791237968801858,0,0.0338,0
52,1,V1-RSC,8,17,170,-0.2673462676751069,0,0.0338,0
52,1,V1-RSC,8,18,180,-0.26734626767510683,0,0.0338,0
52,1,V1-RSC,8,19,190,-0.28198517563648084,0,0.0338,0
52,1,V1-RSC,8,20,200,-0.28198517563648073,0,0.0338,0
52,1,V1-RSC,8,21,210,-0.2704761904761904,0,0.0338,0
52,1,V1-RSC,8,22,220,-0.28589185829707897,0,0.0338,0
52,1,V1-RSC,8,23,230,-0.26351145038167945,0,0.0338,0
52,1,V1-RSC,8,24,240,-0.21586402266288948,0,0.0338,0
52,1,V1-RSC,8,25,250,-0.2614727854855923,0,0.0338,0
52,1,V1-RSC,9,1,10,1.0,0,0.0335,0
52,1,V1-RSC,9,2,20,1.0,0,0.0335,0
52,1,V1-RSC,9,3,30,0.048888888888888885,0,0.0335,0
52,1,V1-RSC,9,4,40,-0.0445344129554656,0,0.0335,0
52,1,V1-RSC,9,5,50,0.2709923664122137,0,0.0335,0
52,1,V1-RSC,9,6,60,0.4619718309859155,0,0.0335,0
52,1,V1-RSC,9,7,70,0.3498049414824446,0,0.0335,0
52,1,V1-RSC,9,8,80,0.3498049414824447,0,0.0335,0
52,1,V1-RSC,9,9,90,0.34980494148244473,0,0.0335,0
52,1,V1-RSC,9,10,100,0.43374858437146097,0,0.0335,0
52,1,V1-RSC,9,11,110,0.3980738362760835,0,0.0335,0
52,1,V1-RSC,9,12,120,0.10183428209993674,0,0.0335,0
52,1,V1-RSC,9,13,130,0.1758560650029019,0,0.0335,0
52,1,V1-RSC,9,14,140,0.1758560650029019,0,0.0335,0
52,1,V1-RSC,9,15,150,0.28101265822784804,0,0.0335,0
52,1,V1-RSC,9,16,160,0.3050063104753892,0,0.0335,0
52,1,V1-RSC,9,17,170,0.2968227424749165,0,0.0335,0
52,1,V1-RSC,9,18,180,0.22900158478605395,0,0.0335,0
52,1,V1-RSC,9,19,190,0.1214750542299349,0,0.0335,0
52,1,V1-RSC,9,20,200,0.07152406417112309,0,0.0335,0
52,1,V1-RSC,9,21,210,0.04566210045662108,0,0.0335,0
52,1,V1-RSC,9,22,220,0.041247158168236514,0,0.0335,0
52,1,V1-RSC,9,23,230,0.06056860321384441,0,0.0335,0
52,1,V1-RSC,9,24,240,0.07553222513852428,0,0.0335,0
52,1,V1-RSC,9,25,250,0.05123966942148748,0,0.0335,0
52,1,V1-RSC,10,1,10,0.5671641791044776,0,0.0325,0
52,1,V1-RSC,10,2,20,0.4156378600823046,0,0.0325,0
52,1,V1-RSC,10,3,30,0.4156378600823046,0,0.0325,0
52,1,V1-RSC,10,4,40,0.4855072463768117,0,0.0325,0
52,1,V1-RSC,10,5,50,0.317384370015949,0,0.0325,0
52,1,V1-RSC,10,6,60,0.31738437001594905,0,0.0325,0
52,1,V1-RSC,10,7,70,0.45547073791348597,0,0.0325,0
52,1,V1-RSC,10,8,80,0.5578512396694215,0,0.0325,0
52,1,V1-RSC,10,9,90,0.5578512396694216,0,0.0325,0
52,1,V1-RSC,10,10,100,0.658964143426295,0,0.0325,0
52,1,V1-RSC,10,11,110,0.6428141912206856,0,0.0325,0
52,1,V1-RSC,10,12,120,0.6705490848585691,0,0.0325,0
52,1,V1-RSC,10,13,130,0.670549084858569,0,0.0325,0
52,1,V1-RSC,10,14,140,0.4970178926441352,0,0.0325,0
52,1,V1-RSC,10,15,150,0.5459411239964318,0,0.0325,0
52,1,V1-RSC,10,16,160,0.5495575221238939,0,0.0325,0
52,1,V1-RSC,10,17,170,0.45828390668248314,0,0.0325,0
52,1,V1-RSC,10,18,180,0.3761194029850746,0,0.0325,0
52,1,V1-RSC,10,19,190,0.29996475149806134,0,0.0325,0
52,1,V1-RSC,10,20,200,0.20539546290619257,0,0.0325,0
52,1,V1-RSC,10,21,210,0.2053954629061926,0,0.0325,0
52,1,V1-RSC,10,22,220,0.1902906802517231,0,0.0325,0
52,1,V1-RSC,10,23,230,0.18100890207715134,0,0.0325,0
52,1,V1-RSC,10,24,240,0.18100890207715123,0,0.0325,0
52,1,V1-RSC,10,25,250,0.19463087248322136,0,0.0325,0
61,1,CA1-CA3,1,1,10,-0.48395270270270263,0,0.1997,0
61,1,CA1-CA3,1,2,20,-0.36234003656307134,0,0.1997,0
61,1,CA1-CA3,1,3,30,-0.261128250330542,0,0.1997,0
61,1,CA1-CA3,1,4,40,-0.1331093305763763,0,0.1997,0
61,1,CA1-CA3,1,5,50,-0.057392788564113464,0,0.1997,0
61,1,CA1-CA3,1,6,60,-0.028527957398250203,0,0.1997,0
61,1,CA1-CA3,1,7,70,-0.038927887683471524,0,0.1997,0
61,1,CA1-CA3,1,8,80,-0.060354020046918304,0,0.1997,0
61,1,CA1-CA3,1,9,90,-0.08457711442786067,0,0.1997,0
61,1,CA1-CA3,1,10,100,-0.09266027432600943,0,0.1997,0
61,1,CA1-CA3,1,11,110,-0.09293623520427652,0,0.1997,0
61,1,CA1-CA3,1,12,120,-0.0824276640790402,0,0.1997,0
61,1,CA1-CA3,1,13,130,-0.04192577733199599,0,0.1997,0
61,1,CA1-CA3,1,14,140,-0.04075474095486164,0,0.1997,0
61,1,CA1-CA3,1,15,150,-0.07333537895059838,0,0.1997,0
61,1,CA1-CA3,1,16,160,-0.10002067152939786,0,0.1997,0
61,1,CA1-CA3,1,17,170,-0.10179841070681728,0,0.1997,0
61,1,CA1-CA3,1,18,180,-0.0898034076015728,0,0.1997,0
61,1,CA1-CA3,1,19,190,-0.07212066726600748,0,0.1997,0
61,1,CA1-CA3,1,20,200,-0.0519037881001072,0,0.1997,0
61,1,CA1-CA3,1,21,210,-0.05280256012412745,0,0.1997,0
61,1,CA1-CA3,1,22,220,-0.05933457444269419,0,0.1997,0
61,1,CA1-CA3,1,23,230,-0.07639082381350437,0,0.1997,0
61,1,CA1-CA3,1,24,240,-0.0822144647332617,0,0.1997,0
61,1,CA1-CA3,1,25,250,-0.07688881961299512,0,0.1997,0
61,1,CA1-CA3,2,1,10,0.8263565891472868,0,0.1512,0
61,1,CA1-CA3,2,2,20,0.7786998616874135,0,0.1512,0
61,1,CA1-CA3,2,3,30,0.6397905759162303,0,0.1512,0
61,1,CA1-CA3,2,4,40,-0.36522091609241997,0,0.1512,0
61,1,CA1-CA3,2,5,50,-0.35049504950495053,0,0.1512,0
61,1,CA1-CA3,2,6,60,-0.413447782546495,0,0.1512,0
61,1,CA1-CA3,2,7,70,-0.39943342776203977,0,0.1512,0
61,1,CA1-CA3,2,8,80,-0.30104463437796775,0,0.1512,0
61,1,CA1-CA3,2,9,90,-0.23053892215568855,0,0.1512,0
61,1,CA1-CA3,2,10,100,-0.2507723995880535,0,0.1512,0
61,1,CA1-CA3,2,11,110,-0.25077239958805353,0,0.1512,0
61,1,CA1-CA3,2,12,120,-0.16420542208507824,0,0.1512,0
61,1,CA1-CA3,2,13,130,-0.18312272435210963,0,0.1512,0
61,1,CA1-CA3,2,14,140,-0.22762251923855806,0,0.1512,0
61,1,CA1-CA3,2,15,150,-0.16295737457563184,0,0.1512,0
61,1,CA1-CA3,2,16,160,-0.02136822925294015,0,0.1512,0
61,1,CA1-CA3,2,17,170,0.012780548628428964,0,0.1512,0
61,1,CA1-CA3,2,18,180,0.030241349229427162,0,0.1512,0
61,1,CA1-CA3,2,19,190,0.03872244205765967,0,0.1512,0
61,1,CA1-CA3,2,20,200,0.061016013252346686,0,0.1512,0
61,1,CA1-CA3,2,21,210,0.09499733901011179,0,0.1512,0
61,1,CA1-CA3,2,22,220,0.0832900882200311,0,0.1512,0
61,1,CA1-CA3,2,23,230,0.11645415907710988,0,0.1512,0
61,1,CA1-CA3,2,24,240,0.11340933129627456,0,0.1512,0
61,1,CA1-CA3,2,25,250,0.10254913407277684,0,0.1512,0
61,1,CA1-CA3,3,1,10,0.1928687196110211,0,0.0682,0
61,1,CA1-CA3,3,2,20,0.37437185929648237,0,0.0682,0
61,1,CA1-CA3,3,3,30,0.4913176710929519,0,0.0682,0
61,1,CA1-CA3,3,4,40,0.5643044619422574,0,0.0682,0
61,1,CA1-CA3,3,5,50,0.3596958174904943,0,0.0682,0
61,1,CA1-CA3,3,6,60,0.18332230311052278,0,0.0682,0
61,1,CA1-CA3,3,7,70,0.24939172749391725,0,0.0682,0
61,1,CA1-CA3,3,8,80,0.06645898234683284,0,0.0682,0
61,1,CA1-CA3,3,9,90,0.04202440126525081,0,0.0682,0
61,1,CA1-CA3,3,10,100,0.05110062893081763,0,0.0682,0
61,1,CA1-CA3,3,11,110,-0.03951149425287346,0,0.0682,0
61,1,CA1-CA3,3,12,120,-0.03951149425287347,0,0.0682,0
61,1,CA1-CA3,3,13,130,-0.03873466752743695,0,0.0682,0
61,1,CA1-CA3,3,14,140,-0.018032268269534905,0,0.0682,0
61,1,CA1-CA3,3,15,150,0.051680316294831996,0,0.0682,0
61,1,CA1-CA3,3,16,160,0.05049365303244005,0,0.0682,0
61,1,CA1-CA3,3,17,170,0.05049365303244005,0,0.0682,0
61,1,CA1-CA3,3,18,180,0.12457737321196356,0,0.0682,0
61,1,CA1-CA3,3,19,190,0.13781641523906923,0,0.0682,0
61,1,CA1-CA3,3,20,200,0.17117117117117114,0,0.0682,0
61,1,CA1-CA3,3,21,210,0.17117117117117114,0,0.0682,0
61,1,CA1-CA3,3,22,220,0.2070812951316096,0,0.0682,0
61,1,CA1-CA3,3,23,230,0.26288436552620187,0,0.0682,0
61,1,CA1-CA3,3,24,240,0.1943165899539724,0,0.0682,0
61,1,CA1-CA3,3,25,250,0.19044776119402984,0,0.0682,0
61,1,CA1-CA3,4,1,10,-0.2434017595307918,0,0.0274,0
61,1,CA1-CA3,4,2,20,0.011292346298619799,0,0.0274,0
61,1,CA1-CA3,4,3,30,0.2466539196940727,0,0.0274,0
61,1,CA1-CA3,4,4,40,0.20944881889763783,0,0.0274,0
61,1,CA1-CA3,4,5,50,0.14472822527832363,0,0.0274,0
61,1,CA1-CA3,4,6,60,0.14472822527832352,0,0.0274,0
61,1,CA1-CA3,4,7,70,0.06151990349819055,0,0.0274,0
61,1,CA1-CA3,4,8,80,0.0011098779134294775,0,0.0274,0
61,1,CA1-CA3,4,9,90,-0.10648836057454183,0,0.0274,0
61,1,CA1-CA3,4,10,100,-0.07870593915982615,0,0.0274,0
61,1,CA1-CA3,4,11,110,-0.0995475113122172,0,0.0274,0
61,1,CA1-CA3,4,12,120,-0.06625713032031594,0,0.0274,0
61,1,CA1-CA3,4,13,130,0.0417981072555205,0,0.0274,0
61,1,CA1-CA3,4,14,140,0.04179810725552051,0,0.0274,0
61,1,CA1-CA3,4,15,150,0.06791907514450861,0,0.0274,0
61,1,CA1-CA3,4,16,160,0.06791907514450861,0,0.0274,0
61,1,CA1-CA3,4,17,170,0.04701567189063011,0,0.0274,0
61,1,CA1-CA3,4,18,180,0.10379429288178099,0,0.0274,0
61,1,CA1-CA3,4,19,190,0.1230438784903344,0,0.0274,0
61,1,CA1-CA3,4,20,200,0.13130699088145878,0,0.0274,0
61,1,CA1-CA3,4,21,210,0.16261353647817164,0,0.0274,0
61,1,CA1-CA3,4,22,220,0.21027908261950812,0,0.0274,0
61,1,CA1-CA3,4,23,230,0.26321216808455783,0,0.0274,0
61,1,CA1-CA3,4,24,240,0.2632121680845579,0,0.0274,0
61,1,CA1-CA3,4,25,250,0.25024342745861733,0,0.0274,0
61,1,CA1-CA3,5,1,10,0.3211009174311926,0,0.0217,0
61,1,CA1-CA3,5,2,20,0.4137214137214137,0,0.0217,0
61,1,CA1-CA3,5,3,30,0.4462659380692167,0,0.0217,0
61,1,CA1-CA3,5,4,40,0.28527607361963186,0,0.0217,0
61,1,CA1-CA3,5,5,50,0.21008403361344538,0,0.0217,0
61,1,CA1-CA3,5,6,60,0.003484320557491389,0,0.0217,0
61,1,CA1-CA3,5,7,70,-0.04249291784702539,0,0.0217,0
61,1,CA1-CA3,5,8,80,-0.054986020503261776,0,0.0217,0
61,1,CA1-CA3,5,9,90,-0.07283633247643526,0,0.0217,0
61,1,CA1-CA3,5,10,100,-0.016233766233766135,0,0.0217,0
61,1,CA1-CA3,5,11,110,-0.03930131004366816,0,0.0217,0
61,1,CA1-CA3,5,12,120,-0.04967602591792656,0,0.0217,0
61,1,CA1-CA3,5,13,130,-0.09712722298221618,0,0.0217,0
61,1,CA1-CA3,5,14,140,-0.09338786639400143,0,0.0217,0
61,1,CA1-CA3,5,15,150,-0.06827309236947783,0,0.0217,0
61,1,CA1-CA3,5,16,160,-0.06827309236947789,0,0.0217,0
61,1,CA1-CA3,5,17,170,0.010626992561105148,0,0.0217,0
61,1,CA1-CA3,5,18,180,-0.05420188960716068,0,0.0217,0
61,1,CA1-CA3,5,19,190,-0.005988023952095864,0,0.0217,0
61,1,CA1-CA3,5,20,200,0.039350912778904616,0,0.0217,0
61,1,CA1-CA3,5,21,210,0.046698872785829335,0,0.0217,0
61,1,CA1-CA3,5,22,220,0.005413766434648119,0,0.0217,0
61,1,CA1-CA3,5,23,230,-0.018292682926829208,0,0.0217,0
61,1,CA1-CA3,5,24,240,-0.01677079907925018,0,0.0217,0
61,1,CA1-CA3,5,25,250,0.030417058639071834,0,0.0217,0
61,1,CA1-CA3,6,1,10,1.0,0,0.028,0
61,1,CA1-CA3,6,2,20,0.32653061224489793,0,0.028,0
61,1,CA1-CA3,6,3,30,0.02354788069073785,0,0.028,0
61,1,CA1-CA3,6,4,40,-0.27371864776444926,0,0.028,0
61,1,CA1-CA3,6,5,50,-0.1295938104448742,0,0.028,0
61,1,CA1-CA3,6,6,60,0.03055326176713467,0,0.028,0
61,1,CA1-CA3,6,7,70,-0.05597579425113464,0,0.028,0
61,1,CA1-CA3,6,8,80,-0.037530266343825565,0,0.028,0
61,1,CA1-CA3,6,9,90,-0.08304498269896188,0,0.028,0
61,1,CA1-CA3,6,10,100,0.06699751861042177,0,0.028,0
61,1,CA1-CA3,6,11,110,0.07587548638132306,0,0.028,0
61,1,CA1-CA3,6,12,120,0.10576486609169321,0,0.028,0
61,1,CA1-CA3,6,13,130,0.08170515097690939,0,0.028,0
61,1,CA1-CA3,6,14,140,0.07488986784140968,0,0.028,0
61,1,CA1-CA3,6,15,150,0.06086956521739132,0,0.028,0
61,1,CA1-CA3,6,16,160,0.06086956521739124,0,0.028,0
61,1,CA1-CA3,6,17,170,0.08474576271186433,0,0.028,0
61,1,CA1-CA3,6,18,180,0.019920318725099653,0,0.028,0
61,1,CA1-CA3,6,19,190,0.003921568627450954,0,0.028,0
61,1,CA1-CA3,6,20,200,-0.05248990578734856,0,0.028,0
61,1,CA1-CA3,6,21,210,-0.06427406199021207,0,0.028,0
61,1,CA1-CA3,6,22,220,-0.008034610630407875,0,0.028,0
61,1,CA1-CA3,6,23,230,0.06586483390607109,0,0.028,0
61,1,CA1-CA3,6,24,240,0.06586483390607091,0,0.028,0
61,1,CA1-CA3,6,25,250,0.012610678830158234,0,0.028,0
61,1,CA1-CA3,7,1,10,0.836065573770492,0,0.0234,0
61,1,CA1-CA3,7,2,20,0.8307692307692307,0,0.0234,0
61,1,CA1-CA3,7,3,30,0.8513513513513515,0,0.0234,0
61,1,CA1-CA3,7,4,40,0.8513513513513513,0,0.0234,0
61,1,CA1-CA3,7,5,50,0.31905781584582443,0,0.0234,0
61,1,CA1-CA3,7,6,60,0.31905781584582443,0,0.0234,0
61,1,CA1-CA3,7,7,70,0.5046728971962618,0,0.0234,0
61,1,CA1-CA3,7,8,80,0.27410617551462624,0,0.0234,0
61,1,CA1-CA3,7,9,90,0.154072620215898,0,0.0234,0
61,1,CA1-CA3,7,10,100,0.1272141706924316,0,0.0234,0
61,1,CA1-CA3,7,11,110,0.15378610460577669,0,0.0234,0
61,1,CA1-CA3,7,12,120,0.1439628482972137,0,0.0234,0
61,1,CA1-CA3,7,13,130,0.02142363510711814,0,0.0234,0
61,1,CA1-CA3,7,14,140,-0.010709504685408303,0,0.0234,0
61,1,CA1-CA3,7,15,150,0.12615740740740738,0,0.0234,0
61,1,CA1-CA3,7,16,160,0.12615740740740747,0,0.0234,0
61,1,CA1-CA3,7,17,170,0.22524371472550023,0,0.0234,0
61,1,CA1-CA3,7,18,180,0.19819367787255399,0,0.0234,0
61,1,CA1-CA3,7,19,190,0.2522227421619092,0,0.0234,0
61,1,CA1-CA3,7,20,200,0.25396825396825395,0,0.0234,0
61,1,CA1-CA3,7,21,210,0.2539682539682539,0,0.0234,0
61,1,CA1-CA3,7,22,220,0.2742960944595822,0,0.0234,0
61,1,CA1-CA3,7,23,230,0.31031506258092356,0,0.0234,0
61,1,CA1-CA3,7,24,240,0.2486528098537337,0,0.0234,0
61,1,CA1-CA3,7,25,250,0.2896652110625911,0,0.0234,0
61,1,CA1-CA3,8,1,10,-0.23046875000000006,0,0.0315,0
61,1,CA1-CA3,8,2,20,-0.1704260651629073,0,0.0315,0
61,1,CA1-CA3,8,3,30,-0.05298759864712518,0,0.0315,0
61,1,CA1-CA3,8,4,40,-0.060057197330791234,0,0.0315,0
61,1,CA1-CA3,8,5,50,-0.20440251572327042,0,0.0315,0
61,1,CA1-CA3,8,6,60,-0.24082232011747423,0,0.0315,0
61,1,CA1-CA3,8,7,70,-0.2408223201174743,0,0.0315,0
61,1,CA1-CA3,8,8,80,-0.14576271186440673,0,0.0315,0
61,1,CA1-CA3,8,9,90,-0.15094339622641506,0,0.0315,0
61,1,CA1-CA3,8,10,100,-0.09308176100628934,0,0.0315,0
61,1,CA1-CA3,8,11,110,-0.1047409040793826,0,0.0315,0
61,1,CA1-CA3,8,12,120,-0.08150908244061494,0,0.0315,0
61,1,CA1-CA3,8,13,130,-0.12033542976939196,0,0.0315,0
61,1,CA1-CA3,8,14,140,-0.12033542976939217,0,0.0315,0
61,1,CA1-CA3,8,15,150,-0.09688013136289007,0,0.0315,0
61,1,CA1-CA3,8,16,160,0.027302511831088484,0,0.0315,0
61,1,CA1-CA3,8,17,170,0.027302511831088422,0,0.0315,0
61,1,CA1-CA3,8,18,180,0.03363471971066904,0,0.0315,0
61,1,CA1-CA3,8,19,190,0.05683021531944939,0,0.0315,0
61,1,CA1-CA3,8,20,200,0.026396983201919775,0,0.0315,0
61,1,CA1-CA3,8,21,210,0.046437659033078865,0,0.0315,0
61,1,CA1-CA3,8,22,220,0.06807584706248047,0,0.0315,0
61,1,CA1-CA3,8,23,230,0.07440568076566835,0,0.0315,0
61,1,CA1-CA3,8,24,240,0.07668617185093941,0,0.0315,0
61,1,CA1-CA3,8,25,250,0.05079651337541331,0,0.0315,0
61,1,CA1-CA3,9,1,10,0.32352941176470584,0,0.0311,0
61,1,CA1-CA3,9,2,20,0.3630573248407643,0,0.0311,0
61,1,CA1-CA3,9,3,30,0.6621621621621621,0,0.0311,0
61,1,CA1-CA3,9,4,40,0.7014925373134329,0,0.0311,0
61,1,CA1-CA3,9,5,50,0.3411371237458194,0,0.0311,0
61,1,CA1-CA3,9,6,60,0.34113712374581945,0,0.0311,0
61,1,CA1-CA3,9,7,70,0.352760736196319,0,0.0311,0
61,1,CA1-CA3,9,8,80,0.46208291203235596,0,0.0311,0
61,1,CA1-CA3,9,9,90,0.3916887709991159,0,0.0311,0
61,1,CA1-CA3,9,10,100,0.42749812171299784,0,0.0311,0
61,1,CA1-CA3,9,11,110,0.48617666891436284,0,0.0311,0
61,1,CA1-CA3,9,12,120,0.41282051282051285,0,0.0311,0
61,1,CA1-CA3,9,13,130,0.43140906269397905,0,0.0311,0
61,1,CA1-CA3,9,14,140,0.43140906269397905,0,0.0311,0
61,1,CA1-CA3,9,15,150,0.43140906269397905,0,0.0311,0
61,1,CA1-CA3,9,16,160,0.4913936701832314,0,0.0311,0
61,1,CA1-CA3,9,17,170,0.4904458598726114,0,0.0311,0
61,1,CA1-CA3,9,18,180,0.5190380761523046,0,0.0311,0
61,1,CA1-CA3,9,19,190,0.5229885057471264,0,0.0311,0
61,1,CA1-CA3,9,20,200,0.5261655566127496,0,0.0311,0
61,1,CA1-CA3,9,21,210,0.5618125824901011,0,0.0311,0
61,1,CA1-CA3,9,22,220,0.4859628311585606,0,0.0311,0
61,1,CA1-CA3,9,23,230,0.4973180076628351,0,0.0311,0
61,1,CA1-CA3,9,24,240,0.4278407014979905,0,0.0311,0
61,1,CA1-CA3,9,25,250,0.48622047244094485,0,0.0311,0
61,1,CA1-CA3,10,1,10,-0.6478405315614618,0,0.0248,1
61,1,CA1-CA3,10,2,20,-0.680722891566265,0,0.0248,1
61,1,CA1-CA3,10,3,30,-0.6866096866096867,0,0.0248,1
61,1,CA1-CA3,10,4,40,-0.6947535771065183,0,0.0248,1
61,1,CA1-CA3,10,5,50,-0.5426917510853835,0,0.0248,1
61,1,CA1-CA3,10,6,60,-0.5426917510853836,0,0.0248,1
61,1,CA1-CA3,10,7,70,-0.5330520393811533,0,0.0248,1
61,1,CA1-CA3,10,8,80,-0.4271749755620723,0,0.0248,1
61,1,CA1-CA3,10,9,90,-0.3990610328638497,0,0.0248,1
61,1,CA1-CA3,10,10,100,-0.42729306487695745,0,0.0248,1
61,1,CA1-CA3,10,11,110,-0.4307400379506641,0,0.0248,1
61,1,CA1-CA3,10,12,120,-0.4307400379506641,0,0.0248,1
61,1,CA1-CA3,10,13,130,-0.34482758620689646,0,0.0248,1
61,1,CA1-CA3,10,14,140,-0.3641084824004615,0,0.0248,1
