method,pair,stat,contrast,n_animals,n_obs,estimate,p,p_within_pair_fdr_pass,ok,reason
collapsed,CA1-V1,mi_sig,expert-naive,10,180,-0.01071839971599946,0.76953125,False,True,collapsed
collapsed,CA1-V1,mi_sig,expert-intermediate,10,180,0.01251453534507642,0.7670968684102772,False,True,collapsed
collapsed,CA1-V1,mi_sig,intermediate-naive,10,180,-0.011486508904348838,0.6953125,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,expert-naive,10,180,-0.043357332806813656,0.4921875,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,expert-intermediate,10,180,0.05405278467113683,0.556640625,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,intermediate-naive,10,180,-0.08647496028312299,0.083984375,False,True,collapsed
lmm_randslope,CA1-V1,mi_sig,expert-naive,10,180,-0.00027229696474435195,0.988696607307381,False,True,
lmm_randslope,CA1-V1,mi_sig,expert-intermediate,10,180,0.004364858217671524,0.8101236665604467,False,True,
lmm_randslope,CA1-V1,mi_sig,intermediate-naive,10,180,-0.004637155182415876,0.8097199673890133,False,True,
lmm_randslope,CA1-V1,ifi_weighted,expert-naive,10,180,-0.0295264467224315,0.501783286787894,False,True,
lmm_randslope,CA1-V1,ifi_weighted,expert-intermediate,10,180,0.018781738880372142,0.6787488003094617,False,True,
lmm_randslope,CA1-V1,ifi_weighted,intermediate-naive,10,180,-0.048308185602803644,0.2987409740616719,False,True,
collapsed,CA1-DG,mi_sig,expert-naive,8,144,-0.0498847986395706,0.84375,False,True,collapsed
collapsed,CA1-DG,mi_sig,expert-intermediate,8,144,0.019953398882491986,0.640625,False,True,collapsed
collapsed,CA1-DG,mi_sig,intermediate-naive,8,144,-0.043843105930912285,0.4609375,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,expert-naive,8,144,-0.05568753822489385,0.0390625,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,expert-intermediate,8,144,-0.05186347012079386,0.0390625,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,intermediate-naive,8,144,0.010370376816465096,0.9453125,False,True,collapsed
lmm_randslope,CA1-DG,mi_sig,expert-naive,8,144,-0.017686553652723928,0.6519619064840556,False,True,
lmm_randslope,CA1-DG,mi_sig,expert-intermediate,8,144,0.008415824857238349,0.8260927114148657,False,True,
lmm_randslope,CA1-DG,mi_sig,intermediate-naive,8,144,-0.026102378509962276,0.5370981186013506,False,True,
lmm_randslope,CA1-DG,ifi_weighted,expert-naive,8,144,-0.04468553091695438,0.23568074300823505,False,True,
lmm_randslope,CA1-DG,ifi_weighted,expert-intermediate,8,144,-0.050582376970776166,0.1808363976962858,False,True,
lmm_randslope,CA1-DG,ifi_weighted,intermediate-naive,8,144,0.005896846053821781,0.8821244223704593,False,True,
collapsed,CA1-CA3,mi_sig,expert-naive,6,108,-0.033044134951495274,0.84375,False,True,collapsed
collapsed,CA1-CA3,mi_sig,expert-intermediate,6,108,0.028983863616067092,0.84375,False,True,collapsed
collapsed,CA1-CA3,mi_sig,intermediate-naive,6,108,-0.01085566962732655,0.6875,False,True,collapsed
collapsed,CA1-CA3,ifi_weighted,expert-naive,6,108,0.02747988461307775,0.6875,False,True,collapsed
collapsed,CA1-CA3,ifi_weighted,expert-intermediate,6,108,-0.01050480220533927,1.0,False,True,collapsed
