method,pair,stat,contrast,n_animals,n_obs,estimate,p,p_within_pair_fdr_pass,ok,reason
collapsed,CA1-V1,mi_sig,expert-naive,10,180,0.006848763913345084,0.625,False,True,collapsed
collapsed,CA1-V1,mi_sig,expert-intermediate,10,180,0.006460188557392416,1.0,False,True,collapsed
collapsed,CA1-V1,mi_sig,intermediate-naive,10,180,-0.0051705751470027626,0.845703125,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,expert-naive,10,180,-0.012608286656707513,0.76953125,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,expert-intermediate,10,180,-0.014721103160390945,0.375,False,True,collapsed
collapsed,CA1-V1,ifi_weighted,intermediate-naive,10,180,0.0066302327395573995,0.76953125,False,True,collapsed
lmm_randslope,CA1-V1,mi_sig,expert-naive,10,180,-0.011181454408421602,0.6330281734270432,False,True,
lmm_randslope,CA1-V1,mi_sig,expert-intermediate,10,180,-0.01963074895523767,0.46795437834340947,False,True,
lmm_randslope,CA1-V1,mi_sig,intermediate-naive,10,180,0.00844929454681607,0.7394096426295013,False,True,
lmm_randslope,CA1-V1,ifi_weighted,expert-naive,10,180,0.0012328497696873293,0.9680744422780951,False,True,
lmm_randslope,CA1-V1,ifi_weighted,expert-intermediate,10,180,-0.007365056932644094,0.8215644070684305,False,True,
lmm_randslope,CA1-V1,ifi_weighted,intermediate-naive,10,180,0.008597906702331423,0.789040376878775,False,True,
collapsed,CA1-DG,mi_sig,expert-naive,8,144,-0.035684828287869355,0.3125,False,True,collapsed
collapsed,CA1-DG,mi_sig,expert-intermediate,8,144,-0.00927563419770341,0.3125,False,True,collapsed
collapsed,CA1-DG,mi_sig,intermediate-naive,8,144,0.004729393046959157,0.7421875,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,expert-naive,8,144,-0.020638874671847746,0.7421875,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,expert-intermediate,8,144,0.011103934396315459,0.84375,False,True,collapsed
collapsed,CA1-DG,ifi_weighted,intermediate-naive,8,144,-0.01651037327506531,0.640625,False,True,collapsed
lmm_randslope,CA1-DG,mi_sig,expert-naive,8,144,-0.018780626422698638,0.5931595607561855,False,True,
lmm_randslope,CA1-DG,mi_sig,expert-intermediate,8,144,-0.04719583203196251,0.3050047962264961,False,True,
lmm_randslope,CA1-DG,mi_sig,intermediate-naive,8,144,0.028415205609263874,0.49241044303248405,False,True,
lmm_randslope,CA1-DG,ifi_weighted,expert-naive,8,144,-0.020027246813841312,0.549293538866548,False,True,
lmm_randslope,CA1-DG,ifi_weighted,expert-intermediate,8,144,-0.0017508245365536503,0.961213425389851,False,True,
lmm_randslope,CA1-DG,ifi_weighted,intermediate-naive,8,144,-0.018276422277287662,0.6127618414535048,False,True,
collapsed,CA1-CA3,mi_sig,expert-naive,6,108,0.1149426267617008,0.15625,False,True,collapsed
collapsed,CA1-CA3,mi_sig,expert-intermediate,6,108,0.1265669622317226,0.03125,False,True,collapsed
collapsed,CA1-CA3,mi_sig,intermediate-naive,6,108,-0.03639040456411989,0.5625,False,True,collapsed
collapsed,CA1-CA3,ifi_weighted,expert-naive,6,108,0.032712143319474515,0.4375,False,True,collapsed
collapsed,CA1-CA3,ifi_weighted,expert-intermediate,6,108,0.027646054308781295,0.84375,False,True,collapsed
collapsed,CA1-CA3,ifi_weighted,intermediate-naive,6,108,0.02007079518612171,0.6875,False,True,collapsed
lmm_randslope,CA1-CA3,mi_sig,expert-naive,6,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,CA1-CA3,mi_sig,expert-intermediate,6,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,CA1-CA3,mi_sig,intermediate-naive,6,0,nan,nan,False,False,too_few_animals_for_random_slope
lmm_randslope,CA1-CA3,ifi_weighted,expert-naive,6,0,nan,nan,False,False,too_few_animals_for_random_slope
