animal,area,epoch,n_units,n_partners,rho_pooled,rho_pooled_ratepart,rho_pooled_tune,rho_pooled_tune_ratepart,rho_pooled_tomrel,rho_pooled_tomrel_ratepart
68,CA1,naive,16,3,-0.7441176470588236,-0.8028130484103841,-0.17352941176470588,-0.5155370772436635,-0.3147058823529411,-0.495994249357255
68,CA3,expert,10,2,0.7333333333333332,0.6860796906677942,0.8787878787878788,0.6784615107943972,0.7575757575757575,0.7284223684161336
68,CA3,intermediate,10,2,0.3939393939393939,0.011909623968229859,0.6969696969696969,0.026527939545377993,0.6606060606060605,0.43696055820671653
68,CA3,naive,10,2,-0.41666666666666663,-0.3301976747031111,0.3939393939393939,0.3355463207360726,0.16666666666666669,-0.08070002078437528
68,DG,expert,24,2,0.6652173913043479,-0.13968949146711923,0.8495652173913043,0.3557913328408904,0.7799999999999999,0.13778366188019053
68,DG,intermediate,24,2,0.2895652173913043,-0.2897231999498599,0.7756521739130434,0.12491238585983419,0.7278260869565217,0.01967091529946235
68,DG,naive,24,2,0.40347826086956523,0.14454995122970854,0.3869565217391304,-0.062344516912150816,0.5026086956521739,0.2654401701723561
68,RSC,expert,11,1,0.9181818181818183,0.9232114135664332,0.14545454545454548,0.3405210600877149,0.8454545454545455,0.8526315789473684
68,RSC,intermediate,11,1,0.5909090909090909,0.6050529573134233,0.17272727272727276,0.27951388888888873,0.5454545454545455,0.5453042328042328
68,RSC,naive,11,1,0.18181818181818182,0.10675210253672468,-0.3181818181818182,0.006871756812939361,0.26363636363636367,0.28361407124846444
73,CA1,expert,22,4,-0.1552795031055901,-0.14005313287761997,-0.025409373235460195,0.054647637597573004,0.06041784302653869,0.1212722804495414
73,CA1,intermediate,22,4,0.06719367588932806,0.052086110641641516,0.09090909090909091,0.07971782846766157,0.08413325804630155,0.06678375830685634
73,CA1,naive,22,4,-0.22642574816487862,-0.21129972326926597,-0.1155844155844156,0.03177736246040415,-0.5189158667419538,-0.5728781236385124
73,DG,expert,29,1,-0.11674876847290637,-0.19357306919669157,0.009359605911330046,-0.12924409567777917,-0.05911330049261083,-0.24133095986250241
73,DG,intermediate,29,1,0.39950738916256145,0.10292559200939441,0.5379310344827586,0.1563523993262403,0.5147783251231526,0.11630925148293401
73,DG,naive,29,1,0.5738916256157635,0.2903720991244545,0.43054187192118215,0.07892418212879079,0.41871921182266003,0.05068531745735355
73,RSC,expert,56,3,0.2771284271284271,0.1776976002903358,0.4151324566418906,0.08410752351377548,0.3292929292929294,0.07276291007528199
73,RSC,intermediate,56,3,0.3851370851370852,0.2611888248258083,0.2698303792643415,0.04391648894441328,0.37056277056277065,0.21219437227155657
73,RSC,naive,56,3,0.4240981240981242,0.20039045317856402,0.36469924205773263,0.036744942388914445,0.44005468215994537,0.16628715741358913
73,SUB,expert,27,2,0.1800976800976801,0.15977104492741562,0.16666666666666663,0.13779377400784262,0.28205128205128205,0.27001781293564747
73,SUB,intermediate,27,2,0.7503052503052503,0.7256834245331458,0.5811965811965812,0.5151096242172453,0.5818070818070817,0.5403249748708651
73,SUB,naive,27,2,0.5256410256410257,0.4237643021229873,0.4188034188034188,0.286404275002633,0.4902319902319902,0.4066758423814531
73,V1,expert,18,2,0.11274509803921569,0.15770484235331986,0.019607843137254905,0.06762040336394237,0.18137254901960786,0.21230238251568417
73,V1,intermediate,18,2,0.10835913312693499,0.06960560397973994,0.07107843137254903,-0.01568762255917054,0.21362229102167182,0.13276781981256078
73,V1,naive,18,2,-0.09597523219814243,0.01037578509075214,-0.05056759545923632,0.1299368675966881,-0.1455108359133127,-0.053738934588154305
75,CA1,expert,21,4,0.3116883116883117,0.08701353917620591,0.1413533834586466,-0.3435250509006068,0.174025974025974,-0.06272720865083682
75,CA1,intermediate,21,4,-0.2571428571428572,-0.37377990853744125,0.3333333333333333,0.11377437869033202,-0.0706766917293233,-0.1696335359406739
75,CA1,naive,21,4,0.07792207792207792,-0.1312544074075203,0.22406015037593985,0.0024401428274388815,0.17142857142857143,-0.032599961642896066
75,DG,expert,62,1,0.5985655785599505,0.38255712183322405,0.4690627202255108,-0.028900273882581224,0.5625373516605481,0.320409378683868
75,DG,intermediate,62,1,0.6506176750079189,0.10248140673807409,0.785375494071146,0.25787987688035874,0.7432015644463662,0.23400356974326028
75,DG,naive,62,1,0.16200561203106473,-0.14757361613807904,0.42433782023447675,0.09718319848625903,0.5589098532494758,0.269438078523463
75,RSC,expert,178,3,0.653533690453514,0.4207698596659653,0.4986435016992852,0.10587252057058366,0.6412570727735579,0.39985109834630234
75,RSC,intermediate,178,3,0.5126960623945674,0.3121392203809046,0.36092843990967177,0.03734549118639615,0.4954064820485826,0.2441220430114322
